game,2013,1,20130908,201309080cle,mia,"Miami Dolphins",23,cle,"Cleveland Browns",10
player,201309080cle,cle,CameJo00,pass_rating,,,,,,
player,201309080cle,cle,CameJo00,rush_att,0,,,,,
player,201309080cle,cle,CameJo00,rush_yds,0,,,,,
player,201309080cle,cle,CameJo00,rush_td,0,,,,,
player,201309080cle,cle,CameJo00,rush_long,0,,,,,
player,201309080cle,cle,CameJo00,targets,13,,,,,
player,201309080cle,cle,CameJo00,rec,9,,,,,
player,201309080cle,cle,CameJo00,rec_yds,108,,,,,
player,201309080cle,cle,CameJo00,rec_td,1,,,,,
player,201309080cle,cle,CameJo00,rec_long,22,,,,,
player,201309080cle,cle,CameJo00,fumbles,0,,,,,
player,201309080cle,cle,CameJo00,fumbles_lost,0,,,,,
player,201309080cle,cle,BessDa00,pass_cmp,0,,,,,
player,201309080cle,cle,BessDa00,pass_att,0,,,,,
player,201309080cle,cle,BessDa00,pass_yds,0,,,,,
player,201309080cle,cle,BessDa00,pass_td,0,,,,,
player,201309080cle,cle,BessDa00,pass_int,0,,,,,
player,201309080cle,cle,BessDa00,pass_sacked,0,,,,,
player,201309080cle,cle,BessDa00,pass_sacked_yds,0,,,,,
player,201309080cle,cle,BessDa00,pass_long,0,,,,,
player,201309080cle,cle,BessDa00,pass_rating,,,,,,
player,201309080cle,cle,BessDa00,rush_att,0,,,,,
player,201309080cle,cle,BessDa00,rush_yds,0,,,,,
player,201309080cle,cle,BessDa00,rush_td,0,,,,,
player,201309080cle,cle,BessDa00,rush_long,0,,,,,
player,201309080cle,cle,BessDa00,targets,10,,,,,
player,201309080cle,cle,BessDa00,rec,5,,,,,
player,201309080cle,cle,BessDa00,rec_yds,47,,,,,
player,201309080cle,cle,BessDa00,rec_td,0,,,,,
player,201309080cle,cle,BessDa00,rec_long,17,,,,,
player,201309080cle,cle,BessDa00,fumbles,0,,,,,
player,201309080cle,cle,BessDa00,fumbles_lost,0,,,,,
player,201309080cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201309080cle,cle,BenjTr00,pass_att,0,,,,,
player,201309080cle,cle,BenjTr00,pass_yds,0,,,,,
player,201309080cle,cle,BenjTr00,pass_td,0,,,,,
player,201309080cle,cle,BenjTr00,pass_int,0,,,,,
player,201309080cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201309080cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201309080cle,cle,BenjTr00,pass_long,0,,,,,
player,201309080cle,cle,BenjTr00,pass_rating,,,,,,
player,201309080cle,cle,BenjTr00,rush_att,0,,,,,
player,201309080cle,cle,BenjTr00,rush_yds,0,,,,,
player,201309080cle,cle,BenjTr00,rush_td,0,,,,,
player,201309080cle,cle,BenjTr00,rush_long,0,,,,,
player,201309080cle,cle,BenjTr00,targets,8,,,,,
player,201309080cle,cle,BenjTr00,rec,3,,,,,
player,201309080cle,cle,BenjTr00,rec_yds,44,,,,,
player,201309080cle,cle,BenjTr00,rec_td,0,,,,,
player,201309080cle,cle,BenjTr00,rec_long,20,,,,,
player,201309080cle,cle,BenjTr00,fumbles,1,,,,,
player,201309080cle,cle,BenjTr00,fumbles_lost,0,,,,,
player,201309080cle,cle,LittGr00,pass_cmp,0,,,,,
player,201309080cle,cle,LittGr00,pass_att,0,,,,,
player,201309080cle,cle,LittGr00,pass_yds,0,,,,,
player,201309080cle,cle,LittGr00,pass_td,0,,,,,
player,201309080cle,cle,LittGr00,pass_int,0,,,,,
player,201309080cle,cle,LittGr00,pass_sacked,0,,,,,
player,201309080cle,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201309080cle,cle,LittGr00,pass_long,0,,,,,
player,201309080cle,cle,LittGr00,pass_rating,,,,,,
player,201309080cle,cle,LittGr00,rush_att,0,,,,,
player,201309080cle,cle,LittGr00,rush_yds,0,,,,,
player,201309080cle,cle,LittGr00,rush_td,0,,,,,
player,201309080cle,cle,LittGr00,rush_long,0,,,,,
player,201309080cle,cle,LittGr00,targets,10,,,,,
player,201309080cle,cle,LittGr00,rec,4,,,,,
player,201309080cle,cle,LittGr00,rec_yds,26,,,,,
player,201309080cle,cle,LittGr00,rec_td,0,,,,,
player,201309080cle,cle,LittGr00,rec_long,10,,,,,
player,201309080cle,cle,LittGr00,fumbles,0,,,,,
player,201309080cle,cle,LittGr00,fumbles_lost,0,,,,,
player,201309080cle,cle,GurlTo00,pass_cmp,0,,,,,
player,201309080cle,cle,GurlTo00,pass_att,0,,,,,
player,201309080cle,cle,GurlTo00,pass_yds,0,,,,,
player,201309080cle,cle,GurlTo00,pass_td,0,,,,,
player,201309080cle,cle,GurlTo00,pass_int,0,,,,,
player,201309080cle,cle,GurlTo00,pass_sacked,0,,,,,
player,201309080cle,cle,GurlTo00,pass_sacked_yds,0,,,,,
player,201309080cle,cle,GurlTo00,pass_long,0,,,,,
player,201309080cle,cle,GurlTo00,pass_rating,,,,,,
player,201309080cle,cle,GurlTo00,rush_att,0,,,,,
player,201309080cle,cle,GurlTo00,rush_yds,0,,,,,
player,201309080cle,cle,GurlTo00,rush_td,0,,,,,
player,201309080cle,cle,GurlTo00,rush_long,0,,,,,
player,201309080cle,cle,GurlTo00,targets,2,,,,,
player,201309080cle,cle,GurlTo00,rec,1,,,,,
player,201309080cle,cle,GurlTo00,rec_yds,15,,,,,
player,201309080cle,cle,GurlTo00,rec_td,0,,,,,
player,201309080cle,cle,GurlTo00,rec_long,15,,,,,
player,201309080cle,cle,GurlTo00,fumbles,0,,,,,
player,201309080cle,cle,GurlTo00,fumbles_lost,0,,,,,
player,201309080cle,cle,OgboCh00,pass_cmp,0,,,,,
player,201309080cle,cle,OgboCh00,pass_att,0,,,,,
player,201309080cle,cle,OgboCh00,pass_yds,0,,,,,
player,201309080cle,cle,OgboCh00,pass_td,0,,,,,
player,201309080cle,cle,OgboCh00,pass_int,0,,,,,
player,201309080cle,cle,OgboCh00,pass_sacked,0,,,,,
player,201309080cle,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201309080cle,cle,OgboCh00,pass_long,0,,,,,
player,201309080cle,cle,OgboCh00,pass_rating,,,,,,
player,201309080cle,cle,OgboCh00,rush_att,0,,,,,
player,201309080cle,cle,OgboCh00,rush_yds,0,,,,,
player,201309080cle,cle,OgboCh00,rush_td,0,,,,,
player,201309080cle,cle,OgboCh00,rush_long,0,,,,,
player,201309080cle,cle,OgboCh00,targets,3,,,,,
player,201309080cle,cle,OgboCh00,rec,1,,,,,
player,201309080cle,cle,OgboCh00,rec_yds,10,,,,,
player,201309080cle,cle,OgboCh00,rec_td,0,,,,,
player,201309080cle,cle,OgboCh00,rec_long,10,,,,,
player,201309080cle,cle,OgboCh00,fumbles,0,,,,,
player,201309080cle,cle,OgboCh00,fumbles_lost,0,,,,,
player,201309080cle,cle,BarnGa01,pass_cmp,0,,,,,
player,201309080cle,cle,BarnGa01,pass_att,0,,,,,
player,201309080cle,cle,BarnGa01,pass_yds,0,,,,,
player,201309080cle,cle,BarnGa01,pass_td,0,,,,,
player,201309080cle,cle,BarnGa01,pass_int,0,,,,,
player,201309080cle,cle,BarnGa01,pass_sacked,0,,,,,
player,201309080cle,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201309080cle,cle,BarnGa01,pass_long,0,,,,,
player,201309080cle,cle,BarnGa01,pass_rating,,,,,,
player,201309080cle,cle,BarnGa01,rush_att,0,,,,,
player,201309080cle,cle,BarnGa01,rush_yds,0,,,,,
player,201309080cle,cle,BarnGa01,rush_td,0,,,,,
player,201309080cle,cle,BarnGa01,rush_long,0,,,,,
player,201309080cle,cle,BarnGa01,targets,1,,,,,
player,201309080cle,cle,BarnGa01,rec,1,,,,,
player,201309080cle,cle,BarnGa01,rec_yds,9,,,,,
player,201309080cle,cle,BarnGa01,rec_td,0,,,,,
player,201309080cle,cle,BarnGa01,rec_long,9,,,,,
player,201309080cle,cle,BarnGa01,fumbles,0,,,,,
player,201309080cle,cle,BarnGa01,fumbles_lost,0,,,,,
player,201309080cle,mia,PattDi20,def_int,2,,,,,
player,201309080cle,mia,PattDi20,def_int_yds,2,,,,,
player,201309080cle,mia,PattDi20,def_int_td,0,,,,,
player,201309080cle,mia,PattDi20,def_int_long,2,,,,,
player,201309080cle,mia,PattDi20,pass_defended,3,,,,,
player,201309080cle,mia,PattDi20,sacks,0.0,,,,,
player,201309080cle,mia,PattDi20,tackles_combined,2,,,,,
player,201309080cle,mia,PattDi20,tackles_solo,2,,,,,
player,201309080cle,mia,PattDi20,tackles_assists,0,,,,,
player,201309080cle,mia,PattDi20,tackles_loss,0,,,,,
player,201309080cle,mia,PattDi20,qb_hits,0,,,,,
player,201309080cle,mia,PattDi20,fumbles_rec,0,,,,,
player,201309080cle,mia,PattDi20,fumbles_rec_yds,0,,,,,
player,201309080cle,mia,PattDi20,fumbles_rec_td,0,,,,,
player,201309080cle,mia,PattDi20,fumbles_forced,0,,,,,
player,201309080cle,mia,CarrNo00,def_int,1,,,,,
player,201309080cle,mia,CarrNo00,def_int_yds,0,,,,,
player,201309080cle,mia,CarrNo00,def_int_td,0,,,,,
player,201309080cle,mia,CarrNo00,def_int_long,0,,,,,
player,201309080cle,mia,CarrNo00,pass_defended,1,,,,,
player,201309080cle,mia,CarrNo00,sacks,0.0,,,,,
player,201309080cle,mia,CarrNo00,tackles_combined,3,,,,,
player,201309080cle,mia,CarrNo00,tackles_solo,3,,,,,
player,201309080cle,mia,CarrNo00,tackles_assists,0,,,,,
player,201309080cle,mia,CarrNo00,tackles_loss,0,,,,,
player,201309080cle,mia,CarrNo00,qb_hits,0,,,,,
player,201309080cle,mia,CarrNo00,fumbles_rec,0,,,,,
player,201309080cle,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201309080cle,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201309080cle,mia,CarrNo00,fumbles_forced,0,,,,,
player,201309080cle,mia,WakeCa00,def_int,0,,,,,
player,201309080cle,mia,WakeCa00,def_int_yds,0,,,,,
player,201309080cle,mia,WakeCa00,def_int_td,0,,,,,
player,201309080cle,mia,WakeCa00,def_int_long,0,,,,,
player,201309080cle,mia,WakeCa00,pass_defended,0,,,,,
player,201309080cle,mia,WakeCa00,sacks,2.5,,,,,
player,201309080cle,mia,WakeCa00,tackles_combined,4,,,,,
player,201309080cle,mia,WakeCa00,tackles_solo,2,,,,,
player,201309080cle,mia,WakeCa00,tackles_assists,2,,,,,
player,201309080cle,mia,WakeCa00,tackles_loss,2,,,,,
player,201309080cle,mia,WakeCa00,qb_hits,7,,,,,
player,201309080cle,mia,WakeCa00,fumbles_rec,0,,,,,
player,201309080cle,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201309080cle,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201309080cle,mia,WakeCa00,fumbles_forced,0,,,,,
player,201309080cle,mia,StarRa20,def_int,0,,,,,
player,201309080cle,mia,StarRa20,def_int_yds,0,,,,,
player,201309080cle,mia,StarRa20,def_int_td,0,,,,,
player,201309080cle,mia,StarRa20,def_int_long,0,,,,,
player,201309080cle,mia,StarRa20,pass_defended,0,,,,,
player,201309080cle,mia,StarRa20,sacks,1.5,,,,,
player,201309080cle,mia,StarRa20,tackles_combined,3,,,,,
player,201309080cle,mia,StarRa20,tackles_solo,2,,,,,
player,201309080cle,mia,StarRa20,tackles_assists,1,,,,,
player,201309080cle,mia,StarRa20,tackles_loss,1,,,,,
player,201309080cle,mia,StarRa20,qb_hits,3,,,,,
player,201309080cle,mia,StarRa20,fumbles_rec,0,,,,,
player,201309080cle,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201309080cle,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201309080cle,mia,StarRa20,fumbles_forced,0,,,,,
player,201309080cle,mia,ShelDe00,def_int,0,,,,,
player,201309080cle,mia,ShelDe00,def_int_yds,0,,,,,
player,201309080cle,mia,ShelDe00,def_int_td,0,,,,,
player,201309080cle,mia,ShelDe00,def_int_long,0,,,,,
player,201309080cle,mia,ShelDe00,pass_defended,0,,,,,
player,201309080cle,mia,ShelDe00,sacks,1.0,,,,,
player,201309080cle,mia,ShelDe00,tackles_combined,2,,,,,
player,201309080cle,mia,ShelDe00,tackles_solo,2,,,,,
player,201309080cle,mia,ShelDe00,tackles_assists,0,,,,,
player,201309080cle,mia,ShelDe00,tackles_loss,0,,,,,
player,201309080cle,mia,ShelDe00,qb_hits,1,,,,,
player,201309080cle,mia,ShelDe00,fumbles_rec,0,,,,,
player,201309080cle,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201309080cle,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201309080cle,mia,ShelDe00,fumbles_forced,1,,,,,
player,201309080cle,mia,JordDi00,def_int,0,,,,,
player,201309080cle,mia,JordDi00,def_int_yds,0,,,,,
player,201309080cle,mia,JordDi00,def_int_td,0,,,,,
player,201309080cle,mia,JordDi00,def_int_long,0,,,,,
player,201309080cle,mia,JordDi00,pass_defended,0,,,,,
player,201309080cle,mia,JordDi00,sacks,1.0,,,,,
player,201309080cle,mia,JordDi00,tackles_combined,1,,,,,
player,201309080cle,mia,JordDi00,tackles_solo,1,,,,,
player,201309080cle,mia,JordDi00,tackles_assists,0,,,,,
player,201309080cle,mia,JordDi00,tackles_loss,0,,,,,
player,201309080cle,mia,JordDi00,qb_hits,1,,,,,
player,201309080cle,mia,JordDi00,fumbles_rec,0,,,,,
player,201309080cle,mia,JordDi00,fumbles_rec_yds,0,,,,,
player,201309080cle,mia,JordDi00,fumbles_rec_td,0,,,,,
player,201309080cle,mia,JordDi00,fumbles_forced,0,,,,,
player,201309080cle,mia,ElleDa99,def_int,0,,,,,
player,201309080cle,mia,ElleDa99,def_int_yds,0,,,,,
player,201309080cle,mia,ElleDa99,def_int_td,0,,,,,
player,201309080cle,mia,ElleDa99,def_int_long,0,,,,,
player,201309080cle,mia,ElleDa99,pass_defended,0,,,,,
player,201309080cle,mia,ElleDa99,sacks,0.0,,,,,
player,201309080cle,mia,ElleDa99,tackles_combined,6,,,,,
player,201309080cle,mia,ElleDa99,tackles_solo,4,,,,,
player,201309080cle,mia,ElleDa99,tackles_assists,2,,,,,
player,201309080cle,mia,ElleDa99,tackles_loss,0,,,,,
player,201309080cle,mia,ElleDa99,qb_hits,2,,,,,
player,201309080cle,mia,ElleDa99,fumbles_rec,0,,,,,
player,201309080cle,mia,ElleDa99,fumbles_rec_yds,0,,,,,
player,201309080cle,mia,ElleDa99,fumbles_rec_td,0,,,,,
player,201309080cle,mia,ElleDa99,fumbles_forced,0,,,,,
player,201309080cle,mia,JoneRe99,def_int,0,,,,,
player,201309080cle,mia,JoneRe99,def_int_yds,0,,,,,
player,201309080cle,mia,JoneRe99,def_int_td,0,,,,,
player,201309080cle,mia,JoneRe99,def_int_long,0,,,,,
player,201309080cle,mia,JoneRe99,pass_defended,0,,,,,
player,201309080cle,mia,JoneRe99,sacks,0.0,,,,,
player,201309080cle,mia,JoneRe99,tackles_combined,6,,,,,
