game,2013,12,20131124,201311240crd,clt,"Indianapolis Colts",11,crd,"Arizona Cardinals",40
player,201311240crd,crd,BrowJa03,rec,1,,,,,
player,201311240crd,crd,BrowJa03,rec_yds,16,,,,,
player,201311240crd,crd,BrowJa03,rec_td,0,,,,,
player,201311240crd,crd,BrowJa03,rec_long,16,,,,,
player,201311240crd,crd,BrowJa03,fumbles,0,,,,,
player,201311240crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201311240crd,crd,SmitAl22,pass_cmp,0,,,,,
player,201311240crd,crd,SmitAl22,pass_att,0,,,,,
player,201311240crd,crd,SmitAl22,pass_yds,0,,,,,
player,201311240crd,crd,SmitAl22,pass_td,0,,,,,
player,201311240crd,crd,SmitAl22,pass_int,0,,,,,
player,201311240crd,crd,SmitAl22,pass_sacked,0,,,,,
player,201311240crd,crd,SmitAl22,pass_sacked_yds,0,,,,,
player,201311240crd,crd,SmitAl22,pass_long,0,,,,,
player,201311240crd,crd,SmitAl22,pass_rating,,,,,,
player,201311240crd,crd,SmitAl22,rush_att,0,,,,,
player,201311240crd,crd,SmitAl22,rush_yds,0,,,,,
player,201311240crd,crd,SmitAl22,rush_td,0,,,,,
player,201311240crd,crd,SmitAl22,rush_long,0,,,,,
player,201311240crd,crd,SmitAl22,targets,1,,,,,
player,201311240crd,crd,SmitAl22,rec,1,,,,,
player,201311240crd,crd,SmitAl22,rec_yds,6,,,,,
player,201311240crd,crd,SmitAl22,rec_td,0,,,,,
player,201311240crd,crd,SmitAl22,rec_long,6,,,,,
player,201311240crd,crd,SmitAl22,fumbles,0,,,,,
player,201311240crd,crd,SmitAl22,fumbles_lost,0,,,,,
player,201311240crd,crd,DrayJi00,pass_cmp,0,,,,,
player,201311240crd,crd,DrayJi00,pass_att,0,,,,,
player,201311240crd,crd,DrayJi00,pass_yds,0,,,,,
player,201311240crd,crd,DrayJi00,pass_td,0,,,,,
player,201311240crd,crd,DrayJi00,pass_int,0,,,,,
player,201311240crd,crd,DrayJi00,pass_sacked,0,,,,,
player,201311240crd,crd,DrayJi00,pass_sacked_yds,0,,,,,
player,201311240crd,crd,DrayJi00,pass_long,0,,,,,
player,201311240crd,crd,DrayJi00,pass_rating,,,,,,
player,201311240crd,crd,DrayJi00,rush_att,0,,,,,
player,201311240crd,crd,DrayJi00,rush_yds,0,,,,,
player,201311240crd,crd,DrayJi00,rush_td,0,,,,,
player,201311240crd,crd,DrayJi00,rush_long,0,,,,,
player,201311240crd,crd,DrayJi00,targets,1,,,,,
player,201311240crd,crd,DrayJi00,rec,0,,,,,
player,201311240crd,crd,DrayJi00,rec_yds,0,,,,,
player,201311240crd,crd,DrayJi00,rec_td,0,,,,,
player,201311240crd,crd,DrayJi00,rec_long,0,,,,,
player,201311240crd,crd,DrayJi00,fumbles,0,,,,,
player,201311240crd,crd,DrayJi00,fumbles_lost,0,,,,,
player,201311240crd,clt,JeanRi99,def_int,0,,,,,
player,201311240crd,clt,JeanRi99,def_int_yds,0,,,,,
player,201311240crd,clt,JeanRi99,def_int_td,0,,,,,
player,201311240crd,clt,JeanRi99,def_int_long,0,,,,,
player,201311240crd,clt,JeanRi99,pass_defended,1,,,,,
player,201311240crd,clt,JeanRi99,sacks,2.0,,,,,
player,201311240crd,clt,JeanRi99,tackles_combined,5,,,,,
player,201311240crd,clt,JeanRi99,tackles_solo,5,,,,,
player,201311240crd,clt,JeanRi99,tackles_assists,0,,,,,
player,201311240crd,clt,JeanRi99,tackles_loss,3,,,,,
player,201311240crd,clt,JeanRi99,qb_hits,3,,,,,
player,201311240crd,clt,JeanRi99,fumbles_rec,0,,,,,
player,201311240crd,clt,JeanRi99,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,JeanRi99,fumbles_rec_td,0,,,,,
player,201311240crd,clt,JeanRi99,fumbles_forced,0,,,,,
player,201311240crd,clt,MathRo20,def_int,0,,,,,
player,201311240crd,clt,MathRo20,def_int_yds,0,,,,,
player,201311240crd,clt,MathRo20,def_int_td,0,,,,,
player,201311240crd,clt,MathRo20,def_int_long,0,,,,,
player,201311240crd,clt,MathRo20,pass_defended,0,,,,,
player,201311240crd,clt,MathRo20,sacks,1.0,,,,,
player,201311240crd,clt,MathRo20,tackles_combined,3,,,,,
player,201311240crd,clt,MathRo20,tackles_solo,2,,,,,
player,201311240crd,clt,MathRo20,tackles_assists,1,,,,,
player,201311240crd,clt,MathRo20,tackles_loss,1,,,,,
player,201311240crd,clt,MathRo20,qb_hits,1,,,,,
player,201311240crd,clt,MathRo20,fumbles_rec,0,,,,,
player,201311240crd,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201311240crd,clt,MathRo20,fumbles_forced,1,,,,,
player,201311240crd,clt,BethAn20,def_int,0,,,,,
player,201311240crd,clt,BethAn20,def_int_yds,0,,,,,
player,201311240crd,clt,BethAn20,def_int_td,0,,,,,
player,201311240crd,clt,BethAn20,def_int_long,0,,,,,
player,201311240crd,clt,BethAn20,pass_defended,2,,,,,
player,201311240crd,clt,BethAn20,sacks,0.0,,,,,
player,201311240crd,clt,BethAn20,tackles_combined,8,,,,,
player,201311240crd,clt,BethAn20,tackles_solo,7,,,,,
player,201311240crd,clt,BethAn20,tackles_assists,1,,,,,
player,201311240crd,clt,BethAn20,tackles_loss,0,,,,,
player,201311240crd,clt,BethAn20,qb_hits,0,,,,,
player,201311240crd,clt,BethAn20,fumbles_rec,0,,,,,
player,201311240crd,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201311240crd,clt,BethAn20,fumbles_forced,0,,,,,
player,201311240crd,clt,FreeJe00,def_int,0,,,,,
player,201311240crd,clt,FreeJe00,def_int_yds,0,,,,,
player,201311240crd,clt,FreeJe00,def_int_td,0,,,,,
player,201311240crd,clt,FreeJe00,def_int_long,0,,,,,
player,201311240crd,clt,FreeJe00,pass_defended,0,,,,,
player,201311240crd,clt,FreeJe00,sacks,0.0,,,,,
player,201311240crd,clt,FreeJe00,tackles_combined,8,,,,,
player,201311240crd,clt,FreeJe00,tackles_solo,6,,,,,
player,201311240crd,clt,FreeJe00,tackles_assists,2,,,,,
player,201311240crd,clt,FreeJe00,tackles_loss,1,,,,,
player,201311240crd,clt,FreeJe00,qb_hits,0,,,,,
player,201311240crd,clt,FreeJe00,fumbles_rec,0,,,,,
player,201311240crd,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,FreeJe00,fumbles_forced,0,,,,,
player,201311240crd,clt,VaugCa00,def_int,0,,,,,
player,201311240crd,clt,VaugCa00,def_int_yds,0,,,,,
player,201311240crd,clt,VaugCa00,def_int_td,0,,,,,
player,201311240crd,clt,VaugCa00,def_int_long,0,,,,,
player,201311240crd,clt,VaugCa00,pass_defended,0,,,,,
player,201311240crd,clt,VaugCa00,sacks,0.0,,,,,
player,201311240crd,clt,VaugCa00,tackles_combined,7,,,,,
player,201311240crd,clt,VaugCa00,tackles_solo,6,,,,,
player,201311240crd,clt,VaugCa00,tackles_assists,1,,,,,
player,201311240crd,clt,VaugCa00,tackles_loss,0,,,,,
player,201311240crd,clt,VaugCa00,qb_hits,0,,,,,
player,201311240crd,clt,VaugCa00,fumbles_rec,0,,,,,
player,201311240crd,clt,VaugCa00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,VaugCa00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,VaugCa00,fumbles_forced,0,,,,,
player,201311240crd,clt,LandLa99,def_int,0,,,,,
player,201311240crd,clt,LandLa99,def_int_yds,0,,,,,
player,201311240crd,clt,LandLa99,def_int_td,0,,,,,
player,201311240crd,clt,LandLa99,def_int_long,0,,,,,
player,201311240crd,clt,LandLa99,pass_defended,0,,,,,
player,201311240crd,clt,LandLa99,sacks,0.0,,,,,
player,201311240crd,clt,LandLa99,tackles_combined,6,,,,,
player,201311240crd,clt,LandLa99,tackles_solo,5,,,,,
player,201311240crd,clt,LandLa99,tackles_assists,1,,,,,
player,201311240crd,clt,LandLa99,tackles_loss,0,,,,,
player,201311240crd,clt,LandLa99,qb_hits,1,,,,,
player,201311240crd,clt,LandLa99,fumbles_rec,0,,,,,
player,201311240crd,clt,LandLa99,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,LandLa99,fumbles_rec_td,0,,,,,
player,201311240crd,clt,LandLa99,fumbles_forced,0,,,,,
player,201311240crd,clt,AngePa99,def_int,0,,,,,
player,201311240crd,clt,AngePa99,def_int_yds,0,,,,,
player,201311240crd,clt,AngePa99,def_int_td,0,,,,,
player,201311240crd,clt,AngePa99,def_int_long,0,,,,,
player,201311240crd,clt,AngePa99,pass_defended,0,,,,,
player,201311240crd,clt,AngePa99,sacks,0.0,,,,,
player,201311240crd,clt,AngePa99,tackles_combined,5,,,,,
player,201311240crd,clt,AngePa99,tackles_solo,4,,,,,
player,201311240crd,clt,AngePa99,tackles_assists,1,,,,,
player,201311240crd,clt,AngePa99,tackles_loss,0,,,,,
player,201311240crd,clt,AngePa99,qb_hits,0,,,,,
player,201311240crd,clt,AngePa99,fumbles_rec,0,,,,,
player,201311240crd,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201311240crd,clt,AngePa99,fumbles_forced,0,,,,,
player,201311240crd,clt,ShepKe00,def_int,0,,,,,
player,201311240crd,clt,ShepKe00,def_int_yds,0,,,,,
player,201311240crd,clt,ShepKe00,def_int_td,0,,,,,
player,201311240crd,clt,ShepKe00,def_int_long,0,,,,,
player,201311240crd,clt,ShepKe00,pass_defended,0,,,,,
player,201311240crd,clt,ShepKe00,sacks,0.0,,,,,
player,201311240crd,clt,ShepKe00,tackles_combined,5,,,,,
player,201311240crd,clt,ShepKe00,tackles_solo,2,,,,,
player,201311240crd,clt,ShepKe00,tackles_assists,3,,,,,
player,201311240crd,clt,ShepKe00,tackles_loss,0,,,,,
player,201311240crd,clt,ShepKe00,qb_hits,1,,,,,
player,201311240crd,clt,ShepKe00,fumbles_rec,0,,,,,
player,201311240crd,clt,ShepKe00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,ShepKe00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,ShepKe00,fumbles_forced,0,,,,,
player,201311240crd,clt,ButlDa99,def_int,0,,,,,
player,201311240crd,clt,ButlDa99,def_int_yds,0,,,,,
player,201311240crd,clt,ButlDa99,def_int_td,0,,,,,
player,201311240crd,clt,ButlDa99,def_int_long,0,,,,,
player,201311240crd,clt,ButlDa99,pass_defended,0,,,,,
player,201311240crd,clt,ButlDa99,sacks,0.0,,,,,
player,201311240crd,clt,ButlDa99,tackles_combined,4,,,,,
player,201311240crd,clt,ButlDa99,tackles_solo,4,,,,,
player,201311240crd,clt,ButlDa99,tackles_assists,0,,,,,
player,201311240crd,clt,ButlDa99,tackles_loss,0,,,,,
player,201311240crd,clt,ButlDa99,qb_hits,0,,,,,
player,201311240crd,clt,ButlDa99,fumbles_rec,0,,,,,
player,201311240crd,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201311240crd,clt,ButlDa99,fumbles_forced,0,,,,,
player,201311240crd,clt,BrowJa00,def_int,0,,,,,
player,201311240crd,clt,BrowJa00,def_int_yds,0,,,,,
player,201311240crd,clt,BrowJa00,def_int_td,0,,,,,
player,201311240crd,clt,BrowJa00,def_int_long,0,,,,,
player,201311240crd,clt,BrowJa00,pass_defended,0,,,,,
player,201311240crd,clt,BrowJa00,sacks,0.0,,,,,
player,201311240crd,clt,BrowJa00,tackles_combined,3,,,,,
player,201311240crd,clt,BrowJa00,tackles_solo,3,,,,,
player,201311240crd,clt,BrowJa00,tackles_assists,0,,,,,
player,201311240crd,clt,BrowJa00,tackles_loss,0,,,,,
player,201311240crd,clt,BrowJa00,qb_hits,0,,,,,
player,201311240crd,clt,BrowJa00,fumbles_rec,0,,,,,
player,201311240crd,clt,BrowJa00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,BrowJa00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,BrowJa00,fumbles_forced,0,,,,,
player,201311240crd,clt,DaviVo99,def_int,0,,,,,
player,201311240crd,clt,DaviVo99,def_int_yds,0,,,,,
player,201311240crd,clt,DaviVo99,def_int_td,0,,,,,
player,201311240crd,clt,DaviVo99,def_int_long,0,,,,,
player,201311240crd,clt,DaviVo99,pass_defended,1,,,,,
player,201311240crd,clt,DaviVo99,sacks,0.0,,,,,
player,201311240crd,clt,DaviVo99,tackles_combined,3,,,,,
player,201311240crd,clt,DaviVo99,tackles_solo,3,,,,,
player,201311240crd,clt,DaviVo99,tackles_assists,0,,,,,
player,201311240crd,clt,DaviVo99,tackles_loss,0,,,,,
player,201311240crd,clt,DaviVo99,qb_hits,0,,,,,
player,201311240crd,clt,DaviVo99,fumbles_rec,0,,,,,
player,201311240crd,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201311240crd,clt,DaviVo99,fumbles_forced,0,,,,,
player,201311240crd,clt,ChapJo00,def_int,0,,,,,
player,201311240crd,clt,ChapJo00,def_int_yds,0,,,,,
player,201311240crd,clt,ChapJo00,def_int_td,0,,,,,
player,201311240crd,clt,ChapJo00,def_int_long,0,,,,,
player,201311240crd,clt,ChapJo00,pass_defended,0,,,,,
player,201311240crd,clt,ChapJo00,sacks,0.0,,,,,
player,201311240crd,clt,ChapJo00,tackles_combined,2,,,,,
player,201311240crd,clt,ChapJo00,tackles_solo,2,,,,,
player,201311240crd,clt,ChapJo00,tackles_assists,0,,,,,
player,201311240crd,clt,ChapJo00,tackles_loss,0,,,,,
player,201311240crd,clt,ChapJo00,qb_hits,0,,,,,
player,201311240crd,clt,ChapJo00,fumbles_rec,0,,,,,
player,201311240crd,clt,ChapJo00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,ChapJo00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,ChapJo00,fumbles_forced,0,,,,,
player,201311240crd,clt,ReddCo20,def_int,0,,,,,
player,201311240crd,clt,ReddCo20,def_int_yds,0,,,,,
player,201311240crd,clt,ReddCo20,def_int_td,0,,,,,
player,201311240crd,clt,ReddCo20,def_int_long,0,,,,,
player,201311240crd,clt,ReddCo20,pass_defended,0,,,,,
player,201311240crd,clt,ReddCo20,sacks,0.0,,,,,
player,201311240crd,clt,ReddCo20,tackles_combined,2,,,,,
player,201311240crd,clt,ReddCo20,tackles_solo,2,,,,,
player,201311240crd,clt,ReddCo20,tackles_assists,0,,,,,
player,201311240crd,clt,ReddCo20,tackles_loss,0,,,,,
player,201311240crd,clt,ReddCo20,qb_hits,0,,,,,
player,201311240crd,clt,ReddCo20,fumbles_rec,0,,,,,
player,201311240crd,clt,ReddCo20,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,ReddCo20,fumbles_rec_td,0,,,,,
player,201311240crd,clt,ReddCo20,fumbles_forced,0,,,,,
player,201311240crd,clt,StudAn99,def_int,0,,,,,
player,201311240crd,clt,StudAn99,def_int_yds,0,,,,,
player,201311240crd,clt,StudAn99,def_int_td,0,,,,,
player,201311240crd,clt,StudAn99,def_int_long,0,,,,,
player,201311240crd,clt,StudAn99,pass_defended,0,,,,,
player,201311240crd,clt,StudAn99,sacks,0.0,,,,,
player,201311240crd,clt,StudAn99,tackles_combined,2,,,,,
player,201311240crd,clt,StudAn99,tackles_solo,2,,,,,
player,201311240crd,clt,StudAn99,tackles_assists,0,,,,,
player,201311240crd,clt,StudAn99,tackles_loss,0,,,,,
player,201311240crd,clt,StudAn99,qb_hits,0,,,,,
player,201311240crd,clt,StudAn99,fumbles_rec,0,,,,,
player,201311240crd,clt,StudAn99,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,StudAn99,fumbles_rec_td,0,,,,,
player,201311240crd,clt,StudAn99,fumbles_forced,0,,,,,
player,201311240crd,clt,BrowDo00,def_int,0,,,,,
player,201311240crd,clt,BrowDo00,def_int_yds,0,,,,,
player,201311240crd,clt,BrowDo00,def_int_td,0,,,,,
player,201311240crd,clt,BrowDo00,def_int_long,0,,,,,
player,201311240crd,clt,BrowDo00,pass_defended,0,,,,,
player,201311240crd,clt,BrowDo00,sacks,0.0,,,,,
player,201311240crd,clt,BrowDo00,tackles_combined,1,,,,,
player,201311240crd,clt,BrowDo00,tackles_solo,1,,,,,
player,201311240crd,clt,BrowDo00,tackles_assists,0,,,,,
player,201311240crd,clt,BrowDo00,tackles_loss,,,,,,
player,201311240crd,clt,BrowDo00,qb_hits,,,,,,
player,201311240crd,clt,BrowDo00,fumbles_rec,0,,,,,
player,201311240crd,clt,BrowDo00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,BrowDo00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,BrowDo00,fumbles_forced,0,,,,,
player,201311240crd,clt,BrowSe00,def_int,0,,,,,
player,201311240crd,clt,BrowSe00,def_int_yds,0,,,,,
player,201311240crd,clt,BrowSe00,def_int_td,0,,,,,
player,201311240crd,clt,BrowSe00,def_int_long,0,,,,,
player,201311240crd,clt,BrowSe00,pass_defended,0,,,,,
player,201311240crd,clt,BrowSe00,sacks,0.0,,,,,
player,201311240crd,clt,BrowSe00,tackles_combined,1,,,,,
player,201311240crd,clt,BrowSe00,tackles_solo,0,,,,,
player,201311240crd,clt,BrowSe00,tackles_assists,1,,,,,
player,201311240crd,clt,BrowSe00,tackles_loss,0,,,,,
player,201311240crd,clt,BrowSe00,qb_hits,0,,,,,
player,201311240crd,clt,BrowSe00,fumbles_rec,0,,,,,
player,201311240crd,clt,BrowSe00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,BrowSe00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,BrowSe00,fumbles_forced,0,,,,,
player,201311240crd,clt,FranAu20,def_int,0,,,,,
player,201311240crd,clt,FranAu20,def_int_yds,0,,,,,
player,201311240crd,clt,FranAu20,def_int_td,0,,,,,
player,201311240crd,clt,FranAu20,def_int_long,0,,,,,
player,201311240crd,clt,FranAu20,pass_defended,0,,,,,
player,201311240crd,clt,FranAu20,sacks,0.0,,,,,
player,201311240crd,clt,FranAu20,tackles_combined,1,,,,,
player,201311240crd,clt,FranAu20,tackles_solo,0,,,,,
player,201311240crd,clt,FranAu20,tackles_assists,1,,,,,
player,201311240crd,clt,FranAu20,tackles_loss,0,,,,,
player,201311240crd,clt,FranAu20,qb_hits,0,,,,,
player,201311240crd,clt,FranAu20,fumbles_rec,0,,,,,
player,201311240crd,clt,FranAu20,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,FranAu20,fumbles_rec_td,0,,,,,
player,201311240crd,clt,FranAu20,fumbles_forced,0,,,,,
player,201311240crd,clt,HoweDe00,def_int,0,,,,,
player,201311240crd,clt,HoweDe00,def_int_yds,0,,,,,
player,201311240crd,clt,HoweDe00,def_int_td,0,,,,,
player,201311240crd,clt,HoweDe00,def_int_long,0,,,,,
player,201311240crd,clt,HoweDe00,pass_defended,0,,,,,
player,201311240crd,clt,HoweDe00,sacks,0.0,,,,,
player,201311240crd,clt,HoweDe00,tackles_combined,1,,,,,
player,201311240crd,clt,HoweDe00,tackles_solo,0,,,,,
player,201311240crd,clt,HoweDe00,tackles_assists,1,,,,,
player,201311240crd,clt,HoweDe00,tackles_loss,0,,,,,
player,201311240crd,clt,HoweDe00,qb_hits,0,,,,,
player,201311240crd,clt,HoweDe00,fumbles_rec,0,,,,,
player,201311240crd,clt,HoweDe00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,HoweDe00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,HoweDe00,fumbles_forced,0,,,,,
player,201311240crd,clt,MathRi99,def_int,0,,,,,
player,201311240crd,clt,MathRi99,def_int_yds,0,,,,,
player,201311240crd,clt,MathRi99,def_int_td,0,,,,,
player,201311240crd,clt,MathRi99,def_int_long,0,,,,,
player,201311240crd,clt,MathRi99,pass_defended,0,,,,,
player,201311240crd,clt,MathRi99,sacks,0.0,,,,,
player,201311240crd,clt,MathRi99,tackles_combined,1,,,,,
player,201311240crd,clt,MathRi99,tackles_solo,1,,,,,
player,201311240crd,clt,MathRi99,tackles_assists,0,,,,,
player,201311240crd,clt,MathRi99,tackles_loss,1,,,,,
player,201311240crd,clt,MathRi99,qb_hits,0,,,,,
player,201311240crd,clt,MathRi99,fumbles_rec,0,,,,,
player,201311240crd,clt,MathRi99,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,MathRi99,fumbles_rec_td,0,,,,,
player,201311240crd,clt,MathRi99,fumbles_forced,0,,,,,
player,201311240crd,clt,WernBj00,def_int,0,,,,,
player,201311240crd,clt,WernBj00,def_int_yds,0,,,,,
player,201311240crd,clt,WernBj00,def_int_td,0,,,,,
player,201311240crd,clt,WernBj00,def_int_long,0,,,,,
player,201311240crd,clt,WernBj00,pass_defended,1,,,,,
player,201311240crd,clt,WernBj00,sacks,0.0,,,,,
player,201311240crd,clt,WernBj00,tackles_combined,1,,,,,
player,201311240crd,clt,WernBj00,tackles_solo,1,,,,,
player,201311240crd,clt,WernBj00,tackles_assists,0,,,,,
player,201311240crd,clt,WernBj00,tackles_loss,0,,,,,
player,201311240crd,clt,WernBj00,qb_hits,0,,,,,
player,201311240crd,clt,WernBj00,fumbles_rec,0,,,,,
player,201311240crd,clt,WernBj00,fumbles_rec_yds,0,,,,,
player,201311240crd,clt,WernBj00,fumbles_rec_td,0,,,,,
player,201311240crd,clt,WernBj00,fumbles_forced,0,,,,,
player,201311240crd,crd,DansKa20,def_int,1,,,,,
player,201311240crd,crd,DansKa20,def_int_yds,22,,,,,
player,201311240crd,crd,DansKa20,def_int_td,1,,,,,
player,201311240crd,crd,DansKa20,def_int_long,22,,,,,
player,201311240crd,crd,DansKa20,pass_defended,1,,,,,
player,201311240crd,crd,DansKa20,sacks,0.0,,,,,
player,201311240crd,crd,DansKa20,tackles_combined,5,,,,,
player,201311240crd,crd,DansKa20,tackles_solo,5,,,,,
player,201311240crd,crd,DansKa20,tackles_assists,0,,,,,
player,201311240crd,crd,DansKa20,tackles_loss,0,,,,,
player,201311240crd,crd,DansKa20,qb_hits,0,,,,,
player,201311240crd,crd,DansKa20,fumbles_rec,0,,,,,
player,201311240crd,crd,DansKa20,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,DansKa20,fumbles_rec_td,0,,,,,
player,201311240crd,crd,DansKa20,fumbles_forced,0,,,,,
player,201311240crd,crd,CampCa99,def_int,0,,,,,
player,201311240crd,crd,CampCa99,def_int_yds,0,,,,,
player,201311240crd,crd,CampCa99,def_int_td,0,,,,,
player,201311240crd,crd,CampCa99,def_int_long,0,,,,,
player,201311240crd,crd,CampCa99,pass_defended,0,,,,,
player,201311240crd,crd,CampCa99,sacks,0.5,,,,,
player,201311240crd,crd,CampCa99,tackles_combined,4,,,,,
player,201311240crd,crd,CampCa99,tackles_solo,2,,,,,
player,201311240crd,crd,CampCa99,tackles_assists,2,,,,,
player,201311240crd,crd,CampCa99,tackles_loss,0,,,,,
player,201311240crd,crd,CampCa99,qb_hits,3,,,,,
player,201311240crd,crd,CampCa99,fumbles_rec,0,,,,,
player,201311240crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201311240crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201311240crd,crd,DockDa20,def_int,0,,,,,
player,201311240crd,crd,DockDa20,def_int_yds,0,,,,,
player,201311240crd,crd,DockDa20,def_int_td,0,,,,,
player,201311240crd,crd,DockDa20,def_int_long,0,,,,,
player,201311240crd,crd,DockDa20,pass_defended,0,,,,,
player,201311240crd,crd,DockDa20,sacks,0.5,,,,,
player,201311240crd,crd,DockDa20,tackles_combined,4,,,,,
player,201311240crd,crd,DockDa20,tackles_solo,2,,,,,
player,201311240crd,crd,DockDa20,tackles_assists,2,,,,,
player,201311240crd,crd,DockDa20,tackles_loss,0,,,,,
player,201311240crd,crd,DockDa20,qb_hits,2,,,,,
player,201311240crd,crd,DockDa20,fumbles_rec,0,,,,,
player,201311240crd,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201311240crd,crd,DockDa20,fumbles_forced,0,,,,,
player,201311240crd,crd,BellYe20,def_int,0,,,,,
player,201311240crd,crd,BellYe20,def_int_yds,0,,,,,
player,201311240crd,crd,BellYe20,def_int_td,0,,,,,
player,201311240crd,crd,BellYe20,def_int_long,0,,,,,
player,201311240crd,crd,BellYe20,pass_defended,0,,,,,
player,201311240crd,crd,BellYe20,sacks,0.0,,,,,
player,201311240crd,crd,BellYe20,tackles_combined,4,,,,,
player,201311240crd,crd,BellYe20,tackles_solo,2,,,,,
player,201311240crd,crd,BellYe20,tackles_assists,2,,,,,
player,201311240crd,crd,BellYe20,tackles_loss,1,,,,,
player,201311240crd,crd,BellYe20,qb_hits,0,,,,,
player,201311240crd,crd,BellYe20,fumbles_rec,0,,,,,
player,201311240crd,crd,BellYe20,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,BellYe20,fumbles_rec_td,0,,,,,
player,201311240crd,crd,BellYe20,fumbles_forced,0,,,,,
player,201311240crd,crd,MathTy00,def_int,0,,,,,
player,201311240crd,crd,MathTy00,def_int_yds,0,,,,,
player,201311240crd,crd,MathTy00,def_int_td,0,,,,,
player,201311240crd,crd,MathTy00,def_int_long,0,,,,,
player,201311240crd,crd,MathTy00,pass_defended,2,,,,,
player,201311240crd,crd,MathTy00,sacks,0.0,,,,,
player,201311240crd,crd,MathTy00,tackles_combined,4,,,,,
player,201311240crd,crd,MathTy00,tackles_solo,4,,,,,
player,201311240crd,crd,MathTy00,tackles_assists,0,,,,,
player,201311240crd,crd,MathTy00,tackles_loss,0,,,,,
player,201311240crd,crd,MathTy00,qb_hits,0,,,,,
player,201311240crd,crd,MathTy00,fumbles_rec,0,,,,,
player,201311240crd,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201311240crd,crd,MathTy00,fumbles_forced,0,,,,,
player,201311240crd,crd,PoweJe99,def_int,0,,,,,
player,201311240crd,crd,PoweJe99,def_int_yds,0,,,,,
player,201311240crd,crd,PoweJe99,def_int_td,0,,,,,
player,201311240crd,crd,PoweJe99,def_int_long,0,,,,,
player,201311240crd,crd,PoweJe99,pass_defended,3,,,,,
player,201311240crd,crd,PoweJe99,sacks,0.0,,,,,
player,201311240crd,crd,PoweJe99,tackles_combined,4,,,,,
player,201311240crd,crd,PoweJe99,tackles_solo,4,,,,,
player,201311240crd,crd,PoweJe99,tackles_assists,0,,,,,
player,201311240crd,crd,PoweJe99,tackles_loss,0,,,,,
player,201311240crd,crd,PoweJe99,qb_hits,0,,,,,
player,201311240crd,crd,PoweJe99,fumbles_rec,0,,,,,
player,201311240crd,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201311240crd,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201311240crd,crd,PoweJe99,fumbles_forced,0,,,,,
player,201311240crd,crd,JohnRa98,def_int,0,,,,,
player,201311240crd,crd,JohnRa98,def_int_yds,0,,,,,
player,201311240crd,crd,JohnRa98,def_int_td,0,,,,,
player,201311240crd,crd,JohnRa98,def_int_long,0,,,,,
player,201311240crd,crd,JohnRa98,pass_defended,1,,,,,
player,201311240crd,crd,JohnRa98,sacks,0.0,,,,,
player,201311240crd,crd,JohnRa98,tackles_combined,3,,,,,
