game,2013,6,20131013,201310130nwe,nor,"New Orleans Saints",27,nwe,"New England Patriots",30
player,201310130nwe,nwe,JoneCh03,tackles_loss,2,,,,,
player,201310130nwe,nwe,JoneCh03,qb_hits,2,,,,,
player,201310130nwe,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201310130nwe,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201310130nwe,nwe,VellJo00,def_int,0,,,,,
player,201310130nwe,nwe,VellJo00,def_int_yds,0,,,,,
player,201310130nwe,nwe,VellJo00,def_int_td,0,,,,,
player,201310130nwe,nwe,VellJo00,def_int_long,0,,,,,
player,201310130nwe,nwe,VellJo00,pass_defended,0,,,,,
player,201310130nwe,nwe,VellJo00,sacks,0.0,,,,,
player,201310130nwe,nwe,VellJo00,tackles_combined,8,,,,,
player,201310130nwe,nwe,VellJo00,tackles_solo,2,,,,,
player,201310130nwe,nwe,VellJo00,tackles_assists,6,,,,,
player,201310130nwe,nwe,VellJo00,tackles_loss,0,,,,,
player,201310130nwe,nwe,VellJo00,qb_hits,0,,,,,
player,201310130nwe,nwe,VellJo00,fumbles_rec,0,,,,,
player,201310130nwe,nwe,VellJo00,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,VellJo00,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,VellJo00,fumbles_forced,0,,,,,
player,201310130nwe,nwe,GregSt20,def_int,0,,,,,
player,201310130nwe,nwe,GregSt20,def_int_yds,0,,,,,
player,201310130nwe,nwe,GregSt20,def_int_td,0,,,,,
player,201310130nwe,nwe,GregSt20,def_int_long,0,,,,,
player,201310130nwe,nwe,GregSt20,pass_defended,1,,,,,
player,201310130nwe,nwe,GregSt20,sacks,0.0,,,,,
player,201310130nwe,nwe,GregSt20,tackles_combined,7,,,,,
player,201310130nwe,nwe,GregSt20,tackles_solo,3,,,,,
player,201310130nwe,nwe,GregSt20,tackles_assists,4,,,,,
player,201310130nwe,nwe,GregSt20,tackles_loss,0,,,,,
player,201310130nwe,nwe,GregSt20,qb_hits,0,,,,,
player,201310130nwe,nwe,GregSt20,fumbles_rec,0,,,,,
player,201310130nwe,nwe,GregSt20,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,GregSt20,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,GregSt20,fumbles_forced,0,,,,,
player,201310130nwe,nwe,MayoJe99,def_int,0,,,,,
player,201310130nwe,nwe,MayoJe99,def_int_yds,0,,,,,
player,201310130nwe,nwe,MayoJe99,def_int_td,0,,,,,
player,201310130nwe,nwe,MayoJe99,def_int_long,0,,,,,
player,201310130nwe,nwe,MayoJe99,pass_defended,0,,,,,
player,201310130nwe,nwe,MayoJe99,sacks,0.0,,,,,
player,201310130nwe,nwe,MayoJe99,tackles_combined,6,,,,,
player,201310130nwe,nwe,MayoJe99,tackles_solo,4,,,,,
player,201310130nwe,nwe,MayoJe99,tackles_assists,2,,,,,
player,201310130nwe,nwe,MayoJe99,tackles_loss,0,,,,,
player,201310130nwe,nwe,MayoJe99,qb_hits,0,,,,,
player,201310130nwe,nwe,MayoJe99,fumbles_rec,0,,,,,
player,201310130nwe,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,MayoJe99,fumbles_forced,0,,,,,
player,201310130nwe,nwe,NinkRo20,def_int,0,,,,,
player,201310130nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201310130nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201310130nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201310130nwe,nwe,NinkRo20,pass_defended,0,,,,,
player,201310130nwe,nwe,NinkRo20,sacks,0.0,,,,,
player,201310130nwe,nwe,NinkRo20,tackles_combined,5,,,,,
player,201310130nwe,nwe,NinkRo20,tackles_solo,1,,,,,
player,201310130nwe,nwe,NinkRo20,tackles_assists,4,,,,,
player,201310130nwe,nwe,NinkRo20,tackles_loss,0,,,,,
player,201310130nwe,nwe,NinkRo20,qb_hits,1,,,,,
player,201310130nwe,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201310130nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201310130nwe,nwe,SpikBr99,def_int,0,,,,,
player,201310130nwe,nwe,SpikBr99,def_int_yds,0,,,,,
player,201310130nwe,nwe,SpikBr99,def_int_td,0,,,,,
player,201310130nwe,nwe,SpikBr99,def_int_long,0,,,,,
player,201310130nwe,nwe,SpikBr99,pass_defended,0,,,,,
player,201310130nwe,nwe,SpikBr99,sacks,0.0,,,,,
player,201310130nwe,nwe,SpikBr99,tackles_combined,5,,,,,
player,201310130nwe,nwe,SpikBr99,tackles_solo,3,,,,,
player,201310130nwe,nwe,SpikBr99,tackles_assists,2,,,,,
player,201310130nwe,nwe,SpikBr99,tackles_loss,0,,,,,
player,201310130nwe,nwe,SpikBr99,qb_hits,0,,,,,
player,201310130nwe,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201310130nwe,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201310130nwe,nwe,DennAl00,def_int,0,,,,,
player,201310130nwe,nwe,DennAl00,def_int_yds,0,,,,,
player,201310130nwe,nwe,DennAl00,def_int_td,0,,,,,
player,201310130nwe,nwe,DennAl00,def_int_long,0,,,,,
player,201310130nwe,nwe,DennAl00,pass_defended,1,,,,,
player,201310130nwe,nwe,DennAl00,sacks,0.0,,,,,
player,201310130nwe,nwe,DennAl00,tackles_combined,3,,,,,
player,201310130nwe,nwe,DennAl00,tackles_solo,2,,,,,
player,201310130nwe,nwe,DennAl00,tackles_assists,1,,,,,
player,201310130nwe,nwe,DennAl00,tackles_loss,0,,,,,
player,201310130nwe,nwe,DennAl00,qb_hits,0,,,,,
player,201310130nwe,nwe,DennAl00,fumbles_rec,0,,,,,
player,201310130nwe,nwe,DennAl00,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,DennAl00,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,DennAl00,fumbles_forced,0,,,,,
player,201310130nwe,nwe,FletDa00,def_int,0,,,,,
player,201310130nwe,nwe,FletDa00,def_int_yds,0,,,,,
player,201310130nwe,nwe,FletDa00,def_int_td,0,,,,,
player,201310130nwe,nwe,FletDa00,def_int_long,0,,,,,
player,201310130nwe,nwe,FletDa00,pass_defended,0,,,,,
player,201310130nwe,nwe,FletDa00,sacks,0.0,,,,,
player,201310130nwe,nwe,FletDa00,tackles_combined,3,,,,,
player,201310130nwe,nwe,FletDa00,tackles_solo,1,,,,,
player,201310130nwe,nwe,FletDa00,tackles_assists,2,,,,,
player,201310130nwe,nwe,FletDa00,tackles_loss,0,,,,,
player,201310130nwe,nwe,FletDa00,qb_hits,0,,,,,
player,201310130nwe,nwe,FletDa00,fumbles_rec,0,,,,,
player,201310130nwe,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,FletDa00,fumbles_forced,0,,,,,
player,201310130nwe,nwe,JoneCh04,def_int,0,,,,,
player,201310130nwe,nwe,JoneCh04,def_int_yds,0,,,,,
player,201310130nwe,nwe,JoneCh04,def_int_td,0,,,,,
player,201310130nwe,nwe,JoneCh04,def_int_long,0,,,,,
player,201310130nwe,nwe,JoneCh04,pass_defended,0,,,,,
player,201310130nwe,nwe,JoneCh04,sacks,0.0,,,,,
player,201310130nwe,nwe,JoneCh04,tackles_combined,3,,,,,
player,201310130nwe,nwe,JoneCh04,tackles_solo,1,,,,,
player,201310130nwe,nwe,JoneCh04,tackles_assists,2,,,,,
player,201310130nwe,nwe,JoneCh04,tackles_loss,0,,,,,
player,201310130nwe,nwe,JoneCh04,qb_hits,0,,,,,
player,201310130nwe,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201310130nwe,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201310130nwe,nwe,McCoDe99,def_int,0,,,,,
player,201310130nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201310130nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201310130nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201310130nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201310130nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201310130nwe,nwe,McCoDe99,tackles_combined,3,,,,,
player,201310130nwe,nwe,McCoDe99,tackles_solo,3,,,,,
player,201310130nwe,nwe,McCoDe99,tackles_assists,0,,,,,
player,201310130nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201310130nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201310130nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201310130nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201310130nwe,nwe,ColeMa01,def_int,0,,,,,
player,201310130nwe,nwe,ColeMa01,def_int_yds,0,,,,,
player,201310130nwe,nwe,ColeMa01,def_int_td,0,,,,,
player,201310130nwe,nwe,ColeMa01,def_int_long,0,,,,,
player,201310130nwe,nwe,ColeMa01,pass_defended,0,,,,,
player,201310130nwe,nwe,ColeMa01,sacks,0.0,,,,,
player,201310130nwe,nwe,ColeMa01,tackles_combined,2,,,,,
player,201310130nwe,nwe,ColeMa01,tackles_solo,0,,,,,
player,201310130nwe,nwe,ColeMa01,tackles_assists,2,,,,,
player,201310130nwe,nwe,ColeMa01,tackles_loss,0,,,,,
player,201310130nwe,nwe,ColeMa01,qb_hits,0,,,,,
player,201310130nwe,nwe,ColeMa01,fumbles_rec,0,,,,,
player,201310130nwe,nwe,ColeMa01,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,ColeMa01,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,ColeMa01,fumbles_forced,0,,,,,
player,201310130nwe,nwe,CollJa00,def_int,0,,,,,
player,201310130nwe,nwe,CollJa00,def_int_yds,0,,,,,
player,201310130nwe,nwe,CollJa00,def_int_td,0,,,,,
player,201310130nwe,nwe,CollJa00,def_int_long,0,,,,,
player,201310130nwe,nwe,CollJa00,pass_defended,0,,,,,
player,201310130nwe,nwe,CollJa00,sacks,0.0,,,,,
player,201310130nwe,nwe,CollJa00,tackles_combined,2,,,,,
player,201310130nwe,nwe,CollJa00,tackles_solo,2,,,,,
player,201310130nwe,nwe,CollJa00,tackles_assists,0,,,,,
player,201310130nwe,nwe,CollJa00,tackles_loss,0,,,,,
player,201310130nwe,nwe,CollJa00,qb_hits,0,,,,,
player,201310130nwe,nwe,CollJa00,fumbles_rec,1,,,,,
player,201310130nwe,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,CollJa00,fumbles_forced,0,,,,,
player,201310130nwe,nwe,BuchMi00,def_int,0,,,,,
player,201310130nwe,nwe,BuchMi00,def_int_yds,0,,,,,
player,201310130nwe,nwe,BuchMi00,def_int_td,0,,,,,
player,201310130nwe,nwe,BuchMi00,def_int_long,0,,,,,
player,201310130nwe,nwe,BuchMi00,pass_defended,0,,,,,
player,201310130nwe,nwe,BuchMi00,sacks,0.0,,,,,
player,201310130nwe,nwe,BuchMi00,tackles_combined,1,,,,,
player,201310130nwe,nwe,BuchMi00,tackles_solo,0,,,,,
player,201310130nwe,nwe,BuchMi00,tackles_assists,1,,,,,
player,201310130nwe,nwe,BuchMi00,tackles_loss,0,,,,,
player,201310130nwe,nwe,BuchMi00,qb_hits,0,,,,,
player,201310130nwe,nwe,BuchMi00,fumbles_rec,0,,,,,
player,201310130nwe,nwe,BuchMi00,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,BuchMi00,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,BuchMi00,fumbles_forced,0,,,,,
player,201310130nwe,nwe,ForsMa00,def_int,0,,,,,
player,201310130nwe,nwe,ForsMa00,def_int_yds,0,,,,,
player,201310130nwe,nwe,ForsMa00,def_int_td,0,,,,,
player,201310130nwe,nwe,ForsMa00,def_int_long,0,,,,,
player,201310130nwe,nwe,ForsMa00,pass_defended,0,,,,,
player,201310130nwe,nwe,ForsMa00,sacks,0.0,,,,,
player,201310130nwe,nwe,ForsMa00,tackles_combined,1,,,,,
player,201310130nwe,nwe,ForsMa00,tackles_solo,1,,,,,
player,201310130nwe,nwe,ForsMa00,tackles_assists,0,,,,,
player,201310130nwe,nwe,ForsMa00,tackles_loss,1,,,,,
player,201310130nwe,nwe,ForsMa00,qb_hits,0,,,,,
player,201310130nwe,nwe,ForsMa00,fumbles_rec,0,,,,,
player,201310130nwe,nwe,ForsMa00,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,ForsMa00,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,ForsMa00,fumbles_forced,0,,,,,
player,201310130nwe,nwe,HarmDu00,def_int,0,,,,,
player,201310130nwe,nwe,HarmDu00,def_int_yds,0,,,,,
player,201310130nwe,nwe,HarmDu00,def_int_td,0,,,,,
player,201310130nwe,nwe,HarmDu00,def_int_long,0,,,,,
player,201310130nwe,nwe,HarmDu00,pass_defended,0,,,,,
player,201310130nwe,nwe,HarmDu00,sacks,0.0,,,,,
player,201310130nwe,nwe,HarmDu00,tackles_combined,1,,,,,
player,201310130nwe,nwe,HarmDu00,tackles_solo,1,,,,,
player,201310130nwe,nwe,HarmDu00,tackles_assists,0,,,,,
player,201310130nwe,nwe,HarmDu00,tackles_loss,0,,,,,
player,201310130nwe,nwe,HarmDu00,qb_hits,0,,,,,
player,201310130nwe,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201310130nwe,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201310130nwe,nwe,WhitCh03,def_int,0,,,,,
player,201310130nwe,nwe,WhitCh03,def_int_yds,0,,,,,
player,201310130nwe,nwe,WhitCh03,def_int_td,0,,,,,
player,201310130nwe,nwe,WhitCh03,def_int_long,0,,,,,
player,201310130nwe,nwe,WhitCh03,pass_defended,0,,,,,
player,201310130nwe,nwe,WhitCh03,sacks,0.0,,,,,
player,201310130nwe,nwe,WhitCh03,tackles_combined,1,,,,,
player,201310130nwe,nwe,WhitCh03,tackles_solo,0,,,,,
player,201310130nwe,nwe,WhitCh03,tackles_assists,1,,,,,
player,201310130nwe,nwe,WhitCh03,tackles_loss,0,,,,,
player,201310130nwe,nwe,WhitCh03,qb_hits,0,,,,,
player,201310130nwe,nwe,WhitCh03,fumbles_rec,0,,,,,
player,201310130nwe,nwe,WhitCh03,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,WhitCh03,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,WhitCh03,fumbles_forced,0,,,,,
player,201310130nwe,nwe,TaliAq99,def_int,0,,,,,
player,201310130nwe,nwe,TaliAq99,def_int_yds,0,,,,,
player,201310130nwe,nwe,TaliAq99,def_int_td,0,,,,,
player,201310130nwe,nwe,TaliAq99,def_int_long,0,,,,,
player,201310130nwe,nwe,TaliAq99,pass_defended,2,,,,,
player,201310130nwe,nwe,TaliAq99,sacks,0.0,,,,,
player,201310130nwe,nwe,TaliAq99,tackles_combined,0,,,,,
player,201310130nwe,nwe,TaliAq99,tackles_solo,0,,,,,
player,201310130nwe,nwe,TaliAq99,tackles_assists,0,,,,,
player,201310130nwe,nwe,TaliAq99,tackles_loss,0,,,,,
player,201310130nwe,nwe,TaliAq99,qb_hits,0,,,,,
player,201310130nwe,nwe,TaliAq99,fumbles_rec,1,,,,,
player,201310130nwe,nwe,TaliAq99,fumbles_rec_yds,0,,,,,
player,201310130nwe,nwe,TaliAq99,fumbles_rec_td,0,,,,,
player,201310130nwe,nwe,TaliAq99,fumbles_forced,0,,,,,
player,201310130nwe,nor,SproDa00,kick_ret,2,,,,,
player,201310130nwe,nor,SproDa00,kick_ret_yds,41,,,,,
player,201310130nwe,nor,SproDa00,kick_ret_yds_per_ret,20.5,,,,,
player,201310130nwe,nor,SproDa00,kick_ret_td,0,,,,,
player,201310130nwe,nor,SproDa00,kick_ret_long,21,,,,,
player,201310130nwe,nor,SproDa00,punt_ret,3,,,,,
player,201310130nwe,nor,SproDa00,punt_ret_yds,20,,,,,
player,201310130nwe,nor,SproDa00,punt_ret_yds_per_ret,6.7,,,,,
player,201310130nwe,nor,SproDa00,punt_ret_td,0,,,,,
player,201310130nwe,nor,SproDa00,punt_ret_long,9,,,,,
player,201310130nwe,nor,ThomPi00,kick_ret,1,,,,,
player,201310130nwe,nor,ThomPi00,kick_ret_yds,12,,,,,
player,201310130nwe,nor,ThomPi00,kick_ret_yds_per_ret,12.0,,,,,
player,201310130nwe,nor,ThomPi00,kick_ret_td,0,,,,,
player,201310130nwe,nor,ThomPi00,kick_ret_long,12,,,,,
player,201310130nwe,nor,ThomPi00,punt_ret,0,,,,,
player,201310130nwe,nor,ThomPi00,punt_ret_yds,0,,,,,
player,201310130nwe,nor,ThomPi00,punt_ret_yds_per_ret,,,,,,
player,201310130nwe,nor,ThomPi00,punt_ret_td,0,,,,,
player,201310130nwe,nor,ThomPi00,punt_ret_long,0,,,,,
player,201310130nwe,nwe,EdelJu00,kick_ret,0,,,,,
player,201310130nwe,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201310130nwe,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201310130nwe,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201310130nwe,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201310130nwe,nwe,EdelJu00,punt_ret,3,,,,,
player,201310130nwe,nwe,EdelJu00,punt_ret_yds,9,,,,,
player,201310130nwe,nwe,EdelJu00,punt_ret_yds_per_ret,3.0,,,,,
player,201310130nwe,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201310130nwe,nwe,EdelJu00,punt_ret_long,12,,,,,
player,201310130nwe,nwe,BlouLe00,kick_ret,2,,,,,
player,201310130nwe,nwe,BlouLe00,kick_ret_yds,51,,,,,
player,201310130nwe,nwe,BlouLe00,kick_ret_yds_per_ret,25.5,,,,,
player,201310130nwe,nwe,BlouLe00,kick_ret_td,0,,,,,
player,201310130nwe,nwe,BlouLe00,kick_ret_long,29,,,,,
player,201310130nwe,nwe,BlouLe00,punt_ret,0,,,,,
player,201310130nwe,nwe,BlouLe00,punt_ret_yds,0,,,,,
player,201310130nwe,nwe,BlouLe00,punt_ret_yds_per_ret,,,,,,
player,201310130nwe,nwe,BlouLe00,punt_ret_td,0,,,,,
player,201310130nwe,nwe,BlouLe00,punt_ret_long,0,,,,,
player,201310130nwe,nor,HartGa00,xpm,3,,,,,
player,201310130nwe,nor,HartGa00,xpa,3,,,,,
player,201310130nwe,nor,HartGa00,fgm,2,,,,,
player,201310130nwe,nor,HartGa00,fga,2,,,,,
player,201310130nwe,nor,HartGa00,punt,0,,,,,
player,201310130nwe,nor,HartGa00,punt_yds,0,,,,,
player,201310130nwe,nor,HartGa00,punt_yds_per_punt,,,,,,
player,201310130nwe,nor,HartGa00,punt_long,0,,,,,
player,201310130nwe,nor,MorsTh00,xpm,,,,,,
player,201310130nwe,nor,MorsTh00,xpa,,,,,,
player,201310130nwe,nor,MorsTh00,fgm,,,,,,
player,201310130nwe,nor,MorsTh00,fga,,,,,,
player,201310130nwe,nor,MorsTh00,punt,6,,,,,
player,201310130nwe,nor,MorsTh00,punt_yds,268,,,,,
player,201310130nwe,nor,MorsTh00,punt_yds_per_punt,44.7,,,,,
player,201310130nwe,nor,MorsTh00,punt_long,54,,,,,
player,201310130nwe,nwe,GostSt20,xpm,3,,,,,
player,201310130nwe,nwe,GostSt20,xpa,3,,,,,
player,201310130nwe,nwe,GostSt20,fgm,3,,,,,
player,201310130nwe,nwe,GostSt20,fga,3,,,,,
player,201310130nwe,nwe,GostSt20,punt,0,,,,,
player,201310130nwe,nwe,GostSt20,punt_yds,0,,,,,
player,201310130nwe,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201310130nwe,nwe,GostSt20,punt_long,0,,,,,
player,201310130nwe,nwe,AlleRy01,xpm,,,,,,
player,201310130nwe,nwe,AlleRy01,xpa,,,,,,
player,201310130nwe,nwe,AlleRy01,fgm,,,,,,
player,201310130nwe,nwe,AlleRy01,fga,,,,,,
player,201310130nwe,nwe,AlleRy01,punt,4,,,,,
player,201310130nwe,nwe,AlleRy01,punt_yds,210,,,,,
player,201310130nwe,nwe,AlleRy01,punt_yds_per_punt,52.5,,,,,
player,201310130nwe,nwe,AlleRy01,punt_long,56,,,,,
player,201310130nwe,nwe,SoldNa00,pos,T,,,,,
player,201310130nwe,nwe,SoldNa00,offense,87,,,,,
player,201310130nwe,nwe,SoldNa00,off_pct,100%,,,,,
player,201310130nwe,nwe,SoldNa00,defense,0,,,,,
player,201310130nwe,nwe,SoldNa00,def_pct,0%,,,,,
player,201310130nwe,nwe,SoldNa00,special_teams,7,,,,,
player,201310130nwe,nwe,SoldNa00,st_pct,21%,,,,,
player,201310130nwe,nwe,MankLo20,pos,G,,,,,
player,201310130nwe,nwe,MankLo20,offense,87,,,,,
player,201310130nwe,nwe,MankLo20,off_pct,100%,,,,,
player,201310130nwe,nwe,MankLo20,defense,0,,,,,
player,201310130nwe,nwe,MankLo20,def_pct,0%,,,,,
player,201310130nwe,nwe,MankLo20,special_teams,6,,,,,
player,201310130nwe,nwe,MankLo20,st_pct,18%,,,,,
player,201310130nwe,nwe,WendRy20,pos,C,,,,,
player,201310130nwe,nwe,WendRy20,offense,87,,,,,
player,201310130nwe,nwe,WendRy20,off_pct,100%,,,,,
player,201310130nwe,nwe,WendRy20,defense,0,,,,,
player,201310130nwe,nwe,WendRy20,def_pct,0%,,,,,
player,201310130nwe,nwe,WendRy20,special_teams,6,,,,,
player,201310130nwe,nwe,WendRy20,st_pct,18%,,,,,
player,201310130nwe,nwe,VollSe20,pos,T,,,,,
player,201310130nwe,nwe,VollSe20,offense,87,,,,,
player,201310130nwe,nwe,VollSe20,off_pct,100%,,,,,
player,201310130nwe,nwe,VollSe20,defense,0,,,,,
player,201310130nwe,nwe,VollSe20,def_pct,0%,,,,,
player,201310130nwe,nwe,VollSe20,special_teams,5,,,,,
player,201310130nwe,nwe,VollSe20,st_pct,15%,,,,,
player,201310130nwe,nwe,BradTo00,pos,QB,,,,,
player,201310130nwe,nwe,BradTo00,offense,87,,,,,
player,201310130nwe,nwe,BradTo00,off_pct,100%,,,,,
player,201310130nwe,nwe,BradTo00,defense,0,,,,,
player,201310130nwe,nwe,BradTo00,def_pct,0%,,,,,
player,201310130nwe,nwe,BradTo00,special_teams,0,,,,,
player,201310130nwe,nwe,BradTo00,st_pct,0%,,,,,
player,201310130nwe,nwe,DobsAa00,pos,WR,,,,,
player,201310130nwe,nwe,DobsAa00,offense,80,,,,,
player,201310130nwe,nwe,DobsAa00,off_pct,92%,,,,,
player,201310130nwe,nwe,DobsAa00,defense,0,,,,,
player,201310130nwe,nwe,DobsAa00,def_pct,0%,,,,,
player,201310130nwe,nwe,DobsAa00,special_teams,0,,,,,
player,201310130nwe,nwe,DobsAa00,st_pct,0%,,,,,
player,201310130nwe,nwe,HoomMi00,pos,TE,,,,,
player,201310130nwe,nwe,HoomMi00,offense,75,,,,,
player,201310130nwe,nwe,HoomMi00,off_pct,86%,,,,,
player,201310130nwe,nwe,HoomMi00,defense,0,,,,,
player,201310130nwe,nwe,HoomMi00,def_pct,0%,,,,,
player,201310130nwe,nwe,HoomMi00,special_teams,12,,,,,
player,201310130nwe,nwe,HoomMi00,st_pct,35%,,,,,
player,201310130nwe,nwe,CannMa00,pos,T,,,,,
player,201310130nwe,nwe,CannMa00,offense,71,,,,,
player,201310130nwe,nwe,CannMa00,off_pct,82%,,,,,
player,201310130nwe,nwe,CannMa00,defense,0,,,,,
player,201310130nwe,nwe,CannMa00,def_pct,0%,,,,,
player,201310130nwe,nwe,CannMa00,special_teams,6,,,,,
player,201310130nwe,nwe,CannMa00,st_pct,18%,,,,,
player,201310130nwe,nwe,ThomKe02,pos,WR,,,,,
player,201310130nwe,nwe,ThomKe02,offense,59,,,,,
player,201310130nwe,nwe,ThomKe02,off_pct,68%,,,,,
player,201310130nwe,nwe,ThomKe02,defense,0,,,,,
player,201310130nwe,nwe,ThomKe02,def_pct,0%,,,,,
player,201310130nwe,nwe,ThomKe02,special_teams,0,,,,,
player,201310130nwe,nwe,ThomKe02,st_pct,0%,,,,,
player,201310130nwe,nwe,AmenDa00,pos,WR,,,,,
player,201310130nwe,nwe,AmenDa00,offense,49,,,,,
player,201310130nwe,nwe,AmenDa00,off_pct,56%,,,,,
player,201310130nwe,nwe,AmenDa00,defense,0,,,,,
player,201310130nwe,nwe,AmenDa00,def_pct,0%,,,,,
player,201310130nwe,nwe,AmenDa00,special_teams,0,,,,,
player,201310130nwe,nwe,AmenDa00,st_pct,0%,,,,,
player,201310130nwe,nwe,EdelJu00,pos,WR,,,,,
player,201310130nwe,nwe,EdelJu00,offense,42,,,,,
player,201310130nwe,nwe,EdelJu00,off_pct,48%,,,,,
player,201310130nwe,nwe,EdelJu00,defense,0,,,,,
player,201310130nwe,nwe,EdelJu00,def_pct,0%,,,,,
player,201310130nwe,nwe,EdelJu00,special_teams,6,,,,,
player,201310130nwe,nwe,EdelJu00,st_pct,18%,,,,,
player,201310130nwe,nwe,RidlSt00,pos,RB,,,,,
player,201310130nwe,nwe,RidlSt00,offense,37,,,,,
player,201310130nwe,nwe,RidlSt00,off_pct,43%,,,,,
player,201310130nwe,nwe,RidlSt00,defense,0,,,,,
player,201310130nwe,nwe,RidlSt00,def_pct,0%,,,,,
player,201310130nwe,nwe,RidlSt00,special_teams,0,,,,,
player,201310130nwe,nwe,RidlSt00,st_pct,0%,,,,,
player,201310130nwe,nwe,BoldBr00,pos,RB,,,,,
player,201310130nwe,nwe,BoldBr00,offense,34,,,,,
player,201310130nwe,nwe,BoldBr00,off_pct,39%,,,,,
player,201310130nwe,nwe,BoldBr00,defense,0,,,,,
player,201310130nwe,nwe,BoldBr00,def_pct,0%,,,,,
player,201310130nwe,nwe,BoldBr00,special_teams,10,,,,,
player,201310130nwe,nwe,BoldBr00,st_pct,29%,,,,,
player,201310130nwe,nwe,DeveJa00,pos,RB,,,,,
player,201310130nwe,nwe,DeveJa00,offense,21,,,,,
player,201310130nwe,nwe,DeveJa00,off_pct,24%,,,,,
player,201310130nwe,nwe,DeveJa00,defense,0,,,,,
player,201310130nwe,nwe,DeveJa00,def_pct,0%,,,,,
player,201310130nwe,nwe,DeveJa00,special_teams,6,,,,,
player,201310130nwe,nwe,DeveJa00,st_pct,18%,,,,,
player,201310130nwe,nwe,BlouLe00,pos,RB,,,,,
player,201310130nwe,nwe,BlouLe00,offense,16,,,,,
player,201310130nwe,nwe,BlouLe00,off_pct,18%,,,,,
player,201310130nwe,nwe,BlouLe00,defense,0,,,,,
player,201310130nwe,nwe,BlouLe00,def_pct,0%,,,,,
