game,2013,11,20131117,201311170phi,was,"Washington Redskins",16,phi,"Philadelphia Eagles",24
team,201311170phi,was,First Downs,23,,,,,,
team,201311170phi,phi,First Downs,22,,,,,,
team,201311170phi,was,Rush-Yds-TDs,38-191-0,,,,,,
team,201311170phi,phi,Rush-Yds-TDs,33-126-3,,,,,,
team,201311170phi,was,Cmp-Att-Yd-TD-INT,17-35-264-2-1,,,,,,
team,201311170phi,phi,Cmp-Att-Yd-TD-INT,17-26-298-0-0,,,,,,
team,201311170phi,was,Sacked-Yards,4-28,,,,,,
team,201311170phi,phi,Sacked-Yards,3-22,,,,,,
team,201311170phi,was,Net Pass Yards,236,,,,,,
team,201311170phi,phi,Net Pass Yards,276,,,,,,
team,201311170phi,was,Total Yards,427,,,,,,
team,201311170phi,phi,Total Yards,402,,,,,,
team,201311170phi,was,Fumbles-Lost,3-1,,,,,,
team,201311170phi,phi,Fumbles-Lost,0-0,,,,,,
team,201311170phi,was,Turnovers,2,,,,,,
team,201311170phi,phi,Turnovers,0,,,,,,
team,201311170phi,was,Penalties-Yards,4-39,,,,,,
team,201311170phi,phi,Penalties-Yards,9-68,,,,,,
team,201311170phi,was,Third Down Conv.,8-17,,,,,,
team,201311170phi,phi,Third Down Conv.,4-13,,,,,,
team,201311170phi,was,Fourth Down Conv.,0-1,,,,,,
team,201311170phi,phi,Fourth Down Conv.,1-2,,,,,,
team,201311170phi,was,Time of Possession,33:42,,,,,,
team,201311170phi,phi,Time of Possession,26:18,,,,,,
player,201311170phi,was,GrifRo01,pass_cmp,17,,,,,
player,201311170phi,was,GrifRo01,pass_att,35,,,,,
player,201311170phi,was,GrifRo01,pass_yds,264,,,,,
player,201311170phi,was,GrifRo01,pass_td,2,,,,,
player,201311170phi,was,GrifRo01,pass_int,1,,,,,
player,201311170phi,was,GrifRo01,pass_sacked,4,,,,,
player,201311170phi,was,GrifRo01,pass_sacked_yds,28,,,,,
player,201311170phi,was,GrifRo01,pass_long,62,,,,,
player,201311170phi,was,GrifRo01,pass_rating,81.1,,,,,
player,201311170phi,was,GrifRo01,rush_att,10,,,,,
player,201311170phi,was,GrifRo01,rush_yds,44,,,,,
player,201311170phi,was,GrifRo01,rush_td,0,,,,,
player,201311170phi,was,GrifRo01,rush_long,14,,,,,
player,201311170phi,was,GrifRo01,targets,0,,,,,
player,201311170phi,was,GrifRo01,rec,0,,,,,
player,201311170phi,was,GrifRo01,rec_yds,0,,,,,
player,201311170phi,was,GrifRo01,rec_td,0,,,,,
player,201311170phi,was,GrifRo01,rec_long,0,,,,,
player,201311170phi,was,GrifRo01,fumbles,1,,,,,
player,201311170phi,was,GrifRo01,fumbles_lost,1,,,,,
player,201311170phi,was,MorrAl00,pass_cmp,0,,,,,
player,201311170phi,was,MorrAl00,pass_att,0,,,,,
player,201311170phi,was,MorrAl00,pass_yds,0,,,,,
player,201311170phi,was,MorrAl00,pass_td,0,,,,,
player,201311170phi,was,MorrAl00,pass_int,0,,,,,
player,201311170phi,was,MorrAl00,pass_sacked,0,,,,,
player,201311170phi,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201311170phi,was,MorrAl00,pass_long,0,,,,,
player,201311170phi,was,MorrAl00,pass_rating,,,,,,
player,201311170phi,was,MorrAl00,rush_att,22,,,,,
player,201311170phi,was,MorrAl00,rush_yds,93,,,,,
player,201311170phi,was,MorrAl00,rush_td,0,,,,,
player,201311170phi,was,MorrAl00,rush_long,22,,,,,
player,201311170phi,was,MorrAl00,targets,0,,,,,
player,201311170phi,was,MorrAl00,rec,0,,,,,
player,201311170phi,was,MorrAl00,rec_yds,0,,,,,
player,201311170phi,was,MorrAl00,rec_td,0,,,,,
player,201311170phi,was,MorrAl00,rec_long,0,,,,,
player,201311170phi,was,MorrAl00,fumbles,0,,,,,
player,201311170phi,was,MorrAl00,fumbles_lost,0,,,,,
player,201311170phi,was,HeluRo00,pass_cmp,0,,,,,
player,201311170phi,was,HeluRo00,pass_att,0,,,,,
player,201311170phi,was,HeluRo00,pass_yds,0,,,,,
player,201311170phi,was,HeluRo00,pass_td,0,,,,,
player,201311170phi,was,HeluRo00,pass_int,0,,,,,
player,201311170phi,was,HeluRo00,pass_sacked,0,,,,,
player,201311170phi,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201311170phi,was,HeluRo00,pass_long,0,,,,,
player,201311170phi,was,HeluRo00,pass_rating,,,,,,
player,201311170phi,was,HeluRo00,rush_att,3,,,,,
player,201311170phi,was,HeluRo00,rush_yds,39,,,,,
player,201311170phi,was,HeluRo00,rush_td,0,,,,,
player,201311170phi,was,HeluRo00,rush_long,24,,,,,
player,201311170phi,was,HeluRo00,targets,4,,,,,
player,201311170phi,was,HeluRo00,rec,3,,,,,
