game,2013,6,20131013,201310130kan,rai,"Oakland Raiders",7,kan,"Kansas City Chiefs",24
team,201310130kan,rai,First Downs,18,,,,,,
team,201310130kan,kan,First Downs,16,,,,,,
team,201310130kan,rai,Rush-Yds-TDs,28-121-0,,,,,,
team,201310130kan,kan,Rush-Yds-TDs,27-111-2,,,,,,
team,201310130kan,rai,Cmp-Att-Yd-TD-INT,18-34-216-1-3,,,,,,
team,201310130kan,kan,Cmp-Att-Yd-TD-INT,14-31-128-0-0,,,,,,
team,201310130kan,rai,Sacked-Yards,9-63,,,,,,
team,201310130kan,kan,Sacked-Yards,3-23,,,,,,
team,201310130kan,rai,Net Pass Yards,153,,,,,,
team,201310130kan,kan,Net Pass Yards,105,,,,,,
team,201310130kan,rai,Total Yards,274,,,,,,
team,201310130kan,kan,Total Yards,216,,,,,,
team,201310130kan,rai,Fumbles-Lost,0-0,,,,,,
team,201310130kan,kan,Fumbles-Lost,3-1,,,,,,
team,201310130kan,rai,Turnovers,3,,,,,,
team,201310130kan,kan,Turnovers,1,,,,,,
team,201310130kan,rai,Penalties-Yards,11-68,,,,,,
team,201310130kan,kan,Penalties-Yards,4-20,,,,,,
team,201310130kan,rai,Third Down Conv.,4-15,,,,,,
team,201310130kan,kan,Third Down Conv.,4-14,,,,,,
team,201310130kan,rai,Fourth Down Conv.,1-1,,,,,,
team,201310130kan,kan,Fourth Down Conv.,0-0,,,,,,
team,201310130kan,rai,Time of Possession,34:00,,,,,,
team,201310130kan,kan,Time of Possession,26:00,,,,,,
player,201310130kan,rai,PryoTe00,pass_cmp,18,,,,,
player,201310130kan,rai,PryoTe00,pass_att,34,,,,,
player,201310130kan,rai,PryoTe00,pass_yds,216,,,,,
player,201310130kan,rai,PryoTe00,pass_td,1,,,,,
player,201310130kan,rai,PryoTe00,pass_int,3,,,,,
player,201310130kan,rai,PryoTe00,pass_sacked,9,,,,,
player,201310130kan,rai,PryoTe00,pass_sacked_yds,63,,,,,
player,201310130kan,rai,PryoTe00,pass_long,39,,,,,
player,201310130kan,rai,PryoTe00,pass_rating,45.7,,,,,
player,201310130kan,rai,PryoTe00,rush_att,7,,,,,
player,201310130kan,rai,PryoTe00,rush_yds,56,,,,,
player,201310130kan,rai,PryoTe00,rush_td,0,,,,,
player,201310130kan,rai,PryoTe00,rush_long,27,,,,,
player,201310130kan,rai,PryoTe00,targets,0,,,,,
player,201310130kan,rai,PryoTe00,rec,0,,,,,
player,201310130kan,rai,PryoTe00,rec_yds,0,,,,,
player,201310130kan,rai,PryoTe00,rec_td,0,,,,,
player,201310130kan,rai,PryoTe00,rec_long,0,,,,,
player,201310130kan,rai,PryoTe00,fumbles,0,,,,,
player,201310130kan,rai,PryoTe00,fumbles_lost,0,,,,,
player,201310130kan,rai,McFaDa00,pass_cmp,0,,,,,
player,201310130kan,rai,McFaDa00,pass_att,0,,,,,
player,201310130kan,rai,McFaDa00,pass_yds,0,,,,,
player,201310130kan,rai,McFaDa00,pass_td,0,,,,,
player,201310130kan,rai,McFaDa00,pass_int,0,,,,,
player,201310130kan,rai,McFaDa00,pass_sacked,,,,,,
player,201310130kan,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201310130kan,rai,McFaDa00,pass_long,0,,,,,
player,201310130kan,rai,McFaDa00,pass_rating,,,,,,
player,201310130kan,rai,McFaDa00,rush_att,16,,,,,
player,201310130kan,rai,McFaDa00,rush_yds,52,,,,,
player,201310130kan,rai,McFaDa00,rush_td,0,,,,,
player,201310130kan,rai,McFaDa00,rush_long,8,,,,,
player,201310130kan,rai,McFaDa00,targets,3,,,,,
player,201310130kan,rai,McFaDa00,rec,3,,,,,
player,201310130kan,rai,McFaDa00,rec_yds,31,,,,,
player,201310130kan,rai,McFaDa00,rec_td,0,,,,,
player,201310130kan,rai,McFaDa00,rec_long,16,,,,,
player,201310130kan,rai,McFaDa00,fumbles,0,,,,,
player,201310130kan,rai,McFaDa00,fumbles_lost,0,,,,,
player,201310130kan,rai,JennRa00,pass_cmp,0,,,,,
player,201310130kan,rai,JennRa00,pass_att,0,,,,,
player,201310130kan,rai,JennRa00,pass_yds,0,,,,,
player,201310130kan,rai,JennRa00,pass_td,0,,,,,
player,201310130kan,rai,JennRa00,pass_int,0,,,,,
player,201310130kan,rai,JennRa00,pass_sacked,,,,,,
player,201310130kan,rai,JennRa00,pass_sacked_yds,0,,,,,
player,201310130kan,rai,JennRa00,pass_long,0,,,,,
player,201310130kan,rai,JennRa00,pass_rating,,,,,,
player,201310130kan,rai,JennRa00,rush_att,4,,,,,
player,201310130kan,rai,JennRa00,rush_yds,12,,,,,
player,201310130kan,rai,JennRa00,rush_td,0,,,,,
player,201310130kan,rai,JennRa00,rush_long,4,,,,,
player,201310130kan,rai,JennRa00,targets,2,,,,,
player,201310130kan,rai,JennRa00,rec,1,,,,,
player,201310130kan,rai,JennRa00,rec_yds,9,,,,,
player,201310130kan,rai,JennRa00,rec_td,0,,,,,
player,201310130kan,rai,JennRa00,rec_long,9,,,,,
player,201310130kan,rai,JennRa00,fumbles,0,,,,,
player,201310130kan,rai,JennRa00,fumbles_lost,0,,,,,
player,201310130kan,rai,FordJa01,pass_cmp,0,,,,,
player,201310130kan,rai,FordJa01,pass_att,0,,,,,
player,201310130kan,rai,FordJa01,pass_yds,0,,,,,
player,201310130kan,rai,FordJa01,pass_td,0,,,,,
player,201310130kan,rai,FordJa01,pass_int,0,,,,,
player,201310130kan,rai,FordJa01,pass_sacked,,,,,,
player,201310130kan,rai,FordJa01,pass_sacked_yds,0,,,,,
player,201310130kan,rai,FordJa01,pass_long,0,,,,,
player,201310130kan,rai,FordJa01,pass_rating,,,,,,
player,201310130kan,rai,FordJa01,rush_att,1,,,,,
player,201310130kan,rai,FordJa01,rush_yds,1,,,,,
player,201310130kan,rai,FordJa01,rush_td,0,,,,,
player,201310130kan,rai,FordJa01,rush_long,1,,,,,
player,201310130kan,rai,FordJa01,targets,2,,,,,
player,201310130kan,rai,FordJa01,rec,1,,,,,
player,201310130kan,rai,FordJa01,rec_yds,11,,,,,
player,201310130kan,rai,FordJa01,rec_td,0,,,,,
player,201310130kan,rai,FordJa01,rec_long,11,,,,,
