game,2013,14,20131208,201312080gnb,atl,"Atlanta Falcons",21,gnb,"Green Bay Packers",22
team,201312080gnb,atl,First Downs,18,,,,,,
team,201312080gnb,gnb,First Downs,20,,,,,,
team,201312080gnb,atl,Rush-Yds-TDs,23-83-0,,,,,,
team,201312080gnb,gnb,Rush-Yds-TDs,33-112-1,,,,,,
team,201312080gnb,atl,Cmp-Att-Yd-TD-INT,20-35-206-2-1,,,,,,
team,201312080gnb,gnb,Cmp-Att-Yd-TD-INT,24-32-258-1-1,,,,,,
team,201312080gnb,atl,Sacked-Yards,1-4,,,,,,
team,201312080gnb,gnb,Sacked-Yards,5-36,,,,,,
team,201312080gnb,atl,Net Pass Yards,202,,,,,,
team,201312080gnb,gnb,Net Pass Yards,222,,,,,,
team,201312080gnb,atl,Total Yards,285,,,,,,
team,201312080gnb,gnb,Total Yards,334,,,,,,
team,201312080gnb,atl,Fumbles-Lost,1-1,,,,,,
team,201312080gnb,gnb,Fumbles-Lost,1-1,,,,,,
team,201312080gnb,atl,Turnovers,2,,,,,,
team,201312080gnb,gnb,Turnovers,2,,,,,,
team,201312080gnb,atl,Penalties-Yards,3-15,,,,,,
team,201312080gnb,gnb,Penalties-Yards,2-10,,,,,,
team,201312080gnb,atl,Third Down Conv.,6-13,,,,,,
team,201312080gnb,gnb,Third Down Conv.,7-15,,,,,,
team,201312080gnb,atl,Fourth Down Conv.,0-1,,,,,,
team,201312080gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201312080gnb,atl,Time of Possession,26:28,,,,,,
team,201312080gnb,gnb,Time of Possession,33:32,,,,,,
player,201312080gnb,atl,RyanMa00,pass_cmp,20,,,,,
player,201312080gnb,atl,RyanMa00,pass_att,35,,,,,
player,201312080gnb,atl,RyanMa00,pass_yds,206,,,,,
player,201312080gnb,atl,RyanMa00,pass_td,2,,,,,
player,201312080gnb,atl,RyanMa00,pass_int,1,,,,,
player,201312080gnb,atl,RyanMa00,pass_sacked,1,,,,,
player,201312080gnb,atl,RyanMa00,pass_sacked_yds,4,,,,,
player,201312080gnb,atl,RyanMa00,pass_long,36,,,,,
player,201312080gnb,atl,RyanMa00,pass_rating,81.4,,,,,
player,201312080gnb,atl,RyanMa00,rush_att,0,,,,,
player,201312080gnb,atl,RyanMa00,rush_yds,0,,,,,
player,201312080gnb,atl,RyanMa00,rush_td,0,,,,,
player,201312080gnb,atl,RyanMa00,rush_long,0,,,,,
player,201312080gnb,atl,RyanMa00,targets,0,,,,,
player,201312080gnb,atl,RyanMa00,rec,0,,,,,
player,201312080gnb,atl,RyanMa00,rec_yds,0,,,,,
player,201312080gnb,atl,RyanMa00,rec_td,0,,,,,
player,201312080gnb,atl,RyanMa00,rec_long,0,,,,,
player,201312080gnb,atl,RyanMa00,fumbles,1,,,,,
player,201312080gnb,atl,RyanMa00,fumbles_lost,1,,,,,
player,201312080gnb,atl,JackSt00,pass_cmp,0,,,,,
player,201312080gnb,atl,JackSt00,pass_att,0,,,,,
player,201312080gnb,atl,JackSt00,pass_yds,0,,,,,
player,201312080gnb,atl,JackSt00,pass_td,0,,,,,
player,201312080gnb,atl,JackSt00,pass_int,0,,,,,
player,201312080gnb,atl,JackSt00,pass_sacked,0,,,,,
player,201312080gnb,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,JackSt00,pass_long,0,,,,,
player,201312080gnb,atl,JackSt00,pass_rating,,,,,,
player,201312080gnb,atl,JackSt00,rush_att,16,,,,,
player,201312080gnb,atl,JackSt00,rush_yds,72,,,,,
player,201312080gnb,atl,JackSt00,rush_td,0,,,,,
player,201312080gnb,atl,JackSt00,rush_long,22,,,,,
player,201312080gnb,atl,JackSt00,targets,3,,,,,
player,201312080gnb,atl,JackSt00,rec,1,,,,,
player,201312080gnb,atl,JackSt00,rec_yds,9,,,,,
player,201312080gnb,atl,JackSt00,rec_td,0,,,,,
player,201312080gnb,atl,JackSt00,rec_long,9,,,,,
player,201312080gnb,atl,JackSt00,fumbles,0,,,,,
player,201312080gnb,atl,JackSt00,fumbles_lost,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_cmp,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_att,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_yds,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_td,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_int,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_sacked,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_long,0,,,,,
player,201312080gnb,atl,RodgJa00,pass_rating,,,,,,
player,201312080gnb,atl,RodgJa00,rush_att,6,,,,,
player,201312080gnb,atl,RodgJa00,rush_yds,13,,,,,
player,201312080gnb,atl,RodgJa00,rush_td,0,,,,,
player,201312080gnb,atl,RodgJa00,rush_long,5,,,,,
player,201312080gnb,atl,RodgJa00,targets,4,,,,,
player,201312080gnb,atl,RodgJa00,rec,3,,,,,
player,201312080gnb,atl,RodgJa00,rec_yds,33,,,,,
player,201312080gnb,atl,RodgJa00,rec_td,0,,,,,
player,201312080gnb,atl,RodgJa00,rec_long,16,,,,,
player,201312080gnb,atl,RodgJa00,fumbles,0,,,,,
player,201312080gnb,atl,RodgJa00,fumbles_lost,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_cmp,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_att,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_yds,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_td,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_int,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_sacked,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_long,0,,,,,
player,201312080gnb,atl,WhitRo00,pass_rating,,,,,,
player,201312080gnb,atl,WhitRo00,rush_att,0,,,,,
player,201312080gnb,atl,WhitRo00,rush_yds,0,,,,,
player,201312080gnb,atl,WhitRo00,rush_td,0,,,,,
player,201312080gnb,atl,WhitRo00,rush_long,0,,,,,
player,201312080gnb,atl,WhitRo00,targets,10,,,,,
player,201312080gnb,atl,WhitRo00,rec,8,,,,,
player,201312080gnb,atl,WhitRo00,rec_yds,74,,,,,
player,201312080gnb,atl,WhitRo00,rec_td,0,,,,,
player,201312080gnb,atl,WhitRo00,rec_long,21,,,,,
player,201312080gnb,atl,WhitRo00,fumbles,0,,,,,
player,201312080gnb,atl,WhitRo00,fumbles_lost,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_cmp,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_att,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_yds,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_td,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_int,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_sacked,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_long,0,,,,,
player,201312080gnb,atl,DaviDr00,pass_rating,,,,,,
player,201312080gnb,atl,DaviDr00,rush_att,0,,,,,
player,201312080gnb,atl,DaviDr00,rush_yds,0,,,,,
player,201312080gnb,atl,DaviDr00,rush_td,0,,,,,
player,201312080gnb,atl,DaviDr00,rush_long,0,,,,,
player,201312080gnb,atl,DaviDr00,targets,1,,,,,
player,201312080gnb,atl,DaviDr00,rec,1,,,,,
player,201312080gnb,atl,DaviDr00,rec_yds,36,,,,,
player,201312080gnb,atl,DaviDr00,rec_td,1,,,,,
player,201312080gnb,atl,DaviDr00,rec_long,36,,,,,
player,201312080gnb,atl,DaviDr00,fumbles,0,,,,,
player,201312080gnb,atl,DaviDr00,fumbles_lost,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_cmp,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_att,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_yds,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_td,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_int,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_sacked,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_long,0,,,,,
player,201312080gnb,atl,GonzTo00,pass_rating,,,,,,
player,201312080gnb,atl,GonzTo00,rush_att,0,,,,,
player,201312080gnb,atl,GonzTo00,rush_yds,0,,,,,
player,201312080gnb,atl,GonzTo00,rush_td,0,,,,,
player,201312080gnb,atl,GonzTo00,rush_long,0,,,,,
player,201312080gnb,atl,GonzTo00,targets,6,,,,,
player,201312080gnb,atl,GonzTo00,rec,3,,,,,
player,201312080gnb,atl,GonzTo00,rec_yds,25,,,,,
player,201312080gnb,atl,GonzTo00,rec_td,1,,,,,
player,201312080gnb,atl,GonzTo00,rec_long,16,,,,,
player,201312080gnb,atl,GonzTo00,fumbles,0,,,,,
player,201312080gnb,atl,GonzTo00,fumbles_lost,0,,,,,
player,201312080gnb,atl,DougHa00,pass_cmp,0,,,,,
player,201312080gnb,atl,DougHa00,pass_att,0,,,,,
player,201312080gnb,atl,DougHa00,pass_yds,0,,,,,
player,201312080gnb,atl,DougHa00,pass_td,0,,,,,
player,201312080gnb,atl,DougHa00,pass_int,0,,,,,
player,201312080gnb,atl,DougHa00,pass_sacked,0,,,,,
player,201312080gnb,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,DougHa00,pass_long,0,,,,,
player,201312080gnb,atl,DougHa00,pass_rating,,,,,,
player,201312080gnb,atl,DougHa00,rush_att,0,,,,,
player,201312080gnb,atl,DougHa00,rush_yds,0,,,,,
player,201312080gnb,atl,DougHa00,rush_td,0,,,,,
player,201312080gnb,atl,DougHa00,rush_long,0,,,,,
player,201312080gnb,atl,DougHa00,targets,7,,,,,
player,201312080gnb,atl,DougHa00,rec,2,,,,,
player,201312080gnb,atl,DougHa00,rec_yds,20,,,,,
player,201312080gnb,atl,DougHa00,rec_td,0,,,,,
player,201312080gnb,atl,DougHa00,rec_long,15,,,,,
player,201312080gnb,atl,DougHa00,fumbles,0,,,,,
player,201312080gnb,atl,DougHa00,fumbles_lost,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_cmp,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_att,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_yds,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_td,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_int,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_sacked,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_long,0,,,,,
player,201312080gnb,atl,DiMaPa00,pass_rating,,,,,,
player,201312080gnb,atl,DiMaPa00,rush_att,0,,,,,
player,201312080gnb,atl,DiMaPa00,rush_yds,0,,,,,
player,201312080gnb,atl,DiMaPa00,rush_td,0,,,,,
player,201312080gnb,atl,DiMaPa00,rush_long,0,,,,,
player,201312080gnb,atl,DiMaPa00,targets,1,,,,,
player,201312080gnb,atl,DiMaPa00,rec,1,,,,,
player,201312080gnb,atl,DiMaPa00,rec_yds,7,,,,,
player,201312080gnb,atl,DiMaPa00,rec_td,0,,,,,
player,201312080gnb,atl,DiMaPa00,rec_long,7,,,,,
player,201312080gnb,atl,DiMaPa00,fumbles,0,,,,,
player,201312080gnb,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_cmp,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_att,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_yds,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_td,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_int,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_sacked,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_long,0,,,,,
player,201312080gnb,atl,JohnDa06,pass_rating,,,,,,
player,201312080gnb,atl,JohnDa06,rush_att,0,,,,,
player,201312080gnb,atl,JohnDa06,rush_yds,0,,,,,
player,201312080gnb,atl,JohnDa06,rush_td,0,,,,,
player,201312080gnb,atl,JohnDa06,rush_long,0,,,,,
player,201312080gnb,atl,JohnDa06,targets,1,,,,,
player,201312080gnb,atl,JohnDa06,rec,0,,,,,
player,201312080gnb,atl,JohnDa06,rec_yds,0,,,,,
player,201312080gnb,atl,JohnDa06,rec_td,0,,,,,
player,201312080gnb,atl,JohnDa06,rec_long,0,,,,,
player,201312080gnb,atl,JohnDa06,fumbles,0,,,,,
player,201312080gnb,atl,JohnDa06,fumbles_lost,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_cmp,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_att,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_yds,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_td,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_int,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_sacked,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_long,0,,,,,
player,201312080gnb,atl,SnelJa00,pass_rating,,,,,,
player,201312080gnb,atl,SnelJa00,rush_att,1,,,,,
player,201312080gnb,atl,SnelJa00,rush_yds,-2,,,,,
player,201312080gnb,atl,SnelJa00,rush_td,0,,,,,
player,201312080gnb,atl,SnelJa00,rush_long,-2,,,,,
player,201312080gnb,atl,SnelJa00,targets,1,,,,,
player,201312080gnb,atl,SnelJa00,rec,1,,,,,
player,201312080gnb,atl,SnelJa00,rec_yds,2,,,,,
player,201312080gnb,atl,SnelJa00,rec_td,0,,,,,
player,201312080gnb,atl,SnelJa00,rec_long,2,,,,,
player,201312080gnb,atl,SnelJa00,fumbles,0,,,,,
player,201312080gnb,atl,SnelJa00,fumbles_lost,0,,,,,
player,201312080gnb,gnb,FlynMa00,pass_cmp,24,,,,,
player,201312080gnb,gnb,FlynMa00,pass_att,32,,,,,
player,201312080gnb,gnb,FlynMa00,pass_yds,258,,,,,
player,201312080gnb,gnb,FlynMa00,pass_td,1,,,,,
player,201312080gnb,gnb,FlynMa00,pass_int,1,,,,,
player,201312080gnb,gnb,FlynMa00,pass_sacked,5,,,,,
player,201312080gnb,gnb,FlynMa00,pass_sacked_yds,36,,,,,
player,201312080gnb,gnb,FlynMa00,pass_long,46,,,,,
player,201312080gnb,gnb,FlynMa00,pass_rating,95.6,,,,,
player,201312080gnb,gnb,FlynMa00,rush_att,6,,,,,
player,201312080gnb,gnb,FlynMa00,rush_yds,28,,,,,
player,201312080gnb,gnb,FlynMa00,rush_td,0,,,,,
player,201312080gnb,gnb,FlynMa00,rush_long,17,,,,,
player,201312080gnb,gnb,FlynMa00,targets,0,,,,,
player,201312080gnb,gnb,FlynMa00,rec,0,,,,,
player,201312080gnb,gnb,FlynMa00,rec_yds,0,,,,,
player,201312080gnb,gnb,FlynMa00,rec_td,0,,,,,
player,201312080gnb,gnb,FlynMa00,rec_long,0,,,,,
player,201312080gnb,gnb,FlynMa00,fumbles,1,,,,,
player,201312080gnb,gnb,FlynMa00,fumbles_lost,1,,,,,
player,201312080gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201312080gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201312080gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201312080gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201312080gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201312080gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201312080gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201312080gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201312080gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201312080gnb,gnb,LacyEd00,rush_att,20,,,,,
player,201312080gnb,gnb,LacyEd00,rush_yds,65,,,,,
player,201312080gnb,gnb,LacyEd00,rush_td,1,,,,,
player,201312080gnb,gnb,LacyEd00,rush_long,11,,,,,
player,201312080gnb,gnb,LacyEd00,targets,5,,,,,
player,201312080gnb,gnb,LacyEd00,rec,3,,,,,
player,201312080gnb,gnb,LacyEd00,rec_yds,25,,,,,
player,201312080gnb,gnb,LacyEd00,rec_td,0,,,,,
player,201312080gnb,gnb,LacyEd00,rec_long,16,,,,,
player,201312080gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201312080gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_att,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_td,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_int,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_long,0,,,,,
player,201312080gnb,gnb,StarJa00,pass_rating,,,,,,
player,201312080gnb,gnb,StarJa00,rush_att,7,,,,,
player,201312080gnb,gnb,StarJa00,rush_yds,19,,,,,
player,201312080gnb,gnb,StarJa00,rush_td,0,,,,,
player,201312080gnb,gnb,StarJa00,rush_long,5,,,,,
player,201312080gnb,gnb,StarJa00,targets,0,,,,,
player,201312080gnb,gnb,StarJa00,rec,0,,,,,
player,201312080gnb,gnb,StarJa00,rec_yds,0,,,,,
player,201312080gnb,gnb,StarJa00,rec_td,0,,,,,
