game,2013,3,20130922,201309220rav,htx,"Houston Texans",9,rav,"Baltimore Ravens",30
player,201309220rav,htx,FostAr00,rush_yds,54,,,,,
player,201309220rav,htx,FostAr00,rush_td,0,,,,,
player,201309220rav,htx,FostAr00,rush_long,10,,,,,
player,201309220rav,htx,FostAr00,targets,2,,,,,
player,201309220rav,htx,FostAr00,rec,1,,,,,
player,201309220rav,htx,FostAr00,rec_yds,-2,,,,,
player,201309220rav,htx,FostAr00,rec_td,0,,,,,
player,201309220rav,htx,FostAr00,rec_long,-2,,,,,
player,201309220rav,htx,FostAr00,fumbles,0,,,,,
player,201309220rav,htx,FostAr00,fumbles_lost,0,,,,,
player,201309220rav,htx,TateBe00,pass_cmp,0,,,,,
player,201309220rav,htx,TateBe00,pass_att,0,,,,,
player,201309220rav,htx,TateBe00,pass_yds,0,,,,,
player,201309220rav,htx,TateBe00,pass_td,0,,,,,
player,201309220rav,htx,TateBe00,pass_int,0,,,,,
player,201309220rav,htx,TateBe00,pass_sacked,0,,,,,
player,201309220rav,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201309220rav,htx,TateBe00,pass_long,0,,,,,
player,201309220rav,htx,TateBe00,pass_rating,,,,,,
player,201309220rav,htx,TateBe00,rush_att,9,,,,,
player,201309220rav,htx,TateBe00,rush_yds,36,,,,,
player,201309220rav,htx,TateBe00,rush_td,0,,,,,
player,201309220rav,htx,TateBe00,rush_long,10,,,,,
player,201309220rav,htx,TateBe00,targets,4,,,,,
player,201309220rav,htx,TateBe00,rec,3,,,,,
player,201309220rav,htx,TateBe00,rec_yds,7,,,,,
player,201309220rav,htx,TateBe00,rec_td,0,,,,,
player,201309220rav,htx,TateBe00,rec_long,6,,,,,
player,201309220rav,htx,TateBe00,fumbles,0,,,,,
player,201309220rav,htx,TateBe00,fumbles_lost,0,,,,,
player,201309220rav,htx,WoodCi00,pass_cmp,0,,,,,
player,201309220rav,htx,WoodCi00,pass_att,0,,,,,
player,201309220rav,htx,WoodCi00,pass_yds,0,,,,,
player,201309220rav,htx,WoodCi00,pass_td,0,,,,,
player,201309220rav,htx,WoodCi00,pass_int,0,,,,,
player,201309220rav,htx,WoodCi00,pass_sacked,0,,,,,
player,201309220rav,htx,WoodCi00,pass_sacked_yds,0,,,,,
player,201309220rav,htx,WoodCi00,pass_long,0,,,,,
player,201309220rav,htx,WoodCi00,pass_rating,,,,,,
player,201309220rav,htx,WoodCi00,rush_att,2,,,,,
player,201309220rav,htx,WoodCi00,rush_yds,4,,,,,
player,201309220rav,htx,WoodCi00,rush_td,0,,,,,
player,201309220rav,htx,WoodCi00,rush_long,3,,,,,
player,201309220rav,htx,WoodCi00,targets,0,,,,,
player,201309220rav,htx,WoodCi00,rec,0,,,,,
player,201309220rav,htx,WoodCi00,rec_yds,0,,,,,
player,201309220rav,htx,WoodCi00,rec_td,0,,,,,
player,201309220rav,htx,WoodCi00,rec_long,0,,,,,
player,201309220rav,htx,WoodCi00,fumbles,0,,,,,
player,201309220rav,htx,WoodCi00,fumbles_lost,0,,,,,
player,201309220rav,htx,HopkDe00,pass_cmp,0,,,,,
player,201309220rav,htx,HopkDe00,pass_att,0,,,,,
player,201309220rav,htx,HopkDe00,pass_yds,0,,,,,
player,201309220rav,htx,HopkDe00,pass_td,0,,,,,
player,201309220rav,htx,HopkDe00,pass_int,0,,,,,
player,201309220rav,htx,HopkDe00,pass_sacked,0,,,,,
player,201309220rav,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201309220rav,htx,HopkDe00,pass_long,0,,,,,
player,201309220rav,htx,HopkDe00,pass_rating,,,,,,
player,201309220rav,htx,HopkDe00,rush_att,0,,,,,
player,201309220rav,htx,HopkDe00,rush_yds,0,,,,,
player,201309220rav,htx,HopkDe00,rush_td,0,,,,,
player,201309220rav,htx,HopkDe00,rush_long,0,,,,,
player,201309220rav,htx,HopkDe00,targets,7,,,,,
player,201309220rav,htx,HopkDe00,rec,6,,,,,
player,201309220rav,htx,HopkDe00,rec_yds,60,,,,,
player,201309220rav,htx,HopkDe00,rec_td,0,,,,,
player,201309220rav,htx,HopkDe00,rec_long,18,,,,,
player,201309220rav,htx,HopkDe00,fumbles,0,,,,,
player,201309220rav,htx,HopkDe00,fumbles_lost,0,,,,,
player,201309220rav,htx,JohnAn02,pass_cmp,0,,,,,
player,201309220rav,htx,JohnAn02,pass_att,0,,,,,
player,201309220rav,htx,JohnAn02,pass_yds,0,,,,,
player,201309220rav,htx,JohnAn02,pass_td,0,,,,,
player,201309220rav,htx,JohnAn02,pass_int,0,,,,,
player,201309220rav,htx,JohnAn02,pass_sacked,0,,,,,
player,201309220rav,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201309220rav,htx,JohnAn02,pass_long,0,,,,,
player,201309220rav,htx,JohnAn02,pass_rating,,,,,,
player,201309220rav,htx,JohnAn02,rush_att,0,,,,,
player,201309220rav,htx,JohnAn02,rush_yds,0,,,,,
player,201309220rav,htx,JohnAn02,rush_td,0,,,,,
player,201309220rav,htx,JohnAn02,rush_long,0,,,,,
player,201309220rav,htx,JohnAn02,targets,6,,,,,
player,201309220rav,htx,JohnAn02,rec,5,,,,,
player,201309220rav,htx,JohnAn02,rec_yds,36,,,,,
player,201309220rav,htx,JohnAn02,rec_td,0,,,,,
player,201309220rav,htx,JohnAn02,rec_long,12,,,,,
player,201309220rav,htx,JohnAn02,fumbles,0,,,,,
player,201309220rav,htx,JohnAn02,fumbles_lost,0,,,,,
player,201309220rav,htx,MartKe01,pass_cmp,0,,,,,
player,201309220rav,htx,MartKe01,pass_att,0,,,,,
player,201309220rav,htx,MartKe01,pass_yds,0,,,,,
player,201309220rav,htx,MartKe01,pass_td,0,,,,,
player,201309220rav,htx,MartKe01,pass_int,0,,,,,
player,201309220rav,htx,MartKe01,pass_sacked,0,,,,,
player,201309220rav,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201309220rav,htx,MartKe01,pass_long,0,,,,,
player,201309220rav,htx,MartKe01,pass_rating,,,,,,
player,201309220rav,htx,MartKe01,rush_att,0,,,,,
player,201309220rav,htx,MartKe01,rush_yds,0,,,,,
player,201309220rav,htx,MartKe01,rush_td,0,,,,,
player,201309220rav,htx,MartKe01,rush_long,0,,,,,
player,201309220rav,htx,MartKe01,targets,3,,,,,
player,201309220rav,htx,MartKe01,rec,2,,,,,
player,201309220rav,htx,MartKe01,rec_yds,35,,,,,
player,201309220rav,htx,MartKe01,rec_td,0,,,,,
player,201309220rav,htx,MartKe01,rec_long,18,,,,,
player,201309220rav,htx,MartKe01,fumbles,0,,,,,
player,201309220rav,htx,MartKe01,fumbles_lost,0,,,,,
player,201309220rav,htx,DaniOw00,pass_cmp,0,,,,,
player,201309220rav,htx,DaniOw00,pass_att,0,,,,,
player,201309220rav,htx,DaniOw00,pass_yds,0,,,,,
player,201309220rav,htx,DaniOw00,pass_td,0,,,,,
player,201309220rav,htx,DaniOw00,pass_int,0,,,,,
player,201309220rav,htx,DaniOw00,pass_sacked,0,,,,,
player,201309220rav,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201309220rav,htx,DaniOw00,pass_long,0,,,,,
player,201309220rav,htx,DaniOw00,pass_rating,,,,,,
player,201309220rav,htx,DaniOw00,rush_att,0,,,,,
player,201309220rav,htx,DaniOw00,rush_yds,0,,,,,
player,201309220rav,htx,DaniOw00,rush_td,0,,,,,
player,201309220rav,htx,DaniOw00,rush_long,0,,,,,
player,201309220rav,htx,DaniOw00,targets,9,,,,,
player,201309220rav,htx,DaniOw00,rec,5,,,,,
player,201309220rav,htx,DaniOw00,rec_yds,29,,,,,
player,201309220rav,htx,DaniOw00,rec_td,0,,,,,
player,201309220rav,htx,DaniOw00,rec_long,13,,,,,
player,201309220rav,htx,DaniOw00,fumbles,0,,,,,
player,201309220rav,htx,DaniOw00,fumbles_lost,0,,,,,
player,201309220rav,htx,PoseDe00,pass_cmp,0,,,,,
player,201309220rav,htx,PoseDe00,pass_att,0,,,,,
player,201309220rav,htx,PoseDe00,pass_yds,0,,,,,
player,201309220rav,htx,PoseDe00,pass_td,0,,,,,
player,201309220rav,htx,PoseDe00,pass_int,0,,,,,
player,201309220rav,htx,PoseDe00,pass_sacked,0,,,,,
player,201309220rav,htx,PoseDe00,pass_sacked_yds,0,,,,,
player,201309220rav,htx,PoseDe00,pass_long,0,,,,,
player,201309220rav,htx,PoseDe00,pass_rating,,,,,,
player,201309220rav,htx,PoseDe00,rush_att,0,,,,,
player,201309220rav,htx,PoseDe00,rush_yds,0,,,,,
player,201309220rav,htx,PoseDe00,rush_td,0,,,,,
player,201309220rav,htx,PoseDe00,rush_long,0,,,,,
player,201309220rav,htx,PoseDe00,targets,4,,,,,
player,201309220rav,htx,PoseDe00,rec,3,,,,,
player,201309220rav,htx,PoseDe00,rec_yds,29,,,,,
player,201309220rav,htx,PoseDe00,rec_td,0,,,,,
player,201309220rav,htx,PoseDe00,rec_long,14,,,,,
player,201309220rav,htx,PoseDe00,fumbles,0,,,,,
player,201309220rav,htx,PoseDe00,fumbles_lost,0,,,,,
player,201309220rav,rav,FlacJo00,pass_cmp,16,,,,,
player,201309220rav,rav,FlacJo00,pass_att,24,,,,,
player,201309220rav,rav,FlacJo00,pass_yds,171,,,,,
player,201309220rav,rav,FlacJo00,pass_td,0,,,,,
player,201309220rav,rav,FlacJo00,pass_int,0,,,,,
player,201309220rav,rav,FlacJo00,pass_sacked,2,,,,,
player,201309220rav,rav,FlacJo00,pass_sacked_yds,10,,,,,
player,201309220rav,rav,FlacJo00,pass_long,48,,,,,
player,201309220rav,rav,FlacJo00,pass_rating,87.3,,,,,
player,201309220rav,rav,FlacJo00,rush_att,0,,,,,
player,201309220rav,rav,FlacJo00,rush_yds,0,,,,,
player,201309220rav,rav,FlacJo00,rush_td,0,,,,,
player,201309220rav,rav,FlacJo00,rush_long,0,,,,,
player,201309220rav,rav,FlacJo00,targets,0,,,,,
player,201309220rav,rav,FlacJo00,rec,0,,,,,
player,201309220rav,rav,FlacJo00,rec_yds,0,,,,,
player,201309220rav,rav,FlacJo00,rec_td,0,,,,,
player,201309220rav,rav,FlacJo00,rec_long,0,,,,,
player,201309220rav,rav,FlacJo00,fumbles,1,,,,,
player,201309220rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201309220rav,rav,PierBe00,pass_cmp,0,,,,,
player,201309220rav,rav,PierBe00,pass_att,0,,,,,
player,201309220rav,rav,PierBe00,pass_yds,0,,,,,
player,201309220rav,rav,PierBe00,pass_td,0,,,,,
player,201309220rav,rav,PierBe00,pass_int,0,,,,,
player,201309220rav,rav,PierBe00,pass_sacked,0,,,,,
player,201309220rav,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201309220rav,rav,PierBe00,pass_long,0,,,,,
player,201309220rav,rav,PierBe00,pass_rating,,,,,,
player,201309220rav,rav,PierBe00,rush_att,24,,,,,
player,201309220rav,rav,PierBe00,rush_yds,65,,,,,
player,201309220rav,rav,PierBe00,rush_td,1,,,,,
player,201309220rav,rav,PierBe00,rush_long,25,,,,,
player,201309220rav,rav,PierBe00,targets,2,,,,,
player,201309220rav,rav,PierBe00,rec,2,,,,,
player,201309220rav,rav,PierBe00,rec_yds,7,,,,,
player,201309220rav,rav,PierBe00,rec_td,0,,,,,
player,201309220rav,rav,PierBe00,rec_long,5,,,,,
player,201309220rav,rav,PierBe00,fumbles,0,,,,,
player,201309220rav,rav,PierBe00,fumbles_lost,0,,,,,
player,201309220rav,rav,LeacVo00,pass_cmp,0,,,,,
player,201309220rav,rav,LeacVo00,pass_att,0,,,,,
player,201309220rav,rav,LeacVo00,pass_yds,0,,,,,
player,201309220rav,rav,LeacVo00,pass_td,0,,,,,
player,201309220rav,rav,LeacVo00,pass_int,0,,,,,
player,201309220rav,rav,LeacVo00,pass_sacked,0,,,,,
player,201309220rav,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201309220rav,rav,LeacVo00,pass_long,0,,,,,
player,201309220rav,rav,LeacVo00,pass_rating,,,,,,
player,201309220rav,rav,LeacVo00,rush_att,3,,,,,
player,201309220rav,rav,LeacVo00,rush_yds,8,,,,,
player,201309220rav,rav,LeacVo00,rush_td,0,,,,,
player,201309220rav,rav,LeacVo00,rush_long,5,,,,,
player,201309220rav,rav,LeacVo00,targets,2,,,,,
player,201309220rav,rav,LeacVo00,rec,2,,,,,
player,201309220rav,rav,LeacVo00,rec_yds,11,,,,,
player,201309220rav,rav,LeacVo00,rec_td,0,,,,,
player,201309220rav,rav,LeacVo00,rec_long,7,,,,,
player,201309220rav,rav,LeacVo00,fumbles,0,,,,,
player,201309220rav,rav,LeacVo00,fumbles_lost,0,,,,,
player,201309220rav,rav,DrauSh00,pass_cmp,0,,,,,
player,201309220rav,rav,DrauSh00,pass_att,0,,,,,
player,201309220rav,rav,DrauSh00,pass_yds,0,,,,,
player,201309220rav,rav,DrauSh00,pass_td,0,,,,,
player,201309220rav,rav,DrauSh00,pass_int,0,,,,,
player,201309220rav,rav,DrauSh00,pass_sacked,0,,,,,
player,201309220rav,rav,DrauSh00,pass_sacked_yds,0,,,,,
player,201309220rav,rav,DrauSh00,pass_long,0,,,,,
player,201309220rav,rav,DrauSh00,pass_rating,,,,,,
player,201309220rav,rav,DrauSh00,rush_att,4,,,,,
player,201309220rav,rav,DrauSh00,rush_yds,2,,,,,
player,201309220rav,rav,DrauSh00,rush_td,0,,,,,
player,201309220rav,rav,DrauSh00,rush_long,3,,,,,
player,201309220rav,rav,DrauSh00,targets,0,,,,,
player,201309220rav,rav,DrauSh00,rec,0,,,,,
player,201309220rav,rav,DrauSh00,rec_yds,0,,,,,
player,201309220rav,rav,DrauSh00,rec_td,0,,,,,
player,201309220rav,rav,DrauSh00,rec_long,0,,,,,
player,201309220rav,rav,DrauSh00,fumbles,0,,,,,
player,201309220rav,rav,DrauSh00,fumbles_lost,0,,,,,
player,201309220rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201309220rav,rav,SmitTo02,pass_att,0,,,,,
player,201309220rav,rav,SmitTo02,pass_yds,0,,,,,
player,201309220rav,rav,SmitTo02,pass_td,0,,,,,
player,201309220rav,rav,SmitTo02,pass_int,0,,,,,
player,201309220rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201309220rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201309220rav,rav,SmitTo02,pass_long,0,,,,,
player,201309220rav,rav,SmitTo02,pass_rating,,,,,,
player,201309220rav,rav,SmitTo02,rush_att,0,,,,,
player,201309220rav,rav,SmitTo02,rush_yds,0,,,,,
player,201309220rav,rav,SmitTo02,rush_td,0,,,,,
player,201309220rav,rav,SmitTo02,rush_long,0,,,,,
player,201309220rav,rav,SmitTo02,targets,9,,,,,
player,201309220rav,rav,SmitTo02,rec,5,,,,,
player,201309220rav,rav,SmitTo02,rec_yds,92,,,,,
player,201309220rav,rav,SmitTo02,rec_td,0,,,,,
player,201309220rav,rav,SmitTo02,rec_long,48,,,,,
player,201309220rav,rav,SmitTo02,fumbles,0,,,,,
player,201309220rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201309220rav,rav,ClarDa00,pass_cmp,0,,,,,
player,201309220rav,rav,ClarDa00,pass_att,0,,,,,
player,201309220rav,rav,ClarDa00,pass_yds,0,,,,,
player,201309220rav,rav,ClarDa00,pass_td,0,,,,,
player,201309220rav,rav,ClarDa00,pass_int,0,,,,,
player,201309220rav,rav,ClarDa00,pass_sacked,0,,,,,
player,201309220rav,rav,ClarDa00,pass_sacked_yds,0,,,,,
player,201309220rav,rav,ClarDa00,pass_long,0,,,,,
player,201309220rav,rav,ClarDa00,pass_rating,,,,,,
player,201309220rav,rav,ClarDa00,rush_att,0,,,,,
player,201309220rav,rav,ClarDa00,rush_yds,0,,,,,
player,201309220rav,rav,ClarDa00,rush_td,0,,,,,
player,201309220rav,rav,ClarDa00,rush_long,0,,,,,
player,201309220rav,rav,ClarDa00,targets,7,,,,,
player,201309220rav,rav,ClarDa00,rec,4,,,,,
player,201309220rav,rav,ClarDa00,rec_yds,46,,,,,
player,201309220rav,rav,ClarDa00,rec_td,0,,,,,
player,201309220rav,rav,ClarDa00,rec_long,21,,,,,
player,201309220rav,rav,ClarDa00,fumbles,0,,,,,
player,201309220rav,rav,ClarDa00,fumbles_lost,0,,,,,
player,201309220rav,rav,StokBr00,pass_cmp,0,,,,,
player,201309220rav,rav,StokBr00,pass_att,0,,,,,
player,201309220rav,rav,StokBr00,pass_yds,0,,,,,
player,201309220rav,rav,StokBr00,pass_td,0,,,,,
player,201309220rav,rav,StokBr00,pass_int,0,,,,,
player,201309220rav,rav,StokBr00,pass_sacked,0,,,,,
player,201309220rav,rav,StokBr00,pass_sacked_yds,0,,,,,
player,201309220rav,rav,StokBr00,pass_long,0,,,,,
player,201309220rav,rav,StokBr00,pass_rating,,,,,,
player,201309220rav,rav,StokBr00,rush_att,0,,,,,
player,201309220rav,rav,StokBr00,rush_yds,0,,,,,
player,201309220rav,rav,StokBr00,rush_td,0,,,,,
player,201309220rav,rav,StokBr00,rush_long,0,,,,,
player,201309220rav,rav,StokBr00,targets,1,,,,,
player,201309220rav,rav,StokBr00,rec,1,,,,,
player,201309220rav,rav,StokBr00,rec_yds,9,,,,,
player,201309220rav,rav,StokBr00,rec_td,0,,,,,
player,201309220rav,rav,StokBr00,rec_long,9,,,,,
player,201309220rav,rav,StokBr00,fumbles,0,,,,,
player,201309220rav,rav,StokBr00,fumbles_lost,0,,,,,
player,201309220rav,rav,BrowMa00,pass_cmp,0,,,,,
player,201309220rav,rav,BrowMa00,pass_att,0,,,,,
player,201309220rav,rav,BrowMa00,pass_yds,0,,,,,
player,201309220rav,rav,BrowMa00,pass_td,0,,,,,
player,201309220rav,rav,BrowMa00,pass_int,0,,,,,
player,201309220rav,rav,BrowMa00,pass_sacked,0,,,,,
player,201309220rav,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201309220rav,rav,BrowMa00,pass_long,0,,,,,
player,201309220rav,rav,BrowMa00,pass_rating,,,,,,
player,201309220rav,rav,BrowMa00,rush_att,0,,,,,
player,201309220rav,rav,BrowMa00,rush_yds,0,,,,,
player,201309220rav,rav,BrowMa00,rush_td,0,,,,,
player,201309220rav,rav,BrowMa00,rush_long,0,,,,,
player,201309220rav,rav,BrowMa00,targets,3,,,,,
player,201309220rav,rav,BrowMa00,rec,2,,,,,
player,201309220rav,rav,BrowMa00,rec_yds,6,,,,,
player,201309220rav,rav,BrowMa00,rec_td,0,,,,,
player,201309220rav,rav,BrowMa00,rec_long,4,,,,,
player,201309220rav,rav,BrowMa00,fumbles,0,,,,,
player,201309220rav,rav,BrowMa00,fumbles_lost,0,,,,,
player,201309220rav,htx,WattJ.00,def_int,0,,,,,
player,201309220rav,htx,WattJ.00,def_int_yds,0,,,,,
player,201309220rav,htx,WattJ.00,def_int_td,0,,,,,
player,201309220rav,htx,WattJ.00,def_int_long,0,,,,,
player,201309220rav,htx,WattJ.00,pass_defended,0,,,,,
player,201309220rav,htx,WattJ.00,sacks,1.0,,,,,
player,201309220rav,htx,WattJ.00,tackles_combined,9,,,,,
player,201309220rav,htx,WattJ.00,tackles_solo,6,,,,,
player,201309220rav,htx,WattJ.00,tackles_assists,3,,,,,
player,201309220rav,htx,WattJ.00,tackles_loss,3,,,,,
player,201309220rav,htx,WattJ.00,qb_hits,1,,,,,
player,201309220rav,htx,WattJ.00,fumbles_rec,0,,,,,
player,201309220rav,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201309220rav,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201309220rav,htx,WattJ.00,fumbles_forced,0,,,,,
player,201309220rav,htx,SmitAn22,def_int,0,,,,,
player,201309220rav,htx,SmitAn22,def_int_yds,0,,,,,
player,201309220rav,htx,SmitAn22,def_int_td,0,,,,,
player,201309220rav,htx,SmitAn22,def_int_long,0,,,,,
player,201309220rav,htx,SmitAn22,pass_defended,0,,,,,
player,201309220rav,htx,SmitAn22,sacks,1.0,,,,,
player,201309220rav,htx,SmitAn22,tackles_combined,2,,,,,
player,201309220rav,htx,SmitAn22,tackles_solo,2,,,,,
player,201309220rav,htx,SmitAn22,tackles_assists,0,,,,,
player,201309220rav,htx,SmitAn22,tackles_loss,0,,,,,
player,201309220rav,htx,SmitAn22,qb_hits,0,,,,,
player,201309220rav,htx,SmitAn22,fumbles_rec,0,,,,,
player,201309220rav,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201309220rav,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201309220rav,htx,SmitAn22,fumbles_forced,1,,,,,
player,201309220rav,htx,CushBr99,def_int,0,,,,,
player,201309220rav,htx,CushBr99,def_int_yds,0,,,,,
player,201309220rav,htx,CushBr99,def_int_td,0,,,,,
player,201309220rav,htx,CushBr99,def_int_long,0,,,,,
player,201309220rav,htx,CushBr99,pass_defended,0,,,,,
player,201309220rav,htx,CushBr99,sacks,0.0,,,,,
player,201309220rav,htx,CushBr99,tackles_combined,8,,,,,
player,201309220rav,htx,CushBr99,tackles_solo,5,,,,,
player,201309220rav,htx,CushBr99,tackles_assists,3,,,,,
player,201309220rav,htx,CushBr99,tackles_loss,1,,,,,
player,201309220rav,htx,CushBr99,qb_hits,0,,,,,
player,201309220rav,htx,CushBr99,fumbles_rec,0,,,,,
player,201309220rav,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201309220rav,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201309220rav,htx,CushBr99,fumbles_forced,0,,,,,
player,201309220rav,htx,ReedBr00,def_int,0,,,,,
player,201309220rav,htx,ReedBr00,def_int_yds,0,,,,,
player,201309220rav,htx,ReedBr00,def_int_td,0,,,,,
player,201309220rav,htx,ReedBr00,def_int_long,0,,,,,
player,201309220rav,htx,ReedBr00,pass_defended,0,,,,,
player,201309220rav,htx,ReedBr00,sacks,0.0,,,,,
player,201309220rav,htx,ReedBr00,tackles_combined,7,,,,,
player,201309220rav,htx,ReedBr00,tackles_solo,3,,,,,
player,201309220rav,htx,ReedBr00,tackles_assists,4,,,,,
player,201309220rav,htx,ReedBr00,tackles_loss,1,,,,,
player,201309220rav,htx,ReedBr00,qb_hits,0,,,,,
player,201309220rav,htx,ReedBr00,fumbles_rec,0,,,,,
player,201309220rav,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201309220rav,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201309220rav,htx,ReedBr00,fumbles_forced,0,,,,,
player,201309220rav,htx,MaysJo99,def_int,0,,,,,
player,201309220rav,htx,MaysJo99,def_int_yds,0,,,,,
player,201309220rav,htx,MaysJo99,def_int_td,0,,,,,
player,201309220rav,htx,MaysJo99,def_int_long,0,,,,,
player,201309220rav,htx,MaysJo99,pass_defended,0,,,,,
player,201309220rav,htx,MaysJo99,sacks,0.0,,,,,
player,201309220rav,htx,MaysJo99,tackles_combined,5,,,,,
player,201309220rav,htx,MaysJo99,tackles_solo,2,,,,,
player,201309220rav,htx,MaysJo99,tackles_assists,3,,,,,
player,201309220rav,htx,MaysJo99,tackles_loss,1,,,,,
player,201309220rav,htx,MaysJo99,qb_hits,0,,,,,
player,201309220rav,htx,MaysJo99,fumbles_rec,0,,,,,
player,201309220rav,htx,MaysJo99,fumbles_rec_yds,0,,,,,
player,201309220rav,htx,MaysJo99,fumbles_rec_td,0,,,,,
player,201309220rav,htx,MaysJo99,fumbles_forced,0,,,,,
player,201309220rav,htx,MercWh00,def_int,0,,,,,
player,201309220rav,htx,MercWh00,def_int_yds,0,,,,,
player,201309220rav,htx,MercWh00,def_int_td,0,,,,,
player,201309220rav,htx,MercWh00,def_int_long,0,,,,,
player,201309220rav,htx,MercWh00,pass_defended,0,,,,,
player,201309220rav,htx,MercWh00,sacks,0.0,,,,,
player,201309220rav,htx,MercWh00,tackles_combined,5,,,,,
player,201309220rav,htx,MercWh00,tackles_solo,2,,,,,
player,201309220rav,htx,MercWh00,tackles_assists,3,,,,,
player,201309220rav,htx,MercWh00,tackles_loss,0,,,,,
player,201309220rav,htx,MercWh00,qb_hits,1,,,,,
player,201309220rav,htx,MercWh00,fumbles_rec,0,,,,,
player,201309220rav,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201309220rav,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201309220rav,htx,MercWh00,fumbles_forced,0,,,,,
player,201309220rav,htx,JackKa99,def_int,0,,,,,
