game,2013,12,20131124,201311240det,tam,"Tampa Bay Buccaneers",24,det,"Detroit Lions",21
player,201311240det,tam,McCoGe99,fumbles_forced,0,,,,,
player,201311240det,tam,ReviDa99,def_int,0,,,,,
player,201311240det,tam,ReviDa99,def_int_yds,0,,,,,
player,201311240det,tam,ReviDa99,def_int_td,0,,,,,
player,201311240det,tam,ReviDa99,def_int_long,0,,,,,
player,201311240det,tam,ReviDa99,pass_defended,0,,,,,
player,201311240det,tam,ReviDa99,sacks,0.0,,,,,
player,201311240det,tam,ReviDa99,tackles_combined,3,,,,,
player,201311240det,tam,ReviDa99,tackles_solo,3,,,,,
player,201311240det,tam,ReviDa99,tackles_assists,0,,,,,
player,201311240det,tam,ReviDa99,tackles_loss,0,,,,,
player,201311240det,tam,ReviDa99,qb_hits,0,,,,,
player,201311240det,tam,ReviDa99,fumbles_rec,0,,,,,
player,201311240det,tam,ReviDa99,fumbles_rec_yds,0,,,,,
player,201311240det,tam,ReviDa99,fumbles_rec_td,0,,,,,
player,201311240det,tam,ReviDa99,fumbles_forced,0,,,,,
player,201311240det,tam,SpenAk00,def_int,0,,,,,
player,201311240det,tam,SpenAk00,def_int_yds,0,,,,,
player,201311240det,tam,SpenAk00,def_int_td,0,,,,,
player,201311240det,tam,SpenAk00,def_int_long,0,,,,,
player,201311240det,tam,SpenAk00,pass_defended,0,,,,,
player,201311240det,tam,SpenAk00,sacks,0.0,,,,,
player,201311240det,tam,SpenAk00,tackles_combined,3,,,,,
player,201311240det,tam,SpenAk00,tackles_solo,1,,,,,
player,201311240det,tam,SpenAk00,tackles_assists,2,,,,,
player,201311240det,tam,SpenAk00,tackles_loss,0,,,,,
player,201311240det,tam,SpenAk00,qb_hits,0,,,,,
player,201311240det,tam,SpenAk00,fumbles_rec,0,,,,,
player,201311240det,tam,SpenAk00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,SpenAk00,fumbles_rec_td,0,,,,,
player,201311240det,tam,SpenAk00,fumbles_forced,0,,,,,
player,201311240det,tam,Teo-Da99,def_int,0,,,,,
player,201311240det,tam,Teo-Da99,def_int_yds,0,,,,,
player,201311240det,tam,Teo-Da99,def_int_td,0,,,,,
player,201311240det,tam,Teo-Da99,def_int_long,0,,,,,
player,201311240det,tam,Teo-Da99,pass_defended,0,,,,,
player,201311240det,tam,Teo-Da99,sacks,0.0,,,,,
player,201311240det,tam,Teo-Da99,tackles_combined,2,,,,,
player,201311240det,tam,Teo-Da99,tackles_solo,1,,,,,
player,201311240det,tam,Teo-Da99,tackles_assists,1,,,,,
player,201311240det,tam,Teo-Da99,tackles_loss,0,,,,,
player,201311240det,tam,Teo-Da99,qb_hits,1,,,,,
player,201311240det,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201311240det,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201311240det,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201311240det,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201311240det,tam,GholWi00,def_int,0,,,,,
player,201311240det,tam,GholWi00,def_int_yds,0,,,,,
player,201311240det,tam,GholWi00,def_int_td,0,,,,,
player,201311240det,tam,GholWi00,def_int_long,0,,,,,
player,201311240det,tam,GholWi00,pass_defended,0,,,,,
player,201311240det,tam,GholWi00,sacks,0.0,,,,,
player,201311240det,tam,GholWi00,tackles_combined,1,,,,,
player,201311240det,tam,GholWi00,tackles_solo,1,,,,,
player,201311240det,tam,GholWi00,tackles_assists,0,,,,,
player,201311240det,tam,GholWi00,tackles_loss,0,,,,,
player,201311240det,tam,GholWi00,qb_hits,1,,,,,
player,201311240det,tam,GholWi00,fumbles_rec,0,,,,,
player,201311240det,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201311240det,tam,GholWi00,fumbles_forced,0,,,,,
player,201311240det,tam,McCrKe00,def_int,0,,,,,
player,201311240det,tam,McCrKe00,def_int_yds,0,,,,,
player,201311240det,tam,McCrKe00,def_int_td,0,,,,,
player,201311240det,tam,McCrKe00,def_int_long,0,,,,,
player,201311240det,tam,McCrKe00,pass_defended,1,,,,,
player,201311240det,tam,McCrKe00,sacks,0.0,,,,,
player,201311240det,tam,McCrKe00,tackles_combined,1,,,,,
player,201311240det,tam,McCrKe00,tackles_solo,1,,,,,
player,201311240det,tam,McCrKe00,tackles_assists,0,,,,,
player,201311240det,tam,McCrKe00,tackles_loss,0,,,,,
player,201311240det,tam,McCrKe00,qb_hits,0,,,,,
player,201311240det,tam,McCrKe00,fumbles_rec,1,,,,,
player,201311240det,tam,McCrKe00,fumbles_rec_yds,17,,,,,
player,201311240det,tam,McCrKe00,fumbles_rec_td,0,,,,,
player,201311240det,tam,McCrKe00,fumbles_forced,0,,,,,
player,201311240det,tam,ShepRu00,def_int,0,,,,,
player,201311240det,tam,ShepRu00,def_int_yds,0,,,,,
player,201311240det,tam,ShepRu00,def_int_td,0,,,,,
player,201311240det,tam,ShepRu00,def_int_long,0,,,,,
player,201311240det,tam,ShepRu00,pass_defended,0,,,,,
player,201311240det,tam,ShepRu00,sacks,0.0,,,,,
player,201311240det,tam,ShepRu00,tackles_combined,1,,,,,
player,201311240det,tam,ShepRu00,tackles_solo,1,,,,,
player,201311240det,tam,ShepRu00,tackles_assists,0,,,,,
player,201311240det,tam,ShepRu00,tackles_loss,0,,,,,
player,201311240det,tam,ShepRu00,qb_hits,0,,,,,
player,201311240det,tam,ShepRu00,fumbles_rec,0,,,,,
player,201311240det,tam,ShepRu00,fumbles_rec_yds,0,,,,,
player,201311240det,tam,ShepRu00,fumbles_rec_td,0,,,,,
player,201311240det,tam,ShepRu00,fumbles_forced,0,,,,,
player,201311240det,tam,WrigTi01,def_int,0,,,,,
player,201311240det,tam,WrigTi01,def_int_yds,0,,,,,
player,201311240det,tam,WrigTi01,def_int_td,0,,,,,
player,201311240det,tam,WrigTi01,def_int_long,0,,,,,
player,201311240det,tam,WrigTi01,pass_defended,0,,,,,
player,201311240det,tam,WrigTi01,sacks,0.0,,,,,
player,201311240det,tam,WrigTi01,tackles_combined,1,,,,,
player,201311240det,tam,WrigTi01,tackles_solo,1,,,,,
player,201311240det,tam,WrigTi01,tackles_assists,0,,,,,
player,201311240det,tam,WrigTi01,tackles_loss,0,,,,,
player,201311240det,tam,WrigTi01,qb_hits,0,,,,,
player,201311240det,tam,WrigTi01,fumbles_rec,0,,,,,
player,201311240det,tam,WrigTi01,fumbles_rec_yds,0,,,,,
player,201311240det,tam,WrigTi01,fumbles_rec_td,0,,,,,
player,201311240det,tam,WrigTi01,fumbles_forced,0,,,,,
player,201311240det,tam,CasiJo99,def_int,0,,,,,
player,201311240det,tam,CasiJo99,def_int_yds,0,,,,,
player,201311240det,tam,CasiJo99,def_int_td,0,,,,,
player,201311240det,tam,CasiJo99,def_int_long,0,,,,,
player,201311240det,tam,CasiJo99,pass_defended,1,,,,,
player,201311240det,tam,CasiJo99,sacks,0.0,,,,,
player,201311240det,tam,CasiJo99,tackles_combined,0,,,,,
player,201311240det,tam,CasiJo99,tackles_solo,0,,,,,
player,201311240det,tam,CasiJo99,tackles_assists,0,,,,,
player,201311240det,tam,CasiJo99,tackles_loss,0,,,,,
player,201311240det,tam,CasiJo99,qb_hits,0,,,,,
player,201311240det,tam,CasiJo99,fumbles_rec,0,,,,,
player,201311240det,tam,CasiJo99,fumbles_rec_yds,0,,,,,
player,201311240det,tam,CasiJo99,fumbles_rec_td,0,,,,,
player,201311240det,tam,CasiJo99,fumbles_forced,0,,,,,
player,201311240det,tam,LarsTe20,def_int,0,,,,,
player,201311240det,tam,LarsTe20,def_int_yds,0,,,,,
player,201311240det,tam,LarsTe20,def_int_td,0,,,,,
player,201311240det,tam,LarsTe20,def_int_long,0,,,,,
player,201311240det,tam,LarsTe20,pass_defended,0,,,,,
player,201311240det,tam,LarsTe20,sacks,0.0,,,,,
player,201311240det,tam,LarsTe20,tackles_combined,0,,,,,
player,201311240det,tam,LarsTe20,tackles_solo,0,,,,,
player,201311240det,tam,LarsTe20,tackles_assists,0,,,,,
player,201311240det,tam,LarsTe20,tackles_loss,0,,,,,
player,201311240det,tam,LarsTe20,qb_hits,0,,,,,
player,201311240det,tam,LarsTe20,fumbles_rec,1,,,,,
player,201311240det,tam,LarsTe20,fumbles_rec_yds,0,,,,,
player,201311240det,tam,LarsTe20,fumbles_rec_td,0,,,,,
player,201311240det,tam,LarsTe20,fumbles_forced,0,,,,,
player,201311240det,det,AnsaEz00,def_int,0,,,,,
player,201311240det,det,AnsaEz00,def_int_yds,0,,,,,
player,201311240det,det,AnsaEz00,def_int_td,0,,,,,
player,201311240det,det,AnsaEz00,def_int_long,0,,,,,
player,201311240det,det,AnsaEz00,pass_defended,0,,,,,
player,201311240det,det,AnsaEz00,sacks,2.0,,,,,
player,201311240det,det,AnsaEz00,tackles_combined,2,,,,,
player,201311240det,det,AnsaEz00,tackles_solo,2,,,,,
player,201311240det,det,AnsaEz00,tackles_assists,0,,,,,
player,201311240det,det,AnsaEz00,tackles_loss,2,,,,,
player,201311240det,det,AnsaEz00,qb_hits,2,,,,,
player,201311240det,det,AnsaEz00,fumbles_rec,0,,,,,
player,201311240det,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201311240det,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201311240det,det,AnsaEz00,fumbles_forced,0,,,,,
player,201311240det,det,QuinGl99,def_int,0,,,,,
player,201311240det,det,QuinGl99,def_int_yds,0,,,,,
player,201311240det,det,QuinGl99,def_int_td,0,,,,,
player,201311240det,det,QuinGl99,def_int_long,0,,,,,
player,201311240det,det,QuinGl99,pass_defended,0,,,,,
player,201311240det,det,QuinGl99,sacks,1.0,,,,,
player,201311240det,det,QuinGl99,tackles_combined,4,,,,,
player,201311240det,det,QuinGl99,tackles_solo,2,,,,,
player,201311240det,det,QuinGl99,tackles_assists,2,,,,,
player,201311240det,det,QuinGl99,tackles_loss,1,,,,,
player,201311240det,det,QuinGl99,qb_hits,1,,,,,
player,201311240det,det,QuinGl99,fumbles_rec,0,,,,,
player,201311240det,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201311240det,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201311240det,det,QuinGl99,fumbles_forced,0,,,,,
player,201311240det,det,YounWi99,def_int,0,,,,,
player,201311240det,det,YounWi99,def_int_yds,0,,,,,
player,201311240det,det,YounWi99,def_int_td,0,,,,,
player,201311240det,det,YounWi99,def_int_long,0,,,,,
player,201311240det,det,YounWi99,pass_defended,0,,,,,
player,201311240det,det,YounWi99,sacks,1.0,,,,,
player,201311240det,det,YounWi99,tackles_combined,3,,,,,
player,201311240det,det,YounWi99,tackles_solo,2,,,,,
player,201311240det,det,YounWi99,tackles_assists,1,,,,,
player,201311240det,det,YounWi99,tackles_loss,1,,,,,
player,201311240det,det,YounWi99,qb_hits,1,,,,,
player,201311240det,det,YounWi99,fumbles_rec,0,,,,,
player,201311240det,det,YounWi99,fumbles_rec_yds,0,,,,,
player,201311240det,det,YounWi99,fumbles_rec_td,0,,,,,
player,201311240det,det,YounWi99,fumbles_forced,0,,,,,
player,201311240det,det,TullSt20,def_int,0,,,,,
player,201311240det,det,TullSt20,def_int_yds,0,,,,,
player,201311240det,det,TullSt20,def_int_td,0,,,,,
player,201311240det,det,TullSt20,def_int_long,0,,,,,
player,201311240det,det,TullSt20,pass_defended,0,,,,,
player,201311240det,det,TullSt20,sacks,0.0,,,,,
player,201311240det,det,TullSt20,tackles_combined,10,,,,,
player,201311240det,det,TullSt20,tackles_solo,6,,,,,
player,201311240det,det,TullSt20,tackles_assists,4,,,,,
player,201311240det,det,TullSt20,tackles_loss,1,,,,,
player,201311240det,det,TullSt20,qb_hits,0,,,,,
player,201311240det,det,TullSt20,fumbles_rec,0,,,,,
player,201311240det,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201311240det,det,TullSt20,fumbles_rec_td,0,,,,,
player,201311240det,det,TullSt20,fumbles_forced,0,,,,,
player,201311240det,det,LevyDe99,def_int,0,,,,,
player,201311240det,det,LevyDe99,def_int_yds,0,,,,,
player,201311240det,det,LevyDe99,def_int_td,0,,,,,
player,201311240det,det,LevyDe99,def_int_long,0,,,,,
player,201311240det,det,LevyDe99,pass_defended,1,,,,,
player,201311240det,det,LevyDe99,sacks,0.0,,,,,
player,201311240det,det,LevyDe99,tackles_combined,9,,,,,
player,201311240det,det,LevyDe99,tackles_solo,6,,,,,
player,201311240det,det,LevyDe99,tackles_assists,3,,,,,
player,201311240det,det,LevyDe99,tackles_loss,0,,,,,
player,201311240det,det,LevyDe99,qb_hits,0,,,,,
player,201311240det,det,LevyDe99,fumbles_rec,0,,,,,
player,201311240det,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201311240det,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201311240det,det,LevyDe99,fumbles_forced,0,,,,,
player,201311240det,det,CareDo00,def_int,0,,,,,
player,201311240det,det,CareDo00,def_int_yds,0,,,,,
player,201311240det,det,CareDo00,def_int_td,0,,,,,
player,201311240det,det,CareDo00,def_int_long,0,,,,,
player,201311240det,det,CareDo00,pass_defended,1,,,,,
player,201311240det,det,CareDo00,sacks,0.0,,,,,
player,201311240det,det,CareDo00,tackles_combined,3,,,,,
player,201311240det,det,CareDo00,tackles_solo,2,,,,,
player,201311240det,det,CareDo00,tackles_assists,1,,,,,
player,201311240det,det,CareDo00,tackles_loss,0,,,,,
player,201311240det,det,CareDo00,qb_hits,0,,,,,
player,201311240det,det,CareDo00,fumbles_rec,0,,,,,
player,201311240det,det,CareDo00,fumbles_rec_yds,0,,,,,
player,201311240det,det,CareDo00,fumbles_rec_td,0,,,,,
player,201311240det,det,CareDo00,fumbles_forced,1,,,,,
player,201311240det,det,MathRa99,def_int,0,,,,,
player,201311240det,det,MathRa99,def_int_yds,0,,,,,
player,201311240det,det,MathRa99,def_int_td,0,,,,,
player,201311240det,det,MathRa99,def_int_long,0,,,,,
player,201311240det,det,MathRa99,pass_defended,0,,,,,
player,201311240det,det,MathRa99,sacks,0.0,,,,,
player,201311240det,det,MathRa99,tackles_combined,3,,,,,
player,201311240det,det,MathRa99,tackles_solo,3,,,,,
player,201311240det,det,MathRa99,tackles_assists,0,,,,,
player,201311240det,det,MathRa99,tackles_loss,0,,,,,
player,201311240det,det,MathRa99,qb_hits,0,,,,,
player,201311240det,det,MathRa99,fumbles_rec,0,,,,,
player,201311240det,det,MathRa99,fumbles_rec_yds,0,,,,,
player,201311240det,det,MathRa99,fumbles_rec_td,0,,,,,
player,201311240det,det,MathRa99,fumbles_forced,0,,,,,
player,201311240det,det,SuhxNd99,def_int,0,,,,,
player,201311240det,det,SuhxNd99,def_int_yds,0,,,,,
player,201311240det,det,SuhxNd99,def_int_td,0,,,,,
player,201311240det,det,SuhxNd99,def_int_long,0,,,,,
player,201311240det,det,SuhxNd99,pass_defended,0,,,,,
player,201311240det,det,SuhxNd99,sacks,0.0,,,,,
player,201311240det,det,SuhxNd99,tackles_combined,3,,,,,
player,201311240det,det,SuhxNd99,tackles_solo,1,,,,,
player,201311240det,det,SuhxNd99,tackles_assists,2,,,,,
player,201311240det,det,SuhxNd99,tackles_loss,1,,,,,
player,201311240det,det,SuhxNd99,qb_hits,0,,,,,
player,201311240det,det,SuhxNd99,fumbles_rec,0,,,,,
player,201311240det,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201311240det,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201311240det,det,SuhxNd99,fumbles_forced,0,,,,,
player,201311240det,det,DelmLo99,def_int,0,,,,,
player,201311240det,det,DelmLo99,def_int_yds,0,,,,,
player,201311240det,det,DelmLo99,def_int_td,0,,,,,
player,201311240det,det,DelmLo99,def_int_long,0,,,,,
player,201311240det,det,DelmLo99,pass_defended,0,,,,,
player,201311240det,det,DelmLo99,sacks,0.0,,,,,
player,201311240det,det,DelmLo99,tackles_combined,2,,,,,
player,201311240det,det,DelmLo99,tackles_solo,2,,,,,
player,201311240det,det,DelmLo99,tackles_assists,0,,,,,
player,201311240det,det,DelmLo99,tackles_loss,0,,,,,
player,201311240det,det,DelmLo99,qb_hits,1,,,,,
player,201311240det,det,DelmLo99,fumbles_rec,0,,,,,
player,201311240det,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201311240det,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201311240det,det,DelmLo99,fumbles_forced,0,,,,,
player,201311240det,det,PalmAs99,def_int,0,,,,,
player,201311240det,det,PalmAs99,def_int_yds,0,,,,,
player,201311240det,det,PalmAs99,def_int_td,0,,,,,
player,201311240det,det,PalmAs99,def_int_long,0,,,,,
player,201311240det,det,PalmAs99,pass_defended,0,,,,,
player,201311240det,det,PalmAs99,sacks,0.0,,,,,
player,201311240det,det,PalmAs99,tackles_combined,2,,,,,
player,201311240det,det,PalmAs99,tackles_solo,2,,,,,
player,201311240det,det,PalmAs99,tackles_assists,0,,,,,
player,201311240det,det,PalmAs99,tackles_loss,1,,,,,
player,201311240det,det,PalmAs99,qb_hits,0,,,,,
player,201311240det,det,PalmAs99,fumbles_rec,0,,,,,
player,201311240det,det,PalmAs99,fumbles_rec_yds,0,,,,,
player,201311240det,det,PalmAs99,fumbles_rec_td,0,,,,,
player,201311240det,det,PalmAs99,fumbles_forced,0,,,,,
player,201311240det,det,SlayDa00,def_int,0,,,,,
player,201311240det,det,SlayDa00,def_int_yds,0,,,,,
player,201311240det,det,SlayDa00,def_int_td,0,,,,,
player,201311240det,det,SlayDa00,def_int_long,0,,,,,
player,201311240det,det,SlayDa00,pass_defended,0,,,,,
player,201311240det,det,SlayDa00,sacks,0.0,,,,,
player,201311240det,det,SlayDa00,tackles_combined,2,,,,,
player,201311240det,det,SlayDa00,tackles_solo,0,,,,,
player,201311240det,det,SlayDa00,tackles_assists,2,,,,,
player,201311240det,det,SlayDa00,tackles_loss,0,,,,,
player,201311240det,det,SlayDa00,qb_hits,0,,,,,
player,201311240det,det,SlayDa00,fumbles_rec,0,,,,,
player,201311240det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201311240det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201311240det,det,SlayDa00,fumbles_forced,0,,,,,
player,201311240det,det,BentBi00,def_int,0,,,,,
player,201311240det,det,BentBi00,def_int_yds,0,,,,,
player,201311240det,det,BentBi00,def_int_td,0,,,,,
player,201311240det,det,BentBi00,def_int_long,0,,,,,
player,201311240det,det,BentBi00,pass_defended,0,,,,,
player,201311240det,det,BentBi00,sacks,0.0,,,,,
player,201311240det,det,BentBi00,tackles_combined,1,,,,,
player,201311240det,det,BentBi00,tackles_solo,1,,,,,
player,201311240det,det,BentBi00,tackles_assists,0,,,,,
player,201311240det,det,BentBi00,tackles_loss,,,,,,
player,201311240det,det,BentBi00,qb_hits,,,,,,
player,201311240det,det,BentBi00,fumbles_rec,0,,,,,
player,201311240det,det,BentBi00,fumbles_rec_yds,0,,,,,
player,201311240det,det,BentBi00,fumbles_rec_td,0,,,,,
player,201311240det,det,BentBi00,fumbles_forced,0,,,,,
player,201311240det,det,FlueAn99,def_int,0,,,,,
player,201311240det,det,FlueAn99,def_int_yds,0,,,,,
player,201311240det,det,FlueAn99,def_int_td,0,,,,,
player,201311240det,det,FlueAn99,def_int_long,0,,,,,
player,201311240det,det,FlueAn99,pass_defended,0,,,,,
player,201311240det,det,FlueAn99,sacks,0.0,,,,,
player,201311240det,det,FlueAn99,tackles_combined,1,,,,,
player,201311240det,det,FlueAn99,tackles_solo,0,,,,,
player,201311240det,det,FlueAn99,tackles_assists,1,,,,,
player,201311240det,det,FlueAn99,tackles_loss,0,,,,,
player,201311240det,det,FlueAn99,qb_hits,0,,,,,
player,201311240det,det,FlueAn99,fumbles_rec,0,,,,,
player,201311240det,det,FlueAn99,fumbles_rec_yds,0,,,,,
player,201311240det,det,FlueAn99,fumbles_rec_td,0,,,,,
player,201311240det,det,FlueAn99,fumbles_forced,0,,,,,
player,201311240det,det,HousCh99,def_int,0,,,,,
player,201311240det,det,HousCh99,def_int_yds,0,,,,,
player,201311240det,det,HousCh99,def_int_td,0,,,,,
player,201311240det,det,HousCh99,def_int_long,0,,,,,
player,201311240det,det,HousCh99,pass_defended,1,,,,,
player,201311240det,det,HousCh99,sacks,0.0,,,,,
player,201311240det,det,HousCh99,tackles_combined,1,,,,,
player,201311240det,det,HousCh99,tackles_solo,1,,,,,
player,201311240det,det,HousCh99,tackles_assists,0,,,,,
player,201311240det,det,HousCh99,tackles_loss,0,,,,,
player,201311240det,det,HousCh99,qb_hits,0,,,,,
player,201311240det,det,HousCh99,fumbles_rec,0,,,,,
player,201311240det,det,HousCh99,fumbles_rec_yds,0,,,,,
player,201311240det,det,HousCh99,fumbles_rec_td,0,,,,,
player,201311240det,det,HousCh99,fumbles_forced,0,,,,,
player,201311240det,det,McInRo20,def_int,0,,,,,
player,201311240det,det,McInRo20,def_int_yds,0,,,,,
player,201311240det,det,McInRo20,def_int_td,0,,,,,
player,201311240det,det,McInRo20,def_int_long,0,,,,,
player,201311240det,det,McInRo20,pass_defended,0,,,,,
player,201311240det,det,McInRo20,sacks,0.0,,,,,
player,201311240det,det,McInRo20,tackles_combined,1,,,,,
player,201311240det,det,McInRo20,tackles_solo,1,,,,,
player,201311240det,det,McInRo20,tackles_assists,0,,,,,
player,201311240det,det,McInRo20,tackles_loss,0,,,,,
player,201311240det,det,McInRo20,qb_hits,0,,,,,
player,201311240det,det,McInRo20,fumbles_rec,0,,,,,
player,201311240det,det,McInRo20,fumbles_rec_yds,0,,,,,
player,201311240det,det,McInRo20,fumbles_rec_td,0,,,,,
player,201311240det,det,McInRo20,fumbles_forced,0,,,,,
player,201311240det,det,RiddTh00,def_int,0,,,,,
player,201311240det,det,RiddTh00,def_int_yds,0,,,,,
player,201311240det,det,RiddTh00,def_int_td,0,,,,,
player,201311240det,det,RiddTh00,def_int_long,0,,,,,
player,201311240det,det,RiddTh00,pass_defended,0,,,,,
player,201311240det,det,RiddTh00,sacks,0.0,,,,,
player,201311240det,det,RiddTh00,tackles_combined,1,,,,,
player,201311240det,det,RiddTh00,tackles_solo,1,,,,,
player,201311240det,det,RiddTh00,tackles_assists,0,,,,,
player,201311240det,det,RiddTh00,tackles_loss,0,,,,,
player,201311240det,det,RiddTh00,qb_hits,0,,,,,
player,201311240det,det,RiddTh00,fumbles_rec,0,,,,,
player,201311240det,det,RiddTh00,fumbles_rec_yds,0,,,,,
player,201311240det,det,RiddTh00,fumbles_rec_td,0,,,,,
player,201311240det,det,RiddTh00,fumbles_forced,0,,,,,
player,201311240det,det,WendJo99,def_int,0,,,,,
player,201311240det,det,WendJo99,def_int_yds,0,,,,,
player,201311240det,det,WendJo99,def_int_td,0,,,,,
player,201311240det,det,WendJo99,def_int_long,0,,,,,
player,201311240det,det,WendJo99,pass_defended,0,,,,,
player,201311240det,det,WendJo99,sacks,0.0,,,,,
player,201311240det,det,WendJo99,tackles_combined,1,,,,,
player,201311240det,det,WendJo99,tackles_solo,1,,,,,
player,201311240det,det,WendJo99,tackles_assists,0,,,,,
player,201311240det,det,WendJo99,tackles_loss,0,,,,,
player,201311240det,det,WendJo99,qb_hits,0,,,,,
player,201311240det,det,WendJo99,fumbles_rec,0,,,,,
player,201311240det,det,WendJo99,fumbles_rec_yds,0,,,,,
player,201311240det,det,WendJo99,fumbles_rec_td,0,,,,,
player,201311240det,det,WendJo99,fumbles_forced,0,,,,,
player,201311240det,det,WhitTa00,def_int,0,,,,,
player,201311240det,det,WhitTa00,def_int_yds,0,,,,,
player,201311240det,det,WhitTa00,def_int_td,0,,,,,
player,201311240det,det,WhitTa00,def_int_long,0,,,,,
player,201311240det,det,WhitTa00,pass_defended,0,,,,,
player,201311240det,det,WhitTa00,sacks,0.0,,,,,
player,201311240det,det,WhitTa00,tackles_combined,1,,,,,
player,201311240det,det,WhitTa00,tackles_solo,1,,,,,
player,201311240det,det,WhitTa00,tackles_assists,0,,,,,
player,201311240det,det,WhitTa00,tackles_loss,0,,,,,
player,201311240det,det,WhitTa00,qb_hits,0,,,,,
player,201311240det,det,WhitTa00,fumbles_rec,0,,,,,
player,201311240det,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201311240det,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201311240det,det,WhitTa00,fumbles_forced,0,,,,,
player,201311240det,det,FairNi00,def_int,0,,,,,
player,201311240det,det,FairNi00,def_int_yds,0,,,,,
player,201311240det,det,FairNi00,def_int_td,0,,,,,
player,201311240det,det,FairNi00,def_int_long,0,,,,,
player,201311240det,det,FairNi00,pass_defended,0,,,,,
player,201311240det,det,FairNi00,sacks,0.0,,,,,
player,201311240det,det,FairNi00,tackles_combined,0,,,,,
player,201311240det,det,FairNi00,tackles_solo,0,,,,,
player,201311240det,det,FairNi00,tackles_assists,0,,,,,
player,201311240det,det,FairNi00,tackles_loss,0,,,,,
player,201311240det,det,FairNi00,qb_hits,2,,,,,
player,201311240det,det,FairNi00,fumbles_rec,0,,,,,
player,201311240det,det,FairNi00,fumbles_rec_yds,0,,,,,
player,201311240det,det,FairNi00,fumbles_rec_td,0,,,,,
player,201311240det,det,FairNi00,fumbles_forced,0,,,,,
player,201311240det,tam,PageEr00,kick_ret,2,,,,,
player,201311240det,tam,PageEr00,kick_ret_yds,83,,,,,
player,201311240det,tam,PageEr00,kick_ret_yds_per_ret,41.5,,,,,
player,201311240det,tam,PageEr00,kick_ret_td,0,,,,,
player,201311240det,tam,PageEr00,kick_ret_long,44,,,,,
player,201311240det,tam,PageEr00,punt_ret,2,,,,,
player,201311240det,tam,PageEr00,punt_ret_yds,19,,,,,
player,201311240det,tam,PageEr00,punt_ret_yds_per_ret,9.5,,,,,
player,201311240det,tam,PageEr00,punt_ret_td,0,,,,,
player,201311240det,tam,PageEr00,punt_ret_long,17,,,,,
player,201311240det,det,RossJe01,kick_ret,2,,,,,
player,201311240det,det,RossJe01,kick_ret_yds,49,,,,,
player,201311240det,det,RossJe01,kick_ret_yds_per_ret,24.5,,,,,
player,201311240det,det,RossJe01,kick_ret_td,0,,,,,
player,201311240det,det,RossJe01,kick_ret_long,26,,,,,
player,201311240det,det,RossJe01,punt_ret,2,,,,,
player,201311240det,det,RossJe01,punt_ret_yds,42,,,,,
player,201311240det,det,RossJe01,punt_ret_yds_per_ret,21.0,,,,,
player,201311240det,det,RossJe01,punt_ret_td,0,,,,,
player,201311240det,det,RossJe01,punt_ret_long,42,,,,,
player,201311240det,tam,linderia01,xpm,3,,,,,
player,201311240det,tam,linderia01,xpa,3,,,,,
player,201311240det,tam,linderia01,fgm,1,,,,,
player,201311240det,tam,linderia01,fga,3,,,,,
player,201311240det,tam,linderia01,punt,0,,,,,
player,201311240det,tam,linderia01,punt_yds,0,,,,,
player,201311240det,tam,linderia01,punt_yds_per_punt,,,,,,
player,201311240det,tam,linderia01,punt_long,0,,,,,
player,201311240det,tam,koenemic01,xpm,,,,,,
player,201311240det,tam,koenemic01,xpa,,,,,,
player,201311240det,tam,koenemic01,fgm,,,,,,
player,201311240det,tam,koenemic01,fga,,,,,,
player,201311240det,tam,koenemic01,punt,5,,,,,
player,201311240det,tam,koenemic01,punt_yds,218,,,,,
player,201311240det,tam,koenemic01,punt_yds_per_punt,43.6,,,,,
player,201311240det,tam,koenemic01,punt_long,56,,,,,
player,201311240det,det,akersdav01,xpm,3,,,,,
player,201311240det,det,akersdav01,xpa,3,,,,,
player,201311240det,det,akersdav01,fgm,,,,,,
player,201311240det,det,akersdav01,fga,,,,,,
player,201311240det,det,akersdav01,punt,0,,,,,
player,201311240det,det,akersdav01,punt_yds,0,,,,,
player,201311240det,det,akersdav01,punt_yds_per_punt,,,,,,
