game,2013,3,20130922,201309220sfo,clt,"Indianapolis Colts",27,sfo,"San Francisco 49ers",7
player,201309220sfo,clt,FleeCo00,rush_yds,0,,,,,
player,201309220sfo,clt,FleeCo00,rush_td,0,,,,,
player,201309220sfo,clt,FleeCo00,rush_long,0,,,,,
player,201309220sfo,clt,FleeCo00,targets,2,,,,,
player,201309220sfo,clt,FleeCo00,rec,2,,,,,
player,201309220sfo,clt,FleeCo00,rec_yds,13,,,,,
player,201309220sfo,clt,FleeCo00,rec_td,0,,,,,
player,201309220sfo,clt,FleeCo00,rec_long,7,,,,,
player,201309220sfo,clt,FleeCo00,fumbles,0,,,,,
player,201309220sfo,clt,FleeCo00,fumbles_lost,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_cmp,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_att,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_yds,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_td,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_int,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_sacked,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_sacked_yds,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_long,0,,,,,
player,201309220sfo,clt,HaviSt00,pass_rating,,,,,,
player,201309220sfo,clt,HaviSt00,rush_att,0,,,,,
player,201309220sfo,clt,HaviSt00,rush_yds,0,,,,,
player,201309220sfo,clt,HaviSt00,rush_td,0,,,,,
player,201309220sfo,clt,HaviSt00,rush_long,0,,,,,
player,201309220sfo,clt,HaviSt00,targets,1,,,,,
player,201309220sfo,clt,HaviSt00,rec,1,,,,,
player,201309220sfo,clt,HaviSt00,rec_yds,0,,,,,
player,201309220sfo,clt,HaviSt00,rec_td,0,,,,,
player,201309220sfo,clt,HaviSt00,rec_long,0,,,,,
player,201309220sfo,clt,HaviSt00,fumbles,0,,,,,
player,201309220sfo,clt,HaviSt00,fumbles_lost,0,,,,,
player,201309220sfo,sfo,KaepCo00,pass_cmp,13,,,,,
player,201309220sfo,sfo,KaepCo00,pass_att,27,,,,,
player,201309220sfo,sfo,KaepCo00,pass_yds,150,,,,,
player,201309220sfo,sfo,KaepCo00,pass_td,0,,,,,
player,201309220sfo,sfo,KaepCo00,pass_int,1,,,,,
player,201309220sfo,sfo,KaepCo00,pass_sacked,3,,,,,
player,201309220sfo,sfo,KaepCo00,pass_sacked_yds,11,,,,,
player,201309220sfo,sfo,KaepCo00,pass_long,30,,,,,
player,201309220sfo,sfo,KaepCo00,pass_rating,49.9,,,,,
player,201309220sfo,sfo,KaepCo00,rush_att,7,,,,,
player,201309220sfo,sfo,KaepCo00,rush_yds,20,,,,,
player,201309220sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201309220sfo,sfo,KaepCo00,rush_long,14,,,,,
player,201309220sfo,sfo,KaepCo00,targets,0,,,,,
player,201309220sfo,sfo,KaepCo00,rec,0,,,,,
player,201309220sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201309220sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201309220sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201309220sfo,sfo,KaepCo00,fumbles,1,,,,,
player,201309220sfo,sfo,KaepCo00,fumbles_lost,1,,,,,
player,201309220sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201309220sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201309220sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201309220sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201309220sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201309220sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201309220sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201309220sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201309220sfo,sfo,GoreFr00,rush_att,11,,,,,
player,201309220sfo,sfo,GoreFr00,rush_yds,82,,,,,
player,201309220sfo,sfo,GoreFr00,rush_td,0,,,,,
player,201309220sfo,sfo,GoreFr00,rush_long,22,,,,,
player,201309220sfo,sfo,GoreFr00,targets,4,,,,,
player,201309220sfo,sfo,GoreFr00,rec,2,,,,,
player,201309220sfo,sfo,GoreFr00,rec_yds,21,,,,,
player,201309220sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201309220sfo,sfo,GoreFr00,rec_long,11,,,,,
player,201309220sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201309220sfo,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_cmp,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_att,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_yds,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_td,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_int,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_sacked,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_long,0,,,,,
player,201309220sfo,sfo,HuntKe00,pass_rating,,,,,,
player,201309220sfo,sfo,HuntKe00,rush_att,4,,,,,
player,201309220sfo,sfo,HuntKe00,rush_yds,14,,,,,
player,201309220sfo,sfo,HuntKe00,rush_td,1,,,,,
player,201309220sfo,sfo,HuntKe00,rush_long,13,,,,,
player,201309220sfo,sfo,HuntKe00,targets,1,,,,,
player,201309220sfo,sfo,HuntKe00,rec,1,,,,,
player,201309220sfo,sfo,HuntKe00,rec_yds,4,,,,,
player,201309220sfo,sfo,HuntKe00,rec_td,0,,,,,
player,201309220sfo,sfo,HuntKe00,rec_long,4,,,,,
player,201309220sfo,sfo,HuntKe00,fumbles,0,,,,,
player,201309220sfo,sfo,HuntKe00,fumbles_lost,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_cmp,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_att,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_yds,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_td,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_int,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_sacked,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_long,0,,,,,
player,201309220sfo,sfo,BoldAn00,pass_rating,,,,,,
player,201309220sfo,sfo,BoldAn00,rush_att,0,,,,,
player,201309220sfo,sfo,BoldAn00,rush_yds,0,,,,,
player,201309220sfo,sfo,BoldAn00,rush_td,0,,,,,
player,201309220sfo,sfo,BoldAn00,rush_long,0,,,,,
player,201309220sfo,sfo,BoldAn00,targets,8,,,,,
player,201309220sfo,sfo,BoldAn00,rec,5,,,,,
player,201309220sfo,sfo,BoldAn00,rec_yds,67,,,,,
player,201309220sfo,sfo,BoldAn00,rec_td,0,,,,,
player,201309220sfo,sfo,BoldAn00,rec_long,24,,,,,
player,201309220sfo,sfo,BoldAn00,fumbles,0,,,,,
player,201309220sfo,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201309220sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201309220sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201309220sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201309220sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201309220sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201309220sfo,sfo,CeleGa00,targets,2,,,,,
player,201309220sfo,sfo,CeleGa00,rec,1,,,,,
player,201309220sfo,sfo,CeleGa00,rec_yds,30,,,,,
player,201309220sfo,sfo,CeleGa00,rec_td,0,,,,,
player,201309220sfo,sfo,CeleGa00,rec_long,30,,,,,
player,201309220sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201309220sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_cmp,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_att,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_yds,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_td,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_int,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_sacked,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_long,0,,,,,
player,201309220sfo,sfo,WillKy01,pass_rating,,,,,,
player,201309220sfo,sfo,WillKy01,rush_att,0,,,,,
player,201309220sfo,sfo,WillKy01,rush_yds,0,,,,,
player,201309220sfo,sfo,WillKy01,rush_td,0,,,,,
player,201309220sfo,sfo,WillKy01,rush_long,0,,,,,
player,201309220sfo,sfo,WillKy01,targets,6,,,,,
player,201309220sfo,sfo,WillKy01,rec,2,,,,,
player,201309220sfo,sfo,WillKy01,rec_yds,12,,,,,
player,201309220sfo,sfo,WillKy01,rec_td,0,,,,,
player,201309220sfo,sfo,WillKy01,rec_long,6,,,,,
player,201309220sfo,sfo,WillKy01,fumbles,0,,,,,
player,201309220sfo,sfo,WillKy01,fumbles_lost,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_cmp,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_att,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_yds,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_td,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_int,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_sacked,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_long,0,,,,,
player,201309220sfo,sfo,MillBr02,pass_rating,,,,,,
player,201309220sfo,sfo,MillBr02,rush_att,0,,,,,
player,201309220sfo,sfo,MillBr02,rush_yds,0,,,,,
player,201309220sfo,sfo,MillBr02,rush_td,0,,,,,
player,201309220sfo,sfo,MillBr02,rush_long,0,,,,,
player,201309220sfo,sfo,MillBr02,targets,1,,,,,
player,201309220sfo,sfo,MillBr02,rec,1,,,,,
player,201309220sfo,sfo,MillBr02,rec_yds,10,,,,,
player,201309220sfo,sfo,MillBr02,rec_td,0,,,,,
player,201309220sfo,sfo,MillBr02,rec_long,10,,,,,
player,201309220sfo,sfo,MillBr02,fumbles,0,,,,,
player,201309220sfo,sfo,MillBr02,fumbles_lost,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_cmp,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_att,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_yds,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_td,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_int,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_sacked,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_long,0,,,,,
player,201309220sfo,sfo,McDoVa00,pass_rating,,,,,,
player,201309220sfo,sfo,McDoVa00,rush_att,0,,,,,
player,201309220sfo,sfo,McDoVa00,rush_yds,0,,,,,
player,201309220sfo,sfo,McDoVa00,rush_td,0,,,,,
player,201309220sfo,sfo,McDoVa00,rush_long,0,,,,,
player,201309220sfo,sfo,McDoVa00,targets,3,,,,,
player,201309220sfo,sfo,McDoVa00,rec,1,,,,,
player,201309220sfo,sfo,McDoVa00,rec_yds,6,,,,,
player,201309220sfo,sfo,McDoVa00,rec_td,0,,,,,
player,201309220sfo,sfo,McDoVa00,rec_long,6,,,,,
player,201309220sfo,sfo,McDoVa00,fumbles,0,,,,,
player,201309220sfo,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_cmp,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_att,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_yds,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_td,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_int,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_sacked,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_long,0,,,,,
player,201309220sfo,sfo,MoorMa02,pass_rating,,,,,,
player,201309220sfo,sfo,MoorMa02,rush_att,0,,,,,
player,201309220sfo,sfo,MoorMa02,rush_yds,0,,,,,
player,201309220sfo,sfo,MoorMa02,rush_td,0,,,,,
player,201309220sfo,sfo,MoorMa02,rush_long,0,,,,,
player,201309220sfo,sfo,MoorMa02,targets,1,,,,,
player,201309220sfo,sfo,MoorMa02,rec,0,,,,,
player,201309220sfo,sfo,MoorMa02,rec_yds,0,,,,,
player,201309220sfo,sfo,MoorMa02,rec_td,0,,,,,
player,201309220sfo,sfo,MoorMa02,rec_long,0,,,,,
player,201309220sfo,sfo,MoorMa02,fumbles,0,,,,,
player,201309220sfo,sfo,MoorMa02,fumbles_lost,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_cmp,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_att,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_yds,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_td,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_int,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_sacked,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_long,0,,,,,
player,201309220sfo,sfo,PattQu00,pass_rating,,,,,,
player,201309220sfo,sfo,PattQu00,rush_att,0,,,,,
player,201309220sfo,sfo,PattQu00,rush_yds,0,,,,,
player,201309220sfo,sfo,PattQu00,rush_td,0,,,,,
player,201309220sfo,sfo,PattQu00,rush_long,0,,,,,
player,201309220sfo,sfo,PattQu00,targets,1,,,,,
player,201309220sfo,sfo,PattQu00,rec,0,,,,,
player,201309220sfo,sfo,PattQu00,rec_yds,0,,,,,
player,201309220sfo,sfo,PattQu00,rec_td,0,,,,,
player,201309220sfo,sfo,PattQu00,rec_long,0,,,,,
player,201309220sfo,sfo,PattQu00,fumbles,0,,,,,
player,201309220sfo,sfo,PattQu00,fumbles_lost,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_cmp,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_att,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_yds,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_td,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_int,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_sacked,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_sacked_yds,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_long,0,,,,,
player,201309220sfo,sfo,DixoAn00,pass_rating,,,,,,
player,201309220sfo,sfo,DixoAn00,rush_att,1,,,,,
player,201309220sfo,sfo,DixoAn00,rush_yds,-1,,,,,
player,201309220sfo,sfo,DixoAn00,rush_td,0,,,,,
player,201309220sfo,sfo,DixoAn00,rush_long,-1,,,,,
player,201309220sfo,sfo,DixoAn00,targets,0,,,,,
player,201309220sfo,sfo,DixoAn00,rec,0,,,,,
player,201309220sfo,sfo,DixoAn00,rec_yds,0,,,,,
player,201309220sfo,sfo,DixoAn00,rec_td,0,,,,,
player,201309220sfo,sfo,DixoAn00,rec_long,0,,,,,
player,201309220sfo,sfo,DixoAn00,fumbles,0,,,,,
player,201309220sfo,sfo,DixoAn00,fumbles_lost,0,,,,,
player,201309220sfo,clt,VaugCa00,def_int,1,,,,,
player,201309220sfo,clt,VaugCa00,def_int_yds,1,,,,,
player,201309220sfo,clt,VaugCa00,def_int_td,0,,,,,
player,201309220sfo,clt,VaugCa00,def_int_long,1,,,,,
player,201309220sfo,clt,VaugCa00,pass_defended,1,,,,,
player,201309220sfo,clt,VaugCa00,sacks,0.0,,,,,
player,201309220sfo,clt,VaugCa00,tackles_combined,0,,,,,
player,201309220sfo,clt,VaugCa00,tackles_solo,0,,,,,
player,201309220sfo,clt,VaugCa00,tackles_assists,0,,,,,
player,201309220sfo,clt,VaugCa00,tackles_loss,0,,,,,
player,201309220sfo,clt,VaugCa00,qb_hits,0,,,,,
