game,2013,4,20130929,201309290sdg,dal,"Dallas Cowboys",21,sdg,"San Diego Chargers",30
player,201309290sdg,dal,MurrDe00,pass_long,0,,,,,
player,201309290sdg,dal,MurrDe00,pass_rating,,,,,,
player,201309290sdg,dal,MurrDe00,rush_att,14,,,,,
player,201309290sdg,dal,MurrDe00,rush_yds,70,,,,,
player,201309290sdg,dal,MurrDe00,rush_td,0,,,,,
player,201309290sdg,dal,MurrDe00,rush_long,14,,,,,
player,201309290sdg,dal,MurrDe00,targets,5,,,,,
player,201309290sdg,dal,MurrDe00,rec,5,,,,,
player,201309290sdg,dal,MurrDe00,rec_yds,22,,,,,
player,201309290sdg,dal,MurrDe00,rec_td,0,,,,,
player,201309290sdg,dal,MurrDe00,rec_long,9,,,,,
player,201309290sdg,dal,MurrDe00,fumbles,1,,,,,
player,201309290sdg,dal,MurrDe00,fumbles_lost,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_cmp,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_att,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_yds,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_td,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_int,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_sacked,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_long,0,,,,,
player,201309290sdg,dal,DunbLa00,pass_rating,,,,,,
player,201309290sdg,dal,DunbLa00,rush_att,1,,,,,
player,201309290sdg,dal,DunbLa00,rush_yds,7,,,,,
player,201309290sdg,dal,DunbLa00,rush_td,0,,,,,
player,201309290sdg,dal,DunbLa00,rush_long,7,,,,,
player,201309290sdg,dal,DunbLa00,targets,0,,,,,
player,201309290sdg,dal,DunbLa00,rec,0,,,,,
player,201309290sdg,dal,DunbLa00,rec_yds,0,,,,,
player,201309290sdg,dal,DunbLa00,rec_td,0,,,,,
player,201309290sdg,dal,DunbLa00,rec_long,0,,,,,
player,201309290sdg,dal,DunbLa00,fumbles,0,,,,,
player,201309290sdg,dal,DunbLa00,fumbles_lost,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_cmp,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_att,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_yds,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_td,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_int,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_sacked,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_long,0,,,,,
player,201309290sdg,dal,BryaDe01,pass_rating,,,,,,
player,201309290sdg,dal,BryaDe01,rush_att,0,,,,,
player,201309290sdg,dal,BryaDe01,rush_yds,0,,,,,
player,201309290sdg,dal,BryaDe01,rush_td,0,,,,,
player,201309290sdg,dal,BryaDe01,rush_long,0,,,,,
player,201309290sdg,dal,BryaDe01,targets,9,,,,,
player,201309290sdg,dal,BryaDe01,rec,6,,,,,
player,201309290sdg,dal,BryaDe01,rec_yds,81,,,,,
player,201309290sdg,dal,BryaDe01,rec_td,2,,,,,
player,201309290sdg,dal,BryaDe01,rec_long,34,,,,,
player,201309290sdg,dal,BryaDe01,fumbles,0,,,,,
player,201309290sdg,dal,BryaDe01,fumbles_lost,0,,,,,
player,201309290sdg,dal,WillTe01,pass_cmp,0,,,,,
player,201309290sdg,dal,WillTe01,pass_att,0,,,,,
player,201309290sdg,dal,WillTe01,pass_yds,0,,,,,
player,201309290sdg,dal,WillTe01,pass_td,0,,,,,
player,201309290sdg,dal,WillTe01,pass_int,0,,,,,
player,201309290sdg,dal,WillTe01,pass_sacked,0,,,,,
player,201309290sdg,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201309290sdg,dal,WillTe01,pass_long,0,,,,,
player,201309290sdg,dal,WillTe01,pass_rating,,,,,,
player,201309290sdg,dal,WillTe01,rush_att,0,,,,,
player,201309290sdg,dal,WillTe01,rush_yds,0,,,,,
player,201309290sdg,dal,WillTe01,rush_td,0,,,,,
player,201309290sdg,dal,WillTe01,rush_long,0,,,,,
player,201309290sdg,dal,WillTe01,targets,8,,,,,
player,201309290sdg,dal,WillTe01,rec,7,,,,,
player,201309290sdg,dal,WillTe01,rec_yds,71,,,,,
player,201309290sdg,dal,WillTe01,rec_td,0,,,,,
player,201309290sdg,dal,WillTe01,rec_long,14,,,,,
player,201309290sdg,dal,WillTe01,fumbles,1,,,,,
player,201309290sdg,dal,WillTe01,fumbles_lost,1,,,,,
player,201309290sdg,dal,WittJa00,pass_cmp,0,,,,,
player,201309290sdg,dal,WittJa00,pass_att,0,,,,,
player,201309290sdg,dal,WittJa00,pass_yds,0,,,,,
player,201309290sdg,dal,WittJa00,pass_td,0,,,,,
player,201309290sdg,dal,WittJa00,pass_int,0,,,,,
player,201309290sdg,dal,WittJa00,pass_sacked,0,,,,,
player,201309290sdg,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201309290sdg,dal,WittJa00,pass_long,0,,,,,
player,201309290sdg,dal,WittJa00,pass_rating,,,,,,
player,201309290sdg,dal,WittJa00,rush_att,0,,,,,
player,201309290sdg,dal,WittJa00,rush_yds,0,,,,,
player,201309290sdg,dal,WittJa00,rush_td,0,,,,,
player,201309290sdg,dal,WittJa00,rush_long,0,,,,,
player,201309290sdg,dal,WittJa00,targets,10,,,,,
player,201309290sdg,dal,WittJa00,rec,5,,,,,
player,201309290sdg,dal,WittJa00,rec_yds,43,,,,,
player,201309290sdg,dal,WittJa00,rec_td,0,,,,,
player,201309290sdg,dal,WittJa00,rec_long,11,,,,,
player,201309290sdg,dal,WittJa00,fumbles,0,,,,,
player,201309290sdg,dal,WittJa00,fumbles_lost,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_cmp,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_att,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_yds,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_td,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_int,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_sacked,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_long,0,,,,,
player,201309290sdg,dal,BeasCo00,pass_rating,,,,,,
player,201309290sdg,dal,BeasCo00,rush_att,0,,,,,
player,201309290sdg,dal,BeasCo00,rush_yds,0,,,,,
player,201309290sdg,dal,BeasCo00,rush_td,0,,,,,
player,201309290sdg,dal,BeasCo00,rush_long,0,,,,,
player,201309290sdg,dal,BeasCo00,targets,3,,,,,
player,201309290sdg,dal,BeasCo00,rec,3,,,,,
player,201309290sdg,dal,BeasCo00,rec_yds,16,,,,,
player,201309290sdg,dal,BeasCo00,rec_td,0,,,,,
player,201309290sdg,dal,BeasCo00,rec_long,6,,,,,
player,201309290sdg,dal,BeasCo00,fumbles,0,,,,,
player,201309290sdg,dal,BeasCo00,fumbles_lost,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_cmp,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_att,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_yds,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_td,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_int,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_sacked,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_long,0,,,,,
player,201309290sdg,dal,HarrDw00,pass_rating,,,,,,
player,201309290sdg,dal,HarrDw00,rush_att,0,,,,,
player,201309290sdg,dal,HarrDw00,rush_yds,0,,,,,
player,201309290sdg,dal,HarrDw00,rush_td,0,,,,,
player,201309290sdg,dal,HarrDw00,rush_long,0,,,,,
player,201309290sdg,dal,HarrDw00,targets,2,,,,,
player,201309290sdg,dal,HarrDw00,rec,1,,,,,
player,201309290sdg,dal,HarrDw00,rec_yds,13,,,,,
player,201309290sdg,dal,HarrDw00,rec_td,0,,,,,
player,201309290sdg,dal,HarrDw00,rec_long,13,,,,,
player,201309290sdg,dal,HarrDw00,fumbles,0,,,,,
player,201309290sdg,dal,HarrDw00,fumbles_lost,0,,,,,
player,201309290sdg,sdg,RivePh00,pass_cmp,35,,,,,
player,201309290sdg,sdg,RivePh00,pass_att,42,,,,,
player,201309290sdg,sdg,RivePh00,pass_yds,401,,,,,
player,201309290sdg,sdg,RivePh00,pass_td,3,,,,,
player,201309290sdg,sdg,RivePh00,pass_int,1,,,,,
player,201309290sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201309290sdg,sdg,RivePh00,pass_sacked_yds,7,,,,,
player,201309290sdg,sdg,RivePh00,pass_long,56,,,,,
player,201309290sdg,sdg,RivePh00,pass_rating,120.3,,,,,
player,201309290sdg,sdg,RivePh00,rush_att,0,,,,,
player,201309290sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201309290sdg,sdg,RivePh00,rush_td,0,,,,,
player,201309290sdg,sdg,RivePh00,rush_long,0,,,,,
player,201309290sdg,sdg,RivePh00,targets,0,,,,,
player,201309290sdg,sdg,RivePh00,rec,0,,,,,
player,201309290sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201309290sdg,sdg,RivePh00,rec_td,0,,,,,
player,201309290sdg,sdg,RivePh00,rec_long,0,,,,,
player,201309290sdg,sdg,RivePh00,fumbles,0,,,,,
player,201309290sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_att,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_td,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_int,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_long,0,,,,,
player,201309290sdg,sdg,MathRy00,pass_rating,,,,,,
player,201309290sdg,sdg,MathRy00,rush_att,19,,,,,
player,201309290sdg,sdg,MathRy00,rush_yds,62,,,,,
player,201309290sdg,sdg,MathRy00,rush_td,0,,,,,
player,201309290sdg,sdg,MathRy00,rush_long,7,,,,,
player,201309290sdg,sdg,MathRy00,targets,4,,,,,
player,201309290sdg,sdg,MathRy00,rec,4,,,,,
player,201309290sdg,sdg,MathRy00,rec_yds,41,,,,,
player,201309290sdg,sdg,MathRy00,rec_td,0,,,,,
player,201309290sdg,sdg,MathRy00,rec_long,14,,,,,
player,201309290sdg,sdg,MathRy00,fumbles,0,,,,,
player,201309290sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_cmp,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_att,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_yds,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_td,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_int,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_sacked,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_long,0,,,,,
player,201309290sdg,sdg,WoodDa02,pass_rating,,,,,,
player,201309290sdg,sdg,WoodDa02,rush_att,5,,,,,
player,201309290sdg,sdg,WoodDa02,rush_yds,32,,,,,
player,201309290sdg,sdg,WoodDa02,rush_td,0,,,,,
player,201309290sdg,sdg,WoodDa02,rush_long,14,,,,,
player,201309290sdg,sdg,WoodDa02,targets,7,,,,,
player,201309290sdg,sdg,WoodDa02,rec,5,,,,,
player,201309290sdg,sdg,WoodDa02,rec_yds,54,,,,,
player,201309290sdg,sdg,WoodDa02,rec_td,2,,,,,
player,201309290sdg,sdg,WoodDa02,rec_long,26,,,,,
player,201309290sdg,sdg,WoodDa02,fumbles,0,,,,,
player,201309290sdg,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_cmp,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_att,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_yds,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_td,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_int,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_sacked,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_long,0,,,,,
player,201309290sdg,sdg,McClLe00,pass_rating,,,,,,
player,201309290sdg,sdg,McClLe00,rush_att,2,,,,,
player,201309290sdg,sdg,McClLe00,rush_yds,11,,,,,
player,201309290sdg,sdg,McClLe00,rush_td,0,,,,,
player,201309290sdg,sdg,McClLe00,rush_long,6,,,,,
player,201309290sdg,sdg,McClLe00,targets,0,,,,,
player,201309290sdg,sdg,McClLe00,rec,0,,,,,
player,201309290sdg,sdg,McClLe00,rec_yds,0,,,,,
player,201309290sdg,sdg,McClLe00,rec_td,0,,,,,
player,201309290sdg,sdg,McClLe00,rec_long,0,,,,,
player,201309290sdg,sdg,McClLe00,fumbles,0,,,,,
player,201309290sdg,sdg,McClLe00,fumbles_lost,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_cmp,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_att,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_yds,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_td,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_int,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_sacked,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_long,0,,,,,
player,201309290sdg,sdg,BrowRo05,pass_rating,,,,,,
player,201309290sdg,sdg,BrowRo05,rush_att,1,,,,,
player,201309290sdg,sdg,BrowRo05,rush_yds,7,,,,,
player,201309290sdg,sdg,BrowRo05,rush_td,0,,,,,
player,201309290sdg,sdg,BrowRo05,rush_long,7,,,,,
player,201309290sdg,sdg,BrowRo05,targets,0,,,,,
player,201309290sdg,sdg,BrowRo05,rec,0,,,,,
player,201309290sdg,sdg,BrowRo05,rec_yds,0,,,,,
player,201309290sdg,sdg,BrowRo05,rec_td,0,,,,,
player,201309290sdg,sdg,BrowRo05,rec_long,0,,,,,
player,201309290sdg,sdg,BrowRo05,fumbles,0,,,,,
player,201309290sdg,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_att,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_td,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_int,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_long,0,,,,,
player,201309290sdg,sdg,GateAn00,pass_rating,,,,,,
player,201309290sdg,sdg,GateAn00,rush_att,0,,,,,
player,201309290sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201309290sdg,sdg,GateAn00,rush_td,0,,,,,
player,201309290sdg,sdg,GateAn00,rush_long,0,,,,,
player,201309290sdg,sdg,GateAn00,targets,10,,,,,
player,201309290sdg,sdg,GateAn00,rec,10,,,,,
player,201309290sdg,sdg,GateAn00,rec_yds,136,,,,,
player,201309290sdg,sdg,GateAn00,rec_td,1,,,,,
player,201309290sdg,sdg,GateAn00,rec_long,56,,,,,
player,201309290sdg,sdg,GateAn00,fumbles,0,,,,,
player,201309290sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201309290sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201309290sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201309290sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201309290sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201309290sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201309290sdg,sdg,AlleKe00,targets,6,,,,,
player,201309290sdg,sdg,AlleKe00,rec,5,,,,,
player,201309290sdg,sdg,AlleKe00,rec_yds,80,,,,,
player,201309290sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201309290sdg,sdg,AlleKe00,rec_long,31,,,,,
player,201309290sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201309290sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_att,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_yds,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_td,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_int,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_long,0,,,,,
player,201309290sdg,sdg,RoyaEd00,pass_rating,,,,,,
player,201309290sdg,sdg,RoyaEd00,rush_att,0,,,,,
player,201309290sdg,sdg,RoyaEd00,rush_yds,0,,,,,
player,201309290sdg,sdg,RoyaEd00,rush_td,0,,,,,
player,201309290sdg,sdg,RoyaEd00,rush_long,0,,,,,
player,201309290sdg,sdg,RoyaEd00,targets,3,,,,,
player,201309290sdg,sdg,RoyaEd00,rec,3,,,,,
player,201309290sdg,sdg,RoyaEd00,rec_yds,42,,,,,
player,201309290sdg,sdg,RoyaEd00,rec_td,0,,,,,
player,201309290sdg,sdg,RoyaEd00,rec_long,28,,,,,
player,201309290sdg,sdg,RoyaEd00,fumbles,0,,,,,
player,201309290sdg,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201309290sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201309290sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201309290sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201309290sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201309290sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201309290sdg,sdg,BrowVi00,targets,9,,,,,
player,201309290sdg,sdg,BrowVi00,rec,7,,,,,
player,201309290sdg,sdg,BrowVi00,rec_yds,41,,,,,
player,201309290sdg,sdg,BrowVi00,rec_td,0,,,,,
player,201309290sdg,sdg,BrowVi00,rec_long,19,,,,,
player,201309290sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201309290sdg,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_cmp,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_att,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_yds,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_td,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_int,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_sacked,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_sacked_yds,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_long,0,,,,,
player,201309290sdg,sdg,PhilJo00,pass_rating,,,,,,
player,201309290sdg,sdg,PhilJo00,rush_att,0,,,,,
player,201309290sdg,sdg,PhilJo00,rush_yds,0,,,,,
player,201309290sdg,sdg,PhilJo00,rush_td,0,,,,,
player,201309290sdg,sdg,PhilJo00,rush_long,0,,,,,
player,201309290sdg,sdg,PhilJo00,targets,1,,,,,
player,201309290sdg,sdg,PhilJo00,rec,1,,,,,
player,201309290sdg,sdg,PhilJo00,rec_yds,7,,,,,
player,201309290sdg,sdg,PhilJo00,rec_td,0,,,,,
player,201309290sdg,sdg,PhilJo00,rec_long,7,,,,,
player,201309290sdg,sdg,PhilJo00,fumbles,0,,,,,
player,201309290sdg,sdg,PhilJo00,fumbles_lost,0,,,,,
player,201309290sdg,dal,LeexSe99,def_int,1,,,,,
player,201309290sdg,dal,LeexSe99,def_int_yds,52,,,,,
player,201309290sdg,dal,LeexSe99,def_int_td,1,,,,,
player,201309290sdg,dal,LeexSe99,def_int_long,52,,,,,
player,201309290sdg,dal,LeexSe99,pass_defended,1,,,,,
player,201309290sdg,dal,LeexSe99,sacks,0.0,,,,,
player,201309290sdg,dal,LeexSe99,tackles_combined,18,,,,,
player,201309290sdg,dal,LeexSe99,tackles_solo,15,,,,,
player,201309290sdg,dal,LeexSe99,tackles_assists,3,,,,,
player,201309290sdg,dal,LeexSe99,tackles_loss,1,,,,,
player,201309290sdg,dal,LeexSe99,qb_hits,0,,,,,
player,201309290sdg,dal,LeexSe99,fumbles_rec,0,,,,,
player,201309290sdg,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201309290sdg,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201309290sdg,dal,LeexSe99,fumbles_forced,0,,,,,
player,201309290sdg,dal,SelvGe99,def_int,0,,,,,
player,201309290sdg,dal,SelvGe99,def_int_yds,0,,,,,
player,201309290sdg,dal,SelvGe99,def_int_td,0,,,,,
player,201309290sdg,dal,SelvGe99,def_int_long,0,,,,,
player,201309290sdg,dal,SelvGe99,pass_defended,1,,,,,
player,201309290sdg,dal,SelvGe99,sacks,1.0,,,,,
player,201309290sdg,dal,SelvGe99,tackles_combined,4,,,,,
player,201309290sdg,dal,SelvGe99,tackles_solo,4,,,,,
player,201309290sdg,dal,SelvGe99,tackles_assists,0,,,,,
player,201309290sdg,dal,SelvGe99,tackles_loss,1,,,,,
player,201309290sdg,dal,SelvGe99,qb_hits,1,,,,,
player,201309290sdg,dal,SelvGe99,fumbles_rec,0,,,,,
player,201309290sdg,dal,SelvGe99,fumbles_rec_yds,0,,,,,
player,201309290sdg,dal,SelvGe99,fumbles_rec_td,0,,,,,
player,201309290sdg,dal,SelvGe99,fumbles_forced,0,,,,,
player,201309290sdg,dal,ChurBa99,def_int,0,,,,,
player,201309290sdg,dal,ChurBa99,def_int_yds,0,,,,,
player,201309290sdg,dal,ChurBa99,def_int_td,0,,,,,
player,201309290sdg,dal,ChurBa99,def_int_long,0,,,,,
player,201309290sdg,dal,ChurBa99,pass_defended,0,,,,,
player,201309290sdg,dal,ChurBa99,sacks,0.0,,,,,
player,201309290sdg,dal,ChurBa99,tackles_combined,9,,,,,
player,201309290sdg,dal,ChurBa99,tackles_solo,8,,,,,
player,201309290sdg,dal,ChurBa99,tackles_assists,1,,,,,
player,201309290sdg,dal,ChurBa99,tackles_loss,0,,,,,
player,201309290sdg,dal,ChurBa99,qb_hits,0,,,,,
player,201309290sdg,dal,ChurBa99,fumbles_rec,0,,,,,
player,201309290sdg,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201309290sdg,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201309290sdg,dal,ChurBa99,fumbles_forced,0,,,,,
player,201309290sdg,dal,CartBr00,def_int,0,,,,,
player,201309290sdg,dal,CartBr00,def_int_yds,0,,,,,
player,201309290sdg,dal,CartBr00,def_int_td,0,,,,,
player,201309290sdg,dal,CartBr00,def_int_long,0,,,,,
player,201309290sdg,dal,CartBr00,pass_defended,0,,,,,
player,201309290sdg,dal,CartBr00,sacks,0.0,,,,,
