game,2013,4,20130929,201309290kan,nyg,"New York Giants",7,kan,"Kansas City Chiefs",31
player,201309290kan,nyg,HerzMa00,def_int_yds,0,,,,,
player,201309290kan,nyg,HerzMa00,def_int_td,0,,,,,
player,201309290kan,nyg,HerzMa00,def_int_long,0,,,,,
player,201309290kan,nyg,HerzMa00,pass_defended,1,,,,,
player,201309290kan,nyg,HerzMa00,sacks,0.0,,,,,
player,201309290kan,nyg,HerzMa00,tackles_combined,8,,,,,
player,201309290kan,nyg,HerzMa00,tackles_solo,7,,,,,
player,201309290kan,nyg,HerzMa00,tackles_assists,1,,,,,
player,201309290kan,nyg,HerzMa00,tackles_loss,1,,,,,
player,201309290kan,nyg,HerzMa00,qb_hits,0,,,,,
player,201309290kan,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201309290kan,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201309290kan,nyg,JoseLi99,def_int,0,,,,,
player,201309290kan,nyg,JoseLi99,def_int_yds,0,,,,,
player,201309290kan,nyg,JoseLi99,def_int_td,0,,,,,
player,201309290kan,nyg,JoseLi99,def_int_long,0,,,,,
player,201309290kan,nyg,JoseLi99,pass_defended,0,,,,,
player,201309290kan,nyg,JoseLi99,sacks,0.0,,,,,
player,201309290kan,nyg,JoseLi99,tackles_combined,3,,,,,
player,201309290kan,nyg,JoseLi99,tackles_solo,3,,,,,
player,201309290kan,nyg,JoseLi99,tackles_assists,0,,,,,
player,201309290kan,nyg,JoseLi99,tackles_loss,0,,,,,
player,201309290kan,nyg,JoseLi99,qb_hits,0,,,,,
player,201309290kan,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201309290kan,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201309290kan,nyg,MundRy00,def_int,0,,,,,
player,201309290kan,nyg,MundRy00,def_int_yds,0,,,,,
player,201309290kan,nyg,MundRy00,def_int_td,0,,,,,
player,201309290kan,nyg,MundRy00,def_int_long,0,,,,,
player,201309290kan,nyg,MundRy00,pass_defended,0,,,,,
player,201309290kan,nyg,MundRy00,sacks,0.0,,,,,
player,201309290kan,nyg,MundRy00,tackles_combined,3,,,,,
player,201309290kan,nyg,MundRy00,tackles_solo,2,,,,,
player,201309290kan,nyg,MundRy00,tackles_assists,1,,,,,
player,201309290kan,nyg,MundRy00,tackles_loss,0,,,,,
player,201309290kan,nyg,MundRy00,qb_hits,0,,,,,
player,201309290kan,nyg,MundRy00,fumbles_rec,0,,,,,
player,201309290kan,nyg,MundRy00,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,MundRy00,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,MundRy00,fumbles_forced,0,,,,,
player,201309290kan,nyg,PattMi20,def_int,0,,,,,
player,201309290kan,nyg,PattMi20,def_int_yds,0,,,,,
player,201309290kan,nyg,PattMi20,def_int_td,0,,,,,
player,201309290kan,nyg,PattMi20,def_int_long,0,,,,,
player,201309290kan,nyg,PattMi20,pass_defended,0,,,,,
player,201309290kan,nyg,PattMi20,sacks,0.0,,,,,
player,201309290kan,nyg,PattMi20,tackles_combined,3,,,,,
player,201309290kan,nyg,PattMi20,tackles_solo,3,,,,,
player,201309290kan,nyg,PattMi20,tackles_assists,0,,,,,
player,201309290kan,nyg,PattMi20,tackles_loss,0,,,,,
player,201309290kan,nyg,PattMi20,qb_hits,0,,,,,
player,201309290kan,nyg,PattMi20,fumbles_rec,0,,,,,
player,201309290kan,nyg,PattMi20,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,PattMi20,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,PattMi20,fumbles_forced,0,,,,,
player,201309290kan,nyg,RossAa99,def_int,0,,,,,
player,201309290kan,nyg,RossAa99,def_int_yds,0,,,,,
player,201309290kan,nyg,RossAa99,def_int_td,0,,,,,
player,201309290kan,nyg,RossAa99,def_int_long,0,,,,,
player,201309290kan,nyg,RossAa99,pass_defended,1,,,,,
player,201309290kan,nyg,RossAa99,sacks,0.0,,,,,
player,201309290kan,nyg,RossAa99,tackles_combined,3,,,,,
player,201309290kan,nyg,RossAa99,tackles_solo,3,,,,,
player,201309290kan,nyg,RossAa99,tackles_assists,0,,,,,
player,201309290kan,nyg,RossAa99,tackles_loss,0,,,,,
player,201309290kan,nyg,RossAa99,qb_hits,0,,,,,
player,201309290kan,nyg,RossAa99,fumbles_rec,0,,,,,
player,201309290kan,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,RossAa99,fumbles_forced,0,,,,,
player,201309290kan,nyg,ThomTe99,def_int,0,,,,,
player,201309290kan,nyg,ThomTe99,def_int_yds,0,,,,,
player,201309290kan,nyg,ThomTe99,def_int_td,0,,,,,
player,201309290kan,nyg,ThomTe99,def_int_long,0,,,,,
player,201309290kan,nyg,ThomTe99,pass_defended,0,,,,,
player,201309290kan,nyg,ThomTe99,sacks,0.0,,,,,
player,201309290kan,nyg,ThomTe99,tackles_combined,3,,,,,
player,201309290kan,nyg,ThomTe99,tackles_solo,3,,,,,
player,201309290kan,nyg,ThomTe99,tackles_assists,0,,,,,
player,201309290kan,nyg,ThomTe99,tackles_loss,1,,,,,
player,201309290kan,nyg,ThomTe99,qb_hits,0,,,,,
player,201309290kan,nyg,ThomTe99,fumbles_rec,0,,,,,
player,201309290kan,nyg,ThomTe99,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,ThomTe99,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,ThomTe99,fumbles_forced,0,,,,,
player,201309290kan,nyg,McBrTr99,def_int,0,,,,,
player,201309290kan,nyg,McBrTr99,def_int_yds,0,,,,,
player,201309290kan,nyg,McBrTr99,def_int_td,0,,,,,
player,201309290kan,nyg,McBrTr99,def_int_long,0,,,,,
player,201309290kan,nyg,McBrTr99,pass_defended,1,,,,,
player,201309290kan,nyg,McBrTr99,sacks,0.0,,,,,
player,201309290kan,nyg,McBrTr99,tackles_combined,2,,,,,
player,201309290kan,nyg,McBrTr99,tackles_solo,1,,,,,
player,201309290kan,nyg,McBrTr99,tackles_assists,1,,,,,
player,201309290kan,nyg,McBrTr99,tackles_loss,0,,,,,
player,201309290kan,nyg,McBrTr99,qb_hits,0,,,,,
player,201309290kan,nyg,McBrTr99,fumbles_rec,0,,,,,
player,201309290kan,nyg,McBrTr99,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,McBrTr99,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,McBrTr99,fumbles_forced,0,,,,,
player,201309290kan,nyg,MoorDa01,def_int,0,,,,,
player,201309290kan,nyg,MoorDa01,def_int_yds,0,,,,,
player,201309290kan,nyg,MoorDa01,def_int_td,0,,,,,
player,201309290kan,nyg,MoorDa01,def_int_long,0,,,,,
player,201309290kan,nyg,MoorDa01,pass_defended,0,,,,,
player,201309290kan,nyg,MoorDa01,sacks,0.0,,,,,
player,201309290kan,nyg,MoorDa01,tackles_combined,2,,,,,
player,201309290kan,nyg,MoorDa01,tackles_solo,2,,,,,
player,201309290kan,nyg,MoorDa01,tackles_assists,0,,,,,
player,201309290kan,nyg,MoorDa01,tackles_loss,0,,,,,
player,201309290kan,nyg,MoorDa01,qb_hits,0,,,,,
player,201309290kan,nyg,MoorDa01,fumbles_rec,0,,,,,
player,201309290kan,nyg,MoorDa01,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,MoorDa01,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,MoorDa01,fumbles_forced,0,,,,,
player,201309290kan,nyg,WillJa02,def_int,0,,,,,
player,201309290kan,nyg,WillJa02,def_int_yds,0,,,,,
player,201309290kan,nyg,WillJa02,def_int_td,0,,,,,
player,201309290kan,nyg,WillJa02,def_int_long,0,,,,,
player,201309290kan,nyg,WillJa02,pass_defended,0,,,,,
player,201309290kan,nyg,WillJa02,sacks,0.0,,,,,
player,201309290kan,nyg,WillJa02,tackles_combined,2,,,,,
player,201309290kan,nyg,WillJa02,tackles_solo,2,,,,,
player,201309290kan,nyg,WillJa02,tackles_assists,0,,,,,
player,201309290kan,nyg,WillJa02,tackles_loss,0,,,,,
player,201309290kan,nyg,WillJa02,qb_hits,0,,,,,
player,201309290kan,nyg,WillJa02,fumbles_rec,0,,,,,
player,201309290kan,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,WillJa02,fumbles_forced,0,,,,,
player,201309290kan,nyg,BradAl00,def_int,0,,,,,
player,201309290kan,nyg,BradAl00,def_int_yds,0,,,,,
player,201309290kan,nyg,BradAl00,def_int_td,0,,,,,
player,201309290kan,nyg,BradAl00,def_int_long,0,,,,,
player,201309290kan,nyg,BradAl00,pass_defended,0,,,,,
player,201309290kan,nyg,BradAl00,sacks,0.0,,,,,
player,201309290kan,nyg,BradAl00,tackles_combined,1,,,,,
player,201309290kan,nyg,BradAl00,tackles_solo,1,,,,,
player,201309290kan,nyg,BradAl00,tackles_assists,0,,,,,
player,201309290kan,nyg,BradAl00,tackles_loss,0,,,,,
player,201309290kan,nyg,BradAl00,qb_hits,0,,,,,
player,201309290kan,nyg,BradAl00,fumbles_rec,0,,,,,
player,201309290kan,nyg,BradAl00,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,BradAl00,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,BradAl00,fumbles_forced,0,,,,,
player,201309290kan,nyg,JenkCu20,def_int,0,,,,,
player,201309290kan,nyg,JenkCu20,def_int_yds,0,,,,,
player,201309290kan,nyg,JenkCu20,def_int_td,0,,,,,
player,201309290kan,nyg,JenkCu20,def_int_long,0,,,,,
player,201309290kan,nyg,JenkCu20,pass_defended,0,,,,,
player,201309290kan,nyg,JenkCu20,sacks,0.0,,,,,
player,201309290kan,nyg,JenkCu20,tackles_combined,1,,,,,
player,201309290kan,nyg,JenkCu20,tackles_solo,1,,,,,
player,201309290kan,nyg,JenkCu20,tackles_assists,0,,,,,
player,201309290kan,nyg,JenkCu20,tackles_loss,0,,,,,
player,201309290kan,nyg,JenkCu20,qb_hits,1,,,,,
player,201309290kan,nyg,JenkCu20,fumbles_rec,0,,,,,
player,201309290kan,nyg,JenkCu20,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,JenkCu20,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,JenkCu20,fumbles_forced,0,,,,,
player,201309290kan,nyg,KiwaMa20,def_int,0,,,,,
player,201309290kan,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201309290kan,nyg,KiwaMa20,def_int_td,0,,,,,
player,201309290kan,nyg,KiwaMa20,def_int_long,0,,,,,
player,201309290kan,nyg,KiwaMa20,pass_defended,0,,,,,
player,201309290kan,nyg,KiwaMa20,sacks,0.0,,,,,
player,201309290kan,nyg,KiwaMa20,tackles_combined,1,,,,,
player,201309290kan,nyg,KiwaMa20,tackles_solo,1,,,,,
player,201309290kan,nyg,KiwaMa20,tackles_assists,0,,,,,
player,201309290kan,nyg,KiwaMa20,tackles_loss,0,,,,,
player,201309290kan,nyg,KiwaMa20,qb_hits,0,,,,,
player,201309290kan,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201309290kan,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201309290kan,nyg,PierJa99,def_int,0,,,,,
player,201309290kan,nyg,PierJa99,def_int_yds,0,,,,,
player,201309290kan,nyg,PierJa99,def_int_td,0,,,,,
player,201309290kan,nyg,PierJa99,def_int_long,0,,,,,
player,201309290kan,nyg,PierJa99,pass_defended,0,,,,,
player,201309290kan,nyg,PierJa99,sacks,0.0,,,,,
player,201309290kan,nyg,PierJa99,tackles_combined,1,,,,,
player,201309290kan,nyg,PierJa99,tackles_solo,1,,,,,
player,201309290kan,nyg,PierJa99,tackles_assists,0,,,,,
player,201309290kan,nyg,PierJa99,tackles_loss,0,,,,,
player,201309290kan,nyg,PierJa99,qb_hits,0,,,,,
player,201309290kan,nyg,PierJa99,fumbles_rec,0,,,,,
player,201309290kan,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,PierJa99,fumbles_forced,0,,,,,
player,201309290kan,nyg,RogeSh99,def_int,0,,,,,
player,201309290kan,nyg,RogeSh99,def_int_yds,0,,,,,
player,201309290kan,nyg,RogeSh99,def_int_td,0,,,,,
player,201309290kan,nyg,RogeSh99,def_int_long,0,,,,,
player,201309290kan,nyg,RogeSh99,pass_defended,0,,,,,
player,201309290kan,nyg,RogeSh99,sacks,0.0,,,,,
player,201309290kan,nyg,RogeSh99,tackles_combined,1,,,,,
player,201309290kan,nyg,RogeSh99,tackles_solo,1,,,,,
player,201309290kan,nyg,RogeSh99,tackles_assists,0,,,,,
player,201309290kan,nyg,RogeSh99,tackles_loss,0,,,,,
player,201309290kan,nyg,RogeSh99,qb_hits,1,,,,,
player,201309290kan,nyg,RogeSh99,fumbles_rec,0,,,,,
player,201309290kan,nyg,RogeSh99,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,RogeSh99,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,RogeSh99,fumbles_forced,0,,,,,
player,201309290kan,nyg,TuckJu20,def_int,0,,,,,
player,201309290kan,nyg,TuckJu20,def_int_yds,0,,,,,
player,201309290kan,nyg,TuckJu20,def_int_td,0,,,,,
player,201309290kan,nyg,TuckJu20,def_int_long,0,,,,,
player,201309290kan,nyg,TuckJu20,pass_defended,0,,,,,
player,201309290kan,nyg,TuckJu20,sacks,0.0,,,,,
player,201309290kan,nyg,TuckJu20,tackles_combined,1,,,,,
player,201309290kan,nyg,TuckJu20,tackles_solo,1,,,,,
player,201309290kan,nyg,TuckJu20,tackles_assists,0,,,,,
player,201309290kan,nyg,TuckJu20,tackles_loss,0,,,,,
player,201309290kan,nyg,TuckJu20,qb_hits,0,,,,,
player,201309290kan,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201309290kan,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201309290kan,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201309290kan,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201309290kan,kan,DempQu99,def_int,1,,,,,
player,201309290kan,kan,DempQu99,def_int_yds,17,,,,,
player,201309290kan,kan,DempQu99,def_int_td,0,,,,,
player,201309290kan,kan,DempQu99,def_int_long,17,,,,,
player,201309290kan,kan,DempQu99,pass_defended,2,,,,,
player,201309290kan,kan,DempQu99,sacks,0.0,,,,,
player,201309290kan,kan,DempQu99,tackles_combined,0,,,,,
player,201309290kan,kan,DempQu99,tackles_solo,0,,,,,
player,201309290kan,kan,DempQu99,tackles_assists,0,,,,,
player,201309290kan,kan,DempQu99,tackles_loss,0,,,,,
player,201309290kan,kan,DempQu99,qb_hits,0,,,,,
player,201309290kan,kan,DempQu99,fumbles_rec,0,,,,,
player,201309290kan,kan,DempQu99,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,DempQu99,fumbles_rec_td,0,,,,,
player,201309290kan,kan,DempQu99,fumbles_forced,0,,,,,
player,201309290kan,kan,HaliTa20,def_int,0,,,,,
player,201309290kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201309290kan,kan,HaliTa20,def_int_td,0,,,,,
player,201309290kan,kan,HaliTa20,def_int_long,0,,,,,
player,201309290kan,kan,HaliTa20,pass_defended,0,,,,,
player,201309290kan,kan,HaliTa20,sacks,2.0,,,,,
player,201309290kan,kan,HaliTa20,tackles_combined,4,,,,,
player,201309290kan,kan,HaliTa20,tackles_solo,4,,,,,
player,201309290kan,kan,HaliTa20,tackles_assists,0,,,,,
player,201309290kan,kan,HaliTa20,tackles_loss,1,,,,,
player,201309290kan,kan,HaliTa20,qb_hits,1,,,,,
player,201309290kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201309290kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201309290kan,kan,HaliTa20,fumbles_forced,1,,,,,
player,201309290kan,kan,BailAl00,def_int,0,,,,,
player,201309290kan,kan,BailAl00,def_int_yds,0,,,,,
player,201309290kan,kan,BailAl00,def_int_td,0,,,,,
player,201309290kan,kan,BailAl00,def_int_long,0,,,,,
player,201309290kan,kan,BailAl00,pass_defended,0,,,,,
player,201309290kan,kan,BailAl00,sacks,1.0,,,,,
player,201309290kan,kan,BailAl00,tackles_combined,3,,,,,
player,201309290kan,kan,BailAl00,tackles_solo,3,,,,,
player,201309290kan,kan,BailAl00,tackles_assists,0,,,,,
player,201309290kan,kan,BailAl00,tackles_loss,1,,,,,
player,201309290kan,kan,BailAl00,qb_hits,1,,,,,
player,201309290kan,kan,BailAl00,fumbles_rec,0,,,,,
player,201309290kan,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201309290kan,kan,BailAl00,fumbles_forced,0,,,,,
player,201309290kan,kan,JohnDe25,def_int,0,,,,,
player,201309290kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201309290kan,kan,JohnDe25,def_int_td,0,,,,,
player,201309290kan,kan,JohnDe25,def_int_long,0,,,,,
player,201309290kan,kan,JohnDe25,pass_defended,1,,,,,
player,201309290kan,kan,JohnDe25,sacks,0.0,,,,,
player,201309290kan,kan,JohnDe25,tackles_combined,9,,,,,
player,201309290kan,kan,JohnDe25,tackles_solo,8,,,,,
player,201309290kan,kan,JohnDe25,tackles_assists,1,,,,,
player,201309290kan,kan,JohnDe25,tackles_loss,1,,,,,
player,201309290kan,kan,JohnDe25,qb_hits,1,,,,,
player,201309290kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201309290kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201309290kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201309290kan,kan,RobiDu20,def_int,0,,,,,
player,201309290kan,kan,RobiDu20,def_int_yds,0,,,,,
player,201309290kan,kan,RobiDu20,def_int_td,0,,,,,
player,201309290kan,kan,RobiDu20,def_int_long,0,,,,,
player,201309290kan,kan,RobiDu20,pass_defended,1,,,,,
player,201309290kan,kan,RobiDu20,sacks,0.0,,,,,
player,201309290kan,kan,RobiDu20,tackles_combined,5,,,,,
player,201309290kan,kan,RobiDu20,tackles_solo,5,,,,,
player,201309290kan,kan,RobiDu20,tackles_assists,0,,,,,
player,201309290kan,kan,RobiDu20,tackles_loss,0,,,,,
player,201309290kan,kan,RobiDu20,qb_hits,0,,,,,
player,201309290kan,kan,RobiDu20,fumbles_rec,1,,,,,
player,201309290kan,kan,RobiDu20,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,RobiDu20,fumbles_rec_td,0,,,,,
player,201309290kan,kan,RobiDu20,fumbles_forced,0,,,,,
player,201309290kan,kan,SmitSe99,def_int,0,,,,,
player,201309290kan,kan,SmitSe99,def_int_yds,0,,,,,
player,201309290kan,kan,SmitSe99,def_int_td,0,,,,,
player,201309290kan,kan,SmitSe99,def_int_long,0,,,,,
player,201309290kan,kan,SmitSe99,pass_defended,0,,,,,
player,201309290kan,kan,SmitSe99,sacks,0.0,,,,,
player,201309290kan,kan,SmitSe99,tackles_combined,4,,,,,
player,201309290kan,kan,SmitSe99,tackles_solo,4,,,,,
player,201309290kan,kan,SmitSe99,tackles_assists,0,,,,,
player,201309290kan,kan,SmitSe99,tackles_loss,0,,,,,
player,201309290kan,kan,SmitSe99,qb_hits,0,,,,,
player,201309290kan,kan,SmitSe99,fumbles_rec,0,,,,,
player,201309290kan,kan,SmitSe99,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,SmitSe99,fumbles_rec_td,0,,,,,
player,201309290kan,kan,SmitSe99,fumbles_forced,0,,,,,
player,201309290kan,kan,JackTy98,def_int,0,,,,,
player,201309290kan,kan,JackTy98,def_int_yds,0,,,,,
player,201309290kan,kan,JackTy98,def_int_td,0,,,,,
player,201309290kan,kan,JackTy98,def_int_long,0,,,,,
player,201309290kan,kan,JackTy98,pass_defended,0,,,,,
player,201309290kan,kan,JackTy98,sacks,0.0,,,,,
player,201309290kan,kan,JackTy98,tackles_combined,3,,,,,
player,201309290kan,kan,JackTy98,tackles_solo,2,,,,,
player,201309290kan,kan,JackTy98,tackles_assists,1,,,,,
player,201309290kan,kan,JackTy98,tackles_loss,0,,,,,
player,201309290kan,kan,JackTy98,qb_hits,0,,,,,
player,201309290kan,kan,JackTy98,fumbles_rec,0,,,,,
player,201309290kan,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201309290kan,kan,JackTy98,fumbles_forced,0,,,,,
player,201309290kan,kan,JordAk99,def_int,0,,,,,
player,201309290kan,kan,JordAk99,def_int_yds,0,,,,,
player,201309290kan,kan,JordAk99,def_int_td,0,,,,,
player,201309290kan,kan,JordAk99,def_int_long,0,,,,,
player,201309290kan,kan,JordAk99,pass_defended,0,,,,,
player,201309290kan,kan,JordAk99,sacks,0.0,,,,,
player,201309290kan,kan,JordAk99,tackles_combined,3,,,,,
player,201309290kan,kan,JordAk99,tackles_solo,3,,,,,
player,201309290kan,kan,JordAk99,tackles_assists,0,,,,,
player,201309290kan,kan,JordAk99,tackles_loss,1,,,,,
player,201309290kan,kan,JordAk99,qb_hits,0,,,,,
player,201309290kan,kan,JordAk99,fumbles_rec,0,,,,,
player,201309290kan,kan,JordAk99,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,JordAk99,fumbles_rec_td,0,,,,,
player,201309290kan,kan,JordAk99,fumbles_forced,0,,,,,
player,201309290kan,kan,BerrEr99,def_int,0,,,,,
player,201309290kan,kan,BerrEr99,def_int_yds,0,,,,,
player,201309290kan,kan,BerrEr99,def_int_td,0,,,,,
player,201309290kan,kan,BerrEr99,def_int_long,0,,,,,
player,201309290kan,kan,BerrEr99,pass_defended,3,,,,,
player,201309290kan,kan,BerrEr99,sacks,0.0,,,,,
player,201309290kan,kan,BerrEr99,tackles_combined,2,,,,,
player,201309290kan,kan,BerrEr99,tackles_solo,2,,,,,
player,201309290kan,kan,BerrEr99,tackles_assists,0,,,,,
player,201309290kan,kan,BerrEr99,tackles_loss,0,,,,,
player,201309290kan,kan,BerrEr99,qb_hits,0,,,,,
player,201309290kan,kan,BerrEr99,fumbles_rec,1,,,,,
player,201309290kan,kan,BerrEr99,fumbles_rec_yds,2,,,,,
player,201309290kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201309290kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201309290kan,kan,HousJu00,def_int,0,,,,,
player,201309290kan,kan,HousJu00,def_int_yds,0,,,,,
player,201309290kan,kan,HousJu00,def_int_td,0,,,,,
player,201309290kan,kan,HousJu00,def_int_long,0,,,,,
player,201309290kan,kan,HousJu00,pass_defended,0,,,,,
player,201309290kan,kan,HousJu00,sacks,0.0,,,,,
player,201309290kan,kan,HousJu00,tackles_combined,2,,,,,
player,201309290kan,kan,HousJu00,tackles_solo,2,,,,,
player,201309290kan,kan,HousJu00,tackles_assists,0,,,,,
player,201309290kan,kan,HousJu00,tackles_loss,0,,,,,
player,201309290kan,kan,HousJu00,qb_hits,0,,,,,
player,201309290kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201309290kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201309290kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201309290kan,kan,PoexDo00,def_int,0,,,,,
player,201309290kan,kan,PoexDo00,def_int_yds,0,,,,,
player,201309290kan,kan,PoexDo00,def_int_td,0,,,,,
player,201309290kan,kan,PoexDo00,def_int_long,0,,,,,
player,201309290kan,kan,PoexDo00,pass_defended,0,,,,,
player,201309290kan,kan,PoexDo00,sacks,0.0,,,,,
player,201309290kan,kan,PoexDo00,tackles_combined,2,,,,,
player,201309290kan,kan,PoexDo00,tackles_solo,2,,,,,
player,201309290kan,kan,PoexDo00,tackles_assists,0,,,,,
player,201309290kan,kan,PoexDo00,tackles_loss,0,,,,,
player,201309290kan,kan,PoexDo00,qb_hits,0,,,,,
player,201309290kan,kan,PoexDo00,fumbles_rec,0,,,,,
player,201309290kan,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201309290kan,kan,PoexDo00,fumbles_forced,0,,,,,
player,201309290kan,kan,SherAn00,def_int,0,,,,,
player,201309290kan,kan,SherAn00,def_int_yds,0,,,,,
player,201309290kan,kan,SherAn00,def_int_td,0,,,,,
player,201309290kan,kan,SherAn00,def_int_long,0,,,,,
player,201309290kan,kan,SherAn00,pass_defended,0,,,,,
player,201309290kan,kan,SherAn00,sacks,0.0,,,,,
player,201309290kan,kan,SherAn00,tackles_combined,2,,,,,
player,201309290kan,kan,SherAn00,tackles_solo,2,,,,,
player,201309290kan,kan,SherAn00,tackles_assists,0,,,,,
player,201309290kan,kan,SherAn00,tackles_loss,0,,,,,
player,201309290kan,kan,SherAn00,qb_hits,0,,,,,
player,201309290kan,kan,SherAn00,fumbles_rec,0,,,,,
player,201309290kan,kan,SherAn00,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,SherAn00,fumbles_rec_td,0,,,,,
player,201309290kan,kan,SherAn00,fumbles_forced,0,,,,,
player,201309290kan,kan,CataMi00,def_int,0,,,,,
player,201309290kan,kan,CataMi00,def_int_yds,0,,,,,
player,201309290kan,kan,CataMi00,def_int_td,0,,,,,
player,201309290kan,kan,CataMi00,def_int_long,0,,,,,
player,201309290kan,kan,CataMi00,pass_defended,0,,,,,
player,201309290kan,kan,CataMi00,sacks,0.0,,,,,
player,201309290kan,kan,CataMi00,tackles_combined,1,,,,,
player,201309290kan,kan,CataMi00,tackles_solo,1,,,,,
player,201309290kan,kan,CataMi00,tackles_assists,0,,,,,
player,201309290kan,kan,CataMi00,tackles_loss,0,,,,,
player,201309290kan,kan,CataMi00,qb_hits,0,,,,,
player,201309290kan,kan,CataMi00,fumbles_rec,0,,,,,
player,201309290kan,kan,CataMi00,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,CataMi00,fumbles_rec_td,0,,,,,
player,201309290kan,kan,CataMi00,fumbles_forced,0,,,,,
player,201309290kan,kan,ColqDu20,def_int,0,,,,,
player,201309290kan,kan,ColqDu20,def_int_yds,0,,,,,
player,201309290kan,kan,ColqDu20,def_int_td,0,,,,,
player,201309290kan,kan,ColqDu20,def_int_long,0,,,,,
player,201309290kan,kan,ColqDu20,pass_defended,0,,,,,
player,201309290kan,kan,ColqDu20,sacks,0.0,,,,,
player,201309290kan,kan,ColqDu20,tackles_combined,1,,,,,
player,201309290kan,kan,ColqDu20,tackles_solo,1,,,,,
player,201309290kan,kan,ColqDu20,tackles_assists,0,,,,,
player,201309290kan,kan,ColqDu20,tackles_loss,0,,,,,
player,201309290kan,kan,ColqDu20,qb_hits,0,,,,,
player,201309290kan,kan,ColqDu20,fumbles_rec,0,,,,,
player,201309290kan,kan,ColqDu20,fumbles_rec_yds,0,,,,,
player,201309290kan,kan,ColqDu20,fumbles_rec_td,0,,,,,
