game,2013,8,20131027,201310270phi,nyg,"New York Giants",15,phi,"Philadelphia Eagles",7
team,201310270phi,nyg,First Downs,16,,,,,,
team,201310270phi,phi,First Downs,15,,,,,,
team,201310270phi,nyg,Rush-Yds-TDs,31-88-0,,,,,,
team,201310270phi,phi,Rush-Yds-TDs,19-48-0,,,,,,
team,201310270phi,nyg,Cmp-Att-Yd-TD-INT,25-39-246-0-0,,,,,,
team,201310270phi,phi,Cmp-Att-Yd-TD-INT,23-35-188-0-2,,,,,,
team,201310270phi,nyg,Sacked-Yards,1-9,,,,,,
team,201310270phi,phi,Sacked-Yards,4-36,,,,,,
team,201310270phi,nyg,Net Pass Yards,237,,,,,,
team,201310270phi,phi,Net Pass Yards,152,,,,,,
team,201310270phi,nyg,Total Yards,325,,,,,,
team,201310270phi,phi,Total Yards,200,,,,,,
team,201310270phi,nyg,Fumbles-Lost,1-1,,,,,,
team,201310270phi,phi,Fumbles-Lost,5-1,,,,,,
team,201310270phi,nyg,Turnovers,1,,,,,,
team,201310270phi,phi,Turnovers,3,,,,,,
team,201310270phi,nyg,Penalties-Yards,11-92,,,,,,
team,201310270phi,phi,Penalties-Yards,4-48,,,,,,
team,201310270phi,nyg,Third Down Conv.,8-19,,,,,,
team,201310270phi,phi,Third Down Conv.,3-12,,,,,,
team,201310270phi,nyg,Fourth Down Conv.,0-1,,,,,,
team,201310270phi,phi,Fourth Down Conv.,0-2,,,,,,
team,201310270phi,nyg,Time of Possession,38:05,,,,,,
team,201310270phi,phi,Time of Possession,21:55,,,,,,
player,201310270phi,nyg,MannEl00,pass_cmp,25,,,,,
player,201310270phi,nyg,MannEl00,pass_att,39,,,,,
player,201310270phi,nyg,MannEl00,pass_yds,246,,,,,
player,201310270phi,nyg,MannEl00,pass_td,0,,,,,
player,201310270phi,nyg,MannEl00,pass_int,0,,,,,
player,201310270phi,nyg,MannEl00,pass_sacked,1,,,,,
player,201310270phi,nyg,MannEl00,pass_sacked_yds,9,,,,,
player,201310270phi,nyg,MannEl00,pass_long,27,,,,,
player,201310270phi,nyg,MannEl00,pass_rating,81.8,,,,,
player,201310270phi,nyg,MannEl00,rush_att,1,,,,,
player,201310270phi,nyg,MannEl00,rush_yds,-1,,,,,
player,201310270phi,nyg,MannEl00,rush_td,0,,,,,
player,201310270phi,nyg,MannEl00,rush_long,-1,,,,,
player,201310270phi,nyg,MannEl00,targets,0,,,,,
player,201310270phi,nyg,MannEl00,rec,0,,,,,
player,201310270phi,nyg,MannEl00,rec_yds,0,,,,,
player,201310270phi,nyg,MannEl00,rec_td,0,,,,,
player,201310270phi,nyg,MannEl00,rec_long,0,,,,,
player,201310270phi,nyg,MannEl00,fumbles,0,,,,,
player,201310270phi,nyg,MannEl00,fumbles_lost,0,,,,,
player,201310270phi,nyg,HillPe00,pass_cmp,0,,,,,
player,201310270phi,nyg,HillPe00,pass_att,0,,,,,
player,201310270phi,nyg,HillPe00,pass_yds,0,,,,,
player,201310270phi,nyg,HillPe00,pass_td,0,,,,,
player,201310270phi,nyg,HillPe00,pass_int,0,,,,,
player,201310270phi,nyg,HillPe00,pass_sacked,0,,,,,
player,201310270phi,nyg,HillPe00,pass_sacked_yds,0,,,,,
player,201310270phi,nyg,HillPe00,pass_long,0,,,,,
player,201310270phi,nyg,HillPe00,pass_rating,,,,,,
player,201310270phi,nyg,HillPe00,rush_att,20,,,,,
player,201310270phi,nyg,HillPe00,rush_yds,70,,,,,
player,201310270phi,nyg,HillPe00,rush_td,0,,,,,
player,201310270phi,nyg,HillPe00,rush_long,9,,,,,
player,201310270phi,nyg,HillPe00,targets,5,,,,,
player,201310270phi,nyg,HillPe00,rec,3,,,,,
player,201310270phi,nyg,HillPe00,rec_yds,15,,,,,
player,201310270phi,nyg,HillPe00,rec_td,0,,,,,
player,201310270phi,nyg,HillPe00,rec_long,6,,,,,
player,201310270phi,nyg,HillPe00,fumbles,0,,,,,
player,201310270phi,nyg,HillPe00,fumbles_lost,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_cmp,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_att,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_yds,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_td,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_int,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_sacked,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_sacked_yds,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_long,0,,,,,
player,201310270phi,nyg,CoxxMi00,pass_rating,,,,,,
player,201310270phi,nyg,CoxxMi00,rush_att,9,,,,,
player,201310270phi,nyg,CoxxMi00,rush_yds,19,,,,,
player,201310270phi,nyg,CoxxMi00,rush_td,0,,,,,
player,201310270phi,nyg,CoxxMi00,rush_long,9,,,,,
player,201310270phi,nyg,CoxxMi00,targets,1,,,,,
player,201310270phi,nyg,CoxxMi00,rec,1,,,,,
player,201310270phi,nyg,CoxxMi00,rec_yds,11,,,,,
player,201310270phi,nyg,CoxxMi00,rec_td,0,,,,,
player,201310270phi,nyg,CoxxMi00,rec_long,11,,,,,
player,201310270phi,nyg,CoxxMi00,fumbles,0,,,,,
player,201310270phi,nyg,CoxxMi00,fumbles_lost,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_cmp,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_att,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_yds,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_td,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_int,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_sacked,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_long,0,,,,,
player,201310270phi,nyg,CruzVi00,pass_rating,,,,,,
player,201310270phi,nyg,CruzVi00,rush_att,0,,,,,
player,201310270phi,nyg,CruzVi00,rush_yds,0,,,,,
player,201310270phi,nyg,CruzVi00,rush_td,0,,,,,
player,201310270phi,nyg,CruzVi00,rush_long,0,,,,,
player,201310270phi,nyg,CruzVi00,targets,10,,,,,
player,201310270phi,nyg,CruzVi00,rec,7,,,,,
player,201310270phi,nyg,CruzVi00,rec_yds,86,,,,,
player,201310270phi,nyg,CruzVi00,rec_td,0,,,,,
player,201310270phi,nyg,CruzVi00,rec_long,26,,,,,
player,201310270phi,nyg,CruzVi00,fumbles,0,,,,,
player,201310270phi,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201310270phi,nyg,NickHa01,pass_cmp,0,,,,,
player,201310270phi,nyg,NickHa01,pass_att,0,,,,,
player,201310270phi,nyg,NickHa01,pass_yds,0,,,,,
player,201310270phi,nyg,NickHa01,pass_td,0,,,,,
player,201310270phi,nyg,NickHa01,pass_int,0,,,,,
player,201310270phi,nyg,NickHa01,pass_sacked,0,,,,,
player,201310270phi,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201310270phi,nyg,NickHa01,pass_long,0,,,,,
player,201310270phi,nyg,NickHa01,pass_rating,,,,,,
player,201310270phi,nyg,NickHa01,rush_att,0,,,,,
player,201310270phi,nyg,NickHa01,rush_yds,0,,,,,
player,201310270phi,nyg,NickHa01,rush_td,0,,,,,
player,201310270phi,nyg,NickHa01,rush_long,0,,,,,
player,201310270phi,nyg,NickHa01,targets,12,,,,,
player,201310270phi,nyg,NickHa01,rec,7,,,,,
player,201310270phi,nyg,NickHa01,rec_yds,51,,,,,
player,201310270phi,nyg,NickHa01,rec_td,0,,,,,
player,201310270phi,nyg,NickHa01,rec_long,22,,,,,
player,201310270phi,nyg,NickHa01,fumbles,0,,,,,
player,201310270phi,nyg,NickHa01,fumbles_lost,0,,,,,
player,201310270phi,nyg,MyerBr00,pass_cmp,0,,,,,
player,201310270phi,nyg,MyerBr00,pass_att,0,,,,,
player,201310270phi,nyg,MyerBr00,pass_yds,0,,,,,
player,201310270phi,nyg,MyerBr00,pass_td,0,,,,,
player,201310270phi,nyg,MyerBr00,pass_int,0,,,,,
player,201310270phi,nyg,MyerBr00,pass_sacked,0,,,,,
player,201310270phi,nyg,MyerBr00,pass_sacked_yds,0,,,,,
player,201310270phi,nyg,MyerBr00,pass_long,0,,,,,
