game,2013,4,20130929,201309290htx,sea,"Seattle Seahawks",23,htx,"Houston Texans",20
player,201309290htx,sea,WillSt01,pass_yds,0,,,,,
player,201309290htx,sea,WillSt01,pass_td,0,,,,,
player,201309290htx,sea,WillSt01,pass_int,0,,,,,
player,201309290htx,sea,WillSt01,pass_sacked,0,,,,,
player,201309290htx,sea,WillSt01,pass_sacked_yds,0,,,,,
player,201309290htx,sea,WillSt01,pass_long,0,,,,,
player,201309290htx,sea,WillSt01,pass_rating,,,,,,
player,201309290htx,sea,WillSt01,rush_att,0,,,,,
player,201309290htx,sea,WillSt01,rush_yds,0,,,,,
player,201309290htx,sea,WillSt01,rush_td,0,,,,,
player,201309290htx,sea,WillSt01,rush_long,0,,,,,
player,201309290htx,sea,WillSt01,targets,1,,,,,
player,201309290htx,sea,WillSt01,rec,0,,,,,
player,201309290htx,sea,WillSt01,rec_yds,0,,,,,
player,201309290htx,sea,WillSt01,rec_td,0,,,,,
player,201309290htx,sea,WillSt01,rec_long,0,,,,,
player,201309290htx,sea,WillSt01,fumbles,0,,,,,
player,201309290htx,sea,WillSt01,fumbles_lost,0,,,,,
player,201309290htx,sea,KearJe01,pass_cmp,0,,,,,
player,201309290htx,sea,KearJe01,pass_att,0,,,,,
player,201309290htx,sea,KearJe01,pass_yds,0,,,,,
player,201309290htx,sea,KearJe01,pass_td,0,,,,,
player,201309290htx,sea,KearJe01,pass_int,0,,,,,
player,201309290htx,sea,KearJe01,pass_sacked,0,,,,,
player,201309290htx,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201309290htx,sea,KearJe01,pass_long,0,,,,,
player,201309290htx,sea,KearJe01,pass_rating,,,,,,
player,201309290htx,sea,KearJe01,rush_att,0,,,,,
player,201309290htx,sea,KearJe01,rush_yds,0,,,,,
player,201309290htx,sea,KearJe01,rush_td,0,,,,,
player,201309290htx,sea,KearJe01,rush_long,0,,,,,
player,201309290htx,sea,KearJe01,targets,1,,,,,
player,201309290htx,sea,KearJe01,rec,0,,,,,
player,201309290htx,sea,KearJe01,rec_yds,0,,,,,
player,201309290htx,sea,KearJe01,rec_td,0,,,,,
player,201309290htx,sea,KearJe01,rec_long,0,,,,,
player,201309290htx,sea,KearJe01,fumbles,0,,,,,
player,201309290htx,sea,KearJe01,fumbles_lost,0,,,,,
player,201309290htx,htx,SchaMa00,pass_cmp,31,,,,,
player,201309290htx,htx,SchaMa00,pass_att,49,,,,,
player,201309290htx,htx,SchaMa00,pass_yds,355,,,,,
player,201309290htx,htx,SchaMa00,pass_td,2,,,,,
player,201309290htx,htx,SchaMa00,pass_int,2,,,,,
player,201309290htx,htx,SchaMa00,pass_sacked,4,,,,,
player,201309290htx,htx,SchaMa00,pass_sacked_yds,30,,,,,
player,201309290htx,htx,SchaMa00,pass_long,31,,,,,
player,201309290htx,htx,SchaMa00,pass_rating,81.6,,,,,
player,201309290htx,htx,SchaMa00,rush_att,1,,,,,
player,201309290htx,htx,SchaMa00,rush_yds,5,,,,,
player,201309290htx,htx,SchaMa00,rush_td,0,,,,,
player,201309290htx,htx,SchaMa00,rush_long,5,,,,,
player,201309290htx,htx,SchaMa00,targets,0,,,,,
player,201309290htx,htx,SchaMa00,rec,0,,,,,
player,201309290htx,htx,SchaMa00,rec_yds,0,,,,,
player,201309290htx,htx,SchaMa00,rec_td,0,,,,,
player,201309290htx,htx,SchaMa00,rec_long,0,,,,,
player,201309290htx,htx,SchaMa00,fumbles,0,,,,,
player,201309290htx,htx,SchaMa00,fumbles_lost,0,,,,,
player,201309290htx,htx,FostAr00,pass_cmp,0,,,,,
player,201309290htx,htx,FostAr00,pass_att,0,,,,,
player,201309290htx,htx,FostAr00,pass_yds,0,,,,,
player,201309290htx,htx,FostAr00,pass_td,0,,,,,
player,201309290htx,htx,FostAr00,pass_int,0,,,,,
player,201309290htx,htx,FostAr00,pass_sacked,0,,,,,
player,201309290htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201309290htx,htx,FostAr00,pass_long,0,,,,,
player,201309290htx,htx,FostAr00,pass_rating,,,,,,
player,201309290htx,htx,FostAr00,rush_att,27,,,,,
player,201309290htx,htx,FostAr00,rush_yds,102,,,,,
player,201309290htx,htx,FostAr00,rush_td,0,,,,,
player,201309290htx,htx,FostAr00,rush_long,16,,,,,
player,201309290htx,htx,FostAr00,targets,8,,,,,
player,201309290htx,htx,FostAr00,rec,6,,,,,
player,201309290htx,htx,FostAr00,rec_yds,69,,,,,
player,201309290htx,htx,FostAr00,rec_td,1,,,,,
player,201309290htx,htx,FostAr00,rec_long,31,,,,,
player,201309290htx,htx,FostAr00,fumbles,0,,,,,
player,201309290htx,htx,FostAr00,fumbles_lost,0,,,,,
player,201309290htx,htx,TateBe00,pass_cmp,0,,,,,
player,201309290htx,htx,TateBe00,pass_att,0,,,,,
player,201309290htx,htx,TateBe00,pass_yds,0,,,,,
player,201309290htx,htx,TateBe00,pass_td,0,,,,,
player,201309290htx,htx,TateBe00,pass_int,0,,,,,
player,201309290htx,htx,TateBe00,pass_sacked,0,,,,,
player,201309290htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201309290htx,htx,TateBe00,pass_long,0,,,,,
player,201309290htx,htx,TateBe00,pass_rating,,,,,,
player,201309290htx,htx,TateBe00,rush_att,7,,,,,
player,201309290htx,htx,TateBe00,rush_yds,44,,,,,
player,201309290htx,htx,TateBe00,rush_td,0,,,,,
player,201309290htx,htx,TateBe00,rush_long,22,,,,,
player,201309290htx,htx,TateBe00,targets,1,,,,,
player,201309290htx,htx,TateBe00,rec,1,,,,,
player,201309290htx,htx,TateBe00,rec_yds,1,,,,,
player,201309290htx,htx,TateBe00,rec_td,0,,,,,
player,201309290htx,htx,TateBe00,rec_long,1,,,,,
player,201309290htx,htx,TateBe00,fumbles,1,,,,,
player,201309290htx,htx,TateBe00,fumbles_lost,1,,,,,
player,201309290htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201309290htx,htx,JohnAn02,pass_att,0,,,,,
player,201309290htx,htx,JohnAn02,pass_yds,0,,,,,
player,201309290htx,htx,JohnAn02,pass_td,0,,,,,
player,201309290htx,htx,JohnAn02,pass_int,0,,,,,
player,201309290htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201309290htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201309290htx,htx,JohnAn02,pass_long,0,,,,,
player,201309290htx,htx,JohnAn02,pass_rating,,,,,,
player,201309290htx,htx,JohnAn02,rush_att,0,,,,,
player,201309290htx,htx,JohnAn02,rush_yds,0,,,,,
player,201309290htx,htx,JohnAn02,rush_td,0,,,,,
player,201309290htx,htx,JohnAn02,rush_long,0,,,,,
player,201309290htx,htx,JohnAn02,targets,12,,,,,
player,201309290htx,htx,JohnAn02,rec,9,,,,,
player,201309290htx,htx,JohnAn02,rec_yds,110,,,,,
player,201309290htx,htx,JohnAn02,rec_td,0,,,,,
player,201309290htx,htx,JohnAn02,rec_long,17,,,,,
player,201309290htx,htx,JohnAn02,fumbles,0,,,,,
player,201309290htx,htx,JohnAn02,fumbles_lost,0,,,,,
player,201309290htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201309290htx,htx,DaniOw00,pass_att,0,,,,,
player,201309290htx,htx,DaniOw00,pass_yds,0,,,,,
player,201309290htx,htx,DaniOw00,pass_td,0,,,,,
player,201309290htx,htx,DaniOw00,pass_int,0,,,,,
player,201309290htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201309290htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201309290htx,htx,DaniOw00,pass_long,0,,,,,
player,201309290htx,htx,DaniOw00,pass_rating,,,,,,
player,201309290htx,htx,DaniOw00,rush_att,0,,,,,
player,201309290htx,htx,DaniOw00,rush_yds,0,,,,,
player,201309290htx,htx,DaniOw00,rush_td,0,,,,,
player,201309290htx,htx,DaniOw00,rush_long,0,,,,,
player,201309290htx,htx,DaniOw00,targets,11,,,,,
player,201309290htx,htx,DaniOw00,rec,6,,,,,
player,201309290htx,htx,DaniOw00,rec_yds,72,,,,,
player,201309290htx,htx,DaniOw00,rec_td,0,,,,,
player,201309290htx,htx,DaniOw00,rec_long,21,,,,,
player,201309290htx,htx,DaniOw00,fumbles,0,,,,,
player,201309290htx,htx,DaniOw00,fumbles_lost,0,,,,,
player,201309290htx,htx,GrahGa00,pass_cmp,0,,,,,
player,201309290htx,htx,GrahGa00,pass_att,0,,,,,
player,201309290htx,htx,GrahGa00,pass_yds,0,,,,,
player,201309290htx,htx,GrahGa00,pass_td,0,,,,,
player,201309290htx,htx,GrahGa00,pass_int,0,,,,,
player,201309290htx,htx,GrahGa00,pass_sacked,0,,,,,
player,201309290htx,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201309290htx,htx,GrahGa00,pass_long,0,,,,,
player,201309290htx,htx,GrahGa00,pass_rating,,,,,,
player,201309290htx,htx,GrahGa00,rush_att,0,,,,,
player,201309290htx,htx,GrahGa00,rush_yds,0,,,,,
player,201309290htx,htx,GrahGa00,rush_td,0,,,,,
player,201309290htx,htx,GrahGa00,rush_long,0,,,,,
player,201309290htx,htx,GrahGa00,targets,6,,,,,
player,201309290htx,htx,GrahGa00,rec,5,,,,,
player,201309290htx,htx,GrahGa00,rec_yds,69,,,,,
player,201309290htx,htx,GrahGa00,rec_td,1,,,,,
player,201309290htx,htx,GrahGa00,rec_long,31,,,,,
player,201309290htx,htx,GrahGa00,fumbles,1,,,,,
player,201309290htx,htx,GrahGa00,fumbles_lost,0,,,,,
player,201309290htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201309290htx,htx,HopkDe00,pass_att,0,,,,,
player,201309290htx,htx,HopkDe00,pass_yds,0,,,,,
player,201309290htx,htx,HopkDe00,pass_td,0,,,,,
player,201309290htx,htx,HopkDe00,pass_int,0,,,,,
player,201309290htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201309290htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201309290htx,htx,HopkDe00,pass_long,0,,,,,
player,201309290htx,htx,HopkDe00,pass_rating,,,,,,
player,201309290htx,htx,HopkDe00,rush_att,0,,,,,
player,201309290htx,htx,HopkDe00,rush_yds,0,,,,,
player,201309290htx,htx,HopkDe00,rush_td,0,,,,,
player,201309290htx,htx,HopkDe00,rush_long,0,,,,,
player,201309290htx,htx,HopkDe00,targets,3,,,,,
player,201309290htx,htx,HopkDe00,rec,2,,,,,
player,201309290htx,htx,HopkDe00,rec_yds,27,,,,,
player,201309290htx,htx,HopkDe00,rec_td,0,,,,,
player,201309290htx,htx,HopkDe00,rec_long,16,,,,,
player,201309290htx,htx,HopkDe00,fumbles,0,,,,,
player,201309290htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201309290htx,htx,MartKe01,pass_cmp,0,,,,,
player,201309290htx,htx,MartKe01,pass_att,0,,,,,
player,201309290htx,htx,MartKe01,pass_yds,0,,,,,
player,201309290htx,htx,MartKe01,pass_td,0,,,,,
player,201309290htx,htx,MartKe01,pass_int,0,,,,,
player,201309290htx,htx,MartKe01,pass_sacked,0,,,,,
player,201309290htx,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201309290htx,htx,MartKe01,pass_long,0,,,,,
player,201309290htx,htx,MartKe01,pass_rating,,,,,,
player,201309290htx,htx,MartKe01,rush_att,0,,,,,
player,201309290htx,htx,MartKe01,rush_yds,0,,,,,
player,201309290htx,htx,MartKe01,rush_td,0,,,,,
player,201309290htx,htx,MartKe01,rush_long,0,,,,,
player,201309290htx,htx,MartKe01,targets,6,,,,,
player,201309290htx,htx,MartKe01,rec,1,,,,,
player,201309290htx,htx,MartKe01,rec_yds,6,,,,,
player,201309290htx,htx,MartKe01,rec_td,0,,,,,
player,201309290htx,htx,MartKe01,rec_long,6,,,,,
player,201309290htx,htx,MartKe01,fumbles,0,,,,,
player,201309290htx,htx,MartKe01,fumbles_lost,0,,,,,
player,201309290htx,htx,JoneGr01,pass_cmp,0,,,,,
player,201309290htx,htx,JoneGr01,pass_att,0,,,,,
player,201309290htx,htx,JoneGr01,pass_yds,0,,,,,
player,201309290htx,htx,JoneGr01,pass_td,0,,,,,
player,201309290htx,htx,JoneGr01,pass_int,0,,,,,
player,201309290htx,htx,JoneGr01,pass_sacked,0,,,,,
player,201309290htx,htx,JoneGr01,pass_sacked_yds,0,,,,,
player,201309290htx,htx,JoneGr01,pass_long,0,,,,,
player,201309290htx,htx,JoneGr01,pass_rating,,,,,,
player,201309290htx,htx,JoneGr01,rush_att,0,,,,,
player,201309290htx,htx,JoneGr01,rush_yds,0,,,,,
player,201309290htx,htx,JoneGr01,rush_td,0,,,,,
player,201309290htx,htx,JoneGr01,rush_long,0,,,,,
player,201309290htx,htx,JoneGr01,targets,1,,,,,
player,201309290htx,htx,JoneGr01,rec,1,,,,,
player,201309290htx,htx,JoneGr01,rec_yds,1,,,,,
player,201309290htx,htx,JoneGr01,rec_td,0,,,,,
player,201309290htx,htx,JoneGr01,rec_long,1,,,,,
player,201309290htx,htx,JoneGr01,fumbles,0,,,,,
player,201309290htx,htx,JoneGr01,fumbles_lost,0,,,,,
player,201309290htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201309290htx,htx,GrifRy00,pass_att,0,,,,,
player,201309290htx,htx,GrifRy00,pass_yds,0,,,,,
player,201309290htx,htx,GrifRy00,pass_td,0,,,,,
player,201309290htx,htx,GrifRy00,pass_int,0,,,,,
player,201309290htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201309290htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201309290htx,htx,GrifRy00,pass_long,0,,,,,
player,201309290htx,htx,GrifRy00,pass_rating,,,,,,
player,201309290htx,htx,GrifRy00,rush_att,0,,,,,
player,201309290htx,htx,GrifRy00,rush_yds,0,,,,,
player,201309290htx,htx,GrifRy00,rush_td,0,,,,,
player,201309290htx,htx,GrifRy00,rush_long,0,,,,,
player,201309290htx,htx,GrifRy00,targets,1,,,,,
player,201309290htx,htx,GrifRy00,rec,0,,,,,
player,201309290htx,htx,GrifRy00,rec_yds,0,,,,,
player,201309290htx,htx,GrifRy00,rec_td,0,,,,,
player,201309290htx,htx,GrifRy00,rec_long,0,,,,,
player,201309290htx,htx,GrifRy00,fumbles,0,,,,,
player,201309290htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201309290htx,sea,ThomEa99,def_int,1,,,,,
player,201309290htx,sea,ThomEa99,def_int_yds,0,,,,,
player,201309290htx,sea,ThomEa99,def_int_td,0,,,,,
player,201309290htx,sea,ThomEa99,def_int_long,0,,,,,
player,201309290htx,sea,ThomEa99,pass_defended,2,,,,,
player,201309290htx,sea,ThomEa99,sacks,0.0,,,,,
player,201309290htx,sea,ThomEa99,tackles_combined,7,,,,,
player,201309290htx,sea,ThomEa99,tackles_solo,7,,,,,
player,201309290htx,sea,ThomEa99,tackles_assists,0,,,,,
player,201309290htx,sea,ThomEa99,tackles_loss,0,,,,,
player,201309290htx,sea,ThomEa99,qb_hits,0,,,,,
player,201309290htx,sea,ThomEa99,fumbles_rec,0,,,,,
player,201309290htx,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201309290htx,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201309290htx,sea,ThomEa99,fumbles_forced,1,,,,,
player,201309290htx,sea,SherRi00,def_int,1,,,,,
player,201309290htx,sea,SherRi00,def_int_yds,58,,,,,
player,201309290htx,sea,SherRi00,def_int_td,1,,,,,
player,201309290htx,sea,SherRi00,def_int_long,58,,,,,
player,201309290htx,sea,SherRi00,pass_defended,2,,,,,
player,201309290htx,sea,SherRi00,sacks,0.0,,,,,
player,201309290htx,sea,SherRi00,tackles_combined,4,,,,,
player,201309290htx,sea,SherRi00,tackles_solo,4,,,,,
player,201309290htx,sea,SherRi00,tackles_assists,0,,,,,
player,201309290htx,sea,SherRi00,tackles_loss,0,,,,,
player,201309290htx,sea,SherRi00,qb_hits,0,,,,,
player,201309290htx,sea,SherRi00,fumbles_rec,0,,,,,
player,201309290htx,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201309290htx,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201309290htx,sea,SherRi00,fumbles_forced,0,,,,,
player,201309290htx,sea,ClemCh23,def_int,0,,,,,
player,201309290htx,sea,ClemCh23,def_int_yds,0,,,,,
player,201309290htx,sea,ClemCh23,def_int_td,0,,,,,
player,201309290htx,sea,ClemCh23,def_int_long,0,,,,,
