game,2013,6,20131014,201310140sdg,clt,"Indianapolis Colts",9,sdg,"San Diego Chargers",19
player,201310140sdg,clt,FleeCo00,targets,6,,,,,
player,201310140sdg,clt,FleeCo00,rec,3,,,,,
player,201310140sdg,clt,FleeCo00,rec_yds,16,,,,,
player,201310140sdg,clt,FleeCo00,rec_td,0,,,,,
player,201310140sdg,clt,FleeCo00,rec_long,9,,,,,
player,201310140sdg,clt,FleeCo00,fumbles,0,,,,,
player,201310140sdg,clt,FleeCo00,fumbles_lost,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_cmp,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_att,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_yds,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_td,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_int,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_sacked,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_sacked_yds,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_long,0,,,,,
player,201310140sdg,clt,HaviSt00,pass_rating,,,,,,
player,201310140sdg,clt,HaviSt00,rush_att,0,,,,,
player,201310140sdg,clt,HaviSt00,rush_yds,0,,,,,
player,201310140sdg,clt,HaviSt00,rush_td,0,,,,,
player,201310140sdg,clt,HaviSt00,rush_long,0,,,,,
player,201310140sdg,clt,HaviSt00,targets,1,,,,,
player,201310140sdg,clt,HaviSt00,rec,1,,,,,
player,201310140sdg,clt,HaviSt00,rec_yds,12,,,,,
player,201310140sdg,clt,HaviSt00,rec_td,0,,,,,
player,201310140sdg,clt,HaviSt00,rec_long,12,,,,,
player,201310140sdg,clt,HaviSt00,fumbles,0,,,,,
player,201310140sdg,clt,HaviSt00,fumbles_lost,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_cmp,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_att,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_yds,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_td,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_int,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_sacked,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_sacked_yds,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_long,0,,,,,
player,201310140sdg,clt,HeywDa00,pass_rating,,,,,,
player,201310140sdg,clt,HeywDa00,rush_att,0,,,,,
player,201310140sdg,clt,HeywDa00,rush_yds,0,,,,,
player,201310140sdg,clt,HeywDa00,rush_td,0,,,,,
player,201310140sdg,clt,HeywDa00,rush_long,0,,,,,
player,201310140sdg,clt,HeywDa00,targets,2,,,,,
player,201310140sdg,clt,HeywDa00,rec,1,,,,,
player,201310140sdg,clt,HeywDa00,rec_yds,11,,,,,
player,201310140sdg,clt,HeywDa00,rec_td,0,,,,,
player,201310140sdg,clt,HeywDa00,rec_long,11,,,,,
player,201310140sdg,clt,HeywDa00,fumbles,0,,,,,
player,201310140sdg,clt,HeywDa00,fumbles_lost,0,,,,,
player,201310140sdg,sdg,RivePh00,pass_cmp,22,,,,,
player,201310140sdg,sdg,RivePh00,pass_att,33,,,,,
player,201310140sdg,sdg,RivePh00,pass_yds,237,,,,,
player,201310140sdg,sdg,RivePh00,pass_td,1,,,,,
player,201310140sdg,sdg,RivePh00,pass_int,0,,,,,
player,201310140sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201310140sdg,sdg,RivePh00,pass_sacked_yds,10,,,,,
player,201310140sdg,sdg,RivePh00,pass_long,25,,,,,
player,201310140sdg,sdg,RivePh00,pass_rating,97.7,,,,,
player,201310140sdg,sdg,RivePh00,rush_att,1,,,,,
player,201310140sdg,sdg,RivePh00,rush_yds,-1,,,,,
player,201310140sdg,sdg,RivePh00,rush_td,0,,,,,
player,201310140sdg,sdg,RivePh00,rush_long,-1,,,,,
player,201310140sdg,sdg,RivePh00,targets,0,,,,,
player,201310140sdg,sdg,RivePh00,rec,0,,,,,
player,201310140sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201310140sdg,sdg,RivePh00,rec_td,0,,,,,
player,201310140sdg,sdg,RivePh00,rec_long,0,,,,,
player,201310140sdg,sdg,RivePh00,fumbles,0,,,,,
player,201310140sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_att,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_td,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_int,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_long,0,,,,,
player,201310140sdg,sdg,MathRy00,pass_rating,,,,,,
player,201310140sdg,sdg,MathRy00,rush_att,22,,,,,
player,201310140sdg,sdg,MathRy00,rush_yds,102,,,,,
player,201310140sdg,sdg,MathRy00,rush_td,0,,,,,
player,201310140sdg,sdg,MathRy00,rush_long,15,,,,,
player,201310140sdg,sdg,MathRy00,targets,1,,,,,
player,201310140sdg,sdg,MathRy00,rec,0,,,,,
player,201310140sdg,sdg,MathRy00,rec_yds,0,,,,,
player,201310140sdg,sdg,MathRy00,rec_td,0,,,,,
player,201310140sdg,sdg,MathRy00,rec_long,0,,,,,
player,201310140sdg,sdg,MathRy00,fumbles,0,,,,,
player,201310140sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_cmp,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_att,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_yds,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_td,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_int,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_sacked,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_long,0,,,,,
player,201310140sdg,sdg,WoodDa02,pass_rating,,,,,,
player,201310140sdg,sdg,WoodDa02,rush_att,9,,,,,
player,201310140sdg,sdg,WoodDa02,rush_yds,36,,,,,
player,201310140sdg,sdg,WoodDa02,rush_td,0,,,,,
player,201310140sdg,sdg,WoodDa02,rush_long,10,,,,,
player,201310140sdg,sdg,WoodDa02,targets,5,,,,,
player,201310140sdg,sdg,WoodDa02,rec,5,,,,,
player,201310140sdg,sdg,WoodDa02,rec_yds,47,,,,,
player,201310140sdg,sdg,WoodDa02,rec_td,0,,,,,
player,201310140sdg,sdg,WoodDa02,rec_long,13,,,,,
player,201310140sdg,sdg,WoodDa02,fumbles,0,,,,,
player,201310140sdg,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_att,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_yds,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_td,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_int,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_long,0,,,,,
player,201310140sdg,sdg,RoyaEd00,pass_rating,,,,,,
player,201310140sdg,sdg,RoyaEd00,rush_att,1,,,,,
player,201310140sdg,sdg,RoyaEd00,rush_yds,4,,,,,
player,201310140sdg,sdg,RoyaEd00,rush_td,0,,,,,
player,201310140sdg,sdg,RoyaEd00,rush_long,4,,,,,
player,201310140sdg,sdg,RoyaEd00,targets,0,,,,,
player,201310140sdg,sdg,RoyaEd00,rec,0,,,,,
player,201310140sdg,sdg,RoyaEd00,rec_yds,0,,,,,
player,201310140sdg,sdg,RoyaEd00,rec_td,0,,,,,
player,201310140sdg,sdg,RoyaEd00,rec_long,0,,,,,
player,201310140sdg,sdg,RoyaEd00,fumbles,0,,,,,
player,201310140sdg,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_cmp,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_att,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_yds,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_td,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_int,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_sacked,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_long,0,,,,,
player,201310140sdg,sdg,BrowRo05,pass_rating,,,,,,
player,201310140sdg,sdg,BrowRo05,rush_att,2,,,,,
player,201310140sdg,sdg,BrowRo05,rush_yds,3,,,,,
player,201310140sdg,sdg,BrowRo05,rush_td,0,,,,,
player,201310140sdg,sdg,BrowRo05,rush_long,4,,,,,
player,201310140sdg,sdg,BrowRo05,targets,0,,,,,
player,201310140sdg,sdg,BrowRo05,rec,0,,,,,
player,201310140sdg,sdg,BrowRo05,rec_yds,0,,,,,
player,201310140sdg,sdg,BrowRo05,rec_td,0,,,,,
player,201310140sdg,sdg,BrowRo05,rec_long,0,,,,,
player,201310140sdg,sdg,BrowRo05,fumbles,0,,,,,
player,201310140sdg,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_cmp,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_att,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_yds,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_td,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_int,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_sacked,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_long,0,,,,,
player,201310140sdg,sdg,McClLe00,pass_rating,,,,,,
player,201310140sdg,sdg,McClLe00,rush_att,2,,,,,
player,201310140sdg,sdg,McClLe00,rush_yds,3,,,,,
player,201310140sdg,sdg,McClLe00,rush_td,0,,,,,
player,201310140sdg,sdg,McClLe00,rush_long,2,,,,,
player,201310140sdg,sdg,McClLe00,targets,1,,,,,
player,201310140sdg,sdg,McClLe00,rec,1,,,,,
player,201310140sdg,sdg,McClLe00,rec_yds,-1,,,,,
player,201310140sdg,sdg,McClLe00,rec_td,0,,,,,
player,201310140sdg,sdg,McClLe00,rec_long,-1,,,,,
player,201310140sdg,sdg,McClLe00,fumbles,0,,,,,
player,201310140sdg,sdg,McClLe00,fumbles_lost,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201310140sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201310140sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201310140sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201310140sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201310140sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201310140sdg,sdg,AlleKe00,targets,12,,,,,
player,201310140sdg,sdg,AlleKe00,rec,9,,,,,
player,201310140sdg,sdg,AlleKe00,rec_yds,107,,,,,
player,201310140sdg,sdg,AlleKe00,rec_td,1,,,,,
player,201310140sdg,sdg,AlleKe00,rec_long,22,,,,,
player,201310140sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201310140sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201310140sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201310140sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201310140sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201310140sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201310140sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201310140sdg,sdg,BrowVi00,targets,4,,,,,
player,201310140sdg,sdg,BrowVi00,rec,2,,,,,
player,201310140sdg,sdg,BrowVi00,rec_yds,31,,,,,
player,201310140sdg,sdg,BrowVi00,rec_td,0,,,,,
player,201310140sdg,sdg,BrowVi00,rec_long,16,,,,,
player,201310140sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201310140sdg,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_att,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_td,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_int,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_long,0,,,,,
player,201310140sdg,sdg,GateAn00,pass_rating,,,,,,
player,201310140sdg,sdg,GateAn00,rush_att,0,,,,,
player,201310140sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201310140sdg,sdg,GateAn00,rush_td,0,,,,,
player,201310140sdg,sdg,GateAn00,rush_long,0,,,,,
player,201310140sdg,sdg,GateAn00,targets,8,,,,,
player,201310140sdg,sdg,GateAn00,rec,4,,,,,
player,201310140sdg,sdg,GateAn00,rec_yds,28,,,,,
player,201310140sdg,sdg,GateAn00,rec_td,0,,,,,
player,201310140sdg,sdg,GateAn00,rec_long,11,,,,,
player,201310140sdg,sdg,GateAn00,fumbles,0,,,,,
player,201310140sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_cmp,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_att,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_yds,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_td,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_int,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_sacked,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_long,0,,,,,
player,201310140sdg,sdg,GreeLa00,pass_rating,,,,,,
player,201310140sdg,sdg,GreeLa00,rush_att,0,,,,,
player,201310140sdg,sdg,GreeLa00,rush_yds,0,,,,,
player,201310140sdg,sdg,GreeLa00,rush_td,0,,,,,
player,201310140sdg,sdg,GreeLa00,rush_long,0,,,,,
player,201310140sdg,sdg,GreeLa00,targets,1,,,,,
player,201310140sdg,sdg,GreeLa00,rec,1,,,,,
player,201310140sdg,sdg,GreeLa00,rec_yds,25,,,,,
player,201310140sdg,sdg,GreeLa00,rec_td,0,,,,,
player,201310140sdg,sdg,GreeLa00,rec_long,25,,,,,
player,201310140sdg,sdg,GreeLa00,fumbles,0,,,,,
player,201310140sdg,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201310140sdg,clt,ShepKe00,def_int,0,,,,,
player,201310140sdg,clt,ShepKe00,def_int_yds,0,,,,,
player,201310140sdg,clt,ShepKe00,def_int_td,0,,,,,
player,201310140sdg,clt,ShepKe00,def_int_long,0,,,,,
player,201310140sdg,clt,ShepKe00,pass_defended,0,,,,,
player,201310140sdg,clt,ShepKe00,sacks,1.0,,,,,
player,201310140sdg,clt,ShepKe00,tackles_combined,4,,,,,
player,201310140sdg,clt,ShepKe00,tackles_solo,4,,,,,
player,201310140sdg,clt,ShepKe00,tackles_assists,0,,,,,
player,201310140sdg,clt,ShepKe00,tackles_loss,1,,,,,
player,201310140sdg,clt,ShepKe00,qb_hits,1,,,,,
player,201310140sdg,clt,ShepKe00,fumbles_rec,0,,,,,
player,201310140sdg,clt,ShepKe00,fumbles_rec_yds,0,,,,,
player,201310140sdg,clt,ShepKe00,fumbles_rec_td,0,,,,,
player,201310140sdg,clt,ShepKe00,fumbles_forced,0,,,,,
player,201310140sdg,clt,ReddCo20,def_int,0,,,,,
player,201310140sdg,clt,ReddCo20,def_int_yds,0,,,,,
player,201310140sdg,clt,ReddCo20,def_int_td,0,,,,,
player,201310140sdg,clt,ReddCo20,def_int_long,0,,,,,
player,201310140sdg,clt,ReddCo20,pass_defended,0,,,,,
player,201310140sdg,clt,ReddCo20,sacks,1.0,,,,,
player,201310140sdg,clt,ReddCo20,tackles_combined,3,,,,,
player,201310140sdg,clt,ReddCo20,tackles_solo,3,,,,,
player,201310140sdg,clt,ReddCo20,tackles_assists,0,,,,,
player,201310140sdg,clt,ReddCo20,tackles_loss,1,,,,,
player,201310140sdg,clt,ReddCo20,qb_hits,1,,,,,
player,201310140sdg,clt,ReddCo20,fumbles_rec,0,,,,,
player,201310140sdg,clt,ReddCo20,fumbles_rec_yds,0,,,,,
player,201310140sdg,clt,ReddCo20,fumbles_rec_td,0,,,,,
player,201310140sdg,clt,ReddCo20,fumbles_forced,0,,,,,
player,201310140sdg,clt,HarvMa00,def_int,0,,,,,
player,201310140sdg,clt,HarvMa00,def_int_yds,0,,,,,
player,201310140sdg,clt,HarvMa00,def_int_td,0,,,,,
player,201310140sdg,clt,HarvMa00,def_int_long,0,,,,,
player,201310140sdg,clt,HarvMa00,pass_defended,0,,,,,
player,201310140sdg,clt,HarvMa00,sacks,0.0,,,,,
player,201310140sdg,clt,HarvMa00,tackles_combined,10,,,,,
player,201310140sdg,clt,HarvMa00,tackles_solo,9,,,,,
player,201310140sdg,clt,HarvMa00,tackles_assists,1,,,,,
player,201310140sdg,clt,HarvMa00,tackles_loss,1,,,,,
player,201310140sdg,clt,HarvMa00,qb_hits,0,,,,,
player,201310140sdg,clt,HarvMa00,fumbles_rec,0,,,,,
player,201310140sdg,clt,HarvMa00,fumbles_rec_yds,0,,,,,
player,201310140sdg,clt,HarvMa00,fumbles_rec_td,0,,,,,
player,201310140sdg,clt,HarvMa00,fumbles_forced,0,,,,,
player,201310140sdg,clt,HoweDe00,def_int,0,,,,,
player,201310140sdg,clt,HoweDe00,def_int_yds,0,,,,,
player,201310140sdg,clt,HoweDe00,def_int_td,0,,,,,
player,201310140sdg,clt,HoweDe00,def_int_long,0,,,,,
player,201310140sdg,clt,HoweDe00,pass_defended,0,,,,,
