game,2013,3,20130922,201309220nor,crd,"Arizona Cardinals",7,nor,"New Orleans Saints",31
player,201309220nor,nor,StilKe00,rec,0,,,,,
player,201309220nor,nor,StilKe00,rec_yds,0,,,,,
player,201309220nor,nor,StilKe00,rec_td,0,,,,,
player,201309220nor,nor,StilKe00,rec_long,0,,,,,
player,201309220nor,nor,StilKe00,fumbles,0,,,,,
player,201309220nor,nor,StilKe00,fumbles_lost,0,,,,,
player,201309220nor,crd,MathTy00,def_int,1,,,,,
player,201309220nor,crd,MathTy00,def_int_yds,0,,,,,
player,201309220nor,crd,MathTy00,def_int_td,0,,,,,
player,201309220nor,crd,MathTy00,def_int_long,0,,,,,
player,201309220nor,crd,MathTy00,pass_defended,1,,,,,
player,201309220nor,crd,MathTy00,sacks,0.0,,,,,
player,201309220nor,crd,MathTy00,tackles_combined,10,,,,,
player,201309220nor,crd,MathTy00,tackles_solo,9,,,,,
player,201309220nor,crd,MathTy00,tackles_assists,1,,,,,
player,201309220nor,crd,MathTy00,tackles_loss,0,,,,,
player,201309220nor,crd,MathTy00,qb_hits,0,,,,,
player,201309220nor,crd,MathTy00,fumbles_rec,0,,,,,
player,201309220nor,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201309220nor,crd,MathTy00,fumbles_forced,0,,,,,
player,201309220nor,crd,DockDa20,def_int,0,,,,,
player,201309220nor,crd,DockDa20,def_int_yds,0,,,,,
player,201309220nor,crd,DockDa20,def_int_td,0,,,,,
player,201309220nor,crd,DockDa20,def_int_long,0,,,,,
player,201309220nor,crd,DockDa20,pass_defended,0,,,,,
player,201309220nor,crd,DockDa20,sacks,3.0,,,,,
player,201309220nor,crd,DockDa20,tackles_combined,3,,,,,
player,201309220nor,crd,DockDa20,tackles_solo,3,,,,,
player,201309220nor,crd,DockDa20,tackles_assists,0,,,,,
player,201309220nor,crd,DockDa20,tackles_loss,3,,,,,
player,201309220nor,crd,DockDa20,qb_hits,4,,,,,
player,201309220nor,crd,DockDa20,fumbles_rec,0,,,,,
player,201309220nor,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201309220nor,crd,DockDa20,fumbles_forced,0,,,,,
player,201309220nor,crd,AchoSa00,def_int,0,,,,,
player,201309220nor,crd,AchoSa00,def_int_yds,0,,,,,
player,201309220nor,crd,AchoSa00,def_int_td,0,,,,,
player,201309220nor,crd,AchoSa00,def_int_long,0,,,,,
player,201309220nor,crd,AchoSa00,pass_defended,0,,,,,
player,201309220nor,crd,AchoSa00,sacks,1.0,,,,,
player,201309220nor,crd,AchoSa00,tackles_combined,1,,,,,
player,201309220nor,crd,AchoSa00,tackles_solo,1,,,,,
player,201309220nor,crd,AchoSa00,tackles_assists,0,,,,,
player,201309220nor,crd,AchoSa00,tackles_loss,1,,,,,
player,201309220nor,crd,AchoSa00,qb_hits,1,,,,,
player,201309220nor,crd,AchoSa00,fumbles_rec,1,,,,,
player,201309220nor,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201309220nor,crd,AchoSa00,fumbles_forced,0,,,,,
player,201309220nor,crd,DansKa20,def_int,0,,,,,
player,201309220nor,crd,DansKa20,def_int_yds,0,,,,,
player,201309220nor,crd,DansKa20,def_int_td,0,,,,,
player,201309220nor,crd,DansKa20,def_int_long,0,,,,,
player,201309220nor,crd,DansKa20,pass_defended,1,,,,,
player,201309220nor,crd,DansKa20,sacks,0.0,,,,,
player,201309220nor,crd,DansKa20,tackles_combined,12,,,,,
player,201309220nor,crd,DansKa20,tackles_solo,12,,,,,
player,201309220nor,crd,DansKa20,tackles_assists,0,,,,,
player,201309220nor,crd,DansKa20,tackles_loss,2,,,,,
player,201309220nor,crd,DansKa20,qb_hits,0,,,,,
player,201309220nor,crd,DansKa20,fumbles_rec,0,,,,,
player,201309220nor,crd,DansKa20,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,DansKa20,fumbles_rec_td,0,,,,,
player,201309220nor,crd,DansKa20,fumbles_forced,0,,,,,
player,201309220nor,crd,BellYe20,def_int,0,,,,,
player,201309220nor,crd,BellYe20,def_int_yds,0,,,,,
player,201309220nor,crd,BellYe20,def_int_td,0,,,,,
player,201309220nor,crd,BellYe20,def_int_long,0,,,,,
player,201309220nor,crd,BellYe20,pass_defended,1,,,,,
player,201309220nor,crd,BellYe20,sacks,0.0,,,,,
player,201309220nor,crd,BellYe20,tackles_combined,6,,,,,
player,201309220nor,crd,BellYe20,tackles_solo,6,,,,,
player,201309220nor,crd,BellYe20,tackles_assists,0,,,,,
player,201309220nor,crd,BellYe20,tackles_loss,0,,,,,
player,201309220nor,crd,BellYe20,qb_hits,0,,,,,
player,201309220nor,crd,BellYe20,fumbles_rec,0,,,,,
player,201309220nor,crd,BellYe20,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,BellYe20,fumbles_rec_td,0,,,,,
player,201309220nor,crd,BellYe20,fumbles_forced,0,,,,,
player,201309220nor,crd,BrinJa99,def_int,0,,,,,
player,201309220nor,crd,BrinJa99,def_int_yds,0,,,,,
player,201309220nor,crd,BrinJa99,def_int_td,0,,,,,
player,201309220nor,crd,BrinJa99,def_int_long,0,,,,,
player,201309220nor,crd,BrinJa99,pass_defended,0,,,,,
player,201309220nor,crd,BrinJa99,sacks,0.0,,,,,
player,201309220nor,crd,BrinJa99,tackles_combined,4,,,,,
player,201309220nor,crd,BrinJa99,tackles_solo,3,,,,,
player,201309220nor,crd,BrinJa99,tackles_assists,1,,,,,
player,201309220nor,crd,BrinJa99,tackles_loss,1,,,,,
player,201309220nor,crd,BrinJa99,qb_hits,0,,,,,
player,201309220nor,crd,BrinJa99,fumbles_rec,0,,,,,
player,201309220nor,crd,BrinJa99,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,BrinJa99,fumbles_rec_td,0,,,,,
player,201309220nor,crd,BrinJa99,fumbles_forced,0,,,,,
player,201309220nor,crd,PoweJe99,def_int,0,,,,,
player,201309220nor,crd,PoweJe99,def_int_yds,0,,,,,
player,201309220nor,crd,PoweJe99,def_int_td,0,,,,,
player,201309220nor,crd,PoweJe99,def_int_long,0,,,,,
player,201309220nor,crd,PoweJe99,pass_defended,2,,,,,
player,201309220nor,crd,PoweJe99,sacks,0.0,,,,,
player,201309220nor,crd,PoweJe99,tackles_combined,4,,,,,
player,201309220nor,crd,PoweJe99,tackles_solo,3,,,,,
player,201309220nor,crd,PoweJe99,tackles_assists,1,,,,,
player,201309220nor,crd,PoweJe99,tackles_loss,0,,,,,
player,201309220nor,crd,PoweJe99,qb_hits,0,,,,,
player,201309220nor,crd,PoweJe99,fumbles_rec,0,,,,,
player,201309220nor,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201309220nor,crd,PoweJe99,fumbles_forced,0,,,,,
player,201309220nor,crd,CampCa99,def_int,0,,,,,
player,201309220nor,crd,CampCa99,def_int_yds,0,,,,,
player,201309220nor,crd,CampCa99,def_int_td,0,,,,,
player,201309220nor,crd,CampCa99,def_int_long,0,,,,,
player,201309220nor,crd,CampCa99,pass_defended,0,,,,,
player,201309220nor,crd,CampCa99,sacks,0.0,,,,,
player,201309220nor,crd,CampCa99,tackles_combined,3,,,,,
player,201309220nor,crd,CampCa99,tackles_solo,2,,,,,
player,201309220nor,crd,CampCa99,tackles_assists,1,,,,,
player,201309220nor,crd,CampCa99,tackles_loss,0,,,,,
player,201309220nor,crd,CampCa99,qb_hits,0,,,,,
player,201309220nor,crd,CampCa99,fumbles_rec,0,,,,,
player,201309220nor,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201309220nor,crd,CampCa99,fumbles_forced,0,,,,,
player,201309220nor,crd,JohnRa98,def_int,0,,,,,
player,201309220nor,crd,JohnRa98,def_int_yds,0,,,,,
player,201309220nor,crd,JohnRa98,def_int_td,0,,,,,
player,201309220nor,crd,JohnRa98,def_int_long,0,,,,,
player,201309220nor,crd,JohnRa98,pass_defended,0,,,,,
player,201309220nor,crd,JohnRa98,sacks,0.0,,,,,
player,201309220nor,crd,JohnRa98,tackles_combined,3,,,,,
player,201309220nor,crd,JohnRa98,tackles_solo,3,,,,,
player,201309220nor,crd,JohnRa98,tackles_assists,0,,,,,
player,201309220nor,crd,JohnRa98,tackles_loss,0,,,,,
player,201309220nor,crd,JohnRa98,qb_hits,0,,,,,
player,201309220nor,crd,JohnRa98,fumbles_rec,0,,,,,
player,201309220nor,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201309220nor,crd,JohnRa98,fumbles_forced,0,,,,,
player,201309220nor,crd,PetePa00,def_int,0,,,,,
player,201309220nor,crd,PetePa00,def_int_yds,0,,,,,
player,201309220nor,crd,PetePa00,def_int_td,0,,,,,
player,201309220nor,crd,PetePa00,def_int_long,0,,,,,
player,201309220nor,crd,PetePa00,pass_defended,0,,,,,
player,201309220nor,crd,PetePa00,sacks,0.0,,,,,
player,201309220nor,crd,PetePa00,tackles_combined,2,,,,,
player,201309220nor,crd,PetePa00,tackles_solo,2,,,,,
player,201309220nor,crd,PetePa00,tackles_assists,0,,,,,
player,201309220nor,crd,PetePa00,tackles_loss,0,,,,,
player,201309220nor,crd,PetePa00,qb_hits,0,,,,,
player,201309220nor,crd,PetePa00,fumbles_rec,0,,,,,
player,201309220nor,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201309220nor,crd,PetePa00,fumbles_forced,0,,,,,
player,201309220nor,crd,ShauMa99,def_int,0,,,,,
player,201309220nor,crd,ShauMa99,def_int_yds,0,,,,,
player,201309220nor,crd,ShauMa99,def_int_td,0,,,,,
player,201309220nor,crd,ShauMa99,def_int_long,0,,,,,
player,201309220nor,crd,ShauMa99,pass_defended,0,,,,,
player,201309220nor,crd,ShauMa99,sacks,0.0,,,,,
player,201309220nor,crd,ShauMa99,tackles_combined,2,,,,,
player,201309220nor,crd,ShauMa99,tackles_solo,1,,,,,
player,201309220nor,crd,ShauMa99,tackles_assists,1,,,,,
player,201309220nor,crd,ShauMa99,tackles_loss,0,,,,,
player,201309220nor,crd,ShauMa99,qb_hits,0,,,,,
player,201309220nor,crd,ShauMa99,fumbles_rec,0,,,,,
player,201309220nor,crd,ShauMa99,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,ShauMa99,fumbles_rec_td,0,,,,,
player,201309220nor,crd,ShauMa99,fumbles_forced,0,,,,,
player,201309220nor,crd,Ta'aAl00,def_int,0,,,,,
player,201309220nor,crd,Ta'aAl00,def_int_yds,0,,,,,
player,201309220nor,crd,Ta'aAl00,def_int_td,0,,,,,
player,201309220nor,crd,Ta'aAl00,def_int_long,0,,,,,
player,201309220nor,crd,Ta'aAl00,pass_defended,0,,,,,
player,201309220nor,crd,Ta'aAl00,sacks,0.0,,,,,
player,201309220nor,crd,Ta'aAl00,tackles_combined,2,,,,,
player,201309220nor,crd,Ta'aAl00,tackles_solo,1,,,,,
player,201309220nor,crd,Ta'aAl00,tackles_assists,1,,,,,
player,201309220nor,crd,Ta'aAl00,tackles_loss,0,,,,,
player,201309220nor,crd,Ta'aAl00,qb_hits,0,,,,,
player,201309220nor,crd,Ta'aAl00,fumbles_rec,0,,,,,
player,201309220nor,crd,Ta'aAl00,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,Ta'aAl00,fumbles_rec_td,0,,,,,
player,201309220nor,crd,Ta'aAl00,fumbles_forced,0,,,,,
player,201309220nor,crd,AbraJo00,def_int,0,,,,,
player,201309220nor,crd,AbraJo00,def_int_yds,0,,,,,
player,201309220nor,crd,AbraJo00,def_int_td,0,,,,,
player,201309220nor,crd,AbraJo00,def_int_long,0,,,,,
player,201309220nor,crd,AbraJo00,pass_defended,0,,,,,
player,201309220nor,crd,AbraJo00,sacks,0.0,,,,,
player,201309220nor,crd,AbraJo00,tackles_combined,1,,,,,
player,201309220nor,crd,AbraJo00,tackles_solo,1,,,,,
player,201309220nor,crd,AbraJo00,tackles_assists,0,,,,,
player,201309220nor,crd,AbraJo00,tackles_loss,0,,,,,
player,201309220nor,crd,AbraJo00,qb_hits,0,,,,,
player,201309220nor,crd,AbraJo00,fumbles_rec,0,,,,,
player,201309220nor,crd,AbraJo00,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,AbraJo00,fumbles_rec_td,0,,,,,
player,201309220nor,crd,AbraJo00,fumbles_forced,0,,,,,
player,201309220nor,crd,ArenJa99,def_int,0,,,,,
player,201309220nor,crd,ArenJa99,def_int_yds,0,,,,,
player,201309220nor,crd,ArenJa99,def_int_td,0,,,,,
player,201309220nor,crd,ArenJa99,def_int_long,0,,,,,
player,201309220nor,crd,ArenJa99,pass_defended,0,,,,,
player,201309220nor,crd,ArenJa99,sacks,0.0,,,,,
player,201309220nor,crd,ArenJa99,tackles_combined,1,,,,,
player,201309220nor,crd,ArenJa99,tackles_solo,1,,,,,
player,201309220nor,crd,ArenJa99,tackles_assists,0,,,,,
player,201309220nor,crd,ArenJa99,tackles_loss,0,,,,,
player,201309220nor,crd,ArenJa99,qb_hits,0,,,,,
player,201309220nor,crd,ArenJa99,fumbles_rec,0,,,,,
player,201309220nor,crd,ArenJa99,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,ArenJa99,fumbles_rec_td,0,,,,,
player,201309220nor,crd,ArenJa99,fumbles_forced,0,,,,,
player,201309220nor,crd,OkafAl00,def_int,0,,,,,
player,201309220nor,crd,OkafAl00,def_int_yds,0,,,,,
player,201309220nor,crd,OkafAl00,def_int_td,0,,,,,
player,201309220nor,crd,OkafAl00,def_int_long,0,,,,,
player,201309220nor,crd,OkafAl00,pass_defended,0,,,,,
player,201309220nor,crd,OkafAl00,sacks,0.0,,,,,
player,201309220nor,crd,OkafAl00,tackles_combined,1,,,,,
player,201309220nor,crd,OkafAl00,tackles_solo,1,,,,,
player,201309220nor,crd,OkafAl00,tackles_assists,0,,,,,
player,201309220nor,crd,OkafAl00,tackles_loss,0,,,,,
player,201309220nor,crd,OkafAl00,qb_hits,0,,,,,
player,201309220nor,crd,OkafAl00,fumbles_rec,0,,,,,
player,201309220nor,crd,OkafAl00,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,OkafAl00,fumbles_rec_td,0,,,,,
player,201309220nor,crd,OkafAl00,fumbles_forced,0,,,,,
player,201309220nor,crd,TaylKe00,def_int,0,,,,,
player,201309220nor,crd,TaylKe00,def_int_yds,0,,,,,
player,201309220nor,crd,TaylKe00,def_int_td,0,,,,,
player,201309220nor,crd,TaylKe00,def_int_long,0,,,,,
player,201309220nor,crd,TaylKe00,pass_defended,0,,,,,
player,201309220nor,crd,TaylKe00,sacks,0.0,,,,,
player,201309220nor,crd,TaylKe00,tackles_combined,1,,,,,
player,201309220nor,crd,TaylKe00,tackles_solo,1,,,,,
player,201309220nor,crd,TaylKe00,tackles_assists,0,,,,,
player,201309220nor,crd,TaylKe00,tackles_loss,0,,,,,
player,201309220nor,crd,TaylKe00,qb_hits,0,,,,,
player,201309220nor,crd,TaylKe00,fumbles_rec,0,,,,,
player,201309220nor,crd,TaylKe00,fumbles_rec_yds,0,,,,,
player,201309220nor,crd,TaylKe00,fumbles_rec_td,0,,,,,
player,201309220nor,crd,TaylKe00,fumbles_forced,0,,,,,
player,201309220nor,nor,VaccKe00,def_int,1,,,,,
player,201309220nor,nor,VaccKe00,def_int_yds,29,,,,,
player,201309220nor,nor,VaccKe00,def_int_td,0,,,,,
player,201309220nor,nor,VaccKe00,def_int_long,29,,,,,
player,201309220nor,nor,VaccKe00,pass_defended,1,,,,,
player,201309220nor,nor,VaccKe00,sacks,0.0,,,,,
player,201309220nor,nor,VaccKe00,tackles_combined,7,,,,,
player,201309220nor,nor,VaccKe00,tackles_solo,6,,,,,
player,201309220nor,nor,VaccKe00,tackles_assists,1,,,,,
player,201309220nor,nor,VaccKe00,tackles_loss,0,,,,,
player,201309220nor,nor,VaccKe00,qb_hits,0,,,,,
player,201309220nor,nor,VaccKe00,fumbles_rec,0,,,,,
player,201309220nor,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201309220nor,nor,VaccKe00,fumbles_forced,0,,,,,
player,201309220nor,nor,LewiKe96,def_int,1,,,,,
player,201309220nor,nor,LewiKe96,def_int_yds,20,,,,,
player,201309220nor,nor,LewiKe96,def_int_td,0,,,,,
player,201309220nor,nor,LewiKe96,def_int_long,20,,,,,
player,201309220nor,nor,LewiKe96,pass_defended,1,,,,,
player,201309220nor,nor,LewiKe96,sacks,0.0,,,,,
player,201309220nor,nor,LewiKe96,tackles_combined,3,,,,,
player,201309220nor,nor,LewiKe96,tackles_solo,2,,,,,
player,201309220nor,nor,LewiKe96,tackles_assists,1,,,,,
player,201309220nor,nor,LewiKe96,tackles_loss,0,,,,,
player,201309220nor,nor,LewiKe96,qb_hits,0,,,,,
player,201309220nor,nor,LewiKe96,fumbles_rec,0,,,,,
player,201309220nor,nor,LewiKe96,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,LewiKe96,fumbles_rec_td,0,,,,,
player,201309220nor,nor,LewiKe96,fumbles_forced,0,,,,,
player,201309220nor,nor,JordCa00,def_int,0,,,,,
player,201309220nor,nor,JordCa00,def_int_yds,0,,,,,
player,201309220nor,nor,JordCa00,def_int_td,0,,,,,
player,201309220nor,nor,JordCa00,def_int_long,0,,,,,
player,201309220nor,nor,JordCa00,pass_defended,0,,,,,
player,201309220nor,nor,JordCa00,sacks,2.0,,,,,
player,201309220nor,nor,JordCa00,tackles_combined,4,,,,,
player,201309220nor,nor,JordCa00,tackles_solo,3,,,,,
player,201309220nor,nor,JordCa00,tackles_assists,1,,,,,
player,201309220nor,nor,JordCa00,tackles_loss,2,,,,,
player,201309220nor,nor,JordCa00,qb_hits,3,,,,,
player,201309220nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201309220nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201309220nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201309220nor,nor,GaleJu00,def_int,0,,,,,
player,201309220nor,nor,GaleJu00,def_int_yds,0,,,,,
player,201309220nor,nor,GaleJu00,def_int_td,0,,,,,
player,201309220nor,nor,GaleJu00,def_int_long,0,,,,,
player,201309220nor,nor,GaleJu00,pass_defended,0,,,,,
player,201309220nor,nor,GaleJu00,sacks,1.0,,,,,
player,201309220nor,nor,GaleJu00,tackles_combined,3,,,,,
player,201309220nor,nor,GaleJu00,tackles_solo,1,,,,,
player,201309220nor,nor,GaleJu00,tackles_assists,2,,,,,
player,201309220nor,nor,GaleJu00,tackles_loss,1,,,,,
player,201309220nor,nor,GaleJu00,qb_hits,3,,,,,
player,201309220nor,nor,GaleJu00,fumbles_rec,0,,,,,
player,201309220nor,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201309220nor,nor,GaleJu00,fumbles_forced,0,,,,,
player,201309220nor,nor,FostGl00,def_int,0,,,,,
player,201309220nor,nor,FostGl00,def_int_yds,0,,,,,
player,201309220nor,nor,FostGl00,def_int_td,0,,,,,
player,201309220nor,nor,FostGl00,def_int_long,0,,,,,
player,201309220nor,nor,FostGl00,pass_defended,0,,,,,
player,201309220nor,nor,FostGl00,sacks,1.0,,,,,
player,201309220nor,nor,FostGl00,tackles_combined,1,,,,,
player,201309220nor,nor,FostGl00,tackles_solo,1,,,,,
player,201309220nor,nor,FostGl00,tackles_assists,0,,,,,
player,201309220nor,nor,FostGl00,tackles_loss,1,,,,,
player,201309220nor,nor,FostGl00,qb_hits,1,,,,,
player,201309220nor,nor,FostGl00,fumbles_rec,0,,,,,
player,201309220nor,nor,FostGl00,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,FostGl00,fumbles_rec_td,0,,,,,
player,201309220nor,nor,FostGl00,fumbles_forced,0,,,,,
player,201309220nor,nor,LoftCu99,def_int,0,,,,,
player,201309220nor,nor,LoftCu99,def_int_yds,0,,,,,
player,201309220nor,nor,LoftCu99,def_int_td,0,,,,,
player,201309220nor,nor,LoftCu99,def_int_long,0,,,,,
player,201309220nor,nor,LoftCu99,pass_defended,1,,,,,
player,201309220nor,nor,LoftCu99,sacks,0.0,,,,,
player,201309220nor,nor,LoftCu99,tackles_combined,8,,,,,
player,201309220nor,nor,LoftCu99,tackles_solo,7,,,,,
player,201309220nor,nor,LoftCu99,tackles_assists,1,,,,,
player,201309220nor,nor,LoftCu99,tackles_loss,0,,,,,
player,201309220nor,nor,LoftCu99,qb_hits,0,,,,,
player,201309220nor,nor,LoftCu99,fumbles_rec,0,,,,,
player,201309220nor,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201309220nor,nor,LoftCu99,fumbles_forced,0,,,,,
player,201309220nor,nor,GreeJa22,def_int,0,,,,,
player,201309220nor,nor,GreeJa22,def_int_yds,0,,,,,
player,201309220nor,nor,GreeJa22,def_int_td,0,,,,,
player,201309220nor,nor,GreeJa22,def_int_long,0,,,,,
player,201309220nor,nor,GreeJa22,pass_defended,0,,,,,
player,201309220nor,nor,GreeJa22,sacks,0.0,,,,,
player,201309220nor,nor,GreeJa22,tackles_combined,5,,,,,
player,201309220nor,nor,GreeJa22,tackles_solo,5,,,,,
player,201309220nor,nor,GreeJa22,tackles_assists,0,,,,,
player,201309220nor,nor,GreeJa22,tackles_loss,1,,,,,
player,201309220nor,nor,GreeJa22,qb_hits,0,,,,,
player,201309220nor,nor,GreeJa22,fumbles_rec,0,,,,,
player,201309220nor,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201309220nor,nor,GreeJa22,fumbles_forced,0,,,,,
player,201309220nor,nor,JenkMa99,def_int,0,,,,,
player,201309220nor,nor,JenkMa99,def_int_yds,0,,,,,
player,201309220nor,nor,JenkMa99,def_int_td,0,,,,,
player,201309220nor,nor,JenkMa99,def_int_long,0,,,,,
player,201309220nor,nor,JenkMa99,pass_defended,1,,,,,
player,201309220nor,nor,JenkMa99,sacks,0.0,,,,,
player,201309220nor,nor,JenkMa99,tackles_combined,3,,,,,
player,201309220nor,nor,JenkMa99,tackles_solo,2,,,,,
player,201309220nor,nor,JenkMa99,tackles_assists,1,,,,,
player,201309220nor,nor,JenkMa99,tackles_loss,0,,,,,
player,201309220nor,nor,JenkMa99,qb_hits,0,,,,,
player,201309220nor,nor,JenkMa99,fumbles_rec,0,,,,,
player,201309220nor,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201309220nor,nor,JenkMa99,fumbles_forced,0,,,,,
player,201309220nor,nor,BushRa00,def_int,0,,,,,
player,201309220nor,nor,BushRa00,def_int_yds,0,,,,,
player,201309220nor,nor,BushRa00,def_int_td,0,,,,,
player,201309220nor,nor,BushRa00,def_int_long,0,,,,,
player,201309220nor,nor,BushRa00,pass_defended,0,,,,,
player,201309220nor,nor,BushRa00,sacks,0.0,,,,,
player,201309220nor,nor,BushRa00,tackles_combined,2,,,,,
player,201309220nor,nor,BushRa00,tackles_solo,1,,,,,
player,201309220nor,nor,BushRa00,tackles_assists,1,,,,,
player,201309220nor,nor,BushRa00,tackles_loss,0,,,,,
player,201309220nor,nor,BushRa00,qb_hits,0,,,,,
player,201309220nor,nor,BushRa00,fumbles_rec,0,,,,,
player,201309220nor,nor,BushRa00,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,BushRa00,fumbles_rec_td,0,,,,,
player,201309220nor,nor,BushRa00,fumbles_forced,0,,,,,
player,201309220nor,nor,HawtDa20,def_int,0,,,,,
player,201309220nor,nor,HawtDa20,def_int_yds,0,,,,,
player,201309220nor,nor,HawtDa20,def_int_td,0,,,,,
player,201309220nor,nor,HawtDa20,def_int_long,0,,,,,
player,201309220nor,nor,HawtDa20,pass_defended,0,,,,,
player,201309220nor,nor,HawtDa20,sacks,0.0,,,,,
player,201309220nor,nor,HawtDa20,tackles_combined,2,,,,,
player,201309220nor,nor,HawtDa20,tackles_solo,2,,,,,
player,201309220nor,nor,HawtDa20,tackles_assists,0,,,,,
player,201309220nor,nor,HawtDa20,tackles_loss,0,,,,,
player,201309220nor,nor,HawtDa20,qb_hits,0,,,,,
player,201309220nor,nor,HawtDa20,fumbles_rec,0,,,,,
player,201309220nor,nor,HawtDa20,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,HawtDa20,fumbles_rec_td,0,,,,,
player,201309220nor,nor,HawtDa20,fumbles_forced,0,,,,,
player,201309220nor,nor,JenkJo00,def_int,0,,,,,
player,201309220nor,nor,JenkJo00,def_int_yds,0,,,,,
player,201309220nor,nor,JenkJo00,def_int_td,0,,,,,
player,201309220nor,nor,JenkJo00,def_int_long,0,,,,,
player,201309220nor,nor,JenkJo00,pass_defended,0,,,,,
player,201309220nor,nor,JenkJo00,sacks,0.0,,,,,
player,201309220nor,nor,JenkJo00,tackles_combined,2,,,,,
player,201309220nor,nor,JenkJo00,tackles_solo,2,,,,,
player,201309220nor,nor,JenkJo00,tackles_assists,0,,,,,
player,201309220nor,nor,JenkJo00,tackles_loss,0,,,,,
player,201309220nor,nor,JenkJo00,qb_hits,0,,,,,
player,201309220nor,nor,JenkJo00,fumbles_rec,0,,,,,
player,201309220nor,nor,JenkJo00,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,JenkJo00,fumbles_rec_td,0,,,,,
player,201309220nor,nor,JenkJo00,fumbles_forced,0,,,,,
player,201309220nor,nor,ReddKe00,def_int,0,,,,,
player,201309220nor,nor,ReddKe00,def_int_yds,0,,,,,
player,201309220nor,nor,ReddKe00,def_int_td,0,,,,,
player,201309220nor,nor,ReddKe00,def_int_long,0,,,,,
player,201309220nor,nor,ReddKe00,pass_defended,0,,,,,
player,201309220nor,nor,ReddKe00,sacks,0.0,,,,,
player,201309220nor,nor,ReddKe00,tackles_combined,2,,,,,
player,201309220nor,nor,ReddKe00,tackles_solo,2,,,,,
player,201309220nor,nor,ReddKe00,tackles_assists,0,,,,,
player,201309220nor,nor,ReddKe00,tackles_loss,0,,,,,
player,201309220nor,nor,ReddKe00,qb_hits,0,,,,,
player,201309220nor,nor,ReddKe00,fumbles_rec,0,,,,,
player,201309220nor,nor,ReddKe00,fumbles_rec_yds,0,,,,,
player,201309220nor,nor,ReddKe00,fumbles_rec_td,0,,,,,
player,201309220nor,nor,ReddKe00,fumbles_forced,1,,,,,
player,201309220nor,nor,CadeTr00,def_int,0,,,,,
player,201309220nor,nor,CadeTr00,def_int_yds,0,,,,,
player,201309220nor,nor,CadeTr00,def_int_td,0,,,,,
player,201309220nor,nor,CadeTr00,def_int_long,0,,,,,
player,201309220nor,nor,CadeTr00,pass_defended,0,,,,,
player,201309220nor,nor,CadeTr00,sacks,0.0,,,,,
player,201309220nor,nor,CadeTr00,tackles_combined,1,,,,,
player,201309220nor,nor,CadeTr00,tackles_solo,1,,,,,
player,201309220nor,nor,CadeTr00,tackles_assists,0,,,,,
player,201309220nor,nor,CadeTr00,tackles_loss,0,,,,,
player,201309220nor,nor,CadeTr00,qb_hits,0,,,,,
player,201309220nor,nor,CadeTr00,fumbles_rec,0,,,,,
player,201309220nor,nor,CadeTr00,fumbles_rec_yds,0,,,,,
