game,2013,10,20131110,201311100nyg,rai,"Oakland Raiders",20,nyg,"New York Giants",24
team,201311100nyg,rai,First Downs,12,,,,,,
team,201311100nyg,nyg,First Downs,19,,,,,,
team,201311100nyg,rai,Rush-Yds-TDs,25-107-1,,,,,,
team,201311100nyg,nyg,Rush-Yds-TDs,38-133-1,,,,,,
team,201311100nyg,rai,Cmp-Att-Yd-TD-INT,11-26-122-0-1,,,,,,
team,201311100nyg,nyg,Cmp-Att-Yd-TD-INT,12-22-140-1-1,,,,,,
team,201311100nyg,rai,Sacked-Yards,4-16,,,,,,
team,201311100nyg,nyg,Sacked-Yards,3-22,,,,,,
team,201311100nyg,rai,Net Pass Yards,106,,,,,,
team,201311100nyg,nyg,Net Pass Yards,118,,,,,,
team,201311100nyg,rai,Total Yards,213,,,,,,
team,201311100nyg,nyg,Total Yards,251,,,,,,
team,201311100nyg,rai,Fumbles-Lost,1-1,,,,,,
team,201311100nyg,nyg,Fumbles-Lost,3-2,,,,,,
team,201311100nyg,rai,Turnovers,2,,,,,,
team,201311100nyg,nyg,Turnovers,3,,,,,,
team,201311100nyg,rai,Penalties-Yards,8-65,,,,,,
team,201311100nyg,nyg,Penalties-Yards,1-5,,,,,,
team,201311100nyg,rai,Third Down Conv.,2-12,,,,,,
team,201311100nyg,nyg,Third Down Conv.,7-14,,,,,,
team,201311100nyg,rai,Fourth Down Conv.,0-0,,,,,,
team,201311100nyg,nyg,Fourth Down Conv.,0-0,,,,,,
team,201311100nyg,rai,Time of Possession,27:58,,,,,,
team,201311100nyg,nyg,Time of Possession,32:02,,,,,,
player,201311100nyg,rai,PryoTe00,pass_cmp,11,,,,,
player,201311100nyg,rai,PryoTe00,pass_att,26,,,,,
player,201311100nyg,rai,PryoTe00,pass_yds,122,,,,,
player,201311100nyg,rai,PryoTe00,pass_td,0,,,,,
player,201311100nyg,rai,PryoTe00,pass_int,1,,,,,
player,201311100nyg,rai,PryoTe00,pass_sacked,4,,,,,
player,201311100nyg,rai,PryoTe00,pass_sacked_yds,16,,,,,
player,201311100nyg,rai,PryoTe00,pass_long,23,,,,,
player,201311100nyg,rai,PryoTe00,pass_rating,40.9,,,,,
player,201311100nyg,rai,PryoTe00,rush_att,5,,,,,
player,201311100nyg,rai,PryoTe00,rush_yds,19,,,,,
player,201311100nyg,rai,PryoTe00,rush_td,1,,,,,
player,201311100nyg,rai,PryoTe00,rush_long,10,,,,,
player,201311100nyg,rai,PryoTe00,targets,0,,,,,
player,201311100nyg,rai,PryoTe00,rec,0,,,,,
player,201311100nyg,rai,PryoTe00,rec_yds,0,,,,,
player,201311100nyg,rai,PryoTe00,rec_td,0,,,,,
player,201311100nyg,rai,PryoTe00,rec_long,0,,,,,
player,201311100nyg,rai,PryoTe00,fumbles,1,,,,,
player,201311100nyg,rai,PryoTe00,fumbles_lost,1,,,,,
player,201311100nyg,rai,JennRa00,pass_cmp,0,,,,,
player,201311100nyg,rai,JennRa00,pass_att,0,,,,,
player,201311100nyg,rai,JennRa00,pass_yds,0,,,,,
player,201311100nyg,rai,JennRa00,pass_td,0,,,,,
player,201311100nyg,rai,JennRa00,pass_int,0,,,,,
player,201311100nyg,rai,JennRa00,pass_sacked,,,,,,
player,201311100nyg,rai,JennRa00,pass_sacked_yds,0,,,,,
player,201311100nyg,rai,JennRa00,pass_long,0,,,,,
player,201311100nyg,rai,JennRa00,pass_rating,,,,,,
player,201311100nyg,rai,JennRa00,rush_att,20,,,,,
player,201311100nyg,rai,JennRa00,rush_yds,88,,,,,
player,201311100nyg,rai,JennRa00,rush_td,0,,,,,
player,201311100nyg,rai,JennRa00,rush_long,18,,,,,
player,201311100nyg,rai,JennRa00,targets,5,,,,,
player,201311100nyg,rai,JennRa00,rec,2,,,,,
player,201311100nyg,rai,JennRa00,rec_yds,19,,,,,
player,201311100nyg,rai,JennRa00,rec_td,0,,,,,
player,201311100nyg,rai,JennRa00,rec_long,12,,,,,
player,201311100nyg,rai,JennRa00,fumbles,0,,,,,
player,201311100nyg,rai,JennRa00,fumbles_lost,0,,,,,
player,201311100nyg,rai,MoorDe02,pass_cmp,0,,,,,
player,201311100nyg,rai,MoorDe02,pass_att,0,,,,,
player,201311100nyg,rai,MoorDe02,pass_yds,0,,,,,
player,201311100nyg,rai,MoorDe02,pass_td,0,,,,,
player,201311100nyg,rai,MoorDe02,pass_int,0,,,,,
player,201311100nyg,rai,MoorDe02,pass_sacked,,,,,,
player,201311100nyg,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201311100nyg,rai,MoorDe02,pass_long,0,,,,,
player,201311100nyg,rai,MoorDe02,pass_rating,,,,,,
player,201311100nyg,rai,MoorDe02,rush_att,0,,,,,
player,201311100nyg,rai,MoorDe02,rush_yds,0,,,,,
player,201311100nyg,rai,MoorDe02,rush_td,0,,,,,
player,201311100nyg,rai,MoorDe02,rush_long,0,,,,,
player,201311100nyg,rai,MoorDe02,targets,9,,,,,
player,201311100nyg,rai,MoorDe02,rec,3,,,,,
player,201311100nyg,rai,MoorDe02,rec_yds,45,,,,,
player,201311100nyg,rai,MoorDe02,rec_td,0,,,,,
player,201311100nyg,rai,MoorDe02,rec_long,23,,,,,
player,201311100nyg,rai,MoorDe02,fumbles,0,,,,,
player,201311100nyg,rai,MoorDe02,fumbles_lost,0,,,,,
player,201311100nyg,rai,ReecMa00,pass_cmp,0,,,,,
player,201311100nyg,rai,ReecMa00,pass_att,0,,,,,
player,201311100nyg,rai,ReecMa00,pass_yds,0,,,,,
player,201311100nyg,rai,ReecMa00,pass_td,0,,,,,
player,201311100nyg,rai,ReecMa00,pass_int,0,,,,,
player,201311100nyg,rai,ReecMa00,pass_sacked,,,,,,
player,201311100nyg,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201311100nyg,rai,ReecMa00,pass_long,0,,,,,
player,201311100nyg,rai,ReecMa00,pass_rating,,,,,,
player,201311100nyg,rai,ReecMa00,rush_att,0,,,,,
player,201311100nyg,rai,ReecMa00,rush_yds,0,,,,,
player,201311100nyg,rai,ReecMa00,rush_td,0,,,,,
player,201311100nyg,rai,ReecMa00,rush_long,0,,,,,
player,201311100nyg,rai,ReecMa00,targets,3,,,,,
player,201311100nyg,rai,ReecMa00,rec,3,,,,,
player,201311100nyg,rai,ReecMa00,rec_yds,30,,,,,
player,201311100nyg,rai,ReecMa00,rec_td,0,,,,,
player,201311100nyg,rai,ReecMa00,rec_long,16,,,,,
player,201311100nyg,rai,ReecMa00,fumbles,0,,,,,
player,201311100nyg,rai,ReecMa00,fumbles_lost,0,,,,,
player,201311100nyg,rai,RiveMy00,pass_cmp,0,,,,,
player,201311100nyg,rai,RiveMy00,pass_att,0,,,,,
player,201311100nyg,rai,RiveMy00,pass_yds,0,,,,,
player,201311100nyg,rai,RiveMy00,pass_td,0,,,,,
player,201311100nyg,rai,RiveMy00,pass_int,0,,,,,
player,201311100nyg,rai,RiveMy00,pass_sacked,,,,,,
player,201311100nyg,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201311100nyg,rai,RiveMy00,pass_long,0,,,,,
player,201311100nyg,rai,RiveMy00,pass_rating,,,,,,
player,201311100nyg,rai,RiveMy00,rush_att,0,,,,,
player,201311100nyg,rai,RiveMy00,rush_yds,0,,,,,
player,201311100nyg,rai,RiveMy00,rush_td,0,,,,,
player,201311100nyg,rai,RiveMy00,rush_long,0,,,,,
player,201311100nyg,rai,RiveMy00,targets,2,,,,,
player,201311100nyg,rai,RiveMy00,rec,2,,,,,
player,201311100nyg,rai,RiveMy00,rec_yds,22,,,,,
player,201311100nyg,rai,RiveMy00,rec_td,0,,,,,
player,201311100nyg,rai,RiveMy00,rec_long,16,,,,,
player,201311100nyg,rai,RiveMy00,fumbles,0,,,,,
player,201311100nyg,rai,RiveMy00,fumbles_lost,0,,,,,
player,201311100nyg,rai,StreRo00,pass_cmp,0,,,,,
player,201311100nyg,rai,StreRo00,pass_att,0,,,,,
player,201311100nyg,rai,StreRo00,pass_yds,0,,,,,
player,201311100nyg,rai,StreRo00,pass_td,0,,,,,
player,201311100nyg,rai,StreRo00,pass_int,0,,,,,
player,201311100nyg,rai,StreRo00,pass_sacked,,,,,,
player,201311100nyg,rai,StreRo00,pass_sacked_yds,0,,,,,
player,201311100nyg,rai,StreRo00,pass_long,0,,,,,
player,201311100nyg,rai,StreRo00,pass_rating,,,,,,
player,201311100nyg,rai,StreRo00,rush_att,0,,,,,
player,201311100nyg,rai,StreRo00,rush_yds,0,,,,,
player,201311100nyg,rai,StreRo00,rush_td,0,,,,,
player,201311100nyg,rai,StreRo00,rush_long,0,,,,,
player,201311100nyg,rai,StreRo00,targets,4,,,,,
player,201311100nyg,rai,StreRo00,rec,1,,,,,
player,201311100nyg,rai,StreRo00,rec_yds,6,,,,,
player,201311100nyg,rai,StreRo00,rec_td,0,,,,,
player,201311100nyg,rai,StreRo00,rec_long,6,,,,,
player,201311100nyg,rai,StreRo00,fumbles,0,,,,,
player,201311100nyg,rai,StreRo00,fumbles_lost,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_cmp,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_att,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_yds,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_td,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_int,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_sacked,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_long,0,,,,,
player,201311100nyg,rai,HolmAn00,pass_rating,,,,,,
player,201311100nyg,rai,HolmAn00,rush_att,0,,,,,
player,201311100nyg,rai,HolmAn00,rush_yds,0,,,,,
player,201311100nyg,rai,HolmAn00,rush_td,0,,,,,
player,201311100nyg,rai,HolmAn00,rush_long,0,,,,,
player,201311100nyg,rai,HolmAn00,targets,1,,,,,
player,201311100nyg,rai,HolmAn00,rec,0,,,,,
player,201311100nyg,rai,HolmAn00,rec_yds,0,,,,,
player,201311100nyg,rai,HolmAn00,rec_td,0,,,,,
player,201311100nyg,rai,HolmAn00,rec_long,0,,,,,
player,201311100nyg,rai,HolmAn00,fumbles,0,,,,,
player,201311100nyg,rai,HolmAn00,fumbles_lost,0,,,,,
player,201311100nyg,nyg,MannEl00,pass_cmp,12,,,,,
player,201311100nyg,nyg,MannEl00,pass_att,22,,,,,
player,201311100nyg,nyg,MannEl00,pass_yds,140,,,,,
player,201311100nyg,nyg,MannEl00,pass_td,1,,,,,
player,201311100nyg,nyg,MannEl00,pass_int,1,,,,,
player,201311100nyg,nyg,MannEl00,pass_sacked,3,,,,,
player,201311100nyg,nyg,MannEl00,pass_sacked_yds,22,,,,,
player,201311100nyg,nyg,MannEl00,pass_long,25,,,,,
player,201311100nyg,nyg,MannEl00,pass_rating,70.3,,,,,
player,201311100nyg,nyg,MannEl00,rush_att,3,,,,,
player,201311100nyg,nyg,MannEl00,rush_yds,-3,,,,,
player,201311100nyg,nyg,MannEl00,rush_td,0,,,,,
player,201311100nyg,nyg,MannEl00,rush_long,-1,,,,,
player,201311100nyg,nyg,MannEl00,targets,0,,,,,
player,201311100nyg,nyg,MannEl00,rec,0,,,,,
player,201311100nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201311100nyg,nyg,MannEl00,rec_td,0,,,,,
player,201311100nyg,nyg,MannEl00,rec_long,0,,,,,
player,201311100nyg,nyg,MannEl00,fumbles,1,,,,,
player,201311100nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_cmp,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_att,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_yds,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_td,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_int,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_sacked,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_sacked_yds,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_long,0,,,,,
player,201311100nyg,nyg,BrowAn03,pass_rating,,,,,,
player,201311100nyg,nyg,BrowAn03,rush_att,30,,,,,
player,201311100nyg,nyg,BrowAn03,rush_yds,115,,,,,
player,201311100nyg,nyg,BrowAn03,rush_td,1,,,,,
player,201311100nyg,nyg,BrowAn03,rush_long,17,,,,,
player,201311100nyg,nyg,BrowAn03,targets,3,,,,,
player,201311100nyg,nyg,BrowAn03,rec,1,,,,,
player,201311100nyg,nyg,BrowAn03,rec_yds,4,,,,,
player,201311100nyg,nyg,BrowAn03,rec_td,0,,,,,
player,201311100nyg,nyg,BrowAn03,rec_long,4,,,,,
player,201311100nyg,nyg,BrowAn03,fumbles,0,,,,,
player,201311100nyg,nyg,BrowAn03,fumbles_lost,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_cmp,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_att,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_yds,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_td,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_int,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_sacked,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_sacked_yds,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_long,0,,,,,
player,201311100nyg,nyg,HillPe00,pass_rating,,,,,,
player,201311100nyg,nyg,HillPe00,rush_att,5,,,,,
player,201311100nyg,nyg,HillPe00,rush_yds,21,,,,,
player,201311100nyg,nyg,HillPe00,rush_td,0,,,,,
player,201311100nyg,nyg,HillPe00,rush_long,12,,,,,
player,201311100nyg,nyg,HillPe00,targets,2,,,,,
player,201311100nyg,nyg,HillPe00,rec,1,,,,,
player,201311100nyg,nyg,HillPe00,rec_yds,0,,,,,
player,201311100nyg,nyg,HillPe00,rec_td,0,,,,,
