game,2013,10,20131110,201311100nyg,rai,"Oakland Raiders",20,nyg,"New York Giants",24
player,201311100nyg,nyg,HillPe00,rec_long,0,,,,,
player,201311100nyg,nyg,HillPe00,fumbles,1,,,,,
player,201311100nyg,nyg,HillPe00,fumbles_lost,1,,,,,
player,201311100nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201311100nyg,nyg,RandRu00,pass_att,0,,,,,
player,201311100nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201311100nyg,nyg,RandRu00,pass_td,0,,,,,
player,201311100nyg,nyg,RandRu00,pass_int,0,,,,,
player,201311100nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201311100nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201311100nyg,nyg,RandRu00,pass_long,0,,,,,
player,201311100nyg,nyg,RandRu00,pass_rating,,,,,,
player,201311100nyg,nyg,RandRu00,rush_att,0,,,,,
player,201311100nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201311100nyg,nyg,RandRu00,rush_td,0,,,,,
player,201311100nyg,nyg,RandRu00,rush_long,0,,,,,
player,201311100nyg,nyg,RandRu00,targets,3,,,,,
player,201311100nyg,nyg,RandRu00,rec,3,,,,,
player,201311100nyg,nyg,RandRu00,rec_yds,50,,,,,
player,201311100nyg,nyg,RandRu00,rec_td,1,,,,,
player,201311100nyg,nyg,RandRu00,rec_long,25,,,,,
player,201311100nyg,nyg,RandRu00,fumbles,0,,,,,
player,201311100nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_att,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_td,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_int,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_long,0,,,,,
player,201311100nyg,nyg,NickHa01,pass_rating,,,,,,
player,201311100nyg,nyg,NickHa01,rush_att,0,,,,,
player,201311100nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201311100nyg,nyg,NickHa01,rush_td,0,,,,,
player,201311100nyg,nyg,NickHa01,rush_long,0,,,,,
player,201311100nyg,nyg,NickHa01,targets,4,,,,,
player,201311100nyg,nyg,NickHa01,rec,4,,,,,
player,201311100nyg,nyg,NickHa01,rec_yds,49,,,,,
player,201311100nyg,nyg,NickHa01,rec_td,0,,,,,
player,201311100nyg,nyg,NickHa01,rec_long,25,,,,,
player,201311100nyg,nyg,NickHa01,fumbles,0,,,,,
player,201311100nyg,nyg,NickHa01,fumbles_lost,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201311100nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201311100nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201311100nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201311100nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201311100nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201311100nyg,nyg,CruzVi00,targets,10,,,,,
player,201311100nyg,nyg,CruzVi00,rec,3,,,,,
player,201311100nyg,nyg,CruzVi00,rec_yds,37,,,,,
player,201311100nyg,nyg,CruzVi00,rec_td,0,,,,,
player,201311100nyg,nyg,CruzVi00,rec_long,15,,,,,
player,201311100nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201311100nyg,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201311100nyg,rai,PortTr99,def_int,1,,,,,
player,201311100nyg,rai,PortTr99,def_int_yds,43,,,,,
player,201311100nyg,rai,PortTr99,def_int_td,1,,,,,
player,201311100nyg,rai,PortTr99,def_int_long,43,,,,,
player,201311100nyg,rai,PortTr99,pass_defended,1,,,,,
player,201311100nyg,rai,PortTr99,sacks,0.0,,,,,
player,201311100nyg,rai,PortTr99,tackles_combined,3,,,,,
player,201311100nyg,rai,PortTr99,tackles_solo,3,,,,,
player,201311100nyg,rai,PortTr99,tackles_assists,0,,,,,
player,201311100nyg,rai,PortTr99,tackles_loss,0,,,,,
player,201311100nyg,rai,PortTr99,qb_hits,0,,,,,
player,201311100nyg,rai,PortTr99,fumbles_rec,0,,,,,
player,201311100nyg,rai,PortTr99,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,PortTr99,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,PortTr99,fumbles_forced,0,,,,,
player,201311100nyg,rai,MoorSi00,def_int,0,,,,,
player,201311100nyg,rai,MoorSi00,def_int_yds,0,,,,,
player,201311100nyg,rai,MoorSi00,def_int_td,0,,,,,
player,201311100nyg,rai,MoorSi00,def_int_long,0,,,,,
player,201311100nyg,rai,MoorSi00,pass_defended,0,,,,,
player,201311100nyg,rai,MoorSi00,sacks,1.0,,,,,
player,201311100nyg,rai,MoorSi00,tackles_combined,10,,,,,
player,201311100nyg,rai,MoorSi00,tackles_solo,8,,,,,
player,201311100nyg,rai,MoorSi00,tackles_assists,2,,,,,
player,201311100nyg,rai,MoorSi00,tackles_loss,1,,,,,
player,201311100nyg,rai,MoorSi00,qb_hits,1,,,,,
player,201311100nyg,rai,MoorSi00,fumbles_rec,0,,,,,
player,201311100nyg,rai,MoorSi00,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,MoorSi00,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,MoorSi00,fumbles_forced,1,,,,,
player,201311100nyg,rai,YounUs99,def_int,0,,,,,
player,201311100nyg,rai,YounUs99,def_int_yds,0,,,,,
player,201311100nyg,rai,YounUs99,def_int_td,0,,,,,
player,201311100nyg,rai,YounUs99,def_int_long,0,,,,,
player,201311100nyg,rai,YounUs99,pass_defended,1,,,,,
player,201311100nyg,rai,YounUs99,sacks,1.0,,,,,
player,201311100nyg,rai,YounUs99,tackles_combined,8,,,,,
player,201311100nyg,rai,YounUs99,tackles_solo,6,,,,,
player,201311100nyg,rai,YounUs99,tackles_assists,2,,,,,
player,201311100nyg,rai,YounUs99,tackles_loss,1,,,,,
player,201311100nyg,rai,YounUs99,qb_hits,1,,,,,
player,201311100nyg,rai,YounUs99,fumbles_rec,0,,,,,
player,201311100nyg,rai,YounUs99,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,YounUs99,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,YounUs99,fumbles_forced,0,,,,,
player,201311100nyg,rai,WalkVa99,def_int,0,,,,,
player,201311100nyg,rai,WalkVa99,def_int_yds,0,,,,,
player,201311100nyg,rai,WalkVa99,def_int_td,0,,,,,
player,201311100nyg,rai,WalkVa99,def_int_long,0,,,,,
player,201311100nyg,rai,WalkVa99,pass_defended,0,,,,,
player,201311100nyg,rai,WalkVa99,sacks,1.0,,,,,
player,201311100nyg,rai,WalkVa99,tackles_combined,2,,,,,
player,201311100nyg,rai,WalkVa99,tackles_solo,2,,,,,
player,201311100nyg,rai,WalkVa99,tackles_assists,0,,,,,
player,201311100nyg,rai,WalkVa99,tackles_loss,2,,,,,
player,201311100nyg,rai,WalkVa99,qb_hits,1,,,,,
player,201311100nyg,rai,WalkVa99,fumbles_rec,0,,,,,
player,201311100nyg,rai,WalkVa99,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,WalkVa99,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,WalkVa99,fumbles_forced,0,,,,,
player,201311100nyg,rai,RoacNi99,def_int,0,,,,,
player,201311100nyg,rai,RoacNi99,def_int_yds,0,,,,,
player,201311100nyg,rai,RoacNi99,def_int_td,0,,,,,
player,201311100nyg,rai,RoacNi99,def_int_long,0,,,,,
player,201311100nyg,rai,RoacNi99,pass_defended,0,,,,,
player,201311100nyg,rai,RoacNi99,sacks,0.0,,,,,
player,201311100nyg,rai,RoacNi99,tackles_combined,7,,,,,
player,201311100nyg,rai,RoacNi99,tackles_solo,6,,,,,
player,201311100nyg,rai,RoacNi99,tackles_assists,1,,,,,
player,201311100nyg,rai,RoacNi99,tackles_loss,0,,,,,
player,201311100nyg,rai,RoacNi99,qb_hits,0,,,,,
player,201311100nyg,rai,RoacNi99,fumbles_rec,0,,,,,
player,201311100nyg,rai,RoacNi99,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,RoacNi99,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,RoacNi99,fumbles_forced,0,,,,,
player,201311100nyg,rai,WoodCh00,def_int,0,,,,,
player,201311100nyg,rai,WoodCh00,def_int_yds,0,,,,,
player,201311100nyg,rai,WoodCh00,def_int_td,0,,,,,
player,201311100nyg,rai,WoodCh00,def_int_long,0,,,,,
player,201311100nyg,rai,WoodCh00,pass_defended,0,,,,,
player,201311100nyg,rai,WoodCh00,sacks,0.0,,,,,
player,201311100nyg,rai,WoodCh00,tackles_combined,7,,,,,
player,201311100nyg,rai,WoodCh00,tackles_solo,5,,,,,
player,201311100nyg,rai,WoodCh00,tackles_assists,2,,,,,
player,201311100nyg,rai,WoodCh00,tackles_loss,0,,,,,
player,201311100nyg,rai,WoodCh00,qb_hits,0,,,,,
player,201311100nyg,rai,WoodCh00,fumbles_rec,0,,,,,
player,201311100nyg,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,WoodCh00,fumbles_forced,0,,,,,
player,201311100nyg,rai,HousLa99,def_int,0,,,,,
player,201311100nyg,rai,HousLa99,def_int_yds,0,,,,,
player,201311100nyg,rai,HousLa99,def_int_td,0,,,,,
player,201311100nyg,rai,HousLa99,def_int_long,0,,,,,
player,201311100nyg,rai,HousLa99,pass_defended,0,,,,,
player,201311100nyg,rai,HousLa99,sacks,0.0,,,,,
player,201311100nyg,rai,HousLa99,tackles_combined,6,,,,,
player,201311100nyg,rai,HousLa99,tackles_solo,5,,,,,
player,201311100nyg,rai,HousLa99,tackles_assists,1,,,,,
player,201311100nyg,rai,HousLa99,tackles_loss,1,,,,,
player,201311100nyg,rai,HousLa99,qb_hits,1,,,,,
player,201311100nyg,rai,HousLa99,fumbles_rec,1,,,,,
player,201311100nyg,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,HousLa99,fumbles_forced,1,,,,,
player,201311100nyg,rai,SimsPa99,def_int,0,,,,,
player,201311100nyg,rai,SimsPa99,def_int_yds,0,,,,,
player,201311100nyg,rai,SimsPa99,def_int_td,0,,,,,
player,201311100nyg,rai,SimsPa99,def_int_long,0,,,,,
player,201311100nyg,rai,SimsPa99,pass_defended,0,,,,,
player,201311100nyg,rai,SimsPa99,sacks,0.0,,,,,
player,201311100nyg,rai,SimsPa99,tackles_combined,5,,,,,
player,201311100nyg,rai,SimsPa99,tackles_solo,3,,,,,
player,201311100nyg,rai,SimsPa99,tackles_assists,2,,,,,
player,201311100nyg,rai,SimsPa99,tackles_loss,0,,,,,
player,201311100nyg,rai,SimsPa99,qb_hits,0,,,,,
player,201311100nyg,rai,SimsPa99,fumbles_rec,0,,,,,
player,201311100nyg,rai,SimsPa99,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,SimsPa99,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,SimsPa99,fumbles_forced,0,,,,,
player,201311100nyg,rai,BurnKe20,def_int,0,,,,,
player,201311100nyg,rai,BurnKe20,def_int_yds,0,,,,,
player,201311100nyg,rai,BurnKe20,def_int_td,0,,,,,
player,201311100nyg,rai,BurnKe20,def_int_long,0,,,,,
player,201311100nyg,rai,BurnKe20,pass_defended,0,,,,,
player,201311100nyg,rai,BurnKe20,sacks,0.0,,,,,
player,201311100nyg,rai,BurnKe20,tackles_combined,4,,,,,
player,201311100nyg,rai,BurnKe20,tackles_solo,3,,,,,
player,201311100nyg,rai,BurnKe20,tackles_assists,1,,,,,
player,201311100nyg,rai,BurnKe20,tackles_loss,1,,,,,
player,201311100nyg,rai,BurnKe20,qb_hits,0,,,,,
player,201311100nyg,rai,BurnKe20,fumbles_rec,0,,,,,
player,201311100nyg,rai,BurnKe20,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,BurnKe20,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,BurnKe20,fumbles_forced,0,,,,,
player,201311100nyg,rai,JenkMi99,def_int,0,,,,,
player,201311100nyg,rai,JenkMi99,def_int_yds,0,,,,,
player,201311100nyg,rai,JenkMi99,def_int_td,0,,,,,
player,201311100nyg,rai,JenkMi99,def_int_long,0,,,,,
player,201311100nyg,rai,JenkMi99,pass_defended,0,,,,,
player,201311100nyg,rai,JenkMi99,sacks,0.0,,,,,
player,201311100nyg,rai,JenkMi99,tackles_combined,4,,,,,
player,201311100nyg,rai,JenkMi99,tackles_solo,3,,,,,
player,201311100nyg,rai,JenkMi99,tackles_assists,1,,,,,
player,201311100nyg,rai,JenkMi99,tackles_loss,0,,,,,
player,201311100nyg,rai,JenkMi99,qb_hits,0,,,,,
player,201311100nyg,rai,JenkMi99,fumbles_rec,0,,,,,
player,201311100nyg,rai,JenkMi99,fumbles_rec_yds,0,,,,,
player,201311100nyg,rai,JenkMi99,fumbles_rec_td,0,,,,,
player,201311100nyg,rai,JenkMi99,fumbles_forced,0,,,,,
