game,2013,1,20130909,201309090sdg,htx,"Houston Texans",31,sdg,"San Diego Chargers",28
player,201309090sdg,htx,KeoxSh00,pass_sacked,0,,,,,
player,201309090sdg,htx,KeoxSh00,pass_sacked_yds,0,,,,,
player,201309090sdg,htx,KeoxSh00,pass_long,0,,,,,
player,201309090sdg,htx,KeoxSh00,pass_rating,,,,,,
player,201309090sdg,htx,KeoxSh00,rush_att,1,,,,,
player,201309090sdg,htx,KeoxSh00,rush_yds,8,,,,,
player,201309090sdg,htx,KeoxSh00,rush_td,0,,,,,
player,201309090sdg,htx,KeoxSh00,rush_long,8,,,,,
player,201309090sdg,htx,KeoxSh00,targets,0,,,,,
player,201309090sdg,htx,KeoxSh00,rec,0,,,,,
player,201309090sdg,htx,KeoxSh00,rec_yds,0,,,,,
player,201309090sdg,htx,KeoxSh00,rec_td,0,,,,,
player,201309090sdg,htx,KeoxSh00,rec_long,0,,,,,
player,201309090sdg,htx,KeoxSh00,fumbles,0,,,,,
player,201309090sdg,htx,KeoxSh00,fumbles_lost,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_cmp,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_att,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_yds,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_td,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_int,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_sacked,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_long,0,,,,,
player,201309090sdg,htx,JohnAn02,pass_rating,,,,,,
player,201309090sdg,htx,JohnAn02,rush_att,0,,,,,
player,201309090sdg,htx,JohnAn02,rush_yds,0,,,,,
player,201309090sdg,htx,JohnAn02,rush_td,0,,,,,
player,201309090sdg,htx,JohnAn02,rush_long,0,,,,,
player,201309090sdg,htx,JohnAn02,targets,16,,,,,
player,201309090sdg,htx,JohnAn02,rec,12,,,,,
player,201309090sdg,htx,JohnAn02,rec_yds,146,,,,,
player,201309090sdg,htx,JohnAn02,rec_td,0,,,,,
player,201309090sdg,htx,JohnAn02,rec_long,27,,,,,
player,201309090sdg,htx,JohnAn02,fumbles,0,,,,,
player,201309090sdg,htx,JohnAn02,fumbles_lost,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_cmp,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_att,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_yds,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_td,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_int,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_sacked,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_long,0,,,,,
player,201309090sdg,htx,DaniOw00,pass_rating,,,,,,
player,201309090sdg,htx,DaniOw00,rush_att,0,,,,,
player,201309090sdg,htx,DaniOw00,rush_yds,0,,,,,
player,201309090sdg,htx,DaniOw00,rush_td,0,,,,,
player,201309090sdg,htx,DaniOw00,rush_long,0,,,,,
player,201309090sdg,htx,DaniOw00,targets,7,,,,,
player,201309090sdg,htx,DaniOw00,rec,5,,,,,
player,201309090sdg,htx,DaniOw00,rec_yds,67,,,,,
player,201309090sdg,htx,DaniOw00,rec_td,2,,,,,
player,201309090sdg,htx,DaniOw00,rec_long,28,,,,,
player,201309090sdg,htx,DaniOw00,fumbles,0,,,,,
player,201309090sdg,htx,DaniOw00,fumbles_lost,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_cmp,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_att,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_yds,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_td,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_int,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_sacked,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_long,0,,,,,
player,201309090sdg,htx,HopkDe00,pass_rating,,,,,,
player,201309090sdg,htx,HopkDe00,rush_att,0,,,,,
player,201309090sdg,htx,HopkDe00,rush_yds,0,,,,,
player,201309090sdg,htx,HopkDe00,rush_td,0,,,,,
player,201309090sdg,htx,HopkDe00,rush_long,0,,,,,
player,201309090sdg,htx,HopkDe00,targets,6,,,,,
player,201309090sdg,htx,HopkDe00,rec,5,,,,,
player,201309090sdg,htx,HopkDe00,rec_yds,66,,,,,
player,201309090sdg,htx,HopkDe00,rec_td,0,,,,,
player,201309090sdg,htx,HopkDe00,rec_long,30,,,,,
player,201309090sdg,htx,HopkDe00,fumbles,0,,,,,
player,201309090sdg,htx,HopkDe00,fumbles_lost,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_cmp,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_att,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_yds,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_td,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_int,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_sacked,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_long,0,,,,,
player,201309090sdg,htx,GrahGa00,pass_rating,,,,,,
player,201309090sdg,htx,GrahGa00,rush_att,0,,,,,
player,201309090sdg,htx,GrahGa00,rush_yds,0,,,,,
player,201309090sdg,htx,GrahGa00,rush_td,0,,,,,
player,201309090sdg,htx,GrahGa00,rush_long,0,,,,,
player,201309090sdg,htx,GrahGa00,targets,5,,,,,
player,201309090sdg,htx,GrahGa00,rec,4,,,,,
player,201309090sdg,htx,GrahGa00,rec_yds,27,,,,,
player,201309090sdg,htx,GrahGa00,rec_td,1,,,,,
player,201309090sdg,htx,GrahGa00,rec_long,12,,,,,
player,201309090sdg,htx,GrahGa00,fumbles,0,,,,,
player,201309090sdg,htx,GrahGa00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,RivePh00,pass_cmp,14,,,,,
player,201309090sdg,sdg,RivePh00,pass_att,29,,,,,
player,201309090sdg,sdg,RivePh00,pass_yds,195,,,,,
player,201309090sdg,sdg,RivePh00,pass_td,4,,,,,
player,201309090sdg,sdg,RivePh00,pass_int,1,,,,,
player,201309090sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201309090sdg,sdg,RivePh00,pass_sacked_yds,12,,,,,
player,201309090sdg,sdg,RivePh00,pass_long,47,,,,,
player,201309090sdg,sdg,RivePh00,pass_rating,95.5,,,,,
player,201309090sdg,sdg,RivePh00,rush_att,1,,,,,
player,201309090sdg,sdg,RivePh00,rush_yds,18,,,,,
player,201309090sdg,sdg,RivePh00,rush_td,0,,,,,
player,201309090sdg,sdg,RivePh00,rush_long,18,,,,,
player,201309090sdg,sdg,RivePh00,targets,0,,,,,
player,201309090sdg,sdg,RivePh00,rec,0,,,,,
player,201309090sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201309090sdg,sdg,RivePh00,rec_td,0,,,,,
player,201309090sdg,sdg,RivePh00,rec_long,0,,,,,
player,201309090sdg,sdg,RivePh00,fumbles,0,,,,,
player,201309090sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_att,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_td,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_int,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_long,0,,,,,
player,201309090sdg,sdg,MathRy00,pass_rating,,,,,,
player,201309090sdg,sdg,MathRy00,rush_att,13,,,,,
player,201309090sdg,sdg,MathRy00,rush_yds,33,,,,,
player,201309090sdg,sdg,MathRy00,rush_td,0,,,,,
player,201309090sdg,sdg,MathRy00,rush_long,8,,,,,
player,201309090sdg,sdg,MathRy00,targets,2,,,,,
player,201309090sdg,sdg,MathRy00,rec,2,,,,,
player,201309090sdg,sdg,MathRy00,rec_yds,22,,,,,
player,201309090sdg,sdg,MathRy00,rec_td,1,,,,,
player,201309090sdg,sdg,MathRy00,rec_long,14,,,,,
player,201309090sdg,sdg,MathRy00,fumbles,0,,,,,
player,201309090sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_cmp,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_att,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_yds,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_td,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_int,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_sacked,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_long,0,,,,,
player,201309090sdg,sdg,BrowRo05,pass_rating,,,,,,
player,201309090sdg,sdg,BrowRo05,rush_att,5,,,,,
player,201309090sdg,sdg,BrowRo05,rush_yds,27,,,,,
player,201309090sdg,sdg,BrowRo05,rush_td,0,,,,,
player,201309090sdg,sdg,BrowRo05,rush_long,12,,,,,
player,201309090sdg,sdg,BrowRo05,targets,2,,,,,
player,201309090sdg,sdg,BrowRo05,rec,2,,,,,
player,201309090sdg,sdg,BrowRo05,rec_yds,24,,,,,
player,201309090sdg,sdg,BrowRo05,rec_td,0,,,,,
player,201309090sdg,sdg,BrowRo05,rec_long,15,,,,,
player,201309090sdg,sdg,BrowRo05,fumbles,0,,,,,
player,201309090sdg,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_cmp,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_att,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_yds,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_td,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_int,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_sacked,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_long,0,,,,,
player,201309090sdg,sdg,McClLe00,pass_rating,,,,,,
player,201309090sdg,sdg,McClLe00,rush_att,1,,,,,
player,201309090sdg,sdg,McClLe00,rush_yds,2,,,,,
player,201309090sdg,sdg,McClLe00,rush_td,0,,,,,
player,201309090sdg,sdg,McClLe00,rush_long,2,,,,,
player,201309090sdg,sdg,McClLe00,targets,0,,,,,
player,201309090sdg,sdg,McClLe00,rec,0,,,,,
player,201309090sdg,sdg,McClLe00,rec_yds,0,,,,,
player,201309090sdg,sdg,McClLe00,rec_td,0,,,,,
player,201309090sdg,sdg,McClLe00,rec_long,0,,,,,
player,201309090sdg,sdg,McClLe00,fumbles,0,,,,,
player,201309090sdg,sdg,McClLe00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_att,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_td,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_int,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_long,0,,,,,
player,201309090sdg,sdg,GateAn00,pass_rating,,,,,,
player,201309090sdg,sdg,GateAn00,rush_att,0,,,,,
player,201309090sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201309090sdg,sdg,GateAn00,rush_td,0,,,,,
player,201309090sdg,sdg,GateAn00,rush_long,0,,,,,
player,201309090sdg,sdg,GateAn00,targets,4,,,,,
player,201309090sdg,sdg,GateAn00,rec,2,,,,,
player,201309090sdg,sdg,GateAn00,rec_yds,49,,,,,
player,201309090sdg,sdg,GateAn00,rec_td,0,,,,,
player,201309090sdg,sdg,GateAn00,rec_long,34,,,,,
player,201309090sdg,sdg,GateAn00,fumbles,0,,,,,
player,201309090sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_cmp,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_att,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_yds,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_td,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_int,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_sacked,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_long,0,,,,,
player,201309090sdg,sdg,FloyMa00,pass_rating,,,,,,
player,201309090sdg,sdg,FloyMa00,rush_att,0,,,,,
player,201309090sdg,sdg,FloyMa00,rush_yds,0,,,,,
player,201309090sdg,sdg,FloyMa00,rush_td,0,,,,,
player,201309090sdg,sdg,FloyMa00,rush_long,0,,,,,
player,201309090sdg,sdg,FloyMa00,targets,5,,,,,
player,201309090sdg,sdg,FloyMa00,rec,1,,,,,
player,201309090sdg,sdg,FloyMa00,rec_yds,47,,,,,
player,201309090sdg,sdg,FloyMa00,rec_td,0,,,,,
player,201309090sdg,sdg,FloyMa00,rec_long,47,,,,,
player,201309090sdg,sdg,FloyMa00,fumbles,0,,,,,
player,201309090sdg,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_att,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_yds,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_td,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_int,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_long,0,,,,,
player,201309090sdg,sdg,RoyaEd00,pass_rating,,,,,,
player,201309090sdg,sdg,RoyaEd00,rush_att,0,,,,,
player,201309090sdg,sdg,RoyaEd00,rush_yds,0,,,,,
player,201309090sdg,sdg,RoyaEd00,rush_td,0,,,,,
player,201309090sdg,sdg,RoyaEd00,rush_long,0,,,,,
player,201309090sdg,sdg,RoyaEd00,targets,6,,,,,
player,201309090sdg,sdg,RoyaEd00,rec,3,,,,,
player,201309090sdg,sdg,RoyaEd00,rec_yds,24,,,,,
player,201309090sdg,sdg,RoyaEd00,rec_td,2,,,,,
player,201309090sdg,sdg,RoyaEd00,rec_long,17,,,,,
player,201309090sdg,sdg,RoyaEd00,fumbles,0,,,,,
player,201309090sdg,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_cmp,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_att,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_yds,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_td,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_int,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_sacked,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_long,0,,,,,
player,201309090sdg,sdg,WoodDa02,pass_rating,,,,,,
player,201309090sdg,sdg,WoodDa02,rush_att,0,,,,,
player,201309090sdg,sdg,WoodDa02,rush_yds,0,,,,,
player,201309090sdg,sdg,WoodDa02,rush_td,0,,,,,
player,201309090sdg,sdg,WoodDa02,rush_long,0,,,,,
player,201309090sdg,sdg,WoodDa02,targets,3,,,,,
player,201309090sdg,sdg,WoodDa02,rec,2,,,,,
player,201309090sdg,sdg,WoodDa02,rec_yds,16,,,,,
player,201309090sdg,sdg,WoodDa02,rec_td,0,,,,,
player,201309090sdg,sdg,WoodDa02,rec_long,11,,,,,
player,201309090sdg,sdg,WoodDa02,fumbles,0,,,,,
player,201309090sdg,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201309090sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201309090sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201309090sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201309090sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201309090sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201309090sdg,sdg,BrowVi00,targets,4,,,,,
player,201309090sdg,sdg,BrowVi00,rec,2,,,,,
player,201309090sdg,sdg,BrowVi00,rec_yds,13,,,,,
player,201309090sdg,sdg,BrowVi00,rec_td,1,,,,,
player,201309090sdg,sdg,BrowVi00,rec_long,10,,,,,
player,201309090sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201309090sdg,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_cmp,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_att,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_yds,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_td,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_int,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_sacked,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_sacked_yds,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_long,0,,,,,
player,201309090sdg,sdg,PhilJo00,pass_rating,,,,,,
player,201309090sdg,sdg,PhilJo00,rush_att,0,,,,,
player,201309090sdg,sdg,PhilJo00,rush_yds,0,,,,,
player,201309090sdg,sdg,PhilJo00,rush_td,0,,,,,
player,201309090sdg,sdg,PhilJo00,rush_long,0,,,,,
player,201309090sdg,sdg,PhilJo00,targets,1,,,,,
player,201309090sdg,sdg,PhilJo00,rec,0,,,,,
player,201309090sdg,sdg,PhilJo00,rec_yds,0,,,,,
player,201309090sdg,sdg,PhilJo00,rec_td,0,,,,,
player,201309090sdg,sdg,PhilJo00,rec_long,0,,,,,
player,201309090sdg,sdg,PhilJo00,fumbles,0,,,,,
player,201309090sdg,sdg,PhilJo00,fumbles_lost,0,,,,,
player,201309090sdg,sdg,GreeLa00,pass_cmp,,,,,,
player,201309090sdg,sdg,GreeLa00,pass_att,,,,,,
player,201309090sdg,sdg,GreeLa00,pass_yds,,,,,,
player,201309090sdg,sdg,GreeLa00,pass_td,,,,,,
player,201309090sdg,sdg,GreeLa00,pass_int,,,,,,
player,201309090sdg,sdg,GreeLa00,pass_sacked,,,,,,
player,201309090sdg,sdg,GreeLa00,pass_sacked_yds,,,,,,
player,201309090sdg,sdg,GreeLa00,pass_long,,,,,,
player,201309090sdg,sdg,GreeLa00,pass_rating,,,,,,
player,201309090sdg,sdg,GreeLa00,rush_att,,,,,,
player,201309090sdg,sdg,GreeLa00,rush_yds,,,,,,
player,201309090sdg,sdg,GreeLa00,rush_td,,,,,,
player,201309090sdg,sdg,GreeLa00,rush_long,,,,,,
player,201309090sdg,sdg,GreeLa00,targets,1,,,,,
player,201309090sdg,sdg,GreeLa00,rec,0,,,,,
player,201309090sdg,sdg,GreeLa00,rec_yds,0,,,,,
player,201309090sdg,sdg,GreeLa00,rec_td,0,,,,,
player,201309090sdg,sdg,GreeLa00,rec_long,,,,,,
player,201309090sdg,sdg,GreeLa00,fumbles,,,,,,
player,201309090sdg,sdg,GreeLa00,fumbles_lost,,,,,,
player,201309090sdg,htx,CushBr99,def_int,1,,,,,
player,201309090sdg,htx,CushBr99,def_int_yds,18,,,,,
player,201309090sdg,htx,CushBr99,def_int_td,1,,,,,
player,201309090sdg,htx,CushBr99,def_int_long,18,,,,,
player,201309090sdg,htx,CushBr99,pass_defended,2,,,,,
player,201309090sdg,htx,CushBr99,sacks,0.0,,,,,
player,201309090sdg,htx,CushBr99,tackles_combined,5,,,,,
player,201309090sdg,htx,CushBr99,tackles_solo,4,,,,,
player,201309090sdg,htx,CushBr99,tackles_assists,1,,,,,
player,201309090sdg,htx,CushBr99,tackles_loss,0,,,,,
player,201309090sdg,htx,CushBr99,qb_hits,0,,,,,
player,201309090sdg,htx,CushBr99,fumbles_rec,0,,,,,
player,201309090sdg,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201309090sdg,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201309090sdg,htx,CushBr99,fumbles_forced,0,,,,,
player,201309090sdg,htx,MannDa21,def_int,0,,,,,
player,201309090sdg,htx,MannDa21,def_int_yds,0,,,,,
player,201309090sdg,htx,MannDa21,def_int_td,0,,,,,
player,201309090sdg,htx,MannDa21,def_int_long,0,,,,,
player,201309090sdg,htx,MannDa21,pass_defended,1,,,,,
player,201309090sdg,htx,MannDa21,sacks,1.0,,,,,
player,201309090sdg,htx,MannDa21,tackles_combined,5,,,,,
player,201309090sdg,htx,MannDa21,tackles_solo,5,,,,,
player,201309090sdg,htx,MannDa21,tackles_assists,0,,,,,
player,201309090sdg,htx,MannDa21,tackles_loss,1,,,,,
player,201309090sdg,htx,MannDa21,qb_hits,1,,,,,
player,201309090sdg,htx,MannDa21,fumbles_rec,0,,,,,
player,201309090sdg,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201309090sdg,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201309090sdg,htx,MannDa21,fumbles_forced,0,,,,,
player,201309090sdg,htx,MercWh00,def_int,0,,,,,
player,201309090sdg,htx,MercWh00,def_int_yds,0,,,,,
