game,2013,3,20130922,201309220car,nyg,"New York Giants",0,car,"Carolina Panthers",38
player,201309220car,nyg,RandRu00,pass_td,0,,,,,
player,201309220car,nyg,RandRu00,pass_int,0,,,,,
player,201309220car,nyg,RandRu00,pass_sacked,0,,,,,
player,201309220car,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201309220car,nyg,RandRu00,pass_long,0,,,,,
player,201309220car,nyg,RandRu00,pass_rating,,,,,,
player,201309220car,nyg,RandRu00,rush_att,0,,,,,
player,201309220car,nyg,RandRu00,rush_yds,0,,,,,
player,201309220car,nyg,RandRu00,rush_td,0,,,,,
player,201309220car,nyg,RandRu00,rush_long,0,,,,,
player,201309220car,nyg,RandRu00,targets,4,,,,,
player,201309220car,nyg,RandRu00,rec,2,,,,,
player,201309220car,nyg,RandRu00,rec_yds,40,,,,,
player,201309220car,nyg,RandRu00,rec_td,0,,,,,
player,201309220car,nyg,RandRu00,rec_long,24,,,,,
player,201309220car,nyg,RandRu00,fumbles,0,,,,,
player,201309220car,nyg,RandRu00,fumbles_lost,0,,,,,
player,201309220car,nyg,MyerBr00,pass_cmp,0,,,,,
player,201309220car,nyg,MyerBr00,pass_att,0,,,,,
player,201309220car,nyg,MyerBr00,pass_yds,0,,,,,
player,201309220car,nyg,MyerBr00,pass_td,0,,,,,
player,201309220car,nyg,MyerBr00,pass_int,0,,,,,
player,201309220car,nyg,MyerBr00,pass_sacked,0,,,,,
player,201309220car,nyg,MyerBr00,pass_sacked_yds,0,,,,,
player,201309220car,nyg,MyerBr00,pass_long,0,,,,,
player,201309220car,nyg,MyerBr00,pass_rating,,,,,,
player,201309220car,nyg,MyerBr00,rush_att,0,,,,,
player,201309220car,nyg,MyerBr00,rush_yds,0,,,,,
player,201309220car,nyg,MyerBr00,rush_td,0,,,,,
player,201309220car,nyg,MyerBr00,rush_long,0,,,,,
player,201309220car,nyg,MyerBr00,targets,6,,,,,
player,201309220car,nyg,MyerBr00,rec,3,,,,,
player,201309220car,nyg,MyerBr00,rec_yds,33,,,,,
player,201309220car,nyg,MyerBr00,rec_td,0,,,,,
player,201309220car,nyg,MyerBr00,rec_long,20,,,,,
player,201309220car,nyg,MyerBr00,fumbles,0,,,,,
player,201309220car,nyg,MyerBr00,fumbles_lost,0,,,,,
player,201309220car,nyg,CruzVi00,pass_cmp,0,,,,,
player,201309220car,nyg,CruzVi00,pass_att,0,,,,,
player,201309220car,nyg,CruzVi00,pass_yds,0,,,,,
player,201309220car,nyg,CruzVi00,pass_td,0,,,,,
player,201309220car,nyg,CruzVi00,pass_int,0,,,,,
player,201309220car,nyg,CruzVi00,pass_sacked,0,,,,,
player,201309220car,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201309220car,nyg,CruzVi00,pass_long,0,,,,,
player,201309220car,nyg,CruzVi00,pass_rating,,,,,,
player,201309220car,nyg,CruzVi00,rush_att,0,,,,,
player,201309220car,nyg,CruzVi00,rush_yds,0,,,,,
player,201309220car,nyg,CruzVi00,rush_td,0,,,,,
player,201309220car,nyg,CruzVi00,rush_long,0,,,,,
player,201309220car,nyg,CruzVi00,targets,8,,,,,
player,201309220car,nyg,CruzVi00,rec,3,,,,,
player,201309220car,nyg,CruzVi00,rec_yds,25,,,,,
player,201309220car,nyg,CruzVi00,rec_td,0,,,,,
player,201309220car,nyg,CruzVi00,rec_long,11,,,,,
player,201309220car,nyg,CruzVi00,fumbles,0,,,,,
player,201309220car,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201309220car,nyg,MurpLo00,pass_cmp,0,,,,,
player,201309220car,nyg,MurpLo00,pass_att,0,,,,,
player,201309220car,nyg,MurpLo00,pass_yds,0,,,,,
player,201309220car,nyg,MurpLo00,pass_td,0,,,,,
player,201309220car,nyg,MurpLo00,pass_int,0,,,,,
player,201309220car,nyg,MurpLo00,pass_sacked,0,,,,,
player,201309220car,nyg,MurpLo00,pass_sacked_yds,0,,,,,
player,201309220car,nyg,MurpLo00,pass_long,0,,,,,
player,201309220car,nyg,MurpLo00,pass_rating,,,,,,
player,201309220car,nyg,MurpLo00,rush_att,0,,,,,
player,201309220car,nyg,MurpLo00,rush_yds,0,,,,,
player,201309220car,nyg,MurpLo00,rush_td,0,,,,,
player,201309220car,nyg,MurpLo00,rush_long,0,,,,,
player,201309220car,nyg,MurpLo00,targets,1,,,,,
player,201309220car,nyg,MurpLo00,rec,1,,,,,
player,201309220car,nyg,MurpLo00,rec_yds,8,,,,,
player,201309220car,nyg,MurpLo00,rec_td,0,,,,,
player,201309220car,nyg,MurpLo00,rec_long,8,,,,,
player,201309220car,nyg,MurpLo00,fumbles,1,,,,,
player,201309220car,nyg,MurpLo00,fumbles_lost,1,,,,,
player,201309220car,nyg,HynoHe01,pass_cmp,0,,,,,
player,201309220car,nyg,HynoHe01,pass_att,0,,,,,
player,201309220car,nyg,HynoHe01,pass_yds,0,,,,,
player,201309220car,nyg,HynoHe01,pass_td,0,,,,,
player,201309220car,nyg,HynoHe01,pass_int,0,,,,,
player,201309220car,nyg,HynoHe01,pass_sacked,0,,,,,
player,201309220car,nyg,HynoHe01,pass_sacked_yds,0,,,,,
player,201309220car,nyg,HynoHe01,pass_long,0,,,,,
player,201309220car,nyg,HynoHe01,pass_rating,,,,,,
player,201309220car,nyg,HynoHe01,rush_att,0,,,,,
player,201309220car,nyg,HynoHe01,rush_yds,0,,,,,
player,201309220car,nyg,HynoHe01,rush_td,0,,,,,
player,201309220car,nyg,HynoHe01,rush_long,0,,,,,
player,201309220car,nyg,HynoHe01,targets,1,,,,,
player,201309220car,nyg,HynoHe01,rec,1,,,,,
player,201309220car,nyg,HynoHe01,rec_yds,5,,,,,
player,201309220car,nyg,HynoHe01,rec_td,0,,,,,
player,201309220car,nyg,HynoHe01,rec_long,5,,,,,
player,201309220car,nyg,HynoHe01,fumbles,0,,,,,
player,201309220car,nyg,HynoHe01,fumbles_lost,0,,,,,
player,201309220car,nyg,JernJe00,pass_cmp,0,,,,,
player,201309220car,nyg,JernJe00,pass_att,0,,,,,
player,201309220car,nyg,JernJe00,pass_yds,0,,,,,
player,201309220car,nyg,JernJe00,pass_td,0,,,,,
player,201309220car,nyg,JernJe00,pass_int,0,,,,,
player,201309220car,nyg,JernJe00,pass_sacked,0,,,,,
player,201309220car,nyg,JernJe00,pass_sacked_yds,0,,,,,
player,201309220car,nyg,JernJe00,pass_long,0,,,,,
player,201309220car,nyg,JernJe00,pass_rating,,,,,,
player,201309220car,nyg,JernJe00,rush_att,0,,,,,
player,201309220car,nyg,JernJe00,rush_yds,0,,,,,
player,201309220car,nyg,JernJe00,rush_td,0,,,,,
player,201309220car,nyg,JernJe00,rush_long,0,,,,,
player,201309220car,nyg,JernJe00,targets,1,,,,,
player,201309220car,nyg,JernJe00,rec,1,,,,,
player,201309220car,nyg,JernJe00,rec_yds,5,,,,,
player,201309220car,nyg,JernJe00,rec_td,0,,,,,
player,201309220car,nyg,JernJe00,rec_long,5,,,,,
player,201309220car,nyg,JernJe00,fumbles,0,,,,,
player,201309220car,nyg,JernJe00,fumbles_lost,0,,,,,
player,201309220car,nyg,PascBe00,pass_cmp,0,,,,,
player,201309220car,nyg,PascBe00,pass_att,0,,,,,
player,201309220car,nyg,PascBe00,pass_yds,0,,,,,
player,201309220car,nyg,PascBe00,pass_td,0,,,,,
player,201309220car,nyg,PascBe00,pass_int,0,,,,,
player,201309220car,nyg,PascBe00,pass_sacked,0,,,,,
player,201309220car,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201309220car,nyg,PascBe00,pass_long,0,,,,,
player,201309220car,nyg,PascBe00,pass_rating,,,,,,
player,201309220car,nyg,PascBe00,rush_att,0,,,,,
player,201309220car,nyg,PascBe00,rush_yds,0,,,,,
player,201309220car,nyg,PascBe00,rush_td,0,,,,,
player,201309220car,nyg,PascBe00,rush_long,0,,,,,
player,201309220car,nyg,PascBe00,targets,2,,,,,
player,201309220car,nyg,PascBe00,rec,1,,,,,
player,201309220car,nyg,PascBe00,rec_yds,2,,,,,
player,201309220car,nyg,PascBe00,rec_td,0,,,,,
player,201309220car,nyg,PascBe00,rec_long,2,,,,,
player,201309220car,nyg,PascBe00,fumbles,0,,,,,
player,201309220car,nyg,PascBe00,fumbles_lost,0,,,,,
player,201309220car,nyg,NickHa01,pass_cmp,0,,,,,
player,201309220car,nyg,NickHa01,pass_att,0,,,,,
player,201309220car,nyg,NickHa01,pass_yds,0,,,,,
player,201309220car,nyg,NickHa01,pass_td,0,,,,,
player,201309220car,nyg,NickHa01,pass_int,0,,,,,
player,201309220car,nyg,NickHa01,pass_sacked,0,,,,,
player,201309220car,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201309220car,nyg,NickHa01,pass_long,0,,,,,
player,201309220car,nyg,NickHa01,pass_rating,,,,,,
player,201309220car,nyg,NickHa01,rush_att,0,,,,,
player,201309220car,nyg,NickHa01,rush_yds,0,,,,,
player,201309220car,nyg,NickHa01,rush_td,0,,,,,
player,201309220car,nyg,NickHa01,rush_long,0,,,,,
player,201309220car,nyg,NickHa01,targets,1,,,,,
player,201309220car,nyg,NickHa01,rec,0,,,,,
player,201309220car,nyg,NickHa01,rec_yds,0,,,,,
player,201309220car,nyg,NickHa01,rec_td,0,,,,,
player,201309220car,nyg,NickHa01,rec_long,0,,,,,
player,201309220car,nyg,NickHa01,fumbles,0,,,,,
player,201309220car,nyg,NickHa01,fumbles_lost,0,,,,,
player,201309220car,car,NewtCa00,pass_cmp,15,,,,,
player,201309220car,car,NewtCa00,pass_att,27,,,,,
player,201309220car,car,NewtCa00,pass_yds,223,,,,,
player,201309220car,car,NewtCa00,pass_td,3,,,,,
player,201309220car,car,NewtCa00,pass_int,1,,,,,
player,201309220car,car,NewtCa00,pass_sacked,1,,,,,
player,201309220car,car,NewtCa00,pass_sacked_yds,15,,,,,
player,201309220car,car,NewtCa00,pass_long,47,,,,,
player,201309220car,car,NewtCa00,pass_rating,104.4,,,,,
player,201309220car,car,NewtCa00,rush_att,7,,,,,
player,201309220car,car,NewtCa00,rush_yds,45,,,,,
player,201309220car,car,NewtCa00,rush_td,1,,,,,
player,201309220car,car,NewtCa00,rush_long,15,,,,,
player,201309220car,car,NewtCa00,targets,0,,,,,
player,201309220car,car,NewtCa00,rec,0,,,,,
player,201309220car,car,NewtCa00,rec_yds,0,,,,,
player,201309220car,car,NewtCa00,rec_td,0,,,,,
player,201309220car,car,NewtCa00,rec_long,0,,,,,
player,201309220car,car,NewtCa00,fumbles,0,,,,,
player,201309220car,car,NewtCa00,fumbles_lost,0,,,,,
player,201309220car,car,WillDe02,pass_cmp,0,,,,,
player,201309220car,car,WillDe02,pass_att,0,,,,,
player,201309220car,car,WillDe02,pass_yds,0,,,,,
player,201309220car,car,WillDe02,pass_td,0,,,,,
player,201309220car,car,WillDe02,pass_int,0,,,,,
player,201309220car,car,WillDe02,pass_sacked,0,,,,,
player,201309220car,car,WillDe02,pass_sacked_yds,0,,,,,
player,201309220car,car,WillDe02,pass_long,0,,,,,
player,201309220car,car,WillDe02,pass_rating,,,,,,
player,201309220car,car,WillDe02,rush_att,23,,,,,
player,201309220car,car,WillDe02,rush_yds,120,,,,,
player,201309220car,car,WillDe02,rush_td,0,,,,,
player,201309220car,car,WillDe02,rush_long,27,,,,,
player,201309220car,car,WillDe02,targets,2,,,,,
player,201309220car,car,WillDe02,rec,1,,,,,
player,201309220car,car,WillDe02,rec_yds,-3,,,,,
player,201309220car,car,WillDe02,rec_td,0,,,,,
player,201309220car,car,WillDe02,rec_long,-3,,,,,
player,201309220car,car,WillDe02,fumbles,0,,,,,
player,201309220car,car,WillDe02,fumbles_lost,0,,,,,
player,201309220car,car,TolbMi00,pass_cmp,0,,,,,
player,201309220car,car,TolbMi00,pass_att,0,,,,,
player,201309220car,car,TolbMi00,pass_yds,0,,,,,
player,201309220car,car,TolbMi00,pass_td,0,,,,,
player,201309220car,car,TolbMi00,pass_int,0,,,,,
player,201309220car,car,TolbMi00,pass_sacked,0,,,,,
player,201309220car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201309220car,car,TolbMi00,pass_long,0,,,,,
player,201309220car,car,TolbMi00,pass_rating,,,,,,
player,201309220car,car,TolbMi00,rush_att,9,,,,,
player,201309220car,car,TolbMi00,rush_yds,18,,,,,
player,201309220car,car,TolbMi00,rush_td,1,,,,,
player,201309220car,car,TolbMi00,rush_long,6,,,,,
player,201309220car,car,TolbMi00,targets,0,,,,,
player,201309220car,car,TolbMi00,rec,0,,,,,
player,201309220car,car,TolbMi00,rec_yds,0,,,,,
player,201309220car,car,TolbMi00,rec_td,0,,,,,
player,201309220car,car,TolbMi00,rec_long,0,,,,,
player,201309220car,car,TolbMi00,fumbles,0,,,,,
player,201309220car,car,TolbMi00,fumbles_lost,0,,,,,
player,201309220car,car,GinnTe00,pass_cmp,0,,,,,
player,201309220car,car,GinnTe00,pass_att,0,,,,,
player,201309220car,car,GinnTe00,pass_yds,0,,,,,
player,201309220car,car,GinnTe00,pass_td,0,,,,,
player,201309220car,car,GinnTe00,pass_int,0,,,,,
player,201309220car,car,GinnTe00,pass_sacked,0,,,,,
player,201309220car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201309220car,car,GinnTe00,pass_long,0,,,,,
player,201309220car,car,GinnTe00,pass_rating,,,,,,
player,201309220car,car,GinnTe00,rush_att,1,,,,,
player,201309220car,car,GinnTe00,rush_yds,11,,,,,
player,201309220car,car,GinnTe00,rush_td,0,,,,,
player,201309220car,car,GinnTe00,rush_long,11,,,,,
player,201309220car,car,GinnTe00,targets,4,,,,,
player,201309220car,car,GinnTe00,rec,3,,,,,
player,201309220car,car,GinnTe00,rec_yds,71,,,,,
player,201309220car,car,GinnTe00,rec_td,1,,,,,
player,201309220car,car,GinnTe00,rec_long,47,,,,,
player,201309220car,car,GinnTe00,fumbles,0,,,,,
player,201309220car,car,GinnTe00,fumbles_lost,0,,,,,
player,201309220car,car,BrocRi00,pass_cmp,0,,,,,
player,201309220car,car,BrocRi00,pass_att,0,,,,,
player,201309220car,car,BrocRi00,pass_yds,0,,,,,
player,201309220car,car,BrocRi00,pass_td,0,,,,,
player,201309220car,car,BrocRi00,pass_int,0,,,,,
player,201309220car,car,BrocRi00,pass_sacked,0,,,,,
player,201309220car,car,BrocRi00,pass_sacked_yds,0,,,,,
player,201309220car,car,BrocRi00,pass_long,0,,,,,
player,201309220car,car,BrocRi00,pass_rating,,,,,,
player,201309220car,car,BrocRi00,rush_att,1,,,,,
player,201309220car,car,BrocRi00,rush_yds,1,,,,,
player,201309220car,car,BrocRi00,rush_td,0,,,,,
player,201309220car,car,BrocRi00,rush_long,1,,,,,
player,201309220car,car,BrocRi00,targets,0,,,,,
player,201309220car,car,BrocRi00,rec,0,,,,,
player,201309220car,car,BrocRi00,rec_yds,0,,,,,
player,201309220car,car,BrocRi00,rec_td,0,,,,,
player,201309220car,car,BrocRi00,rec_long,0,,,,,
player,201309220car,car,BrocRi00,fumbles,1,,,,,
player,201309220car,car,BrocRi00,fumbles_lost,1,,,,,
player,201309220car,car,OlseGr00,pass_cmp,0,,,,,
player,201309220car,car,OlseGr00,pass_att,0,,,,,
player,201309220car,car,OlseGr00,pass_yds,0,,,,,
player,201309220car,car,OlseGr00,pass_td,0,,,,,
player,201309220car,car,OlseGr00,pass_int,0,,,,,
player,201309220car,car,OlseGr00,pass_sacked,0,,,,,
player,201309220car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201309220car,car,OlseGr00,pass_long,0,,,,,
player,201309220car,car,OlseGr00,pass_rating,,,,,,
player,201309220car,car,OlseGr00,rush_att,0,,,,,
player,201309220car,car,OlseGr00,rush_yds,0,,,,,
player,201309220car,car,OlseGr00,rush_td,0,,,,,
player,201309220car,car,OlseGr00,rush_long,0,,,,,
player,201309220car,car,OlseGr00,targets,8,,,,,
player,201309220car,car,OlseGr00,rec,4,,,,,
player,201309220car,car,OlseGr00,rec_yds,54,,,,,
player,201309220car,car,OlseGr00,rec_td,0,,,,,
player,201309220car,car,OlseGr00,rec_long,24,,,,,
player,201309220car,car,OlseGr00,fumbles,0,,,,,
player,201309220car,car,OlseGr00,fumbles_lost,0,,,,,
player,201309220car,car,LaFeBr00,pass_cmp,0,,,,,
player,201309220car,car,LaFeBr00,pass_att,0,,,,,
player,201309220car,car,LaFeBr00,pass_yds,0,,,,,
player,201309220car,car,LaFeBr00,pass_td,0,,,,,
player,201309220car,car,LaFeBr00,pass_int,0,,,,,
player,201309220car,car,LaFeBr00,pass_sacked,0,,,,,
player,201309220car,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201309220car,car,LaFeBr00,pass_long,0,,,,,
player,201309220car,car,LaFeBr00,pass_rating,,,,,,
player,201309220car,car,LaFeBr00,rush_att,0,,,,,
player,201309220car,car,LaFeBr00,rush_yds,0,,,,,
player,201309220car,car,LaFeBr00,rush_td,0,,,,,
player,201309220car,car,LaFeBr00,rush_long,0,,,,,
player,201309220car,car,LaFeBr00,targets,5,,,,,
player,201309220car,car,LaFeBr00,rec,3,,,,,
player,201309220car,car,LaFeBr00,rec_yds,53,,,,,
player,201309220car,car,LaFeBr00,rec_td,2,,,,,
player,201309220car,car,LaFeBr00,rec_long,20,,,,,
player,201309220car,car,LaFeBr00,fumbles,0,,,,,
player,201309220car,car,LaFeBr00,fumbles_lost,0,,,,,
player,201309220car,car,SmitSt01,pass_cmp,0,,,,,
player,201309220car,car,SmitSt01,pass_att,0,,,,,
player,201309220car,car,SmitSt01,pass_yds,0,,,,,
player,201309220car,car,SmitSt01,pass_td,0,,,,,
player,201309220car,car,SmitSt01,pass_int,0,,,,,
player,201309220car,car,SmitSt01,pass_sacked,0,,,,,
player,201309220car,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201309220car,car,SmitSt01,pass_long,0,,,,,
player,201309220car,car,SmitSt01,pass_rating,,,,,,
player,201309220car,car,SmitSt01,rush_att,0,,,,,
player,201309220car,car,SmitSt01,rush_yds,0,,,,,
player,201309220car,car,SmitSt01,rush_td,0,,,,,
player,201309220car,car,SmitSt01,rush_long,0,,,,,
player,201309220car,car,SmitSt01,targets,7,,,,,
player,201309220car,car,SmitSt01,rec,3,,,,,
player,201309220car,car,SmitSt01,rec_yds,40,,,,,
player,201309220car,car,SmitSt01,rec_td,0,,,,,
player,201309220car,car,SmitSt01,rec_long,15,,,,,
player,201309220car,car,SmitSt01,fumbles,0,,,,,
player,201309220car,car,SmitSt01,fumbles_lost,0,,,,,
player,201309220car,car,HixoDo00,pass_cmp,0,,,,,
player,201309220car,car,HixoDo00,pass_att,0,,,,,
player,201309220car,car,HixoDo00,pass_yds,0,,,,,
player,201309220car,car,HixoDo00,pass_td,0,,,,,
player,201309220car,car,HixoDo00,pass_int,0,,,,,
player,201309220car,car,HixoDo00,pass_sacked,0,,,,,
player,201309220car,car,HixoDo00,pass_sacked_yds,0,,,,,
player,201309220car,car,HixoDo00,pass_long,0,,,,,
player,201309220car,car,HixoDo00,pass_rating,,,,,,
player,201309220car,car,HixoDo00,rush_att,0,,,,,
player,201309220car,car,HixoDo00,rush_yds,0,,,,,
player,201309220car,car,HixoDo00,rush_td,0,,,,,
player,201309220car,car,HixoDo00,rush_long,0,,,,,
player,201309220car,car,HixoDo00,targets,1,,,,,
player,201309220car,car,HixoDo00,rec,1,,,,,
player,201309220car,car,HixoDo00,rec_yds,8,,,,,
player,201309220car,car,HixoDo00,rec_td,0,,,,,
player,201309220car,car,HixoDo00,rec_long,8,,,,,
player,201309220car,car,HixoDo00,fumbles,0,,,,,
player,201309220car,car,HixoDo00,fumbles_lost,0,,,,,
player,201309220car,car,SmitAr00,pass_cmp,0,,,,,
player,201309220car,car,SmitAr00,pass_att,0,,,,,
player,201309220car,car,SmitAr00,pass_yds,0,,,,,
player,201309220car,car,SmitAr00,pass_td,0,,,,,
player,201309220car,car,SmitAr00,pass_int,0,,,,,
player,201309220car,car,SmitAr00,pass_sacked,0,,,,,
player,201309220car,car,SmitAr00,pass_sacked_yds,0,,,,,
player,201309220car,car,SmitAr00,pass_long,0,,,,,
