game,2013,13,20131201,201312010clt,oti,"Tennessee Titans",14,clt,"Indianapolis Colts",22
team,201312010clt,oti,First Downs,24,,,,,,
team,201312010clt,clt,First Downs,18,,,,,,
team,201312010clt,oti,Rush-Yds-TDs,36-162-1,,,,,,
team,201312010clt,clt,Rush-Yds-TDs,25-104-1,,,,,,
team,201312010clt,oti,Cmp-Att-Yd-TD-INT,21-37-201-1-3,,,,,,
team,201312010clt,clt,Cmp-Att-Yd-TD-INT,17-32-200-0-1,,,,,,
team,201312010clt,oti,Sacked-Yards,1-16,,,,,,
team,201312010clt,clt,Sacked-Yards,5-40,,,,,,
team,201312010clt,oti,Net Pass Yards,185,,,,,,
team,201312010clt,clt,Net Pass Yards,160,,,,,,
team,201312010clt,oti,Total Yards,347,,,,,,
team,201312010clt,clt,Total Yards,264,,,,,,
team,201312010clt,oti,Fumbles-Lost,1-1,,,,,,
team,201312010clt,clt,Fumbles-Lost,3-0,,,,,,
team,201312010clt,oti,Turnovers,4,,,,,,
team,201312010clt,clt,Turnovers,1,,,,,,
team,201312010clt,oti,Penalties-Yards,6-74,,,,,,
team,201312010clt,clt,Penalties-Yards,7-50,,,,,,
team,201312010clt,oti,Third Down Conv.,6-15,,,,,,
team,201312010clt,clt,Third Down Conv.,3-14,,,,,,
team,201312010clt,oti,Fourth Down Conv.,1-1,,,,,,
team,201312010clt,clt,Fourth Down Conv.,1-1,,,,,,
team,201312010clt,oti,Time of Possession,33:55,,,,,,
team,201312010clt,clt,Time of Possession,26:05,,,,,,
player,201312010clt,oti,FitzRy00,pass_cmp,21,,,,,
player,201312010clt,oti,FitzRy00,pass_att,37,,,,,
player,201312010clt,oti,FitzRy00,pass_yds,201,,,,,
player,201312010clt,oti,FitzRy00,pass_td,1,,,,,
player,201312010clt,oti,FitzRy00,pass_int,3,,,,,
player,201312010clt,oti,FitzRy00,pass_sacked,1,,,,,
player,201312010clt,oti,FitzRy00,pass_sacked_yds,16,,,,,
player,201312010clt,oti,FitzRy00,pass_long,35,,,,,
player,201312010clt,oti,FitzRy00,pass_rating,47.2,,,,,
player,201312010clt,oti,FitzRy00,rush_att,8,,,,,
player,201312010clt,oti,FitzRy00,rush_yds,54,,,,,
