game,2013,13,20131201,201312010sfo,ram,"St. Louis Rams",13,sfo,"San Francisco 49ers",23
player,201312010sfo,ram,AustTa00,rec_td,0,,,,,
player,201312010sfo,ram,AustTa00,rec_long,8,,,,,
player,201312010sfo,ram,AustTa00,fumbles,0,,,,,
player,201312010sfo,ram,AustTa00,fumbles_lost,0,,,,,
player,201312010sfo,ram,StacZa00,pass_cmp,0,,,,,
player,201312010sfo,ram,StacZa00,pass_att,0,,,,,
player,201312010sfo,ram,StacZa00,pass_yds,0,,,,,
player,201312010sfo,ram,StacZa00,pass_td,0,,,,,
player,201312010sfo,ram,StacZa00,pass_int,0,,,,,
player,201312010sfo,ram,StacZa00,pass_sacked,0,,,,,
player,201312010sfo,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,StacZa00,pass_long,0,,,,,
player,201312010sfo,ram,StacZa00,pass_rating,,,,,,
player,201312010sfo,ram,StacZa00,rush_att,19,,,,,
player,201312010sfo,ram,StacZa00,rush_yds,72,,,,,
player,201312010sfo,ram,StacZa00,rush_td,0,,,,,
player,201312010sfo,ram,StacZa00,rush_long,11,,,,,
player,201312010sfo,ram,StacZa00,targets,2,,,,,
player,201312010sfo,ram,StacZa00,rec,1,,,,,
player,201312010sfo,ram,StacZa00,rec_yds,-1,,,,,
player,201312010sfo,ram,StacZa00,rec_td,0,,,,,
player,201312010sfo,ram,StacZa00,rec_long,-1,,,,,
player,201312010sfo,ram,StacZa00,fumbles,0,,,,,
player,201312010sfo,ram,StacZa00,fumbles_lost,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_cmp,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_att,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_yds,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_td,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_int,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_sacked,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_long,0,,,,,
player,201312010sfo,ram,CunnBe01,pass_rating,,,,,,
player,201312010sfo,ram,CunnBe01,rush_att,2,,,,,
player,201312010sfo,ram,CunnBe01,rush_yds,16,,,,,
player,201312010sfo,ram,CunnBe01,rush_td,0,,,,,
player,201312010sfo,ram,CunnBe01,rush_long,13,,,,,
player,201312010sfo,ram,CunnBe01,targets,0,,,,,
player,201312010sfo,ram,CunnBe01,rec,0,,,,,
player,201312010sfo,ram,CunnBe01,rec_yds,0,,,,,
player,201312010sfo,ram,CunnBe01,rec_td,0,,,,,
player,201312010sfo,ram,CunnBe01,rec_long,0,,,,,
player,201312010sfo,ram,CunnBe01,fumbles,0,,,,,
player,201312010sfo,ram,CunnBe01,fumbles_lost,0,,,,,
player,201312010sfo,ram,CookJa02,pass_cmp,0,,,,,
player,201312010sfo,ram,CookJa02,pass_att,0,,,,,
player,201312010sfo,ram,CookJa02,pass_yds,0,,,,,
player,201312010sfo,ram,CookJa02,pass_td,0,,,,,
player,201312010sfo,ram,CookJa02,pass_int,0,,,,,
player,201312010sfo,ram,CookJa02,pass_sacked,0,,,,,
player,201312010sfo,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,CookJa02,pass_long,0,,,,,
player,201312010sfo,ram,CookJa02,pass_rating,,,,,,
player,201312010sfo,ram,CookJa02,rush_att,0,,,,,
player,201312010sfo,ram,CookJa02,rush_yds,0,,,,,
player,201312010sfo,ram,CookJa02,rush_td,0,,,,,
player,201312010sfo,ram,CookJa02,rush_long,0,,,,,
player,201312010sfo,ram,CookJa02,targets,6,,,,,
player,201312010sfo,ram,CookJa02,rec,3,,,,,
player,201312010sfo,ram,CookJa02,rec_yds,49,,,,,
player,201312010sfo,ram,CookJa02,rec_td,0,,,,,
player,201312010sfo,ram,CookJa02,rec_long,20,,,,,
player,201312010sfo,ram,CookJa02,fumbles,0,,,,,
player,201312010sfo,ram,CookJa02,fumbles_lost,0,,,,,
player,201312010sfo,ram,BailSt01,pass_cmp,0,,,,,
player,201312010sfo,ram,BailSt01,pass_att,0,,,,,
player,201312010sfo,ram,BailSt01,pass_yds,0,,,,,
player,201312010sfo,ram,BailSt01,pass_td,0,,,,,
player,201312010sfo,ram,BailSt01,pass_int,0,,,,,
player,201312010sfo,ram,BailSt01,pass_sacked,0,,,,,
player,201312010sfo,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,BailSt01,pass_long,0,,,,,
player,201312010sfo,ram,BailSt01,pass_rating,,,,,,
player,201312010sfo,ram,BailSt01,rush_att,0,,,,,
player,201312010sfo,ram,BailSt01,rush_yds,0,,,,,
player,201312010sfo,ram,BailSt01,rush_td,0,,,,,
player,201312010sfo,ram,BailSt01,rush_long,0,,,,,
player,201312010sfo,ram,BailSt01,targets,4,,,,,
player,201312010sfo,ram,BailSt01,rec,3,,,,,
player,201312010sfo,ram,BailSt01,rec_yds,46,,,,,
player,201312010sfo,ram,BailSt01,rec_td,0,,,,,
player,201312010sfo,ram,BailSt01,rec_long,17,,,,,
player,201312010sfo,ram,BailSt01,fumbles,0,,,,,
player,201312010sfo,ram,BailSt01,fumbles_lost,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_cmp,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_att,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_yds,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_td,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_int,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_sacked,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_long,0,,,,,
player,201312010sfo,ram,QuicBr00,pass_rating,,,,,,
player,201312010sfo,ram,QuicBr00,rush_att,0,,,,,
player,201312010sfo,ram,QuicBr00,rush_yds,0,,,,,
player,201312010sfo,ram,QuicBr00,rush_td,0,,,,,
player,201312010sfo,ram,QuicBr00,rush_long,0,,,,,
player,201312010sfo,ram,QuicBr00,targets,4,,,,,
player,201312010sfo,ram,QuicBr00,rec,3,,,,,
player,201312010sfo,ram,QuicBr00,rec_yds,41,,,,,
player,201312010sfo,ram,QuicBr00,rec_td,1,,,,,
player,201312010sfo,ram,QuicBr00,rec_long,29,,,,,
player,201312010sfo,ram,QuicBr00,fumbles,0,,,,,
player,201312010sfo,ram,QuicBr00,fumbles_lost,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_cmp,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_att,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_yds,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_td,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_int,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_sacked,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_long,0,,,,,
player,201312010sfo,ram,GiveCh00,pass_rating,,,,,,
player,201312010sfo,ram,GiveCh00,rush_att,0,,,,,
player,201312010sfo,ram,GiveCh00,rush_yds,0,,,,,
player,201312010sfo,ram,GiveCh00,rush_td,0,,,,,
player,201312010sfo,ram,GiveCh00,rush_long,0,,,,,
player,201312010sfo,ram,GiveCh00,targets,9,,,,,
player,201312010sfo,ram,GiveCh00,rec,2,,,,,
player,201312010sfo,ram,GiveCh00,rec_yds,30,,,,,
player,201312010sfo,ram,GiveCh00,rec_td,0,,,,,
player,201312010sfo,ram,GiveCh00,rec_long,16,,,,,
player,201312010sfo,ram,GiveCh00,fumbles,0,,,,,
player,201312010sfo,ram,GiveCh00,fumbles_lost,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_cmp,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_att,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_yds,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_td,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_int,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_sacked,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_long,0,,,,,
player,201312010sfo,ram,PeadIs00,pass_rating,,,,,,
player,201312010sfo,ram,PeadIs00,rush_att,0,,,,,
player,201312010sfo,ram,PeadIs00,rush_yds,0,,,,,
player,201312010sfo,ram,PeadIs00,rush_td,0,,,,,
player,201312010sfo,ram,PeadIs00,rush_long,0,,,,,
player,201312010sfo,ram,PeadIs00,targets,3,,,,,
player,201312010sfo,ram,PeadIs00,rec,2,,,,,
player,201312010sfo,ram,PeadIs00,rec_yds,17,,,,,
player,201312010sfo,ram,PeadIs00,rec_td,0,,,,,
player,201312010sfo,ram,PeadIs00,rec_long,12,,,,,
player,201312010sfo,ram,PeadIs00,fumbles,0,,,,,
player,201312010sfo,ram,PeadIs00,fumbles_lost,0,,,,,
player,201312010sfo,ram,PettAu00,pass_cmp,0,,,,,
player,201312010sfo,ram,PettAu00,pass_att,0,,,,,
player,201312010sfo,ram,PettAu00,pass_yds,0,,,,,
player,201312010sfo,ram,PettAu00,pass_td,0,,,,,
player,201312010sfo,ram,PettAu00,pass_int,0,,,,,
player,201312010sfo,ram,PettAu00,pass_sacked,0,,,,,
player,201312010sfo,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,PettAu00,pass_long,0,,,,,
player,201312010sfo,ram,PettAu00,pass_rating,,,,,,
player,201312010sfo,ram,PettAu00,rush_att,0,,,,,
player,201312010sfo,ram,PettAu00,rush_yds,0,,,,,
player,201312010sfo,ram,PettAu00,rush_td,0,,,,,
player,201312010sfo,ram,PettAu00,rush_long,0,,,,,
player,201312010sfo,ram,PettAu00,targets,3,,,,,
player,201312010sfo,ram,PettAu00,rec,1,,,,,
player,201312010sfo,ram,PettAu00,rec_yds,11,,,,,
player,201312010sfo,ram,PettAu00,rec_td,0,,,,,
player,201312010sfo,ram,PettAu00,rec_long,11,,,,,
player,201312010sfo,ram,PettAu00,fumbles,0,,,,,
player,201312010sfo,ram,PettAu00,fumbles_lost,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_cmp,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_att,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_yds,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_td,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_int,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_sacked,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_sacked_yds,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_long,0,,,,,
player,201312010sfo,ram,GiorMa20,pass_rating,,,,,,
player,201312010sfo,ram,GiorMa20,rush_att,1,,,,,
player,201312010sfo,ram,GiorMa20,rush_yds,-5,,,,,
player,201312010sfo,ram,GiorMa20,rush_td,0,,,,,
player,201312010sfo,ram,GiorMa20,rush_long,-5,,,,,
player,201312010sfo,ram,GiorMa20,targets,0,,,,,
player,201312010sfo,ram,GiorMa20,rec,0,,,,,
player,201312010sfo,ram,GiorMa20,rec_yds,0,,,,,
player,201312010sfo,ram,GiorMa20,rec_td,0,,,,,
player,201312010sfo,ram,GiorMa20,rec_long,0,,,,,
player,201312010sfo,ram,GiorMa20,fumbles,0,,,,,
player,201312010sfo,ram,GiorMa20,fumbles_lost,0,,,,,
player,201312010sfo,sfo,KaepCo00,pass_cmp,19,,,,,
player,201312010sfo,sfo,KaepCo00,pass_att,28,,,,,
player,201312010sfo,sfo,KaepCo00,pass_yds,275,,,,,
player,201312010sfo,sfo,KaepCo00,pass_td,1,,,,,
player,201312010sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201312010sfo,sfo,KaepCo00,pass_sacked,4,,,,,
player,201312010sfo,sfo,KaepCo00,pass_sacked_yds,20,,,,,
player,201312010sfo,sfo,KaepCo00,pass_long,60,,,,,
player,201312010sfo,sfo,KaepCo00,pass_rating,111.5,,,,,
player,201312010sfo,sfo,KaepCo00,rush_att,4,,,,,
player,201312010sfo,sfo,KaepCo00,rush_yds,21,,,,,
player,201312010sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201312010sfo,sfo,KaepCo00,rush_long,8,,,,,
player,201312010sfo,sfo,KaepCo00,targets,0,,,,,
player,201312010sfo,sfo,KaepCo00,rec,0,,,,,
player,201312010sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201312010sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201312010sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201312010sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201312010sfo,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201312010sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201312010sfo,sfo,GoreFr00,rush_att,15,,,,,
player,201312010sfo,sfo,GoreFr00,rush_yds,42,,,,,
player,201312010sfo,sfo,GoreFr00,rush_td,1,,,,,
player,201312010sfo,sfo,GoreFr00,rush_long,10,,,,,
player,201312010sfo,sfo,GoreFr00,targets,2,,,,,
player,201312010sfo,sfo,GoreFr00,rec,2,,,,,
player,201312010sfo,sfo,GoreFr00,rec_yds,7,,,,,
player,201312010sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201312010sfo,sfo,GoreFr00,rec_long,4,,,,,
player,201312010sfo,sfo,GoreFr00,fumbles,1,,,,,
player,201312010sfo,sfo,GoreFr00,fumbles_lost,1,,,,,
player,201312010sfo,sfo,DixoAn00,pass_cmp,0,,,,,
player,201312010sfo,sfo,DixoAn00,pass_att,0,,,,,
player,201312010sfo,sfo,DixoAn00,pass_yds,0,,,,,
player,201312010sfo,sfo,DixoAn00,pass_td,0,,,,,
player,201312010sfo,sfo,DixoAn00,pass_int,0,,,,,
player,201312010sfo,sfo,DixoAn00,pass_sacked,0,,,,,
player,201312010sfo,sfo,DixoAn00,pass_sacked_yds,0,,,,,
player,201312010sfo,sfo,DixoAn00,pass_long,0,,,,,
player,201312010sfo,sfo,DixoAn00,pass_rating,,,,,,
player,201312010sfo,sfo,DixoAn00,rush_att,8,,,,,
player,201312010sfo,sfo,DixoAn00,rush_yds,13,,,,,
player,201312010sfo,sfo,DixoAn00,rush_td,0,,,,,
player,201312010sfo,sfo,DixoAn00,rush_long,5,,,,,
player,201312010sfo,sfo,DixoAn00,targets,0,,,,,
player,201312010sfo,sfo,DixoAn00,rec,0,,,,,
player,201312010sfo,sfo,DixoAn00,rec_yds,0,,,,,
player,201312010sfo,sfo,DixoAn00,rec_td,0,,,,,
player,201312010sfo,sfo,DixoAn00,rec_long,0,,,,,
player,201312010sfo,sfo,DixoAn00,fumbles,0,,,,,
player,201312010sfo,sfo,DixoAn00,fumbles_lost,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_cmp,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_att,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_yds,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_td,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_int,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_sacked,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_long,0,,,,,
player,201312010sfo,sfo,HuntKe00,pass_rating,,,,,,
player,201312010sfo,sfo,HuntKe00,rush_att,3,,,,,
player,201312010sfo,sfo,HuntKe00,rush_yds,7,,,,,
player,201312010sfo,sfo,HuntKe00,rush_td,0,,,,,
player,201312010sfo,sfo,HuntKe00,rush_long,7,,,,,
player,201312010sfo,sfo,HuntKe00,targets,0,,,,,
player,201312010sfo,sfo,HuntKe00,rec,0,,,,,
player,201312010sfo,sfo,HuntKe00,rec_yds,0,,,,,
player,201312010sfo,sfo,HuntKe00,rec_td,0,,,,,
player,201312010sfo,sfo,HuntKe00,rec_long,0,,,,,
player,201312010sfo,sfo,HuntKe00,fumbles,0,,,,,
player,201312010sfo,sfo,HuntKe00,fumbles_lost,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_cmp,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_att,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_yds,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_td,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_int,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_sacked,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_long,0,,,,,
player,201312010sfo,sfo,BoldAn00,pass_rating,,,,,,
player,201312010sfo,sfo,BoldAn00,rush_att,0,,,,,
player,201312010sfo,sfo,BoldAn00,rush_yds,0,,,,,
player,201312010sfo,sfo,BoldAn00,rush_td,0,,,,,
player,201312010sfo,sfo,BoldAn00,rush_long,0,,,,,
player,201312010sfo,sfo,BoldAn00,targets,13,,,,,
player,201312010sfo,sfo,BoldAn00,rec,9,,,,,
player,201312010sfo,sfo,BoldAn00,rec_yds,98,,,,,
player,201312010sfo,sfo,BoldAn00,rec_td,0,,,,,
player,201312010sfo,sfo,BoldAn00,rec_long,21,,,,,
player,201312010sfo,sfo,BoldAn00,fumbles,0,,,,,
player,201312010sfo,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_sacked,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201312010sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201312010sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201312010sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201312010sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201312010sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201312010sfo,sfo,DaviVe00,targets,5,,,,,
player,201312010sfo,sfo,DaviVe00,rec,4,,,,,
player,201312010sfo,sfo,DaviVe00,rec_yds,82,,,,,
player,201312010sfo,sfo,DaviVe00,rec_td,1,,,,,
player,201312010sfo,sfo,DaviVe00,rec_long,23,,,,,
player,201312010sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201312010sfo,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_cmp,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_att,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_yds,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_td,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_int,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_sacked,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_long,0,,,,,
player,201312010sfo,sfo,CrabMi00,pass_rating,,,,,,
player,201312010sfo,sfo,CrabMi00,rush_att,0,,,,,
player,201312010sfo,sfo,CrabMi00,rush_yds,0,,,,,
player,201312010sfo,sfo,CrabMi00,rush_td,0,,,,,
player,201312010sfo,sfo,CrabMi00,rush_long,0,,,,,
player,201312010sfo,sfo,CrabMi00,targets,4,,,,,
player,201312010sfo,sfo,CrabMi00,rec,2,,,,,
player,201312010sfo,sfo,CrabMi00,rec_yds,68,,,,,
player,201312010sfo,sfo,CrabMi00,rec_td,0,,,,,
player,201312010sfo,sfo,CrabMi00,rec_long,60,,,,,
player,201312010sfo,sfo,CrabMi00,fumbles,0,,,,,
player,201312010sfo,sfo,CrabMi00,fumbles_lost,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_cmp,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_att,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_yds,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_td,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_int,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_sacked,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_long,0,,,,,
player,201312010sfo,sfo,MillBr02,pass_rating,,,,,,
player,201312010sfo,sfo,MillBr02,rush_att,0,,,,,
player,201312010sfo,sfo,MillBr02,rush_yds,0,,,,,
player,201312010sfo,sfo,MillBr02,rush_td,0,,,,,
player,201312010sfo,sfo,MillBr02,rush_long,0,,,,,
player,201312010sfo,sfo,MillBr02,targets,4,,,,,
player,201312010sfo,sfo,MillBr02,rec,2,,,,,
player,201312010sfo,sfo,MillBr02,rec_yds,20,,,,,
player,201312010sfo,sfo,MillBr02,rec_td,0,,,,,
player,201312010sfo,sfo,MillBr02,rec_long,21,,,,,
player,201312010sfo,sfo,MillBr02,fumbles,0,,,,,
player,201312010sfo,sfo,MillBr02,fumbles_lost,0,,,,,
player,201312010sfo,ram,BrocMi00,def_int,0,,,,,
player,201312010sfo,ram,BrocMi00,def_int_yds,0,,,,,
player,201312010sfo,ram,BrocMi00,def_int_td,0,,,,,
player,201312010sfo,ram,BrocMi00,def_int_long,0,,,,,
player,201312010sfo,ram,BrocMi00,pass_defended,0,,,,,
player,201312010sfo,ram,BrocMi00,sacks,2.0,,,,,
player,201312010sfo,ram,BrocMi00,tackles_combined,7,,,,,
player,201312010sfo,ram,BrocMi00,tackles_solo,5,,,,,
player,201312010sfo,ram,BrocMi00,tackles_assists,2,,,,,
player,201312010sfo,ram,BrocMi00,tackles_loss,2,,,,,
player,201312010sfo,ram,BrocMi00,qb_hits,2,,,,,
player,201312010sfo,ram,BrocMi00,fumbles_rec,0,,,,,
player,201312010sfo,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201312010sfo,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201312010sfo,ram,BrocMi00,fumbles_forced,0,,,,,
player,201312010sfo,ram,HayeWi99,def_int,0,,,,,
player,201312010sfo,ram,HayeWi99,def_int_yds,0,,,,,
player,201312010sfo,ram,HayeWi99,def_int_td,0,,,,,
player,201312010sfo,ram,HayeWi99,def_int_long,0,,,,,
player,201312010sfo,ram,HayeWi99,pass_defended,0,,,,,
player,201312010sfo,ram,HayeWi99,sacks,1.0,,,,,
player,201312010sfo,ram,HayeWi99,tackles_combined,2,,,,,
player,201312010sfo,ram,HayeWi99,tackles_solo,2,,,,,
player,201312010sfo,ram,HayeWi99,tackles_assists,0,,,,,
player,201312010sfo,ram,HayeWi99,tackles_loss,1,,,,,
player,201312010sfo,ram,HayeWi99,qb_hits,1,,,,,
player,201312010sfo,ram,HayeWi99,fumbles_rec,0,,,,,
player,201312010sfo,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201312010sfo,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201312010sfo,ram,HayeWi99,fumbles_forced,0,,,,,
player,201312010sfo,ram,LangKe98,def_int,0,,,,,
player,201312010sfo,ram,LangKe98,def_int_yds,0,,,,,
player,201312010sfo,ram,LangKe98,def_int_td,0,,,,,
