game,2013,1,20130908,201309080nor,atl,"Atlanta Falcons",17,nor,"New Orleans Saints",23
team,201309080nor,atl,First Downs,18,,,,,,
team,201309080nor,nor,First Downs,18,,,,,,
team,201309080nor,atl,Rush-Yds-TDs,14-88-0,,,,,,
team,201309080nor,nor,Rush-Yds-TDs,29-78-0,,,,,,
team,201309080nor,atl,Cmp-Att-Yd-TD-INT,25-38-304-2-1,,,,,,
team,201309080nor,nor,Cmp-Att-Yd-TD-INT,26-35-357-2-1,,,,,,
team,201309080nor,atl,Sacked-Yards,3-25,,,,,,
team,201309080nor,nor,Sacked-Yards,2-16,,,,,,
team,201309080nor,atl,Net Pass Yards,279,,,,,,
team,201309080nor,nor,Net Pass Yards,341,,,,,,
team,201309080nor,atl,Total Yards,367,,,,,,
team,201309080nor,nor,Total Yards,419,,,,,,
team,201309080nor,atl,Fumbles-Lost,2-1,,,,,,
team,201309080nor,nor,Fumbles-Lost,0-0,,,,,,
team,201309080nor,atl,Turnovers,2,,,,,,
team,201309080nor,nor,Turnovers,1,,,,,,
team,201309080nor,atl,Penalties-Yards,2-19,,,,,,
team,201309080nor,nor,Penalties-Yards,6-57,,,,,,
team,201309080nor,atl,Third Down Conv.,3-11,,,,,,
team,201309080nor,nor,Third Down Conv.,6-13,,,,,,
team,201309080nor,atl,Fourth Down Conv.,0-1,,,,,,
team,201309080nor,nor,Fourth Down Conv.,0-1,,,,,,
team,201309080nor,atl,Time of Possession,24:49,,,,,,
team,201309080nor,nor,Time of Possession,35:11,,,,,,
player,201309080nor,atl,RyanMa00,pass_cmp,25,,,,,
player,201309080nor,atl,RyanMa00,pass_att,38,,,,,
player,201309080nor,atl,RyanMa00,pass_yds,304,,,,,
player,201309080nor,atl,RyanMa00,pass_td,2,,,,,
player,201309080nor,atl,RyanMa00,pass_int,1,,,,,
player,201309080nor,atl,RyanMa00,pass_sacked,3,,,,,
player,201309080nor,atl,RyanMa00,pass_sacked_yds,25,,,,,
player,201309080nor,atl,RyanMa00,pass_long,50,,,,,
player,201309080nor,atl,RyanMa00,pass_rating,96.8,,,,,
player,201309080nor,atl,RyanMa00,rush_att,1,,,,,
player,201309080nor,atl,RyanMa00,rush_yds,12,,,,,
player,201309080nor,atl,RyanMa00,rush_td,0,,,,,
player,201309080nor,atl,RyanMa00,rush_long,12,,,,,
player,201309080nor,atl,RyanMa00,targets,0,,,,,
player,201309080nor,atl,RyanMa00,rec,0,,,,,
player,201309080nor,atl,RyanMa00,rec_yds,0,,,,,
player,201309080nor,atl,RyanMa00,rec_td,0,,,,,
player,201309080nor,atl,RyanMa00,rec_long,0,,,,,
player,201309080nor,atl,RyanMa00,fumbles,0,,,,,
player,201309080nor,atl,RyanMa00,fumbles_lost,0,,,,,
player,201309080nor,atl,JackSt00,pass_cmp,0,,,,,
player,201309080nor,atl,JackSt00,pass_att,0,,,,,
player,201309080nor,atl,JackSt00,pass_yds,0,,,,,
player,201309080nor,atl,JackSt00,pass_td,0,,,,,
player,201309080nor,atl,JackSt00,pass_int,0,,,,,
player,201309080nor,atl,JackSt00,pass_sacked,0,,,,,
player,201309080nor,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201309080nor,atl,JackSt00,pass_long,0,,,,,
player,201309080nor,atl,JackSt00,pass_rating,,,,,,
player,201309080nor,atl,JackSt00,rush_att,11,,,,,
player,201309080nor,atl,JackSt00,rush_yds,77,,,,,
player,201309080nor,atl,JackSt00,rush_td,0,,,,,
player,201309080nor,atl,JackSt00,rush_long,50,,,,,
player,201309080nor,atl,JackSt00,targets,8,,,,,
player,201309080nor,atl,JackSt00,rec,5,,,,,
player,201309080nor,atl,JackSt00,rec_yds,45,,,,,
player,201309080nor,atl,JackSt00,rec_td,0,,,,,
player,201309080nor,atl,JackSt00,rec_long,17,,,,,
player,201309080nor,atl,JackSt00,fumbles,0,,,,,
player,201309080nor,atl,JackSt00,fumbles_lost,0,,,,,
player,201309080nor,atl,DougHa00,pass_cmp,0,,,,,
player,201309080nor,atl,DougHa00,pass_att,0,,,,,
player,201309080nor,atl,DougHa00,pass_yds,0,,,,,
player,201309080nor,atl,DougHa00,pass_td,0,,,,,
