game,2013,2,20130915,201309150kan,dal,"Dallas Cowboys",16,kan,"Kansas City Chiefs",17
player,201309150kan,dal,MurrDe00,rec_td,0,,,,,
player,201309150kan,dal,MurrDe00,rec_long,17,,,,,
player,201309150kan,dal,MurrDe00,fumbles,0,,,,,
player,201309150kan,dal,MurrDe00,fumbles_lost,0,,,,,
player,201309150kan,dal,DunbLa00,pass_cmp,0,,,,,
player,201309150kan,dal,DunbLa00,pass_att,0,,,,,
player,201309150kan,dal,DunbLa00,pass_yds,0,,,,,
player,201309150kan,dal,DunbLa00,pass_td,0,,,,,
player,201309150kan,dal,DunbLa00,pass_int,0,,,,,
player,201309150kan,dal,DunbLa00,pass_sacked,0,,,,,
player,201309150kan,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201309150kan,dal,DunbLa00,pass_long,0,,,,,
player,201309150kan,dal,DunbLa00,pass_rating,,,,,,
player,201309150kan,dal,DunbLa00,rush_att,1,,,,,
player,201309150kan,dal,DunbLa00,rush_yds,12,,,,,
player,201309150kan,dal,DunbLa00,rush_td,0,,,,,
player,201309150kan,dal,DunbLa00,rush_long,12,,,,,
player,201309150kan,dal,DunbLa00,targets,1,,,,,
player,201309150kan,dal,DunbLa00,rec,1,,,,,
player,201309150kan,dal,DunbLa00,rec_yds,4,,,,,
player,201309150kan,dal,DunbLa00,rec_td,0,,,,,
player,201309150kan,dal,DunbLa00,rec_long,4,,,,,
player,201309150kan,dal,DunbLa00,fumbles,1,,,,,
player,201309150kan,dal,DunbLa00,fumbles_lost,1,,,,,
player,201309150kan,dal,BryaDe01,pass_cmp,0,,,,,
player,201309150kan,dal,BryaDe01,pass_att,0,,,,,
player,201309150kan,dal,BryaDe01,pass_yds,0,,,,,
player,201309150kan,dal,BryaDe01,pass_td,0,,,,,
player,201309150kan,dal,BryaDe01,pass_int,0,,,,,
player,201309150kan,dal,BryaDe01,pass_sacked,0,,,,,
player,201309150kan,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201309150kan,dal,BryaDe01,pass_long,0,,,,,
player,201309150kan,dal,BryaDe01,pass_rating,,,,,,
player,201309150kan,dal,BryaDe01,rush_att,0,,,,,
player,201309150kan,dal,BryaDe01,rush_yds,0,,,,,
player,201309150kan,dal,BryaDe01,rush_td,0,,,,,
player,201309150kan,dal,BryaDe01,rush_long,0,,,,,
player,201309150kan,dal,BryaDe01,targets,13,,,,,
player,201309150kan,dal,BryaDe01,rec,9,,,,,
player,201309150kan,dal,BryaDe01,rec_yds,141,,,,,
player,201309150kan,dal,BryaDe01,rec_td,1,,,,,
player,201309150kan,dal,BryaDe01,rec_long,53,,,,,
player,201309150kan,dal,BryaDe01,fumbles,0,,,,,
player,201309150kan,dal,BryaDe01,fumbles_lost,0,,,,,
player,201309150kan,dal,AustMi00,pass_cmp,0,,,,,
player,201309150kan,dal,AustMi00,pass_att,0,,,,,
player,201309150kan,dal,AustMi00,pass_yds,0,,,,,
player,201309150kan,dal,AustMi00,pass_td,0,,,,,
player,201309150kan,dal,AustMi00,pass_int,0,,,,,
player,201309150kan,dal,AustMi00,pass_sacked,0,,,,,
player,201309150kan,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201309150kan,dal,AustMi00,pass_long,0,,,,,
player,201309150kan,dal,AustMi00,pass_rating,,,,,,
player,201309150kan,dal,AustMi00,rush_att,0,,,,,
player,201309150kan,dal,AustMi00,rush_yds,0,,,,,
player,201309150kan,dal,AustMi00,rush_td,0,,,,,
player,201309150kan,dal,AustMi00,rush_long,0,,,,,
player,201309150kan,dal,AustMi00,targets,4,,,,,
player,201309150kan,dal,AustMi00,rec,3,,,,,
player,201309150kan,dal,AustMi00,rec_yds,31,,,,,
player,201309150kan,dal,AustMi00,rec_td,0,,,,,
player,201309150kan,dal,AustMi00,rec_long,11,,,,,
player,201309150kan,dal,AustMi00,fumbles,0,,,,,
player,201309150kan,dal,AustMi00,fumbles_lost,0,,,,,
player,201309150kan,dal,HannJa00,pass_cmp,0,,,,,
player,201309150kan,dal,HannJa00,pass_att,0,,,,,
player,201309150kan,dal,HannJa00,pass_yds,0,,,,,
player,201309150kan,dal,HannJa00,pass_td,0,,,,,
player,201309150kan,dal,HannJa00,pass_int,0,,,,,
player,201309150kan,dal,HannJa00,pass_sacked,0,,,,,
player,201309150kan,dal,HannJa00,pass_sacked_yds,0,,,,,
player,201309150kan,dal,HannJa00,pass_long,0,,,,,
player,201309150kan,dal,HannJa00,pass_rating,,,,,,
player,201309150kan,dal,HannJa00,rush_att,0,,,,,
player,201309150kan,dal,HannJa00,rush_yds,0,,,,,
player,201309150kan,dal,HannJa00,rush_td,0,,,,,
player,201309150kan,dal,HannJa00,rush_long,0,,,,,
player,201309150kan,dal,HannJa00,targets,5,,,,,
player,201309150kan,dal,HannJa00,rec,4,,,,,
player,201309150kan,dal,HannJa00,rec_yds,20,,,,,
player,201309150kan,dal,HannJa00,rec_td,0,,,,,
player,201309150kan,dal,HannJa00,rec_long,8,,,,,
player,201309150kan,dal,HannJa00,fumbles,0,,,,,
player,201309150kan,dal,HannJa00,fumbles_lost,0,,,,,
player,201309150kan,dal,WittJa00,pass_cmp,0,,,,,
player,201309150kan,dal,WittJa00,pass_att,0,,,,,
player,201309150kan,dal,WittJa00,pass_yds,0,,,,,
player,201309150kan,dal,WittJa00,pass_td,0,,,,,
player,201309150kan,dal,WittJa00,pass_int,0,,,,,
player,201309150kan,dal,WittJa00,pass_sacked,0,,,,,
player,201309150kan,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201309150kan,dal,WittJa00,pass_long,0,,,,,
player,201309150kan,dal,WittJa00,pass_rating,,,,,,
player,201309150kan,dal,WittJa00,rush_att,0,,,,,
player,201309150kan,dal,WittJa00,rush_yds,0,,,,,
player,201309150kan,dal,WittJa00,rush_td,0,,,,,
player,201309150kan,dal,WittJa00,rush_long,0,,,,,
player,201309150kan,dal,WittJa00,targets,8,,,,,
player,201309150kan,dal,WittJa00,rec,3,,,,,
player,201309150kan,dal,WittJa00,rec_yds,12,,,,,
player,201309150kan,dal,WittJa00,rec_td,0,,,,,
player,201309150kan,dal,WittJa00,rec_long,10,,,,,
player,201309150kan,dal,WittJa00,fumbles,0,,,,,
player,201309150kan,dal,WittJa00,fumbles_lost,0,,,,,
player,201309150kan,dal,EscoGa00,pass_cmp,0,,,,,
player,201309150kan,dal,EscoGa00,pass_att,0,,,,,
player,201309150kan,dal,EscoGa00,pass_yds,0,,,,,
player,201309150kan,dal,EscoGa00,pass_td,0,,,,,
player,201309150kan,dal,EscoGa00,pass_int,0,,,,,
player,201309150kan,dal,EscoGa00,pass_sacked,0,,,,,
player,201309150kan,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201309150kan,dal,EscoGa00,pass_long,0,,,,,
player,201309150kan,dal,EscoGa00,pass_rating,,,,,,
player,201309150kan,dal,EscoGa00,rush_att,0,,,,,
player,201309150kan,dal,EscoGa00,rush_yds,0,,,,,
player,201309150kan,dal,EscoGa00,rush_td,0,,,,,
player,201309150kan,dal,EscoGa00,rush_long,0,,,,,
player,201309150kan,dal,EscoGa00,targets,1,,,,,
player,201309150kan,dal,EscoGa00,rec,1,,,,,
player,201309150kan,dal,EscoGa00,rec_yds,9,,,,,
player,201309150kan,dal,EscoGa00,rec_td,0,,,,,
player,201309150kan,dal,EscoGa00,rec_long,9,,,,,
player,201309150kan,dal,EscoGa00,fumbles,0,,,,,
player,201309150kan,dal,EscoGa00,fumbles_lost,0,,,,,
player,201309150kan,dal,HarrDw00,pass_cmp,0,,,,,
player,201309150kan,dal,HarrDw00,pass_att,0,,,,,
player,201309150kan,dal,HarrDw00,pass_yds,0,,,,,
player,201309150kan,dal,HarrDw00,pass_td,0,,,,,
player,201309150kan,dal,HarrDw00,pass_int,0,,,,,
player,201309150kan,dal,HarrDw00,pass_sacked,0,,,,,
player,201309150kan,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201309150kan,dal,HarrDw00,pass_long,0,,,,,
player,201309150kan,dal,HarrDw00,pass_rating,,,,,,
player,201309150kan,dal,HarrDw00,rush_att,0,,,,,
player,201309150kan,dal,HarrDw00,rush_yds,0,,,,,
player,201309150kan,dal,HarrDw00,rush_td,0,,,,,
player,201309150kan,dal,HarrDw00,rush_long,0,,,,,
player,201309150kan,dal,HarrDw00,targets,1,,,,,
player,201309150kan,dal,HarrDw00,rec,1,,,,,
player,201309150kan,dal,HarrDw00,rec_yds,4,,,,,
player,201309150kan,dal,HarrDw00,rec_td,0,,,,,
player,201309150kan,dal,HarrDw00,rec_long,4,,,,,
player,201309150kan,dal,HarrDw00,fumbles,0,,,,,
player,201309150kan,dal,HarrDw00,fumbles_lost,0,,,,,
player,201309150kan,dal,WillTe01,pass_cmp,0,,,,,
player,201309150kan,dal,WillTe01,pass_att,0,,,,,
player,201309150kan,dal,WillTe01,pass_yds,0,,,,,
player,201309150kan,dal,WillTe01,pass_td,0,,,,,
player,201309150kan,dal,WillTe01,pass_int,0,,,,,
player,201309150kan,dal,WillTe01,pass_sacked,0,,,,,
player,201309150kan,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201309150kan,dal,WillTe01,pass_long,0,,,,,
player,201309150kan,dal,WillTe01,pass_rating,,,,,,
player,201309150kan,dal,WillTe01,rush_att,1,,,,,
player,201309150kan,dal,WillTe01,rush_yds,-3,,,,,
player,201309150kan,dal,WillTe01,rush_td,0,,,,,
player,201309150kan,dal,WillTe01,rush_long,-3,,,,,
player,201309150kan,dal,WillTe01,targets,3,,,,,
player,201309150kan,dal,WillTe01,rec,3,,,,,
player,201309150kan,dal,WillTe01,rec_yds,28,,,,,
player,201309150kan,dal,WillTe01,rec_td,0,,,,,
player,201309150kan,dal,WillTe01,rec_long,20,,,,,
player,201309150kan,dal,WillTe01,fumbles,0,,,,,
player,201309150kan,dal,WillTe01,fumbles_lost,0,,,,,
player,201309150kan,kan,SmitAl03,pass_cmp,21,,,,,
player,201309150kan,kan,SmitAl03,pass_att,36,,,,,
player,201309150kan,kan,SmitAl03,pass_yds,223,,,,,
player,201309150kan,kan,SmitAl03,pass_td,2,,,,,
player,201309150kan,kan,SmitAl03,pass_int,0,,,,,
player,201309150kan,kan,SmitAl03,pass_sacked,4,,,,,
player,201309150kan,kan,SmitAl03,pass_sacked_yds,24,,,,,
player,201309150kan,kan,SmitAl03,pass_long,31,,,,,
player,201309150kan,kan,SmitAl03,pass_rating,95.0,,,,,
player,201309150kan,kan,SmitAl03,rush_att,8,,,,,
player,201309150kan,kan,SmitAl03,rush_yds,57,,,,,
player,201309150kan,kan,SmitAl03,rush_td,0,,,,,
player,201309150kan,kan,SmitAl03,rush_long,17,,,,,
player,201309150kan,kan,SmitAl03,targets,0,,,,,
player,201309150kan,kan,SmitAl03,rec,0,,,,,
player,201309150kan,kan,SmitAl03,rec_yds,0,,,,,
player,201309150kan,kan,SmitAl03,rec_td,0,,,,,
player,201309150kan,kan,SmitAl03,rec_long,0,,,,,
player,201309150kan,kan,SmitAl03,fumbles,0,,,,,
player,201309150kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201309150kan,kan,CharJa00,pass_cmp,0,,,,,
player,201309150kan,kan,CharJa00,pass_att,0,,,,,
player,201309150kan,kan,CharJa00,pass_yds,0,,,,,
player,201309150kan,kan,CharJa00,pass_td,0,,,,,
player,201309150kan,kan,CharJa00,pass_int,0,,,,,
player,201309150kan,kan,CharJa00,pass_sacked,0,,,,,
player,201309150kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201309150kan,kan,CharJa00,pass_long,0,,,,,
player,201309150kan,kan,CharJa00,pass_rating,,,,,,
player,201309150kan,kan,CharJa00,rush_att,16,,,,,
player,201309150kan,kan,CharJa00,rush_yds,55,,,,,
player,201309150kan,kan,CharJa00,rush_td,0,,,,,
player,201309150kan,kan,CharJa00,rush_long,16,,,,,
player,201309150kan,kan,CharJa00,targets,10,,,,,
player,201309150kan,kan,CharJa00,rec,8,,,,,
player,201309150kan,kan,CharJa00,rec_yds,48,,,,,
player,201309150kan,kan,CharJa00,rec_td,1,,,,,
player,201309150kan,kan,CharJa00,rec_long,18,,,,,
player,201309150kan,kan,CharJa00,fumbles,0,,,,,
player,201309150kan,kan,CharJa00,fumbles_lost,0,,,,,
player,201309150kan,kan,AverDo00,pass_cmp,0,,,,,
player,201309150kan,kan,AverDo00,pass_att,0,,,,,
player,201309150kan,kan,AverDo00,pass_yds,0,,,,,
player,201309150kan,kan,AverDo00,pass_td,0,,,,,
player,201309150kan,kan,AverDo00,pass_int,0,,,,,
player,201309150kan,kan,AverDo00,pass_sacked,0,,,,,
player,201309150kan,kan,AverDo00,pass_sacked_yds,0,,,,,
player,201309150kan,kan,AverDo00,pass_long,0,,,,,
player,201309150kan,kan,AverDo00,pass_rating,,,,,,
player,201309150kan,kan,AverDo00,rush_att,1,,,,,
player,201309150kan,kan,AverDo00,rush_yds,2,,,,,
player,201309150kan,kan,AverDo00,rush_td,0,,,,,
player,201309150kan,kan,AverDo00,rush_long,2,,,,,
player,201309150kan,kan,AverDo00,targets,4,,,,,
player,201309150kan,kan,AverDo00,rec,2,,,,,
player,201309150kan,kan,AverDo00,rec_yds,38,,,,,
player,201309150kan,kan,AverDo00,rec_td,0,,,,,
player,201309150kan,kan,AverDo00,rec_long,31,,,,,
player,201309150kan,kan,AverDo00,fumbles,0,,,,,
player,201309150kan,kan,AverDo00,fumbles_lost,0,,,,,
player,201309150kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201309150kan,kan,BoweDw00,pass_att,0,,,,,
player,201309150kan,kan,BoweDw00,pass_yds,0,,,,,
player,201309150kan,kan,BoweDw00,pass_td,0,,,,,
player,201309150kan,kan,BoweDw00,pass_int,0,,,,,
player,201309150kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201309150kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201309150kan,kan,BoweDw00,pass_long,0,,,,,
player,201309150kan,kan,BoweDw00,pass_rating,,,,,,
player,201309150kan,kan,BoweDw00,rush_att,0,,,,,
player,201309150kan,kan,BoweDw00,rush_yds,0,,,,,
player,201309150kan,kan,BoweDw00,rush_td,0,,,,,
player,201309150kan,kan,BoweDw00,rush_long,0,,,,,
player,201309150kan,kan,BoweDw00,targets,8,,,,,
player,201309150kan,kan,BoweDw00,rec,4,,,,,
player,201309150kan,kan,BoweDw00,rec_yds,56,,,,,
player,201309150kan,kan,BoweDw00,rec_td,1,,,,,
player,201309150kan,kan,BoweDw00,rec_long,27,,,,,
player,201309150kan,kan,BoweDw00,fumbles,0,,,,,
player,201309150kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201309150kan,kan,McGrSe00,pass_cmp,0,,,,,
player,201309150kan,kan,McGrSe00,pass_att,0,,,,,
player,201309150kan,kan,McGrSe00,pass_yds,0,,,,,
player,201309150kan,kan,McGrSe00,pass_td,0,,,,,
player,201309150kan,kan,McGrSe00,pass_int,0,,,,,
player,201309150kan,kan,McGrSe00,pass_sacked,0,,,,,
player,201309150kan,kan,McGrSe00,pass_sacked_yds,0,,,,,
player,201309150kan,kan,McGrSe00,pass_long,0,,,,,
player,201309150kan,kan,McGrSe00,pass_rating,,,,,,
player,201309150kan,kan,McGrSe00,rush_att,0,,,,,
player,201309150kan,kan,McGrSe00,rush_yds,0,,,,,
player,201309150kan,kan,McGrSe00,rush_td,0,,,,,
player,201309150kan,kan,McGrSe00,rush_long,0,,,,,
player,201309150kan,kan,McGrSe00,targets,4,,,,,
player,201309150kan,kan,McGrSe00,rec,2,,,,,
player,201309150kan,kan,McGrSe00,rec_yds,31,,,,,
player,201309150kan,kan,McGrSe00,rec_td,0,,,,,
player,201309150kan,kan,McGrSe00,rec_long,22,,,,,
player,201309150kan,kan,McGrSe00,fumbles,0,,,,,
player,201309150kan,kan,McGrSe00,fumbles_lost,0,,,,,
player,201309150kan,kan,FasaAn00,pass_cmp,0,,,,,
player,201309150kan,kan,FasaAn00,pass_att,0,,,,,
player,201309150kan,kan,FasaAn00,pass_yds,0,,,,,
player,201309150kan,kan,FasaAn00,pass_td,0,,,,,
player,201309150kan,kan,FasaAn00,pass_int,0,,,,,
player,201309150kan,kan,FasaAn00,pass_sacked,0,,,,,
player,201309150kan,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201309150kan,kan,FasaAn00,pass_long,0,,,,,
player,201309150kan,kan,FasaAn00,pass_rating,,,,,,
player,201309150kan,kan,FasaAn00,rush_att,0,,,,,
player,201309150kan,kan,FasaAn00,rush_yds,0,,,,,
player,201309150kan,kan,FasaAn00,rush_td,0,,,,,
player,201309150kan,kan,FasaAn00,rush_long,0,,,,,
player,201309150kan,kan,FasaAn00,targets,2,,,,,
player,201309150kan,kan,FasaAn00,rec,2,,,,,
player,201309150kan,kan,FasaAn00,rec_yds,26,,,,,
player,201309150kan,kan,FasaAn00,rec_td,0,,,,,
player,201309150kan,kan,FasaAn00,rec_long,14,,,,,
player,201309150kan,kan,FasaAn00,fumbles,0,,,,,
player,201309150kan,kan,FasaAn00,fumbles_lost,0,,,,,
player,201309150kan,kan,McClDe00,pass_cmp,0,,,,,
player,201309150kan,kan,McClDe00,pass_att,0,,,,,
player,201309150kan,kan,McClDe00,pass_yds,0,,,,,
player,201309150kan,kan,McClDe00,pass_td,0,,,,,
player,201309150kan,kan,McClDe00,pass_int,0,,,,,
player,201309150kan,kan,McClDe00,pass_sacked,0,,,,,
player,201309150kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201309150kan,kan,McClDe00,pass_long,0,,,,,
player,201309150kan,kan,McClDe00,pass_rating,,,,,,
player,201309150kan,kan,McClDe00,rush_att,0,,,,,
player,201309150kan,kan,McClDe00,rush_yds,0,,,,,
player,201309150kan,kan,McClDe00,rush_td,0,,,,,
player,201309150kan,kan,McClDe00,rush_long,0,,,,,
player,201309150kan,kan,McClDe00,targets,4,,,,,
player,201309150kan,kan,McClDe00,rec,2,,,,,
player,201309150kan,kan,McClDe00,rec_yds,14,,,,,
player,201309150kan,kan,McClDe00,rec_td,0,,,,,
player,201309150kan,kan,McClDe00,rec_long,9,,,,,
player,201309150kan,kan,McClDe00,fumbles,0,,,,,
player,201309150kan,kan,McClDe00,fumbles_lost,0,,,,,
player,201309150kan,kan,HemiJu00,pass_cmp,0,,,,,
player,201309150kan,kan,HemiJu00,pass_att,0,,,,,
player,201309150kan,kan,HemiJu00,pass_yds,0,,,,,
player,201309150kan,kan,HemiJu00,pass_td,0,,,,,
player,201309150kan,kan,HemiJu00,pass_int,0,,,,,
player,201309150kan,kan,HemiJu00,pass_sacked,0,,,,,
player,201309150kan,kan,HemiJu00,pass_sacked_yds,0,,,,,
player,201309150kan,kan,HemiJu00,pass_long,0,,,,,
player,201309150kan,kan,HemiJu00,pass_rating,,,,,,
player,201309150kan,kan,HemiJu00,rush_att,0,,,,,
player,201309150kan,kan,HemiJu00,rush_yds,0,,,,,
player,201309150kan,kan,HemiJu00,rush_td,0,,,,,
player,201309150kan,kan,HemiJu00,rush_long,0,,,,,
player,201309150kan,kan,HemiJu00,targets,1,,,,,
player,201309150kan,kan,HemiJu00,rec,1,,,,,
player,201309150kan,kan,HemiJu00,rec_yds,10,,,,,
player,201309150kan,kan,HemiJu00,rec_td,0,,,,,
player,201309150kan,kan,HemiJu00,rec_long,10,,,,,
player,201309150kan,kan,HemiJu00,fumbles,0,,,,,
player,201309150kan,kan,HemiJu00,fumbles_lost,0,,,,,
player,201309150kan,kan,GrayCy00,pass_cmp,0,,,,,
player,201309150kan,kan,GrayCy00,pass_att,0,,,,,
player,201309150kan,kan,GrayCy00,pass_yds,0,,,,,
player,201309150kan,kan,GrayCy00,pass_td,0,,,,,
player,201309150kan,kan,GrayCy00,pass_int,0,,,,,
player,201309150kan,kan,GrayCy00,pass_sacked,0,,,,,
player,201309150kan,kan,GrayCy00,pass_sacked_yds,0,,,,,
player,201309150kan,kan,GrayCy00,pass_long,0,,,,,
player,201309150kan,kan,GrayCy00,pass_rating,,,,,,
player,201309150kan,kan,GrayCy00,rush_att,0,,,,,
player,201309150kan,kan,GrayCy00,rush_yds,0,,,,,
player,201309150kan,kan,GrayCy00,rush_td,0,,,,,
player,201309150kan,kan,GrayCy00,rush_long,0,,,,,
player,201309150kan,kan,GrayCy00,targets,1,,,,,
player,201309150kan,kan,GrayCy00,rec,0,,,,,
player,201309150kan,kan,GrayCy00,rec_yds,0,,,,,
player,201309150kan,kan,GrayCy00,rec_td,0,,,,,
player,201309150kan,kan,GrayCy00,rec_long,0,,,,,
player,201309150kan,kan,GrayCy00,fumbles,0,,,,,
player,201309150kan,kan,GrayCy00,fumbles_lost,0,,,,,
player,201309150kan,dal,WareDe99,def_int,0,,,,,
player,201309150kan,dal,WareDe99,def_int_yds,0,,,,,
player,201309150kan,dal,WareDe99,def_int_td,0,,,,,
player,201309150kan,dal,WareDe99,def_int_long,0,,,,,
player,201309150kan,dal,WareDe99,pass_defended,0,,,,,
player,201309150kan,dal,WareDe99,sacks,2.0,,,,,
player,201309150kan,dal,WareDe99,tackles_combined,2,,,,,
player,201309150kan,dal,WareDe99,tackles_solo,2,,,,,
player,201309150kan,dal,WareDe99,tackles_assists,0,,,,,
player,201309150kan,dal,WareDe99,tackles_loss,2,,,,,
player,201309150kan,dal,WareDe99,qb_hits,2,,,,,
player,201309150kan,dal,WareDe99,fumbles_rec,0,,,,,
player,201309150kan,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201309150kan,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201309150kan,dal,WareDe99,fumbles_forced,0,,,,,
player,201309150kan,dal,CartBr00,def_int,0,,,,,
player,201309150kan,dal,CartBr00,def_int_yds,0,,,,,
player,201309150kan,dal,CartBr00,def_int_td,0,,,,,
player,201309150kan,dal,CartBr00,def_int_long,0,,,,,
player,201309150kan,dal,CartBr00,pass_defended,1,,,,,
player,201309150kan,dal,CartBr00,sacks,1.0,,,,,
player,201309150kan,dal,CartBr00,tackles_combined,6,,,,,
player,201309150kan,dal,CartBr00,tackles_solo,6,,,,,
player,201309150kan,dal,CartBr00,tackles_assists,0,,,,,
player,201309150kan,dal,CartBr00,tackles_loss,1,,,,,
player,201309150kan,dal,CartBr00,qb_hits,1,,,,,
player,201309150kan,dal,CartBr00,fumbles_rec,0,,,,,
player,201309150kan,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201309150kan,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201309150kan,dal,CartBr00,fumbles_forced,0,,,,,
player,201309150kan,dal,HatcJa20,def_int,0,,,,,
player,201309150kan,dal,HatcJa20,def_int_yds,0,,,,,
player,201309150kan,dal,HatcJa20,def_int_td,0,,,,,
player,201309150kan,dal,HatcJa20,def_int_long,0,,,,,
player,201309150kan,dal,HatcJa20,pass_defended,1,,,,,
player,201309150kan,dal,HatcJa20,sacks,1.0,,,,,
player,201309150kan,dal,HatcJa20,tackles_combined,6,,,,,
player,201309150kan,dal,HatcJa20,tackles_solo,6,,,,,
player,201309150kan,dal,HatcJa20,tackles_assists,0,,,,,
player,201309150kan,dal,HatcJa20,tackles_loss,2,,,,,
player,201309150kan,dal,HatcJa20,qb_hits,1,,,,,
player,201309150kan,dal,HatcJa20,fumbles_rec,0,,,,,
player,201309150kan,dal,HatcJa20,fumbles_rec_yds,0,,,,,
player,201309150kan,dal,HatcJa20,fumbles_rec_td,0,,,,,
player,201309150kan,dal,HatcJa20,fumbles_forced,0,,,,,
player,201309150kan,dal,ChurBa99,def_int,0,,,,,
player,201309150kan,dal,ChurBa99,def_int_yds,0,,,,,
player,201309150kan,dal,ChurBa99,def_int_td,0,,,,,
player,201309150kan,dal,ChurBa99,def_int_long,0,,,,,
player,201309150kan,dal,ChurBa99,pass_defended,0,,,,,
player,201309150kan,dal,ChurBa99,sacks,0.0,,,,,
player,201309150kan,dal,ChurBa99,tackles_combined,7,,,,,
player,201309150kan,dal,ChurBa99,tackles_solo,7,,,,,
player,201309150kan,dal,ChurBa99,tackles_assists,0,,,,,
