game,2013,7,20131020,201310200kan,htx,"Houston Texans",16,kan,"Kansas City Chiefs",17
player,201310200kan,htx,JackKa99,tackles_solo,6,,,,,
player,201310200kan,htx,JackKa99,tackles_assists,0,,,,,
player,201310200kan,htx,JackKa99,tackles_loss,0,,,,,
player,201310200kan,htx,JackKa99,qb_hits,0,,,,,
player,201310200kan,htx,JackKa99,fumbles_rec,1,,,,,
player,201310200kan,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201310200kan,htx,JackKa99,fumbles_forced,0,,,,,
player,201310200kan,htx,MaysJo99,def_int,0,,,,,
player,201310200kan,htx,MaysJo99,def_int_yds,0,,,,,
player,201310200kan,htx,MaysJo99,def_int_td,0,,,,,
player,201310200kan,htx,MaysJo99,def_int_long,0,,,,,
player,201310200kan,htx,MaysJo99,pass_defended,0,,,,,
player,201310200kan,htx,MaysJo99,sacks,0.0,,,,,
player,201310200kan,htx,MaysJo99,tackles_combined,5,,,,,
player,201310200kan,htx,MaysJo99,tackles_solo,5,,,,,
player,201310200kan,htx,MaysJo99,tackles_assists,0,,,,,
player,201310200kan,htx,MaysJo99,tackles_loss,1,,,,,
player,201310200kan,htx,MaysJo99,qb_hits,0,,,,,
player,201310200kan,htx,MaysJo99,fumbles_rec,0,,,,,
player,201310200kan,htx,MaysJo99,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,MaysJo99,fumbles_rec_td,0,,,,,
player,201310200kan,htx,MaysJo99,fumbles_forced,0,,,,,
player,201310200kan,htx,SharDa01,def_int,0,,,,,
player,201310200kan,htx,SharDa01,def_int_yds,0,,,,,
player,201310200kan,htx,SharDa01,def_int_td,0,,,,,
player,201310200kan,htx,SharDa01,def_int_long,0,,,,,
player,201310200kan,htx,SharDa01,pass_defended,0,,,,,
player,201310200kan,htx,SharDa01,sacks,0.0,,,,,
player,201310200kan,htx,SharDa01,tackles_combined,5,,,,,
player,201310200kan,htx,SharDa01,tackles_solo,5,,,,,
player,201310200kan,htx,SharDa01,tackles_assists,0,,,,,
player,201310200kan,htx,SharDa01,tackles_loss,0,,,,,
player,201310200kan,htx,SharDa01,qb_hits,0,,,,,
player,201310200kan,htx,SharDa01,fumbles_rec,0,,,,,
player,201310200kan,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201310200kan,htx,SharDa01,fumbles_forced,0,,,,,
player,201310200kan,htx,SweaDJ00,def_int,0,,,,,
player,201310200kan,htx,SweaDJ00,def_int_yds,0,,,,,
player,201310200kan,htx,SweaDJ00,def_int_td,0,,,,,
player,201310200kan,htx,SweaDJ00,def_int_long,0,,,,,
player,201310200kan,htx,SweaDJ00,pass_defended,0,,,,,
player,201310200kan,htx,SweaDJ00,sacks,0.0,,,,,
player,201310200kan,htx,SweaDJ00,tackles_combined,5,,,,,
player,201310200kan,htx,SweaDJ00,tackles_solo,5,,,,,
player,201310200kan,htx,SweaDJ00,tackles_assists,0,,,,,
player,201310200kan,htx,SweaDJ00,tackles_loss,0,,,,,
player,201310200kan,htx,SweaDJ00,qb_hits,0,,,,,
player,201310200kan,htx,SweaDJ00,fumbles_rec,0,,,,,
player,201310200kan,htx,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,SweaDJ00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,SweaDJ00,fumbles_forced,0,,,,,
player,201310200kan,htx,CushBr99,def_int,0,,,,,
player,201310200kan,htx,CushBr99,def_int_yds,0,,,,,
player,201310200kan,htx,CushBr99,def_int_td,0,,,,,
player,201310200kan,htx,CushBr99,def_int_long,0,,,,,
player,201310200kan,htx,CushBr99,pass_defended,1,,,,,
player,201310200kan,htx,CushBr99,sacks,0.0,,,,,
player,201310200kan,htx,CushBr99,tackles_combined,4,,,,,
player,201310200kan,htx,CushBr99,tackles_solo,4,,,,,
player,201310200kan,htx,CushBr99,tackles_assists,0,,,,,
player,201310200kan,htx,CushBr99,tackles_loss,0,,,,,
player,201310200kan,htx,CushBr99,qb_hits,0,,,,,
player,201310200kan,htx,CushBr99,fumbles_rec,0,,,,,
player,201310200kan,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201310200kan,htx,CushBr99,fumbles_forced,0,,,,,
player,201310200kan,htx,PleaEd00,def_int,0,,,,,
player,201310200kan,htx,PleaEd00,def_int_yds,0,,,,,
player,201310200kan,htx,PleaEd00,def_int_td,0,,,,,
player,201310200kan,htx,PleaEd00,def_int_long,0,,,,,
player,201310200kan,htx,PleaEd00,pass_defended,0,,,,,
player,201310200kan,htx,PleaEd00,sacks,0.0,,,,,
player,201310200kan,htx,PleaEd00,tackles_combined,3,,,,,
player,201310200kan,htx,PleaEd00,tackles_solo,3,,,,,
player,201310200kan,htx,PleaEd00,tackles_assists,0,,,,,
player,201310200kan,htx,PleaEd00,tackles_loss,0,,,,,
player,201310200kan,htx,PleaEd00,qb_hits,0,,,,,
player,201310200kan,htx,PleaEd00,fumbles_rec,0,,,,,
player,201310200kan,htx,PleaEd00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,PleaEd00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,PleaEd00,fumbles_forced,0,,,,,
player,201310200kan,htx,ReedBr00,def_int,0,,,,,
player,201310200kan,htx,ReedBr00,def_int_yds,0,,,,,
player,201310200kan,htx,ReedBr00,def_int_td,0,,,,,
player,201310200kan,htx,ReedBr00,def_int_long,0,,,,,
player,201310200kan,htx,ReedBr00,pass_defended,0,,,,,
player,201310200kan,htx,ReedBr00,sacks,0.0,,,,,
player,201310200kan,htx,ReedBr00,tackles_combined,3,,,,,
player,201310200kan,htx,ReedBr00,tackles_solo,3,,,,,
player,201310200kan,htx,ReedBr00,tackles_assists,0,,,,,
player,201310200kan,htx,ReedBr00,tackles_loss,0,,,,,
player,201310200kan,htx,ReedBr00,qb_hits,0,,,,,
player,201310200kan,htx,ReedBr00,fumbles_rec,0,,,,,
player,201310200kan,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,ReedBr00,fumbles_forced,0,,,,,
player,201310200kan,htx,MackEl20,def_int,0,,,,,
player,201310200kan,htx,MackEl20,def_int_yds,0,,,,,
player,201310200kan,htx,MackEl20,def_int_td,0,,,,,
player,201310200kan,htx,MackEl20,def_int_long,0,,,,,
player,201310200kan,htx,MackEl20,pass_defended,0,,,,,
player,201310200kan,htx,MackEl20,sacks,0.0,,,,,
player,201310200kan,htx,MackEl20,tackles_combined,2,,,,,
player,201310200kan,htx,MackEl20,tackles_solo,2,,,,,
player,201310200kan,htx,MackEl20,tackles_assists,0,,,,,
player,201310200kan,htx,MackEl20,tackles_loss,0,,,,,
player,201310200kan,htx,MackEl20,qb_hits,0,,,,,
player,201310200kan,htx,MackEl20,fumbles_rec,0,,,,,
player,201310200kan,htx,MackEl20,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,MackEl20,fumbles_rec_td,0,,,,,
player,201310200kan,htx,MackEl20,fumbles_forced,0,,,,,
player,201310200kan,htx,McCaBr99,def_int,0,,,,,
player,201310200kan,htx,McCaBr99,def_int_yds,0,,,,,
player,201310200kan,htx,McCaBr99,def_int_td,0,,,,,
player,201310200kan,htx,McCaBr99,def_int_long,0,,,,,
player,201310200kan,htx,McCaBr99,pass_defended,1,,,,,
player,201310200kan,htx,McCaBr99,sacks,0.0,,,,,
player,201310200kan,htx,McCaBr99,tackles_combined,2,,,,,
player,201310200kan,htx,McCaBr99,tackles_solo,2,,,,,
player,201310200kan,htx,McCaBr99,tackles_assists,0,,,,,
player,201310200kan,htx,McCaBr99,tackles_loss,0,,,,,
player,201310200kan,htx,McCaBr99,qb_hits,0,,,,,
player,201310200kan,htx,McCaBr99,fumbles_rec,0,,,,,
player,201310200kan,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201310200kan,htx,McCaBr99,fumbles_forced,0,,,,,
player,201310200kan,htx,MercWh00,def_int,0,,,,,
player,201310200kan,htx,MercWh00,def_int_yds,0,,,,,
player,201310200kan,htx,MercWh00,def_int_td,0,,,,,
player,201310200kan,htx,MercWh00,def_int_long,0,,,,,
player,201310200kan,htx,MercWh00,pass_defended,0,,,,,
player,201310200kan,htx,MercWh00,sacks,0.0,,,,,
player,201310200kan,htx,MercWh00,tackles_combined,2,,,,,
player,201310200kan,htx,MercWh00,tackles_solo,2,,,,,
player,201310200kan,htx,MercWh00,tackles_assists,0,,,,,
player,201310200kan,htx,MercWh00,tackles_loss,0,,,,,
player,201310200kan,htx,MercWh00,qb_hits,0,,,,,
player,201310200kan,htx,MercWh00,fumbles_rec,0,,,,,
player,201310200kan,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,MercWh00,fumbles_forced,0,,,,,
player,201310200kan,htx,ReedEd00,def_int,0,,,,,
player,201310200kan,htx,ReedEd00,def_int_yds,0,,,,,
player,201310200kan,htx,ReedEd00,def_int_td,0,,,,,
player,201310200kan,htx,ReedEd00,def_int_long,0,,,,,
player,201310200kan,htx,ReedEd00,pass_defended,0,,,,,
player,201310200kan,htx,ReedEd00,sacks,0.0,,,,,
player,201310200kan,htx,ReedEd00,tackles_combined,2,,,,,
player,201310200kan,htx,ReedEd00,tackles_solo,2,,,,,
player,201310200kan,htx,ReedEd00,tackles_assists,0,,,,,
player,201310200kan,htx,ReedEd00,tackles_loss,0,,,,,
player,201310200kan,htx,ReedEd00,qb_hits,0,,,,,
player,201310200kan,htx,ReedEd00,fumbles_rec,0,,,,,
player,201310200kan,htx,ReedEd00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,ReedEd00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,ReedEd00,fumbles_forced,0,,,,,
player,201310200kan,htx,JamiTi99,def_int,0,,,,,
player,201310200kan,htx,JamiTi99,def_int_yds,0,,,,,
player,201310200kan,htx,JamiTi99,def_int_td,0,,,,,
player,201310200kan,htx,JamiTi99,def_int_long,0,,,,,
player,201310200kan,htx,JamiTi99,pass_defended,0,,,,,
player,201310200kan,htx,JamiTi99,sacks,0.0,,,,,
player,201310200kan,htx,JamiTi99,tackles_combined,1,,,,,
player,201310200kan,htx,JamiTi99,tackles_solo,1,,,,,
player,201310200kan,htx,JamiTi99,tackles_assists,0,,,,,
player,201310200kan,htx,JamiTi99,tackles_loss,0,,,,,
player,201310200kan,htx,JamiTi99,qb_hits,0,,,,,
player,201310200kan,htx,JamiTi99,fumbles_rec,0,,,,,
player,201310200kan,htx,JamiTi99,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,JamiTi99,fumbles_rec_td,0,,,,,
player,201310200kan,htx,JamiTi99,fumbles_forced,0,,,,,
player,201310200kan,htx,JoseJo20,def_int,0,,,,,
player,201310200kan,htx,JoseJo20,def_int_yds,0,,,,,
player,201310200kan,htx,JoseJo20,def_int_td,0,,,,,
player,201310200kan,htx,JoseJo20,def_int_long,0,,,,,
player,201310200kan,htx,JoseJo20,pass_defended,0,,,,,
player,201310200kan,htx,JoseJo20,sacks,0.0,,,,,
player,201310200kan,htx,JoseJo20,tackles_combined,1,,,,,
player,201310200kan,htx,JoseJo20,tackles_solo,1,,,,,
player,201310200kan,htx,JoseJo20,tackles_assists,0,,,,,
player,201310200kan,htx,JoseJo20,tackles_loss,0,,,,,
player,201310200kan,htx,JoseJo20,qb_hits,1,,,,,
player,201310200kan,htx,JoseJo20,fumbles_rec,0,,,,,
player,201310200kan,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201310200kan,htx,JoseJo20,fumbles_forced,0,,,,,
player,201310200kan,htx,MohaMi00,def_int,0,,,,,
player,201310200kan,htx,MohaMi00,def_int_yds,0,,,,,
player,201310200kan,htx,MohaMi00,def_int_td,0,,,,,
player,201310200kan,htx,MohaMi00,def_int_long,0,,,,,
player,201310200kan,htx,MohaMi00,pass_defended,0,,,,,
player,201310200kan,htx,MohaMi00,sacks,0.0,,,,,
player,201310200kan,htx,MohaMi00,tackles_combined,1,,,,,
player,201310200kan,htx,MohaMi00,tackles_solo,1,,,,,
player,201310200kan,htx,MohaMi00,tackles_assists,0,,,,,
player,201310200kan,htx,MohaMi00,tackles_loss,0,,,,,
player,201310200kan,htx,MohaMi00,qb_hits,0,,,,,
player,201310200kan,htx,MohaMi00,fumbles_rec,0,,,,,
player,201310200kan,htx,MohaMi00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,MohaMi00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,MohaMi00,fumbles_forced,0,,,,,
player,201310200kan,htx,CricJa00,def_int,0,,,,,
player,201310200kan,htx,CricJa00,def_int_yds,0,,,,,
player,201310200kan,htx,CricJa00,def_int_td,0,,,,,
player,201310200kan,htx,CricJa00,def_int_long,0,,,,,
player,201310200kan,htx,CricJa00,pass_defended,0,,,,,
player,201310200kan,htx,CricJa00,sacks,0.0,,,,,
player,201310200kan,htx,CricJa00,tackles_combined,0,,,,,
player,201310200kan,htx,CricJa00,tackles_solo,0,,,,,
player,201310200kan,htx,CricJa00,tackles_assists,0,,,,,
player,201310200kan,htx,CricJa00,tackles_loss,0,,,,,
player,201310200kan,htx,CricJa00,qb_hits,1,,,,,
player,201310200kan,htx,CricJa00,fumbles_rec,0,,,,,
player,201310200kan,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201310200kan,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201310200kan,htx,CricJa00,fumbles_forced,0,,,,,
player,201310200kan,kan,HaliTa20,def_int,0,,,,,
player,201310200kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201310200kan,kan,HaliTa20,def_int_td,0,,,,,
player,201310200kan,kan,HaliTa20,def_int_long,0,,,,,
player,201310200kan,kan,HaliTa20,pass_defended,0,,,,,
player,201310200kan,kan,HaliTa20,sacks,2.5,,,,,
player,201310200kan,kan,HaliTa20,tackles_combined,7,,,,,
player,201310200kan,kan,HaliTa20,tackles_solo,6,,,,,
player,201310200kan,kan,HaliTa20,tackles_assists,1,,,,,
player,201310200kan,kan,HaliTa20,tackles_loss,2,,,,,
player,201310200kan,kan,HaliTa20,qb_hits,3,,,,,
player,201310200kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201310200kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201310200kan,kan,HaliTa20,fumbles_forced,2,,,,,
player,201310200kan,kan,FlowBr99,def_int,0,,,,,
player,201310200kan,kan,FlowBr99,def_int_yds,0,,,,,
player,201310200kan,kan,FlowBr99,def_int_td,0,,,,,
player,201310200kan,kan,FlowBr99,def_int_long,0,,,,,
player,201310200kan,kan,FlowBr99,pass_defended,0,,,,,
player,201310200kan,kan,FlowBr99,sacks,1.0,,,,,
player,201310200kan,kan,FlowBr99,tackles_combined,6,,,,,
player,201310200kan,kan,FlowBr99,tackles_solo,6,,,,,
player,201310200kan,kan,FlowBr99,tackles_assists,0,,,,,
player,201310200kan,kan,FlowBr99,tackles_loss,1,,,,,
player,201310200kan,kan,FlowBr99,qb_hits,2,,,,,
player,201310200kan,kan,FlowBr99,fumbles_rec,0,,,,,
player,201310200kan,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201310200kan,kan,FlowBr99,fumbles_forced,0,,,,,
player,201310200kan,kan,JohnDe25,def_int,0,,,,,
player,201310200kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201310200kan,kan,JohnDe25,def_int_td,0,,,,,
player,201310200kan,kan,JohnDe25,def_int_long,0,,,,,
player,201310200kan,kan,JohnDe25,pass_defended,0,,,,,
player,201310200kan,kan,JohnDe25,sacks,1.0,,,,,
player,201310200kan,kan,JohnDe25,tackles_combined,5,,,,,
player,201310200kan,kan,JohnDe25,tackles_solo,5,,,,,
player,201310200kan,kan,JohnDe25,tackles_assists,0,,,,,
player,201310200kan,kan,JohnDe25,tackles_loss,1,,,,,
player,201310200kan,kan,JohnDe25,qb_hits,1,,,,,
player,201310200kan,kan,JohnDe25,fumbles_rec,1,,,,,
player,201310200kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201310200kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201310200kan,kan,HousJu00,def_int,0,,,,,
player,201310200kan,kan,HousJu00,def_int_yds,0,,,,,
player,201310200kan,kan,HousJu00,def_int_td,0,,,,,
player,201310200kan,kan,HousJu00,def_int_long,0,,,,,
player,201310200kan,kan,HousJu00,pass_defended,0,,,,,
player,201310200kan,kan,HousJu00,sacks,0.5,,,,,
player,201310200kan,kan,HousJu00,tackles_combined,3,,,,,
player,201310200kan,kan,HousJu00,tackles_solo,3,,,,,
player,201310200kan,kan,HousJu00,tackles_assists,0,,,,,
player,201310200kan,kan,HousJu00,tackles_loss,1,,,,,
player,201310200kan,kan,HousJu00,qb_hits,1,,,,,
player,201310200kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201310200kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201310200kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201310200kan,kan,JordAk99,def_int,0,,,,,
player,201310200kan,kan,JordAk99,def_int_yds,0,,,,,
player,201310200kan,kan,JordAk99,def_int_td,0,,,,,
player,201310200kan,kan,JordAk99,def_int_long,0,,,,,
player,201310200kan,kan,JordAk99,pass_defended,0,,,,,
player,201310200kan,kan,JordAk99,sacks,0.0,,,,,
player,201310200kan,kan,JordAk99,tackles_combined,5,,,,,
player,201310200kan,kan,JordAk99,tackles_solo,4,,,,,
player,201310200kan,kan,JordAk99,tackles_assists,1,,,,,
player,201310200kan,kan,JordAk99,tackles_loss,0,,,,,
player,201310200kan,kan,JordAk99,qb_hits,0,,,,,
player,201310200kan,kan,JordAk99,fumbles_rec,0,,,,,
player,201310200kan,kan,JordAk99,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,JordAk99,fumbles_rec_td,0,,,,,
player,201310200kan,kan,JordAk99,fumbles_forced,0,,,,,
player,201310200kan,kan,LewiKe00,def_int,0,,,,,
player,201310200kan,kan,LewiKe00,def_int_yds,0,,,,,
player,201310200kan,kan,LewiKe00,def_int_td,0,,,,,
player,201310200kan,kan,LewiKe00,def_int_long,0,,,,,
player,201310200kan,kan,LewiKe00,pass_defended,1,,,,,
player,201310200kan,kan,LewiKe00,sacks,0.0,,,,,
player,201310200kan,kan,LewiKe00,tackles_combined,4,,,,,
player,201310200kan,kan,LewiKe00,tackles_solo,4,,,,,
player,201310200kan,kan,LewiKe00,tackles_assists,0,,,,,
player,201310200kan,kan,LewiKe00,tackles_loss,1,,,,,
player,201310200kan,kan,LewiKe00,qb_hits,0,,,,,
player,201310200kan,kan,LewiKe00,fumbles_rec,0,,,,,
player,201310200kan,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201310200kan,kan,LewiKe00,fumbles_forced,0,,,,,
player,201310200kan,kan,PoexDo00,def_int,0,,,,,
player,201310200kan,kan,PoexDo00,def_int_yds,0,,,,,
player,201310200kan,kan,PoexDo00,def_int_td,0,,,,,
player,201310200kan,kan,PoexDo00,def_int_long,0,,,,,
player,201310200kan,kan,PoexDo00,pass_defended,1,,,,,
player,201310200kan,kan,PoexDo00,sacks,0.0,,,,,
player,201310200kan,kan,PoexDo00,tackles_combined,4,,,,,
player,201310200kan,kan,PoexDo00,tackles_solo,3,,,,,
player,201310200kan,kan,PoexDo00,tackles_assists,1,,,,,
player,201310200kan,kan,PoexDo00,tackles_loss,0,,,,,
player,201310200kan,kan,PoexDo00,qb_hits,0,,,,,
player,201310200kan,kan,PoexDo00,fumbles_rec,0,,,,,
player,201310200kan,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201310200kan,kan,PoexDo00,fumbles_forced,0,,,,,
player,201310200kan,kan,BerrEr99,def_int,0,,,,,
player,201310200kan,kan,BerrEr99,def_int_yds,0,,,,,
player,201310200kan,kan,BerrEr99,def_int_td,0,,,,,
player,201310200kan,kan,BerrEr99,def_int_long,0,,,,,
player,201310200kan,kan,BerrEr99,pass_defended,2,,,,,
player,201310200kan,kan,BerrEr99,sacks,0.0,,,,,
player,201310200kan,kan,BerrEr99,tackles_combined,3,,,,,
player,201310200kan,kan,BerrEr99,tackles_solo,3,,,,,
player,201310200kan,kan,BerrEr99,tackles_assists,0,,,,,
player,201310200kan,kan,BerrEr99,tackles_loss,0,,,,,
player,201310200kan,kan,BerrEr99,qb_hits,0,,,,,
player,201310200kan,kan,BerrEr99,fumbles_rec,0,,,,,
player,201310200kan,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201310200kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201310200kan,kan,DeViMi99,def_int,0,,,,,
player,201310200kan,kan,DeViMi99,def_int_yds,0,,,,,
player,201310200kan,kan,DeViMi99,def_int_td,0,,,,,
player,201310200kan,kan,DeViMi99,def_int_long,0,,,,,
player,201310200kan,kan,DeViMi99,pass_defended,0,,,,,
player,201310200kan,kan,DeViMi99,sacks,0.0,,,,,
player,201310200kan,kan,DeViMi99,tackles_combined,3,,,,,
player,201310200kan,kan,DeViMi99,tackles_solo,3,,,,,
player,201310200kan,kan,DeViMi99,tackles_assists,0,,,,,
player,201310200kan,kan,DeViMi99,tackles_loss,0,,,,,
player,201310200kan,kan,DeViMi99,qb_hits,0,,,,,
player,201310200kan,kan,DeViMi99,fumbles_rec,0,,,,,
player,201310200kan,kan,DeViMi99,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,DeViMi99,fumbles_rec_td,0,,,,,
player,201310200kan,kan,DeViMi99,fumbles_forced,0,,,,,
player,201310200kan,kan,JackTy98,def_int,0,,,,,
player,201310200kan,kan,JackTy98,def_int_yds,0,,,,,
player,201310200kan,kan,JackTy98,def_int_td,0,,,,,
player,201310200kan,kan,JackTy98,def_int_long,0,,,,,
player,201310200kan,kan,JackTy98,pass_defended,0,,,,,
player,201310200kan,kan,JackTy98,sacks,0.0,,,,,
player,201310200kan,kan,JackTy98,tackles_combined,3,,,,,
player,201310200kan,kan,JackTy98,tackles_solo,2,,,,,
player,201310200kan,kan,JackTy98,tackles_assists,1,,,,,
player,201310200kan,kan,JackTy98,tackles_loss,0,,,,,
player,201310200kan,kan,JackTy98,qb_hits,0,,,,,
player,201310200kan,kan,JackTy98,fumbles_rec,0,,,,,
player,201310200kan,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201310200kan,kan,JackTy98,fumbles_forced,0,,,,,
player,201310200kan,kan,DempQu99,def_int,0,,,,,
player,201310200kan,kan,DempQu99,def_int_yds,0,,,,,
player,201310200kan,kan,DempQu99,def_int_td,0,,,,,
player,201310200kan,kan,DempQu99,def_int_long,0,,,,,
player,201310200kan,kan,DempQu99,pass_defended,0,,,,,
player,201310200kan,kan,DempQu99,sacks,0.0,,,,,
player,201310200kan,kan,DempQu99,tackles_combined,2,,,,,
player,201310200kan,kan,DempQu99,tackles_solo,1,,,,,
player,201310200kan,kan,DempQu99,tackles_assists,1,,,,,
player,201310200kan,kan,DempQu99,tackles_loss,0,,,,,
player,201310200kan,kan,DempQu99,qb_hits,0,,,,,
player,201310200kan,kan,DempQu99,fumbles_rec,0,,,,,
player,201310200kan,kan,DempQu99,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,DempQu99,fumbles_rec_td,0,,,,,
player,201310200kan,kan,DempQu99,fumbles_forced,0,,,,,
player,201310200kan,kan,AbduHu99,def_int,0,,,,,
player,201310200kan,kan,AbduHu99,def_int_yds,0,,,,,
player,201310200kan,kan,AbduHu99,def_int_td,0,,,,,
player,201310200kan,kan,AbduHu99,def_int_long,0,,,,,
player,201310200kan,kan,AbduHu99,pass_defended,0,,,,,
player,201310200kan,kan,AbduHu99,sacks,0.0,,,,,
player,201310200kan,kan,AbduHu99,tackles_combined,1,,,,,
player,201310200kan,kan,AbduHu99,tackles_solo,1,,,,,
player,201310200kan,kan,AbduHu99,tackles_assists,0,,,,,
player,201310200kan,kan,AbduHu99,tackles_loss,0,,,,,
player,201310200kan,kan,AbduHu99,qb_hits,0,,,,,
player,201310200kan,kan,AbduHu99,fumbles_rec,0,,,,,
player,201310200kan,kan,AbduHu99,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,AbduHu99,fumbles_rec_td,0,,,,,
player,201310200kan,kan,AbduHu99,fumbles_forced,0,,,,,
player,201310200kan,kan,CoopMa00,def_int,0,,,,,
player,201310200kan,kan,CoopMa00,def_int_yds,0,,,,,
player,201310200kan,kan,CoopMa00,def_int_td,0,,,,,
player,201310200kan,kan,CoopMa00,def_int_long,0,,,,,
player,201310200kan,kan,CoopMa00,pass_defended,1,,,,,
player,201310200kan,kan,CoopMa00,sacks,0.0,,,,,
player,201310200kan,kan,CoopMa00,tackles_combined,1,,,,,
player,201310200kan,kan,CoopMa00,tackles_solo,0,,,,,
player,201310200kan,kan,CoopMa00,tackles_assists,1,,,,,
player,201310200kan,kan,CoopMa00,tackles_loss,0,,,,,
player,201310200kan,kan,CoopMa00,qb_hits,0,,,,,
player,201310200kan,kan,CoopMa00,fumbles_rec,0,,,,,
player,201310200kan,kan,CoopMa00,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,CoopMa00,fumbles_rec_td,0,,,,,
player,201310200kan,kan,CoopMa00,fumbles_forced,0,,,,,
player,201310200kan,kan,SherAn00,def_int,0,,,,,
player,201310200kan,kan,SherAn00,def_int_yds,0,,,,,
player,201310200kan,kan,SherAn00,def_int_td,0,,,,,
player,201310200kan,kan,SherAn00,def_int_long,0,,,,,
player,201310200kan,kan,SherAn00,pass_defended,0,,,,,
player,201310200kan,kan,SherAn00,sacks,0.0,,,,,
player,201310200kan,kan,SherAn00,tackles_combined,1,,,,,
player,201310200kan,kan,SherAn00,tackles_solo,1,,,,,
player,201310200kan,kan,SherAn00,tackles_assists,0,,,,,
player,201310200kan,kan,SherAn00,tackles_loss,0,,,,,
player,201310200kan,kan,SherAn00,qb_hits,0,,,,,
player,201310200kan,kan,SherAn00,fumbles_rec,0,,,,,
player,201310200kan,kan,SherAn00,fumbles_rec_yds,0,,,,,
player,201310200kan,kan,SherAn00,fumbles_rec_td,0,,,,,
player,201310200kan,kan,SherAn00,fumbles_forced,0,,,,,
player,201310200kan,kan,SmitSe99,def_int,0,,,,,
player,201310200kan,kan,SmitSe99,def_int_yds,0,,,,,
player,201310200kan,kan,SmitSe99,def_int_td,0,,,,,
player,201310200kan,kan,SmitSe99,def_int_long,0,,,,,
player,201310200kan,kan,SmitSe99,pass_defended,1,,,,,
player,201310200kan,kan,SmitSe99,sacks,0.0,,,,,
player,201310200kan,kan,SmitSe99,tackles_combined,1,,,,,
player,201310200kan,kan,SmitSe99,tackles_solo,1,,,,,
player,201310200kan,kan,SmitSe99,tackles_assists,0,,,,,
player,201310200kan,kan,SmitSe99,tackles_loss,0,,,,,
player,201310200kan,kan,SmitSe99,qb_hits,0,,,,,
