game,2013,6,20131013,201310130min,car,"Carolina Panthers",35,min,"Minnesota Vikings",10
player,201310130min,car,GinnTe00,kick_ret_long,16,,,,,
player,201310130min,car,GinnTe00,punt_ret,3,,,,,
player,201310130min,car,GinnTe00,punt_ret_yds,22,,,,,
player,201310130min,car,GinnTe00,punt_ret_yds_per_ret,7.3,,,,,
player,201310130min,car,GinnTe00,punt_ret_td,0,,,,,
player,201310130min,car,GinnTe00,punt_ret_long,11,,,,,
player,201310130min,car,GanoGr44,xpm,5,,,,,
player,201310130min,car,GanoGr44,xpa,5,,,,,
player,201310130min,car,GanoGr44,fgm,,,,,,
player,201310130min,car,GanoGr44,fga,,,,,,
player,201310130min,car,GanoGr44,punt,0,,,,,
player,201310130min,car,GanoGr44,punt_yds,0,,,,,
player,201310130min,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201310130min,car,GanoGr44,punt_long,0,,,,,
player,201310130min,car,NortBr00,xpm,,,,,,
player,201310130min,car,NortBr00,xpa,,,,,,
player,201310130min,car,NortBr00,fgm,,,,,,
player,201310130min,car,NortBr00,fga,,,,,,
player,201310130min,car,NortBr00,punt,3,,,,,
player,201310130min,car,NortBr00,punt_yds,99,,,,,
player,201310130min,car,NortBr00,punt_yds_per_punt,33.0,,,,,
player,201310130min,car,NortBr00,punt_long,34,,,,,
player,201310130min,min,WalsBl00,xpm,1,,,,,
player,201310130min,min,WalsBl00,xpa,1,,,,,
player,201310130min,min,WalsBl00,fgm,1,,,,,
player,201310130min,min,WalsBl00,fga,1,,,,,
player,201310130min,min,WalsBl00,punt,0,,,,,
player,201310130min,min,WalsBl00,punt_yds,0,,,,,
player,201310130min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201310130min,min,WalsBl00,punt_long,0,,,,,
player,201310130min,min,LockJe00,xpm,,,,,,
player,201310130min,min,LockJe00,xpa,,,,,,
player,201310130min,min,LockJe00,fgm,,,,,,
player,201310130min,min,LockJe00,fga,,,,,,
player,201310130min,min,LockJe00,punt,4,,,,,
player,201310130min,min,LockJe00,punt_yds,199,,,,,
player,201310130min,min,LockJe00,punt_yds_per_punt,49.8,,,,,
player,201310130min,min,LockJe00,punt_long,60,,,,,
player,201310130min,min,JohnCh23,pos,G,,,,,
player,201310130min,min,JohnCh23,offense,62,,,,,
player,201310130min,min,JohnCh23,off_pct,100%,,,,,
player,201310130min,min,JohnCh23,defense,0,,,,,
player,201310130min,min,JohnCh23,def_pct,0%,,,,,
player,201310130min,min,JohnCh23,special_teams,2,,,,,
player,201310130min,min,JohnCh23,st_pct,9%,,,,,
player,201310130min,min,FuscBr00,pos,G,,,,,
player,201310130min,min,FuscBr00,offense,62,,,,,
player,201310130min,min,FuscBr00,off_pct,100%,,,,,
player,201310130min,min,FuscBr00,defense,0,,,,,
player,201310130min,min,FuscBr00,def_pct,0%,,,,,
player,201310130min,min,FuscBr00,special_teams,2,,,,,
player,201310130min,min,FuscBr00,st_pct,9%,,,,,
player,201310130min,min,KaliMa00,pos,T,,,,,
player,201310130min,min,KaliMa00,offense,62,,,,,
player,201310130min,min,KaliMa00,off_pct,100%,,,,,
player,201310130min,min,KaliMa00,defense,0,,,,,
player,201310130min,min,KaliMa00,def_pct,0%,,,,,
player,201310130min,min,KaliMa00,special_teams,2,,,,,
player,201310130min,min,KaliMa00,st_pct,9%,,,,,
player,201310130min,min,LoadPh20,pos,T,,,,,
player,201310130min,min,LoadPh20,offense,62,,,,,
player,201310130min,min,LoadPh20,off_pct,100%,,,,,
player,201310130min,min,LoadPh20,defense,0,,,,,
player,201310130min,min,LoadPh20,def_pct,0%,,,,,
player,201310130min,min,LoadPh20,special_teams,2,,,,,
player,201310130min,min,LoadPh20,st_pct,9%,,,,,
player,201310130min,min,CassMa00,pos,QB,,,,,
player,201310130min,min,CassMa00,offense,62,,,,,
player,201310130min,min,CassMa00,off_pct,100%,,,,,
player,201310130min,min,CassMa00,defense,0,,,,,
player,201310130min,min,CassMa00,def_pct,0%,,,,,
player,201310130min,min,CassMa00,special_teams,0,,,,,
player,201310130min,min,CassMa00,st_pct,0%,,,,,
player,201310130min,min,SullJo24,pos,C,,,,,
player,201310130min,min,SullJo24,offense,62,,,,,
player,201310130min,min,SullJo24,off_pct,100%,,,,,
player,201310130min,min,SullJo24,defense,0,,,,,
player,201310130min,min,SullJo24,def_pct,0%,,,,,
player,201310130min,min,SullJo24,special_teams,0,,,,,
player,201310130min,min,SullJo24,st_pct,0%,,,,,
player,201310130min,min,JennGr00,pos,WR,,,,,
player,201310130min,min,JennGr00,offense,53,,,,,
player,201310130min,min,JennGr00,off_pct,85%,,,,,
player,201310130min,min,JennGr00,defense,0,,,,,
player,201310130min,min,JennGr00,def_pct,0%,,,,,
player,201310130min,min,JennGr00,special_teams,0,,,,,
player,201310130min,min,JennGr00,st_pct,0%,,,,,
player,201310130min,min,RudoKy00,pos,TE,,,,,
player,201310130min,min,RudoKy00,offense,48,,,,,
player,201310130min,min,RudoKy00,off_pct,77%,,,,,
player,201310130min,min,RudoKy00,defense,0,,,,,
player,201310130min,min,RudoKy00,def_pct,0%,,,,,
player,201310130min,min,RudoKy00,special_teams,0,,,,,
player,201310130min,min,RudoKy00,st_pct,0%,,,,,
player,201310130min,min,SimpJe00,pos,WR,,,,,
player,201310130min,min,SimpJe00,offense,42,,,,,
player,201310130min,min,SimpJe00,off_pct,68%,,,,,
player,201310130min,min,SimpJe00,defense,0,,,,,
player,201310130min,min,SimpJe00,def_pct,0%,,,,,
player,201310130min,min,SimpJe00,special_teams,0,,,,,
player,201310130min,min,SimpJe00,st_pct,0%,,,,,
player,201310130min,min,PeteAd01,pos,RB,,,,,
player,201310130min,min,PeteAd01,offense,37,,,,,
player,201310130min,min,PeteAd01,off_pct,60%,,,,,
player,201310130min,min,PeteAd01,defense,0,,,,,
player,201310130min,min,PeteAd01,def_pct,0%,,,,,
player,201310130min,min,PeteAd01,special_teams,0,,,,,
player,201310130min,min,PeteAd01,st_pct,0%,,,,,
player,201310130min,min,WrigJa02,pos,WR,,,,,
player,201310130min,min,WrigJa02,offense,32,,,,,
player,201310130min,min,WrigJa02,off_pct,52%,,,,,
player,201310130min,min,WrigJa02,defense,0,,,,,
player,201310130min,min,WrigJa02,def_pct,0%,,,,,
player,201310130min,min,WrigJa02,special_teams,0,,,,,
player,201310130min,min,WrigJa02,st_pct,0%,,,,,
player,201310130min,min,GerhTo00,pos,RB,,,,,
player,201310130min,min,GerhTo00,offense,25,,,,,
player,201310130min,min,GerhTo00,off_pct,40%,,,,,
player,201310130min,min,GerhTo00,defense,0,,,,,
player,201310130min,min,GerhTo00,def_pct,0%,,,,,
player,201310130min,min,GerhTo00,special_teams,9,,,,,
player,201310130min,min,GerhTo00,st_pct,39%,,,,,
player,201310130min,min,CarlJo00,pos,TE,,,,,
player,201310130min,min,CarlJo00,offense,23,,,,,
player,201310130min,min,CarlJo00,off_pct,37%,,,,,
player,201310130min,min,CarlJo00,defense,0,,,,,
player,201310130min,min,CarlJo00,def_pct,0%,,,,,
player,201310130min,min,CarlJo00,special_teams,8,,,,,
player,201310130min,min,CarlJo00,st_pct,35%,,,,,
player,201310130min,min,WebbJo00,pos,WR,,,,,
player,201310130min,min,WebbJo00,offense,22,,,,,
player,201310130min,min,WebbJo00,off_pct,35%,,,,,
player,201310130min,min,WebbJo00,defense,0,,,,,
player,201310130min,min,WebbJo00,def_pct,0%,,,,,
player,201310130min,min,WebbJo00,special_teams,6,,,,,
player,201310130min,min,WebbJo00,st_pct,26%,,,,,
player,201310130min,min,PattCo00,pos,WR,,,,,
player,201310130min,min,PattCo00,offense,19,,,,,
player,201310130min,min,PattCo00,off_pct,31%,,,,,
player,201310130min,min,PattCo00,defense,0,,,,,
player,201310130min,min,PattCo00,def_pct,0%,,,,,
player,201310130min,min,PattCo00,special_teams,6,,,,,
player,201310130min,min,PattCo00,st_pct,26%,,,,,
player,201310130min,min,FeltJe00,pos,FB,,,,,
player,201310130min,min,FeltJe00,offense,6,,,,,
player,201310130min,min,FeltJe00,off_pct,10%,,,,,
player,201310130min,min,FeltJe00,defense,0,,,,,
player,201310130min,min,FeltJe00,def_pct,0%,,,,,
player,201310130min,min,FeltJe00,special_teams,0,,,,,
player,201310130min,min,FeltJe00,st_pct,0%,,,,,
player,201310130min,min,ElliRh00,pos,TE,,,,,
player,201310130min,min,ElliRh00,offense,3,,,,,
player,201310130min,min,ElliRh00,off_pct,5%,,,,,
player,201310130min,min,ElliRh00,defense,0,,,,,
player,201310130min,min,ElliRh00,def_pct,0%,,,,,
player,201310130min,min,ElliRh00,special_teams,8,,,,,
player,201310130min,min,ElliRh00,st_pct,35%,,,,,
player,201310130min,min,CookCh99,pos,CB,,,,,
player,201310130min,min,CookCh99,offense,0,,,,,
player,201310130min,min,CookCh99,off_pct,0%,,,,,
player,201310130min,min,CookCh99,defense,70,,,,,
player,201310130min,min,CookCh99,def_pct,100%,,,,,
player,201310130min,min,CookCh99,special_teams,6,,,,,
player,201310130min,min,CookCh99,st_pct,26%,,,,,
player,201310130min,min,GreeCh99,pos,LB,,,,,
player,201310130min,min,GreeCh99,offense,0,,,,,
player,201310130min,min,GreeCh99,off_pct,0%,,,,,
player,201310130min,min,GreeCh99,defense,68,,,,,
player,201310130min,min,GreeCh99,def_pct,97%,,,,,
player,201310130min,min,GreeCh99,special_teams,6,,,,,
player,201310130min,min,GreeCh99,st_pct,26%,,,,,
player,201310130min,min,SanfJa99,pos,SS,,,,,
player,201310130min,min,SanfJa99,offense,0,,,,,
player,201310130min,min,SanfJa99,off_pct,0%,,,,,
player,201310130min,min,SanfJa99,defense,67,,,,,
player,201310130min,min,SanfJa99,def_pct,96%,,,,,
player,201310130min,min,SanfJa99,special_teams,9,,,,,
player,201310130min,min,SanfJa99,st_pct,39%,,,,,
player,201310130min,min,HendEr99,pos,LB,,,,,
player,201310130min,min,HendEr99,offense,0,,,,,
player,201310130min,min,HendEr99,off_pct,0%,,,,,
player,201310130min,min,HendEr99,defense,67,,,,,
player,201310130min,min,HendEr99,def_pct,96%,,,,,
player,201310130min,min,HendEr99,special_teams,6,,,,,
player,201310130min,min,HendEr99,st_pct,26%,,,,,
player,201310130min,min,RobiBr98,pos,DE,,,,,
player,201310130min,min,RobiBr98,offense,0,,,,,
player,201310130min,min,RobiBr98,off_pct,0%,,,,,
player,201310130min,min,RobiBr98,defense,60,,,,,
player,201310130min,min,RobiBr98,def_pct,86%,,,,,
player,201310130min,min,RobiBr98,special_teams,6,,,,,
player,201310130min,min,RobiBr98,st_pct,26%,,,,,
player,201310130min,min,AlleJa22,pos,DE,,,,,
player,201310130min,min,AlleJa22,offense,0,,,,,
player,201310130min,min,AlleJa22,off_pct,0%,,,,,
player,201310130min,min,AlleJa22,defense,60,,,,,
player,201310130min,min,AlleJa22,def_pct,86%,,,,,
player,201310130min,min,AlleJa22,special_teams,6,,,,,
player,201310130min,min,AlleJa22,st_pct,26%,,,,,
player,201310130min,min,RobiJo01,pos,CB,,,,,
player,201310130min,min,RobiJo01,offense,0,,,,,
player,201310130min,min,RobiJo01,off_pct,0%,,,,,
player,201310130min,min,RobiJo01,defense,57,,,,,
player,201310130min,min,RobiJo01,def_pct,81%,,,,,
player,201310130min,min,RobiJo01,special_teams,11,,,,,
player,201310130min,min,RobiJo01,st_pct,48%,,,,,
player,201310130min,min,WillKe98,pos,DT,,,,,
player,201310130min,min,WillKe98,offense,0,,,,,
player,201310130min,min,WillKe98,off_pct,0%,,,,,
player,201310130min,min,WillKe98,defense,51,,,,,
player,201310130min,min,WillKe98,def_pct,73%,,,,,
player,201310130min,min,WillKe98,special_teams,6,,,,,
player,201310130min,min,WillKe98,st_pct,26%,,,,,
player,201310130min,min,SmitHa00,pos,FS,,,,,
player,201310130min,min,SmitHa00,offense,0,,,,,
player,201310130min,min,SmitHa00,off_pct,0%,,,,,
player,201310130min,min,SmitHa00,defense,46,,,,,
player,201310130min,min,SmitHa00,def_pct,66%,,,,,
player,201310130min,min,SmitHa00,special_teams,6,,,,,
player,201310130min,min,SmitHa00,st_pct,26%,,,,,
player,201310130min,min,GrifEv99,pos,DE,,,,,
player,201310130min,min,GrifEv99,offense,0,,,,,
player,201310130min,min,GrifEv99,off_pct,0%,,,,,
player,201310130min,min,GrifEv99,defense,37,,,,,
player,201310130min,min,GrifEv99,def_pct,53%,,,,,
player,201310130min,min,GrifEv99,special_teams,3,,,,,
player,201310130min,min,GrifEv99,st_pct,13%,,,,,
player,201310130min,min,GuioLe99,pos,NT,,,,,
player,201310130min,min,GuioLe99,offense,0,,,,,
player,201310130min,min,GuioLe99,off_pct,0%,,,,,
player,201310130min,min,GuioLe99,defense,32,,,,,
player,201310130min,min,GuioLe99,def_pct,46%,,,,,
player,201310130min,min,GuioLe99,special_teams,3,,,,,
player,201310130min,min,GuioLe99,st_pct,13%,,,,,
player,201310130min,min,RhodXa00,pos,CB,,,,,
player,201310130min,min,RhodXa00,offense,0,,,,,
player,201310130min,min,RhodXa00,off_pct,0%,,,,,
player,201310130min,min,RhodXa00,defense,32,,,,,
player,201310130min,min,RhodXa00,def_pct,46%,,,,,
player,201310130min,min,RhodXa00,special_teams,0,,,,,
player,201310130min,min,RhodXa00,st_pct,0%,,,,,
player,201310130min,min,EvanFr21,pos,NT,,,,,
player,201310130min,min,EvanFr21,offense,0,,,,,
player,201310130min,min,EvanFr21,off_pct,0%,,,,,
player,201310130min,min,EvanFr21,defense,25,,,,,
player,201310130min,min,EvanFr21,def_pct,36%,,,,,
player,201310130min,min,EvanFr21,special_teams,2,,,,,
player,201310130min,min,EvanFr21,st_pct,9%,,,,,
player,201310130min,min,SendAn00,pos,FS,,,,,
player,201310130min,min,SendAn00,offense,0,,,,,
player,201310130min,min,SendAn00,off_pct,0%,,,,,
player,201310130min,min,SendAn00,defense,22,,,,,
player,201310130min,min,SendAn00,def_pct,31%,,,,,
player,201310130min,min,SendAn00,special_teams,15,,,,,
player,201310130min,min,SendAn00,st_pct,65%,,,,,
player,201310130min,min,MitcMa99,pos,LB,,,,,
player,201310130min,min,MitcMa99,offense,0,,,,,
player,201310130min,min,MitcMa99,off_pct,0%,,,,,
player,201310130min,min,MitcMa99,defense,19,,,,,
player,201310130min,min,MitcMa99,def_pct,27%,,,,,
player,201310130min,min,MitcMa99,special_teams,13,,,,,
player,201310130min,min,MitcMa99,st_pct,57%,,,,,
player,201310130min,min,FloySh00,pos,DT,,,,,
player,201310130min,min,FloySh00,offense,0,,,,,
player,201310130min,min,FloySh00,off_pct,0%,,,,,
player,201310130min,min,FloySh00,defense,19,,,,,
player,201310130min,min,FloySh00,def_pct,27%,,,,,
player,201310130min,min,FloySh00,special_teams,8,,,,,
player,201310130min,min,FloySh00,st_pct,35%,,,,,
player,201310130min,min,BishDe99,pos,LB,,,,,
player,201310130min,min,BishDe99,offense,0,,,,,
player,201310130min,min,BishDe99,off_pct,0%,,,,,
player,201310130min,min,BishDe99,defense,16,,,,,
player,201310130min,min,BishDe99,def_pct,23%,,,,,
player,201310130min,min,BishDe99,special_teams,2,,,,,
player,201310130min,min,BishDe99,st_pct,9%,,,,,
player,201310130min,min,SherMa20,pos,CB,,,,,
player,201310130min,min,SherMa20,offense,0,,,,,
player,201310130min,min,SherMa20,off_pct,0%,,,,,
player,201310130min,min,SherMa20,defense,14,,,,,
player,201310130min,min,SherMa20,def_pct,20%,,,,,
player,201310130min,min,SherMa20,special_teams,10,,,,,
player,201310130min,min,SherMa20,st_pct,43%,,,,,
player,201310130min,min,JeffA.00,pos,CB,,,,,
player,201310130min,min,JeffA.00,offense,0,,,,,
player,201310130min,min,JeffA.00,off_pct,0%,,,,,
player,201310130min,min,JeffA.00,defense,4,,,,,
player,201310130min,min,JeffA.00,def_pct,6%,,,,,
player,201310130min,min,JeffA.00,special_teams,11,,,,,
player,201310130min,min,JeffA.00,st_pct,48%,,,,,
player,201310130min,min,MautMi00,pos,LB,,,,,
player,201310130min,min,MautMi00,offense,0,,,,,
player,201310130min,min,MautMi00,off_pct,0%,,,,,
player,201310130min,min,MautMi00,defense,2,,,,,
player,201310130min,min,MautMi00,def_pct,3%,,,,,
player,201310130min,min,MautMi00,special_teams,15,,,,,
player,201310130min,min,MautMi00,st_pct,65%,,,,,
player,201310130min,min,DeanLa00,pos,LB,,,,,
player,201310130min,min,DeanLa00,offense,0,,,,,
player,201310130min,min,DeanLa00,off_pct,0%,,,,,
player,201310130min,min,DeanLa00,defense,2,,,,,
player,201310130min,min,DeanLa00,def_pct,3%,,,,,
player,201310130min,min,DeanLa00,special_teams,15,,,,,
player,201310130min,min,DeanLa00,st_pct,65%,,,,,
player,201310130min,min,BlanRo00,pos,SS,,,,,
player,201310130min,min,BlanRo00,offense,0,,,,,
player,201310130min,min,BlanRo00,off_pct,0%,,,,,
player,201310130min,min,BlanRo00,defense,0,,,,,
player,201310130min,min,BlanRo00,def_pct,0%,,,,,
player,201310130min,min,BlanRo00,special_teams,15,,,,,
player,201310130min,min,BlanRo00,st_pct,65%,,,,,
player,201310130min,min,AsiaMa00,pos,RB,,,,,
player,201310130min,min,AsiaMa00,offense,0,,,,,
player,201310130min,min,AsiaMa00,off_pct,0%,,,,,
player,201310130min,min,AsiaMa00,defense,0,,,,,
player,201310130min,min,AsiaMa00,def_pct,0%,,,,,
player,201310130min,min,AsiaMa00,special_teams,9,,,,,
player,201310130min,min,AsiaMa00,st_pct,39%,,,,,
player,201310130min,min,LockJe00,pos,P,,,,,
player,201310130min,min,LockJe00,offense,0,,,,,
player,201310130min,min,LockJe00,off_pct,0%,,,,,
player,201310130min,min,LockJe00,defense,0,,,,,
player,201310130min,min,LockJe00,def_pct,0%,,,,,
player,201310130min,min,LockJe00,special_teams,9,,,,,
player,201310130min,min,LockJe00,st_pct,39%,,,,,
player,201310130min,min,BergJo20,pos,C,,,,,
player,201310130min,min,BergJo20,offense,0,,,,,
player,201310130min,min,BergJo20,off_pct,0%,,,,,
player,201310130min,min,BergJo20,defense,0,,,,,
player,201310130min,min,BergJo20,def_pct,0%,,,,,
player,201310130min,min,BergJo20,special_teams,8,,,,,
player,201310130min,min,BergJo20,st_pct,35%,,,,,
player,201310130min,min,LoefCu20,pos,LS,,,,,
player,201310130min,min,LoefCu20,offense,0,,,,,
player,201310130min,min,LoefCu20,off_pct,0%,,,,,
player,201310130min,min,LoefCu20,defense,0,,,,,
player,201310130min,min,LoefCu20,def_pct,0%,,,,,
player,201310130min,min,LoefCu20,special_teams,6,,,,,
player,201310130min,min,LoefCu20,st_pct,26%,,,,,
player,201310130min,min,WalsBl00,pos,K,,,,,
player,201310130min,min,WalsBl00,offense,0,,,,,
player,201310130min,min,WalsBl00,off_pct,0%,,,,,
player,201310130min,min,WalsBl00,defense,0,,,,,
player,201310130min,min,WalsBl00,def_pct,0%,,,,,
player,201310130min,min,WalsBl00,special_teams,2,,,,,
player,201310130min,min,WalsBl00,st_pct,9%,,,,,
player,201310130min,car,ScotCh23,pos,G,,,,,
player,201310130min,car,ScotCh23,offense,70,,,,,
player,201310130min,car,ScotCh23,off_pct,100%,,,,,
player,201310130min,car,ScotCh23,defense,0,,,,,
player,201310130min,car,ScotCh23,def_pct,0%,,,,,
player,201310130min,car,ScotCh23,special_teams,5,,,,,
player,201310130min,car,ScotCh23,st_pct,22%,,,,,
player,201310130min,car,GrosJo20,pos,T,,,,,
player,201310130min,car,GrosJo20,offense,65,,,,,
player,201310130min,car,GrosJo20,off_pct,93%,,,,,
player,201310130min,car,GrosJo20,defense,0,,,,,
player,201310130min,car,GrosJo20,def_pct,0%,,,,,
player,201310130min,car,GrosJo20,special_teams,5,,,,,
player,201310130min,car,GrosJo20,st_pct,22%,,,,,
player,201310130min,car,BellBy00,pos,T,,,,,
player,201310130min,car,BellBy00,offense,65,,,,,
player,201310130min,car,BellBy00,off_pct,93%,,,,,
player,201310130min,car,BellBy00,defense,0,,,,,
player,201310130min,car,BellBy00,def_pct,0%,,,,,
player,201310130min,car,BellBy00,special_teams,5,,,,,
player,201310130min,car,BellBy00,st_pct,22%,,,,,
player,201310130min,car,WharTr20,pos,G,,,,,
player,201310130min,car,WharTr20,offense,65,,,,,
player,201310130min,car,WharTr20,off_pct,93%,,,,,
player,201310130min,car,WharTr20,defense,0,,,,,
player,201310130min,car,WharTr20,def_pct,0%,,,,,
player,201310130min,car,WharTr20,special_teams,5,,,,,
player,201310130min,car,WharTr20,st_pct,22%,,,,,
player,201310130min,car,KaliRy20,pos,C,,,,,
player,201310130min,car,KaliRy20,offense,65,,,,,
player,201310130min,car,KaliRy20,off_pct,93%,,,,,
player,201310130min,car,KaliRy20,defense,0,,,,,
player,201310130min,car,KaliRy20,def_pct,0%,,,,,
player,201310130min,car,KaliRy20,special_teams,0,,,,,
player,201310130min,car,KaliRy20,st_pct,0%,,,,,
player,201310130min,car,NewtCa00,pos,QB,,,,,
player,201310130min,car,NewtCa00,offense,65,,,,,
player,201310130min,car,NewtCa00,off_pct,93%,,,,,
player,201310130min,car,NewtCa00,defense,0,,,,,
player,201310130min,car,NewtCa00,def_pct,0%,,,,,
player,201310130min,car,NewtCa00,special_teams,0,,,,,
player,201310130min,car,NewtCa00,st_pct,0%,,,,,
player,201310130min,car,OlseGr00,pos,TE,,,,,
player,201310130min,car,OlseGr00,offense,64,,,,,
player,201310130min,car,OlseGr00,off_pct,91%,,,,,
player,201310130min,car,OlseGr00,defense,0,,,,,
player,201310130min,car,OlseGr00,def_pct,0%,,,,,
player,201310130min,car,OlseGr00,special_teams,1,,,,,
player,201310130min,car,OlseGr00,st_pct,4%,,,,,
player,201310130min,car,LaFeBr00,pos,WR,,,,,
player,201310130min,car,LaFeBr00,offense,60,,,,,
player,201310130min,car,LaFeBr00,off_pct,86%,,,,,
player,201310130min,car,LaFeBr00,defense,0,,,,,
player,201310130min,car,LaFeBr00,def_pct,0%,,,,,
player,201310130min,car,LaFeBr00,special_teams,1,,,,,
player,201310130min,car,LaFeBr00,st_pct,4%,,,,,
player,201310130min,car,SmitSt01,pos,WR,,,,,
player,201310130min,car,SmitSt01,offense,58,,,,,
player,201310130min,car,SmitSt01,off_pct,83%,,,,,
player,201310130min,car,SmitSt01,defense,0,,,,,
player,201310130min,car,SmitSt01,def_pct,0%,,,,,
player,201310130min,car,SmitSt01,special_teams,1,,,,,
player,201310130min,car,SmitSt01,st_pct,4%,,,,,
player,201310130min,car,WillDe02,pos,RB,,,,,
player,201310130min,car,WillDe02,offense,43,,,,,
player,201310130min,car,WillDe02,off_pct,61%,,,,,
player,201310130min,car,WillDe02,defense,0,,,,,
player,201310130min,car,WillDe02,def_pct,0%,,,,,
player,201310130min,car,WillDe02,special_teams,0,,,,,
player,201310130min,car,WillDe02,st_pct,0%,,,,,
player,201310130min,car,TolbMi00,pos,FB,,,,,
player,201310130min,car,TolbMi00,offense,37,,,,,
player,201310130min,car,TolbMi00,off_pct,53%,,,,,
player,201310130min,car,TolbMi00,defense,0,,,,,
player,201310130min,car,TolbMi00,def_pct,0%,,,,,
player,201310130min,car,TolbMi00,special_teams,4,,,,,
player,201310130min,car,TolbMi00,st_pct,17%,,,,,
player,201310130min,car,GinnTe00,pos,WR,,,,,
player,201310130min,car,GinnTe00,offense,33,,,,,
player,201310130min,car,GinnTe00,off_pct,47%,,,,,
player,201310130min,car,GinnTe00,defense,0,,,,,
player,201310130min,car,GinnTe00,def_pct,0%,,,,,
player,201310130min,car,GinnTe00,special_teams,7,,,,,
player,201310130min,car,GinnTe00,st_pct,30%,,,,,
player,201310130min,car,HartBe00,pos,TE,,,,,
player,201310130min,car,HartBe00,offense,22,,,,,
player,201310130min,car,HartBe00,off_pct,31%,,,,,
player,201310130min,car,HartBe00,defense,0,,,,,
player,201310130min,car,HartBe00,def_pct,0%,,,,,
player,201310130min,car,HartBe00,special_teams,11,,,,,
player,201310130min,car,HartBe00,st_pct,48%,,,,,
player,201310130min,car,HixoDo00,pos,WR,,,,,
player,201310130min,car,HixoDo00,offense,13,,,,,
player,201310130min,car,HixoDo00,off_pct,19%,,,,,
player,201310130min,car,HixoDo00,defense,0,,,,,
player,201310130min,car,HixoDo00,def_pct,0%,,,,,
player,201310130min,car,HixoDo00,special_teams,6,,,,,
player,201310130min,car,HixoDo00,st_pct,26%,,,,,
player,201310130min,car,ChanNa00,pos,T,,,,,
player,201310130min,car,ChanNa00,offense,12,,,,,
player,201310130min,car,ChanNa00,off_pct,17%,,,,,
player,201310130min,car,ChanNa00,defense,0,,,,,
player,201310130min,car,ChanNa00,def_pct,0%,,,,,
player,201310130min,car,ChanNa00,special_teams,7,,,,,
player,201310130min,car,ChanNa00,st_pct,30%,,,,,
player,201310130min,car,BrocRi00,pos,TE,,,,,
player,201310130min,car,BrocRi00,offense,9,,,,,
player,201310130min,car,BrocRi00,off_pct,13%,,,,,
player,201310130min,car,BrocRi00,defense,0,,,,,
player,201310130min,car,BrocRi00,def_pct,0%,,,,,
player,201310130min,car,BrocRi00,special_teams,21,,,,,
player,201310130min,car,BrocRi00,st_pct,91%,,,,,
player,201310130min,car,WillBr04,pos,TE,,,,,
player,201310130min,car,WillBr04,offense,6,,,,,
player,201310130min,car,WillBr04,off_pct,9%,,,,,
player,201310130min,car,WillBr04,defense,0,,,,,
player,201310130min,car,WillBr04,def_pct,0%,,,,,
player,201310130min,car,WillBr04,special_teams,10,,,,,
player,201310130min,car,WillBr04,st_pct,43%,,,,,
player,201310130min,car,ByerJe00,pos,C,,,,,
player,201310130min,car,ByerJe00,offense,5,,,,,
player,201310130min,car,ByerJe00,off_pct,7%,,,,,
player,201310130min,car,ByerJe00,defense,0,,,,,
player,201310130min,car,ByerJe00,def_pct,0%,,,,,
player,201310130min,car,ByerJe00,special_teams,5,,,,,
player,201310130min,car,ByerJe00,st_pct,22%,,,,,
player,201310130min,car,FolkBr00,pos,C,,,,,
player,201310130min,car,FolkBr00,offense,5,,,,,
player,201310130min,car,FolkBr00,off_pct,7%,,,,,
player,201310130min,car,FolkBr00,defense,0,,,,,
player,201310130min,car,FolkBr00,def_pct,0%,,,,,
player,201310130min,car,FolkBr00,special_teams,0,,,,,
player,201310130min,car,FolkBr00,st_pct,0%,,,,,
player,201310130min,car,AndeDe00,pos,QB,,,,,
player,201310130min,car,AndeDe00,offense,5,,,,,
player,201310130min,car,AndeDe00,off_pct,7%,,,,,
player,201310130min,car,AndeDe00,defense,0,,,,,
player,201310130min,car,AndeDe00,def_pct,0%,,,,,
player,201310130min,car,AndeDe00,special_teams,0,,,,,
player,201310130min,car,AndeDe00,st_pct,0%,,,,,
player,201310130min,car,SmitAr00,pos,RB,,,,,
player,201310130min,car,SmitAr00,offense,3,,,,,
player,201310130min,car,SmitAr00,off_pct,4%,,,,,
player,201310130min,car,SmitAr00,defense,0,,,,,
player,201310130min,car,SmitAr00,def_pct,0%,,,,,
player,201310130min,car,SmitAr00,special_teams,11,,,,,
player,201310130min,car,SmitAr00,st_pct,48%,,,,,
player,201310130min,car,ThomJo01,pos,CB,,,,,
player,201310130min,car,ThomJo01,offense,0,,,,,
player,201310130min,car,ThomJo01,off_pct,0%,,,,,
player,201310130min,car,ThomJo01,defense,62,,,,,
player,201310130min,car,ThomJo01,def_pct,100%,,,,,
player,201310130min,car,ThomJo01,special_teams,2,,,,,
player,201310130min,car,ThomJo01,st_pct,9%,,,,,
player,201310130min,car,MikeQu20,pos,FS,,,,,
player,201310130min,car,MikeQu20,offense,0,,,,,
player,201310130min,car,MikeQu20,off_pct,0%,,,,,
player,201310130min,car,MikeQu20,defense,62,,,,,
player,201310130min,car,MikeQu20,def_pct,100%,,,,,
player,201310130min,car,MikeQu20,special_teams,2,,,,,
player,201310130min,car,MikeQu20,st_pct,9%,,,,,
player,201310130min,car,MitcMi99,pos,SS,,,,,
