game,2013,6,20131013,201310130min,car,"Carolina Panthers",35,min,"Minnesota Vikings",10
player,201310130min,car,FlorDr20,def_int_yds,0,,,,,
player,201310130min,car,FlorDr20,def_int_td,0,,,,,
player,201310130min,car,FlorDr20,def_int_long,0,,,,,
player,201310130min,car,FlorDr20,pass_defended,1,,,,,
player,201310130min,car,FlorDr20,sacks,0.0,,,,,
player,201310130min,car,FlorDr20,tackles_combined,3,,,,,
player,201310130min,car,FlorDr20,tackles_solo,3,,,,,
player,201310130min,car,FlorDr20,tackles_assists,0,,,,,
player,201310130min,car,FlorDr20,tackles_loss,0,,,,,
player,201310130min,car,FlorDr20,qb_hits,0,,,,,
player,201310130min,car,FlorDr20,fumbles_rec,0,,,,,
player,201310130min,car,FlorDr20,fumbles_rec_yds,0,,,,,
player,201310130min,car,FlorDr20,fumbles_rec_td,0,,,,,
player,201310130min,car,FlorDr20,fumbles_forced,0,,,,,
player,201310130min,car,HardGr99,def_int,0,,,,,
player,201310130min,car,HardGr99,def_int_yds,0,,,,,
player,201310130min,car,HardGr99,def_int_td,0,,,,,
player,201310130min,car,HardGr99,def_int_long,0,,,,,
player,201310130min,car,HardGr99,pass_defended,0,,,,,
player,201310130min,car,HardGr99,sacks,0.0,,,,,
player,201310130min,car,HardGr99,tackles_combined,3,,,,,
player,201310130min,car,HardGr99,tackles_solo,1,,,,,
player,201310130min,car,HardGr99,tackles_assists,2,,,,,
player,201310130min,car,HardGr99,tackles_loss,0,,,,,
player,201310130min,car,HardGr99,qb_hits,0,,,,,
player,201310130min,car,HardGr99,fumbles_rec,0,,,,,
player,201310130min,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201310130min,car,HardGr99,fumbles_rec_td,0,,,,,
player,201310130min,car,HardGr99,fumbles_forced,0,,,,,
player,201310130min,car,KleiAJ00,def_int,0,,,,,
player,201310130min,car,KleiAJ00,def_int_yds,0,,,,,
player,201310130min,car,KleiAJ00,def_int_td,0,,,,,
player,201310130min,car,KleiAJ00,def_int_long,0,,,,,
player,201310130min,car,KleiAJ00,pass_defended,0,,,,,
player,201310130min,car,KleiAJ00,sacks,0.0,,,,,
player,201310130min,car,KleiAJ00,tackles_combined,3,,,,,
player,201310130min,car,KleiAJ00,tackles_solo,3,,,,,
player,201310130min,car,KleiAJ00,tackles_assists,0,,,,,
player,201310130min,car,KleiAJ00,tackles_loss,0,,,,,
player,201310130min,car,KleiAJ00,qb_hits,0,,,,,
player,201310130min,car,KleiAJ00,fumbles_rec,0,,,,,
player,201310130min,car,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201310130min,car,KleiAJ00,fumbles_rec_td,0,,,,,
player,201310130min,car,KleiAJ00,fumbles_forced,0,,,,,
player,201310130min,car,MunnCa99,def_int,0,,,,,
player,201310130min,car,MunnCa99,def_int_yds,0,,,,,
player,201310130min,car,MunnCa99,def_int_td,0,,,,,
player,201310130min,car,MunnCa99,def_int_long,0,,,,,
player,201310130min,car,MunnCa99,pass_defended,0,,,,,
player,201310130min,car,MunnCa99,sacks,0.0,,,,,
player,201310130min,car,MunnCa99,tackles_combined,3,,,,,
player,201310130min,car,MunnCa99,tackles_solo,3,,,,,
player,201310130min,car,MunnCa99,tackles_assists,0,,,,,
player,201310130min,car,MunnCa99,tackles_loss,0,,,,,
player,201310130min,car,MunnCa99,qb_hits,0,,,,,
player,201310130min,car,MunnCa99,fumbles_rec,0,,,,,
player,201310130min,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201310130min,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201310130min,car,MunnCa99,fumbles_forced,1,,,,,
player,201310130min,car,ThomJo01,def_int,0,,,,,
player,201310130min,car,ThomJo01,def_int_yds,0,,,,,
player,201310130min,car,ThomJo01,def_int_td,0,,,,,
player,201310130min,car,ThomJo01,def_int_long,0,,,,,
player,201310130min,car,ThomJo01,pass_defended,0,,,,,
player,201310130min,car,ThomJo01,sacks,0.0,,,,,
player,201310130min,car,ThomJo01,tackles_combined,3,,,,,
player,201310130min,car,ThomJo01,tackles_solo,2,,,,,
player,201310130min,car,ThomJo01,tackles_assists,1,,,,,
player,201310130min,car,ThomJo01,tackles_loss,0,,,,,
player,201310130min,car,ThomJo01,qb_hits,0,,,,,
player,201310130min,car,ThomJo01,fumbles_rec,0,,,,,
player,201310130min,car,ThomJo01,fumbles_rec_yds,0,,,,,
player,201310130min,car,ThomJo01,fumbles_rec_td,0,,,,,
player,201310130min,car,ThomJo01,fumbles_forced,0,,,,,
player,201310130min,car,WhitMe00,def_int,0,,,,,
player,201310130min,car,WhitMe00,def_int_yds,0,,,,,
player,201310130min,car,WhitMe00,def_int_td,0,,,,,
player,201310130min,car,WhitMe00,def_int_long,0,,,,,
player,201310130min,car,WhitMe00,pass_defended,0,,,,,
player,201310130min,car,WhitMe00,sacks,0.0,,,,,
player,201310130min,car,WhitMe00,tackles_combined,2,,,,,
player,201310130min,car,WhitMe00,tackles_solo,2,,,,,
player,201310130min,car,WhitMe00,tackles_assists,0,,,,,
player,201310130min,car,WhitMe00,tackles_loss,0,,,,,
player,201310130min,car,WhitMe00,qb_hits,0,,,,,
player,201310130min,car,WhitMe00,fumbles_rec,0,,,,,
player,201310130min,car,WhitMe00,fumbles_rec_yds,0,,,,,
player,201310130min,car,WhitMe00,fumbles_rec_td,0,,,,,
player,201310130min,car,WhitMe00,fumbles_forced,0,,,,,
player,201310130min,car,ColeCo20,def_int,0,,,,,
player,201310130min,car,ColeCo20,def_int_yds,0,,,,,
player,201310130min,car,ColeCo20,def_int_td,0,,,,,
player,201310130min,car,ColeCo20,def_int_long,0,,,,,
player,201310130min,car,ColeCo20,pass_defended,0,,,,,
player,201310130min,car,ColeCo20,sacks,0.0,,,,,
player,201310130min,car,ColeCo20,tackles_combined,1,,,,,
player,201310130min,car,ColeCo20,tackles_solo,1,,,,,
player,201310130min,car,ColeCo20,tackles_assists,0,,,,,
player,201310130min,car,ColeCo20,tackles_loss,0,,,,,
player,201310130min,car,ColeCo20,qb_hits,0,,,,,
player,201310130min,car,ColeCo20,fumbles_rec,0,,,,,
player,201310130min,car,ColeCo20,fumbles_rec_yds,0,,,,,
player,201310130min,car,ColeCo20,fumbles_rec_td,0,,,,,
player,201310130min,car,ColeCo20,fumbles_forced,0,,,,,
player,201310130min,car,DockJa00,def_int,0,,,,,
player,201310130min,car,DockJa00,def_int_yds,0,,,,,
player,201310130min,car,DockJa00,def_int_td,0,,,,,
player,201310130min,car,DockJa00,def_int_long,0,,,,,
player,201310130min,car,DockJa00,pass_defended,0,,,,,
player,201310130min,car,DockJa00,sacks,0.0,,,,,
player,201310130min,car,DockJa00,tackles_combined,1,,,,,
player,201310130min,car,DockJa00,tackles_solo,1,,,,,
player,201310130min,car,DockJa00,tackles_assists,0,,,,,
player,201310130min,car,DockJa00,tackles_loss,0,,,,,
player,201310130min,car,DockJa00,qb_hits,0,,,,,
player,201310130min,car,DockJa00,fumbles_rec,0,,,,,
player,201310130min,car,DockJa00,fumbles_rec_yds,0,,,,,
player,201310130min,car,DockJa00,fumbles_rec_td,0,,,,,
player,201310130min,car,DockJa00,fumbles_forced,0,,,,,
player,201310130min,car,HortWe00,def_int,0,,,,,
player,201310130min,car,HortWe00,def_int_yds,0,,,,,
player,201310130min,car,HortWe00,def_int_td,0,,,,,
player,201310130min,car,HortWe00,def_int_long,0,,,,,
player,201310130min,car,HortWe00,pass_defended,0,,,,,
player,201310130min,car,HortWe00,sacks,0.0,,,,,
player,201310130min,car,HortWe00,tackles_combined,1,,,,,
player,201310130min,car,HortWe00,tackles_solo,1,,,,,
player,201310130min,car,HortWe00,tackles_assists,0,,,,,
player,201310130min,car,HortWe00,tackles_loss,0,,,,,
player,201310130min,car,HortWe00,qb_hits,0,,,,,
player,201310130min,car,HortWe00,fumbles_rec,0,,,,,
player,201310130min,car,HortWe00,fumbles_rec_yds,0,,,,,
player,201310130min,car,HortWe00,fumbles_rec_td,0,,,,,
player,201310130min,car,HortWe00,fumbles_forced,0,,,,,
player,201310130min,car,AddiMa00,def_int,0,,,,,
player,201310130min,car,AddiMa00,def_int_yds,0,,,,,
player,201310130min,car,AddiMa00,def_int_td,0,,,,,
player,201310130min,car,AddiMa00,def_int_long,0,,,,,
player,201310130min,car,AddiMa00,pass_defended,0,,,,,
player,201310130min,car,AddiMa00,sacks,0.0,,,,,
player,201310130min,car,AddiMa00,tackles_combined,0,,,,,
player,201310130min,car,AddiMa00,tackles_solo,0,,,,,
player,201310130min,car,AddiMa00,tackles_assists,0,,,,,
player,201310130min,car,AddiMa00,tackles_loss,0,,,,,
player,201310130min,car,AddiMa00,qb_hits,1,,,,,
player,201310130min,car,AddiMa00,fumbles_rec,0,,,,,
player,201310130min,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201310130min,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201310130min,car,AddiMa00,fumbles_forced,0,,,,,
player,201310130min,car,ShorKa00,def_int,0,,,,,
player,201310130min,car,ShorKa00,def_int_yds,0,,,,,
player,201310130min,car,ShorKa00,def_int_td,0,,,,,
player,201310130min,car,ShorKa00,def_int_long,0,,,,,
player,201310130min,car,ShorKa00,pass_defended,0,,,,,
player,201310130min,car,ShorKa00,sacks,0.0,,,,,
player,201310130min,car,ShorKa00,tackles_combined,0,,,,,
player,201310130min,car,ShorKa00,tackles_solo,0,,,,,
player,201310130min,car,ShorKa00,tackles_assists,0,,,,,
player,201310130min,car,ShorKa00,tackles_loss,0,,,,,
player,201310130min,car,ShorKa00,qb_hits,2,,,,,
player,201310130min,car,ShorKa00,fumbles_rec,0,,,,,
player,201310130min,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201310130min,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201310130min,car,ShorKa00,fumbles_forced,0,,,,,
player,201310130min,min,FloySh00,def_int,0,,,,,
player,201310130min,min,FloySh00,def_int_yds,0,,,,,
player,201310130min,min,FloySh00,def_int_td,0,,,,,
player,201310130min,min,FloySh00,def_int_long,0,,,,,
player,201310130min,min,FloySh00,pass_defended,0,,,,,
player,201310130min,min,FloySh00,sacks,1.0,,,,,
player,201310130min,min,FloySh00,tackles_combined,2,,,,,
player,201310130min,min,FloySh00,tackles_solo,2,,,,,
player,201310130min,min,FloySh00,tackles_assists,0,,,,,
player,201310130min,min,FloySh00,tackles_loss,0,,,,,
player,201310130min,min,FloySh00,qb_hits,1,,,,,
player,201310130min,min,FloySh00,fumbles_rec,0,,,,,
player,201310130min,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201310130min,min,FloySh00,fumbles_rec_td,0,,,,,
player,201310130min,min,FloySh00,fumbles_forced,0,,,,,
player,201310130min,min,GreeCh99,def_int,0,,,,,
player,201310130min,min,GreeCh99,def_int_yds,0,,,,,
player,201310130min,min,GreeCh99,def_int_td,0,,,,,
player,201310130min,min,GreeCh99,def_int_long,0,,,,,
player,201310130min,min,GreeCh99,pass_defended,0,,,,,
player,201310130min,min,GreeCh99,sacks,0.0,,,,,
player,201310130min,min,GreeCh99,tackles_combined,8,,,,,
player,201310130min,min,GreeCh99,tackles_solo,3,,,,,
player,201310130min,min,GreeCh99,tackles_assists,5,,,,,
player,201310130min,min,GreeCh99,tackles_loss,0,,,,,
player,201310130min,min,GreeCh99,qb_hits,0,,,,,
player,201310130min,min,GreeCh99,fumbles_rec,0,,,,,
player,201310130min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201310130min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201310130min,min,GreeCh99,fumbles_forced,0,,,,,
player,201310130min,min,HendEr99,def_int,0,,,,,
player,201310130min,min,HendEr99,def_int_yds,0,,,,,
player,201310130min,min,HendEr99,def_int_td,0,,,,,
player,201310130min,min,HendEr99,def_int_long,0,,,,,
player,201310130min,min,HendEr99,pass_defended,0,,,,,
player,201310130min,min,HendEr99,sacks,0.0,,,,,
player,201310130min,min,HendEr99,tackles_combined,8,,,,,
player,201310130min,min,HendEr99,tackles_solo,6,,,,,
player,201310130min,min,HendEr99,tackles_assists,2,,,,,
player,201310130min,min,HendEr99,tackles_loss,1,,,,,
player,201310130min,min,HendEr99,qb_hits,1,,,,,
player,201310130min,min,HendEr99,fumbles_rec,0,,,,,
player,201310130min,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201310130min,min,HendEr99,fumbles_rec_td,0,,,,,
player,201310130min,min,HendEr99,fumbles_forced,0,,,,,
player,201310130min,min,SanfJa99,def_int,0,,,,,
player,201310130min,min,SanfJa99,def_int_yds,0,,,,,
player,201310130min,min,SanfJa99,def_int_td,0,,,,,
player,201310130min,min,SanfJa99,def_int_long,0,,,,,
player,201310130min,min,SanfJa99,pass_defended,0,,,,,
player,201310130min,min,SanfJa99,sacks,0.0,,,,,
player,201310130min,min,SanfJa99,tackles_combined,8,,,,,
player,201310130min,min,SanfJa99,tackles_solo,7,,,,,
player,201310130min,min,SanfJa99,tackles_assists,1,,,,,
player,201310130min,min,SanfJa99,tackles_loss,0,,,,,
player,201310130min,min,SanfJa99,qb_hits,0,,,,,
player,201310130min,min,SanfJa99,fumbles_rec,0,,,,,
player,201310130min,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201310130min,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201310130min,min,SanfJa99,fumbles_forced,0,,,,,
player,201310130min,min,CookCh99,def_int,0,,,,,
player,201310130min,min,CookCh99,def_int_yds,0,,,,,
player,201310130min,min,CookCh99,def_int_td,0,,,,,
player,201310130min,min,CookCh99,def_int_long,0,,,,,
player,201310130min,min,CookCh99,pass_defended,1,,,,,
player,201310130min,min,CookCh99,sacks,0.0,,,,,
player,201310130min,min,CookCh99,tackles_combined,6,,,,,
player,201310130min,min,CookCh99,tackles_solo,5,,,,,
player,201310130min,min,CookCh99,tackles_assists,1,,,,,
player,201310130min,min,CookCh99,tackles_loss,0,,,,,
player,201310130min,min,CookCh99,qb_hits,0,,,,,
player,201310130min,min,CookCh99,fumbles_rec,0,,,,,
player,201310130min,min,CookCh99,fumbles_rec_yds,0,,,,,
player,201310130min,min,CookCh99,fumbles_rec_td,0,,,,,
player,201310130min,min,CookCh99,fumbles_forced,0,,,,,
player,201310130min,min,SmitHa00,def_int,0,,,,,
player,201310130min,min,SmitHa00,def_int_yds,0,,,,,
player,201310130min,min,SmitHa00,def_int_td,0,,,,,
player,201310130min,min,SmitHa00,def_int_long,0,,,,,
player,201310130min,min,SmitHa00,pass_defended,0,,,,,
player,201310130min,min,SmitHa00,sacks,0.0,,,,,
player,201310130min,min,SmitHa00,tackles_combined,4,,,,,
player,201310130min,min,SmitHa00,tackles_solo,3,,,,,
player,201310130min,min,SmitHa00,tackles_assists,1,,,,,
player,201310130min,min,SmitHa00,tackles_loss,0,,,,,
player,201310130min,min,SmitHa00,qb_hits,0,,,,,
player,201310130min,min,SmitHa00,fumbles_rec,0,,,,,
player,201310130min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201310130min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201310130min,min,SmitHa00,fumbles_forced,0,,,,,
player,201310130min,min,AlleJa22,def_int,0,,,,,
player,201310130min,min,AlleJa22,def_int_yds,0,,,,,
player,201310130min,min,AlleJa22,def_int_td,0,,,,,
player,201310130min,min,AlleJa22,def_int_long,0,,,,,
player,201310130min,min,AlleJa22,pass_defended,0,,,,,
player,201310130min,min,AlleJa22,sacks,0.0,,,,,
player,201310130min,min,AlleJa22,tackles_combined,3,,,,,
player,201310130min,min,AlleJa22,tackles_solo,2,,,,,
player,201310130min,min,AlleJa22,tackles_assists,1,,,,,
player,201310130min,min,AlleJa22,tackles_loss,0,,,,,
player,201310130min,min,AlleJa22,qb_hits,0,,,,,
player,201310130min,min,AlleJa22,fumbles_rec,0,,,,,
player,201310130min,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201310130min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201310130min,min,AlleJa22,fumbles_forced,0,,,,,
player,201310130min,min,RobiJo01,def_int,0,,,,,
player,201310130min,min,RobiJo01,def_int_yds,0,,,,,
player,201310130min,min,RobiJo01,def_int_td,0,,,,,
player,201310130min,min,RobiJo01,def_int_long,0,,,,,
player,201310130min,min,RobiJo01,pass_defended,0,,,,,
player,201310130min,min,RobiJo01,sacks,0.0,,,,,
player,201310130min,min,RobiJo01,tackles_combined,3,,,,,
player,201310130min,min,RobiJo01,tackles_solo,3,,,,,
player,201310130min,min,RobiJo01,tackles_assists,0,,,,,
player,201310130min,min,RobiJo01,tackles_loss,1,,,,,
player,201310130min,min,RobiJo01,qb_hits,0,,,,,
player,201310130min,min,RobiJo01,fumbles_rec,0,,,,,
player,201310130min,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201310130min,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201310130min,min,RobiJo01,fumbles_forced,0,,,,,
player,201310130min,min,RobiBr98,def_int,0,,,,,
player,201310130min,min,RobiBr98,def_int_yds,0,,,,,
player,201310130min,min,RobiBr98,def_int_td,0,,,,,
player,201310130min,min,RobiBr98,def_int_long,0,,,,,
player,201310130min,min,RobiBr98,pass_defended,2,,,,,
player,201310130min,min,RobiBr98,sacks,0.0,,,,,
player,201310130min,min,RobiBr98,tackles_combined,3,,,,,
player,201310130min,min,RobiBr98,tackles_solo,3,,,,,
player,201310130min,min,RobiBr98,tackles_assists,0,,,,,
player,201310130min,min,RobiBr98,tackles_loss,0,,,,,
player,201310130min,min,RobiBr98,qb_hits,0,,,,,
player,201310130min,min,RobiBr98,fumbles_rec,0,,,,,
player,201310130min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201310130min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201310130min,min,RobiBr98,fumbles_forced,0,,,,,
player,201310130min,min,SendAn00,def_int,0,,,,,
player,201310130min,min,SendAn00,def_int_yds,0,,,,,
player,201310130min,min,SendAn00,def_int_td,0,,,,,
player,201310130min,min,SendAn00,def_int_long,0,,,,,
player,201310130min,min,SendAn00,pass_defended,0,,,,,
player,201310130min,min,SendAn00,sacks,0.0,,,,,
player,201310130min,min,SendAn00,tackles_combined,3,,,,,
player,201310130min,min,SendAn00,tackles_solo,2,,,,,
player,201310130min,min,SendAn00,tackles_assists,1,,,,,
player,201310130min,min,SendAn00,tackles_loss,1,,,,,
player,201310130min,min,SendAn00,qb_hits,0,,,,,
player,201310130min,min,SendAn00,fumbles_rec,0,,,,,
player,201310130min,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201310130min,min,SendAn00,fumbles_rec_td,0,,,,,
player,201310130min,min,SendAn00,fumbles_forced,0,,,,,
player,201310130min,min,GrifEv99,def_int,0,,,,,
player,201310130min,min,GrifEv99,def_int_yds,0,,,,,
player,201310130min,min,GrifEv99,def_int_td,0,,,,,
player,201310130min,min,GrifEv99,def_int_long,0,,,,,
player,201310130min,min,GrifEv99,pass_defended,0,,,,,
player,201310130min,min,GrifEv99,sacks,0.0,,,,,
player,201310130min,min,GrifEv99,tackles_combined,2,,,,,
player,201310130min,min,GrifEv99,tackles_solo,2,,,,,
player,201310130min,min,GrifEv99,tackles_assists,0,,,,,
player,201310130min,min,GrifEv99,tackles_loss,1,,,,,
player,201310130min,min,GrifEv99,qb_hits,0,,,,,
player,201310130min,min,GrifEv99,fumbles_rec,0,,,,,
player,201310130min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201310130min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201310130min,min,GrifEv99,fumbles_forced,0,,,,,
player,201310130min,min,RhodXa00,def_int,0,,,,,
player,201310130min,min,RhodXa00,def_int_yds,0,,,,,
player,201310130min,min,RhodXa00,def_int_td,0,,,,,
player,201310130min,min,RhodXa00,def_int_long,0,,,,,
player,201310130min,min,RhodXa00,pass_defended,0,,,,,
player,201310130min,min,RhodXa00,sacks,0.0,,,,,
player,201310130min,min,RhodXa00,tackles_combined,2,,,,,
player,201310130min,min,RhodXa00,tackles_solo,1,,,,,
player,201310130min,min,RhodXa00,tackles_assists,1,,,,,
player,201310130min,min,RhodXa00,tackles_loss,0,,,,,
player,201310130min,min,RhodXa00,qb_hits,0,,,,,
player,201310130min,min,RhodXa00,fumbles_rec,0,,,,,
player,201310130min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201310130min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201310130min,min,RhodXa00,fumbles_forced,0,,,,,
player,201310130min,min,SherMa20,def_int,0,,,,,
player,201310130min,min,SherMa20,def_int_yds,0,,,,,
player,201310130min,min,SherMa20,def_int_td,0,,,,,
player,201310130min,min,SherMa20,def_int_long,0,,,,,
player,201310130min,min,SherMa20,pass_defended,0,,,,,
player,201310130min,min,SherMa20,sacks,0.0,,,,,
player,201310130min,min,SherMa20,tackles_combined,2,,,,,
player,201310130min,min,SherMa20,tackles_solo,2,,,,,
player,201310130min,min,SherMa20,tackles_assists,0,,,,,
player,201310130min,min,SherMa20,tackles_loss,0,,,,,
player,201310130min,min,SherMa20,qb_hits,0,,,,,
player,201310130min,min,SherMa20,fumbles_rec,0,,,,,
player,201310130min,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201310130min,min,SherMa20,fumbles_rec_td,0,,,,,
player,201310130min,min,SherMa20,fumbles_forced,0,,,,,
player,201310130min,min,BishDe99,def_int,0,,,,,
player,201310130min,min,BishDe99,def_int_yds,0,,,,,
player,201310130min,min,BishDe99,def_int_td,0,,,,,
player,201310130min,min,BishDe99,def_int_long,0,,,,,
player,201310130min,min,BishDe99,pass_defended,0,,,,,
player,201310130min,min,BishDe99,sacks,0.0,,,,,
player,201310130min,min,BishDe99,tackles_combined,1,,,,,
player,201310130min,min,BishDe99,tackles_solo,1,,,,,
player,201310130min,min,BishDe99,tackles_assists,0,,,,,
player,201310130min,min,BishDe99,tackles_loss,0,,,,,
player,201310130min,min,BishDe99,qb_hits,0,,,,,
player,201310130min,min,BishDe99,fumbles_rec,0,,,,,
player,201310130min,min,BishDe99,fumbles_rec_yds,0,,,,,
player,201310130min,min,BishDe99,fumbles_rec_td,0,,,,,
player,201310130min,min,BishDe99,fumbles_forced,0,,,,,
player,201310130min,min,BlanRo00,def_int,0,,,,,
player,201310130min,min,BlanRo00,def_int_yds,0,,,,,
player,201310130min,min,BlanRo00,def_int_td,0,,,,,
player,201310130min,min,BlanRo00,def_int_long,0,,,,,
player,201310130min,min,BlanRo00,pass_defended,0,,,,,
player,201310130min,min,BlanRo00,sacks,0.0,,,,,
player,201310130min,min,BlanRo00,tackles_combined,1,,,,,
player,201310130min,min,BlanRo00,tackles_solo,1,,,,,
player,201310130min,min,BlanRo00,tackles_assists,0,,,,,
player,201310130min,min,BlanRo00,tackles_loss,0,,,,,
player,201310130min,min,BlanRo00,qb_hits,0,,,,,
player,201310130min,min,BlanRo00,fumbles_rec,0,,,,,
player,201310130min,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201310130min,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201310130min,min,BlanRo00,fumbles_forced,0,,,,,
player,201310130min,min,DeanLa00,def_int,0,,,,,
player,201310130min,min,DeanLa00,def_int_yds,0,,,,,
player,201310130min,min,DeanLa00,def_int_td,0,,,,,
player,201310130min,min,DeanLa00,def_int_long,0,,,,,
player,201310130min,min,DeanLa00,pass_defended,0,,,,,
player,201310130min,min,DeanLa00,sacks,0.0,,,,,
player,201310130min,min,DeanLa00,tackles_combined,1,,,,,
player,201310130min,min,DeanLa00,tackles_solo,1,,,,,
player,201310130min,min,DeanLa00,tackles_assists,0,,,,,
player,201310130min,min,DeanLa00,tackles_loss,0,,,,,
player,201310130min,min,DeanLa00,qb_hits,0,,,,,
player,201310130min,min,DeanLa00,fumbles_rec,0,,,,,
player,201310130min,min,DeanLa00,fumbles_rec_yds,0,,,,,
player,201310130min,min,DeanLa00,fumbles_rec_td,0,,,,,
player,201310130min,min,DeanLa00,fumbles_forced,0,,,,,
player,201310130min,min,EvanFr21,def_int,0,,,,,
player,201310130min,min,EvanFr21,def_int_yds,0,,,,,
player,201310130min,min,EvanFr21,def_int_td,0,,,,,
player,201310130min,min,EvanFr21,def_int_long,0,,,,,
player,201310130min,min,EvanFr21,pass_defended,0,,,,,
player,201310130min,min,EvanFr21,sacks,0.0,,,,,
player,201310130min,min,EvanFr21,tackles_combined,1,,,,,
player,201310130min,min,EvanFr21,tackles_solo,1,,,,,
player,201310130min,min,EvanFr21,tackles_assists,0,,,,,
player,201310130min,min,EvanFr21,tackles_loss,0,,,,,
player,201310130min,min,EvanFr21,qb_hits,0,,,,,
player,201310130min,min,EvanFr21,fumbles_rec,0,,,,,
player,201310130min,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201310130min,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201310130min,min,EvanFr21,fumbles_forced,0,,,,,
player,201310130min,min,GuioLe99,def_int,0,,,,,
player,201310130min,min,GuioLe99,def_int_yds,0,,,,,
player,201310130min,min,GuioLe99,def_int_td,0,,,,,
player,201310130min,min,GuioLe99,def_int_long,0,,,,,
player,201310130min,min,GuioLe99,pass_defended,0,,,,,
player,201310130min,min,GuioLe99,sacks,0.0,,,,,
player,201310130min,min,GuioLe99,tackles_combined,1,,,,,
player,201310130min,min,GuioLe99,tackles_solo,1,,,,,
player,201310130min,min,GuioLe99,tackles_assists,0,,,,,
player,201310130min,min,GuioLe99,tackles_loss,0,,,,,
player,201310130min,min,GuioLe99,qb_hits,0,,,,,
player,201310130min,min,GuioLe99,fumbles_rec,0,,,,,
player,201310130min,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201310130min,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201310130min,min,GuioLe99,fumbles_forced,0,,,,,
player,201310130min,min,MitcMa99,def_int,0,,,,,
player,201310130min,min,MitcMa99,def_int_yds,0,,,,,
player,201310130min,min,MitcMa99,def_int_td,0,,,,,
player,201310130min,min,MitcMa99,def_int_long,0,,,,,
player,201310130min,min,MitcMa99,pass_defended,0,,,,,
player,201310130min,min,MitcMa99,sacks,0.0,,,,,
player,201310130min,min,MitcMa99,tackles_combined,1,,,,,
player,201310130min,min,MitcMa99,tackles_solo,1,,,,,
player,201310130min,min,MitcMa99,tackles_assists,0,,,,,
player,201310130min,min,MitcMa99,tackles_loss,1,,,,,
player,201310130min,min,MitcMa99,qb_hits,0,,,,,
player,201310130min,min,MitcMa99,fumbles_rec,0,,,,,
player,201310130min,min,MitcMa99,fumbles_rec_yds,0,,,,,
player,201310130min,min,MitcMa99,fumbles_rec_td,0,,,,,
player,201310130min,min,MitcMa99,fumbles_forced,0,,,,,
player,201310130min,min,WillKe98,def_int,0,,,,,
player,201310130min,min,WillKe98,def_int_yds,0,,,,,
player,201310130min,min,WillKe98,def_int_td,0,,,,,
player,201310130min,min,WillKe98,def_int_long,0,,,,,
player,201310130min,min,WillKe98,pass_defended,0,,,,,
player,201310130min,min,WillKe98,sacks,0.0,,,,,
player,201310130min,min,WillKe98,tackles_combined,1,,,,,
player,201310130min,min,WillKe98,tackles_solo,1,,,,,
player,201310130min,min,WillKe98,tackles_assists,0,,,,,
player,201310130min,min,WillKe98,tackles_loss,0,,,,,
player,201310130min,min,WillKe98,qb_hits,0,,,,,
player,201310130min,min,WillKe98,fumbles_rec,0,,,,,
player,201310130min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201310130min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201310130min,min,WillKe98,fumbles_forced,0,,,,,
player,201310130min,car,GinnTe00,kick_ret,2,,,,,
player,201310130min,car,GinnTe00,kick_ret_yds,31,,,,,
player,201310130min,car,GinnTe00,kick_ret_yds_per_ret,15.5,,,,,
player,201310130min,car,GinnTe00,kick_ret_td,0,,,,,
