game,2013,2,20130915,201309150atl,ram,"St. Louis Rams",24,atl,"Atlanta Falcons",31
player,201309150atl,atl,ToilLe00,rec_td,0,,,,,
player,201309150atl,atl,ToilLe00,rec_long,4,,,,,
player,201309150atl,atl,ToilLe00,fumbles,0,,,,,
player,201309150atl,atl,ToilLe00,fumbles_lost,0,,,,,
player,201309150atl,ram,QuinRo00,def_int,0,,,,,
player,201309150atl,ram,QuinRo00,def_int_yds,0,,,,,
player,201309150atl,ram,QuinRo00,def_int_td,0,,,,,
player,201309150atl,ram,QuinRo00,def_int_long,0,,,,,
player,201309150atl,ram,QuinRo00,pass_defended,0,,,,,
player,201309150atl,ram,QuinRo00,sacks,1.0,,,,,
player,201309150atl,ram,QuinRo00,tackles_combined,4,,,,,
player,201309150atl,ram,QuinRo00,tackles_solo,4,,,,,
player,201309150atl,ram,QuinRo00,tackles_assists,0,,,,,
player,201309150atl,ram,QuinRo00,tackles_loss,2,,,,,
player,201309150atl,ram,QuinRo00,qb_hits,4,,,,,
player,201309150atl,ram,QuinRo00,fumbles_rec,0,,,,,
player,201309150atl,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201309150atl,ram,QuinRo00,fumbles_forced,0,,,,,
player,201309150atl,ram,SimsEu99,def_int,0,,,,,
player,201309150atl,ram,SimsEu99,def_int_yds,0,,,,,
player,201309150atl,ram,SimsEu99,def_int_td,0,,,,,
player,201309150atl,ram,SimsEu99,def_int_long,0,,,,,
player,201309150atl,ram,SimsEu99,pass_defended,0,,,,,
player,201309150atl,ram,SimsEu99,sacks,1.0,,,,,
player,201309150atl,ram,SimsEu99,tackles_combined,4,,,,,
player,201309150atl,ram,SimsEu99,tackles_solo,4,,,,,
player,201309150atl,ram,SimsEu99,tackles_assists,0,,,,,
player,201309150atl,ram,SimsEu99,tackles_loss,2,,,,,
player,201309150atl,ram,SimsEu99,qb_hits,2,,,,,
player,201309150atl,ram,SimsEu99,fumbles_rec,0,,,,,
player,201309150atl,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201309150atl,ram,SimsEu99,fumbles_forced,0,,,,,
player,201309150atl,ram,OgleAl00,def_int,0,,,,,
player,201309150atl,ram,OgleAl00,def_int_yds,0,,,,,
player,201309150atl,ram,OgleAl00,def_int_td,0,,,,,
player,201309150atl,ram,OgleAl00,def_int_long,0,,,,,
player,201309150atl,ram,OgleAl00,pass_defended,2,,,,,
player,201309150atl,ram,OgleAl00,sacks,0.0,,,,,
player,201309150atl,ram,OgleAl00,tackles_combined,8,,,,,
player,201309150atl,ram,OgleAl00,tackles_solo,8,,,,,
player,201309150atl,ram,OgleAl00,tackles_assists,0,,,,,
player,201309150atl,ram,OgleAl00,tackles_loss,1,,,,,
player,201309150atl,ram,OgleAl00,qb_hits,0,,,,,
player,201309150atl,ram,OgleAl00,fumbles_rec,0,,,,,
player,201309150atl,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201309150atl,ram,OgleAl00,fumbles_forced,0,,,,,
player,201309150atl,ram,McLeRo00,def_int,0,,,,,
player,201309150atl,ram,McLeRo00,def_int_yds,0,,,,,
player,201309150atl,ram,McLeRo00,def_int_td,0,,,,,
player,201309150atl,ram,McLeRo00,def_int_long,0,,,,,
player,201309150atl,ram,McLeRo00,pass_defended,0,,,,,
player,201309150atl,ram,McLeRo00,sacks,0.0,,,,,
player,201309150atl,ram,McLeRo00,tackles_combined,7,,,,,
player,201309150atl,ram,McLeRo00,tackles_solo,7,,,,,
player,201309150atl,ram,McLeRo00,tackles_assists,0,,,,,
player,201309150atl,ram,McLeRo00,tackles_loss,0,,,,,
player,201309150atl,ram,McLeRo00,qb_hits,0,,,,,
player,201309150atl,ram,McLeRo00,fumbles_rec,0,,,,,
player,201309150atl,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201309150atl,ram,McLeRo00,fumbles_forced,0,,,,,
player,201309150atl,ram,JenkJa03,def_int,0,,,,,
player,201309150atl,ram,JenkJa03,def_int_yds,0,,,,,
player,201309150atl,ram,JenkJa03,def_int_td,0,,,,,
player,201309150atl,ram,JenkJa03,def_int_long,0,,,,,
player,201309150atl,ram,JenkJa03,pass_defended,0,,,,,
player,201309150atl,ram,JenkJa03,sacks,0.0,,,,,
player,201309150atl,ram,JenkJa03,tackles_combined,5,,,,,
player,201309150atl,ram,JenkJa03,tackles_solo,5,,,,,
player,201309150atl,ram,JenkJa03,tackles_assists,0,,,,,
player,201309150atl,ram,JenkJa03,tackles_loss,0,,,,,
player,201309150atl,ram,JenkJa03,qb_hits,0,,,,,
player,201309150atl,ram,JenkJa03,fumbles_rec,0,,,,,
player,201309150atl,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201309150atl,ram,JenkJa03,fumbles_forced,0,,,,,
player,201309150atl,ram,LaurJa99,def_int,0,,,,,
player,201309150atl,ram,LaurJa99,def_int_yds,0,,,,,
player,201309150atl,ram,LaurJa99,def_int_td,0,,,,,
player,201309150atl,ram,LaurJa99,def_int_long,0,,,,,
player,201309150atl,ram,LaurJa99,pass_defended,1,,,,,
player,201309150atl,ram,LaurJa99,sacks,0.0,,,,,
player,201309150atl,ram,LaurJa99,tackles_combined,5,,,,,
player,201309150atl,ram,LaurJa99,tackles_solo,5,,,,,
player,201309150atl,ram,LaurJa99,tackles_assists,0,,,,,
player,201309150atl,ram,LaurJa99,tackles_loss,0,,,,,
player,201309150atl,ram,LaurJa99,qb_hits,0,,,,,
player,201309150atl,ram,LaurJa99,fumbles_rec,0,,,,,
player,201309150atl,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201309150atl,ram,LaurJa99,fumbles_forced,0,,,,,
player,201309150atl,ram,WithWi20,def_int,0,,,,,
player,201309150atl,ram,WithWi20,def_int_yds,0,,,,,
player,201309150atl,ram,WithWi20,def_int_td,0,,,,,
player,201309150atl,ram,WithWi20,def_int_long,0,,,,,
player,201309150atl,ram,WithWi20,pass_defended,0,,,,,
player,201309150atl,ram,WithWi20,sacks,0.0,,,,,
player,201309150atl,ram,WithWi20,tackles_combined,4,,,,,
player,201309150atl,ram,WithWi20,tackles_solo,4,,,,,
player,201309150atl,ram,WithWi20,tackles_assists,0,,,,,
player,201309150atl,ram,WithWi20,tackles_loss,0,,,,,
player,201309150atl,ram,WithWi20,qb_hits,0,,,,,
player,201309150atl,ram,WithWi20,fumbles_rec,0,,,,,
player,201309150atl,ram,WithWi20,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,WithWi20,fumbles_rec_td,0,,,,,
player,201309150atl,ram,WithWi20,fumbles_forced,0,,,,,
player,201309150atl,ram,McDoTJ00,def_int,0,,,,,
player,201309150atl,ram,McDoTJ00,def_int_yds,0,,,,,
player,201309150atl,ram,McDoTJ00,def_int_td,0,,,,,
player,201309150atl,ram,McDoTJ00,def_int_long,0,,,,,
player,201309150atl,ram,McDoTJ00,pass_defended,0,,,,,
player,201309150atl,ram,McDoTJ00,sacks,0.0,,,,,
player,201309150atl,ram,McDoTJ00,tackles_combined,3,,,,,
player,201309150atl,ram,McDoTJ00,tackles_solo,3,,,,,
player,201309150atl,ram,McDoTJ00,tackles_assists,0,,,,,
player,201309150atl,ram,McDoTJ00,tackles_loss,0,,,,,
player,201309150atl,ram,McDoTJ00,qb_hits,0,,,,,
player,201309150atl,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201309150atl,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201309150atl,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201309150atl,ram,BailSt01,def_int,0,,,,,
player,201309150atl,ram,BailSt01,def_int_yds,0,,,,,
player,201309150atl,ram,BailSt01,def_int_td,0,,,,,
player,201309150atl,ram,BailSt01,def_int_long,0,,,,,
player,201309150atl,ram,BailSt01,pass_defended,0,,,,,
player,201309150atl,ram,BailSt01,sacks,0.0,,,,,
player,201309150atl,ram,BailSt01,tackles_combined,2,,,,,
player,201309150atl,ram,BailSt01,tackles_solo,2,,,,,
player,201309150atl,ram,BailSt01,tackles_assists,0,,,,,
player,201309150atl,ram,BailSt01,tackles_loss,0,,,,,
player,201309150atl,ram,BailSt01,qb_hits,0,,,,,
player,201309150atl,ram,BailSt01,fumbles_rec,0,,,,,
player,201309150atl,ram,BailSt01,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,BailSt01,fumbles_rec_td,0,,,,,
player,201309150atl,ram,BailSt01,fumbles_forced,0,,,,,
player,201309150atl,ram,FinnCo20,def_int,0,,,,,
player,201309150atl,ram,FinnCo20,def_int_yds,0,,,,,
player,201309150atl,ram,FinnCo20,def_int_td,0,,,,,
player,201309150atl,ram,FinnCo20,def_int_long,0,,,,,
player,201309150atl,ram,FinnCo20,pass_defended,0,,,,,
player,201309150atl,ram,FinnCo20,sacks,0.0,,,,,
player,201309150atl,ram,FinnCo20,tackles_combined,2,,,,,
player,201309150atl,ram,FinnCo20,tackles_solo,2,,,,,
player,201309150atl,ram,FinnCo20,tackles_assists,0,,,,,
player,201309150atl,ram,FinnCo20,tackles_loss,0,,,,,
player,201309150atl,ram,FinnCo20,qb_hits,0,,,,,
player,201309150atl,ram,FinnCo20,fumbles_rec,0,,,,,
player,201309150atl,ram,FinnCo20,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,FinnCo20,fumbles_rec_td,0,,,,,
player,201309150atl,ram,FinnCo20,fumbles_forced,0,,,,,
player,201309150atl,ram,LongCh99,def_int,0,,,,,
player,201309150atl,ram,LongCh99,def_int_yds,0,,,,,
player,201309150atl,ram,LongCh99,def_int_td,0,,,,,
player,201309150atl,ram,LongCh99,def_int_long,0,,,,,
player,201309150atl,ram,LongCh99,pass_defended,0,,,,,
player,201309150atl,ram,LongCh99,sacks,0.0,,,,,
player,201309150atl,ram,LongCh99,tackles_combined,2,,,,,
player,201309150atl,ram,LongCh99,tackles_solo,2,,,,,
player,201309150atl,ram,LongCh99,tackles_assists,0,,,,,
player,201309150atl,ram,LongCh99,tackles_loss,1,,,,,
player,201309150atl,ram,LongCh99,qb_hits,1,,,,,
player,201309150atl,ram,LongCh99,fumbles_rec,0,,,,,
player,201309150atl,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201309150atl,ram,LongCh99,fumbles_forced,0,,,,,
player,201309150atl,ram,ConrMa00,def_int,0,,,,,
player,201309150atl,ram,ConrMa00,def_int_yds,0,,,,,
player,201309150atl,ram,ConrMa00,def_int_td,0,,,,,
player,201309150atl,ram,ConrMa00,def_int_long,0,,,,,
player,201309150atl,ram,ConrMa00,pass_defended,0,,,,,
player,201309150atl,ram,ConrMa00,sacks,0.0,,,,,
player,201309150atl,ram,ConrMa00,tackles_combined,1,,,,,
player,201309150atl,ram,ConrMa00,tackles_solo,1,,,,,
player,201309150atl,ram,ConrMa00,tackles_assists,0,,,,,
player,201309150atl,ram,ConrMa00,tackles_loss,0,,,,,
player,201309150atl,ram,ConrMa00,qb_hits,0,,,,,
player,201309150atl,ram,ConrMa00,fumbles_rec,0,,,,,
player,201309150atl,ram,ConrMa00,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,ConrMa00,fumbles_rec_td,0,,,,,
player,201309150atl,ram,ConrMa00,fumbles_forced,0,,,,,
player,201309150atl,ram,CudjJe00,def_int,0,,,,,
player,201309150atl,ram,CudjJe00,def_int_yds,0,,,,,
player,201309150atl,ram,CudjJe00,def_int_td,0,,,,,
player,201309150atl,ram,CudjJe00,def_int_long,0,,,,,
player,201309150atl,ram,CudjJe00,pass_defended,0,,,,,
player,201309150atl,ram,CudjJe00,sacks,0.0,,,,,
player,201309150atl,ram,CudjJe00,tackles_combined,1,,,,,
player,201309150atl,ram,CudjJe00,tackles_solo,1,,,,,
player,201309150atl,ram,CudjJe00,tackles_assists,0,,,,,
player,201309150atl,ram,CudjJe00,tackles_loss,0,,,,,
player,201309150atl,ram,CudjJe00,qb_hits,0,,,,,
player,201309150atl,ram,CudjJe00,fumbles_rec,0,,,,,
player,201309150atl,ram,CudjJe00,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,CudjJe00,fumbles_rec_td,0,,,,,
player,201309150atl,ram,CudjJe00,fumbles_forced,0,,,,,
player,201309150atl,ram,JohnTr05,def_int,0,,,,,
player,201309150atl,ram,JohnTr05,def_int_yds,0,,,,,
player,201309150atl,ram,JohnTr05,def_int_td,0,,,,,
player,201309150atl,ram,JohnTr05,def_int_long,0,,,,,
player,201309150atl,ram,JohnTr05,pass_defended,0,,,,,
player,201309150atl,ram,JohnTr05,sacks,0.0,,,,,
player,201309150atl,ram,JohnTr05,tackles_combined,1,,,,,
player,201309150atl,ram,JohnTr05,tackles_solo,1,,,,,
player,201309150atl,ram,JohnTr05,tackles_assists,0,,,,,
player,201309150atl,ram,JohnTr05,tackles_loss,0,,,,,
player,201309150atl,ram,JohnTr05,qb_hits,0,,,,,
player,201309150atl,ram,JohnTr05,fumbles_rec,0,,,,,
player,201309150atl,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201309150atl,ram,JohnTr05,fumbles_forced,0,,,,,
player,201309150atl,ram,LangKe98,def_int,0,,,,,
player,201309150atl,ram,LangKe98,def_int_yds,0,,,,,
player,201309150atl,ram,LangKe98,def_int_td,0,,,,,
player,201309150atl,ram,LangKe98,def_int_long,0,,,,,
player,201309150atl,ram,LangKe98,pass_defended,0,,,,,
player,201309150atl,ram,LangKe98,sacks,0.0,,,,,
player,201309150atl,ram,LangKe98,tackles_combined,1,,,,,
player,201309150atl,ram,LangKe98,tackles_solo,1,,,,,
player,201309150atl,ram,LangKe98,tackles_assists,0,,,,,
player,201309150atl,ram,LangKe98,tackles_loss,0,,,,,
player,201309150atl,ram,LangKe98,qb_hits,0,,,,,
player,201309150atl,ram,LangKe98,fumbles_rec,0,,,,,
player,201309150atl,ram,LangKe98,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,LangKe98,fumbles_rec_td,0,,,,,
player,201309150atl,ram,LangKe98,fumbles_forced,0,,,,,
player,201309150atl,ram,ReynCh00,def_int,0,,,,,
player,201309150atl,ram,ReynCh00,def_int_yds,0,,,,,
player,201309150atl,ram,ReynCh00,def_int_td,0,,,,,
player,201309150atl,ram,ReynCh00,def_int_long,0,,,,,
player,201309150atl,ram,ReynCh00,pass_defended,0,,,,,
player,201309150atl,ram,ReynCh00,sacks,0.0,,,,,
player,201309150atl,ram,ReynCh00,tackles_combined,1,,,,,
player,201309150atl,ram,ReynCh00,tackles_solo,1,,,,,
player,201309150atl,ram,ReynCh00,tackles_assists,0,,,,,
player,201309150atl,ram,ReynCh00,tackles_loss,0,,,,,
player,201309150atl,ram,ReynCh00,qb_hits,0,,,,,
player,201309150atl,ram,ReynCh00,fumbles_rec,0,,,,,
player,201309150atl,ram,ReynCh00,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,ReynCh00,fumbles_rec_td,0,,,,,
player,201309150atl,ram,ReynCh00,fumbles_forced,0,,,,,
player,201309150atl,ram,BrocMi00,def_int,0,,,,,
player,201309150atl,ram,BrocMi00,def_int_yds,0,,,,,
player,201309150atl,ram,BrocMi00,def_int_td,0,,,,,
player,201309150atl,ram,BrocMi00,def_int_long,0,,,,,
player,201309150atl,ram,BrocMi00,pass_defended,0,,,,,
player,201309150atl,ram,BrocMi00,sacks,0.0,,,,,
player,201309150atl,ram,BrocMi00,tackles_combined,0,,,,,
player,201309150atl,ram,BrocMi00,tackles_solo,0,,,,,
player,201309150atl,ram,BrocMi00,tackles_assists,0,,,,,
player,201309150atl,ram,BrocMi00,tackles_loss,0,,,,,
player,201309150atl,ram,BrocMi00,qb_hits,1,,,,,
player,201309150atl,ram,BrocMi00,fumbles_rec,0,,,,,
player,201309150atl,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201309150atl,ram,BrocMi00,fumbles_forced,0,,,,,
player,201309150atl,ram,HayeWi99,def_int,0,,,,,
player,201309150atl,ram,HayeWi99,def_int_yds,0,,,,,
player,201309150atl,ram,HayeWi99,def_int_td,0,,,,,
player,201309150atl,ram,HayeWi99,def_int_long,0,,,,,
player,201309150atl,ram,HayeWi99,pass_defended,1,,,,,
player,201309150atl,ram,HayeWi99,sacks,0.0,,,,,
player,201309150atl,ram,HayeWi99,tackles_combined,0,,,,,
player,201309150atl,ram,HayeWi99,tackles_solo,0,,,,,
player,201309150atl,ram,HayeWi99,tackles_assists,0,,,,,
player,201309150atl,ram,HayeWi99,tackles_loss,0,,,,,
player,201309150atl,ram,HayeWi99,qb_hits,0,,,,,
player,201309150atl,ram,HayeWi99,fumbles_rec,0,,,,,
player,201309150atl,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201309150atl,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201309150atl,ram,HayeWi99,fumbles_forced,0,,,,,
player,201309150atl,atl,UmenOs99,def_int,1,,,,,
player,201309150atl,atl,UmenOs99,def_int_yds,68,,,,,
player,201309150atl,atl,UmenOs99,def_int_td,1,,,,,
player,201309150atl,atl,UmenOs99,def_int_long,68,,,,,
player,201309150atl,atl,UmenOs99,pass_defended,2,,,,,
player,201309150atl,atl,UmenOs99,sacks,0.0,,,,,
player,201309150atl,atl,UmenOs99,tackles_combined,0,,,,,
player,201309150atl,atl,UmenOs99,tackles_solo,0,,,,,
player,201309150atl,atl,UmenOs99,tackles_assists,0,,,,,
player,201309150atl,atl,UmenOs99,tackles_loss,0,,,,,
player,201309150atl,atl,UmenOs99,qb_hits,1,,,,,
player,201309150atl,atl,UmenOs99,fumbles_rec,0,,,,,
player,201309150atl,atl,UmenOs99,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,UmenOs99,fumbles_rec_td,0,,,,,
player,201309150atl,atl,UmenOs99,fumbles_forced,0,,,,,
player,201309150atl,atl,McClRo98,def_int,0,,,,,
player,201309150atl,atl,McClRo98,def_int_yds,0,,,,,
player,201309150atl,atl,McClRo98,def_int_td,0,,,,,
player,201309150atl,atl,McClRo98,def_int_long,0,,,,,
player,201309150atl,atl,McClRo98,pass_defended,1,,,,,
player,201309150atl,atl,McClRo98,sacks,0.0,,,,,
player,201309150atl,atl,McClRo98,tackles_combined,9,,,,,
player,201309150atl,atl,McClRo98,tackles_solo,9,,,,,
player,201309150atl,atl,McClRo98,tackles_assists,0,,,,,
player,201309150atl,atl,McClRo98,tackles_loss,0,,,,,
player,201309150atl,atl,McClRo98,qb_hits,1,,,,,
player,201309150atl,atl,McClRo98,fumbles_rec,0,,,,,
player,201309150atl,atl,McClRo98,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,McClRo98,fumbles_rec_td,0,,,,,
player,201309150atl,atl,McClRo98,fumbles_forced,0,,,,,
player,201309150atl,atl,MoorWi99,def_int,0,,,,,
player,201309150atl,atl,MoorWi99,def_int_yds,0,,,,,
player,201309150atl,atl,MoorWi99,def_int_td,0,,,,,
player,201309150atl,atl,MoorWi99,def_int_long,0,,,,,
player,201309150atl,atl,MoorWi99,pass_defended,0,,,,,
player,201309150atl,atl,MoorWi99,sacks,0.0,,,,,
player,201309150atl,atl,MoorWi99,tackles_combined,7,,,,,
player,201309150atl,atl,MoorWi99,tackles_solo,7,,,,,
player,201309150atl,atl,MoorWi99,tackles_assists,0,,,,,
player,201309150atl,atl,MoorWi99,tackles_loss,0,,,,,
player,201309150atl,atl,MoorWi99,qb_hits,0,,,,,
player,201309150atl,atl,MoorWi99,fumbles_rec,0,,,,,
player,201309150atl,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201309150atl,atl,MoorWi99,fumbles_forced,0,,,,,
player,201309150atl,atl,BartJo01,def_int,0,,,,,
player,201309150atl,atl,BartJo01,def_int_yds,0,,,,,
player,201309150atl,atl,BartJo01,def_int_td,0,,,,,
player,201309150atl,atl,BartJo01,def_int_long,0,,,,,
player,201309150atl,atl,BartJo01,pass_defended,0,,,,,
player,201309150atl,atl,BartJo01,sacks,0.0,,,,,
player,201309150atl,atl,BartJo01,tackles_combined,6,,,,,
player,201309150atl,atl,BartJo01,tackles_solo,6,,,,,
player,201309150atl,atl,BartJo01,tackles_assists,0,,,,,
player,201309150atl,atl,BartJo01,tackles_loss,2,,,,,
player,201309150atl,atl,BartJo01,qb_hits,1,,,,,
player,201309150atl,atl,BartJo01,fumbles_rec,0,,,,,
player,201309150atl,atl,BartJo01,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,BartJo01,fumbles_rec_td,0,,,,,
player,201309150atl,atl,BartJo01,fumbles_forced,0,,,,,
player,201309150atl,atl,DentAk00,def_int,0,,,,,
player,201309150atl,atl,DentAk00,def_int_yds,0,,,,,
player,201309150atl,atl,DentAk00,def_int_td,0,,,,,
player,201309150atl,atl,DentAk00,def_int_long,0,,,,,
player,201309150atl,atl,DentAk00,pass_defended,1,,,,,
player,201309150atl,atl,DentAk00,sacks,0.0,,,,,
player,201309150atl,atl,DentAk00,tackles_combined,4,,,,,
player,201309150atl,atl,DentAk00,tackles_solo,4,,,,,
player,201309150atl,atl,DentAk00,tackles_assists,0,,,,,
player,201309150atl,atl,DentAk00,tackles_loss,0,,,,,
player,201309150atl,atl,DentAk00,qb_hits,0,,,,,
player,201309150atl,atl,DentAk00,fumbles_rec,0,,,,,
player,201309150atl,atl,DentAk00,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,DentAk00,fumbles_rec_td,0,,,,,
player,201309150atl,atl,DentAk00,fumbles_forced,0,,,,,
player,201309150atl,atl,DeCoTh99,def_int,0,,,,,
player,201309150atl,atl,DeCoTh99,def_int_yds,0,,,,,
player,201309150atl,atl,DeCoTh99,def_int_td,0,,,,,
player,201309150atl,atl,DeCoTh99,def_int_long,0,,,,,
player,201309150atl,atl,DeCoTh99,pass_defended,1,,,,,
player,201309150atl,atl,DeCoTh99,sacks,0.0,,,,,
player,201309150atl,atl,DeCoTh99,tackles_combined,3,,,,,
player,201309150atl,atl,DeCoTh99,tackles_solo,3,,,,,
player,201309150atl,atl,DeCoTh99,tackles_assists,0,,,,,
player,201309150atl,atl,DeCoTh99,tackles_loss,0,,,,,
player,201309150atl,atl,DeCoTh99,qb_hits,0,,,,,
player,201309150atl,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201309150atl,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201309150atl,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201309150atl,atl,TrufDe00,def_int,0,,,,,
player,201309150atl,atl,TrufDe00,def_int_yds,0,,,,,
player,201309150atl,atl,TrufDe00,def_int_td,0,,,,,
player,201309150atl,atl,TrufDe00,def_int_long,0,,,,,
player,201309150atl,atl,TrufDe00,pass_defended,1,,,,,
player,201309150atl,atl,TrufDe00,sacks,0.0,,,,,
player,201309150atl,atl,TrufDe00,tackles_combined,3,,,,,
player,201309150atl,atl,TrufDe00,tackles_solo,3,,,,,
player,201309150atl,atl,TrufDe00,tackles_assists,0,,,,,
player,201309150atl,atl,TrufDe00,tackles_loss,0,,,,,
player,201309150atl,atl,TrufDe00,qb_hits,0,,,,,
player,201309150atl,atl,TrufDe00,fumbles_rec,0,,,,,
player,201309150atl,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201309150atl,atl,TrufDe00,fumbles_forced,0,,,,,
player,201309150atl,atl,WeatSe99,def_int,0,,,,,
player,201309150atl,atl,WeatSe99,def_int_yds,0,,,,,
player,201309150atl,atl,WeatSe99,def_int_td,0,,,,,
player,201309150atl,atl,WeatSe99,def_int_long,0,,,,,
player,201309150atl,atl,WeatSe99,pass_defended,0,,,,,
player,201309150atl,atl,WeatSe99,sacks,0.0,,,,,
player,201309150atl,atl,WeatSe99,tackles_combined,3,,,,,
player,201309150atl,atl,WeatSe99,tackles_solo,3,,,,,
player,201309150atl,atl,WeatSe99,tackles_assists,0,,,,,
player,201309150atl,atl,WeatSe99,tackles_loss,0,,,,,
player,201309150atl,atl,WeatSe99,qb_hits,0,,,,,
player,201309150atl,atl,WeatSe99,fumbles_rec,0,,,,,
player,201309150atl,atl,WeatSe99,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,WeatSe99,fumbles_rec_td,0,,,,,
player,201309150atl,atl,WeatSe99,fumbles_forced,0,,,,,
player,201309150atl,atl,AlfoRo00,def_int,0,,,,,
player,201309150atl,atl,AlfoRo00,def_int_yds,0,,,,,
player,201309150atl,atl,AlfoRo00,def_int_td,0,,,,,
player,201309150atl,atl,AlfoRo00,def_int_long,0,,,,,
player,201309150atl,atl,AlfoRo00,pass_defended,0,,,,,
player,201309150atl,atl,AlfoRo00,sacks,0.0,,,,,
player,201309150atl,atl,AlfoRo00,tackles_combined,2,,,,,
player,201309150atl,atl,AlfoRo00,tackles_solo,2,,,,,
player,201309150atl,atl,AlfoRo00,tackles_assists,0,,,,,
player,201309150atl,atl,AlfoRo00,tackles_loss,0,,,,,
player,201309150atl,atl,AlfoRo00,qb_hits,1,,,,,
player,201309150atl,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201309150atl,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201309150atl,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201309150atl,atl,BierKr99,def_int,0,,,,,
player,201309150atl,atl,BierKr99,def_int_yds,0,,,,,
player,201309150atl,atl,BierKr99,def_int_td,0,,,,,
player,201309150atl,atl,BierKr99,def_int_long,0,,,,,
player,201309150atl,atl,BierKr99,pass_defended,0,,,,,
player,201309150atl,atl,BierKr99,sacks,0.0,,,,,
player,201309150atl,atl,BierKr99,tackles_combined,2,,,,,
player,201309150atl,atl,BierKr99,tackles_solo,2,,,,,
player,201309150atl,atl,BierKr99,tackles_assists,0,,,,,
player,201309150atl,atl,BierKr99,tackles_loss,0,,,,,
player,201309150atl,atl,BierKr99,qb_hits,0,,,,,
player,201309150atl,atl,BierKr99,fumbles_rec,0,,,,,
player,201309150atl,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201309150atl,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201309150atl,atl,BierKr99,fumbles_forced,0,,,,,
player,201309150atl,atl,DaviDr00,def_int,0,,,,,
player,201309150atl,atl,DaviDr00,def_int_yds,0,,,,,
player,201309150atl,atl,DaviDr00,def_int_td,0,,,,,
player,201309150atl,atl,DaviDr00,def_int_long,0,,,,,
player,201309150atl,atl,DaviDr00,pass_defended,0,,,,,
player,201309150atl,atl,DaviDr00,sacks,0.0,,,,,
player,201309150atl,atl,DaviDr00,tackles_combined,2,,,,,
player,201309150atl,atl,DaviDr00,tackles_solo,2,,,,,
player,201309150atl,atl,DaviDr00,tackles_assists,0,,,,,
player,201309150atl,atl,DaviDr00,tackles_loss,0,,,,,
player,201309150atl,atl,DaviDr00,qb_hits,0,,,,,
player,201309150atl,atl,DaviDr00,fumbles_rec,0,,,,,
player,201309150atl,atl,DaviDr00,fumbles_rec_yds,0,,,,,
