game,2013,17,20131229,201312290sea,ram,"St. Louis Rams",9,sea,"Seattle Seahawks",27
team,201312290sea,ram,First Downs,11,,,,,,
team,201312290sea,sea,First Downs,20,,,,,,
team,201312290sea,ram,Rush-Yds-TDs,18-13-0,,,,,,
team,201312290sea,sea,Rush-Yds-TDs,36-111-1,,,,,,
team,201312290sea,ram,Cmp-Att-Yd-TD-INT,21-30-157-1-2,,,,,,
team,201312290sea,sea,Cmp-Att-Yd-TD-INT,15-23-172-1-0,,,,,,
team,201312290sea,ram,Sacked-Yards,2-12,,,,,,
team,201312290sea,sea,Sacked-Yards,4-14,,,,,,
team,201312290sea,ram,Net Pass Yards,145,,,,,,
team,201312290sea,sea,Net Pass Yards,158,,,,,,
team,201312290sea,ram,Total Yards,158,,,,,,
team,201312290sea,sea,Total Yards,269,,,,,,
team,201312290sea,ram,Fumbles-Lost,1-0,,,,,,
team,201312290sea,sea,Fumbles-Lost,0-0,,,,,,
team,201312290sea,ram,Turnovers,2,,,,,,
team,201312290sea,sea,Turnovers,0,,,,,,
team,201312290sea,ram,Penalties-Yards,12-87,,,,,,
team,201312290sea,sea,Penalties-Yards,7-65,,,,,,
team,201312290sea,ram,Third Down Conv.,2-11,,,,,,
team,201312290sea,sea,Third Down Conv.,4-13,,,,,,
team,201312290sea,ram,Fourth Down Conv.,0-0,,,,,,
team,201312290sea,sea,Fourth Down Conv.,1-1,,,,,,
team,201312290sea,ram,Time of Possession,26:20,,,,,,
team,201312290sea,sea,Time of Possession,33:40,,,,,,
player,201312290sea,ram,ClemKe00,pass_cmp,21,,,,,
player,201312290sea,ram,ClemKe00,pass_att,30,,,,,
player,201312290sea,ram,ClemKe00,pass_yds,157,,,,,
player,201312290sea,ram,ClemKe00,pass_td,1,,,,,
player,201312290sea,ram,ClemKe00,pass_int,2,,,,,
player,201312290sea,ram,ClemKe00,pass_sacked,2,,,,,
player,201312290sea,ram,ClemKe00,pass_sacked_yds,12,,,,,
player,201312290sea,ram,ClemKe00,pass_long,21,,,,,
player,201312290sea,ram,ClemKe00,pass_rating,65.6,,,,,
player,201312290sea,ram,ClemKe00,rush_att,2,,,,,
player,201312290sea,ram,ClemKe00,rush_yds,2,,,,,
player,201312290sea,ram,ClemKe00,rush_td,0,,,,,
player,201312290sea,ram,ClemKe00,rush_long,3,,,,,
player,201312290sea,ram,ClemKe00,targets,0,,,,,
player,201312290sea,ram,ClemKe00,rec,0,,,,,
player,201312290sea,ram,ClemKe00,rec_yds,0,,,,,
player,201312290sea,ram,ClemKe00,rec_td,0,,,,,
player,201312290sea,ram,ClemKe00,rec_long,0,,,,,
player,201312290sea,ram,ClemKe00,fumbles,0,,,,,
player,201312290sea,ram,ClemKe00,fumbles_lost,0,,,,,
player,201312290sea,ram,StacZa00,pass_cmp,0,,,,,
player,201312290sea,ram,StacZa00,pass_att,0,,,,,
player,201312290sea,ram,StacZa00,pass_yds,0,,,,,
player,201312290sea,ram,StacZa00,pass_td,0,,,,,
player,201312290sea,ram,StacZa00,pass_int,0,,,,,
player,201312290sea,ram,StacZa00,pass_sacked,0,,,,,
player,201312290sea,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201312290sea,ram,StacZa00,pass_long,0,,,,,
player,201312290sea,ram,StacZa00,pass_rating,,,,,,
player,201312290sea,ram,StacZa00,rush_att,15,,,,,
player,201312290sea,ram,StacZa00,rush_yds,15,,,,,
player,201312290sea,ram,StacZa00,rush_td,0,,,,,
player,201312290sea,ram,StacZa00,rush_long,7,,,,,
player,201312290sea,ram,StacZa00,targets,4,,,,,
player,201312290sea,ram,StacZa00,rec,4,,,,,
player,201312290sea,ram,StacZa00,rec_yds,23,,,,,
player,201312290sea,ram,StacZa00,rec_td,0,,,,,
player,201312290sea,ram,StacZa00,rec_long,8,,,,,
player,201312290sea,ram,StacZa00,fumbles,0,,,,,
player,201312290sea,ram,StacZa00,fumbles_lost,0,,,,,
player,201312290sea,ram,KendLa00,pass_cmp,0,,,,,
player,201312290sea,ram,KendLa00,pass_att,0,,,,,
player,201312290sea,ram,KendLa00,pass_yds,0,,,,,
player,201312290sea,ram,KendLa00,pass_td,0,,,,,
player,201312290sea,ram,KendLa00,pass_int,0,,,,,
player,201312290sea,ram,KendLa00,pass_sacked,0,,,,,
player,201312290sea,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201312290sea,ram,KendLa00,pass_long,0,,,,,
player,201312290sea,ram,KendLa00,pass_rating,,,,,,
player,201312290sea,ram,KendLa00,rush_att,0,,,,,
player,201312290sea,ram,KendLa00,rush_yds,0,,,,,
player,201312290sea,ram,KendLa00,rush_td,0,,,,,
player,201312290sea,ram,KendLa00,rush_long,0,,,,,
player,201312290sea,ram,KendLa00,targets,6,,,,,
player,201312290sea,ram,KendLa00,rec,5,,,,,
player,201312290sea,ram,KendLa00,rec_yds,54,,,,,
player,201312290sea,ram,KendLa00,rec_td,0,,,,,
player,201312290sea,ram,KendLa00,rec_long,21,,,,,
player,201312290sea,ram,KendLa00,fumbles,0,,,,,
player,201312290sea,ram,KendLa00,fumbles_lost,0,,,,,
player,201312290sea,ram,BailSt01,pass_cmp,0,,,,,
player,201312290sea,ram,BailSt01,pass_att,0,,,,,
player,201312290sea,ram,BailSt01,pass_yds,0,,,,,
player,201312290sea,ram,BailSt01,pass_td,0,,,,,
player,201312290sea,ram,BailSt01,pass_int,0,,,,,
player,201312290sea,ram,BailSt01,pass_sacked,0,,,,,
player,201312290sea,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201312290sea,ram,BailSt01,pass_long,0,,,,,
player,201312290sea,ram,BailSt01,pass_rating,,,,,,
player,201312290sea,ram,BailSt01,rush_att,0,,,,,
player,201312290sea,ram,BailSt01,rush_yds,0,,,,,
player,201312290sea,ram,BailSt01,rush_td,0,,,,,
player,201312290sea,ram,BailSt01,rush_long,0,,,,,
player,201312290sea,ram,BailSt01,targets,5,,,,,
player,201312290sea,ram,BailSt01,rec,4,,,,,
player,201312290sea,ram,BailSt01,rec_yds,33,,,,,
player,201312290sea,ram,BailSt01,rec_td,0,,,,,
player,201312290sea,ram,BailSt01,rec_long,13,,,,,
player,201312290sea,ram,BailSt01,fumbles,0,,,,,
player,201312290sea,ram,BailSt01,fumbles_lost,0,,,,,
player,201312290sea,ram,CookJa02,pass_cmp,0,,,,,
player,201312290sea,ram,CookJa02,pass_att,0,,,,,
player,201312290sea,ram,CookJa02,pass_yds,0,,,,,
player,201312290sea,ram,CookJa02,pass_td,0,,,,,
player,201312290sea,ram,CookJa02,pass_int,0,,,,,
player,201312290sea,ram,CookJa02,pass_sacked,0,,,,,
player,201312290sea,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201312290sea,ram,CookJa02,pass_long,0,,,,,
player,201312290sea,ram,CookJa02,pass_rating,,,,,,
player,201312290sea,ram,CookJa02,rush_att,0,,,,,
player,201312290sea,ram,CookJa02,rush_yds,0,,,,,
player,201312290sea,ram,CookJa02,rush_td,0,,,,,
player,201312290sea,ram,CookJa02,rush_long,0,,,,,
player,201312290sea,ram,CookJa02,targets,7,,,,,
player,201312290sea,ram,CookJa02,rec,5,,,,,
player,201312290sea,ram,CookJa02,rec_yds,30,,,,,
player,201312290sea,ram,CookJa02,rec_td,1,,,,,
player,201312290sea,ram,CookJa02,rec_long,14,,,,,
player,201312290sea,ram,CookJa02,fumbles,0,,,,,
player,201312290sea,ram,CookJa02,fumbles_lost,0,,,,,
player,201312290sea,ram,PettAu00,pass_cmp,0,,,,,
player,201312290sea,ram,PettAu00,pass_att,0,,,,,
player,201312290sea,ram,PettAu00,pass_yds,0,,,,,
player,201312290sea,ram,PettAu00,pass_td,0,,,,,
player,201312290sea,ram,PettAu00,pass_int,0,,,,,
player,201312290sea,ram,PettAu00,pass_sacked,0,,,,,
player,201312290sea,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201312290sea,ram,PettAu00,pass_long,0,,,,,
player,201312290sea,ram,PettAu00,pass_rating,,,,,,
player,201312290sea,ram,PettAu00,rush_att,0,,,,,
player,201312290sea,ram,PettAu00,rush_yds,0,,,,,
player,201312290sea,ram,PettAu00,rush_td,0,,,,,
player,201312290sea,ram,PettAu00,rush_long,0,,,,,
player,201312290sea,ram,PettAu00,targets,2,,,,,
player,201312290sea,ram,PettAu00,rec,2,,,,,
player,201312290sea,ram,PettAu00,rec_yds,15,,,,,
player,201312290sea,ram,PettAu00,rec_td,0,,,,,
player,201312290sea,ram,PettAu00,rec_long,8,,,,,
player,201312290sea,ram,PettAu00,fumbles,1,,,,,
player,201312290sea,ram,PettAu00,fumbles_lost,0,,,,,
player,201312290sea,ram,CunnBe01,pass_cmp,0,,,,,
player,201312290sea,ram,CunnBe01,pass_att,0,,,,,
player,201312290sea,ram,CunnBe01,pass_yds,0,,,,,
player,201312290sea,ram,CunnBe01,pass_td,0,,,,,
player,201312290sea,ram,CunnBe01,pass_int,0,,,,,
player,201312290sea,ram,CunnBe01,pass_sacked,0,,,,,
player,201312290sea,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201312290sea,ram,CunnBe01,pass_long,0,,,,,
player,201312290sea,ram,CunnBe01,pass_rating,,,,,,
player,201312290sea,ram,CunnBe01,rush_att,0,,,,,
player,201312290sea,ram,CunnBe01,rush_yds,0,,,,,
player,201312290sea,ram,CunnBe01,rush_td,0,,,,,
player,201312290sea,ram,CunnBe01,rush_long,0,,,,,
player,201312290sea,ram,CunnBe01,targets,1,,,,,
player,201312290sea,ram,CunnBe01,rec,1,,,,,
player,201312290sea,ram,CunnBe01,rec_yds,2,,,,,
player,201312290sea,ram,CunnBe01,rec_td,0,,,,,
player,201312290sea,ram,CunnBe01,rec_long,2,,,,,
player,201312290sea,ram,CunnBe01,fumbles,0,,,,,
player,201312290sea,ram,CunnBe01,fumbles_lost,0,,,,,
player,201312290sea,ram,QuicBr00,pass_cmp,0,,,,,
player,201312290sea,ram,QuicBr00,pass_att,0,,,,,
player,201312290sea,ram,QuicBr00,pass_yds,0,,,,,
player,201312290sea,ram,QuicBr00,pass_td,0,,,,,
player,201312290sea,ram,QuicBr00,pass_int,0,,,,,
player,201312290sea,ram,QuicBr00,pass_sacked,0,,,,,
player,201312290sea,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201312290sea,ram,QuicBr00,pass_long,0,,,,,
player,201312290sea,ram,QuicBr00,pass_rating,,,,,,
player,201312290sea,ram,QuicBr00,rush_att,0,,,,,
player,201312290sea,ram,QuicBr00,rush_yds,0,,,,,
player,201312290sea,ram,QuicBr00,rush_td,0,,,,,
player,201312290sea,ram,QuicBr00,rush_long,0,,,,,
player,201312290sea,ram,QuicBr00,targets,1,,,,,
player,201312290sea,ram,QuicBr00,rec,0,,,,,
player,201312290sea,ram,QuicBr00,rec_yds,0,,,,,
player,201312290sea,ram,QuicBr00,rec_td,0,,,,,
player,201312290sea,ram,QuicBr00,rec_long,0,,,,,
player,201312290sea,ram,QuicBr00,fumbles,0,,,,,
player,201312290sea,ram,QuicBr00,fumbles_lost,0,,,,,
player,201312290sea,ram,GiveCh00,pass_cmp,0,,,,,
player,201312290sea,ram,GiveCh00,pass_att,0,,,,,
player,201312290sea,ram,GiveCh00,pass_yds,0,,,,,
player,201312290sea,ram,GiveCh00,pass_td,0,,,,,
player,201312290sea,ram,GiveCh00,pass_int,0,,,,,
player,201312290sea,ram,GiveCh00,pass_sacked,0,,,,,
player,201312290sea,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201312290sea,ram,GiveCh00,pass_long,0,,,,,
player,201312290sea,ram,GiveCh00,pass_rating,,,,,,
player,201312290sea,ram,GiveCh00,rush_att,1,,,,,
player,201312290sea,ram,GiveCh00,rush_yds,-4,,,,,
player,201312290sea,ram,GiveCh00,rush_td,0,,,,,
player,201312290sea,ram,GiveCh00,rush_long,-4,,,,,
player,201312290sea,ram,GiveCh00,targets,4,,,,,
player,201312290sea,ram,GiveCh00,rec,0,,,,,
player,201312290sea,ram,GiveCh00,rec_yds,0,,,,,
player,201312290sea,ram,GiveCh00,rec_td,0,,,,,
player,201312290sea,ram,GiveCh00,rec_long,0,,,,,
player,201312290sea,ram,GiveCh00,fumbles,0,,,,,
player,201312290sea,ram,GiveCh00,fumbles_lost,0,,,,,
player,201312290sea,sea,WilsRu00,pass_cmp,15,,,,,
player,201312290sea,sea,WilsRu00,pass_att,23,,,,,
player,201312290sea,sea,WilsRu00,pass_yds,172,,,,,
player,201312290sea,sea,WilsRu00,pass_td,1,,,,,
player,201312290sea,sea,WilsRu00,pass_int,0,,,,,
player,201312290sea,sea,WilsRu00,pass_sacked,4,,,,,
player,201312290sea,sea,WilsRu00,pass_sacked_yds,14,,,,,
player,201312290sea,sea,WilsRu00,pass_long,47,,,,,
player,201312290sea,sea,WilsRu00,pass_rating,102.1,,,,,
player,201312290sea,sea,WilsRu00,rush_att,5,,,,,
player,201312290sea,sea,WilsRu00,rush_yds,-1,,,,,
player,201312290sea,sea,WilsRu00,rush_td,0,,,,,
player,201312290sea,sea,WilsRu00,rush_long,8,,,,,
player,201312290sea,sea,WilsRu00,targets,0,,,,,
player,201312290sea,sea,WilsRu00,rec,0,,,,,
player,201312290sea,sea,WilsRu00,rec_yds,0,,,,,
player,201312290sea,sea,WilsRu00,rec_td,0,,,,,
player,201312290sea,sea,WilsRu00,rec_long,0,,,,,
player,201312290sea,sea,WilsRu00,fumbles,0,,,,,
player,201312290sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201312290sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201312290sea,sea,LyncMa00,pass_att,0,,,,,
player,201312290sea,sea,LyncMa00,pass_yds,0,,,,,
player,201312290sea,sea,LyncMa00,pass_td,0,,,,,
player,201312290sea,sea,LyncMa00,pass_int,0,,,,,
