game,2013,4,20130929,201309290den,phi,"Philadelphia Eagles",20,den,"Denver Broncos",52
player,201309290den,den,HarrCh01,def_int_long,0,,,,,
player,201309290den,den,HarrCh01,pass_defended,0,,,,,
player,201309290den,den,HarrCh01,sacks,0.0,,,,,
player,201309290den,den,HarrCh01,tackles_combined,1,,,,,
player,201309290den,den,HarrCh01,tackles_solo,1,,,,,
player,201309290den,den,HarrCh01,tackles_assists,0,,,,,
player,201309290den,den,HarrCh01,tackles_loss,0,,,,,
player,201309290den,den,HarrCh01,qb_hits,0,,,,,
player,201309290den,den,HarrCh01,fumbles_rec,0,,,,,
player,201309290den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201309290den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201309290den,den,HarrCh01,fumbles_forced,0,,,,,
player,201309290den,den,JohnSt02,def_int,0,,,,,
player,201309290den,den,JohnSt02,def_int_yds,0,,,,,
player,201309290den,den,JohnSt02,def_int_td,0,,,,,
player,201309290den,den,JohnSt02,def_int_long,0,,,,,
player,201309290den,den,JohnSt02,pass_defended,0,,,,,
player,201309290den,den,JohnSt02,sacks,0.0,,,,,
player,201309290den,den,JohnSt02,tackles_combined,1,,,,,
player,201309290den,den,JohnSt02,tackles_solo,1,,,,,
player,201309290den,den,JohnSt02,tackles_assists,0,,,,,
player,201309290den,den,JohnSt02,tackles_loss,0,,,,,
player,201309290den,den,JohnSt02,qb_hits,0,,,,,
player,201309290den,den,JohnSt02,fumbles_rec,0,,,,,
player,201309290den,den,JohnSt02,fumbles_rec_yds,0,,,,,
player,201309290den,den,JohnSt02,fumbles_rec_td,0,,,,,
player,201309290den,den,JohnSt02,fumbles_forced,0,,,,,
player,201309290den,den,KnigTe99,def_int,0,,,,,
player,201309290den,den,KnigTe99,def_int_yds,0,,,,,
player,201309290den,den,KnigTe99,def_int_td,0,,,,,
player,201309290den,den,KnigTe99,def_int_long,0,,,,,
player,201309290den,den,KnigTe99,pass_defended,0,,,,,
player,201309290den,den,KnigTe99,sacks,0.0,,,,,
player,201309290den,den,KnigTe99,tackles_combined,1,,,,,
player,201309290den,den,KnigTe99,tackles_solo,0,,,,,
player,201309290den,den,KnigTe99,tackles_assists,1,,,,,
player,201309290den,den,KnigTe99,tackles_loss,0,,,,,
player,201309290den,den,KnigTe99,qb_hits,0,,,,,
player,201309290den,den,KnigTe99,fumbles_rec,0,,,,,
player,201309290den,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201309290den,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201309290den,den,KnigTe99,fumbles_forced,0,,,,,
player,201309290den,den,UnreMi00,def_int,0,,,,,
player,201309290den,den,UnreMi00,def_int_yds,0,,,,,
player,201309290den,den,UnreMi00,def_int_td,0,,,,,
player,201309290den,den,UnreMi00,def_int_long,0,,,,,
player,201309290den,den,UnreMi00,pass_defended,0,,,,,
player,201309290den,den,UnreMi00,sacks,0.0,,,,,
player,201309290den,den,UnreMi00,tackles_combined,1,,,,,
player,201309290den,den,UnreMi00,tackles_solo,1,,,,,
player,201309290den,den,UnreMi00,tackles_assists,0,,,,,
player,201309290den,den,UnreMi00,tackles_loss,0,,,,,
player,201309290den,den,UnreMi00,qb_hits,1,,,,,
player,201309290den,den,UnreMi00,fumbles_rec,0,,,,,
player,201309290den,den,UnreMi00,fumbles_rec_yds,0,,,,,
player,201309290den,den,UnreMi00,fumbles_rec_td,0,,,,,
player,201309290den,den,UnreMi00,fumbles_forced,0,,,,,
player,201309290den,phi,JohnDa04,kick_ret,1,,,,,
player,201309290den,phi,JohnDa04,kick_ret_yds,26,,,,,
player,201309290den,phi,JohnDa04,kick_ret_yds_per_ret,26.0,,,,,
player,201309290den,phi,JohnDa04,kick_ret_td,0,,,,,
player,201309290den,phi,JohnDa04,kick_ret_long,26,,,,,
player,201309290den,phi,JohnDa04,punt_ret,1,,,,,
player,201309290den,phi,JohnDa04,punt_ret_yds,21,,,,,
player,201309290den,phi,JohnDa04,punt_ret_yds_per_ret,21.0,,,,,
player,201309290den,phi,JohnDa04,punt_ret_td,0,,,,,
player,201309290den,phi,JohnDa04,punt_ret_long,21,,,,,
player,201309290den,den,HollTr00,kick_ret,1,,,,,
player,201309290den,den,HollTr00,kick_ret_yds,105,,,,,
player,201309290den,den,HollTr00,kick_ret_yds_per_ret,105.0,,,,,
player,201309290den,den,HollTr00,kick_ret_td,1,,,,,
player,201309290den,den,HollTr00,kick_ret_long,105,,,,,
player,201309290den,den,HollTr00,punt_ret,2,,,,,
player,201309290den,den,HollTr00,punt_ret_yds,0,,,,,
player,201309290den,den,HollTr00,punt_ret_yds_per_ret,0.0,,,,,
player,201309290den,den,HollTr00,punt_ret_td,0,,,,,
player,201309290den,den,HollTr00,punt_ret_long,0,,,,,
player,201309290den,phi,HeneAl00,xpm,2,,,,,
player,201309290den,phi,HeneAl00,xpa,2,,,,,
player,201309290den,phi,HeneAl00,fgm,2,,,,,
player,201309290den,phi,HeneAl00,fga,3,,,,,
player,201309290den,phi,HeneAl00,punt,0,,,,,
player,201309290den,phi,HeneAl00,punt_yds,0,,,,,
player,201309290den,phi,HeneAl00,punt_yds_per_punt,,,,,,
player,201309290den,phi,HeneAl00,punt_long,0,,,,,
player,201309290den,phi,JoneDo21,xpm,,,,,,
player,201309290den,phi,JoneDo21,xpa,,,,,,
player,201309290den,phi,JoneDo21,fgm,,,,,,
player,201309290den,phi,JoneDo21,fga,,,,,,
player,201309290den,phi,JoneDo21,punt,4,,,,,
player,201309290den,phi,JoneDo21,punt_yds,191,,,,,
player,201309290den,phi,JoneDo21,punt_yds_per_punt,47.8,,,,,
player,201309290den,phi,JoneDo21,punt_long,54,,,,,
player,201309290den,den,PratMa20,xpm,7,,,,,
player,201309290den,den,PratMa20,xpa,7,,,,,
player,201309290den,den,PratMa20,fgm,1,,,,,
player,201309290den,den,PratMa20,fga,1,,,,,
player,201309290den,den,PratMa20,punt,0,,,,,
player,201309290den,den,PratMa20,punt_yds,0,,,,,
player,201309290den,den,PratMa20,punt_yds_per_punt,,,,,,
player,201309290den,den,PratMa20,punt_long,0,,,,,
player,201309290den,den,ColqBr00,xpm,,,,,,
player,201309290den,den,ColqBr00,xpa,,,,,,
player,201309290den,den,ColqBr00,fgm,,,,,,
player,201309290den,den,ColqBr00,fga,,,,,,
player,201309290den,den,ColqBr00,punt,2,,,,,
player,201309290den,den,ColqBr00,punt_yds,92,,,,,
player,201309290den,den,ColqBr00,punt_yds_per_punt,46.0,,,,,
player,201309290den,den,ColqBr00,punt_long,60,,,,,
player,201309290den,den,ClarCh21,pos,T,,,,,
player,201309290den,den,ClarCh21,offense,73,,,,,
player,201309290den,den,ClarCh21,off_pct,100%,,,,,
player,201309290den,den,ClarCh21,defense,0,,,,,
player,201309290den,den,ClarCh21,def_pct,0%,,,,,
player,201309290den,den,ClarCh21,special_teams,8,,,,,
player,201309290den,den,ClarCh21,st_pct,24%,,,,,
player,201309290den,den,FranOr00,pos,T,,,,,
player,201309290den,den,FranOr00,offense,73,,,,,
player,201309290den,den,FranOr00,off_pct,100%,,,,,
player,201309290den,den,FranOr00,defense,0,,,,,
player,201309290den,den,FranOr00,def_pct,0%,,,,,
player,201309290den,den,FranOr00,special_teams,8,,,,,
player,201309290den,den,FranOr00,st_pct,24%,,,,,
player,201309290den,den,VasqLo20,pos,G,,,,,
player,201309290den,den,VasqLo20,offense,73,,,,,
player,201309290den,den,VasqLo20,off_pct,100%,,,,,
player,201309290den,den,VasqLo20,defense,0,,,,,
player,201309290den,den,VasqLo20,def_pct,0%,,,,,
player,201309290den,den,VasqLo20,special_teams,8,,,,,
player,201309290den,den,VasqLo20,st_pct,24%,,,,,
player,201309290den,den,BeadZa20,pos,G,,,,,
player,201309290den,den,BeadZa20,offense,64,,,,,
player,201309290den,den,BeadZa20,off_pct,88%,,,,,
player,201309290den,den,BeadZa20,defense,0,,,,,
player,201309290den,den,BeadZa20,def_pct,0%,,,,,
player,201309290den,den,BeadZa20,special_teams,8,,,,,
player,201309290den,den,BeadZa20,st_pct,24%,,,,,
player,201309290den,den,RamiMa20,pos,C,,,,,
player,201309290den,den,RamiMa20,offense,64,,,,,
player,201309290den,den,RamiMa20,off_pct,88%,,,,,
player,201309290den,den,RamiMa20,defense,0,,,,,
player,201309290den,den,RamiMa20,def_pct,0%,,,,,
player,201309290den,den,RamiMa20,special_teams,0,,,,,
player,201309290den,den,RamiMa20,st_pct,0%,,,,,
player,201309290den,den,ThomDe03,pos,WR,,,,,
player,201309290den,den,ThomDe03,offense,61,,,,,
player,201309290den,den,ThomDe03,off_pct,84%,,,,,
player,201309290den,den,ThomDe03,defense,0,,,,,
player,201309290den,den,ThomDe03,def_pct,0%,,,,,
player,201309290den,den,ThomDe03,special_teams,1,,,,,
player,201309290den,den,ThomDe03,st_pct,3%,,,,,
player,201309290den,den,ThomJu00,pos,TE,,,,,
player,201309290den,den,ThomJu00,offense,59,,,,,
player,201309290den,den,ThomJu00,off_pct,81%,,,,,
player,201309290den,den,ThomJu00,defense,0,,,,,
player,201309290den,den,ThomJu00,def_pct,0%,,,,,
player,201309290den,den,ThomJu00,special_teams,0,,,,,
player,201309290den,den,ThomJu00,st_pct,0%,,,,,
player,201309290den,den,MannPe00,pos,QB,,,,,
player,201309290den,den,MannPe00,offense,57,,,,,
player,201309290den,den,MannPe00,off_pct,78%,,,,,
player,201309290den,den,MannPe00,defense,0,,,,,
player,201309290den,den,MannPe00,def_pct,0%,,,,,
player,201309290den,den,MannPe00,special_teams,0,,,,,
player,201309290den,den,MannPe00,st_pct,0%,,,,,
player,201309290den,den,DeckEr00,pos,WR,,,,,
player,201309290den,den,DeckEr00,offense,55,,,,,
player,201309290den,den,DeckEr00,off_pct,75%,,,,,
player,201309290den,den,DeckEr00,defense,0,,,,,
player,201309290den,den,DeckEr00,def_pct,0%,,,,,
player,201309290den,den,DeckEr00,special_teams,0,,,,,
player,201309290den,den,DeckEr00,st_pct,0%,,,,,
player,201309290den,den,WelkWe00,pos,WR,,,,,
player,201309290den,den,WelkWe00,offense,47,,,,,
player,201309290den,den,WelkWe00,off_pct,64%,,,,,
player,201309290den,den,WelkWe00,defense,0,,,,,
player,201309290den,den,WelkWe00,def_pct,0%,,,,,
player,201309290den,den,WelkWe00,special_teams,0,,,,,
player,201309290den,den,WelkWe00,st_pct,0%,,,,,
player,201309290den,den,HillRo00,pos,RB,,,,,
player,201309290den,den,HillRo00,offense,30,,,,,
player,201309290den,den,HillRo00,off_pct,41%,,,,,
player,201309290den,den,HillRo00,defense,0,,,,,
player,201309290den,den,HillRo00,def_pct,0%,,,,,
player,201309290den,den,HillRo00,special_teams,0,,,,,
player,201309290den,den,HillRo00,st_pct,0%,,,,,
player,201309290den,den,MoreKn00,pos,RB,,,,,
player,201309290den,den,MoreKn00,offense,29,,,,,
player,201309290den,den,MoreKn00,off_pct,40%,,,,,
player,201309290den,den,MoreKn00,defense,0,,,,,
player,201309290den,den,MoreKn00,def_pct,0%,,,,,
player,201309290den,den,MoreKn00,special_teams,0,,,,,
player,201309290den,den,MoreKn00,st_pct,0%,,,,,
player,201309290den,den,GreeVi00,pos,TE,,,,,
player,201309290den,den,GreeVi00,offense,26,,,,,
player,201309290den,den,GreeVi00,off_pct,36%,,,,,
player,201309290den,den,GreeVi00,defense,0,,,,,
player,201309290den,den,GreeVi00,def_pct,0%,,,,,
player,201309290den,den,GreeVi00,special_teams,16,,,,,
player,201309290den,den,GreeVi00,st_pct,47%,,,,,
player,201309290den,den,CaldAn00,pos,WR,,,,,
player,201309290den,den,CaldAn00,offense,24,,,,,
player,201309290den,den,CaldAn00,off_pct,33%,,,,,
player,201309290den,den,CaldAn00,defense,0,,,,,
player,201309290den,den,CaldAn00,def_pct,0%,,,,,
player,201309290den,den,CaldAn00,special_teams,6,,,,,
player,201309290den,den,CaldAn00,st_pct,18%,,,,,
player,201309290den,den,DreeJo00,pos,TE,,,,,
player,201309290den,den,DreeJo00,offense,17,,,,,
player,201309290den,den,DreeJo00,off_pct,23%,,,,,
player,201309290den,den,DreeJo00,defense,0,,,,,
player,201309290den,den,DreeJo00,def_pct,0%,,,,,
player,201309290den,den,DreeJo00,special_teams,18,,,,,
player,201309290den,den,DreeJo00,st_pct,53%,,,,,
player,201309290den,den,OsweBr00,pos,QB,,,,,
player,201309290den,den,OsweBr00,offense,16,,,,,
player,201309290den,den,OsweBr00,off_pct,22%,,,,,
player,201309290den,den,OsweBr00,defense,0,,,,,
player,201309290den,den,OsweBr00,def_pct,0%,,,,,
player,201309290den,den,OsweBr00,special_teams,0,,,,,
player,201309290den,den,OsweBr00,st_pct,0%,,,,,
player,201309290den,den,BallMo00,pos,RB,,,,,
player,201309290den,den,BallMo00,offense,14,,,,,
player,201309290den,den,BallMo00,off_pct,19%,,,,,
player,201309290den,den,BallMo00,defense,0,,,,,
player,201309290den,den,BallMo00,def_pct,0%,,,,,
player,201309290den,den,BallMo00,special_teams,6,,,,,
player,201309290den,den,BallMo00,st_pct,18%,,,,,
player,201309290den,den,VallSt00,pos,C,,,,,
player,201309290den,den,VallSt00,offense,9,,,,,
player,201309290den,den,VallSt00,off_pct,12%,,,,,
player,201309290den,den,VallSt00,defense,0,,,,,
player,201309290den,den,VallSt00,def_pct,0%,,,,,
player,201309290den,den,VallSt00,special_teams,8,,,,,
player,201309290den,den,VallSt00,st_pct,24%,,,,,
player,201309290den,den,MoffJo00,pos,G,,,,,
player,201309290den,den,MoffJo00,offense,9,,,,,
player,201309290den,den,MoffJo00,off_pct,12%,,,,,
player,201309290den,den,MoffJo00,defense,0,,,,,
player,201309290den,den,MoffJo00,def_pct,0%,,,,,
player,201309290den,den,MoffJo00,special_teams,8,,,,,
player,201309290den,den,MoffJo00,st_pct,24%,,,,,
player,201309290den,den,TammJa00,pos,TE,,,,,
player,201309290den,den,TammJa00,offense,3,,,,,
player,201309290den,den,TammJa00,off_pct,4%,,,,,
player,201309290den,den,TammJa00,defense,0,,,,,
player,201309290den,den,TammJa00,def_pct,0%,,,,,
player,201309290den,den,TammJa00,special_teams,20,,,,,
player,201309290den,den,TammJa00,st_pct,59%,,,,,
player,201309290den,den,MoorRa00,pos,FS,,,,,
player,201309290den,den,MoorRa00,offense,0,,,,,
player,201309290den,den,MoorRa00,off_pct,0%,,,,,
player,201309290den,den,MoorRa00,defense,71,,,,,
player,201309290den,den,MoorRa00,def_pct,100%,,,,,
player,201309290den,den,MoorRa00,special_teams,0,,,,,
player,201309290den,den,MoorRa00,st_pct,0%,,,,,
player,201309290den,den,IhenDu00,pos,SS,,,,,
player,201309290den,den,IhenDu00,offense,0,,,,,
player,201309290den,den,IhenDu00,off_pct,0%,,,,,
player,201309290den,den,IhenDu00,defense,70,,,,,
player,201309290den,den,IhenDu00,def_pct,99%,,,,,
player,201309290den,den,IhenDu00,special_teams,0,,,,,
player,201309290den,den,IhenDu00,st_pct,0%,,,,,
player,201309290den,den,HarrCh01,pos,CB,,,,,
player,201309290den,den,HarrCh01,offense,0,,,,,
player,201309290den,den,HarrCh01,off_pct,0%,,,,,
player,201309290den,den,HarrCh01,defense,70,,,,,
player,201309290den,den,HarrCh01,def_pct,99%,,,,,
player,201309290den,den,HarrCh01,special_teams,0,,,,,
player,201309290den,den,HarrCh01,st_pct,0%,,,,,
player,201309290den,den,WoodWe20,pos,LB,,,,,
player,201309290den,den,WoodWe20,offense,0,,,,,
player,201309290den,den,WoodWe20,off_pct,0%,,,,,
player,201309290den,den,WoodWe20,defense,67,,,,,
player,201309290den,den,WoodWe20,def_pct,94%,,,,,
player,201309290den,den,WoodWe20,special_teams,6,,,,,
player,201309290den,den,WoodWe20,st_pct,18%,,,,,
player,201309290den,den,RodgDo99,pos,CB,,,,,
player,201309290den,den,RodgDo99,offense,0,,,,,
player,201309290den,den,RodgDo99,off_pct,0%,,,,,
player,201309290den,den,RodgDo99,defense,65,,,,,
player,201309290den,den,RodgDo99,def_pct,92%,,,,,
player,201309290den,den,RodgDo99,special_teams,3,,,,,
player,201309290den,den,RodgDo99,st_pct,9%,,,,,
player,201309290den,den,CartTo99,pos,CB,,,,,
player,201309290den,den,CartTo99,offense,0,,,,,
player,201309290den,den,CartTo99,off_pct,0%,,,,,
player,201309290den,den,CartTo99,defense,63,,,,,
player,201309290den,den,CartTo99,def_pct,89%,,,,,
player,201309290den,den,CartTo99,special_teams,0,,,,,
player,201309290den,den,CartTo99,st_pct,0%,,,,,
player,201309290den,den,TrevDa00,pos,LB,,,,,
player,201309290den,den,TrevDa00,offense,0,,,,,
player,201309290den,den,TrevDa00,off_pct,0%,,,,,
player,201309290den,den,TrevDa00,defense,57,,,,,
player,201309290den,den,TrevDa00,def_pct,80%,,,,,
player,201309290den,den,TrevDa00,special_teams,3,,,,,
player,201309290den,den,TrevDa00,st_pct,9%,,,,,
player,201309290den,den,WolfDe00,pos,DE,,,,,
player,201309290den,den,WolfDe00,offense,0,,,,,
player,201309290den,den,WolfDe00,off_pct,0%,,,,,
player,201309290den,den,WolfDe00,defense,48,,,,,
player,201309290den,den,WolfDe00,def_pct,68%,,,,,
player,201309290den,den,WolfDe00,special_teams,5,,,,,
player,201309290den,den,WolfDe00,st_pct,15%,,,,,
player,201309290den,den,PhilSh20,pos,LB,,,,,
player,201309290den,den,PhilSh20,offense,0,,,,,
player,201309290den,den,PhilSh20,off_pct,0%,,,,,
player,201309290den,den,PhilSh20,defense,47,,,,,
player,201309290den,den,PhilSh20,def_pct,66%,,,,,
player,201309290den,den,PhilSh20,special_teams,1,,,,,
player,201309290den,den,PhilSh20,st_pct,3%,,,,,
player,201309290den,den,AyerRo99,pos,DE,,,,,
player,201309290den,den,AyerRo99,offense,0,,,,,
player,201309290den,den,AyerRo99,off_pct,0%,,,,,
player,201309290den,den,AyerRo99,defense,42,,,,,
player,201309290den,den,AyerRo99,def_pct,59%,,,,,
player,201309290den,den,AyerRo99,special_teams,5,,,,,
player,201309290den,den,AyerRo99,st_pct,15%,,,,,
player,201309290den,den,KnigTe99,pos,NT,,,,,
player,201309290den,den,KnigTe99,offense,0,,,,,
player,201309290den,den,KnigTe99,off_pct,0%,,,,,
player,201309290den,den,KnigTe99,defense,40,,,,,
player,201309290den,den,KnigTe99,def_pct,56%,,,,,
player,201309290den,den,KnigTe99,special_teams,10,,,,,
player,201309290den,den,KnigTe99,st_pct,29%,,,,,
player,201309290den,den,VickKe99,pos,DT,,,,,
player,201309290den,den,VickKe99,offense,0,,,,,
player,201309290den,den,VickKe99,off_pct,0%,,,,,
player,201309290den,den,VickKe99,defense,38,,,,,
player,201309290den,den,VickKe99,def_pct,54%,,,,,
player,201309290den,den,VickKe99,special_teams,1,,,,,
player,201309290den,den,VickKe99,st_pct,3%,,,,,
player,201309290den,den,JackMa02,pos,DE,,,,,
player,201309290den,den,JackMa02,offense,0,,,,,
player,201309290den,den,JackMa02,off_pct,0%,,,,,
player,201309290den,den,JackMa02,defense,37,,,,,
player,201309290den,den,JackMa02,def_pct,52%,,,,,
player,201309290den,den,JackMa02,special_teams,9,,,,,
player,201309290den,den,JackMa02,st_pct,26%,,,,,
player,201309290den,den,UnreMi00,pos,DT,,,,,
player,201309290den,den,UnreMi00,offense,0,,,,,
player,201309290den,den,UnreMi00,off_pct,0%,,,,,
player,201309290den,den,UnreMi00,defense,30,,,,,
player,201309290den,den,UnreMi00,def_pct,42%,,,,,
player,201309290den,den,UnreMi00,special_teams,8,,,,,
player,201309290den,den,UnreMi00,st_pct,24%,,,,,
player,201309290den,den,IrviNa00,pos,LB,,,,,
player,201309290den,den,IrviNa00,offense,0,,,,,
player,201309290den,den,IrviNa00,off_pct,0%,,,,,
player,201309290den,den,IrviNa00,defense,28,,,,,
player,201309290den,den,IrviNa00,def_pct,39%,,,,,
player,201309290den,den,IrviNa00,special_teams,17,,,,,
player,201309290den,den,IrviNa00,st_pct,50%,,,,,
player,201309290den,den,WebsKa00,pos,CB,,,,,
player,201309290den,den,WebsKa00,offense,0,,,,,
player,201309290den,den,WebsKa00,off_pct,0%,,,,,
player,201309290den,den,WebsKa00,defense,4,,,,,
player,201309290den,den,WebsKa00,def_pct,6%,,,,,
player,201309290den,den,WebsKa00,special_teams,23,,,,,
player,201309290den,den,WebsKa00,st_pct,68%,,,,,
player,201309290den,den,RobiAd01,pos,LB,,,,,
player,201309290den,den,RobiAd01,offense,0,,,,,
player,201309290den,den,RobiAd01,off_pct,0%,,,,,
player,201309290den,den,RobiAd01,defense,2,,,,,
player,201309290den,den,RobiAd01,def_pct,3%,,,,,
player,201309290den,den,RobiAd01,special_teams,17,,,,,
player,201309290den,den,RobiAd01,st_pct,50%,,,,,
player,201309290den,den,BrutDa99,pos,FS,,,,,
player,201309290den,den,BrutDa99,offense,0,,,,,
player,201309290den,den,BrutDa99,off_pct,0%,,,,,
player,201309290den,den,BrutDa99,defense,1,,,,,
player,201309290den,den,BrutDa99,def_pct,1%,,,,,
player,201309290den,den,BrutDa99,special_teams,26,,,,,
player,201309290den,den,BrutDa99,st_pct,76%,,,,,
player,201309290den,den,JammQu20,pos,CB,,,,,
player,201309290den,den,JammQu20,offense,0,,,,,
player,201309290den,den,JammQu20,off_pct,0%,,,,,
player,201309290den,den,JammQu20,defense,1,,,,,
player,201309290den,den,JammQu20,def_pct,1%,,,,,
player,201309290den,den,JammQu20,special_teams,16,,,,,
player,201309290den,den,JammQu20,st_pct,47%,,,,,
player,201309290den,den,JohnSt02,pos,LB,,,,,
player,201309290den,den,JohnSt02,offense,0,,,,,
player,201309290den,den,JohnSt02,off_pct,0%,,,,,
player,201309290den,den,JohnSt02,defense,0,,,,,
player,201309290den,den,JohnSt02,def_pct,0%,,,,,
player,201309290den,den,JohnSt02,special_teams,26,,,,,
player,201309290den,den,JohnSt02,st_pct,76%,,,,,
player,201309290den,den,AdamMi21,pos,SS,,,,,
player,201309290den,den,AdamMi21,offense,0,,,,,
player,201309290den,den,AdamMi21,off_pct,0%,,,,,
player,201309290den,den,AdamMi21,defense,0,,,,,
player,201309290den,den,AdamMi21,def_pct,0%,,,,,
player,201309290den,den,AdamMi21,special_teams,21,,,,,
player,201309290den,den,AdamMi21,st_pct,62%,,,,,
player,201309290den,den,PratMa20,pos,K,,,,,
player,201309290den,den,PratMa20,offense,0,,,,,
player,201309290den,den,PratMa20,off_pct,0%,,,,,
player,201309290den,den,PratMa20,defense,0,,,,,
player,201309290den,den,PratMa20,def_pct,0%,,,,,
player,201309290den,den,PratMa20,special_teams,17,,,,,
player,201309290den,den,PratMa20,st_pct,50%,,,,,
player,201309290den,den,BoldOm00,pos,FS,,,,,
player,201309290den,den,BoldOm00,offense,0,,,,,
player,201309290den,den,BoldOm00,off_pct,0%,,,,,
player,201309290den,den,BoldOm00,defense,0,,,,,
player,201309290den,den,BoldOm00,def_pct,0%,,,,,
player,201309290den,den,BoldOm00,special_teams,14,,,,,
player,201309290den,den,BoldOm00,st_pct,41%,,,,,
player,201309290den,den,BrewAa00,pos,LS,,,,,
player,201309290den,den,BrewAa00,offense,0,,,,,
player,201309290den,den,BrewAa00,off_pct,0%,,,,,
player,201309290den,den,BrewAa00,defense,0,,,,,
player,201309290den,den,BrewAa00,def_pct,0%,,,,,
player,201309290den,den,BrewAa00,special_teams,10,,,,,
player,201309290den,den,BrewAa00,st_pct,29%,,,,,
player,201309290den,den,ColqBr00,pos,P,,,,,
player,201309290den,den,ColqBr00,offense,0,,,,,
player,201309290den,den,ColqBr00,off_pct,0%,,,,,
player,201309290den,den,ColqBr00,defense,0,,,,,
player,201309290den,den,ColqBr00,def_pct,0%,,,,,
player,201309290den,den,ColqBr00,special_teams,10,,,,,
player,201309290den,den,ColqBr00,st_pct,29%,,,,,
player,201309290den,den,HollTr00,pos,WR,,,,,
player,201309290den,den,HollTr00,offense,0,,,,,
player,201309290den,den,HollTr00,off_pct,0%,,,,,
player,201309290den,den,HollTr00,defense,0,,,,,
player,201309290den,den,HollTr00,def_pct,0%,,,,,
player,201309290den,den,HollTr00,special_teams,10,,,,,
player,201309290den,den,HollTr00,st_pct,29%,,,,,
player,201309290den,phi,HerrTo20,pos,G,,,,,
player,201309290den,phi,HerrTo20,offense,71,,,,,
player,201309290den,phi,HerrTo20,off_pct,100%,,,,,
player,201309290den,phi,HerrTo20,defense,0,,,,,
player,201309290den,phi,HerrTo20,def_pct,0%,,,,,
player,201309290den,phi,HerrTo20,special_teams,5,,,,,
player,201309290den,phi,HerrTo20,st_pct,15%,,,,,
player,201309290den,phi,JohnLa01,pos,T,,,,,
player,201309290den,phi,JohnLa01,offense,71,,,,,
player,201309290den,phi,JohnLa01,off_pct,100%,,,,,
player,201309290den,phi,JohnLa01,defense,0,,,,,
player,201309290den,phi,JohnLa01,def_pct,0%,,,,,
player,201309290den,phi,JohnLa01,special_teams,5,,,,,
player,201309290den,phi,JohnLa01,st_pct,15%,,,,,
player,201309290den,phi,MathEv20,pos,G,,,,,
player,201309290den,phi,MathEv20,offense,71,,,,,
player,201309290den,phi,MathEv20,off_pct,100%,,,,,
player,201309290den,phi,MathEv20,defense,0,,,,,
player,201309290den,phi,MathEv20,def_pct,0%,,,,,
player,201309290den,phi,MathEv20,special_teams,5,,,,,
player,201309290den,phi,MathEv20,st_pct,15%,,,,,
player,201309290den,phi,PeteJa21,pos,T,,,,,
player,201309290den,phi,PeteJa21,offense,71,,,,,
player,201309290den,phi,PeteJa21,off_pct,100%,,,,,
player,201309290den,phi,PeteJa21,defense,0,,,,,
player,201309290den,phi,PeteJa21,def_pct,0%,,,,,
player,201309290den,phi,PeteJa21,special_teams,0,,,,,
player,201309290den,phi,PeteJa21,st_pct,0%,,,,,
player,201309290den,phi,KelcJa00,pos,C,,,,,
player,201309290den,phi,KelcJa00,offense,71,,,,,
player,201309290den,phi,KelcJa00,off_pct,100%,,,,,
player,201309290den,phi,KelcJa00,defense,0,,,,,
player,201309290den,phi,KelcJa00,def_pct,0%,,,,,
player,201309290den,phi,KelcJa00,special_teams,0,,,,,
player,201309290den,phi,KelcJa00,st_pct,0%,,,,,
player,201309290den,phi,VickMi00,pos,QB,,,,,
player,201309290den,phi,VickMi00,offense,64,,,,,
player,201309290den,phi,VickMi00,off_pct,90%,,,,,
player,201309290den,phi,VickMi00,defense,0,,,,,
player,201309290den,phi,VickMi00,def_pct,0%,,,,,
player,201309290den,phi,VickMi00,special_teams,0,,,,,
player,201309290den,phi,VickMi00,st_pct,0%,,,,,
player,201309290den,phi,JackDe00,pos,WR,,,,,
player,201309290den,phi,JackDe00,offense,60,,,,,
player,201309290den,phi,JackDe00,off_pct,85%,,,,,
player,201309290den,phi,JackDe00,defense,0,,,,,
player,201309290den,phi,JackDe00,def_pct,0%,,,,,
player,201309290den,phi,JackDe00,special_teams,0,,,,,
player,201309290den,phi,JackDe00,st_pct,0%,,,,,
player,201309290den,phi,CoopRi00,pos,WR,,,,,
player,201309290den,phi,CoopRi00,offense,59,,,,,
player,201309290den,phi,CoopRi00,off_pct,83%,,,,,
player,201309290den,phi,CoopRi00,defense,0,,,,,
player,201309290den,phi,CoopRi00,def_pct,0%,,,,,
player,201309290den,phi,CoopRi00,special_teams,0,,,,,
player,201309290den,phi,CoopRi00,st_pct,0%,,,,,
player,201309290den,phi,CeleBr00,pos,TE,,,,,
player,201309290den,phi,CeleBr00,offense,51,,,,,
player,201309290den,phi,CeleBr00,off_pct,72%,,,,,
player,201309290den,phi,CeleBr00,defense,0,,,,,
player,201309290den,phi,CeleBr00,def_pct,0%,,,,,
player,201309290den,phi,CeleBr00,special_teams,0,,,,,
player,201309290den,phi,CeleBr00,st_pct,0%,,,,,
player,201309290den,phi,AvanJa00,pos,WR,,,,,
player,201309290den,phi,AvanJa00,offense,51,,,,,
