game,2013,8,20131027,201310270den,was,"Washington Redskins",21,den,"Denver Broncos",45
player,201310270den,den,GreeVi00,pass_cmp,0,,,,,
player,201310270den,den,GreeVi00,pass_att,0,,,,,
player,201310270den,den,GreeVi00,pass_yds,0,,,,,
player,201310270den,den,GreeVi00,pass_td,0,,,,,
player,201310270den,den,GreeVi00,pass_int,0,,,,,
player,201310270den,den,GreeVi00,pass_sacked,0,,,,,
player,201310270den,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201310270den,den,GreeVi00,pass_long,0,,,,,
player,201310270den,den,GreeVi00,pass_rating,,,,,,
player,201310270den,den,GreeVi00,rush_att,0,,,,,
player,201310270den,den,GreeVi00,rush_yds,0,,,,,
player,201310270den,den,GreeVi00,rush_td,0,,,,,
player,201310270den,den,GreeVi00,rush_long,0,,,,,
player,201310270den,den,GreeVi00,targets,1,,,,,
player,201310270den,den,GreeVi00,rec,0,,,,,
player,201310270den,den,GreeVi00,rec_yds,0,,,,,
player,201310270den,den,GreeVi00,rec_td,0,,,,,
player,201310270den,den,GreeVi00,rec_long,0,,,,,
player,201310270den,den,GreeVi00,fumbles,0,,,,,
player,201310270den,den,GreeVi00,fumbles_lost,0,,,,,
player,201310270den,was,HallDe99,def_int,2,,,,,
player,201310270den,was,HallDe99,def_int_yds,26,,,,,
player,201310270den,was,HallDe99,def_int_td,1,,,,,
player,201310270den,was,HallDe99,def_int_long,26,,,,,
player,201310270den,was,HallDe99,pass_defended,3,,,,,
player,201310270den,was,HallDe99,sacks,0.0,,,,,
player,201310270den,was,HallDe99,tackles_combined,4,,,,,
player,201310270den,was,HallDe99,tackles_solo,4,,,,,
player,201310270den,was,HallDe99,tackles_assists,0,,,,,
player,201310270den,was,HallDe99,tackles_loss,0,,,,,
player,201310270den,was,HallDe99,qb_hits,0,,,,,
player,201310270den,was,HallDe99,fumbles_rec,0,,,,,
player,201310270den,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201310270den,was,HallDe99,fumbles_rec_td,0,,,,,
player,201310270den,was,HallDe99,fumbles_forced,0,,,,,
player,201310270den,was,PughJo99,def_int,1,,,,,
player,201310270den,was,PughJo99,def_int_yds,16,,,,,
player,201310270den,was,PughJo99,def_int_td,0,,,,,
player,201310270den,was,PughJo99,def_int_long,16,,,,,
player,201310270den,was,PughJo99,pass_defended,1,,,,,
player,201310270den,was,PughJo99,sacks,0.0,,,,,
player,201310270den,was,PughJo99,tackles_combined,1,,,,,
player,201310270den,was,PughJo99,tackles_solo,1,,,,,
player,201310270den,was,PughJo99,tackles_assists,0,,,,,
player,201310270den,was,PughJo99,tackles_loss,0,,,,,
player,201310270den,was,PughJo99,qb_hits,0,,,,,
player,201310270den,was,PughJo99,fumbles_rec,0,,,,,
player,201310270den,was,PughJo99,fumbles_rec_yds,0,,,,,
player,201310270den,was,PughJo99,fumbles_rec_td,0,,,,,
player,201310270den,was,PughJo99,fumbles_forced,0,,,,,
player,201310270den,was,JackRo99,def_int,0,,,,,
player,201310270den,was,JackRo99,def_int_yds,0,,,,,
player,201310270den,was,JackRo99,def_int_td,0,,,,,
player,201310270den,was,JackRo99,def_int_long,0,,,,,
player,201310270den,was,JackRo99,pass_defended,0,,,,,
player,201310270den,was,JackRo99,sacks,1.0,,,,,
player,201310270den,was,JackRo99,tackles_combined,3,,,,,
player,201310270den,was,JackRo99,tackles_solo,2,,,,,
player,201310270den,was,JackRo99,tackles_assists,1,,,,,
player,201310270den,was,JackRo99,tackles_loss,1,,,,,
player,201310270den,was,JackRo99,qb_hits,1,,,,,
player,201310270den,was,JackRo99,fumbles_rec,0,,,,,
player,201310270den,was,JackRo99,fumbles_rec_yds,0,,,,,
player,201310270den,was,JackRo99,fumbles_rec_td,0,,,,,
player,201310270den,was,JackRo99,fumbles_forced,0,,,,,
player,201310270den,was,KerrRy00,def_int,0,,,,,
player,201310270den,was,KerrRy00,def_int_yds,0,,,,,
player,201310270den,was,KerrRy00,def_int_td,0,,,,,
player,201310270den,was,KerrRy00,def_int_long,0,,,,,
player,201310270den,was,KerrRy00,pass_defended,0,,,,,
player,201310270den,was,KerrRy00,sacks,1.0,,,,,
player,201310270den,was,KerrRy00,tackles_combined,2,,,,,
player,201310270den,was,KerrRy00,tackles_solo,2,,,,,
player,201310270den,was,KerrRy00,tackles_assists,0,,,,,
player,201310270den,was,KerrRy00,tackles_loss,0,,,,,
player,201310270den,was,KerrRy00,qb_hits,0,,,,,
player,201310270den,was,KerrRy00,fumbles_rec,0,,,,,
player,201310270den,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201310270den,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201310270den,was,KerrRy00,fumbles_forced,1,,,,,
player,201310270den,was,RilePe00,def_int,0,,,,,
player,201310270den,was,RilePe00,def_int_yds,0,,,,,
player,201310270den,was,RilePe00,def_int_td,0,,,,,
player,201310270den,was,RilePe00,def_int_long,0,,,,,
player,201310270den,was,RilePe00,pass_defended,0,,,,,
player,201310270den,was,RilePe00,sacks,0.0,,,,,
player,201310270den,was,RilePe00,tackles_combined,11,,,,,
player,201310270den,was,RilePe00,tackles_solo,10,,,,,
player,201310270den,was,RilePe00,tackles_assists,1,,,,,
player,201310270den,was,RilePe00,tackles_loss,0,,,,,
player,201310270den,was,RilePe00,qb_hits,0,,,,,
player,201310270den,was,RilePe00,fumbles_rec,0,,,,,
player,201310270den,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201310270den,was,RilePe00,fumbles_rec_td,0,,,,,
player,201310270den,was,RilePe00,fumbles_forced,0,,,,,
player,201310270den,was,RambBa00,def_int,0,,,,,
player,201310270den,was,RambBa00,def_int_yds,0,,,,,
player,201310270den,was,RambBa00,def_int_td,0,,,,,
player,201310270den,was,RambBa00,def_int_long,0,,,,,
player,201310270den,was,RambBa00,pass_defended,0,,,,,
player,201310270den,was,RambBa00,sacks,0.0,,,,,
player,201310270den,was,RambBa00,tackles_combined,9,,,,,
player,201310270den,was,RambBa00,tackles_solo,8,,,,,
player,201310270den,was,RambBa00,tackles_assists,1,,,,,
player,201310270den,was,RambBa00,tackles_loss,1,,,,,
player,201310270den,was,RambBa00,qb_hits,0,,,,,
player,201310270den,was,RambBa00,fumbles_rec,0,,,,,
player,201310270den,was,RambBa00,fumbles_rec_yds,0,,,,,
player,201310270den,was,RambBa00,fumbles_rec_td,0,,,,,
player,201310270den,was,RambBa00,fumbles_forced,0,,,,,
player,201310270den,was,FletLo20,def_int,0,,,,,
player,201310270den,was,FletLo20,def_int_yds,0,,,,,
player,201310270den,was,FletLo20,def_int_td,0,,,,,
player,201310270den,was,FletLo20,def_int_long,0,,,,,
player,201310270den,was,FletLo20,pass_defended,0,,,,,
player,201310270den,was,FletLo20,sacks,0.0,,,,,
player,201310270den,was,FletLo20,tackles_combined,6,,,,,
player,201310270den,was,FletLo20,tackles_solo,5,,,,,
player,201310270den,was,FletLo20,tackles_assists,1,,,,,
player,201310270den,was,FletLo20,tackles_loss,0,,,,,
player,201310270den,was,FletLo20,qb_hits,0,,,,,
player,201310270den,was,FletLo20,fumbles_rec,0,,,,,
player,201310270den,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201310270den,was,FletLo20,fumbles_rec_td,0,,,,,
player,201310270den,was,FletLo20,fumbles_forced,0,,,,,
player,201310270den,was,WilsJo99,def_int,0,,,,,
player,201310270den,was,WilsJo99,def_int_yds,0,,,,,
player,201310270den,was,WilsJo99,def_int_td,0,,,,,
player,201310270den,was,WilsJo99,def_int_long,0,,,,,
player,201310270den,was,WilsJo99,pass_defended,1,,,,,
player,201310270den,was,WilsJo99,sacks,0.0,,,,,
player,201310270den,was,WilsJo99,tackles_combined,6,,,,,
player,201310270den,was,WilsJo99,tackles_solo,6,,,,,
player,201310270den,was,WilsJo99,tackles_assists,0,,,,,
player,201310270den,was,WilsJo99,tackles_loss,0,,,,,
player,201310270den,was,WilsJo99,qb_hits,0,,,,,
player,201310270den,was,WilsJo99,fumbles_rec,0,,,,,
player,201310270den,was,WilsJo99,fumbles_rec_yds,0,,,,,
player,201310270den,was,WilsJo99,fumbles_rec_td,0,,,,,
player,201310270den,was,WilsJo99,fumbles_forced,0,,,,,
player,201310270den,was,AmerDa00,def_int,0,,,,,
player,201310270den,was,AmerDa00,def_int_yds,0,,,,,
player,201310270den,was,AmerDa00,def_int_td,0,,,,,
player,201310270den,was,AmerDa00,def_int_long,0,,,,,
player,201310270den,was,AmerDa00,pass_defended,0,,,,,
player,201310270den,was,AmerDa00,sacks,0.0,,,,,
player,201310270den,was,AmerDa00,tackles_combined,4,,,,,
player,201310270den,was,AmerDa00,tackles_solo,4,,,,,
player,201310270den,was,AmerDa00,tackles_assists,0,,,,,
player,201310270den,was,AmerDa00,tackles_loss,0,,,,,
player,201310270den,was,AmerDa00,qb_hits,0,,,,,
player,201310270den,was,AmerDa00,fumbles_rec,0,,,,,
player,201310270den,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201310270den,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201310270den,was,AmerDa00,fumbles_forced,0,,,,,
player,201310270den,was,BiggE.99,def_int,0,,,,,
player,201310270den,was,BiggE.99,def_int_yds,0,,,,,
player,201310270den,was,BiggE.99,def_int_td,0,,,,,
player,201310270den,was,BiggE.99,def_int_long,0,,,,,
player,201310270den,was,BiggE.99,pass_defended,0,,,,,
player,201310270den,was,BiggE.99,sacks,0.0,,,,,
player,201310270den,was,BiggE.99,tackles_combined,4,,,,,
player,201310270den,was,BiggE.99,tackles_solo,3,,,,,
player,201310270den,was,BiggE.99,tackles_assists,1,,,,,
player,201310270den,was,BiggE.99,tackles_loss,0,,,,,
player,201310270den,was,BiggE.99,qb_hits,0,,,,,
player,201310270den,was,BiggE.99,fumbles_rec,0,,,,,
player,201310270den,was,BiggE.99,fumbles_rec_yds,0,,,,,
player,201310270den,was,BiggE.99,fumbles_rec_td,0,,,,,
player,201310270den,was,BiggE.99,fumbles_forced,0,,,,,
player,201310270den,was,BoweSt20,def_int,0,,,,,
player,201310270den,was,BoweSt20,def_int_yds,0,,,,,
player,201310270den,was,BoweSt20,def_int_td,0,,,,,
player,201310270den,was,BoweSt20,def_int_long,0,,,,,
player,201310270den,was,BoweSt20,pass_defended,0,,,,,
player,201310270den,was,BoweSt20,sacks,0.0,,,,,
player,201310270den,was,BoweSt20,tackles_combined,3,,,,,
player,201310270den,was,BoweSt20,tackles_solo,3,,,,,
player,201310270den,was,BoweSt20,tackles_assists,0,,,,,
player,201310270den,was,BoweSt20,tackles_loss,1,,,,,
player,201310270den,was,BoweSt20,qb_hits,0,,,,,
player,201310270den,was,BoweSt20,fumbles_rec,0,,,,,
player,201310270den,was,BoweSt20,fumbles_rec_yds,0,,,,,
player,201310270den,was,BoweSt20,fumbles_rec_td,0,,,,,
player,201310270den,was,BoweSt20,fumbles_forced,0,,,,,
player,201310270den,was,BarnNi20,def_int,0,,,,,
player,201310270den,was,BarnNi20,def_int_yds,0,,,,,
player,201310270den,was,BarnNi20,def_int_td,0,,,,,
player,201310270den,was,BarnNi20,def_int_long,0,,,,,
player,201310270den,was,BarnNi20,pass_defended,0,,,,,
player,201310270den,was,BarnNi20,sacks,0.0,,,,,
player,201310270den,was,BarnNi20,tackles_combined,2,,,,,
player,201310270den,was,BarnNi20,tackles_solo,2,,,,,
player,201310270den,was,BarnNi20,tackles_assists,0,,,,,
player,201310270den,was,BarnNi20,tackles_loss,0,,,,,
player,201310270den,was,BarnNi20,qb_hits,0,,,,,
player,201310270den,was,BarnNi20,fumbles_rec,0,,,,,
player,201310270den,was,BarnNi20,fumbles_rec_yds,0,,,,,
player,201310270den,was,BarnNi20,fumbles_rec_td,0,,,,,
player,201310270den,was,BarnNi20,fumbles_forced,0,,,,,
player,201310270den,was,GolsKe20,def_int,0,,,,,
player,201310270den,was,GolsKe20,def_int_yds,0,,,,,
player,201310270den,was,GolsKe20,def_int_td,0,,,,,
player,201310270den,was,GolsKe20,def_int_long,0,,,,,
player,201310270den,was,GolsKe20,pass_defended,0,,,,,
player,201310270den,was,GolsKe20,sacks,0.0,,,,,
player,201310270den,was,GolsKe20,tackles_combined,2,,,,,
player,201310270den,was,GolsKe20,tackles_solo,1,,,,,
player,201310270den,was,GolsKe20,tackles_assists,1,,,,,
player,201310270den,was,GolsKe20,tackles_loss,0,,,,,
player,201310270den,was,GolsKe20,qb_hits,0,,,,,
player,201310270den,was,GolsKe20,fumbles_rec,0,,,,,
player,201310270den,was,GolsKe20,fumbles_rec_yds,0,,,,,
player,201310270den,was,GolsKe20,fumbles_rec_td,0,,,,,
player,201310270den,was,GolsKe20,fumbles_forced,0,,,,,
player,201310270den,was,TappDa20,def_int,0,,,,,
player,201310270den,was,TappDa20,def_int_yds,0,,,,,
player,201310270den,was,TappDa20,def_int_td,0,,,,,
player,201310270den,was,TappDa20,def_int_long,0,,,,,
player,201310270den,was,TappDa20,pass_defended,0,,,,,
player,201310270den,was,TappDa20,sacks,0.0,,,,,
player,201310270den,was,TappDa20,tackles_combined,2,,,,,
player,201310270den,was,TappDa20,tackles_solo,2,,,,,
player,201310270den,was,TappDa20,tackles_assists,0,,,,,
player,201310270den,was,TappDa20,tackles_loss,0,,,,,
player,201310270den,was,TappDa20,qb_hits,0,,,,,
player,201310270den,was,TappDa20,fumbles_rec,0,,,,,
player,201310270den,was,TappDa20,fumbles_rec_yds,0,,,,,
player,201310270den,was,TappDa20,fumbles_rec_td,0,,,,,
player,201310270den,was,TappDa20,fumbles_forced,0,,,,,
player,201310270den,was,BakeCh99,def_int,0,,,,,
player,201310270den,was,BakeCh99,def_int_yds,0,,,,,
player,201310270den,was,BakeCh99,def_int_td,0,,,,,
player,201310270den,was,BakeCh99,def_int_long,0,,,,,
player,201310270den,was,BakeCh99,pass_defended,0,,,,,
player,201310270den,was,BakeCh99,sacks,0.0,,,,,
player,201310270den,was,BakeCh99,tackles_combined,1,,,,,
player,201310270den,was,BakeCh99,tackles_solo,1,,,,,
player,201310270den,was,BakeCh99,tackles_assists,0,,,,,
player,201310270den,was,BakeCh99,tackles_loss,0,,,,,
player,201310270den,was,BakeCh99,qb_hits,0,,,,,
player,201310270den,was,BakeCh99,fumbles_rec,0,,,,,
player,201310270den,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201310270den,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201310270den,was,BakeCh99,fumbles_forced,0,,,,,
player,201310270den,was,GumbJo00,def_int,0,,,,,
player,201310270den,was,GumbJo00,def_int_yds,0,,,,,
player,201310270den,was,GumbJo00,def_int_td,0,,,,,
player,201310270den,was,GumbJo00,def_int_long,0,,,,,
player,201310270den,was,GumbJo00,pass_defended,0,,,,,
player,201310270den,was,GumbJo00,sacks,0.0,,,,,
player,201310270den,was,GumbJo00,tackles_combined,1,,,,,
player,201310270den,was,GumbJo00,tackles_solo,1,,,,,
player,201310270den,was,GumbJo00,tackles_assists,0,,,,,
player,201310270den,was,GumbJo00,tackles_loss,0,,,,,
player,201310270den,was,GumbJo00,qb_hits,0,,,,,
player,201310270den,was,GumbJo00,fumbles_rec,0,,,,,
player,201310270den,was,GumbJo00,fumbles_rec_yds,0,,,,,
player,201310270den,was,GumbJo00,fumbles_rec_td,0,,,,,
player,201310270den,was,GumbJo00,fumbles_forced,0,,,,,
player,201310270den,was,JenkJa01,def_int,0,,,,,
player,201310270den,was,JenkJa01,def_int_yds,0,,,,,
player,201310270den,was,JenkJa01,def_int_td,0,,,,,
player,201310270den,was,JenkJa01,def_int_long,0,,,,,
player,201310270den,was,JenkJa01,pass_defended,0,,,,,
player,201310270den,was,JenkJa01,sacks,0.0,,,,,
player,201310270den,was,JenkJa01,tackles_combined,1,,,,,
player,201310270den,was,JenkJa01,tackles_solo,1,,,,,
player,201310270den,was,JenkJa01,tackles_assists,0,,,,,
player,201310270den,was,JenkJa01,tackles_loss,0,,,,,
player,201310270den,was,JenkJa01,qb_hits,0,,,,,
player,201310270den,was,JenkJa01,fumbles_rec,0,,,,,
player,201310270den,was,JenkJa01,fumbles_rec_yds,0,,,,,
player,201310270den,was,JenkJa01,fumbles_rec_td,0,,,,,
player,201310270den,was,JenkJa01,fumbles_forced,0,,,,,
player,201310270den,was,OrakBr99,def_int,0,,,,,
player,201310270den,was,OrakBr99,def_int_yds,0,,,,,
player,201310270den,was,OrakBr99,def_int_td,0,,,,,
player,201310270den,was,OrakBr99,def_int_long,0,,,,,
player,201310270den,was,OrakBr99,pass_defended,1,,,,,
player,201310270den,was,OrakBr99,sacks,0.0,,,,,
player,201310270den,was,OrakBr99,tackles_combined,0,,,,,
player,201310270den,was,OrakBr99,tackles_solo,0,,,,,
player,201310270den,was,OrakBr99,tackles_assists,0,,,,,
player,201310270den,was,OrakBr99,tackles_loss,0,,,,,
player,201310270den,was,OrakBr99,qb_hits,0,,,,,
player,201310270den,was,OrakBr99,fumbles_rec,1,,,,,
player,201310270den,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201310270den,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201310270den,was,OrakBr99,fumbles_forced,0,,,,,
player,201310270den,den,MoorRa00,def_int,1,,,,,
player,201310270den,den,MoorRa00,def_int_yds,18,,,,,
player,201310270den,den,MoorRa00,def_int_td,0,,,,,
player,201310270den,den,MoorRa00,def_int_long,18,,,,,
player,201310270den,den,MoorRa00,pass_defended,1,,,,,
player,201310270den,den,MoorRa00,sacks,0.0,,,,,
player,201310270den,den,MoorRa00,tackles_combined,6,,,,,
player,201310270den,den,MoorRa00,tackles_solo,6,,,,,
player,201310270den,den,MoorRa00,tackles_assists,0,,,,,
player,201310270den,den,MoorRa00,tackles_loss,0,,,,,
player,201310270den,den,MoorRa00,qb_hits,0,,,,,
player,201310270den,den,MoorRa00,fumbles_rec,0,,,,,
player,201310270den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201310270den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201310270den,den,MoorRa00,fumbles_forced,0,,,,,
player,201310270den,den,RodgDo99,def_int,1,,,,,
player,201310270den,den,RodgDo99,def_int_yds,75,,,,,
player,201310270den,den,RodgDo99,def_int_td,1,,,,,
player,201310270den,den,RodgDo99,def_int_long,75,,,,,
player,201310270den,den,RodgDo99,pass_defended,3,,,,,
player,201310270den,den,RodgDo99,sacks,0.0,,,,,
player,201310270den,den,RodgDo99,tackles_combined,5,,,,,
player,201310270den,den,RodgDo99,tackles_solo,4,,,,,
player,201310270den,den,RodgDo99,tackles_assists,1,,,,,
player,201310270den,den,RodgDo99,tackles_loss,1,,,,,
player,201310270den,den,RodgDo99,qb_hits,0,,,,,
player,201310270den,den,RodgDo99,fumbles_rec,0,,,,,
player,201310270den,den,RodgDo99,fumbles_rec_yds,0,,,,,
player,201310270den,den,RodgDo99,fumbles_rec_td,0,,,,,
player,201310270den,den,RodgDo99,fumbles_forced,0,,,,,
player,201310270den,den,HarrCh01,def_int,1,,,,,
player,201310270den,den,HarrCh01,def_int_yds,1,,,,,
player,201310270den,den,HarrCh01,def_int_td,0,,,,,
player,201310270den,den,HarrCh01,def_int_long,1,,,,,
player,201310270den,den,HarrCh01,pass_defended,2,,,,,
player,201310270den,den,HarrCh01,sacks,0.0,,,,,
player,201310270den,den,HarrCh01,tackles_combined,3,,,,,
player,201310270den,den,HarrCh01,tackles_solo,3,,,,,
player,201310270den,den,HarrCh01,tackles_assists,0,,,,,
player,201310270den,den,HarrCh01,tackles_loss,0,,,,,
player,201310270den,den,HarrCh01,qb_hits,0,,,,,
player,201310270den,den,HarrCh01,fumbles_rec,0,,,,,
player,201310270den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201310270den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201310270den,den,HarrCh01,fumbles_forced,0,,,,,
player,201310270den,den,PhilSh20,def_int,1,,,,,
player,201310270den,den,PhilSh20,def_int_yds,3,,,,,
player,201310270den,den,PhilSh20,def_int_td,0,,,,,
player,201310270den,den,PhilSh20,def_int_long,3,,,,,
player,201310270den,den,PhilSh20,pass_defended,1,,,,,
player,201310270den,den,PhilSh20,sacks,0.0,,,,,
player,201310270den,den,PhilSh20,tackles_combined,1,,,,,
player,201310270den,den,PhilSh20,tackles_solo,0,,,,,
player,201310270den,den,PhilSh20,tackles_assists,1,,,,,
player,201310270den,den,PhilSh20,tackles_loss,0,,,,,
player,201310270den,den,PhilSh20,qb_hits,0,,,,,
player,201310270den,den,PhilSh20,fumbles_rec,0,,,,,
player,201310270den,den,PhilSh20,fumbles_rec_yds,0,,,,,
player,201310270den,den,PhilSh20,fumbles_rec_td,0,,,,,
player,201310270den,den,PhilSh20,fumbles_forced,0,,,,,
player,201310270den,den,MillVo00,def_int,0,,,,,
player,201310270den,den,MillVo00,def_int_yds,0,,,,,
player,201310270den,den,MillVo00,def_int_td,0,,,,,
player,201310270den,den,MillVo00,def_int_long,0,,,,,
player,201310270den,den,MillVo00,pass_defended,0,,,,,
player,201310270den,den,MillVo00,sacks,1.0,,,,,
player,201310270den,den,MillVo00,tackles_combined,5,,,,,
player,201310270den,den,MillVo00,tackles_solo,4,,,,,
player,201310270den,den,MillVo00,tackles_assists,1,,,,,
player,201310270den,den,MillVo00,tackles_loss,1,,,,,
player,201310270den,den,MillVo00,qb_hits,2,,,,,
player,201310270den,den,MillVo00,fumbles_rec,0,,,,,
player,201310270den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201310270den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201310270den,den,MillVo00,fumbles_forced,1,,,,,
player,201310270den,den,KnigTe99,def_int,0,,,,,
player,201310270den,den,KnigTe99,def_int_yds,0,,,,,
player,201310270den,den,KnigTe99,def_int_td,0,,,,,
player,201310270den,den,KnigTe99,def_int_long,0,,,,,
player,201310270den,den,KnigTe99,pass_defended,0,,,,,
player,201310270den,den,KnigTe99,sacks,1.0,,,,,
player,201310270den,den,KnigTe99,tackles_combined,2,,,,,
player,201310270den,den,KnigTe99,tackles_solo,2,,,,,
player,201310270den,den,KnigTe99,tackles_assists,0,,,,,
player,201310270den,den,KnigTe99,tackles_loss,1,,,,,
player,201310270den,den,KnigTe99,qb_hits,3,,,,,
player,201310270den,den,KnigTe99,fumbles_rec,0,,,,,
player,201310270den,den,KnigTe99,fumbles_rec_yds,0,,,,,
player,201310270den,den,KnigTe99,fumbles_rec_td,0,,,,,
player,201310270den,den,KnigTe99,fumbles_forced,0,,,,,
player,201310270den,den,WolfDe00,def_int,0,,,,,
player,201310270den,den,WolfDe00,def_int_yds,0,,,,,
player,201310270den,den,WolfDe00,def_int_td,0,,,,,
player,201310270den,den,WolfDe00,def_int_long,0,,,,,
player,201310270den,den,WolfDe00,pass_defended,0,,,,,
player,201310270den,den,WolfDe00,sacks,1.0,,,,,
player,201310270den,den,WolfDe00,tackles_combined,2,,,,,
player,201310270den,den,WolfDe00,tackles_solo,1,,,,,
player,201310270den,den,WolfDe00,tackles_assists,1,,,,,
player,201310270den,den,WolfDe00,tackles_loss,1,,,,,
player,201310270den,den,WolfDe00,qb_hits,1,,,,,
player,201310270den,den,WolfDe00,fumbles_rec,1,,,,,
player,201310270den,den,WolfDe00,fumbles_rec_yds,1,,,,,
player,201310270den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201310270den,den,WolfDe00,fumbles_forced,0,,,,,
player,201310270den,den,TrevDa00,def_int,0,,,,,
player,201310270den,den,TrevDa00,def_int_yds,0,,,,,
player,201310270den,den,TrevDa00,def_int_td,0,,,,,
player,201310270den,den,TrevDa00,def_int_long,0,,,,,
player,201310270den,den,TrevDa00,pass_defended,1,,,,,
player,201310270den,den,TrevDa00,sacks,0.0,,,,,
player,201310270den,den,TrevDa00,tackles_combined,10,,,,,
player,201310270den,den,TrevDa00,tackles_solo,6,,,,,
player,201310270den,den,TrevDa00,tackles_assists,4,,,,,
player,201310270den,den,TrevDa00,tackles_loss,1,,,,,
player,201310270den,den,TrevDa00,qb_hits,1,,,,,
player,201310270den,den,TrevDa00,fumbles_rec,0,,,,,
player,201310270den,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201310270den,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201310270den,den,TrevDa00,fumbles_forced,1,,,,,
player,201310270den,den,WoodWe20,def_int,0,,,,,
player,201310270den,den,WoodWe20,def_int_yds,0,,,,,
player,201310270den,den,WoodWe20,def_int_td,0,,,,,
player,201310270den,den,WoodWe20,def_int_long,0,,,,,
player,201310270den,den,WoodWe20,pass_defended,0,,,,,
player,201310270den,den,WoodWe20,sacks,0.0,,,,,
player,201310270den,den,WoodWe20,tackles_combined,5,,,,,
player,201310270den,den,WoodWe20,tackles_solo,4,,,,,
player,201310270den,den,WoodWe20,tackles_assists,1,,,,,
player,201310270den,den,WoodWe20,tackles_loss,0,,,,,
player,201310270den,den,WoodWe20,qb_hits,2,,,,,
player,201310270den,den,WoodWe20,fumbles_rec,0,,,,,
player,201310270den,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201310270den,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201310270den,den,WoodWe20,fumbles_forced,0,,,,,
player,201310270den,den,AdamMi21,def_int,0,,,,,
player,201310270den,den,AdamMi21,def_int_yds,0,,,,,
player,201310270den,den,AdamMi21,def_int_td,0,,,,,
player,201310270den,den,AdamMi21,def_int_long,0,,,,,
player,201310270den,den,AdamMi21,pass_defended,1,,,,,
player,201310270den,den,AdamMi21,sacks,0.0,,,,,
player,201310270den,den,AdamMi21,tackles_combined,3,,,,,
player,201310270den,den,AdamMi21,tackles_solo,1,,,,,
player,201310270den,den,AdamMi21,tackles_assists,2,,,,,
player,201310270den,den,AdamMi21,tackles_loss,0,,,,,
player,201310270den,den,AdamMi21,qb_hits,0,,,,,
player,201310270den,den,AdamMi21,fumbles_rec,0,,,,,
player,201310270den,den,AdamMi21,fumbles_rec_yds,0,,,,,
player,201310270den,den,AdamMi21,fumbles_rec_td,0,,,,,
player,201310270den,den,AdamMi21,fumbles_forced,0,,,,,
player,201310270den,den,AyerRo99,def_int,0,,,,,
player,201310270den,den,AyerRo99,def_int_yds,0,,,,,
player,201310270den,den,AyerRo99,def_int_td,0,,,,,
player,201310270den,den,AyerRo99,def_int_long,0,,,,,
player,201310270den,den,AyerRo99,pass_defended,0,,,,,
player,201310270den,den,AyerRo99,sacks,0.0,,,,,
player,201310270den,den,AyerRo99,tackles_combined,3,,,,,
player,201310270den,den,AyerRo99,tackles_solo,3,,,,,
player,201310270den,den,AyerRo99,tackles_assists,0,,,,,
player,201310270den,den,AyerRo99,tackles_loss,1,,,,,
player,201310270den,den,AyerRo99,qb_hits,1,,,,,
player,201310270den,den,AyerRo99,fumbles_rec,0,,,,,
player,201310270den,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201310270den,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201310270den,den,AyerRo99,fumbles_forced,0,,,,,
player,201310270den,den,IhenDu00,def_int,0,,,,,
player,201310270den,den,IhenDu00,def_int_yds,0,,,,,
player,201310270den,den,IhenDu00,def_int_td,0,,,,,
player,201310270den,den,IhenDu00,def_int_long,0,,,,,
player,201310270den,den,IhenDu00,pass_defended,1,,,,,
player,201310270den,den,IhenDu00,sacks,0.0,,,,,
player,201310270den,den,IhenDu00,tackles_combined,3,,,,,
player,201310270den,den,IhenDu00,tackles_solo,3,,,,,
player,201310270den,den,IhenDu00,tackles_assists,0,,,,,
player,201310270den,den,IhenDu00,tackles_loss,0,,,,,
player,201310270den,den,IhenDu00,qb_hits,0,,,,,
player,201310270den,den,IhenDu00,fumbles_rec,0,,,,,
player,201310270den,den,IhenDu00,fumbles_rec_yds,0,,,,,
player,201310270den,den,IhenDu00,fumbles_rec_td,0,,,,,
