game,2013,5,20131006,201310060mia,rav,"Baltimore Ravens",26,mia,"Miami Dolphins",23
player,201310060mia,rav,DossTa00,pass_att,0,,,,,
player,201310060mia,rav,DossTa00,pass_yds,0,,,,,
player,201310060mia,rav,DossTa00,pass_td,0,,,,,
player,201310060mia,rav,DossTa00,pass_int,0,,,,,
player,201310060mia,rav,DossTa00,pass_sacked,0,,,,,
player,201310060mia,rav,DossTa00,pass_sacked_yds,0,,,,,
player,201310060mia,rav,DossTa00,pass_long,0,,,,,
player,201310060mia,rav,DossTa00,pass_rating,,,,,,
player,201310060mia,rav,DossTa00,rush_att,0,,,,,
player,201310060mia,rav,DossTa00,rush_yds,0,,,,,
player,201310060mia,rav,DossTa00,rush_td,0,,,,,
player,201310060mia,rav,DossTa00,rush_long,0,,,,,
player,201310060mia,rav,DossTa00,targets,5,,,,,
player,201310060mia,rav,DossTa00,rec,3,,,,,
player,201310060mia,rav,DossTa00,rec_yds,58,,,,,
player,201310060mia,rav,DossTa00,rec_td,0,,,,,
player,201310060mia,rav,DossTa00,rec_long,40,,,,,
player,201310060mia,rav,DossTa00,fumbles,0,,,,,
player,201310060mia,rav,DossTa00,fumbles_lost,0,,,,,
player,201310060mia,rav,DickEd00,pass_cmp,0,,,,,
player,201310060mia,rav,DickEd00,pass_att,0,,,,,
player,201310060mia,rav,DickEd00,pass_yds,0,,,,,
player,201310060mia,rav,DickEd00,pass_td,0,,,,,
player,201310060mia,rav,DickEd00,pass_int,0,,,,,
player,201310060mia,rav,DickEd00,pass_sacked,0,,,,,
player,201310060mia,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201310060mia,rav,DickEd00,pass_long,0,,,,,
player,201310060mia,rav,DickEd00,pass_rating,,,,,,
player,201310060mia,rav,DickEd00,rush_att,0,,,,,
player,201310060mia,rav,DickEd00,rush_yds,0,,,,,
player,201310060mia,rav,DickEd00,rush_td,0,,,,,
player,201310060mia,rav,DickEd00,rush_long,0,,,,,
player,201310060mia,rav,DickEd00,targets,2,,,,,
player,201310060mia,rav,DickEd00,rec,2,,,,,
player,201310060mia,rav,DickEd00,rec_yds,51,,,,,
player,201310060mia,rav,DickEd00,rec_td,0,,,,,
player,201310060mia,rav,DickEd00,rec_long,43,,,,,
player,201310060mia,rav,DickEd00,fumbles,0,,,,,
player,201310060mia,rav,DickEd00,fumbles_lost,0,,,,,
player,201310060mia,rav,ThomDe04,pass_cmp,0,,,,,
player,201310060mia,rav,ThomDe04,pass_att,0,,,,,
player,201310060mia,rav,ThomDe04,pass_yds,0,,,,,
player,201310060mia,rav,ThomDe04,pass_td,0,,,,,
player,201310060mia,rav,ThomDe04,pass_int,0,,,,,
player,201310060mia,rav,ThomDe04,pass_sacked,0,,,,,
player,201310060mia,rav,ThomDe04,pass_sacked_yds,0,,,,,
player,201310060mia,rav,ThomDe04,pass_long,0,,,,,
player,201310060mia,rav,ThomDe04,pass_rating,,,,,,
player,201310060mia,rav,ThomDe04,rush_att,0,,,,,
player,201310060mia,rav,ThomDe04,rush_yds,0,,,,,
player,201310060mia,rav,ThomDe04,rush_td,0,,,,,
player,201310060mia,rav,ThomDe04,rush_long,0,,,,,
player,201310060mia,rav,ThomDe04,targets,7,,,,,
player,201310060mia,rav,ThomDe04,rec,2,,,,,
player,201310060mia,rav,ThomDe04,rec_yds,11,,,,,
player,201310060mia,rav,ThomDe04,rec_td,0,,,,,
player,201310060mia,rav,ThomDe04,rec_long,6,,,,,
player,201310060mia,rav,ThomDe04,fumbles,0,,,,,
player,201310060mia,rav,ThomDe04,fumbles_lost,0,,,,,
player,201310060mia,rav,JuszKy00,pass_cmp,0,,,,,
player,201310060mia,rav,JuszKy00,pass_att,0,,,,,
player,201310060mia,rav,JuszKy00,pass_yds,0,,,,,
player,201310060mia,rav,JuszKy00,pass_td,0,,,,,
player,201310060mia,rav,JuszKy00,pass_int,0,,,,,
player,201310060mia,rav,JuszKy00,pass_sacked,0,,,,,
player,201310060mia,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201310060mia,rav,JuszKy00,pass_long,0,,,,,
player,201310060mia,rav,JuszKy00,pass_rating,,,,,,
player,201310060mia,rav,JuszKy00,rush_att,0,,,,,
player,201310060mia,rav,JuszKy00,rush_yds,0,,,,,
player,201310060mia,rav,JuszKy00,rush_td,0,,,,,
player,201310060mia,rav,JuszKy00,rush_long,0,,,,,
player,201310060mia,rav,JuszKy00,targets,1,,,,,
player,201310060mia,rav,JuszKy00,rec,0,,,,,
player,201310060mia,rav,JuszKy00,rec_yds,0,,,,,
player,201310060mia,rav,JuszKy00,rec_td,0,,,,,
player,201310060mia,rav,JuszKy00,rec_long,0,,,,,
player,201310060mia,rav,JuszKy00,fumbles,0,,,,,
player,201310060mia,rav,JuszKy00,fumbles_lost,0,,,,,
player,201310060mia,rav,LeacVo00,pass_cmp,0,,,,,
player,201310060mia,rav,LeacVo00,pass_att,0,,,,,
player,201310060mia,rav,LeacVo00,pass_yds,0,,,,,
player,201310060mia,rav,LeacVo00,pass_td,0,,,,,
player,201310060mia,rav,LeacVo00,pass_int,0,,,,,
player,201310060mia,rav,LeacVo00,pass_sacked,0,,,,,
player,201310060mia,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201310060mia,rav,LeacVo00,pass_long,0,,,,,
player,201310060mia,rav,LeacVo00,pass_rating,,,,,,
player,201310060mia,rav,LeacVo00,rush_att,0,,,,,
player,201310060mia,rav,LeacVo00,rush_yds,0,,,,,
player,201310060mia,rav,LeacVo00,rush_td,0,,,,,
player,201310060mia,rav,LeacVo00,rush_long,0,,,,,
player,201310060mia,rav,LeacVo00,targets,1,,,,,
player,201310060mia,rav,LeacVo00,rec,0,,,,,
player,201310060mia,rav,LeacVo00,rec_yds,0,,,,,
player,201310060mia,rav,LeacVo00,rec_td,0,,,,,
player,201310060mia,rav,LeacVo00,rec_long,0,,,,,
player,201310060mia,rav,LeacVo00,fumbles,0,,,,,
player,201310060mia,rav,LeacVo00,fumbles_lost,0,,,,,
player,201310060mia,mia,TannRy00,pass_cmp,21,,,,,
player,201310060mia,mia,TannRy00,pass_att,40,,,,,
player,201310060mia,mia,TannRy00,pass_yds,307,,,,,
player,201310060mia,mia,TannRy00,pass_td,1,,,,,
player,201310060mia,mia,TannRy00,pass_int,0,,,,,
player,201310060mia,mia,TannRy00,pass_sacked,6,,,,,
player,201310060mia,mia,TannRy00,pass_sacked_yds,35,,,,,
player,201310060mia,mia,TannRy00,pass_long,49,,,,,
player,201310060mia,mia,TannRy00,pass_rating,86.1,,,,,
player,201310060mia,mia,TannRy00,rush_att,2,,,,,
player,201310060mia,mia,TannRy00,rush_yds,6,,,,,
player,201310060mia,mia,TannRy00,rush_td,0,,,,,
player,201310060mia,mia,TannRy00,rush_long,6,,,,,
player,201310060mia,mia,TannRy00,targets,0,,,,,
player,201310060mia,mia,TannRy00,rec,0,,,,,
player,201310060mia,mia,TannRy00,rec_yds,0,,,,,
player,201310060mia,mia,TannRy00,rec_td,0,,,,,
player,201310060mia,mia,TannRy00,rec_long,0,,,,,
player,201310060mia,mia,TannRy00,fumbles,0,,,,,
player,201310060mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201310060mia,mia,MillLa01,pass_cmp,0,,,,,
player,201310060mia,mia,MillLa01,pass_att,0,,,,,
player,201310060mia,mia,MillLa01,pass_yds,0,,,,,
player,201310060mia,mia,MillLa01,pass_td,0,,,,,
player,201310060mia,mia,MillLa01,pass_int,0,,,,,
player,201310060mia,mia,MillLa01,pass_sacked,0,,,,,
player,201310060mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201310060mia,mia,MillLa01,pass_long,0,,,,,
player,201310060mia,mia,MillLa01,pass_rating,,,,,,
player,201310060mia,mia,MillLa01,rush_att,7,,,,,
player,201310060mia,mia,MillLa01,rush_yds,15,,,,,
player,201310060mia,mia,MillLa01,rush_td,0,,,,,
player,201310060mia,mia,MillLa01,rush_long,9,,,,,
player,201310060mia,mia,MillLa01,targets,0,,,,,
player,201310060mia,mia,MillLa01,rec,0,,,,,
player,201310060mia,mia,MillLa01,rec_yds,0,,,,,
player,201310060mia,mia,MillLa01,rec_td,0,,,,,
player,201310060mia,mia,MillLa01,rec_long,0,,,,,
player,201310060mia,mia,MillLa01,fumbles,0,,,,,
player,201310060mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201310060mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201310060mia,mia,ThomDa03,pass_att,0,,,,,
player,201310060mia,mia,ThomDa03,pass_yds,0,,,,,
player,201310060mia,mia,ThomDa03,pass_td,0,,,,,
player,201310060mia,mia,ThomDa03,pass_int,0,,,,,
player,201310060mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201310060mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201310060mia,mia,ThomDa03,pass_long,0,,,,,
player,201310060mia,mia,ThomDa03,pass_rating,,,,,,
player,201310060mia,mia,ThomDa03,rush_att,2,,,,,
player,201310060mia,mia,ThomDa03,rush_yds,1,,,,,
player,201310060mia,mia,ThomDa03,rush_td,0,,,,,
player,201310060mia,mia,ThomDa03,rush_long,1,,,,,
player,201310060mia,mia,ThomDa03,targets,2,,,,,
player,201310060mia,mia,ThomDa03,rec,2,,,,,
player,201310060mia,mia,ThomDa03,rec_yds,11,,,,,
player,201310060mia,mia,ThomDa03,rec_td,0,,,,,
player,201310060mia,mia,ThomDa03,rec_long,8,,,,,
player,201310060mia,mia,ThomDa03,fumbles,0,,,,,
player,201310060mia,mia,ThomDa03,fumbles_lost,0,,,,,
player,201310060mia,mia,WallMi00,pass_cmp,0,,,,,
player,201310060mia,mia,WallMi00,pass_att,0,,,,,
player,201310060mia,mia,WallMi00,pass_yds,0,,,,,
player,201310060mia,mia,WallMi00,pass_td,0,,,,,
player,201310060mia,mia,WallMi00,pass_int,0,,,,,
player,201310060mia,mia,WallMi00,pass_sacked,0,,,,,
player,201310060mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201310060mia,mia,WallMi00,pass_long,0,,,,,
player,201310060mia,mia,WallMi00,pass_rating,,,,,,
player,201310060mia,mia,WallMi00,rush_att,0,,,,,
player,201310060mia,mia,WallMi00,rush_yds,0,,,,,
player,201310060mia,mia,WallMi00,rush_td,0,,,,,
player,201310060mia,mia,WallMi00,rush_long,0,,,,,
player,201310060mia,mia,WallMi00,targets,16,,,,,
player,201310060mia,mia,WallMi00,rec,7,,,,,
player,201310060mia,mia,WallMi00,rec_yds,105,,,,,
player,201310060mia,mia,WallMi00,rec_td,0,,,,,
player,201310060mia,mia,WallMi00,rec_long,49,,,,,
player,201310060mia,mia,WallMi00,fumbles,0,,,,,
player,201310060mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201310060mia,mia,GibsBr00,pass_cmp,0,,,,,
player,201310060mia,mia,GibsBr00,pass_att,0,,,,,
player,201310060mia,mia,GibsBr00,pass_yds,0,,,,,
player,201310060mia,mia,GibsBr00,pass_td,0,,,,,
player,201310060mia,mia,GibsBr00,pass_int,0,,,,,
player,201310060mia,mia,GibsBr00,pass_sacked,0,,,,,
player,201310060mia,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201310060mia,mia,GibsBr00,pass_long,0,,,,,
player,201310060mia,mia,GibsBr00,pass_rating,,,,,,
player,201310060mia,mia,GibsBr00,rush_att,0,,,,,
player,201310060mia,mia,GibsBr00,rush_yds,0,,,,,
player,201310060mia,mia,GibsBr00,rush_td,0,,,,,
player,201310060mia,mia,GibsBr00,rush_long,0,,,,,
player,201310060mia,mia,GibsBr00,targets,5,,,,,
player,201310060mia,mia,GibsBr00,rec,4,,,,,
player,201310060mia,mia,GibsBr00,rec_yds,74,,,,,
player,201310060mia,mia,GibsBr00,rec_td,0,,,,,
player,201310060mia,mia,GibsBr00,rec_long,46,,,,,
player,201310060mia,mia,GibsBr00,fumbles,0,,,,,
player,201310060mia,mia,GibsBr00,fumbles_lost,0,,,,,
player,201310060mia,mia,HartBr00,pass_cmp,0,,,,,
player,201310060mia,mia,HartBr00,pass_att,0,,,,,
player,201310060mia,mia,HartBr00,pass_yds,0,,,,,
player,201310060mia,mia,HartBr00,pass_td,0,,,,,
player,201310060mia,mia,HartBr00,pass_int,0,,,,,
player,201310060mia,mia,HartBr00,pass_sacked,0,,,,,
player,201310060mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201310060mia,mia,HartBr00,pass_long,0,,,,,
player,201310060mia,mia,HartBr00,pass_rating,,,,,,
player,201310060mia,mia,HartBr00,rush_att,0,,,,,
player,201310060mia,mia,HartBr00,rush_yds,0,,,,,
player,201310060mia,mia,HartBr00,rush_td,0,,,,,
player,201310060mia,mia,HartBr00,rush_long,0,,,,,
player,201310060mia,mia,HartBr00,targets,7,,,,,
player,201310060mia,mia,HartBr00,rec,4,,,,,
player,201310060mia,mia,HartBr00,rec_yds,60,,,,,
player,201310060mia,mia,HartBr00,rec_td,0,,,,,
player,201310060mia,mia,HartBr00,rec_long,30,,,,,
player,201310060mia,mia,HartBr00,fumbles,0,,,,,
player,201310060mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201310060mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201310060mia,mia,ClayCh00,pass_att,0,,,,,
player,201310060mia,mia,ClayCh00,pass_yds,0,,,,,
player,201310060mia,mia,ClayCh00,pass_td,0,,,,,
player,201310060mia,mia,ClayCh00,pass_int,0,,,,,
player,201310060mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201310060mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201310060mia,mia,ClayCh00,pass_long,0,,,,,
player,201310060mia,mia,ClayCh00,pass_rating,,,,,,
player,201310060mia,mia,ClayCh00,rush_att,0,,,,,
player,201310060mia,mia,ClayCh00,rush_yds,0,,,,,
player,201310060mia,mia,ClayCh00,rush_td,0,,,,,
player,201310060mia,mia,ClayCh00,rush_long,0,,,,,
player,201310060mia,mia,ClayCh00,targets,6,,,,,
player,201310060mia,mia,ClayCh00,rec,3,,,,,
player,201310060mia,mia,ClayCh00,rec_yds,52,,,,,
player,201310060mia,mia,ClayCh00,rec_td,1,,,,,
player,201310060mia,mia,ClayCh00,rec_long,45,,,,,
player,201310060mia,mia,ClayCh00,fumbles,0,,,,,
player,201310060mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201310060mia,mia,ThigMa00,pass_cmp,0,,,,,
player,201310060mia,mia,ThigMa00,pass_att,0,,,,,
player,201310060mia,mia,ThigMa00,pass_yds,0,,,,,
player,201310060mia,mia,ThigMa00,pass_td,0,,,,,
player,201310060mia,mia,ThigMa00,pass_int,0,,,,,
player,201310060mia,mia,ThigMa00,pass_sacked,0,,,,,
player,201310060mia,mia,ThigMa00,pass_sacked_yds,0,,,,,
player,201310060mia,mia,ThigMa00,pass_long,0,,,,,
player,201310060mia,mia,ThigMa00,pass_rating,,,,,,
player,201310060mia,mia,ThigMa00,rush_att,0,,,,,
player,201310060mia,mia,ThigMa00,rush_yds,0,,,,,
player,201310060mia,mia,ThigMa00,rush_td,0,,,,,
player,201310060mia,mia,ThigMa00,rush_long,0,,,,,
player,201310060mia,mia,ThigMa00,targets,1,,,,,
player,201310060mia,mia,ThigMa00,rec,1,,,,,
player,201310060mia,mia,ThigMa00,rec_yds,5,,,,,
player,201310060mia,mia,ThigMa00,rec_td,0,,,,,
player,201310060mia,mia,ThigMa00,rec_long,5,,,,,
player,201310060mia,mia,ThigMa00,fumbles,0,,,,,
player,201310060mia,mia,ThigMa00,fumbles_lost,0,,,,,
player,201310060mia,mia,EgneMi00,pass_cmp,0,,,,,
player,201310060mia,mia,EgneMi00,pass_att,0,,,,,
player,201310060mia,mia,EgneMi00,pass_yds,0,,,,,
player,201310060mia,mia,EgneMi00,pass_td,0,,,,,
player,201310060mia,mia,EgneMi00,pass_int,0,,,,,
player,201310060mia,mia,EgneMi00,pass_sacked,0,,,,,
player,201310060mia,mia,EgneMi00,pass_sacked_yds,0,,,,,
player,201310060mia,mia,EgneMi00,pass_long,0,,,,,
player,201310060mia,mia,EgneMi00,pass_rating,,,,,,
player,201310060mia,mia,EgneMi00,rush_att,0,,,,,
player,201310060mia,mia,EgneMi00,rush_yds,0,,,,,
player,201310060mia,mia,EgneMi00,rush_td,0,,,,,
player,201310060mia,mia,EgneMi00,rush_long,0,,,,,
player,201310060mia,mia,EgneMi00,targets,1,,,,,
player,201310060mia,mia,EgneMi00,rec,0,,,,,
player,201310060mia,mia,EgneMi00,rec_yds,0,,,,,
player,201310060mia,mia,EgneMi00,rec_td,0,,,,,
player,201310060mia,mia,EgneMi00,rec_long,0,,,,,
player,201310060mia,mia,EgneMi00,fumbles,0,,,,,
player,201310060mia,mia,EgneMi00,fumbles_lost,0,,,,,
player,201310060mia,rav,SuggTe99,def_int,0,,,,,
player,201310060mia,rav,SuggTe99,def_int_yds,0,,,,,
player,201310060mia,rav,SuggTe99,def_int_td,0,,,,,
player,201310060mia,rav,SuggTe99,def_int_long,0,,,,,
player,201310060mia,rav,SuggTe99,pass_defended,0,,,,,
player,201310060mia,rav,SuggTe99,sacks,3.0,,,,,
player,201310060mia,rav,SuggTe99,tackles_combined,5,,,,,
player,201310060mia,rav,SuggTe99,tackles_solo,5,,,,,
player,201310060mia,rav,SuggTe99,tackles_assists,0,,,,,
player,201310060mia,rav,SuggTe99,tackles_loss,3,,,,,
player,201310060mia,rav,SuggTe99,qb_hits,3,,,,,
player,201310060mia,rav,SuggTe99,fumbles_rec,0,,,,,
player,201310060mia,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201310060mia,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201310060mia,rav,SuggTe99,fumbles_forced,0,,,,,
player,201310060mia,rav,DumeEl20,def_int,0,,,,,
player,201310060mia,rav,DumeEl20,def_int_yds,0,,,,,
player,201310060mia,rav,DumeEl20,def_int_td,0,,,,,
player,201310060mia,rav,DumeEl20,def_int_long,0,,,,,
player,201310060mia,rav,DumeEl20,pass_defended,1,,,,,
player,201310060mia,rav,DumeEl20,sacks,1.0,,,,,
player,201310060mia,rav,DumeEl20,tackles_combined,2,,,,,
player,201310060mia,rav,DumeEl20,tackles_solo,2,,,,,
player,201310060mia,rav,DumeEl20,tackles_assists,0,,,,,
player,201310060mia,rav,DumeEl20,tackles_loss,2,,,,,
player,201310060mia,rav,DumeEl20,qb_hits,1,,,,,
player,201310060mia,rav,DumeEl20,fumbles_rec,0,,,,,
player,201310060mia,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201310060mia,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201310060mia,rav,DumeEl20,fumbles_forced,0,,,,,
player,201310060mia,rav,UpshCo00,def_int,0,,,,,
player,201310060mia,rav,UpshCo00,def_int_yds,0,,,,,
player,201310060mia,rav,UpshCo00,def_int_td,0,,,,,
player,201310060mia,rav,UpshCo00,def_int_long,0,,,,,
player,201310060mia,rav,UpshCo00,pass_defended,0,,,,,
player,201310060mia,rav,UpshCo00,sacks,1.0,,,,,
player,201310060mia,rav,UpshCo00,tackles_combined,2,,,,,
player,201310060mia,rav,UpshCo00,tackles_solo,2,,,,,
player,201310060mia,rav,UpshCo00,tackles_assists,0,,,,,
player,201310060mia,rav,UpshCo00,tackles_loss,1,,,,,
player,201310060mia,rav,UpshCo00,qb_hits,1,,,,,
player,201310060mia,rav,UpshCo00,fumbles_rec,0,,,,,
player,201310060mia,rav,UpshCo00,fumbles_rec_yds,0,,,,,
player,201310060mia,rav,UpshCo00,fumbles_rec_td,0,,,,,
player,201310060mia,rav,UpshCo00,fumbles_forced,0,,,,,
player,201310060mia,rav,McPhPe00,def_int,0,,,,,
player,201310060mia,rav,McPhPe00,def_int_yds,0,,,,,
player,201310060mia,rav,McPhPe00,def_int_td,0,,,,,
player,201310060mia,rav,McPhPe00,def_int_long,0,,,,,
player,201310060mia,rav,McPhPe00,pass_defended,0,,,,,
player,201310060mia,rav,McPhPe00,sacks,1.0,,,,,
player,201310060mia,rav,McPhPe00,tackles_combined,1,,,,,
player,201310060mia,rav,McPhPe00,tackles_solo,1,,,,,
player,201310060mia,rav,McPhPe00,tackles_assists,0,,,,,
player,201310060mia,rav,McPhPe00,tackles_loss,1,,,,,
player,201310060mia,rav,McPhPe00,qb_hits,1,,,,,
player,201310060mia,rav,McPhPe00,fumbles_rec,0,,,,,
player,201310060mia,rav,McPhPe00,fumbles_rec_yds,0,,,,,
player,201310060mia,rav,McPhPe00,fumbles_rec_td,0,,,,,
player,201310060mia,rav,McPhPe00,fumbles_forced,0,,,,,
player,201310060mia,rav,SmitDa24,def_int,0,,,,,
player,201310060mia,rav,SmitDa24,def_int_yds,0,,,,,
player,201310060mia,rav,SmitDa24,def_int_td,0,,,,,
player,201310060mia,rav,SmitDa24,def_int_long,0,,,,,
player,201310060mia,rav,SmitDa24,pass_defended,1,,,,,
player,201310060mia,rav,SmitDa24,sacks,0.0,,,,,
player,201310060mia,rav,SmitDa24,tackles_combined,6,,,,,
player,201310060mia,rav,SmitDa24,tackles_solo,6,,,,,
player,201310060mia,rav,SmitDa24,tackles_assists,0,,,,,
player,201310060mia,rav,SmitDa24,tackles_loss,1,,,,,
player,201310060mia,rav,SmitDa24,qb_hits,0,,,,,
player,201310060mia,rav,SmitDa24,fumbles_rec,0,,,,,
