game,2013,11,20131117,201311170den,kan,"Kansas City Chiefs",17,den,"Denver Broncos",27
team,201311170den,kan,First Downs,24,,,,,,
team,201311170den,den,First Downs,24,,,,,,
team,201311170den,kan,Rush-Yds-TDs,25-144-0,,,,,,
team,201311170den,den,Rush-Yds-TDs,36-104-2,,,,,,
team,201311170den,kan,Cmp-Att-Yd-TD-INT,21-45-230-2-0,,,,,,
team,201311170den,den,Cmp-Att-Yd-TD-INT,24-40-323-1-0,,,,,,
team,201311170den,kan,Sacked-Yards,3-30,,,,,,
team,201311170den,den,Sacked-Yards,0-0,,,,,,
team,201311170den,kan,Net Pass Yards,200,,,,,,
team,201311170den,den,Net Pass Yards,323,,,,,,
team,201311170den,kan,Total Yards,344,,,,,,
team,201311170den,den,Total Yards,427,,,,,,
team,201311170den,kan,Fumbles-Lost,2-1,,,,,,
team,201311170den,den,Fumbles-Lost,1-1,,,,,,
team,201311170den,kan,Turnovers,1,,,,,,
team,201311170den,den,Turnovers,1,,,,,,
team,201311170den,kan,Penalties-Yards,9-53,,,,,,
team,201311170den,den,Penalties-Yards,13-82,,,,,,
team,201311170den,kan,Third Down Conv.,4-13,,,,,,
team,201311170den,den,Third Down Conv.,6-16,,,,,,
team,201311170den,kan,Fourth Down Conv.,0-1,,,,,,
team,201311170den,den,Fourth Down Conv.,0-0,,,,,,
team,201311170den,kan,Time of Possession,30:07,,,,,,
team,201311170den,den,Time of Possession,29:53,,,,,,
player,201311170den,kan,SmitAl03,pass_cmp,21,,,,,
player,201311170den,kan,SmitAl03,pass_att,45,,,,,
player,201311170den,kan,SmitAl03,pass_yds,230,,,,,
player,201311170den,kan,SmitAl03,pass_td,2,,,,,
player,201311170den,kan,SmitAl03,pass_int,0,,,,,
player,201311170den,kan,SmitAl03,pass_sacked,3,,,,,
player,201311170den,kan,SmitAl03,pass_sacked_yds,30,,,,,
player,201311170den,kan,SmitAl03,pass_long,26,,,,,
player,201311170den,kan,SmitAl03,pass_rating,77.1,,,,,
player,201311170den,kan,SmitAl03,rush_att,5,,,,,
player,201311170den,kan,SmitAl03,rush_yds,52,,,,,
player,201311170den,kan,SmitAl03,rush_td,0,,,,,
player,201311170den,kan,SmitAl03,rush_long,25,,,,,
player,201311170den,kan,SmitAl03,targets,0,,,,,
player,201311170den,kan,SmitAl03,rec,0,,,,,
player,201311170den,kan,SmitAl03,rec_yds,0,,,,,
player,201311170den,kan,SmitAl03,rec_td,0,,,,,
player,201311170den,kan,SmitAl03,rec_long,0,,,,,
player,201311170den,kan,SmitAl03,fumbles,1,,,,,
player,201311170den,kan,SmitAl03,fumbles_lost,0,,,,,
player,201311170den,kan,CharJa00,pass_cmp,0,,,,,
player,201311170den,kan,CharJa00,pass_att,0,,,,,
player,201311170den,kan,CharJa00,pass_yds,0,,,,,
player,201311170den,kan,CharJa00,pass_td,0,,,,,
player,201311170den,kan,CharJa00,pass_int,0,,,,,
player,201311170den,kan,CharJa00,pass_sacked,0,,,,,
player,201311170den,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201311170den,kan,CharJa00,pass_long,0,,,,,
player,201311170den,kan,CharJa00,pass_rating,,,,,,
player,201311170den,kan,CharJa00,rush_att,16,,,,,
player,201311170den,kan,CharJa00,rush_yds,78,,,,,
player,201311170den,kan,CharJa00,rush_td,0,,,,,
player,201311170den,kan,CharJa00,rush_long,35,,,,,
