game,2013,3,20130923,201309230den,rai,"Oakland Raiders",21,den,"Denver Broncos",37
team,201309230den,rai,First Downs,13,,,,,,
team,201309230den,den,First Downs,31,,,,,,
team,201309230den,rai,Rush-Yds-TDs,17-49-1,,,,,,
team,201309230den,den,Rush-Yds-TDs,35-164-1,,,,,,
team,201309230den,rai,Cmp-Att-Yd-TD-INT,21-31-316-2-0,,,,,,
team,201309230den,den,Cmp-Att-Yd-TD-INT,32-37-374-3-0,,,,,,
team,201309230den,rai,Sacked-Yards,3-23,,,,,,
team,201309230den,den,Sacked-Yards,1-2,,,,,,
team,201309230den,rai,Net Pass Yards,293,,,,,,
team,201309230den,den,Net Pass Yards,372,,,,,,
team,201309230den,rai,Total Yards,342,,,,,,
team,201309230den,den,Total Yards,536,,,,,,
team,201309230den,rai,Fumbles-Lost,1-0,,,,,,
team,201309230den,den,Fumbles-Lost,3-2,,,,,,
team,201309230den,rai,Turnovers,0,,,,,,
team,201309230den,den,Turnovers,2,,,,,,
team,201309230den,rai,Penalties-Yards,8-77,,,,,,
team,201309230den,den,Penalties-Yards,5-40,,,,,,
team,201309230den,rai,Third Down Conv.,5-12,,,,,,
team,201309230den,den,Third Down Conv.,5-9,,,,,,
team,201309230den,rai,Fourth Down Conv.,0-1,,,,,,
team,201309230den,den,Fourth Down Conv.,0-0,,,,,,
team,201309230den,rai,Time of Possession,24:36,,,,,,
team,201309230den,den,Time of Possession,35:24,,,,,,
player,201309230den,rai,PryoTe00,pass_cmp,19,,,,,
player,201309230den,rai,PryoTe00,pass_att,28,,,,,
player,201309230den,rai,PryoTe00,pass_yds,281,,,,,
player,201309230den,rai,PryoTe00,pass_td,1,,,,,
player,201309230den,rai,PryoTe00,pass_int,0,,,,,
player,201309230den,rai,PryoTe00,pass_sacked,3,,,,,
player,201309230den,rai,PryoTe00,pass_sacked_yds,23,,,,,
player,201309230den,rai,PryoTe00,pass_long,73,,,,,
player,201309230den,rai,PryoTe00,pass_rating,112.4,,,,,
player,201309230den,rai,PryoTe00,rush_att,4,,,,,
player,201309230den,rai,PryoTe00,rush_yds,36,,,,,
player,201309230den,rai,PryoTe00,rush_td,0,,,,,
player,201309230den,rai,PryoTe00,rush_long,23,,,,,
player,201309230den,rai,PryoTe00,targets,0,,,,,
player,201309230den,rai,PryoTe00,rec,0,,,,,
player,201309230den,rai,PryoTe00,rec_yds,0,,,,,
player,201309230den,rai,PryoTe00,rec_td,0,,,,,
player,201309230den,rai,PryoTe00,rec_long,0,,,,,
player,201309230den,rai,PryoTe00,fumbles,0,,,,,
player,201309230den,rai,PryoTe00,fumbles_lost,0,,,,,
player,201309230den,rai,FlynMa00,pass_cmp,1,,,,,
player,201309230den,rai,FlynMa00,pass_att,2,,,,,
player,201309230den,rai,FlynMa00,pass_yds,19,,,,,
player,201309230den,rai,FlynMa00,pass_td,0,,,,,
player,201309230den,rai,FlynMa00,pass_int,0,,,,,
player,201309230den,rai,FlynMa00,pass_sacked,0,,,,,
player,201309230den,rai,FlynMa00,pass_sacked_yds,0,,,,,
player,201309230den,rai,FlynMa00,pass_long,19,,,,,
player,201309230den,rai,FlynMa00,pass_rating,83.3,,,,,
player,201309230den,rai,FlynMa00,rush_att,0,,,,,
player,201309230den,rai,FlynMa00,rush_yds,0,,,,,
player,201309230den,rai,FlynMa00,rush_td,0,,,,,
player,201309230den,rai,FlynMa00,rush_long,0,,,,,
player,201309230den,rai,FlynMa00,targets,0,,,,,
player,201309230den,rai,FlynMa00,rec,0,,,,,
player,201309230den,rai,FlynMa00,rec_yds,0,,,,,
player,201309230den,rai,FlynMa00,rec_td,0,,,,,
player,201309230den,rai,FlynMa00,rec_long,0,,,,,
player,201309230den,rai,FlynMa00,fumbles,0,,,,,
player,201309230den,rai,FlynMa00,fumbles_lost,0,,,,,
player,201309230den,rai,McFaDa00,pass_cmp,1,,,,,
player,201309230den,rai,McFaDa00,pass_att,1,,,,,
player,201309230den,rai,McFaDa00,pass_yds,16,,,,,
player,201309230den,rai,McFaDa00,pass_td,1,,,,,
player,201309230den,rai,McFaDa00,pass_int,0,,,,,
player,201309230den,rai,McFaDa00,pass_sacked,0,,,,,
player,201309230den,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201309230den,rai,McFaDa00,pass_long,16,,,,,
player,201309230den,rai,McFaDa00,pass_rating,158.3,,,,,
player,201309230den,rai,McFaDa00,rush_att,12,,,,,
player,201309230den,rai,McFaDa00,rush_yds,9,,,,,
player,201309230den,rai,McFaDa00,rush_td,1,,,,,
player,201309230den,rai,McFaDa00,rush_long,5,,,,,
player,201309230den,rai,McFaDa00,targets,1,,,,,
player,201309230den,rai,McFaDa00,rec,0,,,,,
player,201309230den,rai,McFaDa00,rec_yds,0,,,,,
player,201309230den,rai,McFaDa00,rec_td,0,,,,,
player,201309230den,rai,McFaDa00,rec_long,0,,,,,
player,201309230den,rai,McFaDa00,fumbles,0,,,,,
player,201309230den,rai,McFaDa00,fumbles_lost,0,,,,,
player,201309230den,rai,FordJa01,pass_cmp,0,,,,,
player,201309230den,rai,FordJa01,pass_att,0,,,,,
player,201309230den,rai,FordJa01,pass_yds,0,,,,,
player,201309230den,rai,FordJa01,pass_td,0,,,,,
player,201309230den,rai,FordJa01,pass_int,0,,,,,
player,201309230den,rai,FordJa01,pass_sacked,,,,,,
player,201309230den,rai,FordJa01,pass_sacked_yds,0,,,,,
player,201309230den,rai,FordJa01,pass_long,0,,,,,
player,201309230den,rai,FordJa01,pass_rating,,,,,,
player,201309230den,rai,FordJa01,rush_att,1,,,,,
player,201309230den,rai,FordJa01,rush_yds,4,,,,,
player,201309230den,rai,FordJa01,rush_td,0,,,,,
player,201309230den,rai,FordJa01,rush_long,4,,,,,
player,201309230den,rai,FordJa01,targets,1,,,,,
player,201309230den,rai,FordJa01,rec,1,,,,,
player,201309230den,rai,FordJa01,rec_yds,15,,,,,
player,201309230den,rai,FordJa01,rec_td,0,,,,,
player,201309230den,rai,FordJa01,rec_long,15,,,,,
player,201309230den,rai,FordJa01,fumbles,0,,,,,
player,201309230den,rai,FordJa01,fumbles_lost,0,,,,,
player,201309230den,rai,MoorDe02,pass_cmp,0,,,,,
player,201309230den,rai,MoorDe02,pass_att,0,,,,,
player,201309230den,rai,MoorDe02,pass_yds,0,,,,,
player,201309230den,rai,MoorDe02,pass_td,0,,,,,
player,201309230den,rai,MoorDe02,pass_int,0,,,,,
player,201309230den,rai,MoorDe02,pass_sacked,,,,,,
player,201309230den,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201309230den,rai,MoorDe02,pass_long,0,,,,,
player,201309230den,rai,MoorDe02,pass_rating,,,,,,
player,201309230den,rai,MoorDe02,rush_att,0,,,,,
player,201309230den,rai,MoorDe02,rush_yds,0,,,,,
player,201309230den,rai,MoorDe02,rush_td,0,,,,,
player,201309230den,rai,MoorDe02,rush_long,0,,,,,
player,201309230den,rai,MoorDe02,targets,11,,,,,
player,201309230den,rai,MoorDe02,rec,6,,,,,
player,201309230den,rai,MoorDe02,rec_yds,124,,,,,
player,201309230den,rai,MoorDe02,rec_td,1,,,,,
