game,2013,17,20131229,201312290min,det,"Detroit Lions",13,min,"Minnesota Vikings",14
player,201312290min,det,OgleKe00,pass_int,0,,,,,
player,201312290min,det,OgleKe00,pass_sacked,0,,,,,
player,201312290min,det,OgleKe00,pass_sacked_yds,0,,,,,
player,201312290min,det,OgleKe00,pass_long,0,,,,,
player,201312290min,det,OgleKe00,pass_rating,,,,,,
player,201312290min,det,OgleKe00,rush_att,0,,,,,
player,201312290min,det,OgleKe00,rush_yds,0,,,,,
player,201312290min,det,OgleKe00,rush_td,0,,,,,
player,201312290min,det,OgleKe00,rush_long,0,,,,,
player,201312290min,det,OgleKe00,targets,10,,,,,
player,201312290min,det,OgleKe00,rec,5,,,,,
player,201312290min,det,OgleKe00,rec_yds,75,,,,,
player,201312290min,det,OgleKe00,rec_td,0,,,,,
player,201312290min,det,OgleKe00,rec_long,32,,,,,
player,201312290min,det,OgleKe00,fumbles,0,,,,,
player,201312290min,det,OgleKe00,fumbles_lost,0,,,,,
player,201312290min,det,BurlNa00,pass_cmp,0,,,,,
player,201312290min,det,BurlNa00,pass_att,0,,,,,
player,201312290min,det,BurlNa00,pass_yds,0,,,,,
player,201312290min,det,BurlNa00,pass_td,0,,,,,
player,201312290min,det,BurlNa00,pass_int,0,,,,,
player,201312290min,det,BurlNa00,pass_sacked,0,,,,,
player,201312290min,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201312290min,det,BurlNa00,pass_long,0,,,,,
player,201312290min,det,BurlNa00,pass_rating,,,,,,
player,201312290min,det,BurlNa00,rush_att,0,,,,,
player,201312290min,det,BurlNa00,rush_yds,0,,,,,
player,201312290min,det,BurlNa00,rush_td,0,,,,,
player,201312290min,det,BurlNa00,rush_long,0,,,,,
player,201312290min,det,BurlNa00,targets,8,,,,,
player,201312290min,det,BurlNa00,rec,5,,,,,
player,201312290min,det,BurlNa00,rec_yds,64,,,,,
player,201312290min,det,BurlNa00,rec_td,0,,,,,
player,201312290min,det,BurlNa00,rec_long,24,,,,,
player,201312290min,det,BurlNa00,fumbles,0,,,,,
player,201312290min,det,BurlNa00,fumbles_lost,0,,,,,
player,201312290min,det,FaurJo00,pass_cmp,0,,,,,
player,201312290min,det,FaurJo00,pass_att,0,,,,,
player,201312290min,det,FaurJo00,pass_yds,0,,,,,
player,201312290min,det,FaurJo00,pass_td,0,,,,,
player,201312290min,det,FaurJo00,pass_int,0,,,,,
player,201312290min,det,FaurJo00,pass_sacked,0,,,,,
player,201312290min,det,FaurJo00,pass_sacked_yds,0,,,,,
player,201312290min,det,FaurJo00,pass_long,0,,,,,
player,201312290min,det,FaurJo00,pass_rating,,,,,,
player,201312290min,det,FaurJo00,rush_att,0,,,,,
player,201312290min,det,FaurJo00,rush_yds,0,,,,,
player,201312290min,det,FaurJo00,rush_td,0,,,,,
player,201312290min,det,FaurJo00,rush_long,0,,,,,
player,201312290min,det,FaurJo00,targets,3,,,,,
player,201312290min,det,FaurJo00,rec,3,,,,,
player,201312290min,det,FaurJo00,rec_yds,20,,,,,
player,201312290min,det,FaurJo00,rec_td,0,,,,,
player,201312290min,det,FaurJo00,rec_long,7,,,,,
player,201312290min,det,FaurJo00,fumbles,0,,,,,
player,201312290min,det,FaurJo00,fumbles_lost,0,,,,,
player,201312290min,det,DurhKr00,pass_cmp,0,,,,,
player,201312290min,det,DurhKr00,pass_att,0,,,,,
player,201312290min,det,DurhKr00,pass_yds,0,,,,,
player,201312290min,det,DurhKr00,pass_td,0,,,,,
player,201312290min,det,DurhKr00,pass_int,0,,,,,
player,201312290min,det,DurhKr00,pass_sacked,0,,,,,
player,201312290min,det,DurhKr00,pass_sacked_yds,0,,,,,
player,201312290min,det,DurhKr00,pass_long,0,,,,,
player,201312290min,det,DurhKr00,pass_rating,,,,,,
player,201312290min,det,DurhKr00,rush_att,0,,,,,
player,201312290min,det,DurhKr00,rush_yds,0,,,,,
player,201312290min,det,DurhKr00,rush_td,0,,,,,
player,201312290min,det,DurhKr00,rush_long,0,,,,,
player,201312290min,det,DurhKr00,targets,2,,,,,
player,201312290min,det,DurhKr00,rec,0,,,,,
player,201312290min,det,DurhKr00,rec_yds,0,,,,,
player,201312290min,det,DurhKr00,rec_td,0,,,,,
player,201312290min,det,DurhKr00,rec_long,0,,,,,
player,201312290min,det,DurhKr00,fumbles,0,,,,,
player,201312290min,det,DurhKr00,fumbles_lost,0,,,,,
player,201312290min,min,CassMa00,pass_cmp,20,,,,,
player,201312290min,min,CassMa00,pass_att,33,,,,,
player,201312290min,min,CassMa00,pass_yds,189,,,,,
player,201312290min,min,CassMa00,pass_td,1,,,,,
player,201312290min,min,CassMa00,pass_int,1,,,,,
player,201312290min,min,CassMa00,pass_sacked,3,,,,,
player,201312290min,min,CassMa00,pass_sacked_yds,18,,,,,
player,201312290min,min,CassMa00,pass_long,23,,,,,
player,201312290min,min,CassMa00,pass_rating,73.9,,,,,
player,201312290min,min,CassMa00,rush_att,4,,,,,
player,201312290min,min,CassMa00,rush_yds,5,,,,,
player,201312290min,min,CassMa00,rush_td,0,,,,,
player,201312290min,min,CassMa00,rush_long,7,,,,,
player,201312290min,min,CassMa00,targets,0,,,,,
player,201312290min,min,CassMa00,rec,0,,,,,
player,201312290min,min,CassMa00,rec_yds,0,,,,,
player,201312290min,min,CassMa00,rec_td,0,,,,,
player,201312290min,min,CassMa00,rec_long,0,,,,,
player,201312290min,min,CassMa00,fumbles,0,,,,,
player,201312290min,min,CassMa00,fumbles_lost,0,,,,,
player,201312290min,min,AsiaMa00,pass_cmp,0,,,,,
player,201312290min,min,AsiaMa00,pass_att,0,,,,,
player,201312290min,min,AsiaMa00,pass_yds,0,,,,,
player,201312290min,min,AsiaMa00,pass_td,0,,,,,
player,201312290min,min,AsiaMa00,pass_int,0,,,,,
player,201312290min,min,AsiaMa00,pass_sacked,0,,,,,
player,201312290min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201312290min,min,AsiaMa00,pass_long,0,,,,,
player,201312290min,min,AsiaMa00,pass_rating,,,,,,
player,201312290min,min,AsiaMa00,rush_att,14,,,,,
player,201312290min,min,AsiaMa00,rush_yds,115,,,,,
player,201312290min,min,AsiaMa00,rush_td,0,,,,,
player,201312290min,min,AsiaMa00,rush_long,39,,,,,
player,201312290min,min,AsiaMa00,targets,3,,,,,
player,201312290min,min,AsiaMa00,rec,2,,,,,
player,201312290min,min,AsiaMa00,rec_yds,-2,,,,,
player,201312290min,min,AsiaMa00,rec_td,0,,,,,
player,201312290min,min,AsiaMa00,rec_long,5,,,,,
player,201312290min,min,AsiaMa00,fumbles,1,,,,,
player,201312290min,min,AsiaMa00,fumbles_lost,1,,,,,
player,201312290min,min,PattCo00,pass_cmp,0,,,,,
player,201312290min,min,PattCo00,pass_att,0,,,,,
player,201312290min,min,PattCo00,pass_yds,0,,,,,
player,201312290min,min,PattCo00,pass_td,0,,,,,
player,201312290min,min,PattCo00,pass_int,0,,,,,
player,201312290min,min,PattCo00,pass_sacked,0,,,,,
player,201312290min,min,PattCo00,pass_sacked_yds,0,,,,,
player,201312290min,min,PattCo00,pass_long,0,,,,,
player,201312290min,min,PattCo00,pass_rating,,,,,,
player,201312290min,min,PattCo00,rush_att,2,,,,,
player,201312290min,min,PattCo00,rush_yds,54,,,,,
player,201312290min,min,PattCo00,rush_td,1,,,,,
player,201312290min,min,PattCo00,rush_long,50,,,,,
player,201312290min,min,PattCo00,targets,5,,,,,
player,201312290min,min,PattCo00,rec,2,,,,,
player,201312290min,min,PattCo00,rec_yds,31,,,,,
player,201312290min,min,PattCo00,rec_td,1,,,,,
player,201312290min,min,PattCo00,rec_long,23,,,,,
player,201312290min,min,PattCo00,fumbles,0,,,,,
player,201312290min,min,PattCo00,fumbles_lost,0,,,,,
player,201312290min,min,JennGr00,pass_cmp,0,,,,,
player,201312290min,min,JennGr00,pass_att,0,,,,,
player,201312290min,min,JennGr00,pass_yds,0,,,,,
player,201312290min,min,JennGr00,pass_td,0,,,,,
player,201312290min,min,JennGr00,pass_int,0,,,,,
player,201312290min,min,JennGr00,pass_sacked,0,,,,,
player,201312290min,min,JennGr00,pass_sacked_yds,0,,,,,
player,201312290min,min,JennGr00,pass_long,0,,,,,
player,201312290min,min,JennGr00,pass_rating,,,,,,
player,201312290min,min,JennGr00,rush_att,0,,,,,
player,201312290min,min,JennGr00,rush_yds,0,,,,,
player,201312290min,min,JennGr00,rush_td,0,,,,,
player,201312290min,min,JennGr00,rush_long,0,,,,,
player,201312290min,min,JennGr00,targets,6,,,,,
player,201312290min,min,JennGr00,rec,5,,,,,
player,201312290min,min,JennGr00,rec_yds,44,,,,,
player,201312290min,min,JennGr00,rec_td,0,,,,,
player,201312290min,min,JennGr00,rec_long,14,,,,,
player,201312290min,min,JennGr00,fumbles,0,,,,,
player,201312290min,min,JennGr00,fumbles_lost,0,,,,,
player,201312290min,min,FordCh00,pass_cmp,0,,,,,
player,201312290min,min,FordCh00,pass_att,0,,,,,
player,201312290min,min,FordCh00,pass_yds,0,,,,,
player,201312290min,min,FordCh00,pass_td,0,,,,,
player,201312290min,min,FordCh00,pass_int,0,,,,,
player,201312290min,min,FordCh00,pass_sacked,0,,,,,
player,201312290min,min,FordCh00,pass_sacked_yds,0,,,,,
player,201312290min,min,FordCh00,pass_long,0,,,,,
player,201312290min,min,FordCh00,pass_rating,,,,,,
player,201312290min,min,FordCh00,rush_att,0,,,,,
player,201312290min,min,FordCh00,rush_yds,0,,,,,
player,201312290min,min,FordCh00,rush_td,0,,,,,
player,201312290min,min,FordCh00,rush_long,0,,,,,
player,201312290min,min,FordCh00,targets,7,,,,,
player,201312290min,min,FordCh00,rec,5,,,,,
player,201312290min,min,FordCh00,rec_yds,43,,,,,
player,201312290min,min,FordCh00,rec_td,0,,,,,
player,201312290min,min,FordCh00,rec_long,14,,,,,
player,201312290min,min,FordCh00,fumbles,0,,,,,
player,201312290min,min,FordCh00,fumbles_lost,0,,,,,
player,201312290min,min,WrigJa02,pass_cmp,0,,,,,
player,201312290min,min,WrigJa02,pass_att,0,,,,,
player,201312290min,min,WrigJa02,pass_yds,0,,,,,
player,201312290min,min,WrigJa02,pass_td,0,,,,,
player,201312290min,min,WrigJa02,pass_int,0,,,,,
player,201312290min,min,WrigJa02,pass_sacked,0,,,,,
player,201312290min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201312290min,min,WrigJa02,pass_long,0,,,,,
player,201312290min,min,WrigJa02,pass_rating,,,,,,
player,201312290min,min,WrigJa02,rush_att,0,,,,,
player,201312290min,min,WrigJa02,rush_yds,0,,,,,
player,201312290min,min,WrigJa02,rush_td,0,,,,,
player,201312290min,min,WrigJa02,rush_long,0,,,,,
player,201312290min,min,WrigJa02,targets,3,,,,,
player,201312290min,min,WrigJa02,rec,2,,,,,
player,201312290min,min,WrigJa02,rec_yds,31,,,,,
player,201312290min,min,WrigJa02,rec_td,0,,,,,
player,201312290min,min,WrigJa02,rec_long,19,,,,,
player,201312290min,min,WrigJa02,fumbles,0,,,,,
player,201312290min,min,WrigJa02,fumbles_lost,0,,,,,
player,201312290min,min,SimpJe00,pass_cmp,0,,,,,
player,201312290min,min,SimpJe00,pass_att,0,,,,,
player,201312290min,min,SimpJe00,pass_yds,0,,,,,
player,201312290min,min,SimpJe00,pass_td,0,,,,,
player,201312290min,min,SimpJe00,pass_int,0,,,,,
player,201312290min,min,SimpJe00,pass_sacked,0,,,,,
player,201312290min,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201312290min,min,SimpJe00,pass_long,0,,,,,
player,201312290min,min,SimpJe00,pass_rating,,,,,,
player,201312290min,min,SimpJe00,rush_att,0,,,,,
player,201312290min,min,SimpJe00,rush_yds,0,,,,,
player,201312290min,min,SimpJe00,rush_td,0,,,,,
player,201312290min,min,SimpJe00,rush_long,0,,,,,
player,201312290min,min,SimpJe00,targets,7,,,,,
player,201312290min,min,SimpJe00,rec,3,,,,,
player,201312290min,min,SimpJe00,rec_yds,29,,,,,
player,201312290min,min,SimpJe00,rec_td,0,,,,,
player,201312290min,min,SimpJe00,rec_long,14,,,,,
player,201312290min,min,SimpJe00,fumbles,0,,,,,
player,201312290min,min,SimpJe00,fumbles_lost,0,,,,,
player,201312290min,min,ElliRh00,pass_cmp,0,,,,,
player,201312290min,min,ElliRh00,pass_att,0,,,,,
player,201312290min,min,ElliRh00,pass_yds,0,,,,,
player,201312290min,min,ElliRh00,pass_td,0,,,,,
player,201312290min,min,ElliRh00,pass_int,0,,,,,
player,201312290min,min,ElliRh00,pass_sacked,0,,,,,
player,201312290min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201312290min,min,ElliRh00,pass_long,0,,,,,
player,201312290min,min,ElliRh00,pass_rating,,,,,,
player,201312290min,min,ElliRh00,rush_att,0,,,,,
player,201312290min,min,ElliRh00,rush_yds,0,,,,,
player,201312290min,min,ElliRh00,rush_td,0,,,,,
player,201312290min,min,ElliRh00,rush_long,0,,,,,
player,201312290min,min,ElliRh00,targets,1,,,,,
player,201312290min,min,ElliRh00,rec,1,,,,,
player,201312290min,min,ElliRh00,rec_yds,13,,,,,
player,201312290min,min,ElliRh00,rec_td,0,,,,,
player,201312290min,min,ElliRh00,rec_long,13,,,,,
player,201312290min,min,ElliRh00,fumbles,0,,,,,
player,201312290min,min,ElliRh00,fumbles_lost,0,,,,,
player,201312290min,min,AlleJa22,pass_cmp,0,,,,,
player,201312290min,min,AlleJa22,pass_att,0,,,,,
player,201312290min,min,AlleJa22,pass_yds,0,,,,,
player,201312290min,min,AlleJa22,pass_td,0,,,,,
player,201312290min,min,AlleJa22,pass_int,0,,,,,
player,201312290min,min,AlleJa22,pass_sacked,0,,,,,
player,201312290min,min,AlleJa22,pass_sacked_yds,0,,,,,
player,201312290min,min,AlleJa22,pass_long,0,,,,,
player,201312290min,min,AlleJa22,pass_rating,,,,,,
player,201312290min,min,AlleJa22,rush_att,0,,,,,
player,201312290min,min,AlleJa22,rush_yds,0,,,,,
player,201312290min,min,AlleJa22,rush_td,0,,,,,
player,201312290min,min,AlleJa22,rush_long,0,,,,,
player,201312290min,min,AlleJa22,targets,1,,,,,
player,201312290min,min,AlleJa22,rec,0,,,,,
player,201312290min,min,AlleJa22,rec_yds,0,,,,,
player,201312290min,min,AlleJa22,rec_td,0,,,,,
player,201312290min,min,AlleJa22,rec_long,0,,,,,
player,201312290min,min,AlleJa22,fumbles,0,,,,,
player,201312290min,min,AlleJa22,fumbles_lost,0,,,,,
player,201312290min,det,DelmLo99,def_int,1,,,,,
player,201312290min,det,DelmLo99,def_int_yds,42,,,,,
player,201312290min,det,DelmLo99,def_int_td,0,,,,,
player,201312290min,det,DelmLo99,def_int_long,42,,,,,
player,201312290min,det,DelmLo99,pass_defended,1,,,,,
player,201312290min,det,DelmLo99,sacks,1.0,,,,,
player,201312290min,det,DelmLo99,tackles_combined,3,,,,,
player,201312290min,det,DelmLo99,tackles_solo,3,,,,,
player,201312290min,det,DelmLo99,tackles_assists,0,,,,,
player,201312290min,det,DelmLo99,tackles_loss,1,,,,,
player,201312290min,det,DelmLo99,qb_hits,1,,,,,
player,201312290min,det,DelmLo99,fumbles_rec,0,,,,,
player,201312290min,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201312290min,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201312290min,det,DelmLo99,fumbles_forced,0,,,,,
player,201312290min,det,FairNi00,def_int,0,,,,,
player,201312290min,det,FairNi00,def_int_yds,0,,,,,
player,201312290min,det,FairNi00,def_int_td,0,,,,,
player,201312290min,det,FairNi00,def_int_long,0,,,,,
player,201312290min,det,FairNi00,pass_defended,0,,,,,
player,201312290min,det,FairNi00,sacks,1.5,,,,,
player,201312290min,det,FairNi00,tackles_combined,4,,,,,
player,201312290min,det,FairNi00,tackles_solo,1,,,,,
player,201312290min,det,FairNi00,tackles_assists,3,,,,,
player,201312290min,det,FairNi00,tackles_loss,1,,,,,
player,201312290min,det,FairNi00,qb_hits,2,,,,,
player,201312290min,det,FairNi00,fumbles_rec,0,,,,,
player,201312290min,det,FairNi00,fumbles_rec_yds,0,,,,,
player,201312290min,det,FairNi00,fumbles_rec_td,0,,,,,
player,201312290min,det,FairNi00,fumbles_forced,0,,,,,
player,201312290min,det,TullSt20,def_int,0,,,,,
player,201312290min,det,TullSt20,def_int_yds,0,,,,,
player,201312290min,det,TullSt20,def_int_td,0,,,,,
player,201312290min,det,TullSt20,def_int_long,0,,,,,
player,201312290min,det,TullSt20,pass_defended,0,,,,,
player,201312290min,det,TullSt20,sacks,0.5,,,,,
player,201312290min,det,TullSt20,tackles_combined,12,,,,,
player,201312290min,det,TullSt20,tackles_solo,7,,,,,
player,201312290min,det,TullSt20,tackles_assists,5,,,,,
player,201312290min,det,TullSt20,tackles_loss,0,,,,,
player,201312290min,det,TullSt20,qb_hits,1,,,,,
player,201312290min,det,TullSt20,fumbles_rec,0,,,,,
player,201312290min,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201312290min,det,TullSt20,fumbles_rec_td,0,,,,,
player,201312290min,det,TullSt20,fumbles_forced,0,,,,,
player,201312290min,det,LevyDe99,def_int,0,,,,,
player,201312290min,det,LevyDe99,def_int_yds,0,,,,,
player,201312290min,det,LevyDe99,def_int_td,0,,,,,
player,201312290min,det,LevyDe99,def_int_long,0,,,,,
player,201312290min,det,LevyDe99,pass_defended,1,,,,,
player,201312290min,det,LevyDe99,sacks,0.0,,,,,
player,201312290min,det,LevyDe99,tackles_combined,7,,,,,
player,201312290min,det,LevyDe99,tackles_solo,5,,,,,
player,201312290min,det,LevyDe99,tackles_assists,2,,,,,
player,201312290min,det,LevyDe99,tackles_loss,0,,,,,
player,201312290min,det,LevyDe99,qb_hits,0,,,,,
player,201312290min,det,LevyDe99,fumbles_rec,0,,,,,
player,201312290min,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201312290min,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201312290min,det,LevyDe99,fumbles_forced,0,,,,,
player,201312290min,det,QuinGl99,def_int,0,,,,,
player,201312290min,det,QuinGl99,def_int_yds,0,,,,,
player,201312290min,det,QuinGl99,def_int_td,0,,,,,
player,201312290min,det,QuinGl99,def_int_long,0,,,,,
player,201312290min,det,QuinGl99,pass_defended,0,,,,,
player,201312290min,det,QuinGl99,sacks,0.0,,,,,
player,201312290min,det,QuinGl99,tackles_combined,4,,,,,
player,201312290min,det,QuinGl99,tackles_solo,1,,,,,
player,201312290min,det,QuinGl99,tackles_assists,3,,,,,
player,201312290min,det,QuinGl99,tackles_loss,0,,,,,
player,201312290min,det,QuinGl99,qb_hits,0,,,,,
player,201312290min,det,QuinGl99,fumbles_rec,0,,,,,
player,201312290min,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201312290min,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201312290min,det,QuinGl99,fumbles_forced,0,,,,,
player,201312290min,det,SlayDa00,def_int,0,,,,,
player,201312290min,det,SlayDa00,def_int_yds,0,,,,,
player,201312290min,det,SlayDa00,def_int_td,0,,,,,
player,201312290min,det,SlayDa00,def_int_long,0,,,,,
player,201312290min,det,SlayDa00,pass_defended,1,,,,,
player,201312290min,det,SlayDa00,sacks,0.0,,,,,
player,201312290min,det,SlayDa00,tackles_combined,4,,,,,
player,201312290min,det,SlayDa00,tackles_solo,4,,,,,
player,201312290min,det,SlayDa00,tackles_assists,0,,,,,
player,201312290min,det,SlayDa00,tackles_loss,0,,,,,
player,201312290min,det,SlayDa00,qb_hits,0,,,,,
player,201312290min,det,SlayDa00,fumbles_rec,0,,,,,
player,201312290min,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201312290min,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201312290min,det,SlayDa00,fumbles_forced,0,,,,,
player,201312290min,det,MathRa99,def_int,0,,,,,
player,201312290min,det,MathRa99,def_int_yds,0,,,,,
player,201312290min,det,MathRa99,def_int_td,0,,,,,
player,201312290min,det,MathRa99,def_int_long,0,,,,,
player,201312290min,det,MathRa99,pass_defended,0,,,,,
player,201312290min,det,MathRa99,sacks,0.0,,,,,
player,201312290min,det,MathRa99,tackles_combined,3,,,,,
player,201312290min,det,MathRa99,tackles_solo,3,,,,,
player,201312290min,det,MathRa99,tackles_assists,0,,,,,
player,201312290min,det,MathRa99,tackles_loss,0,,,,,
player,201312290min,det,MathRa99,qb_hits,0,,,,,
player,201312290min,det,MathRa99,fumbles_rec,0,,,,,
player,201312290min,det,MathRa99,fumbles_rec_yds,0,,,,,
player,201312290min,det,MathRa99,fumbles_rec_td,0,,,,,
player,201312290min,det,MathRa99,fumbles_forced,0,,,,,
player,201312290min,det,SuhxNd99,def_int,0,,,,,
player,201312290min,det,SuhxNd99,def_int_yds,0,,,,,
player,201312290min,det,SuhxNd99,def_int_td,0,,,,,
player,201312290min,det,SuhxNd99,def_int_long,0,,,,,
player,201312290min,det,SuhxNd99,pass_defended,2,,,,,
player,201312290min,det,SuhxNd99,sacks,0.0,,,,,
player,201312290min,det,SuhxNd99,tackles_combined,3,,,,,
player,201312290min,det,SuhxNd99,tackles_solo,2,,,,,
player,201312290min,det,SuhxNd99,tackles_assists,1,,,,,
player,201312290min,det,SuhxNd99,tackles_loss,0,,,,,
player,201312290min,det,SuhxNd99,qb_hits,0,,,,,
player,201312290min,det,SuhxNd99,fumbles_rec,0,,,,,
player,201312290min,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201312290min,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201312290min,det,SuhxNd99,fumbles_forced,0,,,,,
player,201312290min,det,GreeCh01,def_int,0,,,,,
player,201312290min,det,GreeCh01,def_int_yds,0,,,,,
player,201312290min,det,GreeCh01,def_int_td,0,,,,,
player,201312290min,det,GreeCh01,def_int_long,0,,,,,
player,201312290min,det,GreeCh01,pass_defended,0,,,,,
player,201312290min,det,GreeCh01,sacks,0.0,,,,,
player,201312290min,det,GreeCh01,tackles_combined,2,,,,,
player,201312290min,det,GreeCh01,tackles_solo,2,,,,,
player,201312290min,det,GreeCh01,tackles_assists,0,,,,,
player,201312290min,det,GreeCh01,tackles_loss,0,,,,,
player,201312290min,det,GreeCh01,qb_hits,0,,,,,
player,201312290min,det,GreeCh01,fumbles_rec,0,,,,,
player,201312290min,det,GreeCh01,fumbles_rec_yds,0,,,,,
player,201312290min,det,GreeCh01,fumbles_rec_td,0,,,,,
player,201312290min,det,GreeCh01,fumbles_forced,0,,,,,
player,201312290min,det,WendJo99,def_int,0,,,,,
player,201312290min,det,WendJo99,def_int_yds,0,,,,,
player,201312290min,det,WendJo99,def_int_td,0,,,,,
player,201312290min,det,WendJo99,def_int_long,0,,,,,
player,201312290min,det,WendJo99,pass_defended,0,,,,,
player,201312290min,det,WendJo99,sacks,0.0,,,,,
