game,2013,16,20131222,201312220phi,chi,"Chicago Bears",11,phi,"Philadelphia Eagles",54
team,201312220phi,chi,First Downs,18,,,,,,
team,201312220phi,phi,First Downs,28,,,,,,
team,201312220phi,chi,Rush-Yds-TDs,19-61-0,,,,,,
team,201312220phi,phi,Rush-Yds-TDs,36-289-4,,,,,,
team,201312220phi,chi,Cmp-Att-Yd-TD-INT,22-39-242-1-1,,,,,,
team,201312220phi,phi,Cmp-Att-Yd-TD-INT,21-25-230-2-0,,,,,,
team,201312220phi,chi,Sacked-Yards,5-46,,,,,,
team,201312220phi,phi,Sacked-Yards,2-5,,,,,,
team,201312220phi,chi,Net Pass Yards,196,,,,,,
team,201312220phi,phi,Net Pass Yards,225,,,,,,
team,201312220phi,chi,Total Yards,257,,,,,,
team,201312220phi,phi,Total Yards,514,,,,,,
team,201312220phi,chi,Fumbles-Lost,3-1,,,,,,
team,201312220phi,phi,Fumbles-Lost,1-1,,,,,,
team,201312220phi,chi,Turnovers,2,,,,,,
team,201312220phi,phi,Turnovers,1,,,,,,
team,201312220phi,chi,Penalties-Yards,2-10,,,,,,
team,201312220phi,phi,Penalties-Yards,2-15,,,,,,
team,201312220phi,chi,Third Down Conv.,5-14,,,,,,
team,201312220phi,phi,Third Down Conv.,5-9,,,,,,
team,201312220phi,chi,Fourth Down Conv.,2-3,,,,,,
team,201312220phi,phi,Fourth Down Conv.,1-1,,,,,,
team,201312220phi,chi,Time of Possession,29:40,,,,,,
team,201312220phi,phi,Time of Possession,30:20,,,,,,
player,201312220phi,chi,CutlJa00,pass_cmp,20,,,,,
player,201312220phi,chi,CutlJa00,pass_att,35,,,,,
player,201312220phi,chi,CutlJa00,pass_yds,222,,,,,
player,201312220phi,chi,CutlJa00,pass_td,1,,,,,
player,201312220phi,chi,CutlJa00,pass_int,1,,,,,
player,201312220phi,chi,CutlJa00,pass_sacked,5,,,,,
player,201312220phi,chi,CutlJa00,pass_sacked_yds,46,,,,,
player,201312220phi,chi,CutlJa00,pass_long,30,,,,,
player,201312220phi,chi,CutlJa00,pass_rating,73.8,,,,,
player,201312220phi,chi,CutlJa00,rush_att,2,,,,,
player,201312220phi,chi,CutlJa00,rush_yds,15,,,,,
player,201312220phi,chi,CutlJa00,rush_td,0,,,,,
player,201312220phi,chi,CutlJa00,rush_long,11,,,,,
player,201312220phi,chi,CutlJa00,targets,0,,,,,
player,201312220phi,chi,CutlJa00,rec,0,,,,,
player,201312220phi,chi,CutlJa00,rec_yds,0,,,,,
player,201312220phi,chi,CutlJa00,rec_td,0,,,,,
player,201312220phi,chi,CutlJa00,rec_long,0,,,,,
player,201312220phi,chi,CutlJa00,fumbles,1,,,,,
player,201312220phi,chi,CutlJa00,fumbles_lost,0,,,,,
player,201312220phi,chi,McCoJo01,pass_cmp,2,,,,,
player,201312220phi,chi,McCoJo01,pass_att,4,,,,,
player,201312220phi,chi,McCoJo01,pass_yds,20,,,,,
player,201312220phi,chi,McCoJo01,pass_td,0,,,,,
player,201312220phi,chi,McCoJo01,pass_int,0,,,,,
player,201312220phi,chi,McCoJo01,pass_sacked,0,,,,,
player,201312220phi,chi,McCoJo01,pass_sacked_yds,0,,,,,
player,201312220phi,chi,McCoJo01,pass_long,12,,,,,
player,201312220phi,chi,McCoJo01,pass_rating,64.6,,,,,
player,201312220phi,chi,McCoJo01,rush_att,1,,,,,
player,201312220phi,chi,McCoJo01,rush_yds,-3,,,,,
player,201312220phi,chi,McCoJo01,rush_td,0,,,,,
player,201312220phi,chi,McCoJo01,rush_long,-3,,,,,
player,201312220phi,chi,McCoJo01,targets,0,,,,,
