game,2013,15,20131212,201312120den,sdg,"San Diego Chargers",27,den,"Denver Broncos",20
team,201312120den,sdg,First Downs,24,,,,,,
team,201312120den,den,First Downs,19,,,,,,
team,201312120den,sdg,Rush-Yds-TDs,44-177-1,,,,,,
team,201312120den,den,Rush-Yds-TDs,11-18-0,,,,,,
team,201312120den,sdg,Cmp-Att-Yd-TD-INT,12-20-166-2-0,,,,,,
team,201312120den,den,Cmp-Att-Yd-TD-INT,27-41-289-2-1,,,,,,
team,201312120den,sdg,Sacked-Yards,2-6,,,,,,
team,201312120den,den,Sacked-Yards,1-12,,,,,,
team,201312120den,sdg,Net Pass Yards,160,,,,,,
team,201312120den,den,Net Pass Yards,277,,,,,,
team,201312120den,sdg,Total Yards,337,,,,,,
team,201312120den,den,Total Yards,295,,,,,,
team,201312120den,sdg,Fumbles-Lost,1-0,,,,,,
team,201312120den,den,Fumbles-Lost,0-0,,,,,,
team,201312120den,sdg,Turnovers,0,,,,,,
team,201312120den,den,Turnovers,1,,,,,,
team,201312120den,sdg,Penalties-Yards,4-35,,,,,,
team,201312120den,den,Penalties-Yards,6-43,,,,,,
team,201312120den,sdg,Third Down Conv.,6-12,,,,,,
team,201312120den,den,Third Down Conv.,2-9,,,,,,
team,201312120den,sdg,Fourth Down Conv.,0-0,,,,,,
team,201312120den,den,Fourth Down Conv.,1-1,,,,,,
team,201312120den,sdg,Time of Possession,38:49,,,,,,
team,201312120den,den,Time of Possession,21:11,,,,,,
player,201312120den,sdg,RivePh00,pass_cmp,12,,,,,
player,201312120den,sdg,RivePh00,pass_att,20,,,,,
player,201312120den,sdg,RivePh00,pass_yds,166,,,,,
player,201312120den,sdg,RivePh00,pass_td,2,,,,,
player,201312120den,sdg,RivePh00,pass_int,0,,,,,
player,201312120den,sdg,RivePh00,pass_sacked,2,,,,,
player,201312120den,sdg,RivePh00,pass_sacked_yds,6,,,,,
player,201312120den,sdg,RivePh00,pass_long,32,,,,,
player,201312120den,sdg,RivePh00,pass_rating,120.0,,,,,
player,201312120den,sdg,RivePh00,rush_att,3,,,,,
player,201312120den,sdg,RivePh00,rush_yds,9,,,,,
player,201312120den,sdg,RivePh00,rush_td,0,,,,,
player,201312120den,sdg,RivePh00,rush_long,11,,,,,
player,201312120den,sdg,RivePh00,targets,0,,,,,
player,201312120den,sdg,RivePh00,rec,0,,,,,
player,201312120den,sdg,RivePh00,rec_yds,0,,,,,
player,201312120den,sdg,RivePh00,rec_td,0,,,,,
player,201312120den,sdg,RivePh00,rec_long,0,,,,,
player,201312120den,sdg,RivePh00,fumbles,0,,,,,
player,201312120den,sdg,RivePh00,fumbles_lost,0,,,,,
