game,2013,12,20131124,201311240ram,chi,"Chicago Bears",21,ram,"St. Louis Rams",42
team,201311240ram,chi,First Downs,30,,,,,,
team,201311240ram,ram,First Downs,20,,,,,,
team,201311240ram,chi,Rush-Yds-TDs,26-80-1,,,,,,
team,201311240ram,ram,Rush-Yds-TDs,29-258-3,,,,,,
team,201311240ram,chi,Cmp-Att-Yd-TD-INT,36-47-352-2-1,,,,,,
team,201311240ram,ram,Cmp-Att-Yd-TD-INT,10-22-167-1-0,,,,,,
team,201311240ram,chi,Sacked-Yards,1-8,,,,,,
team,201311240ram,ram,Sacked-Yards,2-19,,,,,,
team,201311240ram,chi,Net Pass Yards,344,,,,,,
team,201311240ram,ram,Net Pass Yards,148,,,,,,
team,201311240ram,chi,Total Yards,424,,,,,,
team,201311240ram,ram,Total Yards,406,,,,,,
team,201311240ram,chi,Fumbles-Lost,3-2,,,,,,
team,201311240ram,ram,Fumbles-Lost,1-0,,,,,,
team,201311240ram,chi,Turnovers,3,,,,,,
team,201311240ram,ram,Turnovers,0,,,,,,
team,201311240ram,chi,Penalties-Yards,10-84,,,,,,
team,201311240ram,ram,Penalties-Yards,6-39,,,,,,
team,201311240ram,chi,Third Down Conv.,6-10,,,,,,
team,201311240ram,ram,Third Down Conv.,4-10,,,,,,
team,201311240ram,chi,Fourth Down Conv.,0-1,,,,,,
team,201311240ram,ram,Fourth Down Conv.,0-0,,,,,,
team,201311240ram,chi,Time of Possession,36:09,,,,,,
team,201311240ram,ram,Time of Possession,23:51,,,,,,
player,201311240ram,chi,McCoJo01,pass_cmp,36,,,,,
player,201311240ram,chi,McCoJo01,pass_att,47,,,,,
player,201311240ram,chi,McCoJo01,pass_yds,352,,,,,
player,201311240ram,chi,McCoJo01,pass_td,2,,,,,
player,201311240ram,chi,McCoJo01,pass_int,1,,,,,
player,201311240ram,chi,McCoJo01,pass_sacked,1,,,,,
player,201311240ram,chi,McCoJo01,pass_sacked_yds,8,,,,,
player,201311240ram,chi,McCoJo01,pass_long,37,,,,,
player,201311240ram,chi,McCoJo01,pass_rating,102.4,,,,,
player,201311240ram,chi,McCoJo01,rush_att,2,,,,,
player,201311240ram,chi,McCoJo01,rush_yds,4,,,,,
player,201311240ram,chi,McCoJo01,rush_td,0,,,,,
player,201311240ram,chi,McCoJo01,rush_long,3,,,,,
player,201311240ram,chi,McCoJo01,targets,0,,,,,
player,201311240ram,chi,McCoJo01,rec,0,,,,,
player,201311240ram,chi,McCoJo01,rec_yds,0,,,,,
player,201311240ram,chi,McCoJo01,rec_td,0,,,,,
player,201311240ram,chi,McCoJo01,rec_long,0,,,,,
player,201311240ram,chi,McCoJo01,fumbles,1,,,,,
player,201311240ram,chi,McCoJo01,fumbles_lost,1,,,,,
player,201311240ram,chi,FortMa00,pass_cmp,0,,,,,
player,201311240ram,chi,FortMa00,pass_att,0,,,,,
player,201311240ram,chi,FortMa00,pass_yds,0,,,,,
player,201311240ram,chi,FortMa00,pass_td,0,,,,,
player,201311240ram,chi,FortMa00,pass_int,0,,,,,
player,201311240ram,chi,FortMa00,pass_sacked,0,,,,,
player,201311240ram,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201311240ram,chi,FortMa00,pass_long,0,,,,,
player,201311240ram,chi,FortMa00,pass_rating,,,,,,
player,201311240ram,chi,FortMa00,rush_att,16,,,,,
player,201311240ram,chi,FortMa00,rush_yds,77,,,,,
player,201311240ram,chi,FortMa00,rush_td,0,,,,,
player,201311240ram,chi,FortMa00,rush_long,26,,,,,
player,201311240ram,chi,FortMa00,targets,9,,,,,
player,201311240ram,chi,FortMa00,rec,7,,,,,
player,201311240ram,chi,FortMa00,rec_yds,40,,,,,
player,201311240ram,chi,FortMa00,rec_td,0,,,,,
player,201311240ram,chi,FortMa00,rec_long,13,,,,,
player,201311240ram,chi,FortMa00,fumbles,1,,,,,
player,201311240ram,chi,FortMa00,fumbles_lost,1,,,,,
player,201311240ram,chi,JeffAl00,pass_cmp,0,,,,,
player,201311240ram,chi,JeffAl00,pass_att,0,,,,,
player,201311240ram,chi,JeffAl00,pass_yds,0,,,,,
player,201311240ram,chi,JeffAl00,pass_td,0,,,,,
player,201311240ram,chi,JeffAl00,pass_int,0,,,,,
player,201311240ram,chi,JeffAl00,pass_sacked,0,,,,,
player,201311240ram,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201311240ram,chi,JeffAl00,pass_long,0,,,,,
player,201311240ram,chi,JeffAl00,pass_rating,,,,,,
player,201311240ram,chi,JeffAl00,rush_att,1,,,,,
player,201311240ram,chi,JeffAl00,rush_yds,4,,,,,
player,201311240ram,chi,JeffAl00,rush_td,0,,,,,
player,201311240ram,chi,JeffAl00,rush_long,4,,,,,
player,201311240ram,chi,JeffAl00,targets,8,,,,,
player,201311240ram,chi,JeffAl00,rec,4,,,,,
player,201311240ram,chi,JeffAl00,rec_yds,42,,,,,
player,201311240ram,chi,JeffAl00,rec_td,0,,,,,
player,201311240ram,chi,JeffAl00,rec_long,18,,,,,
player,201311240ram,chi,JeffAl00,fumbles,0,,,,,
player,201311240ram,chi,JeffAl00,fumbles_lost,0,,,,,
player,201311240ram,chi,MarsBr00,pass_cmp,0,,,,,
player,201311240ram,chi,MarsBr00,pass_att,0,,,,,
player,201311240ram,chi,MarsBr00,pass_yds,0,,,,,
player,201311240ram,chi,MarsBr00,pass_td,0,,,,,
player,201311240ram,chi,MarsBr00,pass_int,0,,,,,
player,201311240ram,chi,MarsBr00,pass_sacked,0,,,,,
player,201311240ram,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201311240ram,chi,MarsBr00,pass_long,0,,,,,
player,201311240ram,chi,MarsBr00,pass_rating,,,,,,
player,201311240ram,chi,MarsBr00,rush_att,0,,,,,
player,201311240ram,chi,MarsBr00,rush_yds,0,,,,,
player,201311240ram,chi,MarsBr00,rush_td,0,,,,,
player,201311240ram,chi,MarsBr00,rush_long,0,,,,,
player,201311240ram,chi,MarsBr00,targets,12,,,,,
player,201311240ram,chi,MarsBr00,rec,10,,,,,
player,201311240ram,chi,MarsBr00,rec_yds,117,,,,,
player,201311240ram,chi,MarsBr00,rec_td,1,,,,,
player,201311240ram,chi,MarsBr00,rec_long,23,,,,,
player,201311240ram,chi,MarsBr00,fumbles,0,,,,,
player,201311240ram,chi,MarsBr00,fumbles_lost,0,,,,,
player,201311240ram,chi,BennMa00,pass_cmp,0,,,,,
player,201311240ram,chi,BennMa00,pass_att,0,,,,,
player,201311240ram,chi,BennMa00,pass_yds,0,,,,,
player,201311240ram,chi,BennMa00,pass_td,0,,,,,
player,201311240ram,chi,BennMa00,pass_int,0,,,,,
player,201311240ram,chi,BennMa00,pass_sacked,0,,,,,
player,201311240ram,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201311240ram,chi,BennMa00,pass_long,0,,,,,
player,201311240ram,chi,BennMa00,pass_rating,,,,,,
player,201311240ram,chi,BennMa00,rush_att,0,,,,,
player,201311240ram,chi,BennMa00,rush_yds,0,,,,,
player,201311240ram,chi,BennMa00,rush_td,0,,,,,
player,201311240ram,chi,BennMa00,rush_long,0,,,,,
player,201311240ram,chi,BennMa00,targets,5,,,,,
player,201311240ram,chi,BennMa00,rec,4,,,,,
player,201311240ram,chi,BennMa00,rec_yds,62,,,,,
player,201311240ram,chi,BennMa00,rec_td,1,,,,,
player,201311240ram,chi,BennMa00,rec_long,37,,,,,
player,201311240ram,chi,BennMa00,fumbles,0,,,,,
player,201311240ram,chi,BennMa00,fumbles_lost,0,,,,,
player,201311240ram,chi,BennEa00,pass_cmp,0,,,,,
player,201311240ram,chi,BennEa00,pass_att,0,,,,,
player,201311240ram,chi,BennEa00,pass_yds,0,,,,,
player,201311240ram,chi,BennEa00,pass_td,0,,,,,
player,201311240ram,chi,BennEa00,pass_int,0,,,,,
player,201311240ram,chi,BennEa00,pass_sacked,0,,,,,
player,201311240ram,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201311240ram,chi,BennEa00,pass_long,0,,,,,
player,201311240ram,chi,BennEa00,pass_rating,,,,,,
player,201311240ram,chi,BennEa00,rush_att,0,,,,,
player,201311240ram,chi,BennEa00,rush_yds,0,,,,,
player,201311240ram,chi,BennEa00,rush_td,0,,,,,
player,201311240ram,chi,BennEa00,rush_long,0,,,,,
player,201311240ram,chi,BennEa00,targets,8,,,,,
player,201311240ram,chi,BennEa00,rec,8,,,,,
player,201311240ram,chi,BennEa00,rec_yds,58,,,,,
player,201311240ram,chi,BennEa00,rec_td,0,,,,,
player,201311240ram,chi,BennEa00,rec_long,17,,,,,
player,201311240ram,chi,BennEa00,fumbles,0,,,,,
player,201311240ram,chi,BennEa00,fumbles_lost,0,,,,,
player,201311240ram,chi,FiamTo00,pass_cmp,0,,,,,
player,201311240ram,chi,FiamTo00,pass_att,0,,,,,
player,201311240ram,chi,FiamTo00,pass_yds,0,,,,,
player,201311240ram,chi,FiamTo00,pass_td,0,,,,,
player,201311240ram,chi,FiamTo00,pass_int,0,,,,,
player,201311240ram,chi,FiamTo00,pass_sacked,0,,,,,
player,201311240ram,chi,FiamTo00,pass_sacked_yds,0,,,,,
player,201311240ram,chi,FiamTo00,pass_long,0,,,,,
player,201311240ram,chi,FiamTo00,pass_rating,,,,,,
player,201311240ram,chi,FiamTo00,rush_att,0,,,,,
player,201311240ram,chi,FiamTo00,rush_yds,0,,,,,
player,201311240ram,chi,FiamTo00,rush_td,0,,,,,
player,201311240ram,chi,FiamTo00,rush_long,0,,,,,
player,201311240ram,chi,FiamTo00,targets,3,,,,,
player,201311240ram,chi,FiamTo00,rec,2,,,,,
player,201311240ram,chi,FiamTo00,rec_yds,23,,,,,
player,201311240ram,chi,FiamTo00,rec_td,0,,,,,
player,201311240ram,chi,FiamTo00,rec_long,17,,,,,
player,201311240ram,chi,FiamTo00,fumbles,0,,,,,
player,201311240ram,chi,FiamTo00,fumbles_lost,0,,,,,
player,201311240ram,chi,BushMi00,pass_cmp,0,,,,,
player,201311240ram,chi,BushMi00,pass_att,0,,,,,
player,201311240ram,chi,BushMi00,pass_yds,0,,,,,
player,201311240ram,chi,BushMi00,pass_td,0,,,,,
player,201311240ram,chi,BushMi00,pass_int,0,,,,,
player,201311240ram,chi,BushMi00,pass_sacked,0,,,,,
player,201311240ram,chi,BushMi00,pass_sacked_yds,0,,,,,
player,201311240ram,chi,BushMi00,pass_long,0,,,,,
player,201311240ram,chi,BushMi00,pass_rating,,,,,,
player,201311240ram,chi,BushMi00,rush_att,7,,,,,
player,201311240ram,chi,BushMi00,rush_yds,-5,,,,,
player,201311240ram,chi,BushMi00,rush_td,1,,,,,
player,201311240ram,chi,BushMi00,rush_long,3,,,,,
player,201311240ram,chi,BushMi00,targets,2,,,,,
player,201311240ram,chi,BushMi00,rec,1,,,,,
player,201311240ram,chi,BushMi00,rec_yds,10,,,,,
player,201311240ram,chi,BushMi00,rec_td,0,,,,,
player,201311240ram,chi,BushMi00,rec_long,10,,,,,
player,201311240ram,chi,BushMi00,fumbles,0,,,,,
player,201311240ram,chi,BushMi00,fumbles_lost,0,,,,,
player,201311240ram,ram,ClemKe00,pass_cmp,10,,,,,
player,201311240ram,ram,ClemKe00,pass_att,22,,,,,
player,201311240ram,ram,ClemKe00,pass_yds,167,,,,,
player,201311240ram,ram,ClemKe00,pass_td,1,,,,,
player,201311240ram,ram,ClemKe00,pass_int,0,,,,,
player,201311240ram,ram,ClemKe00,pass_sacked,2,,,,,
player,201311240ram,ram,ClemKe00,pass_sacked_yds,19,,,,,
player,201311240ram,ram,ClemKe00,pass_long,32,,,,,
player,201311240ram,ram,ClemKe00,pass_rating,86.7,,,,,
player,201311240ram,ram,ClemKe00,rush_att,3,,,,,
player,201311240ram,ram,ClemKe00,rush_yds,-3,,,,,
player,201311240ram,ram,ClemKe00,rush_td,0,,,,,
player,201311240ram,ram,ClemKe00,rush_long,-1,,,,,
player,201311240ram,ram,ClemKe00,targets,0,,,,,
player,201311240ram,ram,ClemKe00,rec,0,,,,,
player,201311240ram,ram,ClemKe00,rec_yds,0,,,,,
player,201311240ram,ram,ClemKe00,rec_td,0,,,,,
player,201311240ram,ram,ClemKe00,rec_long,0,,,,,
player,201311240ram,ram,ClemKe00,fumbles,0,,,,,
player,201311240ram,ram,ClemKe00,fumbles_lost,0,,,,,
player,201311240ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201311240ram,ram,CunnBe01,pass_att,0,,,,,
player,201311240ram,ram,CunnBe01,pass_yds,0,,,,,
player,201311240ram,ram,CunnBe01,pass_td,0,,,,,
player,201311240ram,ram,CunnBe01,pass_int,0,,,,,
player,201311240ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201311240ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201311240ram,ram,CunnBe01,pass_long,0,,,,,
player,201311240ram,ram,CunnBe01,pass_rating,,,,,,
player,201311240ram,ram,CunnBe01,rush_att,13,,,,,
player,201311240ram,ram,CunnBe01,rush_yds,109,,,,,
player,201311240ram,ram,CunnBe01,rush_td,1,,,,,
player,201311240ram,ram,CunnBe01,rush_long,27,,,,,
player,201311240ram,ram,CunnBe01,targets,0,,,,,
player,201311240ram,ram,CunnBe01,rec,0,,,,,
player,201311240ram,ram,CunnBe01,rec_yds,0,,,,,
player,201311240ram,ram,CunnBe01,rec_td,0,,,,,
player,201311240ram,ram,CunnBe01,rec_long,0,,,,,
player,201311240ram,ram,CunnBe01,fumbles,1,,,,,
player,201311240ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201311240ram,ram,StacZa00,pass_cmp,0,,,,,
player,201311240ram,ram,StacZa00,pass_att,0,,,,,
player,201311240ram,ram,StacZa00,pass_yds,0,,,,,
player,201311240ram,ram,StacZa00,pass_td,0,,,,,
player,201311240ram,ram,StacZa00,pass_int,0,,,,,
player,201311240ram,ram,StacZa00,pass_sacked,0,,,,,
