game,2013,9,20131103,201311030dal,min,"Minnesota Vikings",23,dal,"Dallas Cowboys",27
player,201311030dal,min,WrigJa02,pass_td,0,,,,,
player,201311030dal,min,WrigJa02,pass_int,0,,,,,
player,201311030dal,min,WrigJa02,pass_sacked,0,,,,,
player,201311030dal,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201311030dal,min,WrigJa02,pass_long,0,,,,,
player,201311030dal,min,WrigJa02,pass_rating,,,,,,
player,201311030dal,min,WrigJa02,rush_att,0,,,,,
player,201311030dal,min,WrigJa02,rush_yds,0,,,,,
player,201311030dal,min,WrigJa02,rush_td,0,,,,,
player,201311030dal,min,WrigJa02,rush_long,0,,,,,
player,201311030dal,min,WrigJa02,targets,5,,,,,
player,201311030dal,min,WrigJa02,rec,3,,,,,
player,201311030dal,min,WrigJa02,rec_yds,31,,,,,
player,201311030dal,min,WrigJa02,rec_td,0,,,,,
player,201311030dal,min,WrigJa02,rec_long,13,,,,,
player,201311030dal,min,WrigJa02,fumbles,0,,,,,
player,201311030dal,min,WrigJa02,fumbles_lost,0,,,,,
player,201311030dal,min,SimpJe00,pass_cmp,0,,,,,
player,201311030dal,min,SimpJe00,pass_att,0,,,,,
player,201311030dal,min,SimpJe00,pass_yds,0,,,,,
player,201311030dal,min,SimpJe00,pass_td,0,,,,,
player,201311030dal,min,SimpJe00,pass_int,0,,,,,
player,201311030dal,min,SimpJe00,pass_sacked,0,,,,,
player,201311030dal,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201311030dal,min,SimpJe00,pass_long,0,,,,,
player,201311030dal,min,SimpJe00,pass_rating,,,,,,
player,201311030dal,min,SimpJe00,rush_att,0,,,,,
player,201311030dal,min,SimpJe00,rush_yds,0,,,,,
player,201311030dal,min,SimpJe00,rush_td,0,,,,,
player,201311030dal,min,SimpJe00,rush_long,0,,,,,
player,201311030dal,min,SimpJe00,targets,5,,,,,
player,201311030dal,min,SimpJe00,rec,2,,,,,
player,201311030dal,min,SimpJe00,rec_yds,24,,,,,
player,201311030dal,min,SimpJe00,rec_td,0,,,,,
player,201311030dal,min,SimpJe00,rec_long,17,,,,,
player,201311030dal,min,SimpJe00,fumbles,0,,,,,
player,201311030dal,min,SimpJe00,fumbles_lost,0,,,,,
player,201311030dal,min,CarlJo00,pass_cmp,0,,,,,
player,201311030dal,min,CarlJo00,pass_att,0,,,,,
player,201311030dal,min,CarlJo00,pass_yds,0,,,,,
player,201311030dal,min,CarlJo00,pass_td,0,,,,,
player,201311030dal,min,CarlJo00,pass_int,0,,,,,
player,201311030dal,min,CarlJo00,pass_sacked,0,,,,,
player,201311030dal,min,CarlJo00,pass_sacked_yds,0,,,,,
player,201311030dal,min,CarlJo00,pass_long,0,,,,,
player,201311030dal,min,CarlJo00,pass_rating,,,,,,
player,201311030dal,min,CarlJo00,rush_att,0,,,,,
player,201311030dal,min,CarlJo00,rush_yds,0,,,,,
player,201311030dal,min,CarlJo00,rush_td,0,,,,,
player,201311030dal,min,CarlJo00,rush_long,0,,,,,
player,201311030dal,min,CarlJo00,targets,6,,,,,
player,201311030dal,min,CarlJo00,rec,4,,,,,
player,201311030dal,min,CarlJo00,rec_yds,23,,,,,
player,201311030dal,min,CarlJo00,rec_td,0,,,,,
player,201311030dal,min,CarlJo00,rec_long,12,,,,,
player,201311030dal,min,CarlJo00,fumbles,0,,,,,
player,201311030dal,min,CarlJo00,fumbles_lost,0,,,,,
player,201311030dal,min,PattCo00,pass_cmp,0,,,,,
player,201311030dal,min,PattCo00,pass_att,0,,,,,
player,201311030dal,min,PattCo00,pass_yds,0,,,,,
player,201311030dal,min,PattCo00,pass_td,0,,,,,
player,201311030dal,min,PattCo00,pass_int,0,,,,,
player,201311030dal,min,PattCo00,pass_sacked,0,,,,,
player,201311030dal,min,PattCo00,pass_sacked_yds,0,,,,,
player,201311030dal,min,PattCo00,pass_long,0,,,,,
player,201311030dal,min,PattCo00,pass_rating,,,,,,
player,201311030dal,min,PattCo00,rush_att,0,,,,,
player,201311030dal,min,PattCo00,rush_yds,0,,,,,
player,201311030dal,min,PattCo00,rush_td,0,,,,,
player,201311030dal,min,PattCo00,rush_long,0,,,,,
player,201311030dal,min,PattCo00,targets,4,,,,,
player,201311030dal,min,PattCo00,rec,3,,,,,
player,201311030dal,min,PattCo00,rec_yds,13,,,,,
player,201311030dal,min,PattCo00,rec_td,0,,,,,
player,201311030dal,min,PattCo00,rec_long,5,,,,,
player,201311030dal,min,PattCo00,fumbles,0,,,,,
player,201311030dal,min,PattCo00,fumbles_lost,0,,,,,
player,201311030dal,min,FeltJe00,pass_cmp,0,,,,,
player,201311030dal,min,FeltJe00,pass_att,0,,,,,
player,201311030dal,min,FeltJe00,pass_yds,0,,,,,
player,201311030dal,min,FeltJe00,pass_td,0,,,,,
player,201311030dal,min,FeltJe00,pass_int,0,,,,,
player,201311030dal,min,FeltJe00,pass_sacked,0,,,,,
player,201311030dal,min,FeltJe00,pass_sacked_yds,0,,,,,
player,201311030dal,min,FeltJe00,pass_long,0,,,,,
player,201311030dal,min,FeltJe00,pass_rating,,,,,,
player,201311030dal,min,FeltJe00,rush_att,0,,,,,
player,201311030dal,min,FeltJe00,rush_yds,0,,,,,
player,201311030dal,min,FeltJe00,rush_td,0,,,,,
player,201311030dal,min,FeltJe00,rush_long,0,,,,,
player,201311030dal,min,FeltJe00,targets,1,,,,,
player,201311030dal,min,FeltJe00,rec,1,,,,,
player,201311030dal,min,FeltJe00,rec_yds,11,,,,,
player,201311030dal,min,FeltJe00,rec_td,0,,,,,
player,201311030dal,min,FeltJe00,rec_long,11,,,,,
player,201311030dal,min,FeltJe00,fumbles,0,,,,,
player,201311030dal,min,FeltJe00,fumbles_lost,0,,,,,
player,201311030dal,min,GerhTo00,pass_cmp,0,,,,,
player,201311030dal,min,GerhTo00,pass_att,0,,,,,
player,201311030dal,min,GerhTo00,pass_yds,0,,,,,
player,201311030dal,min,GerhTo00,pass_td,0,,,,,
player,201311030dal,min,GerhTo00,pass_int,0,,,,,
player,201311030dal,min,GerhTo00,pass_sacked,0,,,,,
player,201311030dal,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201311030dal,min,GerhTo00,pass_long,0,,,,,
player,201311030dal,min,GerhTo00,pass_rating,,,,,,
player,201311030dal,min,GerhTo00,rush_att,0,,,,,
player,201311030dal,min,GerhTo00,rush_yds,0,,,,,
player,201311030dal,min,GerhTo00,rush_td,0,,,,,
player,201311030dal,min,GerhTo00,rush_long,0,,,,,
player,201311030dal,min,GerhTo00,targets,1,,,,,
player,201311030dal,min,GerhTo00,rec,1,,,,,
player,201311030dal,min,GerhTo00,rec_yds,6,,,,,
player,201311030dal,min,GerhTo00,rec_td,0,,,,,
player,201311030dal,min,GerhTo00,rec_long,6,,,,,
player,201311030dal,min,GerhTo00,fumbles,0,,,,,
player,201311030dal,min,GerhTo00,fumbles_lost,0,,,,,
player,201311030dal,dal,RomoTo00,pass_cmp,34,,,,,
player,201311030dal,dal,RomoTo00,pass_att,51,,,,,
player,201311030dal,dal,RomoTo00,pass_yds,337,,,,,
player,201311030dal,dal,RomoTo00,pass_td,2,,,,,
player,201311030dal,dal,RomoTo00,pass_int,1,,,,,
player,201311030dal,dal,RomoTo00,pass_sacked,3,,,,,
player,201311030dal,dal,RomoTo00,pass_sacked_yds,23,,,,,
player,201311030dal,dal,RomoTo00,pass_long,34,,,,,
player,201311030dal,dal,RomoTo00,pass_rating,90.1,,,,,
player,201311030dal,dal,RomoTo00,rush_att,1,,,,,
player,201311030dal,dal,RomoTo00,rush_yds,8,,,,,
player,201311030dal,dal,RomoTo00,rush_td,0,,,,,
player,201311030dal,dal,RomoTo00,rush_long,8,,,,,
player,201311030dal,dal,RomoTo00,targets,0,,,,,
player,201311030dal,dal,RomoTo00,rec,0,,,,,
player,201311030dal,dal,RomoTo00,rec_yds,0,,,,,
player,201311030dal,dal,RomoTo00,rec_td,0,,,,,
player,201311030dal,dal,RomoTo00,rec_long,0,,,,,
player,201311030dal,dal,RomoTo00,fumbles,0,,,,,
player,201311030dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201311030dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201311030dal,dal,MurrDe00,pass_att,0,,,,,
player,201311030dal,dal,MurrDe00,pass_yds,0,,,,,
player,201311030dal,dal,MurrDe00,pass_td,0,,,,,
player,201311030dal,dal,MurrDe00,pass_int,0,,,,,
player,201311030dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201311030dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201311030dal,dal,MurrDe00,pass_long,0,,,,,
player,201311030dal,dal,MurrDe00,pass_rating,,,,,,
player,201311030dal,dal,MurrDe00,rush_att,4,,,,,
player,201311030dal,dal,MurrDe00,rush_yds,31,,,,,
player,201311030dal,dal,MurrDe00,rush_td,0,,,,,
player,201311030dal,dal,MurrDe00,rush_long,27,,,,,
player,201311030dal,dal,MurrDe00,targets,7,,,,,
player,201311030dal,dal,MurrDe00,rec,6,,,,,
player,201311030dal,dal,MurrDe00,rec_yds,19,,,,,
player,201311030dal,dal,MurrDe00,rec_td,0,,,,,
player,201311030dal,dal,MurrDe00,rec_long,12,,,,,
player,201311030dal,dal,MurrDe00,fumbles,0,,,,,
player,201311030dal,dal,MurrDe00,fumbles_lost,0,,,,,
player,201311030dal,dal,RandJo01,pass_cmp,0,,,,,
player,201311030dal,dal,RandJo01,pass_att,0,,,,,
player,201311030dal,dal,RandJo01,pass_yds,0,,,,,
player,201311030dal,dal,RandJo01,pass_td,0,,,,,
player,201311030dal,dal,RandJo01,pass_int,0,,,,,
player,201311030dal,dal,RandJo01,pass_sacked,0,,,,,
player,201311030dal,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201311030dal,dal,RandJo01,pass_long,0,,,,,
player,201311030dal,dal,RandJo01,pass_rating,,,,,,
player,201311030dal,dal,RandJo01,rush_att,1,,,,,
player,201311030dal,dal,RandJo01,rush_yds,3,,,,,
player,201311030dal,dal,RandJo01,rush_td,0,,,,,
player,201311030dal,dal,RandJo01,rush_long,3,,,,,
player,201311030dal,dal,RandJo01,targets,0,,,,,
player,201311030dal,dal,RandJo01,rec,0,,,,,
player,201311030dal,dal,RandJo01,rec_yds,0,,,,,
player,201311030dal,dal,RandJo01,rec_td,0,,,,,
player,201311030dal,dal,RandJo01,rec_long,0,,,,,
player,201311030dal,dal,RandJo01,fumbles,0,,,,,
player,201311030dal,dal,RandJo01,fumbles_lost,0,,,,,
player,201311030dal,dal,WittJa00,pass_cmp,0,,,,,
player,201311030dal,dal,WittJa00,pass_att,0,,,,,
player,201311030dal,dal,WittJa00,pass_yds,0,,,,,
player,201311030dal,dal,WittJa00,pass_td,0,,,,,
player,201311030dal,dal,WittJa00,pass_int,0,,,,,
player,201311030dal,dal,WittJa00,pass_sacked,0,,,,,
player,201311030dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201311030dal,dal,WittJa00,pass_long,0,,,,,
player,201311030dal,dal,WittJa00,pass_rating,,,,,,
player,201311030dal,dal,WittJa00,rush_att,0,,,,,
player,201311030dal,dal,WittJa00,rush_yds,0,,,,,
player,201311030dal,dal,WittJa00,rush_td,0,,,,,
player,201311030dal,dal,WittJa00,rush_long,0,,,,,
player,201311030dal,dal,WittJa00,targets,10,,,,,
player,201311030dal,dal,WittJa00,rec,8,,,,,
player,201311030dal,dal,WittJa00,rec_yds,102,,,,,
player,201311030dal,dal,WittJa00,rec_td,1,,,,,
player,201311030dal,dal,WittJa00,rec_long,26,,,,,
player,201311030dal,dal,WittJa00,fumbles,0,,,,,
player,201311030dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201311030dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201311030dal,dal,BeasCo00,pass_att,0,,,,,
player,201311030dal,dal,BeasCo00,pass_yds,0,,,,,
player,201311030dal,dal,BeasCo00,pass_td,0,,,,,
player,201311030dal,dal,BeasCo00,pass_int,0,,,,,
player,201311030dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201311030dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201311030dal,dal,BeasCo00,pass_long,0,,,,,
player,201311030dal,dal,BeasCo00,pass_rating,,,,,,
player,201311030dal,dal,BeasCo00,rush_att,0,,,,,
player,201311030dal,dal,BeasCo00,rush_yds,0,,,,,
player,201311030dal,dal,BeasCo00,rush_td,0,,,,,
player,201311030dal,dal,BeasCo00,rush_long,0,,,,,
player,201311030dal,dal,BeasCo00,targets,9,,,,,
player,201311030dal,dal,BeasCo00,rec,6,,,,,
player,201311030dal,dal,BeasCo00,rec_yds,68,,,,,
player,201311030dal,dal,BeasCo00,rec_td,0,,,,,
player,201311030dal,dal,BeasCo00,rec_long,18,,,,,
player,201311030dal,dal,BeasCo00,fumbles,0,,,,,
player,201311030dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201311030dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201311030dal,dal,BryaDe01,pass_att,0,,,,,
player,201311030dal,dal,BryaDe01,pass_yds,0,,,,,
player,201311030dal,dal,BryaDe01,pass_td,0,,,,,
player,201311030dal,dal,BryaDe01,pass_int,0,,,,,
player,201311030dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201311030dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201311030dal,dal,BryaDe01,pass_long,0,,,,,
player,201311030dal,dal,BryaDe01,pass_rating,,,,,,
player,201311030dal,dal,BryaDe01,rush_att,0,,,,,
player,201311030dal,dal,BryaDe01,rush_yds,0,,,,,
player,201311030dal,dal,BryaDe01,rush_td,0,,,,,
player,201311030dal,dal,BryaDe01,rush_long,0,,,,,
player,201311030dal,dal,BryaDe01,targets,11,,,,,
player,201311030dal,dal,BryaDe01,rec,6,,,,,
player,201311030dal,dal,BryaDe01,rec_yds,64,,,,,
player,201311030dal,dal,BryaDe01,rec_td,0,,,,,
player,201311030dal,dal,BryaDe01,rec_long,34,,,,,
player,201311030dal,dal,BryaDe01,fumbles,0,,,,,
player,201311030dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201311030dal,dal,WillTe01,pass_cmp,0,,,,,
player,201311030dal,dal,WillTe01,pass_att,0,,,,,
player,201311030dal,dal,WillTe01,pass_yds,0,,,,,
player,201311030dal,dal,WillTe01,pass_td,0,,,,,
player,201311030dal,dal,WillTe01,pass_int,0,,,,,
player,201311030dal,dal,WillTe01,pass_sacked,0,,,,,
player,201311030dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201311030dal,dal,WillTe01,pass_long,0,,,,,
player,201311030dal,dal,WillTe01,pass_rating,,,,,,
player,201311030dal,dal,WillTe01,rush_att,0,,,,,
player,201311030dal,dal,WillTe01,rush_yds,0,,,,,
player,201311030dal,dal,WillTe01,rush_td,0,,,,,
player,201311030dal,dal,WillTe01,rush_long,0,,,,,
player,201311030dal,dal,WillTe01,targets,7,,,,,
player,201311030dal,dal,WillTe01,rec,2,,,,,
player,201311030dal,dal,WillTe01,rec_yds,33,,,,,
player,201311030dal,dal,WillTe01,rec_td,0,,,,,
player,201311030dal,dal,WillTe01,rec_long,29,,,,,
player,201311030dal,dal,WillTe01,fumbles,0,,,,,
player,201311030dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201311030dal,dal,HannJa00,pass_cmp,0,,,,,
player,201311030dal,dal,HannJa00,pass_att,0,,,,,
player,201311030dal,dal,HannJa00,pass_yds,0,,,,,
player,201311030dal,dal,HannJa00,pass_td,0,,,,,
player,201311030dal,dal,HannJa00,pass_int,0,,,,,
player,201311030dal,dal,HannJa00,pass_sacked,0,,,,,
player,201311030dal,dal,HannJa00,pass_sacked_yds,0,,,,,
player,201311030dal,dal,HannJa00,pass_long,0,,,,,
player,201311030dal,dal,HannJa00,pass_rating,,,,,,
player,201311030dal,dal,HannJa00,rush_att,0,,,,,
player,201311030dal,dal,HannJa00,rush_yds,0,,,,,
player,201311030dal,dal,HannJa00,rush_td,0,,,,,
player,201311030dal,dal,HannJa00,rush_long,0,,,,,
player,201311030dal,dal,HannJa00,targets,1,,,,,
player,201311030dal,dal,HannJa00,rec,1,,,,,
player,201311030dal,dal,HannJa00,rec_yds,21,,,,,
player,201311030dal,dal,HannJa00,rec_td,0,,,,,
player,201311030dal,dal,HannJa00,rec_long,21,,,,,
player,201311030dal,dal,HannJa00,fumbles,0,,,,,
player,201311030dal,dal,HannJa00,fumbles_lost,0,,,,,
player,201311030dal,dal,HarrDw00,pass_cmp,0,,,,,
player,201311030dal,dal,HarrDw00,pass_att,0,,,,,
player,201311030dal,dal,HarrDw00,pass_yds,0,,,,,
player,201311030dal,dal,HarrDw00,pass_td,0,,,,,
player,201311030dal,dal,HarrDw00,pass_int,0,,,,,
player,201311030dal,dal,HarrDw00,pass_sacked,0,,,,,
player,201311030dal,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201311030dal,dal,HarrDw00,pass_long,0,,,,,
player,201311030dal,dal,HarrDw00,pass_rating,,,,,,
player,201311030dal,dal,HarrDw00,rush_att,0,,,,,
player,201311030dal,dal,HarrDw00,rush_yds,0,,,,,
player,201311030dal,dal,HarrDw00,rush_td,0,,,,,
player,201311030dal,dal,HarrDw00,rush_long,0,,,,,
player,201311030dal,dal,HarrDw00,targets,2,,,,,
player,201311030dal,dal,HarrDw00,rec,2,,,,,
player,201311030dal,dal,HarrDw00,rec_yds,13,,,,,
player,201311030dal,dal,HarrDw00,rec_td,1,,,,,
player,201311030dal,dal,HarrDw00,rec_long,7,,,,,
player,201311030dal,dal,HarrDw00,fumbles,0,,,,,
player,201311030dal,dal,HarrDw00,fumbles_lost,0,,,,,
player,201311030dal,dal,DunbLa00,pass_cmp,0,,,,,
player,201311030dal,dal,DunbLa00,pass_att,0,,,,,
player,201311030dal,dal,DunbLa00,pass_yds,0,,,,,
player,201311030dal,dal,DunbLa00,pass_td,0,,,,,
player,201311030dal,dal,DunbLa00,pass_int,0,,,,,
player,201311030dal,dal,DunbLa00,pass_sacked,0,,,,,
player,201311030dal,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201311030dal,dal,DunbLa00,pass_long,0,,,,,
player,201311030dal,dal,DunbLa00,pass_rating,,,,,,
player,201311030dal,dal,DunbLa00,rush_att,3,,,,,
player,201311030dal,dal,DunbLa00,rush_yds,-6,,,,,
player,201311030dal,dal,DunbLa00,rush_td,0,,,,,
player,201311030dal,dal,DunbLa00,rush_long,2,,,,,
player,201311030dal,dal,DunbLa00,targets,3,,,,,
player,201311030dal,dal,DunbLa00,rec,3,,,,,
player,201311030dal,dal,DunbLa00,rec_yds,17,,,,,
player,201311030dal,dal,DunbLa00,rec_td,0,,,,,
player,201311030dal,dal,DunbLa00,rec_long,8,,,,,
player,201311030dal,dal,DunbLa00,fumbles,0,,,,,
player,201311030dal,dal,DunbLa00,fumbles_lost,0,,,,,
player,201311030dal,min,JeffA.00,def_int,1,,,,,
player,201311030dal,min,JeffA.00,def_int_yds,1,,,,,
player,201311030dal,min,JeffA.00,def_int_td,0,,,,,
player,201311030dal,min,JeffA.00,def_int_long,1,,,,,
player,201311030dal,min,JeffA.00,pass_defended,1,,,,,
player,201311030dal,min,JeffA.00,sacks,0.0,,,,,
player,201311030dal,min,JeffA.00,tackles_combined,0,,,,,
player,201311030dal,min,JeffA.00,tackles_solo,0,,,,,
player,201311030dal,min,JeffA.00,tackles_assists,0,,,,,
player,201311030dal,min,JeffA.00,tackles_loss,0,,,,,
player,201311030dal,min,JeffA.00,qb_hits,0,,,,,
player,201311030dal,min,JeffA.00,fumbles_rec,0,,,,,
player,201311030dal,min,JeffA.00,fumbles_rec_yds,0,,,,,
player,201311030dal,min,JeffA.00,fumbles_rec_td,0,,,,,
player,201311030dal,min,JeffA.00,fumbles_forced,0,,,,,
player,201311030dal,min,RobiBr98,def_int,0,,,,,
player,201311030dal,min,RobiBr98,def_int_yds,0,,,,,
player,201311030dal,min,RobiBr98,def_int_td,0,,,,,
player,201311030dal,min,RobiBr98,def_int_long,0,,,,,
player,201311030dal,min,RobiBr98,pass_defended,0,,,,,
player,201311030dal,min,RobiBr98,sacks,2.0,,,,,
player,201311030dal,min,RobiBr98,tackles_combined,2,,,,,
player,201311030dal,min,RobiBr98,tackles_solo,2,,,,,
player,201311030dal,min,RobiBr98,tackles_assists,0,,,,,
player,201311030dal,min,RobiBr98,tackles_loss,2,,,,,
player,201311030dal,min,RobiBr98,qb_hits,2,,,,,
player,201311030dal,min,RobiBr98,fumbles_rec,0,,,,,
player,201311030dal,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201311030dal,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201311030dal,min,RobiBr98,fumbles_forced,0,,,,,
player,201311030dal,min,GrifEv99,def_int,0,,,,,
player,201311030dal,min,GrifEv99,def_int_yds,0,,,,,
player,201311030dal,min,GrifEv99,def_int_td,0,,,,,
player,201311030dal,min,GrifEv99,def_int_long,0,,,,,
player,201311030dal,min,GrifEv99,pass_defended,0,,,,,
player,201311030dal,min,GrifEv99,sacks,1.0,,,,,
player,201311030dal,min,GrifEv99,tackles_combined,2,,,,,
player,201311030dal,min,GrifEv99,tackles_solo,2,,,,,
player,201311030dal,min,GrifEv99,tackles_assists,0,,,,,
player,201311030dal,min,GrifEv99,tackles_loss,1,,,,,
player,201311030dal,min,GrifEv99,qb_hits,1,,,,,
player,201311030dal,min,GrifEv99,fumbles_rec,0,,,,,
