game,2013,4,20130929,201309290tam,crd,"Arizona Cardinals",13,tam,"Tampa Bay Buccaneers",10
player,201309290tam,tam,Teo-Da99,pass_defended,0,,,,,
player,201309290tam,tam,Teo-Da99,sacks,0.0,,,,,
player,201309290tam,tam,Teo-Da99,tackles_combined,1,,,,,
player,201309290tam,tam,Teo-Da99,tackles_solo,1,,,,,
player,201309290tam,tam,Teo-Da99,tackles_assists,0,,,,,
player,201309290tam,tam,Teo-Da99,tackles_loss,0,,,,,
player,201309290tam,tam,Teo-Da99,qb_hits,0,,,,,
player,201309290tam,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201309290tam,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201309290tam,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201309290tam,tam,GibsGa99,def_int,0,,,,,
player,201309290tam,tam,GibsGa99,def_int_yds,0,,,,,
player,201309290tam,tam,GibsGa99,def_int_td,0,,,,,
player,201309290tam,tam,GibsGa99,def_int_long,0,,,,,
player,201309290tam,tam,GibsGa99,pass_defended,0,,,,,
player,201309290tam,tam,GibsGa99,sacks,0.0,,,,,
player,201309290tam,tam,GibsGa99,tackles_combined,0,,,,,
player,201309290tam,tam,GibsGa99,tackles_solo,0,,,,,
player,201309290tam,tam,GibsGa99,tackles_assists,0,,,,,
player,201309290tam,tam,GibsGa99,tackles_loss,0,,,,,
player,201309290tam,tam,GibsGa99,qb_hits,1,,,,,
player,201309290tam,tam,GibsGa99,fumbles_rec,0,,,,,
player,201309290tam,tam,GibsGa99,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,GibsGa99,fumbles_rec_td,0,,,,,
player,201309290tam,tam,GibsGa99,fumbles_forced,0,,,,,
player,201309290tam,tam,MeanSt00,def_int,0,,,,,
player,201309290tam,tam,MeanSt00,def_int_yds,0,,,,,
player,201309290tam,tam,MeanSt00,def_int_td,0,,,,,
player,201309290tam,tam,MeanSt00,def_int_long,0,,,,,
player,201309290tam,tam,MeanSt00,pass_defended,0,,,,,
player,201309290tam,tam,MeanSt00,sacks,0.0,,,,,
player,201309290tam,tam,MeanSt00,tackles_combined,0,,,,,
player,201309290tam,tam,MeanSt00,tackles_solo,0,,,,,
player,201309290tam,tam,MeanSt00,tackles_assists,0,,,,,
player,201309290tam,tam,MeanSt00,tackles_loss,0,,,,,
player,201309290tam,tam,MeanSt00,qb_hits,1,,,,,
player,201309290tam,tam,MeanSt00,fumbles_rec,0,,,,,
player,201309290tam,tam,MeanSt00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,MeanSt00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,MeanSt00,fumbles_forced,0,,,,,
player,201309290tam,crd,PetePa00,kick_ret,0,,,,,
player,201309290tam,crd,PetePa00,kick_ret_yds,0,,,,,
player,201309290tam,crd,PetePa00,kick_ret_yds_per_ret,,,,,,
player,201309290tam,crd,PetePa00,kick_ret_td,0,,,,,
player,201309290tam,crd,PetePa00,kick_ret_long,0,,,,,
player,201309290tam,crd,PetePa00,punt_ret,1,,,,,
player,201309290tam,crd,PetePa00,punt_ret_yds,5,,,,,
player,201309290tam,crd,PetePa00,punt_ret_yds_per_ret,5.0,,,,,
player,201309290tam,crd,PetePa00,punt_ret_td,0,,,,,
player,201309290tam,crd,PetePa00,punt_ret_long,5,,,,,
player,201309290tam,tam,PageEr00,kick_ret,0,,,,,
player,201309290tam,tam,PageEr00,kick_ret_yds,0,,,,,
player,201309290tam,tam,PageEr00,kick_ret_yds_per_ret,,,,,,
player,201309290tam,tam,PageEr00,kick_ret_td,0,,,,,
player,201309290tam,tam,PageEr00,kick_ret_long,0,,,,,
player,201309290tam,tam,PageEr00,punt_ret,2,,,,,
player,201309290tam,tam,PageEr00,punt_ret_yds,22,,,,,
player,201309290tam,tam,PageEr00,punt_ret_yds_per_ret,11.0,,,,,
player,201309290tam,tam,PageEr00,punt_ret_td,0,,,,,
player,201309290tam,tam,PageEr00,punt_ret_long,12,,,,,
player,201309290tam,tam,DempJe00,kick_ret,3,,,,,
player,201309290tam,tam,DempJe00,kick_ret_yds,69,,,,,
player,201309290tam,tam,DempJe00,kick_ret_yds_per_ret,23.0,,,,,
player,201309290tam,tam,DempJe00,kick_ret_td,0,,,,,
player,201309290tam,tam,DempJe00,kick_ret_long,29,,,,,
player,201309290tam,tam,DempJe00,punt_ret,0,,,,,
player,201309290tam,tam,DempJe00,punt_ret_yds,0,,,,,
player,201309290tam,tam,DempJe00,punt_ret_yds_per_ret,,,,,,
player,201309290tam,tam,DempJe00,punt_ret_td,0,,,,,
player,201309290tam,tam,DempJe00,punt_ret_long,0,,,,,
player,201309290tam,crd,feelyjay01,xpm,1,,,,,
player,201309290tam,crd,feelyjay01,xpa,1,,,,,
player,201309290tam,crd,feelyjay01,fgm,2,,,,,
player,201309290tam,crd,feelyjay01,fga,2,,,,,
player,201309290tam,crd,feelyjay01,punt,0,,,,,
player,201309290tam,crd,feelyjay01,punt_yds,0,,,,,
player,201309290tam,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201309290tam,crd,feelyjay01,punt_long,0,,,,,
player,201309290tam,crd,ZastDa20,xpm,,,,,,
player,201309290tam,crd,ZastDa20,xpa,,,,,,
player,201309290tam,crd,ZastDa20,fgm,,,,,,
player,201309290tam,crd,ZastDa20,fga,,,,,,
player,201309290tam,crd,ZastDa20,punt,7,,,,,
player,201309290tam,crd,ZastDa20,punt_yds,320,,,,,
player,201309290tam,crd,ZastDa20,punt_yds_per_punt,45.7,,,,,
player,201309290tam,crd,ZastDa20,punt_long,59,,,,,
player,201309290tam,tam,linderia01,xpm,1,,,,,
player,201309290tam,tam,linderia01,xpa,1,,,,,
player,201309290tam,tam,linderia01,fgm,1,,,,,
player,201309290tam,tam,linderia01,fga,1,,,,,
player,201309290tam,tam,linderia01,punt,0,,,,,
player,201309290tam,tam,linderia01,punt_yds,0,,,,,
player,201309290tam,tam,linderia01,punt_yds_per_punt,,,,,,
player,201309290tam,tam,linderia01,punt_long,0,,,,,
player,201309290tam,tam,koenemic01,xpm,,,,,,
player,201309290tam,tam,koenemic01,xpa,,,,,,
player,201309290tam,tam,koenemic01,fgm,,,,,,
player,201309290tam,tam,koenemic01,fga,,,,,,
player,201309290tam,tam,koenemic01,punt,8,,,,,
player,201309290tam,tam,koenemic01,punt_yds,322,,,,,
player,201309290tam,tam,koenemic01,punt_yds_per_punt,40.3,,,,,
player,201309290tam,tam,koenemic01,punt_long,52,,,,,
player,201309290tam,tam,DotsDe00,pos,T,,,,,
player,201309290tam,tam,DotsDe00,offense,76,,,,,
player,201309290tam,tam,DotsDe00,off_pct,100%,,,,,
player,201309290tam,tam,DotsDe00,defense,0,,,,,
player,201309290tam,tam,DotsDe00,def_pct,0%,,,,,
player,201309290tam,tam,DotsDe00,special_teams,3,,,,,
player,201309290tam,tam,DotsDe00,st_pct,11%,,,,,
player,201309290tam,tam,NickCa20,pos,G,,,,,
player,201309290tam,tam,NickCa20,offense,76,,,,,
player,201309290tam,tam,NickCa20,off_pct,100%,,,,,
player,201309290tam,tam,NickCa20,defense,0,,,,,
player,201309290tam,tam,NickCa20,def_pct,0%,,,,,
player,201309290tam,tam,NickCa20,special_teams,2,,,,,
player,201309290tam,tam,NickCa20,st_pct,7%,,,,,
player,201309290tam,tam,PennDo20,pos,T,,,,,
player,201309290tam,tam,PennDo20,offense,76,,,,,
player,201309290tam,tam,PennDo20,off_pct,100%,,,,,
player,201309290tam,tam,PennDo20,defense,0,,,,,
player,201309290tam,tam,PennDo20,def_pct,0%,,,,,
player,201309290tam,tam,PennDo20,special_teams,2,,,,,
player,201309290tam,tam,PennDo20,st_pct,7%,,,,,
player,201309290tam,tam,JoseDa20,pos,G,,,,,
player,201309290tam,tam,JoseDa20,offense,76,,,,,
player,201309290tam,tam,JoseDa20,off_pct,100%,,,,,
player,201309290tam,tam,JoseDa20,defense,0,,,,,
player,201309290tam,tam,JoseDa20,def_pct,0%,,,,,
player,201309290tam,tam,JoseDa20,special_teams,2,,,,,
player,201309290tam,tam,JoseDa20,st_pct,7%,,,,,
player,201309290tam,tam,GlenMi00,pos,QB,,,,,
player,201309290tam,tam,GlenMi00,offense,76,,,,,
player,201309290tam,tam,GlenMi00,off_pct,100%,,,,,
player,201309290tam,tam,GlenMi00,defense,0,,,,,
player,201309290tam,tam,GlenMi00,def_pct,0%,,,,,
player,201309290tam,tam,GlenMi00,special_teams,0,,,,,
player,201309290tam,tam,GlenMi00,st_pct,0%,,,,,
player,201309290tam,tam,ZuttJe20,pos,C,,,,,
player,201309290tam,tam,ZuttJe20,offense,76,,,,,
player,201309290tam,tam,ZuttJe20,off_pct,100%,,,,,
player,201309290tam,tam,ZuttJe20,defense,0,,,,,
player,201309290tam,tam,ZuttJe20,def_pct,0%,,,,,
player,201309290tam,tam,ZuttJe20,special_teams,0,,,,,
player,201309290tam,tam,ZuttJe20,st_pct,0%,,,,,
player,201309290tam,tam,JackVi00,pos,WR,,,,,
player,201309290tam,tam,JackVi00,offense,73,,,,,
player,201309290tam,tam,JackVi00,off_pct,96%,,,,,
player,201309290tam,tam,JackVi00,defense,0,,,,,
player,201309290tam,tam,JackVi00,def_pct,0%,,,,,
player,201309290tam,tam,JackVi00,special_teams,0,,,,,
player,201309290tam,tam,JackVi00,st_pct,0%,,,,,
player,201309290tam,tam,WillMi04,pos,WR,,,,,
player,201309290tam,tam,WillMi04,offense,71,,,,,
player,201309290tam,tam,WillMi04,off_pct,93%,,,,,
player,201309290tam,tam,WillMi04,defense,0,,,,,
player,201309290tam,tam,WillMi04,def_pct,0%,,,,,
player,201309290tam,tam,WillMi04,special_teams,0,,,,,
player,201309290tam,tam,WillMi04,st_pct,0%,,,,,
player,201309290tam,tam,MartDo00,pos,RB,,,,,
player,201309290tam,tam,MartDo00,offense,67,,,,,
player,201309290tam,tam,MartDo00,off_pct,88%,,,,,
player,201309290tam,tam,MartDo00,defense,0,,,,,
player,201309290tam,tam,MartDo00,def_pct,0%,,,,,
player,201309290tam,tam,MartDo00,special_teams,0,,,,,
player,201309290tam,tam,MartDo00,st_pct,0%,,,,,
player,201309290tam,tam,OgleKe00,pos,WR,,,,,
player,201309290tam,tam,OgleKe00,offense,44,,,,,
player,201309290tam,tam,OgleKe00,off_pct,58%,,,,,
player,201309290tam,tam,OgleKe00,defense,0,,,,,
player,201309290tam,tam,OgleKe00,def_pct,0%,,,,,
player,201309290tam,tam,OgleKe00,special_teams,2,,,,,
player,201309290tam,tam,OgleKe00,st_pct,7%,,,,,
player,201309290tam,tam,WrigTi01,pos,TE,,,,,
player,201309290tam,tam,WrigTi01,offense,39,,,,,
player,201309290tam,tam,WrigTi01,off_pct,51%,,,,,
player,201309290tam,tam,WrigTi01,defense,0,,,,,
player,201309290tam,tam,WrigTi01,def_pct,0%,,,,,
player,201309290tam,tam,WrigTi01,special_teams,2,,,,,
player,201309290tam,tam,WrigTi01,st_pct,7%,,,,,
player,201309290tam,tam,ByhaNa00,pos,TE,,,,,
player,201309290tam,tam,ByhaNa00,offense,35,,,,,
player,201309290tam,tam,ByhaNa00,off_pct,46%,,,,,
player,201309290tam,tam,ByhaNa00,defense,0,,,,,
player,201309290tam,tam,ByhaNa00,def_pct,0%,,,,,
player,201309290tam,tam,ByhaNa00,special_teams,3,,,,,
player,201309290tam,tam,ByhaNa00,st_pct,11%,,,,,
player,201309290tam,tam,LoriEr99,pos,FB,,,,,
player,201309290tam,tam,LoriEr99,offense,23,,,,,
player,201309290tam,tam,LoriEr99,off_pct,30%,,,,,
player,201309290tam,tam,LoriEr99,defense,0,,,,,
player,201309290tam,tam,LoriEr99,def_pct,0%,,,,,
player,201309290tam,tam,LoriEr99,special_teams,18,,,,,
player,201309290tam,tam,LoriEr99,st_pct,64%,,,,,
player,201309290tam,tam,LeonBr00,pos,RB,,,,,
player,201309290tam,tam,LeonBr00,offense,7,,,,,
player,201309290tam,tam,LeonBr00,off_pct,9%,,,,,
player,201309290tam,tam,LeonBr00,defense,0,,,,,
player,201309290tam,tam,LeonBr00,def_pct,0%,,,,,
player,201309290tam,tam,LeonBr00,special_teams,21,,,,,
player,201309290tam,tam,LeonBr00,st_pct,75%,,,,,
player,201309290tam,tam,LarsSp99,pos,FB,,,,,
player,201309290tam,tam,LarsSp99,offense,7,,,,,
player,201309290tam,tam,LarsSp99,off_pct,9%,,,,,
player,201309290tam,tam,LarsSp99,defense,0,,,,,
player,201309290tam,tam,LarsSp99,def_pct,0%,,,,,
player,201309290tam,tam,LarsSp99,special_teams,1,,,,,
player,201309290tam,tam,LarsSp99,st_pct,4%,,,,,
player,201309290tam,tam,MereJa20,pos,T,,,,,
player,201309290tam,tam,MereJa20,offense,6,,,,,
player,201309290tam,tam,MereJa20,off_pct,8%,,,,,
player,201309290tam,tam,MereJa20,defense,0,,,,,
player,201309290tam,tam,MereJa20,def_pct,0%,,,,,
player,201309290tam,tam,MereJa20,special_teams,2,,,,,
player,201309290tam,tam,MereJa20,st_pct,7%,,,,,
player,201309290tam,tam,DempJe00,pos,RB,,,,,
player,201309290tam,tam,DempJe00,offense,3,,,,,
player,201309290tam,tam,DempJe00,off_pct,4%,,,,,
player,201309290tam,tam,DempJe00,defense,0,,,,,
player,201309290tam,tam,DempJe00,def_pct,0%,,,,,
player,201309290tam,tam,DempJe00,special_teams,5,,,,,
player,201309290tam,tam,DempJe00,st_pct,18%,,,,,
player,201309290tam,tam,ShepRu00,pos,WR,,,,,
player,201309290tam,tam,ShepRu00,offense,2,,,,,
player,201309290tam,tam,ShepRu00,off_pct,3%,,,,,
player,201309290tam,tam,ShepRu00,defense,0,,,,,
player,201309290tam,tam,ShepRu00,def_pct,0%,,,,,
player,201309290tam,tam,ShepRu00,special_teams,20,,,,,
player,201309290tam,tam,ShepRu00,st_pct,71%,,,,,
player,201309290tam,tam,JameMi00,pos,RB,,,,,
player,201309290tam,tam,JameMi00,offense,2,,,,,
player,201309290tam,tam,JameMi00,off_pct,3%,,,,,
player,201309290tam,tam,JameMi00,defense,0,,,,,
player,201309290tam,tam,JameMi00,def_pct,0%,,,,,
player,201309290tam,tam,JameMi00,special_teams,4,,,,,
player,201309290tam,tam,JameMi00,st_pct,14%,,,,,
player,201309290tam,tam,PageEr00,pos,WR,,,,,
player,201309290tam,tam,PageEr00,offense,1,,,,,
player,201309290tam,tam,PageEr00,off_pct,1%,,,,,
player,201309290tam,tam,PageEr00,defense,0,,,,,
player,201309290tam,tam,PageEr00,def_pct,0%,,,,,
player,201309290tam,tam,PageEr00,special_teams,7,,,,,
player,201309290tam,tam,PageEr00,st_pct,25%,,,,,
player,201309290tam,tam,DaviLa00,pos,LB,,,,,
player,201309290tam,tam,DaviLa00,offense,0,,,,,
player,201309290tam,tam,DaviLa00,off_pct,0%,,,,,
player,201309290tam,tam,DaviLa00,defense,62,,,,,
player,201309290tam,tam,DaviLa00,def_pct,100%,,,,,
player,201309290tam,tam,DaviLa00,special_teams,15,,,,,
player,201309290tam,tam,DaviLa00,st_pct,54%,,,,,
player,201309290tam,tam,GoldDa99,pos,FS,,,,,
player,201309290tam,tam,GoldDa99,offense,0,,,,,
player,201309290tam,tam,GoldDa99,off_pct,0%,,,,,
player,201309290tam,tam,GoldDa99,defense,62,,,,,
player,201309290tam,tam,GoldDa99,def_pct,100%,,,,,
player,201309290tam,tam,GoldDa99,special_teams,14,,,,,
player,201309290tam,tam,GoldDa99,st_pct,50%,,,,,
player,201309290tam,tam,BankJo00,pos,CB,,,,,
player,201309290tam,tam,BankJo00,offense,0,,,,,
player,201309290tam,tam,BankJo00,off_pct,0%,,,,,
player,201309290tam,tam,BankJo00,defense,62,,,,,
player,201309290tam,tam,BankJo00,def_pct,100%,,,,,
player,201309290tam,tam,BankJo00,special_teams,8,,,,,
player,201309290tam,tam,BankJo00,st_pct,29%,,,,,
player,201309290tam,tam,ReviDa99,pos,CB,,,,,
player,201309290tam,tam,ReviDa99,offense,0,,,,,
player,201309290tam,tam,ReviDa99,off_pct,0%,,,,,
player,201309290tam,tam,ReviDa99,defense,62,,,,,
player,201309290tam,tam,ReviDa99,def_pct,100%,,,,,
player,201309290tam,tam,ReviDa99,special_teams,4,,,,,
player,201309290tam,tam,ReviDa99,st_pct,14%,,,,,
player,201309290tam,tam,ClayAd00,pos,DE,,,,,
player,201309290tam,tam,ClayAd00,offense,0,,,,,
player,201309290tam,tam,ClayAd00,off_pct,0%,,,,,
player,201309290tam,tam,ClayAd00,defense,60,,,,,
player,201309290tam,tam,ClayAd00,def_pct,97%,,,,,
player,201309290tam,tam,ClayAd00,special_teams,5,,,,,
player,201309290tam,tam,ClayAd00,st_pct,18%,,,,,
player,201309290tam,tam,FostMa00,pos,LB,,,,,
player,201309290tam,tam,FostMa00,offense,0,,,,,
player,201309290tam,tam,FostMa00,off_pct,0%,,,,,
player,201309290tam,tam,FostMa00,defense,58,,,,,
player,201309290tam,tam,FostMa00,def_pct,94%,,,,,
player,201309290tam,tam,FostMa00,special_teams,3,,,,,
player,201309290tam,tam,FostMa00,st_pct,11%,,,,,
player,201309290tam,tam,McCoGe99,pos,DT,,,,,
player,201309290tam,tam,McCoGe99,offense,0,,,,,
player,201309290tam,tam,McCoGe99,off_pct,0%,,,,,
player,201309290tam,tam,McCoGe99,defense,56,,,,,
player,201309290tam,tam,McCoGe99,def_pct,90%,,,,,
player,201309290tam,tam,McCoGe99,special_teams,5,,,,,
player,201309290tam,tam,McCoGe99,st_pct,18%,,,,,
player,201309290tam,tam,BlacAh00,pos,FS,,,,,
player,201309290tam,tam,BlacAh00,offense,0,,,,,
player,201309290tam,tam,BlacAh00,off_pct,0%,,,,,
player,201309290tam,tam,BlacAh00,defense,54,,,,,
player,201309290tam,tam,BlacAh00,def_pct,87%,,,,,
player,201309290tam,tam,BlacAh00,special_teams,11,,,,,
player,201309290tam,tam,BlacAh00,st_pct,39%,,,,,
player,201309290tam,tam,Teo-Da99,pos,DE,,,,,
player,201309290tam,tam,Teo-Da99,offense,0,,,,,
player,201309290tam,tam,Teo-Da99,off_pct,0%,,,,,
player,201309290tam,tam,Teo-Da99,defense,48,,,,,
player,201309290tam,tam,Teo-Da99,def_pct,77%,,,,,
player,201309290tam,tam,Teo-Da99,special_teams,3,,,,,
player,201309290tam,tam,Teo-Da99,st_pct,11%,,,,,
player,201309290tam,tam,SpenAk00,pos,DT,,,,,
player,201309290tam,tam,SpenAk00,offense,0,,,,,
player,201309290tam,tam,SpenAk00,off_pct,0%,,,,,
player,201309290tam,tam,SpenAk00,defense,44,,,,,
player,201309290tam,tam,SpenAk00,def_pct,71%,,,,,
player,201309290tam,tam,SpenAk00,special_teams,7,,,,,
player,201309290tam,tam,SpenAk00,st_pct,25%,,,,,
player,201309290tam,tam,JohnLe03,pos,CB,,,,,
player,201309290tam,tam,JohnLe03,offense,0,,,,,
player,201309290tam,tam,JohnLe03,off_pct,0%,,,,,
player,201309290tam,tam,JohnLe03,defense,34,,,,,
player,201309290tam,tam,JohnLe03,def_pct,55%,,,,,
player,201309290tam,tam,JohnLe03,special_teams,7,,,,,
player,201309290tam,tam,JohnLe03,st_pct,25%,,,,,
player,201309290tam,tam,WatsDe99,pos,LB,,,,,
player,201309290tam,tam,WatsDe99,offense,0,,,,,
player,201309290tam,tam,WatsDe99,off_pct,0%,,,,,
player,201309290tam,tam,WatsDe99,defense,19,,,,,
player,201309290tam,tam,WatsDe99,def_pct,31%,,,,,
player,201309290tam,tam,WatsDe99,special_teams,23,,,,,
player,201309290tam,tam,WatsDe99,st_pct,82%,,,,,
player,201309290tam,tam,GibsGa99,pos,DT,,,,,
player,201309290tam,tam,GibsGa99,offense,0,,,,,
player,201309290tam,tam,GibsGa99,off_pct,0%,,,,,
player,201309290tam,tam,GibsGa99,defense,16,,,,,
player,201309290tam,tam,GibsGa99,def_pct,26%,,,,,
player,201309290tam,tam,GibsGa99,special_teams,1,,,,,
player,201309290tam,tam,GibsGa99,st_pct,4%,,,,,
player,201309290tam,tam,BoweDa00,pos,DE,,,,,
player,201309290tam,tam,BoweDa00,offense,0,,,,,
player,201309290tam,tam,BoweDa00,off_pct,0%,,,,,
player,201309290tam,tam,BoweDa00,defense,13,,,,,
player,201309290tam,tam,BoweDa00,def_pct,21%,,,,,
player,201309290tam,tam,BoweDa00,special_teams,1,,,,,
player,201309290tam,tam,BoweDa00,st_pct,4%,,,,,
player,201309290tam,tam,BarrMa00,pos,SS,,,,,
player,201309290tam,tam,BarrMa00,offense,0,,,,,
player,201309290tam,tam,BarrMa00,off_pct,0%,,,,,
player,201309290tam,tam,BarrMa00,defense,10,,,,,
player,201309290tam,tam,BarrMa00,def_pct,16%,,,,,
player,201309290tam,tam,BarrMa00,special_teams,0,,,,,
player,201309290tam,tam,BarrMa00,st_pct,0%,,,,,
player,201309290tam,tam,CasiJo99,pos,LB,,,,,
player,201309290tam,tam,CasiJo99,offense,0,,,,,
player,201309290tam,tam,CasiJo99,off_pct,0%,,,,,
player,201309290tam,tam,CasiJo99,defense,9,,,,,
player,201309290tam,tam,CasiJo99,def_pct,15%,,,,,
player,201309290tam,tam,CasiJo99,special_teams,23,,,,,
player,201309290tam,tam,CasiJo99,st_pct,82%,,,,,
player,201309290tam,tam,TandKe00,pos,SS,,,,,
player,201309290tam,tam,TandKe00,offense,0,,,,,
player,201309290tam,tam,TandKe00,off_pct,0%,,,,,
player,201309290tam,tam,TandKe00,defense,9,,,,,
player,201309290tam,tam,TandKe00,def_pct,15%,,,,,
player,201309290tam,tam,TandKe00,special_teams,14,,,,,
player,201309290tam,tam,TandKe00,st_pct,50%,,,,,
player,201309290tam,tam,MeanSt00,pos,DE,,,,,
player,201309290tam,tam,MeanSt00,offense,0,,,,,
player,201309290tam,tam,MeanSt00,off_pct,0%,,,,,
player,201309290tam,tam,MeanSt00,defense,4,,,,,
player,201309290tam,tam,MeanSt00,def_pct,6%,,,,,
player,201309290tam,tam,MeanSt00,special_teams,1,,,,,
player,201309290tam,tam,MeanSt00,st_pct,4%,,,,,
player,201309290tam,tam,HaywAd98,pos,LB,,,,,
player,201309290tam,tam,HaywAd98,offense,0,,,,,
player,201309290tam,tam,HaywAd98,off_pct,0%,,,,,
player,201309290tam,tam,HaywAd98,defense,0,,,,,
player,201309290tam,tam,HaywAd98,def_pct,0%,,,,,
player,201309290tam,tam,HaywAd98,special_teams,21,,,,,
player,201309290tam,tam,HaywAd98,st_pct,75%,,,,,
player,201309290tam,tam,CarrDe01,pos,DB,,,,,
player,201309290tam,tam,CarrDe01,offense,0,,,,,
player,201309290tam,tam,CarrDe01,off_pct,0%,,,,,
player,201309290tam,tam,CarrDe01,defense,0,,,,,
player,201309290tam,tam,CarrDe01,def_pct,0%,,,,,
player,201309290tam,tam,CarrDe01,special_teams,16,,,,,
player,201309290tam,tam,CarrDe01,st_pct,57%,,,,,
player,201309290tam,tam,koenemic01,pos,P,,,,,
player,201309290tam,tam,koenemic01,offense,0,,,,,
player,201309290tam,tam,koenemic01,off_pct,0%,,,,,
player,201309290tam,tam,koenemic01,defense,0,,,,,
player,201309290tam,tam,koenemic01,def_pct,0%,,,,,
player,201309290tam,tam,koenemic01,special_teams,14,,,,,
player,201309290tam,tam,koenemic01,st_pct,50%,,,,,
player,201309290tam,tam,EconAn20,pos,LS,,,,,
player,201309290tam,tam,EconAn20,offense,0,,,,,
player,201309290tam,tam,EconAn20,off_pct,0%,,,,,
player,201309290tam,tam,EconAn20,defense,0,,,,,
player,201309290tam,tam,EconAn20,def_pct,0%,,,,,
player,201309290tam,tam,EconAn20,special_teams,11,,,,,
player,201309290tam,tam,EconAn20,st_pct,39%,,,,,
player,201309290tam,tam,LarsTe20,pos,C,,,,,
player,201309290tam,tam,LarsTe20,offense,0,,,,,
player,201309290tam,tam,LarsTe20,off_pct,0%,,,,,
player,201309290tam,tam,LarsTe20,defense,0,,,,,
player,201309290tam,tam,LarsTe20,def_pct,0%,,,,,
player,201309290tam,tam,LarsTe20,special_teams,5,,,,,
player,201309290tam,tam,LarsTe20,st_pct,18%,,,,,
player,201309290tam,tam,linderia01,pos,K,,,,,
player,201309290tam,tam,linderia01,offense,0,,,,,
player,201309290tam,tam,linderia01,off_pct,0%,,,,,
player,201309290tam,tam,linderia01,defense,0,,,,,
player,201309290tam,tam,linderia01,def_pct,0%,,,,,
player,201309290tam,tam,linderia01,special_teams,2,,,,,
player,201309290tam,tam,linderia01,st_pct,7%,,,,,
player,201309290tam,crd,WinsEr20,pos,T,,,,,
player,201309290tam,crd,WinsEr20,offense,62,,,,,
player,201309290tam,crd,WinsEr20,off_pct,100%,,,,,
player,201309290tam,crd,WinsEr20,defense,0,,,,,
player,201309290tam,crd,WinsEr20,def_pct,0%,,,,,
player,201309290tam,crd,WinsEr20,special_teams,3,,,,,
player,201309290tam,crd,WinsEr20,st_pct,11%,,,,,
player,201309290tam,crd,FanaPa20,pos,G,,,,,
player,201309290tam,crd,FanaPa20,offense,62,,,,,
player,201309290tam,crd,FanaPa20,off_pct,100%,,,,,
player,201309290tam,crd,FanaPa20,defense,0,,,,,
player,201309290tam,crd,FanaPa20,def_pct,0%,,,,,
player,201309290tam,crd,FanaPa20,special_teams,3,,,,,
player,201309290tam,crd,FanaPa20,st_pct,11%,,,,,
player,201309290tam,crd,BrowLe20,pos,T,,,,,
player,201309290tam,crd,BrowLe20,offense,62,,,,,
player,201309290tam,crd,BrowLe20,off_pct,100%,,,,,
player,201309290tam,crd,BrowLe20,defense,0,,,,,
player,201309290tam,crd,BrowLe20,def_pct,0%,,,,,
player,201309290tam,crd,BrowLe20,special_teams,3,,,,,
player,201309290tam,crd,BrowLe20,st_pct,11%,,,,,
player,201309290tam,crd,PalmCa00,pos,QB,,,,,
player,201309290tam,crd,PalmCa00,offense,62,,,,,
player,201309290tam,crd,PalmCa00,off_pct,100%,,,,,
player,201309290tam,crd,PalmCa00,defense,0,,,,,
player,201309290tam,crd,PalmCa00,def_pct,0%,,,,,
player,201309290tam,crd,PalmCa00,special_teams,0,,,,,
player,201309290tam,crd,PalmCa00,st_pct,0%,,,,,
player,201309290tam,crd,SendLy20,pos,C,,,,,
player,201309290tam,crd,SendLy20,offense,62,,,,,
player,201309290tam,crd,SendLy20,off_pct,100%,,,,,
player,201309290tam,crd,SendLy20,defense,0,,,,,
player,201309290tam,crd,SendLy20,def_pct,0%,,,,,
player,201309290tam,crd,SendLy20,special_teams,0,,,,,
player,201309290tam,crd,SendLy20,st_pct,0%,,,,,
player,201309290tam,crd,FitzLa00,pos,WR,,,,,
player,201309290tam,crd,FitzLa00,offense,60,,,,,
player,201309290tam,crd,FitzLa00,off_pct,97%,,,,,
player,201309290tam,crd,FitzLa00,defense,0,,,,,
player,201309290tam,crd,FitzLa00,def_pct,0%,,,,,
player,201309290tam,crd,FitzLa00,special_teams,0,,,,,
player,201309290tam,crd,FitzLa00,st_pct,0%,,,,,
player,201309290tam,crd,HousRo01,pos,TE,,,,,
player,201309290tam,crd,HousRo01,offense,52,,,,,
player,201309290tam,crd,HousRo01,off_pct,84%,,,,,
player,201309290tam,crd,HousRo01,defense,0,,,,,
player,201309290tam,crd,HousRo01,def_pct,0%,,,,,
player,201309290tam,crd,HousRo01,special_teams,3,,,,,
player,201309290tam,crd,HousRo01,st_pct,11%,,,,,
player,201309290tam,crd,FloyMi00,pos,WR,,,,,
player,201309290tam,crd,FloyMi00,offense,52,,,,,
player,201309290tam,crd,FloyMi00,off_pct,84%,,,,,
player,201309290tam,crd,FloyMi00,defense,0,,,,,
player,201309290tam,crd,FloyMi00,def_pct,0%,,,,,
player,201309290tam,crd,FloyMi00,special_teams,0,,,,,
