game,2013,4,20130929,201309290tam,crd,"Arizona Cardinals",13,tam,"Tampa Bay Buccaneers",10
player,201309290tam,crd,BrinJa99,def_int_td,0,,,,,
player,201309290tam,crd,BrinJa99,def_int_long,0,,,,,
player,201309290tam,crd,BrinJa99,pass_defended,0,,,,,
player,201309290tam,crd,BrinJa99,sacks,0.0,,,,,
player,201309290tam,crd,BrinJa99,tackles_combined,8,,,,,
player,201309290tam,crd,BrinJa99,tackles_solo,6,,,,,
player,201309290tam,crd,BrinJa99,tackles_assists,2,,,,,
player,201309290tam,crd,BrinJa99,tackles_loss,2,,,,,
player,201309290tam,crd,BrinJa99,qb_hits,0,,,,,
player,201309290tam,crd,BrinJa99,fumbles_rec,0,,,,,
player,201309290tam,crd,BrinJa99,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,BrinJa99,fumbles_rec_td,0,,,,,
player,201309290tam,crd,BrinJa99,fumbles_forced,0,,,,,
player,201309290tam,crd,JeffTo00,def_int,0,,,,,
player,201309290tam,crd,JeffTo00,def_int_yds,0,,,,,
player,201309290tam,crd,JeffTo00,def_int_td,0,,,,,
player,201309290tam,crd,JeffTo00,def_int_long,0,,,,,
player,201309290tam,crd,JeffTo00,pass_defended,0,,,,,
player,201309290tam,crd,JeffTo00,sacks,0.0,,,,,
player,201309290tam,crd,JeffTo00,tackles_combined,7,,,,,
player,201309290tam,crd,JeffTo00,tackles_solo,6,,,,,
player,201309290tam,crd,JeffTo00,tackles_assists,1,,,,,
player,201309290tam,crd,JeffTo00,tackles_loss,0,,,,,
player,201309290tam,crd,JeffTo00,qb_hits,0,,,,,
player,201309290tam,crd,JeffTo00,fumbles_rec,0,,,,,
player,201309290tam,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201309290tam,crd,JeffTo00,fumbles_forced,0,,,,,
player,201309290tam,crd,MathTy00,def_int,0,,,,,
player,201309290tam,crd,MathTy00,def_int_yds,0,,,,,
player,201309290tam,crd,MathTy00,def_int_td,0,,,,,
player,201309290tam,crd,MathTy00,def_int_long,0,,,,,
player,201309290tam,crd,MathTy00,pass_defended,0,,,,,
player,201309290tam,crd,MathTy00,sacks,0.0,,,,,
player,201309290tam,crd,MathTy00,tackles_combined,6,,,,,
player,201309290tam,crd,MathTy00,tackles_solo,6,,,,,
player,201309290tam,crd,MathTy00,tackles_assists,0,,,,,
player,201309290tam,crd,MathTy00,tackles_loss,1,,,,,
player,201309290tam,crd,MathTy00,qb_hits,0,,,,,
player,201309290tam,crd,MathTy00,fumbles_rec,0,,,,,
player,201309290tam,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201309290tam,crd,MathTy00,fumbles_forced,0,,,,,
player,201309290tam,crd,PoweJe99,def_int,0,,,,,
player,201309290tam,crd,PoweJe99,def_int_yds,0,,,,,
player,201309290tam,crd,PoweJe99,def_int_td,0,,,,,
player,201309290tam,crd,PoweJe99,def_int_long,0,,,,,
player,201309290tam,crd,PoweJe99,pass_defended,1,,,,,
player,201309290tam,crd,PoweJe99,sacks,0.0,,,,,
player,201309290tam,crd,PoweJe99,tackles_combined,5,,,,,
player,201309290tam,crd,PoweJe99,tackles_solo,5,,,,,
player,201309290tam,crd,PoweJe99,tackles_assists,0,,,,,
player,201309290tam,crd,PoweJe99,tackles_loss,0,,,,,
player,201309290tam,crd,PoweJe99,qb_hits,0,,,,,
player,201309290tam,crd,PoweJe99,fumbles_rec,0,,,,,
player,201309290tam,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201309290tam,crd,PoweJe99,fumbles_forced,0,,,,,
player,201309290tam,crd,ShauMa99,def_int,0,,,,,
player,201309290tam,crd,ShauMa99,def_int_yds,0,,,,,
player,201309290tam,crd,ShauMa99,def_int_td,0,,,,,
player,201309290tam,crd,ShauMa99,def_int_long,0,,,,,
player,201309290tam,crd,ShauMa99,pass_defended,0,,,,,
player,201309290tam,crd,ShauMa99,sacks,0.0,,,,,
player,201309290tam,crd,ShauMa99,tackles_combined,4,,,,,
player,201309290tam,crd,ShauMa99,tackles_solo,4,,,,,
player,201309290tam,crd,ShauMa99,tackles_assists,0,,,,,
player,201309290tam,crd,ShauMa99,tackles_loss,1,,,,,
player,201309290tam,crd,ShauMa99,qb_hits,1,,,,,
player,201309290tam,crd,ShauMa99,fumbles_rec,1,,,,,
player,201309290tam,crd,ShauMa99,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,ShauMa99,fumbles_rec_td,0,,,,,
player,201309290tam,crd,ShauMa99,fumbles_forced,0,,,,,
player,201309290tam,crd,DemeKe00,def_int,0,,,,,
player,201309290tam,crd,DemeKe00,def_int_yds,0,,,,,
player,201309290tam,crd,DemeKe00,def_int_td,0,,,,,
player,201309290tam,crd,DemeKe00,def_int_long,0,,,,,
player,201309290tam,crd,DemeKe00,pass_defended,0,,,,,
player,201309290tam,crd,DemeKe00,sacks,0.0,,,,,
player,201309290tam,crd,DemeKe00,tackles_combined,3,,,,,
player,201309290tam,crd,DemeKe00,tackles_solo,3,,,,,
player,201309290tam,crd,DemeKe00,tackles_assists,0,,,,,
player,201309290tam,crd,DemeKe00,tackles_loss,0,,,,,
player,201309290tam,crd,DemeKe00,qb_hits,0,,,,,
player,201309290tam,crd,DemeKe00,fumbles_rec,0,,,,,
player,201309290tam,crd,DemeKe00,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,DemeKe00,fumbles_rec_td,0,,,,,
player,201309290tam,crd,DemeKe00,fumbles_forced,0,,,,,
player,201309290tam,crd,CampCa99,def_int,0,,,,,
player,201309290tam,crd,CampCa99,def_int_yds,0,,,,,
player,201309290tam,crd,CampCa99,def_int_td,0,,,,,
player,201309290tam,crd,CampCa99,def_int_long,0,,,,,
player,201309290tam,crd,CampCa99,pass_defended,0,,,,,
player,201309290tam,crd,CampCa99,sacks,0.0,,,,,
player,201309290tam,crd,CampCa99,tackles_combined,2,,,,,
player,201309290tam,crd,CampCa99,tackles_solo,2,,,,,
player,201309290tam,crd,CampCa99,tackles_assists,0,,,,,
player,201309290tam,crd,CampCa99,tackles_loss,1,,,,,
player,201309290tam,crd,CampCa99,qb_hits,1,,,,,
player,201309290tam,crd,CampCa99,fumbles_rec,0,,,,,
player,201309290tam,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201309290tam,crd,CampCa99,fumbles_forced,0,,,,,
player,201309290tam,crd,DockDa20,def_int,0,,,,,
player,201309290tam,crd,DockDa20,def_int_yds,0,,,,,
player,201309290tam,crd,DockDa20,def_int_td,0,,,,,
player,201309290tam,crd,DockDa20,def_int_long,0,,,,,
player,201309290tam,crd,DockDa20,pass_defended,0,,,,,
player,201309290tam,crd,DockDa20,sacks,0.0,,,,,
player,201309290tam,crd,DockDa20,tackles_combined,2,,,,,
player,201309290tam,crd,DockDa20,tackles_solo,2,,,,,
player,201309290tam,crd,DockDa20,tackles_assists,0,,,,,
player,201309290tam,crd,DockDa20,tackles_loss,0,,,,,
player,201309290tam,crd,DockDa20,qb_hits,1,,,,,
player,201309290tam,crd,DockDa20,fumbles_rec,0,,,,,
player,201309290tam,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201309290tam,crd,DockDa20,fumbles_forced,0,,,,,
player,201309290tam,crd,RuckFr99,def_int,0,,,,,
player,201309290tam,crd,RuckFr99,def_int_yds,0,,,,,
player,201309290tam,crd,RuckFr99,def_int_td,0,,,,,
player,201309290tam,crd,RuckFr99,def_int_long,0,,,,,
player,201309290tam,crd,RuckFr99,pass_defended,0,,,,,
player,201309290tam,crd,RuckFr99,sacks,0.0,,,,,
player,201309290tam,crd,RuckFr99,tackles_combined,2,,,,,
player,201309290tam,crd,RuckFr99,tackles_solo,1,,,,,
player,201309290tam,crd,RuckFr99,tackles_assists,1,,,,,
player,201309290tam,crd,RuckFr99,tackles_loss,0,,,,,
player,201309290tam,crd,RuckFr99,qb_hits,1,,,,,
player,201309290tam,crd,RuckFr99,fumbles_rec,0,,,,,
player,201309290tam,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201309290tam,crd,RuckFr99,fumbles_forced,0,,,,,
player,201309290tam,crd,AbraJo00,def_int,0,,,,,
player,201309290tam,crd,AbraJo00,def_int_yds,0,,,,,
player,201309290tam,crd,AbraJo00,def_int_td,0,,,,,
player,201309290tam,crd,AbraJo00,def_int_long,0,,,,,
player,201309290tam,crd,AbraJo00,pass_defended,0,,,,,
player,201309290tam,crd,AbraJo00,sacks,0.0,,,,,
player,201309290tam,crd,AbraJo00,tackles_combined,1,,,,,
player,201309290tam,crd,AbraJo00,tackles_solo,1,,,,,
player,201309290tam,crd,AbraJo00,tackles_assists,0,,,,,
player,201309290tam,crd,AbraJo00,tackles_loss,1,,,,,
player,201309290tam,crd,AbraJo00,qb_hits,0,,,,,
player,201309290tam,crd,AbraJo00,fumbles_rec,0,,,,,
player,201309290tam,crd,AbraJo00,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,AbraJo00,fumbles_rec_td,0,,,,,
player,201309290tam,crd,AbraJo00,fumbles_forced,0,,,,,
player,201309290tam,crd,ArenJa99,def_int,0,,,,,
player,201309290tam,crd,ArenJa99,def_int_yds,0,,,,,
player,201309290tam,crd,ArenJa99,def_int_td,0,,,,,
player,201309290tam,crd,ArenJa99,def_int_long,0,,,,,
player,201309290tam,crd,ArenJa99,pass_defended,0,,,,,
player,201309290tam,crd,ArenJa99,sacks,0.0,,,,,
player,201309290tam,crd,ArenJa99,tackles_combined,1,,,,,
player,201309290tam,crd,ArenJa99,tackles_solo,1,,,,,
player,201309290tam,crd,ArenJa99,tackles_assists,0,,,,,
player,201309290tam,crd,ArenJa99,tackles_loss,0,,,,,
player,201309290tam,crd,ArenJa99,qb_hits,0,,,,,
player,201309290tam,crd,ArenJa99,fumbles_rec,0,,,,,
player,201309290tam,crd,ArenJa99,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,ArenJa99,fumbles_rec_td,0,,,,,
player,201309290tam,crd,ArenJa99,fumbles_forced,0,,,,,
player,201309290tam,crd,BethJu00,def_int,0,,,,,
player,201309290tam,crd,BethJu00,def_int_yds,0,,,,,
player,201309290tam,crd,BethJu00,def_int_td,0,,,,,
player,201309290tam,crd,BethJu00,def_int_long,0,,,,,
player,201309290tam,crd,BethJu00,pass_defended,0,,,,,
player,201309290tam,crd,BethJu00,sacks,0.0,,,,,
player,201309290tam,crd,BethJu00,tackles_combined,1,,,,,
player,201309290tam,crd,BethJu00,tackles_solo,1,,,,,
player,201309290tam,crd,BethJu00,tackles_assists,0,,,,,
player,201309290tam,crd,BethJu00,tackles_loss,0,,,,,
player,201309290tam,crd,BethJu00,qb_hits,0,,,,,
player,201309290tam,crd,BethJu00,fumbles_rec,0,,,,,
player,201309290tam,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201309290tam,crd,BethJu00,fumbles_forced,0,,,,,
player,201309290tam,crd,ElliAn00,def_int,0,,,,,
player,201309290tam,crd,ElliAn00,def_int_yds,0,,,,,
player,201309290tam,crd,ElliAn00,def_int_td,0,,,,,
player,201309290tam,crd,ElliAn00,def_int_long,0,,,,,
player,201309290tam,crd,ElliAn00,pass_defended,0,,,,,
player,201309290tam,crd,ElliAn00,sacks,0.0,,,,,
player,201309290tam,crd,ElliAn00,tackles_combined,1,,,,,
player,201309290tam,crd,ElliAn00,tackles_solo,1,,,,,
player,201309290tam,crd,ElliAn00,tackles_assists,0,,,,,
player,201309290tam,crd,ElliAn00,tackles_loss,,,,,,
player,201309290tam,crd,ElliAn00,qb_hits,,,,,,
player,201309290tam,crd,ElliAn00,fumbles_rec,0,,,,,
player,201309290tam,crd,ElliAn00,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,ElliAn00,fumbles_rec_td,0,,,,,
player,201309290tam,crd,ElliAn00,fumbles_forced,0,,,,,
player,201309290tam,crd,Ta'aAl00,def_int,0,,,,,
player,201309290tam,crd,Ta'aAl00,def_int_yds,0,,,,,
player,201309290tam,crd,Ta'aAl00,def_int_td,0,,,,,
player,201309290tam,crd,Ta'aAl00,def_int_long,0,,,,,
player,201309290tam,crd,Ta'aAl00,pass_defended,0,,,,,
player,201309290tam,crd,Ta'aAl00,sacks,0.0,,,,,
player,201309290tam,crd,Ta'aAl00,tackles_combined,1,,,,,
player,201309290tam,crd,Ta'aAl00,tackles_solo,1,,,,,
player,201309290tam,crd,Ta'aAl00,tackles_assists,0,,,,,
player,201309290tam,crd,Ta'aAl00,tackles_loss,1,,,,,
player,201309290tam,crd,Ta'aAl00,qb_hits,0,,,,,
player,201309290tam,crd,Ta'aAl00,fumbles_rec,0,,,,,
player,201309290tam,crd,Ta'aAl00,fumbles_rec_yds,0,,,,,
player,201309290tam,crd,Ta'aAl00,fumbles_rec_td,0,,,,,
player,201309290tam,crd,Ta'aAl00,fumbles_forced,0,,,,,
player,201309290tam,tam,ReviDa99,def_int,1,,,,,
player,201309290tam,tam,ReviDa99,def_int_yds,3,,,,,
player,201309290tam,tam,ReviDa99,def_int_td,0,,,,,
player,201309290tam,tam,ReviDa99,def_int_long,3,,,,,
player,201309290tam,tam,ReviDa99,pass_defended,1,,,,,
player,201309290tam,tam,ReviDa99,sacks,0.0,,,,,
player,201309290tam,tam,ReviDa99,tackles_combined,6,,,,,
player,201309290tam,tam,ReviDa99,tackles_solo,6,,,,,
player,201309290tam,tam,ReviDa99,tackles_assists,0,,,,,
player,201309290tam,tam,ReviDa99,tackles_loss,0,,,,,
player,201309290tam,tam,ReviDa99,qb_hits,0,,,,,
player,201309290tam,tam,ReviDa99,fumbles_rec,0,,,,,
player,201309290tam,tam,ReviDa99,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,ReviDa99,fumbles_rec_td,0,,,,,
player,201309290tam,tam,ReviDa99,fumbles_forced,1,,,,,
player,201309290tam,tam,BankJo00,def_int,1,,,,,
player,201309290tam,tam,BankJo00,def_int_yds,0,,,,,
player,201309290tam,tam,BankJo00,def_int_td,0,,,,,
player,201309290tam,tam,BankJo00,def_int_long,0,,,,,
player,201309290tam,tam,BankJo00,pass_defended,1,,,,,
player,201309290tam,tam,BankJo00,sacks,0.0,,,,,
player,201309290tam,tam,BankJo00,tackles_combined,1,,,,,
player,201309290tam,tam,BankJo00,tackles_solo,1,,,,,
player,201309290tam,tam,BankJo00,tackles_assists,0,,,,,
player,201309290tam,tam,BankJo00,tackles_loss,0,,,,,
player,201309290tam,tam,BankJo00,qb_hits,0,,,,,
player,201309290tam,tam,BankJo00,fumbles_rec,0,,,,,
player,201309290tam,tam,BankJo00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,BankJo00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,BankJo00,fumbles_forced,0,,,,,
player,201309290tam,tam,McCoGe99,def_int,0,,,,,
player,201309290tam,tam,McCoGe99,def_int_yds,0,,,,,
player,201309290tam,tam,McCoGe99,def_int_td,0,,,,,
player,201309290tam,tam,McCoGe99,def_int_long,0,,,,,
player,201309290tam,tam,McCoGe99,pass_defended,1,,,,,
player,201309290tam,tam,McCoGe99,sacks,1.0,,,,,
player,201309290tam,tam,McCoGe99,tackles_combined,1,,,,,
player,201309290tam,tam,McCoGe99,tackles_solo,1,,,,,
player,201309290tam,tam,McCoGe99,tackles_assists,0,,,,,
player,201309290tam,tam,McCoGe99,tackles_loss,1,,,,,
player,201309290tam,tam,McCoGe99,qb_hits,2,,,,,
player,201309290tam,tam,McCoGe99,fumbles_rec,1,,,,,
player,201309290tam,tam,McCoGe99,fumbles_rec_yds,12,,,,,
player,201309290tam,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201309290tam,tam,McCoGe99,fumbles_forced,0,,,,,
player,201309290tam,tam,DaviLa00,def_int,0,,,,,
player,201309290tam,tam,DaviLa00,def_int_yds,0,,,,,
player,201309290tam,tam,DaviLa00,def_int_td,0,,,,,
player,201309290tam,tam,DaviLa00,def_int_long,0,,,,,
player,201309290tam,tam,DaviLa00,pass_defended,1,,,,,
player,201309290tam,tam,DaviLa00,sacks,0.0,,,,,
player,201309290tam,tam,DaviLa00,tackles_combined,6,,,,,
player,201309290tam,tam,DaviLa00,tackles_solo,4,,,,,
player,201309290tam,tam,DaviLa00,tackles_assists,2,,,,,
player,201309290tam,tam,DaviLa00,tackles_loss,0,,,,,
player,201309290tam,tam,DaviLa00,qb_hits,0,,,,,
player,201309290tam,tam,DaviLa00,fumbles_rec,0,,,,,
player,201309290tam,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,DaviLa00,fumbles_forced,0,,,,,
player,201309290tam,tam,WatsDe99,def_int,0,,,,,
player,201309290tam,tam,WatsDe99,def_int_yds,0,,,,,
player,201309290tam,tam,WatsDe99,def_int_td,0,,,,,
player,201309290tam,tam,WatsDe99,def_int_long,0,,,,,
player,201309290tam,tam,WatsDe99,pass_defended,0,,,,,
player,201309290tam,tam,WatsDe99,sacks,0.0,,,,,
player,201309290tam,tam,WatsDe99,tackles_combined,6,,,,,
player,201309290tam,tam,WatsDe99,tackles_solo,6,,,,,
player,201309290tam,tam,WatsDe99,tackles_assists,0,,,,,
player,201309290tam,tam,WatsDe99,tackles_loss,2,,,,,
player,201309290tam,tam,WatsDe99,qb_hits,0,,,,,
player,201309290tam,tam,WatsDe99,fumbles_rec,0,,,,,
player,201309290tam,tam,WatsDe99,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,WatsDe99,fumbles_rec_td,0,,,,,
player,201309290tam,tam,WatsDe99,fumbles_forced,0,,,,,
player,201309290tam,tam,FostMa00,def_int,0,,,,,
player,201309290tam,tam,FostMa00,def_int_yds,0,,,,,
player,201309290tam,tam,FostMa00,def_int_td,0,,,,,
player,201309290tam,tam,FostMa00,def_int_long,0,,,,,
player,201309290tam,tam,FostMa00,pass_defended,1,,,,,
player,201309290tam,tam,FostMa00,sacks,0.0,,,,,
player,201309290tam,tam,FostMa00,tackles_combined,5,,,,,
player,201309290tam,tam,FostMa00,tackles_solo,5,,,,,
player,201309290tam,tam,FostMa00,tackles_assists,0,,,,,
player,201309290tam,tam,FostMa00,tackles_loss,1,,,,,
player,201309290tam,tam,FostMa00,qb_hits,0,,,,,
player,201309290tam,tam,FostMa00,fumbles_rec,0,,,,,
player,201309290tam,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,FostMa00,fumbles_forced,0,,,,,
player,201309290tam,tam,GoldDa99,def_int,0,,,,,
player,201309290tam,tam,GoldDa99,def_int_yds,0,,,,,
player,201309290tam,tam,GoldDa99,def_int_td,0,,,,,
player,201309290tam,tam,GoldDa99,def_int_long,0,,,,,
player,201309290tam,tam,GoldDa99,pass_defended,1,,,,,
player,201309290tam,tam,GoldDa99,sacks,0.0,,,,,
player,201309290tam,tam,GoldDa99,tackles_combined,5,,,,,
player,201309290tam,tam,GoldDa99,tackles_solo,3,,,,,
player,201309290tam,tam,GoldDa99,tackles_assists,2,,,,,
player,201309290tam,tam,GoldDa99,tackles_loss,0,,,,,
player,201309290tam,tam,GoldDa99,qb_hits,0,,,,,
player,201309290tam,tam,GoldDa99,fumbles_rec,0,,,,,
player,201309290tam,tam,GoldDa99,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,GoldDa99,fumbles_rec_td,0,,,,,
player,201309290tam,tam,GoldDa99,fumbles_forced,0,,,,,
player,201309290tam,tam,JohnLe03,def_int,0,,,,,
player,201309290tam,tam,JohnLe03,def_int_yds,0,,,,,
player,201309290tam,tam,JohnLe03,def_int_td,0,,,,,
player,201309290tam,tam,JohnLe03,def_int_long,0,,,,,
player,201309290tam,tam,JohnLe03,pass_defended,0,,,,,
player,201309290tam,tam,JohnLe03,sacks,0.0,,,,,
player,201309290tam,tam,JohnLe03,tackles_combined,4,,,,,
player,201309290tam,tam,JohnLe03,tackles_solo,3,,,,,
player,201309290tam,tam,JohnLe03,tackles_assists,1,,,,,
player,201309290tam,tam,JohnLe03,tackles_loss,0,,,,,
player,201309290tam,tam,JohnLe03,qb_hits,0,,,,,
player,201309290tam,tam,JohnLe03,fumbles_rec,0,,,,,
player,201309290tam,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201309290tam,tam,JohnLe03,fumbles_forced,1,,,,,
player,201309290tam,tam,BlacAh00,def_int,0,,,,,
player,201309290tam,tam,BlacAh00,def_int_yds,0,,,,,
player,201309290tam,tam,BlacAh00,def_int_td,0,,,,,
player,201309290tam,tam,BlacAh00,def_int_long,0,,,,,
player,201309290tam,tam,BlacAh00,pass_defended,0,,,,,
player,201309290tam,tam,BlacAh00,sacks,0.0,,,,,
player,201309290tam,tam,BlacAh00,tackles_combined,3,,,,,
player,201309290tam,tam,BlacAh00,tackles_solo,2,,,,,
player,201309290tam,tam,BlacAh00,tackles_assists,1,,,,,
player,201309290tam,tam,BlacAh00,tackles_loss,0,,,,,
player,201309290tam,tam,BlacAh00,qb_hits,0,,,,,
player,201309290tam,tam,BlacAh00,fumbles_rec,0,,,,,
player,201309290tam,tam,BlacAh00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,BlacAh00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,BlacAh00,fumbles_forced,0,,,,,
player,201309290tam,tam,ClayAd00,def_int,0,,,,,
player,201309290tam,tam,ClayAd00,def_int_yds,0,,,,,
player,201309290tam,tam,ClayAd00,def_int_td,0,,,,,
player,201309290tam,tam,ClayAd00,def_int_long,0,,,,,
player,201309290tam,tam,ClayAd00,pass_defended,0,,,,,
player,201309290tam,tam,ClayAd00,sacks,0.0,,,,,
player,201309290tam,tam,ClayAd00,tackles_combined,3,,,,,
player,201309290tam,tam,ClayAd00,tackles_solo,3,,,,,
player,201309290tam,tam,ClayAd00,tackles_assists,0,,,,,
player,201309290tam,tam,ClayAd00,tackles_loss,0,,,,,
player,201309290tam,tam,ClayAd00,qb_hits,0,,,,,
player,201309290tam,tam,ClayAd00,fumbles_rec,0,,,,,
player,201309290tam,tam,ClayAd00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,ClayAd00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,ClayAd00,fumbles_forced,0,,,,,
player,201309290tam,tam,BarrMa00,def_int,0,,,,,
player,201309290tam,tam,BarrMa00,def_int_yds,0,,,,,
player,201309290tam,tam,BarrMa00,def_int_td,0,,,,,
player,201309290tam,tam,BarrMa00,def_int_long,0,,,,,
player,201309290tam,tam,BarrMa00,pass_defended,0,,,,,
player,201309290tam,tam,BarrMa00,sacks,0.0,,,,,
player,201309290tam,tam,BarrMa00,tackles_combined,2,,,,,
player,201309290tam,tam,BarrMa00,tackles_solo,1,,,,,
player,201309290tam,tam,BarrMa00,tackles_assists,1,,,,,
player,201309290tam,tam,BarrMa00,tackles_loss,0,,,,,
player,201309290tam,tam,BarrMa00,qb_hits,0,,,,,
player,201309290tam,tam,BarrMa00,fumbles_rec,0,,,,,
player,201309290tam,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,BarrMa00,fumbles_forced,0,,,,,
player,201309290tam,tam,CasiJo99,def_int,0,,,,,
player,201309290tam,tam,CasiJo99,def_int_yds,0,,,,,
player,201309290tam,tam,CasiJo99,def_int_td,0,,,,,
player,201309290tam,tam,CasiJo99,def_int_long,0,,,,,
player,201309290tam,tam,CasiJo99,pass_defended,0,,,,,
player,201309290tam,tam,CasiJo99,sacks,0.0,,,,,
player,201309290tam,tam,CasiJo99,tackles_combined,2,,,,,
player,201309290tam,tam,CasiJo99,tackles_solo,2,,,,,
player,201309290tam,tam,CasiJo99,tackles_assists,0,,,,,
player,201309290tam,tam,CasiJo99,tackles_loss,0,,,,,
player,201309290tam,tam,CasiJo99,qb_hits,0,,,,,
player,201309290tam,tam,CasiJo99,fumbles_rec,0,,,,,
player,201309290tam,tam,CasiJo99,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,CasiJo99,fumbles_rec_td,0,,,,,
player,201309290tam,tam,CasiJo99,fumbles_forced,0,,,,,
player,201309290tam,tam,SpenAk00,def_int,0,,,,,
player,201309290tam,tam,SpenAk00,def_int_yds,0,,,,,
player,201309290tam,tam,SpenAk00,def_int_td,0,,,,,
player,201309290tam,tam,SpenAk00,def_int_long,0,,,,,
player,201309290tam,tam,SpenAk00,pass_defended,0,,,,,
player,201309290tam,tam,SpenAk00,sacks,0.0,,,,,
player,201309290tam,tam,SpenAk00,tackles_combined,2,,,,,
player,201309290tam,tam,SpenAk00,tackles_solo,1,,,,,
player,201309290tam,tam,SpenAk00,tackles_assists,1,,,,,
player,201309290tam,tam,SpenAk00,tackles_loss,0,,,,,
player,201309290tam,tam,SpenAk00,qb_hits,0,,,,,
player,201309290tam,tam,SpenAk00,fumbles_rec,0,,,,,
player,201309290tam,tam,SpenAk00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,SpenAk00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,SpenAk00,fumbles_forced,0,,,,,
player,201309290tam,tam,BoweDa00,def_int,0,,,,,
player,201309290tam,tam,BoweDa00,def_int_yds,0,,,,,
player,201309290tam,tam,BoweDa00,def_int_td,0,,,,,
player,201309290tam,tam,BoweDa00,def_int_long,0,,,,,
player,201309290tam,tam,BoweDa00,pass_defended,0,,,,,
player,201309290tam,tam,BoweDa00,sacks,0.0,,,,,
player,201309290tam,tam,BoweDa00,tackles_combined,1,,,,,
player,201309290tam,tam,BoweDa00,tackles_solo,0,,,,,
player,201309290tam,tam,BoweDa00,tackles_assists,1,,,,,
player,201309290tam,tam,BoweDa00,tackles_loss,0,,,,,
player,201309290tam,tam,BoweDa00,qb_hits,0,,,,,
player,201309290tam,tam,BoweDa00,fumbles_rec,0,,,,,
player,201309290tam,tam,BoweDa00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,BoweDa00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,BoweDa00,fumbles_forced,0,,,,,
player,201309290tam,tam,TandKe00,def_int,0,,,,,
player,201309290tam,tam,TandKe00,def_int_yds,0,,,,,
player,201309290tam,tam,TandKe00,def_int_td,0,,,,,
player,201309290tam,tam,TandKe00,def_int_long,0,,,,,
player,201309290tam,tam,TandKe00,pass_defended,0,,,,,
player,201309290tam,tam,TandKe00,sacks,0.0,,,,,
player,201309290tam,tam,TandKe00,tackles_combined,1,,,,,
player,201309290tam,tam,TandKe00,tackles_solo,1,,,,,
player,201309290tam,tam,TandKe00,tackles_assists,0,,,,,
player,201309290tam,tam,TandKe00,tackles_loss,0,,,,,
player,201309290tam,tam,TandKe00,qb_hits,0,,,,,
player,201309290tam,tam,TandKe00,fumbles_rec,0,,,,,
player,201309290tam,tam,TandKe00,fumbles_rec_yds,0,,,,,
player,201309290tam,tam,TandKe00,fumbles_rec_td,0,,,,,
player,201309290tam,tam,TandKe00,fumbles_forced,0,,,,,
player,201309290tam,tam,Teo-Da99,def_int,0,,,,,
player,201309290tam,tam,Teo-Da99,def_int_yds,0,,,,,
player,201309290tam,tam,Teo-Da99,def_int_td,0,,,,,
player,201309290tam,tam,Teo-Da99,def_int_long,0,,,,,
