game,2013,7,20131020,201310200oti,sfo,"San Francisco 49ers",31,oti,"Tennessee Titans",17
player,201310200oti,sfo,WilhMi00,def_int,0,,,,,
player,201310200oti,sfo,WilhMi00,def_int_yds,0,,,,,
player,201310200oti,sfo,WilhMi00,def_int_td,0,,,,,
player,201310200oti,sfo,WilhMi00,def_int_long,0,,,,,
player,201310200oti,sfo,WilhMi00,pass_defended,0,,,,,
player,201310200oti,sfo,WilhMi00,sacks,0.0,,,,,
player,201310200oti,sfo,WilhMi00,tackles_combined,1,,,,,
player,201310200oti,sfo,WilhMi00,tackles_solo,1,,,,,
player,201310200oti,sfo,WilhMi00,tackles_assists,0,,,,,
player,201310200oti,sfo,WilhMi00,tackles_loss,0,,,,,
player,201310200oti,sfo,WilhMi00,qb_hits,0,,,,,
player,201310200oti,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201310200oti,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201310200oti,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201310200oti,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201310200oti,sfo,OsgoKa00,def_int,0,,,,,
player,201310200oti,sfo,OsgoKa00,def_int_yds,0,,,,,
player,201310200oti,sfo,OsgoKa00,def_int_td,0,,,,,
player,201310200oti,sfo,OsgoKa00,def_int_long,0,,,,,
player,201310200oti,sfo,OsgoKa00,pass_defended,0,,,,,
player,201310200oti,sfo,OsgoKa00,sacks,0.0,,,,,
player,201310200oti,sfo,OsgoKa00,tackles_combined,0,,,,,
player,201310200oti,sfo,OsgoKa00,tackles_solo,0,,,,,
player,201310200oti,sfo,OsgoKa00,tackles_assists,0,,,,,
player,201310200oti,sfo,OsgoKa00,tackles_loss,0,,,,,
player,201310200oti,sfo,OsgoKa00,qb_hits,0,,,,,
player,201310200oti,sfo,OsgoKa00,fumbles_rec,1,,,,,
player,201310200oti,sfo,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201310200oti,sfo,OsgoKa00,fumbles_rec_td,1,,,,,
player,201310200oti,sfo,OsgoKa00,fumbles_forced,0,,,,,
player,201310200oti,oti,JohnAn03,def_int,0,,,,,
player,201310200oti,oti,JohnAn03,def_int_yds,0,,,,,
player,201310200oti,oti,JohnAn03,def_int_td,0,,,,,
player,201310200oti,oti,JohnAn03,def_int_long,0,,,,,
player,201310200oti,oti,JohnAn03,pass_defended,0,,,,,
player,201310200oti,oti,JohnAn03,sacks,1.0,,,,,
player,201310200oti,oti,JohnAn03,tackles_combined,4,,,,,
player,201310200oti,oti,JohnAn03,tackles_solo,3,,,,,
player,201310200oti,oti,JohnAn03,tackles_assists,1,,,,,
player,201310200oti,oti,JohnAn03,tackles_loss,1,,,,,
player,201310200oti,oti,JohnAn03,qb_hits,1,,,,,
player,201310200oti,oti,JohnAn03,fumbles_rec,0,,,,,
player,201310200oti,oti,JohnAn03,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,JohnAn03,fumbles_rec_td,0,,,,,
player,201310200oti,oti,JohnAn03,fumbles_forced,0,,,,,
player,201310200oti,oti,CaseJu00,def_int,0,,,,,
player,201310200oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201310200oti,oti,CaseJu00,def_int_td,0,,,,,
player,201310200oti,oti,CaseJu00,def_int_long,0,,,,,
player,201310200oti,oti,CaseJu00,pass_defended,0,,,,,
player,201310200oti,oti,CaseJu00,sacks,1.0,,,,,
player,201310200oti,oti,CaseJu00,tackles_combined,2,,,,,
player,201310200oti,oti,CaseJu00,tackles_solo,2,,,,,
player,201310200oti,oti,CaseJu00,tackles_assists,0,,,,,
player,201310200oti,oti,CaseJu00,tackles_loss,1,,,,,
player,201310200oti,oti,CaseJu00,qb_hits,1,,,,,
player,201310200oti,oti,CaseJu00,fumbles_rec,0,,,,,
player,201310200oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201310200oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201310200oti,oti,AyerAk00,def_int,0,,,,,
player,201310200oti,oti,AyerAk00,def_int_yds,0,,,,,
player,201310200oti,oti,AyerAk00,def_int_td,0,,,,,
player,201310200oti,oti,AyerAk00,def_int_long,0,,,,,
player,201310200oti,oti,AyerAk00,pass_defended,0,,,,,
player,201310200oti,oti,AyerAk00,sacks,0.0,,,,,
player,201310200oti,oti,AyerAk00,tackles_combined,10,,,,,
player,201310200oti,oti,AyerAk00,tackles_solo,7,,,,,
player,201310200oti,oti,AyerAk00,tackles_assists,3,,,,,
player,201310200oti,oti,AyerAk00,tackles_loss,0,,,,,
player,201310200oti,oti,AyerAk00,qb_hits,0,,,,,
player,201310200oti,oti,AyerAk00,fumbles_rec,0,,,,,
player,201310200oti,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201310200oti,oti,AyerAk00,fumbles_forced,0,,,,,
player,201310200oti,oti,McCaCo00,def_int,0,,,,,
player,201310200oti,oti,McCaCo00,def_int_yds,0,,,,,
player,201310200oti,oti,McCaCo00,def_int_td,0,,,,,
player,201310200oti,oti,McCaCo00,def_int_long,0,,,,,
player,201310200oti,oti,McCaCo00,pass_defended,0,,,,,
player,201310200oti,oti,McCaCo00,sacks,0.0,,,,,
player,201310200oti,oti,McCaCo00,tackles_combined,8,,,,,
player,201310200oti,oti,McCaCo00,tackles_solo,6,,,,,
player,201310200oti,oti,McCaCo00,tackles_assists,2,,,,,
player,201310200oti,oti,McCaCo00,tackles_loss,1,,,,,
player,201310200oti,oti,McCaCo00,qb_hits,0,,,,,
player,201310200oti,oti,McCaCo00,fumbles_rec,0,,,,,
player,201310200oti,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201310200oti,oti,McCaCo00,fumbles_forced,0,,,,,
player,201310200oti,oti,BrowZa00,def_int,0,,,,,
player,201310200oti,oti,BrowZa00,def_int_yds,0,,,,,
player,201310200oti,oti,BrowZa00,def_int_td,0,,,,,
player,201310200oti,oti,BrowZa00,def_int_long,0,,,,,
player,201310200oti,oti,BrowZa00,pass_defended,0,,,,,
player,201310200oti,oti,BrowZa00,sacks,0.0,,,,,
player,201310200oti,oti,BrowZa00,tackles_combined,6,,,,,
player,201310200oti,oti,BrowZa00,tackles_solo,3,,,,,
player,201310200oti,oti,BrowZa00,tackles_assists,3,,,,,
player,201310200oti,oti,BrowZa00,tackles_loss,0,,,,,
player,201310200oti,oti,BrowZa00,qb_hits,0,,,,,
player,201310200oti,oti,BrowZa00,fumbles_rec,0,,,,,
player,201310200oti,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201310200oti,oti,BrowZa00,fumbles_forced,0,,,,,
player,201310200oti,oti,GrifMi99,def_int,0,,,,,
player,201310200oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201310200oti,oti,GrifMi99,def_int_td,0,,,,,
player,201310200oti,oti,GrifMi99,def_int_long,0,,,,,
player,201310200oti,oti,GrifMi99,pass_defended,0,,,,,
player,201310200oti,oti,GrifMi99,sacks,0.0,,,,,
player,201310200oti,oti,GrifMi99,tackles_combined,5,,,,,
player,201310200oti,oti,GrifMi99,tackles_solo,5,,,,,
player,201310200oti,oti,GrifMi99,tackles_assists,0,,,,,
player,201310200oti,oti,GrifMi99,tackles_loss,1,,,,,
player,201310200oti,oti,GrifMi99,qb_hits,0,,,,,
player,201310200oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201310200oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201310200oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201310200oti,oti,McCoJa99,def_int,0,,,,,
player,201310200oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201310200oti,oti,McCoJa99,def_int_td,0,,,,,
player,201310200oti,oti,McCoJa99,def_int_long,0,,,,,
player,201310200oti,oti,McCoJa99,pass_defended,2,,,,,
player,201310200oti,oti,McCoJa99,sacks,0.0,,,,,
player,201310200oti,oti,McCoJa99,tackles_combined,4,,,,,
player,201310200oti,oti,McCoJa99,tackles_solo,4,,,,,
player,201310200oti,oti,McCoJa99,tackles_assists,0,,,,,
player,201310200oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201310200oti,oti,McCoJa99,qb_hits,0,,,,,
player,201310200oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201310200oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201310200oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201310200oti,oti,PitoRo00,def_int,0,,,,,
player,201310200oti,oti,PitoRo00,def_int_yds,0,,,,,
player,201310200oti,oti,PitoRo00,def_int_td,0,,,,,
player,201310200oti,oti,PitoRo00,def_int_long,0,,,,,
player,201310200oti,oti,PitoRo00,pass_defended,0,,,,,
player,201310200oti,oti,PitoRo00,sacks,0.0,,,,,
player,201310200oti,oti,PitoRo00,tackles_combined,4,,,,,
player,201310200oti,oti,PitoRo00,tackles_solo,2,,,,,
player,201310200oti,oti,PitoRo00,tackles_assists,2,,,,,
player,201310200oti,oti,PitoRo00,tackles_loss,0,,,,,
player,201310200oti,oti,PitoRo00,qb_hits,0,,,,,
player,201310200oti,oti,PitoRo00,fumbles_rec,0,,,,,
player,201310200oti,oti,PitoRo00,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,PitoRo00,fumbles_rec_td,0,,,,,
player,201310200oti,oti,PitoRo00,fumbles_forced,0,,,,,
player,201310200oti,oti,PollBe20,def_int,0,,,,,
player,201310200oti,oti,PollBe20,def_int_yds,0,,,,,
player,201310200oti,oti,PollBe20,def_int_td,0,,,,,
player,201310200oti,oti,PollBe20,def_int_long,0,,,,,
player,201310200oti,oti,PollBe20,pass_defended,0,,,,,
player,201310200oti,oti,PollBe20,sacks,0.0,,,,,
player,201310200oti,oti,PollBe20,tackles_combined,3,,,,,
player,201310200oti,oti,PollBe20,tackles_solo,2,,,,,
player,201310200oti,oti,PollBe20,tackles_assists,1,,,,,
player,201310200oti,oti,PollBe20,tackles_loss,0,,,,,
player,201310200oti,oti,PollBe20,qb_hits,0,,,,,
player,201310200oti,oti,PollBe20,fumbles_rec,0,,,,,
player,201310200oti,oti,PollBe20,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,PollBe20,fumbles_rec_td,0,,,,,
player,201310200oti,oti,PollBe20,fumbles_forced,0,,,,,
player,201310200oti,oti,VernAl99,def_int,0,,,,,
player,201310200oti,oti,VernAl99,def_int_yds,0,,,,,
player,201310200oti,oti,VernAl99,def_int_td,0,,,,,
player,201310200oti,oti,VernAl99,def_int_long,0,,,,,
player,201310200oti,oti,VernAl99,pass_defended,0,,,,,
player,201310200oti,oti,VernAl99,sacks,0.0,,,,,
player,201310200oti,oti,VernAl99,tackles_combined,3,,,,,
player,201310200oti,oti,VernAl99,tackles_solo,2,,,,,
player,201310200oti,oti,VernAl99,tackles_assists,1,,,,,
player,201310200oti,oti,VernAl99,tackles_loss,0,,,,,
player,201310200oti,oti,VernAl99,qb_hits,0,,,,,
player,201310200oti,oti,VernAl99,fumbles_rec,0,,,,,
player,201310200oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201310200oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201310200oti,oti,WilsGe01,def_int,0,,,,,
player,201310200oti,oti,WilsGe01,def_int_yds,0,,,,,
player,201310200oti,oti,WilsGe01,def_int_td,0,,,,,
player,201310200oti,oti,WilsGe01,def_int_long,0,,,,,
player,201310200oti,oti,WilsGe01,pass_defended,0,,,,,
player,201310200oti,oti,WilsGe01,sacks,0.0,,,,,
player,201310200oti,oti,WilsGe01,tackles_combined,3,,,,,
player,201310200oti,oti,WilsGe01,tackles_solo,3,,,,,
player,201310200oti,oti,WilsGe01,tackles_assists,0,,,,,
player,201310200oti,oti,WilsGe01,tackles_loss,0,,,,,
player,201310200oti,oti,WilsGe01,qb_hits,0,,,,,
player,201310200oti,oti,WilsGe01,fumbles_rec,0,,,,,
player,201310200oti,oti,WilsGe01,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,WilsGe01,fumbles_rec_td,0,,,,,
player,201310200oti,oti,WilsGe01,fumbles_forced,0,,,,,
player,201310200oti,oti,WimbKa20,def_int,0,,,,,
player,201310200oti,oti,WimbKa20,def_int_yds,0,,,,,
player,201310200oti,oti,WimbKa20,def_int_td,0,,,,,
player,201310200oti,oti,WimbKa20,def_int_long,0,,,,,
player,201310200oti,oti,WimbKa20,pass_defended,0,,,,,
player,201310200oti,oti,WimbKa20,sacks,0.0,,,,,
player,201310200oti,oti,WimbKa20,tackles_combined,2,,,,,
player,201310200oti,oti,WimbKa20,tackles_solo,1,,,,,
player,201310200oti,oti,WimbKa20,tackles_assists,1,,,,,
player,201310200oti,oti,WimbKa20,tackles_loss,0,,,,,
player,201310200oti,oti,WimbKa20,qb_hits,0,,,,,
player,201310200oti,oti,WimbKa20,fumbles_rec,0,,,,,
player,201310200oti,oti,WimbKa20,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,WimbKa20,fumbles_rec_td,0,,,,,
player,201310200oti,oti,WimbKa20,fumbles_forced,0,,,,,
player,201310200oti,oti,MartMi01,def_int,0,,,,,
player,201310200oti,oti,MartMi01,def_int_yds,0,,,,,
player,201310200oti,oti,MartMi01,def_int_td,0,,,,,
player,201310200oti,oti,MartMi01,def_int_long,0,,,,,
player,201310200oti,oti,MartMi01,pass_defended,0,,,,,
player,201310200oti,oti,MartMi01,sacks,0.0,,,,,
player,201310200oti,oti,MartMi01,tackles_combined,1,,,,,
player,201310200oti,oti,MartMi01,tackles_solo,1,,,,,
player,201310200oti,oti,MartMi01,tackles_assists,0,,,,,
player,201310200oti,oti,MartMi01,tackles_loss,0,,,,,
player,201310200oti,oti,MartMi01,qb_hits,0,,,,,
player,201310200oti,oti,MartMi01,fumbles_rec,0,,,,,
player,201310200oti,oti,MartMi01,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,MartMi01,fumbles_rec_td,0,,,,,
player,201310200oti,oti,MartMi01,fumbles_forced,0,,,,,
player,201310200oti,oti,ReynDa00,def_int,0,,,,,
player,201310200oti,oti,ReynDa00,def_int_yds,0,,,,,
player,201310200oti,oti,ReynDa00,def_int_td,0,,,,,
player,201310200oti,oti,ReynDa00,def_int_long,0,,,,,
player,201310200oti,oti,ReynDa00,pass_defended,0,,,,,
player,201310200oti,oti,ReynDa00,sacks,0.0,,,,,
player,201310200oti,oti,ReynDa00,tackles_combined,1,,,,,
player,201310200oti,oti,ReynDa00,tackles_solo,1,,,,,
player,201310200oti,oti,ReynDa00,tackles_assists,0,,,,,
player,201310200oti,oti,ReynDa00,tackles_loss,0,,,,,
player,201310200oti,oti,ReynDa00,qb_hits,0,,,,,
player,201310200oti,oti,ReynDa00,fumbles_rec,0,,,,,
player,201310200oti,oti,ReynDa00,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,ReynDa00,fumbles_rec_td,0,,,,,
player,201310200oti,oti,ReynDa00,fumbles_forced,0,,,,,
player,201310200oti,oti,SensCo00,def_int,0,,,,,
player,201310200oti,oti,SensCo00,def_int_yds,0,,,,,
player,201310200oti,oti,SensCo00,def_int_td,0,,,,,
player,201310200oti,oti,SensCo00,def_int_long,0,,,,,
player,201310200oti,oti,SensCo00,pass_defended,1,,,,,
player,201310200oti,oti,SensCo00,sacks,0.0,,,,,
player,201310200oti,oti,SensCo00,tackles_combined,1,,,,,
player,201310200oti,oti,SensCo00,tackles_solo,1,,,,,
player,201310200oti,oti,SensCo00,tackles_assists,0,,,,,
player,201310200oti,oti,SensCo00,tackles_loss,0,,,,,
player,201310200oti,oti,SensCo00,qb_hits,0,,,,,
player,201310200oti,oti,SensCo00,fumbles_rec,0,,,,,
player,201310200oti,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201310200oti,oti,SensCo00,fumbles_forced,0,,,,,
player,201310200oti,oti,ThomTa00,def_int,0,,,,,
player,201310200oti,oti,ThomTa00,def_int_yds,0,,,,,
player,201310200oti,oti,ThomTa00,def_int_td,0,,,,,
player,201310200oti,oti,ThomTa00,def_int_long,0,,,,,
player,201310200oti,oti,ThomTa00,pass_defended,0,,,,,
player,201310200oti,oti,ThomTa00,sacks,0.0,,,,,
player,201310200oti,oti,ThomTa00,tackles_combined,1,,,,,
player,201310200oti,oti,ThomTa00,tackles_solo,1,,,,,
player,201310200oti,oti,ThomTa00,tackles_assists,0,,,,,
player,201310200oti,oti,ThomTa00,tackles_loss,0,,,,,
player,201310200oti,oti,ThomTa00,qb_hits,0,,,,,
player,201310200oti,oti,ThomTa00,fumbles_rec,0,,,,,
player,201310200oti,oti,ThomTa00,fumbles_rec_yds,0,,,,,
player,201310200oti,oti,ThomTa00,fumbles_rec_td,0,,,,,
player,201310200oti,oti,ThomTa00,fumbles_forced,0,,,,,
player,201310200oti,sfo,WillKy01,kick_ret,1,,,,,
player,201310200oti,sfo,WillKy01,kick_ret_yds,21,,,,,
player,201310200oti,sfo,WillKy01,kick_ret_yds_per_ret,21.0,,,,,
player,201310200oti,sfo,WillKy01,kick_ret_td,0,,,,,
player,201310200oti,sfo,WillKy01,kick_ret_long,21,,,,,
player,201310200oti,sfo,WillKy01,punt_ret,2,,,,,
player,201310200oti,sfo,WillKy01,punt_ret_yds,0,,,,,
player,201310200oti,sfo,WillKy01,punt_ret_yds_per_ret,0.0,,,,,
player,201310200oti,sfo,WillKy01,punt_ret_td,0,,,,,
player,201310200oti,sfo,WillKy01,punt_ret_long,0,,,,,
player,201310200oti,oti,ReynDa00,kick_ret,4,,,,,
player,201310200oti,oti,ReynDa00,kick_ret_yds,73,,,,,
player,201310200oti,oti,ReynDa00,kick_ret_yds_per_ret,18.3,,,,,
player,201310200oti,oti,ReynDa00,kick_ret_td,0,,,,,
player,201310200oti,oti,ReynDa00,kick_ret_long,39,,,,,
player,201310200oti,oti,ReynDa00,punt_ret,2,,,,,
player,201310200oti,oti,ReynDa00,punt_ret_yds,-1,,,,,
player,201310200oti,oti,ReynDa00,punt_ret_yds_per_ret,-0.5,,,,,
player,201310200oti,oti,ReynDa00,punt_ret_td,0,,,,,
player,201310200oti,oti,ReynDa00,punt_ret_long,0,,,,,
player,201310200oti,sfo,dawsophi01,xpm,4,,,,,
player,201310200oti,sfo,dawsophi01,xpa,4,,,,,
player,201310200oti,sfo,dawsophi01,fgm,1,,,,,
player,201310200oti,sfo,dawsophi01,fga,1,,,,,
player,201310200oti,sfo,dawsophi01,punt,0,,,,,
player,201310200oti,sfo,dawsophi01,punt_yds,0,,,,,
player,201310200oti,sfo,dawsophi01,punt_yds_per_punt,,,,,,
player,201310200oti,sfo,dawsophi01,punt_long,0,,,,,
player,201310200oti,sfo,LeexAn20,xpm,,,,,,
player,201310200oti,sfo,LeexAn20,xpa,,,,,,
player,201310200oti,sfo,LeexAn20,fgm,,,,,,
player,201310200oti,sfo,LeexAn20,fga,,,,,,
player,201310200oti,sfo,LeexAn20,punt,6,,,,,
player,201310200oti,sfo,LeexAn20,punt_yds,280,,,,,
player,201310200oti,sfo,LeexAn20,punt_yds_per_punt,46.7,,,,,
player,201310200oti,sfo,LeexAn20,punt_long,58,,,,,
player,201310200oti,oti,bironrob01,xpm,2,,,,,
player,201310200oti,oti,bironrob01,xpa,2,,,,,
player,201310200oti,oti,bironrob01,fgm,1,,,,,
player,201310200oti,oti,bironrob01,fga,1,,,,,
player,201310200oti,oti,bironrob01,punt,0,,,,,
player,201310200oti,oti,bironrob01,punt_yds,0,,,,,
player,201310200oti,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201310200oti,oti,bironrob01,punt_long,0,,,,,
player,201310200oti,oti,KernBr20,xpm,,,,,,
player,201310200oti,oti,KernBr20,xpa,,,,,,
player,201310200oti,oti,KernBr20,fgm,,,,,,
player,201310200oti,oti,KernBr20,fga,,,,,,
player,201310200oti,oti,KernBr20,punt,6,,,,,
player,201310200oti,oti,KernBr20,punt_yds,263,,,,,
player,201310200oti,oti,KernBr20,punt_yds_per_punt,43.8,,,,,
player,201310200oti,oti,KernBr20,punt_long,55,,,,,
player,201310200oti,oti,StewDa21,pos,T,,,,,
player,201310200oti,oti,StewDa21,offense,60,,,,,
player,201310200oti,oti,StewDa21,off_pct,100%,,,,,
player,201310200oti,oti,StewDa21,defense,0,,,,,
player,201310200oti,oti,StewDa21,def_pct,0%,,,,,
player,201310200oti,oti,StewDa21,special_teams,3,,,,,
player,201310200oti,oti,StewDa21,st_pct,10%,,,,,
player,201310200oti,oti,RoosMi20,pos,T,,,,,
player,201310200oti,oti,RoosMi20,offense,60,,,,,
player,201310200oti,oti,RoosMi20,off_pct,100%,,,,,
player,201310200oti,oti,RoosMi20,defense,0,,,,,
player,201310200oti,oti,RoosMi20,def_pct,0%,,,,,
player,201310200oti,oti,RoosMi20,special_teams,3,,,,,
player,201310200oti,oti,RoosMi20,st_pct,10%,,,,,
player,201310200oti,oti,WarmCh00,pos,G,,,,,
player,201310200oti,oti,WarmCh00,offense,60,,,,,
player,201310200oti,oti,WarmCh00,off_pct,100%,,,,,
player,201310200oti,oti,WarmCh00,defense,0,,,,,
player,201310200oti,oti,WarmCh00,def_pct,0%,,,,,
player,201310200oti,oti,WarmCh00,special_teams,3,,,,,
player,201310200oti,oti,WarmCh00,st_pct,10%,,,,,
player,201310200oti,oti,LeviAn20,pos,G,,,,,
player,201310200oti,oti,LeviAn20,offense,60,,,,,
player,201310200oti,oti,LeviAn20,off_pct,100%,,,,,
player,201310200oti,oti,LeviAn20,defense,0,,,,,
player,201310200oti,oti,LeviAn20,def_pct,0%,,,,,
player,201310200oti,oti,LeviAn20,special_teams,0,,,,,
player,201310200oti,oti,LeviAn20,st_pct,0%,,,,,
player,201310200oti,oti,LockJa00,pos,QB,,,,,
player,201310200oti,oti,LockJa00,offense,60,,,,,
player,201310200oti,oti,LockJa00,off_pct,100%,,,,,
player,201310200oti,oti,LockJa00,defense,0,,,,,
player,201310200oti,oti,LockJa00,def_pct,0%,,,,,
player,201310200oti,oti,LockJa00,special_teams,0,,,,,
player,201310200oti,oti,LockJa00,st_pct,0%,,,,,
player,201310200oti,oti,SchwBr00,pos,C,,,,,
player,201310200oti,oti,SchwBr00,offense,60,,,,,
player,201310200oti,oti,SchwBr00,off_pct,100%,,,,,
player,201310200oti,oti,SchwBr00,defense,0,,,,,
player,201310200oti,oti,SchwBr00,def_pct,0%,,,,,
player,201310200oti,oti,SchwBr00,special_teams,0,,,,,
player,201310200oti,oti,SchwBr00,st_pct,0%,,,,,
player,201310200oti,oti,WalkHu00,pos,TE,,,,,
player,201310200oti,oti,WalkHu00,offense,56,,,,,
player,201310200oti,oti,WalkHu00,off_pct,93%,,,,,
player,201310200oti,oti,WalkHu00,defense,0,,,,,
player,201310200oti,oti,WalkHu00,def_pct,0%,,,,,
player,201310200oti,oti,WalkHu00,special_teams,0,,,,,
player,201310200oti,oti,WalkHu00,st_pct,0%,,,,,
player,201310200oti,oti,WashNa00,pos,WR,,,,,
player,201310200oti,oti,WashNa00,offense,52,,,,,
player,201310200oti,oti,WashNa00,off_pct,87%,,,,,
player,201310200oti,oti,WashNa00,defense,0,,,,,
player,201310200oti,oti,WashNa00,def_pct,0%,,,,,
player,201310200oti,oti,WashNa00,special_teams,0,,,,,
player,201310200oti,oti,WashNa00,st_pct,0%,,,,,
player,201310200oti,oti,JohnCh04,pos,RB,,,,,
player,201310200oti,oti,JohnCh04,offense,52,,,,,
player,201310200oti,oti,JohnCh04,off_pct,87%,,,,,
player,201310200oti,oti,JohnCh04,defense,0,,,,,
player,201310200oti,oti,JohnCh04,def_pct,0%,,,,,
player,201310200oti,oti,JohnCh04,special_teams,0,,,,,
player,201310200oti,oti,JohnCh04,st_pct,0%,,,,,
player,201310200oti,oti,WrigKe01,pos,WR,,,,,
player,201310200oti,oti,WrigKe01,offense,50,,,,,
player,201310200oti,oti,WrigKe01,off_pct,83%,,,,,
player,201310200oti,oti,WrigKe01,defense,0,,,,,
player,201310200oti,oti,WrigKe01,def_pct,0%,,,,,
player,201310200oti,oti,WrigKe01,special_teams,0,,,,,
player,201310200oti,oti,WrigKe01,st_pct,0%,,,,,
player,201310200oti,oti,WillDa04,pos,WR,,,,,
player,201310200oti,oti,WillDa04,offense,36,,,,,
player,201310200oti,oti,WillDa04,off_pct,60%,,,,,
player,201310200oti,oti,WillDa04,defense,0,,,,,
player,201310200oti,oti,WillDa04,def_pct,0%,,,,,
player,201310200oti,oti,WillDa04,special_teams,0,,,,,
player,201310200oti,oti,WillDa04,st_pct,0%,,,,,
player,201310200oti,oti,BritKe00,pos,WR,,,,,
player,201310200oti,oti,BritKe00,offense,20,,,,,
player,201310200oti,oti,BritKe00,off_pct,33%,,,,,
player,201310200oti,oti,BritKe00,defense,0,,,,,
player,201310200oti,oti,BritKe00,def_pct,0%,,,,,
player,201310200oti,oti,BritKe00,special_teams,0,,,,,
player,201310200oti,oti,BritKe00,st_pct,0%,,,,,
player,201310200oti,oti,StevCr00,pos,TE,,,,,
player,201310200oti,oti,StevCr00,offense,11,,,,,
player,201310200oti,oti,StevCr00,off_pct,18%,,,,,
player,201310200oti,oti,StevCr00,defense,0,,,,,
player,201310200oti,oti,StevCr00,def_pct,0%,,,,,
player,201310200oti,oti,StevCr00,special_teams,16,,,,,
player,201310200oti,oti,StevCr00,st_pct,52%,,,,,
player,201310200oti,oti,HuntJu00,pos,WR,,,,,
player,201310200oti,oti,HuntJu00,offense,10,,,,,
player,201310200oti,oti,HuntJu00,off_pct,17%,,,,,
player,201310200oti,oti,HuntJu00,defense,0,,,,,
player,201310200oti,oti,HuntJu00,def_pct,0%,,,,,
player,201310200oti,oti,HuntJu00,special_teams,0,,,,,
player,201310200oti,oti,HuntJu00,st_pct,0%,,,,,
player,201310200oti,oti,BattJa00,pos,RB,,,,,
player,201310200oti,oti,BattJa00,offense,3,,,,,
player,201310200oti,oti,BattJa00,off_pct,5%,,,,,
player,201310200oti,oti,BattJa00,defense,0,,,,,
player,201310200oti,oti,BattJa00,def_pct,0%,,,,,
player,201310200oti,oti,BattJa00,special_teams,22,,,,,
player,201310200oti,oti,BattJa00,st_pct,71%,,,,,
player,201310200oti,oti,ReynDa00,pos,RB,,,,,
player,201310200oti,oti,ReynDa00,offense,3,,,,,
player,201310200oti,oti,ReynDa00,off_pct,5%,,,,,
player,201310200oti,oti,ReynDa00,defense,0,,,,,
player,201310200oti,oti,ReynDa00,def_pct,0%,,,,,
player,201310200oti,oti,ReynDa00,special_teams,16,,,,,
player,201310200oti,oti,ReynDa00,st_pct,52%,,,,,
player,201310200oti,oti,MoonCo00,pos,FB,,,,,
player,201310200oti,oti,MoonCo00,offense,3,,,,,
player,201310200oti,oti,MoonCo00,off_pct,5%,,,,,
player,201310200oti,oti,MoonCo00,defense,0,,,,,
player,201310200oti,oti,MoonCo00,def_pct,0%,,,,,
player,201310200oti,oti,MoonCo00,special_teams,11,,,,,
player,201310200oti,oti,MoonCo00,st_pct,35%,,,,,
player,201310200oti,oti,ThomTa00,pos,TE,,,,,
player,201310200oti,oti,ThomTa00,offense,2,,,,,
player,201310200oti,oti,ThomTa00,off_pct,3%,,,,,
player,201310200oti,oti,ThomTa00,defense,0,,,,,
player,201310200oti,oti,ThomTa00,def_pct,0%,,,,,
player,201310200oti,oti,ThomTa00,special_teams,25,,,,,
