game,2013,7,20131020,201310200oti,sfo,"San Francisco 49ers",31,oti,"Tennessee Titans",17
player,201310200oti,sfo,KaepCo00,pass_rating,93.2,,,,,
player,201310200oti,sfo,KaepCo00,rush_att,11,,,,,
player,201310200oti,sfo,KaepCo00,rush_yds,68,,,,,
player,201310200oti,sfo,KaepCo00,rush_td,1,,,,,
player,201310200oti,sfo,KaepCo00,rush_long,20,,,,,
player,201310200oti,sfo,KaepCo00,targets,0,,,,,
player,201310200oti,sfo,KaepCo00,rec,0,,,,,
player,201310200oti,sfo,KaepCo00,rec_yds,0,,,,,
player,201310200oti,sfo,KaepCo00,rec_td,0,,,,,
player,201310200oti,sfo,KaepCo00,rec_long,0,,,,,
player,201310200oti,sfo,KaepCo00,fumbles,0,,,,,
player,201310200oti,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_cmp,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_att,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_yds,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_td,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_int,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_sacked,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_long,0,,,,,
player,201310200oti,sfo,GoreFr00,pass_rating,,,,,,
player,201310200oti,sfo,GoreFr00,rush_att,24,,,,,
player,201310200oti,sfo,GoreFr00,rush_yds,70,,,,,
player,201310200oti,sfo,GoreFr00,rush_td,2,,,,,
player,201310200oti,sfo,GoreFr00,rush_long,7,,,,,
player,201310200oti,sfo,GoreFr00,targets,3,,,,,
player,201310200oti,sfo,GoreFr00,rec,2,,,,,
player,201310200oti,sfo,GoreFr00,rec_yds,34,,,,,
player,201310200oti,sfo,GoreFr00,rec_td,0,,,,,
player,201310200oti,sfo,GoreFr00,rec_long,29,,,,,
player,201310200oti,sfo,GoreFr00,fumbles,0,,,,,
player,201310200oti,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_cmp,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_att,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_yds,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_td,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_int,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_sacked,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_sacked_yds,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_long,0,,,,,
player,201310200oti,sfo,DixoAn00,pass_rating,,,,,,
player,201310200oti,sfo,DixoAn00,rush_att,1,,,,,
player,201310200oti,sfo,DixoAn00,rush_yds,8,,,,,
player,201310200oti,sfo,DixoAn00,rush_td,0,,,,,
player,201310200oti,sfo,DixoAn00,rush_long,8,,,,,
player,201310200oti,sfo,DixoAn00,targets,0,,,,,
player,201310200oti,sfo,DixoAn00,rec,0,,,,,
player,201310200oti,sfo,DixoAn00,rec_yds,0,,,,,
player,201310200oti,sfo,DixoAn00,rec_td,0,,,,,
player,201310200oti,sfo,DixoAn00,rec_long,0,,,,,
player,201310200oti,sfo,DixoAn00,fumbles,0,,,,,
player,201310200oti,sfo,DixoAn00,fumbles_lost,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_cmp,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_att,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_yds,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_td,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_int,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_sacked,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_long,0,,,,,
player,201310200oti,sfo,HuntKe00,pass_rating,,,,,,
player,201310200oti,sfo,HuntKe00,rush_att,4,,,,,
player,201310200oti,sfo,HuntKe00,rush_yds,6,,,,,
player,201310200oti,sfo,HuntKe00,rush_td,0,,,,,
player,201310200oti,sfo,HuntKe00,rush_long,5,,,,,
player,201310200oti,sfo,HuntKe00,targets,0,,,,,
player,201310200oti,sfo,HuntKe00,rec,0,,,,,
player,201310200oti,sfo,HuntKe00,rec_yds,0,,,,,
player,201310200oti,sfo,HuntKe00,rec_td,0,,,,,
player,201310200oti,sfo,HuntKe00,rec_long,0,,,,,
player,201310200oti,sfo,HuntKe00,fumbles,0,,,,,
player,201310200oti,sfo,HuntKe00,fumbles_lost,0,,,,,
player,201310200oti,sfo,MillBr02,pass_cmp,0,,,,,
player,201310200oti,sfo,MillBr02,pass_att,0,,,,,
player,201310200oti,sfo,MillBr02,pass_yds,0,,,,,
player,201310200oti,sfo,MillBr02,pass_td,0,,,,,
player,201310200oti,sfo,MillBr02,pass_int,0,,,,,
player,201310200oti,sfo,MillBr02,pass_sacked,0,,,,,
player,201310200oti,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201310200oti,sfo,MillBr02,pass_long,0,,,,,
player,201310200oti,sfo,MillBr02,pass_rating,,,,,,
player,201310200oti,sfo,MillBr02,rush_att,1,,,,,
player,201310200oti,sfo,MillBr02,rush_yds,1,,,,,
player,201310200oti,sfo,MillBr02,rush_td,0,,,,,
player,201310200oti,sfo,MillBr02,rush_long,1,,,,,
player,201310200oti,sfo,MillBr02,targets,1,,,,,
player,201310200oti,sfo,MillBr02,rec,1,,,,,
player,201310200oti,sfo,MillBr02,rec_yds,9,,,,,
player,201310200oti,sfo,MillBr02,rec_td,0,,,,,
player,201310200oti,sfo,MillBr02,rec_long,9,,,,,
player,201310200oti,sfo,MillBr02,fumbles,0,,,,,
player,201310200oti,sfo,MillBr02,fumbles_lost,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_cmp,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_att,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_yds,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_td,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_int,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_sacked,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_long,0,,,,,
player,201310200oti,sfo,BoldAn00,pass_rating,,,,,,
player,201310200oti,sfo,BoldAn00,rush_att,0,,,,,
player,201310200oti,sfo,BoldAn00,rush_yds,0,,,,,
player,201310200oti,sfo,BoldAn00,rush_td,0,,,,,
player,201310200oti,sfo,BoldAn00,rush_long,0,,,,,
player,201310200oti,sfo,BoldAn00,targets,6,,,,,
player,201310200oti,sfo,BoldAn00,rec,5,,,,,
player,201310200oti,sfo,BoldAn00,rec_yds,74,,,,,
player,201310200oti,sfo,BoldAn00,rec_td,0,,,,,
player,201310200oti,sfo,BoldAn00,rec_long,25,,,,,
player,201310200oti,sfo,BoldAn00,fumbles,0,,,,,
player,201310200oti,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_cmp,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_att,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_yds,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_td,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_int,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_sacked,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_long,0,,,,,
player,201310200oti,sfo,DaviVe00,pass_rating,,,,,,
player,201310200oti,sfo,DaviVe00,rush_att,0,,,,,
player,201310200oti,sfo,DaviVe00,rush_yds,0,,,,,
player,201310200oti,sfo,DaviVe00,rush_td,0,,,,,
player,201310200oti,sfo,DaviVe00,rush_long,0,,,,,
player,201310200oti,sfo,DaviVe00,targets,8,,,,,
player,201310200oti,sfo,DaviVe00,rec,4,,,,,
player,201310200oti,sfo,DaviVe00,rec_yds,62,,,,,
player,201310200oti,sfo,DaviVe00,rec_td,0,,,,,
player,201310200oti,sfo,DaviVe00,rec_long,24,,,,,
player,201310200oti,sfo,DaviVe00,fumbles,0,,,,,
player,201310200oti,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_cmp,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_att,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_yds,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_td,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_int,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_sacked,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_long,0,,,,,
player,201310200oti,sfo,McDoVa00,pass_rating,,,,,,
player,201310200oti,sfo,McDoVa00,rush_att,0,,,,,
player,201310200oti,sfo,McDoVa00,rush_yds,0,,,,,
player,201310200oti,sfo,McDoVa00,rush_td,0,,,,,
player,201310200oti,sfo,McDoVa00,rush_long,0,,,,,
player,201310200oti,sfo,McDoVa00,targets,2,,,,,
player,201310200oti,sfo,McDoVa00,rec,1,,,,,
player,201310200oti,sfo,McDoVa00,rec_yds,20,,,,,
player,201310200oti,sfo,McDoVa00,rec_td,0,,,,,
player,201310200oti,sfo,McDoVa00,rec_long,20,,,,,
player,201310200oti,sfo,McDoVa00,fumbles,0,,,,,
player,201310200oti,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201310200oti,sfo,WillKy01,pass_cmp,0,,,,,
player,201310200oti,sfo,WillKy01,pass_att,0,,,,,
player,201310200oti,sfo,WillKy01,pass_yds,0,,,,,
player,201310200oti,sfo,WillKy01,pass_td,0,,,,,
player,201310200oti,sfo,WillKy01,pass_int,0,,,,,
player,201310200oti,sfo,WillKy01,pass_sacked,0,,,,,
player,201310200oti,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201310200oti,sfo,WillKy01,pass_long,0,,,,,
player,201310200oti,sfo,WillKy01,pass_rating,,,,,,
player,201310200oti,sfo,WillKy01,rush_att,0,,,,,
player,201310200oti,sfo,WillKy01,rush_yds,0,,,,,
player,201310200oti,sfo,WillKy01,rush_td,0,,,,,
player,201310200oti,sfo,WillKy01,rush_long,0,,,,,
player,201310200oti,sfo,WillKy01,targets,1,,,,,
player,201310200oti,sfo,WillKy01,rec,0,,,,,
player,201310200oti,sfo,WillKy01,rec_yds,0,,,,,
player,201310200oti,sfo,WillKy01,rec_td,0,,,,,
player,201310200oti,sfo,WillKy01,rec_long,0,,,,,
player,201310200oti,sfo,WillKy01,fumbles,0,,,,,
player,201310200oti,sfo,WillKy01,fumbles_lost,0,,,,,
player,201310200oti,oti,LockJa00,pass_cmp,25,,,,,
player,201310200oti,oti,LockJa00,pass_att,41,,,,,
player,201310200oti,oti,LockJa00,pass_yds,326,,,,,
player,201310200oti,oti,LockJa00,pass_td,2,,,,,
player,201310200oti,oti,LockJa00,pass_int,1,,,,,
player,201310200oti,oti,LockJa00,pass_sacked,3,,,,,
player,201310200oti,oti,LockJa00,pass_sacked_yds,28,,,,,
player,201310200oti,oti,LockJa00,pass_long,66,,,,,
player,201310200oti,oti,LockJa00,pass_rating,92.1,,,,,
player,201310200oti,oti,LockJa00,rush_att,3,,,,,
player,201310200oti,oti,LockJa00,rush_yds,29,,,,,
player,201310200oti,oti,LockJa00,rush_td,0,,,,,
player,201310200oti,oti,LockJa00,rush_long,16,,,,,
player,201310200oti,oti,LockJa00,targets,0,,,,,
player,201310200oti,oti,LockJa00,rec,0,,,,,
player,201310200oti,oti,LockJa00,rec_yds,0,,,,,
player,201310200oti,oti,LockJa00,rec_td,0,,,,,
player,201310200oti,oti,LockJa00,rec_long,0,,,,,
player,201310200oti,oti,LockJa00,fumbles,0,,,,,
player,201310200oti,oti,LockJa00,fumbles_lost,0,,,,,
player,201310200oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201310200oti,oti,JohnCh04,pass_att,0,,,,,
player,201310200oti,oti,JohnCh04,pass_yds,0,,,,,
player,201310200oti,oti,JohnCh04,pass_td,0,,,,,
player,201310200oti,oti,JohnCh04,pass_int,0,,,,,
player,201310200oti,oti,JohnCh04,pass_sacked,0,,,,,
player,201310200oti,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201310200oti,oti,JohnCh04,pass_long,0,,,,,
player,201310200oti,oti,JohnCh04,pass_rating,,,,,,
player,201310200oti,oti,JohnCh04,rush_att,9,,,,,
player,201310200oti,oti,JohnCh04,rush_yds,39,,,,,
player,201310200oti,oti,JohnCh04,rush_td,0,,,,,
player,201310200oti,oti,JohnCh04,rush_long,9,,,,,
player,201310200oti,oti,JohnCh04,targets,4,,,,,
player,201310200oti,oti,JohnCh04,rec,4,,,,,
player,201310200oti,oti,JohnCh04,rec_yds,71,,,,,
player,201310200oti,oti,JohnCh04,rec_td,1,,,,,
player,201310200oti,oti,JohnCh04,rec_long,66,,,,,
player,201310200oti,oti,JohnCh04,fumbles,0,,,,,
player,201310200oti,oti,JohnCh04,fumbles_lost,0,,,,,
player,201310200oti,oti,GreeSh00,pass_cmp,0,,,,,
player,201310200oti,oti,GreeSh00,pass_att,0,,,,,
player,201310200oti,oti,GreeSh00,pass_yds,0,,,,,
player,201310200oti,oti,GreeSh00,pass_td,0,,,,,
player,201310200oti,oti,GreeSh00,pass_int,0,,,,,
player,201310200oti,oti,GreeSh00,pass_sacked,0,,,,,
player,201310200oti,oti,GreeSh00,pass_sacked_yds,0,,,,,
player,201310200oti,oti,GreeSh00,pass_long,0,,,,,
player,201310200oti,oti,GreeSh00,pass_rating,,,,,,
player,201310200oti,oti,GreeSh00,rush_att,1,,,,,
player,201310200oti,oti,GreeSh00,rush_yds,2,,,,,
player,201310200oti,oti,GreeSh00,rush_td,0,,,,,
player,201310200oti,oti,GreeSh00,rush_long,2,,,,,
player,201310200oti,oti,GreeSh00,targets,0,,,,,
player,201310200oti,oti,GreeSh00,rec,0,,,,,
player,201310200oti,oti,GreeSh00,rec_yds,0,,,,,
player,201310200oti,oti,GreeSh00,rec_td,0,,,,,
player,201310200oti,oti,GreeSh00,rec_long,0,,,,,
player,201310200oti,oti,GreeSh00,fumbles,0,,,,,
player,201310200oti,oti,GreeSh00,fumbles_lost,0,,,,,
player,201310200oti,oti,WrigKe01,pass_cmp,0,,,,,
