game,2013,12,20131124,201311240mia,car,"Carolina Panthers",20,mia,"Miami Dolphins",16
player,201311240mia,mia,MillLa01,targets,4,,,,,
player,201311240mia,mia,MillLa01,rec,4,,,,,
player,201311240mia,mia,MillLa01,rec_yds,39,,,,,
player,201311240mia,mia,MillLa01,rec_td,0,,,,,
player,201311240mia,mia,MillLa01,rec_long,18,,,,,
player,201311240mia,mia,MillLa01,fumbles,0,,,,,
player,201311240mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201311240mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201311240mia,mia,ThomDa03,pass_att,0,,,,,
player,201311240mia,mia,ThomDa03,pass_yds,0,,,,,
player,201311240mia,mia,ThomDa03,pass_td,0,,,,,
player,201311240mia,mia,ThomDa03,pass_int,0,,,,,
player,201311240mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201311240mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201311240mia,mia,ThomDa03,pass_long,0,,,,,
player,201311240mia,mia,ThomDa03,pass_rating,,,,,,
player,201311240mia,mia,ThomDa03,rush_att,3,,,,,
player,201311240mia,mia,ThomDa03,rush_yds,8,,,,,
player,201311240mia,mia,ThomDa03,rush_td,0,,,,,
player,201311240mia,mia,ThomDa03,rush_long,4,,,,,
player,201311240mia,mia,ThomDa03,targets,2,,,,,
player,201311240mia,mia,ThomDa03,rec,2,,,,,
player,201311240mia,mia,ThomDa03,rec_yds,2,,,,,
player,201311240mia,mia,ThomDa03,rec_td,0,,,,,
player,201311240mia,mia,ThomDa03,rec_long,2,,,,,
player,201311240mia,mia,ThomDa03,fumbles,0,,,,,
player,201311240mia,mia,ThomDa03,fumbles_lost,0,,,,,
player,201311240mia,mia,WallMi00,pass_cmp,0,,,,,
player,201311240mia,mia,WallMi00,pass_att,0,,,,,
player,201311240mia,mia,WallMi00,pass_yds,0,,,,,
player,201311240mia,mia,WallMi00,pass_td,0,,,,,
player,201311240mia,mia,WallMi00,pass_int,0,,,,,
player,201311240mia,mia,WallMi00,pass_sacked,0,,,,,
player,201311240mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201311240mia,mia,WallMi00,pass_long,0,,,,,
player,201311240mia,mia,WallMi00,pass_rating,,,,,,
player,201311240mia,mia,WallMi00,rush_att,0,,,,,
player,201311240mia,mia,WallMi00,rush_yds,0,,,,,
player,201311240mia,mia,WallMi00,rush_td,0,,,,,
player,201311240mia,mia,WallMi00,rush_long,0,,,,,
player,201311240mia,mia,WallMi00,targets,10,,,,,
player,201311240mia,mia,WallMi00,rec,5,,,,,
player,201311240mia,mia,WallMi00,rec_yds,127,,,,,
player,201311240mia,mia,WallMi00,rec_td,1,,,,,
player,201311240mia,mia,WallMi00,rec_long,57,,,,,
player,201311240mia,mia,WallMi00,fumbles,0,,,,,
player,201311240mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201311240mia,mia,HartBr00,pass_cmp,0,,,,,
player,201311240mia,mia,HartBr00,pass_att,0,,,,,
player,201311240mia,mia,HartBr00,pass_yds,0,,,,,
player,201311240mia,mia,HartBr00,pass_td,0,,,,,
player,201311240mia,mia,HartBr00,pass_int,0,,,,,
player,201311240mia,mia,HartBr00,pass_sacked,0,,,,,
player,201311240mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201311240mia,mia,HartBr00,pass_long,0,,,,,
player,201311240mia,mia,HartBr00,pass_rating,,,,,,
player,201311240mia,mia,HartBr00,rush_att,0,,,,,
player,201311240mia,mia,HartBr00,rush_yds,0,,,,,
player,201311240mia,mia,HartBr00,rush_td,0,,,,,
player,201311240mia,mia,HartBr00,rush_long,0,,,,,
player,201311240mia,mia,HartBr00,targets,5,,,,,
player,201311240mia,mia,HartBr00,rec,5,,,,,
player,201311240mia,mia,HartBr00,rec_yds,78,,,,,
player,201311240mia,mia,HartBr00,rec_td,0,,,,,
player,201311240mia,mia,HartBr00,rec_long,26,,,,,
player,201311240mia,mia,HartBr00,fumbles,0,,,,,
player,201311240mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201311240mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201311240mia,mia,ClayCh00,pass_att,0,,,,,
player,201311240mia,mia,ClayCh00,pass_yds,0,,,,,
player,201311240mia,mia,ClayCh00,pass_td,0,,,,,
player,201311240mia,mia,ClayCh00,pass_int,0,,,,,
player,201311240mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201311240mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201311240mia,mia,ClayCh00,pass_long,0,,,,,
player,201311240mia,mia,ClayCh00,pass_rating,,,,,,
player,201311240mia,mia,ClayCh00,rush_att,0,,,,,
player,201311240mia,mia,ClayCh00,rush_yds,0,,,,,
player,201311240mia,mia,ClayCh00,rush_td,0,,,,,
player,201311240mia,mia,ClayCh00,rush_long,0,,,,,
player,201311240mia,mia,ClayCh00,targets,7,,,,,
player,201311240mia,mia,ClayCh00,rec,4,,,,,
player,201311240mia,mia,ClayCh00,rec_yds,27,,,,,
player,201311240mia,mia,ClayCh00,rec_td,0,,,,,
player,201311240mia,mia,ClayCh00,rec_long,11,,,,,
player,201311240mia,mia,ClayCh00,fumbles,0,,,,,
player,201311240mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201311240mia,mia,MoorMa02,pass_cmp,0,,,,,
player,201311240mia,mia,MoorMa02,pass_att,0,,,,,
player,201311240mia,mia,MoorMa02,pass_yds,0,,,,,
player,201311240mia,mia,MoorMa02,pass_td,0,,,,,
player,201311240mia,mia,MoorMa02,pass_int,0,,,,,
player,201311240mia,mia,MoorMa02,pass_sacked,0,,,,,
player,201311240mia,mia,MoorMa02,pass_sacked_yds,0,,,,,
player,201311240mia,mia,MoorMa02,pass_long,0,,,,,
player,201311240mia,mia,MoorMa02,pass_rating,,,,,,
player,201311240mia,mia,MoorMa02,rush_att,0,,,,,
player,201311240mia,mia,MoorMa02,rush_yds,0,,,,,
player,201311240mia,mia,MoorMa02,rush_td,0,,,,,
player,201311240mia,mia,MoorMa02,rush_long,0,,,,,
player,201311240mia,mia,MoorMa02,targets,2,,,,,
player,201311240mia,mia,MoorMa02,rec,2,,,,,
player,201311240mia,mia,MoorMa02,rec_yds,20,,,,,
player,201311240mia,mia,MoorMa02,rec_td,0,,,,,
player,201311240mia,mia,MoorMa02,rec_long,11,,,,,
player,201311240mia,mia,MoorMa02,fumbles,0,,,,,
player,201311240mia,mia,MoorMa02,fumbles_lost,0,,,,,
player,201311240mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201311240mia,mia,SimsDi00,pass_att,0,,,,,
player,201311240mia,mia,SimsDi00,pass_yds,0,,,,,
player,201311240mia,mia,SimsDi00,pass_td,0,,,,,
player,201311240mia,mia,SimsDi00,pass_int,0,,,,,
player,201311240mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201311240mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201311240mia,mia,SimsDi00,pass_long,0,,,,,
player,201311240mia,mia,SimsDi00,pass_rating,,,,,,
player,201311240mia,mia,SimsDi00,rush_att,0,,,,,
player,201311240mia,mia,SimsDi00,rush_yds,0,,,,,
player,201311240mia,mia,SimsDi00,rush_td,0,,,,,
player,201311240mia,mia,SimsDi00,rush_long,0,,,,,
player,201311240mia,mia,SimsDi00,targets,1,,,,,
player,201311240mia,mia,SimsDi00,rec,1,,,,,
player,201311240mia,mia,SimsDi00,rec_yds,6,,,,,
player,201311240mia,mia,SimsDi00,rec_td,0,,,,,
player,201311240mia,mia,SimsDi00,rec_long,6,,,,,
player,201311240mia,mia,SimsDi00,fumbles,0,,,,,
player,201311240mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201311240mia,mia,EgneMi00,pass_cmp,0,,,,,
player,201311240mia,mia,EgneMi00,pass_att,0,,,,,
player,201311240mia,mia,EgneMi00,pass_yds,0,,,,,
player,201311240mia,mia,EgneMi00,pass_td,0,,,,,
player,201311240mia,mia,EgneMi00,pass_int,0,,,,,
player,201311240mia,mia,EgneMi00,pass_sacked,0,,,,,
player,201311240mia,mia,EgneMi00,pass_sacked_yds,0,,,,,
player,201311240mia,mia,EgneMi00,pass_long,0,,,,,
player,201311240mia,mia,EgneMi00,pass_rating,,,,,,
player,201311240mia,mia,EgneMi00,rush_att,0,,,,,
player,201311240mia,mia,EgneMi00,rush_yds,0,,,,,
player,201311240mia,mia,EgneMi00,rush_td,0,,,,,
player,201311240mia,mia,EgneMi00,rush_long,0,,,,,
player,201311240mia,mia,EgneMi00,targets,1,,,,,
player,201311240mia,mia,EgneMi00,rec,1,,,,,
player,201311240mia,mia,EgneMi00,rec_yds,5,,,,,
player,201311240mia,mia,EgneMi00,rec_td,0,,,,,
player,201311240mia,mia,EgneMi00,rec_long,5,,,,,
player,201311240mia,mia,EgneMi00,fumbles,0,,,,,
player,201311240mia,mia,EgneMi00,fumbles_lost,0,,,,,
player,201311240mia,mia,ThigMa00,pass_cmp,0,,,,,
player,201311240mia,mia,ThigMa00,pass_att,0,,,,,
player,201311240mia,mia,ThigMa00,pass_yds,0,,,,,
player,201311240mia,mia,ThigMa00,pass_td,0,,,,,
player,201311240mia,mia,ThigMa00,pass_int,0,,,,,
player,201311240mia,mia,ThigMa00,pass_sacked,0,,,,,
player,201311240mia,mia,ThigMa00,pass_sacked_yds,0,,,,,
player,201311240mia,mia,ThigMa00,pass_long,0,,,,,
player,201311240mia,mia,ThigMa00,pass_rating,,,,,,
player,201311240mia,mia,ThigMa00,rush_att,0,,,,,
player,201311240mia,mia,ThigMa00,rush_yds,0,,,,,
player,201311240mia,mia,ThigMa00,rush_td,0,,,,,
player,201311240mia,mia,ThigMa00,rush_long,0,,,,,
player,201311240mia,mia,ThigMa00,targets,2,,,,,
player,201311240mia,mia,ThigMa00,rec,1,,,,,
player,201311240mia,mia,ThigMa00,rec_yds,4,,,,,
player,201311240mia,mia,ThigMa00,rec_td,0,,,,,
player,201311240mia,mia,ThigMa00,rec_long,4,,,,,
player,201311240mia,mia,ThigMa00,fumbles,0,,,,,
player,201311240mia,mia,ThigMa00,fumbles_lost,0,,,,,
player,201311240mia,mia,MattRi00,pass_cmp,0,,,,,
player,201311240mia,mia,MattRi00,pass_att,0,,,,,
player,201311240mia,mia,MattRi00,pass_yds,0,,,,,
player,201311240mia,mia,MattRi00,pass_td,0,,,,,
player,201311240mia,mia,MattRi00,pass_int,0,,,,,
player,201311240mia,mia,MattRi00,pass_sacked,0,,,,,
player,201311240mia,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201311240mia,mia,MattRi00,pass_long,0,,,,,
player,201311240mia,mia,MattRi00,pass_rating,,,,,,
player,201311240mia,mia,MattRi00,rush_att,0,,,,,
player,201311240mia,mia,MattRi00,rush_yds,0,,,,,
player,201311240mia,mia,MattRi00,rush_td,0,,,,,
player,201311240mia,mia,MattRi00,rush_long,0,,,,,
player,201311240mia,mia,MattRi00,targets,7,,,,,
player,201311240mia,mia,MattRi00,rec,3,,,,,
player,201311240mia,mia,MattRi00,rec_yds,2,,,,,
player,201311240mia,mia,MattRi00,rec_td,0,,,,,
player,201311240mia,mia,MattRi00,rec_long,4,,,,,
player,201311240mia,mia,MattRi00,fumbles,0,,,,,
player,201311240mia,mia,MattRi00,fumbles_lost,0,,,,,
player,201311240mia,car,ThomJo01,def_int,1,,,,,
player,201311240mia,car,ThomJo01,def_int_yds,0,,,,,
player,201311240mia,car,ThomJo01,def_int_td,0,,,,,
player,201311240mia,car,ThomJo01,def_int_long,0,,,,,
player,201311240mia,car,ThomJo01,pass_defended,1,,,,,
player,201311240mia,car,ThomJo01,sacks,0.0,,,,,
player,201311240mia,car,ThomJo01,tackles_combined,3,,,,,
player,201311240mia,car,ThomJo01,tackles_solo,3,,,,,
player,201311240mia,car,ThomJo01,tackles_assists,0,,,,,
player,201311240mia,car,ThomJo01,tackles_loss,0,,,,,
player,201311240mia,car,ThomJo01,qb_hits,0,,,,,
player,201311240mia,car,ThomJo01,fumbles_rec,0,,,,,
player,201311240mia,car,ThomJo01,fumbles_rec_yds,0,,,,,
player,201311240mia,car,ThomJo01,fumbles_rec_td,0,,,,,
player,201311240mia,car,ThomJo01,fumbles_forced,0,,,,,
player,201311240mia,car,DaviTh20,def_int,0,,,,,
player,201311240mia,car,DaviTh20,def_int_yds,0,,,,,
player,201311240mia,car,DaviTh20,def_int_td,0,,,,,
player,201311240mia,car,DaviTh20,def_int_long,0,,,,,
player,201311240mia,car,DaviTh20,pass_defended,1,,,,,
player,201311240mia,car,DaviTh20,sacks,1.0,,,,,
player,201311240mia,car,DaviTh20,tackles_combined,6,,,,,
player,201311240mia,car,DaviTh20,tackles_solo,6,,,,,
player,201311240mia,car,DaviTh20,tackles_assists,0,,,,,
player,201311240mia,car,DaviTh20,tackles_loss,1,,,,,
player,201311240mia,car,DaviTh20,qb_hits,2,,,,,
player,201311240mia,car,DaviTh20,fumbles_rec,0,,,,,
player,201311240mia,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201311240mia,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201311240mia,car,DaviTh20,fumbles_forced,0,,,,,
player,201311240mia,car,AddiMa00,def_int,0,,,,,
player,201311240mia,car,AddiMa00,def_int_yds,0,,,,,
player,201311240mia,car,AddiMa00,def_int_td,0,,,,,
player,201311240mia,car,AddiMa00,def_int_long,0,,,,,
player,201311240mia,car,AddiMa00,pass_defended,0,,,,,
player,201311240mia,car,AddiMa00,sacks,1.0,,,,,
player,201311240mia,car,AddiMa00,tackles_combined,2,,,,,
player,201311240mia,car,AddiMa00,tackles_solo,2,,,,,
player,201311240mia,car,AddiMa00,tackles_assists,0,,,,,
player,201311240mia,car,AddiMa00,tackles_loss,1,,,,,
player,201311240mia,car,AddiMa00,qb_hits,4,,,,,
player,201311240mia,car,AddiMa00,fumbles_rec,0,,,,,
player,201311240mia,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201311240mia,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201311240mia,car,AddiMa00,fumbles_forced,0,,,,,
player,201311240mia,car,EdwaDw20,def_int,0,,,,,
player,201311240mia,car,EdwaDw20,def_int_yds,0,,,,,
player,201311240mia,car,EdwaDw20,def_int_td,0,,,,,
player,201311240mia,car,EdwaDw20,def_int_long,0,,,,,
player,201311240mia,car,EdwaDw20,pass_defended,0,,,,,
player,201311240mia,car,EdwaDw20,sacks,1.0,,,,,
player,201311240mia,car,EdwaDw20,tackles_combined,2,,,,,
player,201311240mia,car,EdwaDw20,tackles_solo,2,,,,,
player,201311240mia,car,EdwaDw20,tackles_assists,0,,,,,
player,201311240mia,car,EdwaDw20,tackles_loss,1,,,,,
player,201311240mia,car,EdwaDw20,qb_hits,1,,,,,
