game,2013,12,20131124,201311240mia,car,"Carolina Panthers",20,mia,"Miami Dolphins",16
player,201311240mia,car,EdwaDw20,fumbles_rec,0,,,,,
player,201311240mia,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201311240mia,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201311240mia,car,EdwaDw20,fumbles_forced,0,,,,,
player,201311240mia,car,MunnCa99,def_int,0,,,,,
player,201311240mia,car,MunnCa99,def_int_yds,0,,,,,
player,201311240mia,car,MunnCa99,def_int_td,0,,,,,
player,201311240mia,car,MunnCa99,def_int_long,0,,,,,
player,201311240mia,car,MunnCa99,pass_defended,0,,,,,
player,201311240mia,car,MunnCa99,sacks,0.0,,,,,
player,201311240mia,car,MunnCa99,tackles_combined,9,,,,,
player,201311240mia,car,MunnCa99,tackles_solo,8,,,,,
player,201311240mia,car,MunnCa99,tackles_assists,1,,,,,
player,201311240mia,car,MunnCa99,tackles_loss,1,,,,,
player,201311240mia,car,MunnCa99,qb_hits,0,,,,,
player,201311240mia,car,MunnCa99,fumbles_rec,0,,,,,
player,201311240mia,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201311240mia,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201311240mia,car,MunnCa99,fumbles_forced,0,,,,,
player,201311240mia,car,KuecLu00,def_int,0,,,,,
player,201311240mia,car,KuecLu00,def_int_yds,0,,,,,
player,201311240mia,car,KuecLu00,def_int_td,0,,,,,
player,201311240mia,car,KuecLu00,def_int_long,0,,,,,
player,201311240mia,car,KuecLu00,pass_defended,1,,,,,
player,201311240mia,car,KuecLu00,sacks,0.0,,,,,
player,201311240mia,car,KuecLu00,tackles_combined,6,,,,,
player,201311240mia,car,KuecLu00,tackles_solo,6,,,,,
player,201311240mia,car,KuecLu00,tackles_assists,0,,,,,
player,201311240mia,car,KuecLu00,tackles_loss,1,,,,,
player,201311240mia,car,KuecLu00,qb_hits,0,,,,,
player,201311240mia,car,KuecLu00,fumbles_rec,0,,,,,
player,201311240mia,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201311240mia,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201311240mia,car,KuecLu00,fumbles_forced,0,,,,,
player,201311240mia,car,MikeQu20,def_int,0,,,,,
player,201311240mia,car,MikeQu20,def_int_yds,0,,,,,
player,201311240mia,car,MikeQu20,def_int_td,0,,,,,
player,201311240mia,car,MikeQu20,def_int_long,0,,,,,
player,201311240mia,car,MikeQu20,pass_defended,0,,,,,
player,201311240mia,car,MikeQu20,sacks,0.0,,,,,
player,201311240mia,car,MikeQu20,tackles_combined,4,,,,,
player,201311240mia,car,MikeQu20,tackles_solo,3,,,,,
player,201311240mia,car,MikeQu20,tackles_assists,1,,,,,
player,201311240mia,car,MikeQu20,tackles_loss,0,,,,,
player,201311240mia,car,MikeQu20,qb_hits,0,,,,,
player,201311240mia,car,MikeQu20,fumbles_rec,0,,,,,
player,201311240mia,car,MikeQu20,fumbles_rec_yds,0,,,,,
player,201311240mia,car,MikeQu20,fumbles_rec_td,0,,,,,
player,201311240mia,car,MikeQu20,fumbles_forced,0,,,,,
player,201311240mia,car,AlexFr00,def_int,0,,,,,
player,201311240mia,car,AlexFr00,def_int_yds,0,,,,,
player,201311240mia,car,AlexFr00,def_int_td,0,,,,,
player,201311240mia,car,AlexFr00,def_int_long,0,,,,,
player,201311240mia,car,AlexFr00,pass_defended,0,,,,,
player,201311240mia,car,AlexFr00,sacks,0.0,,,,,
player,201311240mia,car,AlexFr00,tackles_combined,3,,,,,
player,201311240mia,car,AlexFr00,tackles_solo,3,,,,,
player,201311240mia,car,AlexFr00,tackles_assists,0,,,,,
player,201311240mia,car,AlexFr00,tackles_loss,0,,,,,
player,201311240mia,car,AlexFr00,qb_hits,0,,,,,
player,201311240mia,car,AlexFr00,fumbles_rec,0,,,,,
player,201311240mia,car,AlexFr00,fumbles_rec_yds,0,,,,,
player,201311240mia,car,AlexFr00,fumbles_rec_td,0,,,,,
player,201311240mia,car,AlexFr00,fumbles_forced,0,,,,,
player,201311240mia,car,ColeCo20,def_int,0,,,,,
player,201311240mia,car,ColeCo20,def_int_yds,0,,,,,
player,201311240mia,car,ColeCo20,def_int_td,0,,,,,
player,201311240mia,car,ColeCo20,def_int_long,0,,,,,
player,201311240mia,car,ColeCo20,pass_defended,0,,,,,
player,201311240mia,car,ColeCo20,sacks,0.0,,,,,
player,201311240mia,car,ColeCo20,tackles_combined,3,,,,,
player,201311240mia,car,ColeCo20,tackles_solo,2,,,,,
player,201311240mia,car,ColeCo20,tackles_assists,1,,,,,
player,201311240mia,car,ColeCo20,tackles_loss,0,,,,,
player,201311240mia,car,ColeCo20,qb_hits,0,,,,,
player,201311240mia,car,ColeCo20,fumbles_rec,0,,,,,
player,201311240mia,car,ColeCo20,fumbles_rec_yds,0,,,,,
player,201311240mia,car,ColeCo20,fumbles_rec_td,0,,,,,
player,201311240mia,car,ColeCo20,fumbles_forced,0,,,,,
player,201311240mia,car,FlorDr20,def_int,0,,,,,
player,201311240mia,car,FlorDr20,def_int_yds,0,,,,,
player,201311240mia,car,FlorDr20,def_int_td,0,,,,,
player,201311240mia,car,FlorDr20,def_int_long,0,,,,,
player,201311240mia,car,FlorDr20,pass_defended,0,,,,,
player,201311240mia,car,FlorDr20,sacks,0.0,,,,,
player,201311240mia,car,FlorDr20,tackles_combined,3,,,,,
player,201311240mia,car,FlorDr20,tackles_solo,2,,,,,
player,201311240mia,car,FlorDr20,tackles_assists,1,,,,,
player,201311240mia,car,FlorDr20,tackles_loss,0,,,,,
player,201311240mia,car,FlorDr20,qb_hits,0,,,,,
player,201311240mia,car,FlorDr20,fumbles_rec,0,,,,,
player,201311240mia,car,FlorDr20,fumbles_rec_yds,0,,,,,
player,201311240mia,car,FlorDr20,fumbles_rec_td,0,,,,,
player,201311240mia,car,FlorDr20,fumbles_forced,0,,,,,
player,201311240mia,car,HardGr99,def_int,0,,,,,
player,201311240mia,car,HardGr99,def_int_yds,0,,,,,
player,201311240mia,car,HardGr99,def_int_td,0,,,,,
player,201311240mia,car,HardGr99,def_int_long,0,,,,,
player,201311240mia,car,HardGr99,pass_defended,0,,,,,
player,201311240mia,car,HardGr99,sacks,0.0,,,,,
player,201311240mia,car,HardGr99,tackles_combined,3,,,,,
player,201311240mia,car,HardGr99,tackles_solo,3,,,,,
player,201311240mia,car,HardGr99,tackles_assists,0,,,,,
player,201311240mia,car,HardGr99,tackles_loss,0,,,,,
player,201311240mia,car,HardGr99,qb_hits,1,,,,,
player,201311240mia,car,HardGr99,fumbles_rec,0,,,,,
player,201311240mia,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201311240mia,car,HardGr99,fumbles_rec_td,0,,,,,
player,201311240mia,car,HardGr99,fumbles_forced,0,,,,,
player,201311240mia,car,WhitMe00,def_int,0,,,,,
player,201311240mia,car,WhitMe00,def_int_yds,0,,,,,
player,201311240mia,car,WhitMe00,def_int_td,0,,,,,
player,201311240mia,car,WhitMe00,def_int_long,0,,,,,
player,201311240mia,car,WhitMe00,pass_defended,0,,,,,
player,201311240mia,car,WhitMe00,sacks,0.0,,,,,
player,201311240mia,car,WhitMe00,tackles_combined,3,,,,,
player,201311240mia,car,WhitMe00,tackles_solo,3,,,,,
player,201311240mia,car,WhitMe00,tackles_assists,0,,,,,
player,201311240mia,car,WhitMe00,tackles_loss,0,,,,,
player,201311240mia,car,WhitMe00,qb_hits,0,,,,,
player,201311240mia,car,WhitMe00,fumbles_rec,0,,,,,
player,201311240mia,car,WhitMe00,fumbles_rec_yds,0,,,,,
player,201311240mia,car,WhitMe00,fumbles_rec_td,0,,,,,
player,201311240mia,car,WhitMe00,fumbles_forced,0,,,,,
player,201311240mia,car,ConnDa99,def_int,0,,,,,
player,201311240mia,car,ConnDa99,def_int_yds,0,,,,,
player,201311240mia,car,ConnDa99,def_int_td,0,,,,,
player,201311240mia,car,ConnDa99,def_int_long,0,,,,,
player,201311240mia,car,ConnDa99,pass_defended,0,,,,,
player,201311240mia,car,ConnDa99,sacks,0.0,,,,,
player,201311240mia,car,ConnDa99,tackles_combined,1,,,,,
player,201311240mia,car,ConnDa99,tackles_solo,1,,,,,
player,201311240mia,car,ConnDa99,tackles_assists,0,,,,,
player,201311240mia,car,ConnDa99,tackles_loss,0,,,,,
player,201311240mia,car,ConnDa99,qb_hits,0,,,,,
player,201311240mia,car,ConnDa99,fumbles_rec,0,,,,,
player,201311240mia,car,ConnDa99,fumbles_rec_yds,0,,,,,
player,201311240mia,car,ConnDa99,fumbles_rec_td,0,,,,,
player,201311240mia,car,ConnDa99,fumbles_forced,0,,,,,
player,201311240mia,car,JoneCo01,def_int,0,,,,,
player,201311240mia,car,JoneCo01,def_int_yds,0,,,,,
player,201311240mia,car,JoneCo01,def_int_td,0,,,,,
player,201311240mia,car,JoneCo01,def_int_long,0,,,,,
player,201311240mia,car,JoneCo01,pass_defended,0,,,,,
player,201311240mia,car,JoneCo01,sacks,0.0,,,,,
player,201311240mia,car,JoneCo01,tackles_combined,1,,,,,
player,201311240mia,car,JoneCo01,tackles_solo,1,,,,,
player,201311240mia,car,JoneCo01,tackles_assists,0,,,,,
player,201311240mia,car,JoneCo01,tackles_loss,0,,,,,
player,201311240mia,car,JoneCo01,qb_hits,0,,,,,
player,201311240mia,car,JoneCo01,fumbles_rec,0,,,,,
player,201311240mia,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201311240mia,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201311240mia,car,JoneCo01,fumbles_forced,0,,,,,
player,201311240mia,car,KleiAJ00,def_int,0,,,,,
player,201311240mia,car,KleiAJ00,def_int_yds,0,,,,,
player,201311240mia,car,KleiAJ00,def_int_td,0,,,,,
player,201311240mia,car,KleiAJ00,def_int_long,0,,,,,
player,201311240mia,car,KleiAJ00,pass_defended,0,,,,,
player,201311240mia,car,KleiAJ00,sacks,0.0,,,,,
player,201311240mia,car,KleiAJ00,tackles_combined,1,,,,,
player,201311240mia,car,KleiAJ00,tackles_solo,1,,,,,
player,201311240mia,car,KleiAJ00,tackles_assists,0,,,,,
player,201311240mia,car,KleiAJ00,tackles_loss,0,,,,,
player,201311240mia,car,KleiAJ00,qb_hits,0,,,,,
player,201311240mia,car,KleiAJ00,fumbles_rec,0,,,,,
player,201311240mia,car,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201311240mia,car,KleiAJ00,fumbles_rec_td,0,,,,,
player,201311240mia,car,KleiAJ00,fumbles_forced,0,,,,,
player,201311240mia,car,LestRo01,def_int,0,,,,,
player,201311240mia,car,LestRo01,def_int_yds,0,,,,,
player,201311240mia,car,LestRo01,def_int_td,0,,,,,
player,201311240mia,car,LestRo01,def_int_long,0,,,,,
player,201311240mia,car,LestRo01,pass_defended,1,,,,,
player,201311240mia,car,LestRo01,sacks,0.0,,,,,
player,201311240mia,car,LestRo01,tackles_combined,1,,,,,
player,201311240mia,car,LestRo01,tackles_solo,1,,,,,
player,201311240mia,car,LestRo01,tackles_assists,0,,,,,
player,201311240mia,car,LestRo01,tackles_loss,0,,,,,
player,201311240mia,car,LestRo01,qb_hits,0,,,,,
player,201311240mia,car,LestRo01,fumbles_rec,0,,,,,
player,201311240mia,car,LestRo01,fumbles_rec_yds,0,,,,,
player,201311240mia,car,LestRo01,fumbles_rec_td,0,,,,,
player,201311240mia,car,LestRo01,fumbles_forced,0,,,,,
player,201311240mia,car,LotuSt00,def_int,0,,,,,
player,201311240mia,car,LotuSt00,def_int_yds,0,,,,,
player,201311240mia,car,LotuSt00,def_int_td,0,,,,,
player,201311240mia,car,LotuSt00,def_int_long,0,,,,,
player,201311240mia,car,LotuSt00,pass_defended,0,,,,,
player,201311240mia,car,LotuSt00,sacks,0.0,,,,,
player,201311240mia,car,LotuSt00,tackles_combined,1,,,,,
player,201311240mia,car,LotuSt00,tackles_solo,1,,,,,
player,201311240mia,car,LotuSt00,tackles_assists,0,,,,,
player,201311240mia,car,LotuSt00,tackles_loss,0,,,,,
player,201311240mia,car,LotuSt00,qb_hits,0,,,,,
player,201311240mia,car,LotuSt00,fumbles_rec,0,,,,,
player,201311240mia,car,LotuSt00,fumbles_rec_yds,0,,,,,
player,201311240mia,car,LotuSt00,fumbles_rec_td,0,,,,,
player,201311240mia,car,LotuSt00,fumbles_forced,0,,,,,
player,201311240mia,car,MitcMi99,def_int,0,,,,,
player,201311240mia,car,MitcMi99,def_int_yds,0,,,,,
player,201311240mia,car,MitcMi99,def_int_td,0,,,,,
player,201311240mia,car,MitcMi99,def_int_long,0,,,,,
player,201311240mia,car,MitcMi99,pass_defended,0,,,,,
player,201311240mia,car,MitcMi99,sacks,0.0,,,,,
player,201311240mia,car,MitcMi99,tackles_combined,1,,,,,
player,201311240mia,car,MitcMi99,tackles_solo,1,,,,,
player,201311240mia,car,MitcMi99,tackles_assists,0,,,,,
player,201311240mia,car,MitcMi99,tackles_loss,0,,,,,
player,201311240mia,car,MitcMi99,qb_hits,0,,,,,
player,201311240mia,car,MitcMi99,fumbles_rec,0,,,,,
player,201311240mia,car,MitcMi99,fumbles_rec_yds,0,,,,,
player,201311240mia,car,MitcMi99,fumbles_rec_td,0,,,,,
player,201311240mia,car,MitcMi99,fumbles_forced,0,,,,,
player,201311240mia,car,ShorKa00,def_int,0,,,,,
player,201311240mia,car,ShorKa00,def_int_yds,0,,,,,
player,201311240mia,car,ShorKa00,def_int_td,0,,,,,
player,201311240mia,car,ShorKa00,def_int_long,0,,,,,
player,201311240mia,car,ShorKa00,pass_defended,0,,,,,
player,201311240mia,car,ShorKa00,sacks,0.0,,,,,
player,201311240mia,car,ShorKa00,tackles_combined,1,,,,,
player,201311240mia,car,ShorKa00,tackles_solo,1,,,,,
player,201311240mia,car,ShorKa00,tackles_assists,0,,,,,
player,201311240mia,car,ShorKa00,tackles_loss,0,,,,,
player,201311240mia,car,ShorKa00,qb_hits,0,,,,,
player,201311240mia,car,ShorKa00,fumbles_rec,0,,,,,
player,201311240mia,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201311240mia,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201311240mia,car,ShorKa00,fumbles_forced,0,,,,,
player,201311240mia,car,TolbMi00,def_int,0,,,,,
player,201311240mia,car,TolbMi00,def_int_yds,0,,,,,
player,201311240mia,car,TolbMi00,def_int_td,0,,,,,
player,201311240mia,car,TolbMi00,def_int_long,0,,,,,
player,201311240mia,car,TolbMi00,pass_defended,0,,,,,
player,201311240mia,car,TolbMi00,sacks,0.0,,,,,
player,201311240mia,car,TolbMi00,tackles_combined,1,,,,,
player,201311240mia,car,TolbMi00,tackles_solo,1,,,,,
player,201311240mia,car,TolbMi00,tackles_assists,0,,,,,
player,201311240mia,car,TolbMi00,tackles_loss,0,,,,,
player,201311240mia,car,TolbMi00,qb_hits,0,,,,,
player,201311240mia,car,TolbMi00,fumbles_rec,0,,,,,
player,201311240mia,car,TolbMi00,fumbles_rec_yds,0,,,,,
player,201311240mia,car,TolbMi00,fumbles_rec_td,0,,,,,
player,201311240mia,car,TolbMi00,fumbles_forced,0,,,,,
player,201311240mia,car,WillJa95,def_int,0,,,,,
player,201311240mia,car,WillJa95,def_int_yds,0,,,,,
player,201311240mia,car,WillJa95,def_int_td,0,,,,,
player,201311240mia,car,WillJa95,def_int_long,0,,,,,
player,201311240mia,car,WillJa95,pass_defended,0,,,,,
player,201311240mia,car,WillJa95,sacks,0.0,,,,,
player,201311240mia,car,WillJa95,tackles_combined,1,,,,,
player,201311240mia,car,WillJa95,tackles_solo,1,,,,,
player,201311240mia,car,WillJa95,tackles_assists,0,,,,,
player,201311240mia,car,WillJa95,tackles_loss,0,,,,,
player,201311240mia,car,WillJa95,qb_hits,0,,,,,
player,201311240mia,car,WillJa95,fumbles_rec,0,,,,,
player,201311240mia,car,WillJa95,fumbles_rec_yds,0,,,,,
player,201311240mia,car,WillJa95,fumbles_rec_td,0,,,,,
player,201311240mia,car,WillJa95,fumbles_forced,0,,,,,
player,201311240mia,car,WillBr04,def_int,0,,,,,
player,201311240mia,car,WillBr04,def_int_yds,0,,,,,
player,201311240mia,car,WillBr04,def_int_td,0,,,,,
player,201311240mia,car,WillBr04,def_int_long,0,,,,,
player,201311240mia,car,WillBr04,pass_defended,0,,,,,
player,201311240mia,car,WillBr04,sacks,0.0,,,,,
player,201311240mia,car,WillBr04,tackles_combined,1,,,,,
player,201311240mia,car,WillBr04,tackles_solo,1,,,,,
player,201311240mia,car,WillBr04,tackles_assists,0,,,,,
player,201311240mia,car,WillBr04,tackles_loss,0,,,,,
player,201311240mia,car,WillBr04,qb_hits,0,,,,,
player,201311240mia,car,WillBr04,fumbles_rec,0,,,,,
player,201311240mia,car,WillBr04,fumbles_rec_yds,0,,,,,
player,201311240mia,car,WillBr04,fumbles_rec_td,0,,,,,
player,201311240mia,car,WillBr04,fumbles_forced,0,,,,,
player,201311240mia,mia,CarrNo00,def_int,1,,,,,
player,201311240mia,mia,CarrNo00,def_int_yds,24,,,,,
player,201311240mia,mia,CarrNo00,def_int_td,0,,,,,
player,201311240mia,mia,CarrNo00,def_int_long,24,,,,,
player,201311240mia,mia,CarrNo00,pass_defended,4,,,,,
player,201311240mia,mia,CarrNo00,sacks,0.0,,,,,
player,201311240mia,mia,CarrNo00,tackles_combined,3,,,,,
player,201311240mia,mia,CarrNo00,tackles_solo,3,,,,,
player,201311240mia,mia,CarrNo00,tackles_assists,0,,,,,
player,201311240mia,mia,CarrNo00,tackles_loss,0,,,,,
player,201311240mia,mia,CarrNo00,qb_hits,0,,,,,
player,201311240mia,mia,CarrNo00,fumbles_rec,0,,,,,
player,201311240mia,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201311240mia,mia,CarrNo00,fumbles_forced,0,,,,,
player,201311240mia,mia,VernOl00,def_int,0,,,,,
player,201311240mia,mia,VernOl00,def_int_yds,0,,,,,
player,201311240mia,mia,VernOl00,def_int_td,0,,,,,
player,201311240mia,mia,VernOl00,def_int_long,0,,,,,
player,201311240mia,mia,VernOl00,pass_defended,0,,,,,
player,201311240mia,mia,VernOl00,sacks,2.0,,,,,
player,201311240mia,mia,VernOl00,tackles_combined,4,,,,,
player,201311240mia,mia,VernOl00,tackles_solo,4,,,,,
player,201311240mia,mia,VernOl00,tackles_assists,0,,,,,
player,201311240mia,mia,VernOl00,tackles_loss,1,,,,,
player,201311240mia,mia,VernOl00,qb_hits,2,,,,,
player,201311240mia,mia,VernOl00,fumbles_rec,0,,,,,
player,201311240mia,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201311240mia,mia,VernOl00,fumbles_forced,0,,,,,
player,201311240mia,mia,JordDi00,def_int,0,,,,,
player,201311240mia,mia,JordDi00,def_int_yds,0,,,,,
player,201311240mia,mia,JordDi00,def_int_td,0,,,,,
player,201311240mia,mia,JordDi00,def_int_long,0,,,,,
player,201311240mia,mia,JordDi00,pass_defended,0,,,,,
player,201311240mia,mia,JordDi00,sacks,1.0,,,,,
player,201311240mia,mia,JordDi00,tackles_combined,1,,,,,
player,201311240mia,mia,JordDi00,tackles_solo,1,,,,,
player,201311240mia,mia,JordDi00,tackles_assists,0,,,,,
player,201311240mia,mia,JordDi00,tackles_loss,1,,,,,
player,201311240mia,mia,JordDi00,qb_hits,1,,,,,
player,201311240mia,mia,JordDi00,fumbles_rec,0,,,,,
player,201311240mia,mia,JordDi00,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,JordDi00,fumbles_rec_td,0,,,,,
player,201311240mia,mia,JordDi00,fumbles_forced,0,,,,,
player,201311240mia,mia,WheePh99,def_int,0,,,,,
player,201311240mia,mia,WheePh99,def_int_yds,0,,,,,
player,201311240mia,mia,WheePh99,def_int_td,0,,,,,
player,201311240mia,mia,WheePh99,def_int_long,0,,,,,
player,201311240mia,mia,WheePh99,pass_defended,3,,,,,
player,201311240mia,mia,WheePh99,sacks,0.0,,,,,
player,201311240mia,mia,WheePh99,tackles_combined,9,,,,,
player,201311240mia,mia,WheePh99,tackles_solo,8,,,,,
player,201311240mia,mia,WheePh99,tackles_assists,1,,,,,
player,201311240mia,mia,WheePh99,tackles_loss,0,,,,,
player,201311240mia,mia,WheePh99,qb_hits,0,,,,,
player,201311240mia,mia,WheePh99,fumbles_rec,0,,,,,
player,201311240mia,mia,WheePh99,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,WheePh99,fumbles_rec_td,0,,,,,
player,201311240mia,mia,WheePh99,fumbles_forced,0,,,,,
player,201311240mia,mia,ElleDa99,def_int,0,,,,,
player,201311240mia,mia,ElleDa99,def_int_yds,0,,,,,
player,201311240mia,mia,ElleDa99,def_int_td,0,,,,,
player,201311240mia,mia,ElleDa99,def_int_long,0,,,,,
player,201311240mia,mia,ElleDa99,pass_defended,0,,,,,
player,201311240mia,mia,ElleDa99,sacks,0.0,,,,,
player,201311240mia,mia,ElleDa99,tackles_combined,6,,,,,
player,201311240mia,mia,ElleDa99,tackles_solo,5,,,,,
player,201311240mia,mia,ElleDa99,tackles_assists,1,,,,,
player,201311240mia,mia,ElleDa99,tackles_loss,0,,,,,
player,201311240mia,mia,ElleDa99,qb_hits,0,,,,,
player,201311240mia,mia,ElleDa99,fumbles_rec,0,,,,,
player,201311240mia,mia,ElleDa99,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,ElleDa99,fumbles_rec_td,0,,,,,
player,201311240mia,mia,ElleDa99,fumbles_forced,0,,,,,
player,201311240mia,mia,JoneRe99,def_int,0,,,,,
player,201311240mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201311240mia,mia,JoneRe99,def_int_td,0,,,,,
player,201311240mia,mia,JoneRe99,def_int_long,0,,,,,
player,201311240mia,mia,JoneRe99,pass_defended,0,,,,,
player,201311240mia,mia,JoneRe99,sacks,0.0,,,,,
player,201311240mia,mia,JoneRe99,tackles_combined,5,,,,,
player,201311240mia,mia,JoneRe99,tackles_solo,5,,,,,
player,201311240mia,mia,JoneRe99,tackles_assists,0,,,,,
player,201311240mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201311240mia,mia,JoneRe99,qb_hits,0,,,,,
player,201311240mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201311240mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201311240mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201311240mia,mia,ClemCh97,def_int,0,,,,,
player,201311240mia,mia,ClemCh97,def_int_yds,0,,,,,
player,201311240mia,mia,ClemCh97,def_int_td,0,,,,,
player,201311240mia,mia,ClemCh97,def_int_long,0,,,,,
player,201311240mia,mia,ClemCh97,pass_defended,0,,,,,
player,201311240mia,mia,ClemCh97,sacks,0.0,,,,,
player,201311240mia,mia,ClemCh97,tackles_combined,4,,,,,
player,201311240mia,mia,ClemCh97,tackles_solo,2,,,,,
player,201311240mia,mia,ClemCh97,tackles_assists,2,,,,,
player,201311240mia,mia,ClemCh97,tackles_loss,0,,,,,
player,201311240mia,mia,ClemCh97,qb_hits,0,,,,,
player,201311240mia,mia,ClemCh97,fumbles_rec,0,,,,,
player,201311240mia,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201311240mia,mia,ClemCh97,fumbles_forced,0,,,,,
player,201311240mia,mia,GrimBr20,def_int,0,,,,,
player,201311240mia,mia,GrimBr20,def_int_yds,0,,,,,
player,201311240mia,mia,GrimBr20,def_int_td,0,,,,,
player,201311240mia,mia,GrimBr20,def_int_long,0,,,,,
player,201311240mia,mia,GrimBr20,pass_defended,0,,,,,
player,201311240mia,mia,GrimBr20,sacks,0.0,,,,,
player,201311240mia,mia,GrimBr20,tackles_combined,4,,,,,
player,201311240mia,mia,GrimBr20,tackles_solo,4,,,,,
player,201311240mia,mia,GrimBr20,tackles_assists,0,,,,,
player,201311240mia,mia,GrimBr20,tackles_loss,1,,,,,
player,201311240mia,mia,GrimBr20,qb_hits,0,,,,,
player,201311240mia,mia,GrimBr20,fumbles_rec,0,,,,,
player,201311240mia,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201311240mia,mia,GrimBr20,fumbles_forced,0,,,,,
player,201311240mia,mia,MisiKo99,def_int,0,,,,,
player,201311240mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201311240mia,mia,MisiKo99,def_int_td,0,,,,,
player,201311240mia,mia,MisiKo99,def_int_long,0,,,,,
player,201311240mia,mia,MisiKo99,pass_defended,1,,,,,
player,201311240mia,mia,MisiKo99,sacks,0.0,,,,,
player,201311240mia,mia,MisiKo99,tackles_combined,2,,,,,
player,201311240mia,mia,MisiKo99,tackles_solo,2,,,,,
player,201311240mia,mia,MisiKo99,tackles_assists,0,,,,,
player,201311240mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201311240mia,mia,MisiKo99,qb_hits,0,,,,,
player,201311240mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201311240mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201311240mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201311240mia,mia,OdriJa99,def_int,0,,,,,
player,201311240mia,mia,OdriJa99,def_int_yds,0,,,,,
player,201311240mia,mia,OdriJa99,def_int_td,0,,,,,
player,201311240mia,mia,OdriJa99,def_int_long,0,,,,,
player,201311240mia,mia,OdriJa99,pass_defended,0,,,,,
player,201311240mia,mia,OdriJa99,sacks,0.0,,,,,
player,201311240mia,mia,OdriJa99,tackles_combined,2,,,,,
player,201311240mia,mia,OdriJa99,tackles_solo,2,,,,,
player,201311240mia,mia,OdriJa99,tackles_assists,0,,,,,
player,201311240mia,mia,OdriJa99,tackles_loss,1,,,,,
player,201311240mia,mia,OdriJa99,qb_hits,0,,,,,
player,201311240mia,mia,OdriJa99,fumbles_rec,0,,,,,
player,201311240mia,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201311240mia,mia,OdriJa99,fumbles_forced,0,,,,,
player,201311240mia,mia,ShelDe00,def_int,0,,,,,
player,201311240mia,mia,ShelDe00,def_int_yds,0,,,,,
player,201311240mia,mia,ShelDe00,def_int_td,0,,,,,
player,201311240mia,mia,ShelDe00,def_int_long,0,,,,,
player,201311240mia,mia,ShelDe00,pass_defended,0,,,,,
player,201311240mia,mia,ShelDe00,sacks,0.0,,,,,
player,201311240mia,mia,ShelDe00,tackles_combined,2,,,,,
player,201311240mia,mia,ShelDe00,tackles_solo,2,,,,,
player,201311240mia,mia,ShelDe00,tackles_assists,0,,,,,
player,201311240mia,mia,ShelDe00,tackles_loss,0,,,,,
player,201311240mia,mia,ShelDe00,qb_hits,0,,,,,
player,201311240mia,mia,ShelDe00,fumbles_rec,0,,,,,
player,201311240mia,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201311240mia,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201311240mia,mia,ShelDe00,fumbles_forced,0,,,,,
player,201311240mia,mia,WakeCa00,def_int,0,,,,,
player,201311240mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201311240mia,mia,WakeCa00,def_int_td,0,,,,,
player,201311240mia,mia,WakeCa00,def_int_long,0,,,,,
player,201311240mia,mia,WakeCa00,pass_defended,0,,,,,
player,201311240mia,mia,WakeCa00,sacks,0.0,,,,,
player,201311240mia,mia,WakeCa00,tackles_combined,2,,,,,
