game,2013,11,20131114,201311140oti,clt,"Indianapolis Colts",30,oti,"Tennessee Titans",27
team,201311140oti,clt,First Downs,24,,,,,,
team,201311140oti,oti,First Downs,20,,,,,,
team,201311140oti,clt,Rush-Yds-TDs,32-137-3,,,,,,
team,201311140oti,oti,Rush-Yds-TDs,24-122-2,,,,,,
team,201311140oti,clt,Cmp-Att-Yd-TD-INT,23-36-232-0-0,,,,,,
team,201311140oti,oti,Cmp-Att-Yd-TD-INT,22-28-222-1-0,,,,,,
team,201311140oti,clt,Sacked-Yards,1-3,,,,,,
team,201311140oti,oti,Sacked-Yards,2-4,,,,,,
team,201311140oti,clt,Net Pass Yards,229,,,,,,
team,201311140oti,oti,Net Pass Yards,218,,,,,,
team,201311140oti,clt,Total Yards,366,,,,,,
team,201311140oti,oti,Total Yards,340,,,,,,
team,201311140oti,clt,Fumbles-Lost,0-0,,,,,,
team,201311140oti,oti,Fumbles-Lost,1-1,,,,,,
team,201311140oti,clt,Turnovers,0,,,,,,
team,201311140oti,oti,Turnovers,1,,,,,,
team,201311140oti,clt,Penalties-Yards,5-51,,,,,,
team,201311140oti,oti,Penalties-Yards,4-34,,,,,,
team,201311140oti,clt,Third Down Conv.,6-13,,,,,,
team,201311140oti,oti,Third Down Conv.,6-11,,,,,,
team,201311140oti,clt,Fourth Down Conv.,0-0,,,,,,
team,201311140oti,oti,Fourth Down Conv.,0-0,,,,,,
team,201311140oti,clt,Time of Possession,32:23,,,,,,
team,201311140oti,oti,Time of Possession,27:37,,,,,,
player,201311140oti,clt,LuckAn00,pass_cmp,23,,,,,
player,201311140oti,clt,LuckAn00,pass_att,36,,,,,
player,201311140oti,clt,LuckAn00,pass_yds,232,,,,,
player,201311140oti,clt,LuckAn00,pass_td,0,,,,,
player,201311140oti,clt,LuckAn00,pass_int,0,,,,,
player,201311140oti,clt,LuckAn00,pass_sacked,1,,,,,
player,201311140oti,clt,LuckAn00,pass_sacked_yds,3,,,,,
player,201311140oti,clt,LuckAn00,pass_long,39,,,,,
player,201311140oti,clt,LuckAn00,pass_rating,82.2,,,,,
player,201311140oti,clt,LuckAn00,rush_att,9,,,,,
player,201311140oti,clt,LuckAn00,rush_yds,31,,,,,
player,201311140oti,clt,LuckAn00,rush_td,1,,,,,
player,201311140oti,clt,LuckAn00,rush_long,13,,,,,
player,201311140oti,clt,LuckAn00,targets,0,,,,,
player,201311140oti,clt,LuckAn00,rec,0,,,,,
player,201311140oti,clt,LuckAn00,rec_yds,0,,,,,
player,201311140oti,clt,LuckAn00,rec_td,0,,,,,
player,201311140oti,clt,LuckAn00,rec_long,0,,,,,
player,201311140oti,clt,LuckAn00,fumbles,0,,,,,
player,201311140oti,clt,LuckAn00,fumbles_lost,0,,,,,
player,201311140oti,clt,BrowDo00,pass_cmp,0,,,,,
player,201311140oti,clt,BrowDo00,pass_att,0,,,,,
player,201311140oti,clt,BrowDo00,pass_yds,0,,,,,
player,201311140oti,clt,BrowDo00,pass_td,0,,,,,
player,201311140oti,clt,BrowDo00,pass_int,0,,,,,
player,201311140oti,clt,BrowDo00,pass_sacked,0,,,,,
player,201311140oti,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201311140oti,clt,BrowDo00,pass_long,0,,,,,
player,201311140oti,clt,BrowDo00,pass_rating,,,,,,
player,201311140oti,clt,BrowDo00,rush_att,14,,,,,
player,201311140oti,clt,BrowDo00,rush_yds,80,,,,,
player,201311140oti,clt,BrowDo00,rush_td,2,,,,,
player,201311140oti,clt,BrowDo00,rush_long,17,,,,,
player,201311140oti,clt,BrowDo00,targets,1,,,,,
player,201311140oti,clt,BrowDo00,rec,1,,,,,
player,201311140oti,clt,BrowDo00,rec_yds,14,,,,,
player,201311140oti,clt,BrowDo00,rec_td,0,,,,,
player,201311140oti,clt,BrowDo00,rec_long,14,,,,,
player,201311140oti,clt,BrowDo00,fumbles,0,,,,,
player,201311140oti,clt,BrowDo00,fumbles_lost,0,,,,,
player,201311140oti,clt,RichTr00,pass_cmp,0,,,,,
player,201311140oti,clt,RichTr00,pass_att,0,,,,,
player,201311140oti,clt,RichTr00,pass_yds,0,,,,,
player,201311140oti,clt,RichTr00,pass_td,0,,,,,
player,201311140oti,clt,RichTr00,pass_int,0,,,,,
player,201311140oti,clt,RichTr00,pass_sacked,0,,,,,
player,201311140oti,clt,RichTr00,pass_sacked_yds,0,,,,,
player,201311140oti,clt,RichTr00,pass_long,0,,,,,
player,201311140oti,clt,RichTr00,pass_rating,,,,,,
player,201311140oti,clt,RichTr00,rush_att,8,,,,,
player,201311140oti,clt,RichTr00,rush_yds,22,,,,,
player,201311140oti,clt,RichTr00,rush_td,0,,,,,
player,201311140oti,clt,RichTr00,rush_long,7,,,,,
player,201311140oti,clt,RichTr00,targets,5,,,,,
player,201311140oti,clt,RichTr00,rec,5,,,,,
player,201311140oti,clt,RichTr00,rec_yds,31,,,,,
player,201311140oti,clt,RichTr00,rec_td,0,,,,,
player,201311140oti,clt,RichTr00,rec_long,14,,,,,
player,201311140oti,clt,RichTr00,fumbles,0,,,,,
player,201311140oti,clt,RichTr00,fumbles_lost,0,,,,,
player,201311140oti,clt,HaviSt00,pass_cmp,0,,,,,
player,201311140oti,clt,HaviSt00,pass_att,0,,,,,
player,201311140oti,clt,HaviSt00,pass_yds,0,,,,,
player,201311140oti,clt,HaviSt00,pass_td,0,,,,,
player,201311140oti,clt,HaviSt00,pass_int,0,,,,,
