game,2013,4,20130930,201309300nor,mia,"Miami Dolphins",17,nor,"New Orleans Saints",38
player,201309300nor,mia,VernOl00,def_int,0,,,,,
player,201309300nor,mia,VernOl00,def_int_yds,0,,,,,
player,201309300nor,mia,VernOl00,def_int_td,0,,,,,
player,201309300nor,mia,VernOl00,def_int_long,0,,,,,
player,201309300nor,mia,VernOl00,pass_defended,0,,,,,
player,201309300nor,mia,VernOl00,sacks,1.0,,,,,
player,201309300nor,mia,VernOl00,tackles_combined,5,,,,,
player,201309300nor,mia,VernOl00,tackles_solo,3,,,,,
player,201309300nor,mia,VernOl00,tackles_assists,2,,,,,
player,201309300nor,mia,VernOl00,tackles_loss,1,,,,,
player,201309300nor,mia,VernOl00,qb_hits,1,,,,,
player,201309300nor,mia,VernOl00,fumbles_rec,0,,,,,
player,201309300nor,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201309300nor,mia,VernOl00,fumbles_forced,0,,,,,
player,201309300nor,mia,ClemCh97,def_int,0,,,,,
player,201309300nor,mia,ClemCh97,def_int_yds,0,,,,,
player,201309300nor,mia,ClemCh97,def_int_td,0,,,,,
player,201309300nor,mia,ClemCh97,def_int_long,0,,,,,
player,201309300nor,mia,ClemCh97,pass_defended,0,,,,,
player,201309300nor,mia,ClemCh97,sacks,0.0,,,,,
player,201309300nor,mia,ClemCh97,tackles_combined,8,,,,,
player,201309300nor,mia,ClemCh97,tackles_solo,7,,,,,
player,201309300nor,mia,ClemCh97,tackles_assists,1,,,,,
player,201309300nor,mia,ClemCh97,tackles_loss,0,,,,,
player,201309300nor,mia,ClemCh97,qb_hits,0,,,,,
player,201309300nor,mia,ClemCh97,fumbles_rec,0,,,,,
player,201309300nor,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201309300nor,mia,ClemCh97,fumbles_forced,0,,,,,
player,201309300nor,mia,ElleDa99,def_int,0,,,,,
player,201309300nor,mia,ElleDa99,def_int_yds,0,,,,,
player,201309300nor,mia,ElleDa99,def_int_td,0,,,,,
player,201309300nor,mia,ElleDa99,def_int_long,0,,,,,
player,201309300nor,mia,ElleDa99,pass_defended,0,,,,,
player,201309300nor,mia,ElleDa99,sacks,0.0,,,,,
player,201309300nor,mia,ElleDa99,tackles_combined,8,,,,,
player,201309300nor,mia,ElleDa99,tackles_solo,5,,,,,
player,201309300nor,mia,ElleDa99,tackles_assists,3,,,,,
player,201309300nor,mia,ElleDa99,tackles_loss,0,,,,,
player,201309300nor,mia,ElleDa99,qb_hits,0,,,,,
player,201309300nor,mia,ElleDa99,fumbles_rec,1,,,,,
player,201309300nor,mia,ElleDa99,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,ElleDa99,fumbles_rec_td,0,,,,,
player,201309300nor,mia,ElleDa99,fumbles_forced,0,,,,,
player,201309300nor,mia,JoneRe99,def_int,0,,,,,
player,201309300nor,mia,JoneRe99,def_int_yds,0,,,,,
player,201309300nor,mia,JoneRe99,def_int_td,0,,,,,
player,201309300nor,mia,JoneRe99,def_int_long,0,,,,,
player,201309300nor,mia,JoneRe99,pass_defended,0,,,,,
player,201309300nor,mia,JoneRe99,sacks,0.0,,,,,
player,201309300nor,mia,JoneRe99,tackles_combined,6,,,,,
player,201309300nor,mia,JoneRe99,tackles_solo,5,,,,,
player,201309300nor,mia,JoneRe99,tackles_assists,1,,,,,
player,201309300nor,mia,JoneRe99,tackles_loss,0,,,,,
player,201309300nor,mia,JoneRe99,qb_hits,0,,,,,
player,201309300nor,mia,JoneRe99,fumbles_rec,0,,,,,
player,201309300nor,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201309300nor,mia,JoneRe99,fumbles_forced,0,,,,,
player,201309300nor,mia,WilsJi00,def_int,0,,,,,
player,201309300nor,mia,WilsJi00,def_int_yds,0,,,,,
player,201309300nor,mia,WilsJi00,def_int_td,0,,,,,
player,201309300nor,mia,WilsJi00,def_int_long,0,,,,,
player,201309300nor,mia,WilsJi00,pass_defended,0,,,,,
player,201309300nor,mia,WilsJi00,sacks,0.0,,,,,
player,201309300nor,mia,WilsJi00,tackles_combined,5,,,,,
player,201309300nor,mia,WilsJi00,tackles_solo,5,,,,,
player,201309300nor,mia,WilsJi00,tackles_assists,0,,,,,
player,201309300nor,mia,WilsJi00,tackles_loss,0,,,,,
player,201309300nor,mia,WilsJi00,qb_hits,0,,,,,
player,201309300nor,mia,WilsJi00,fumbles_rec,0,,,,,
player,201309300nor,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201309300nor,mia,WilsJi00,fumbles_forced,1,,,,,
player,201309300nor,mia,ShelDe00,def_int,0,,,,,
player,201309300nor,mia,ShelDe00,def_int_yds,0,,,,,
player,201309300nor,mia,ShelDe00,def_int_td,0,,,,,
player,201309300nor,mia,ShelDe00,def_int_long,0,,,,,
player,201309300nor,mia,ShelDe00,pass_defended,0,,,,,
player,201309300nor,mia,ShelDe00,sacks,0.0,,,,,
player,201309300nor,mia,ShelDe00,tackles_combined,4,,,,,
player,201309300nor,mia,ShelDe00,tackles_solo,2,,,,,
player,201309300nor,mia,ShelDe00,tackles_assists,2,,,,,
player,201309300nor,mia,ShelDe00,tackles_loss,0,,,,,
player,201309300nor,mia,ShelDe00,qb_hits,0,,,,,
player,201309300nor,mia,ShelDe00,fumbles_rec,0,,,,,
player,201309300nor,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201309300nor,mia,ShelDe00,fumbles_forced,0,,,,,
player,201309300nor,mia,GrimBr20,def_int,0,,,,,
player,201309300nor,mia,GrimBr20,def_int_yds,0,,,,,
player,201309300nor,mia,GrimBr20,def_int_td,0,,,,,
player,201309300nor,mia,GrimBr20,def_int_long,0,,,,,
player,201309300nor,mia,GrimBr20,pass_defended,0,,,,,
player,201309300nor,mia,GrimBr20,sacks,0.0,,,,,
player,201309300nor,mia,GrimBr20,tackles_combined,3,,,,,
player,201309300nor,mia,GrimBr20,tackles_solo,3,,,,,
player,201309300nor,mia,GrimBr20,tackles_assists,0,,,,,
player,201309300nor,mia,GrimBr20,tackles_loss,0,,,,,
player,201309300nor,mia,GrimBr20,qb_hits,0,,,,,
player,201309300nor,mia,GrimBr20,fumbles_rec,0,,,,,
player,201309300nor,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201309300nor,mia,GrimBr20,fumbles_forced,0,,,,,
player,201309300nor,mia,WheePh99,def_int,0,,,,,
player,201309300nor,mia,WheePh99,def_int_yds,0,,,,,
player,201309300nor,mia,WheePh99,def_int_td,0,,,,,
player,201309300nor,mia,WheePh99,def_int_long,0,,,,,
player,201309300nor,mia,WheePh99,pass_defended,0,,,,,
player,201309300nor,mia,WheePh99,sacks,0.0,,,,,
player,201309300nor,mia,WheePh99,tackles_combined,3,,,,,
player,201309300nor,mia,WheePh99,tackles_solo,1,,,,,
player,201309300nor,mia,WheePh99,tackles_assists,2,,,,,
player,201309300nor,mia,WheePh99,tackles_loss,0,,,,,
player,201309300nor,mia,WheePh99,qb_hits,0,,,,,
player,201309300nor,mia,WheePh99,fumbles_rec,0,,,,,
player,201309300nor,mia,WheePh99,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,WheePh99,fumbles_rec_td,0,,,,,
player,201309300nor,mia,WheePh99,fumbles_forced,0,,,,,
player,201309300nor,mia,CarrNo00,def_int,0,,,,,
player,201309300nor,mia,CarrNo00,def_int_yds,0,,,,,
player,201309300nor,mia,CarrNo00,def_int_td,0,,,,,
player,201309300nor,mia,CarrNo00,def_int_long,0,,,,,
player,201309300nor,mia,CarrNo00,pass_defended,1,,,,,
player,201309300nor,mia,CarrNo00,sacks,0.0,,,,,
player,201309300nor,mia,CarrNo00,tackles_combined,2,,,,,
player,201309300nor,mia,CarrNo00,tackles_solo,1,,,,,
player,201309300nor,mia,CarrNo00,tackles_assists,1,,,,,
player,201309300nor,mia,CarrNo00,tackles_loss,0,,,,,
player,201309300nor,mia,CarrNo00,qb_hits,0,,,,,
player,201309300nor,mia,CarrNo00,fumbles_rec,0,,,,,
player,201309300nor,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201309300nor,mia,CarrNo00,fumbles_forced,0,,,,,
player,201309300nor,mia,JenkJe00,def_int,0,,,,,
player,201309300nor,mia,JenkJe00,def_int_yds,0,,,,,
player,201309300nor,mia,JenkJe00,def_int_td,0,,,,,
player,201309300nor,mia,JenkJe00,def_int_long,0,,,,,
player,201309300nor,mia,JenkJe00,pass_defended,0,,,,,
player,201309300nor,mia,JenkJe00,sacks,0.0,,,,,
player,201309300nor,mia,JenkJe00,tackles_combined,2,,,,,
player,201309300nor,mia,JenkJe00,tackles_solo,1,,,,,
player,201309300nor,mia,JenkJe00,tackles_assists,1,,,,,
player,201309300nor,mia,JenkJe00,tackles_loss,0,,,,,
player,201309300nor,mia,JenkJe00,qb_hits,0,,,,,
player,201309300nor,mia,JenkJe00,fumbles_rec,0,,,,,
player,201309300nor,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201309300nor,mia,JenkJe00,fumbles_forced,0,,,,,
player,201309300nor,mia,MisiKo99,def_int,0,,,,,
player,201309300nor,mia,MisiKo99,def_int_yds,0,,,,,
player,201309300nor,mia,MisiKo99,def_int_td,0,,,,,
player,201309300nor,mia,MisiKo99,def_int_long,0,,,,,
player,201309300nor,mia,MisiKo99,pass_defended,0,,,,,
player,201309300nor,mia,MisiKo99,sacks,0.0,,,,,
player,201309300nor,mia,MisiKo99,tackles_combined,2,,,,,
player,201309300nor,mia,MisiKo99,tackles_solo,1,,,,,
player,201309300nor,mia,MisiKo99,tackles_assists,1,,,,,
player,201309300nor,mia,MisiKo99,tackles_loss,0,,,,,
player,201309300nor,mia,MisiKo99,qb_hits,0,,,,,
player,201309300nor,mia,MisiKo99,fumbles_rec,0,,,,,
player,201309300nor,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201309300nor,mia,MisiKo99,fumbles_forced,0,,,,,
player,201309300nor,mia,TrusJa99,def_int,0,,,,,
player,201309300nor,mia,TrusJa99,def_int_yds,0,,,,,
player,201309300nor,mia,TrusJa99,def_int_td,0,,,,,
player,201309300nor,mia,TrusJa99,def_int_long,0,,,,,
player,201309300nor,mia,TrusJa99,pass_defended,0,,,,,
player,201309300nor,mia,TrusJa99,sacks,0.0,,,,,
player,201309300nor,mia,TrusJa99,tackles_combined,2,,,,,
player,201309300nor,mia,TrusJa99,tackles_solo,1,,,,,
player,201309300nor,mia,TrusJa99,tackles_assists,1,,,,,
player,201309300nor,mia,TrusJa99,tackles_loss,0,,,,,
player,201309300nor,mia,TrusJa99,qb_hits,0,,,,,
player,201309300nor,mia,TrusJa99,fumbles_rec,0,,,,,
player,201309300nor,mia,TrusJa99,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,TrusJa99,fumbles_rec_td,0,,,,,
player,201309300nor,mia,TrusJa99,fumbles_forced,0,,,,,
player,201309300nor,mia,AustMa00,def_int,0,,,,,
player,201309300nor,mia,AustMa00,def_int_yds,0,,,,,
player,201309300nor,mia,AustMa00,def_int_td,0,,,,,
player,201309300nor,mia,AustMa00,def_int_long,0,,,,,
player,201309300nor,mia,AustMa00,pass_defended,0,,,,,
player,201309300nor,mia,AustMa00,sacks,0.0,,,,,
player,201309300nor,mia,AustMa00,tackles_combined,1,,,,,
player,201309300nor,mia,AustMa00,tackles_solo,1,,,,,
player,201309300nor,mia,AustMa00,tackles_assists,0,,,,,
player,201309300nor,mia,AustMa00,tackles_loss,1,,,,,
player,201309300nor,mia,AustMa00,qb_hits,0,,,,,
player,201309300nor,mia,AustMa00,fumbles_rec,0,,,,,
player,201309300nor,mia,AustMa00,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,AustMa00,fumbles_rec_td,0,,,,,
player,201309300nor,mia,AustMa00,fumbles_forced,0,,,,,
player,201309300nor,mia,DennJo20,def_int,0,,,,,
player,201309300nor,mia,DennJo20,def_int_yds,0,,,,,
player,201309300nor,mia,DennJo20,def_int_td,0,,,,,
player,201309300nor,mia,DennJo20,def_int_long,0,,,,,
player,201309300nor,mia,DennJo20,pass_defended,0,,,,,
player,201309300nor,mia,DennJo20,sacks,0.0,,,,,
player,201309300nor,mia,DennJo20,tackles_combined,1,,,,,
player,201309300nor,mia,DennJo20,tackles_solo,1,,,,,
player,201309300nor,mia,DennJo20,tackles_assists,0,,,,,
player,201309300nor,mia,DennJo20,tackles_loss,0,,,,,
player,201309300nor,mia,DennJo20,qb_hits,0,,,,,
player,201309300nor,mia,DennJo20,fumbles_rec,0,,,,,
player,201309300nor,mia,DennJo20,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,DennJo20,fumbles_rec_td,0,,,,,
player,201309300nor,mia,DennJo20,fumbles_forced,0,,,,,
player,201309300nor,mia,JoneDo02,def_int,0,,,,,
player,201309300nor,mia,JoneDo02,def_int_yds,0,,,,,
player,201309300nor,mia,JoneDo02,def_int_td,0,,,,,
player,201309300nor,mia,JoneDo02,def_int_long,0,,,,,
player,201309300nor,mia,JoneDo02,pass_defended,0,,,,,
player,201309300nor,mia,JoneDo02,sacks,0.0,,,,,
player,201309300nor,mia,JoneDo02,tackles_combined,1,,,,,
player,201309300nor,mia,JoneDo02,tackles_solo,1,,,,,
player,201309300nor,mia,JoneDo02,tackles_assists,0,,,,,
player,201309300nor,mia,JoneDo02,tackles_loss,0,,,,,
player,201309300nor,mia,JoneDo02,qb_hits,0,,,,,
player,201309300nor,mia,JoneDo02,fumbles_rec,0,,,,,
player,201309300nor,mia,JoneDo02,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,JoneDo02,fumbles_rec_td,0,,,,,
player,201309300nor,mia,JoneDo02,fumbles_forced,0,,,,,
player,201309300nor,mia,JordDi00,def_int,0,,,,,
player,201309300nor,mia,JordDi00,def_int_yds,0,,,,,
player,201309300nor,mia,JordDi00,def_int_td,0,,,,,
player,201309300nor,mia,JordDi00,def_int_long,0,,,,,
player,201309300nor,mia,JordDi00,pass_defended,0,,,,,
player,201309300nor,mia,JordDi00,sacks,0.0,,,,,
player,201309300nor,mia,JordDi00,tackles_combined,1,,,,,
player,201309300nor,mia,JordDi00,tackles_solo,1,,,,,
player,201309300nor,mia,JordDi00,tackles_assists,0,,,,,
player,201309300nor,mia,JordDi00,tackles_loss,0,,,,,
player,201309300nor,mia,JordDi00,qb_hits,0,,,,,
player,201309300nor,mia,JordDi00,fumbles_rec,0,,,,,
player,201309300nor,mia,JordDi00,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,JordDi00,fumbles_rec_td,0,,,,,
player,201309300nor,mia,JordDi00,fumbles_forced,0,,,,,
player,201309300nor,mia,SoliPa99,def_int,0,,,,,
player,201309300nor,mia,SoliPa99,def_int_yds,0,,,,,
player,201309300nor,mia,SoliPa99,def_int_td,0,,,,,
player,201309300nor,mia,SoliPa99,def_int_long,0,,,,,
player,201309300nor,mia,SoliPa99,pass_defended,1,,,,,
player,201309300nor,mia,SoliPa99,sacks,0.0,,,,,
player,201309300nor,mia,SoliPa99,tackles_combined,1,,,,,
player,201309300nor,mia,SoliPa99,tackles_solo,1,,,,,
player,201309300nor,mia,SoliPa99,tackles_assists,0,,,,,
player,201309300nor,mia,SoliPa99,tackles_loss,1,,,,,
player,201309300nor,mia,SoliPa99,qb_hits,0,,,,,
player,201309300nor,mia,SoliPa99,fumbles_rec,0,,,,,
player,201309300nor,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201309300nor,mia,SoliPa99,fumbles_forced,0,,,,,
player,201309300nor,mia,TaylJa01,def_int,0,,,,,
player,201309300nor,mia,TaylJa01,def_int_yds,0,,,,,
player,201309300nor,mia,TaylJa01,def_int_td,0,,,,,
player,201309300nor,mia,TaylJa01,def_int_long,0,,,,,
player,201309300nor,mia,TaylJa01,pass_defended,0,,,,,
player,201309300nor,mia,TaylJa01,sacks,0.0,,,,,
player,201309300nor,mia,TaylJa01,tackles_combined,1,,,,,
player,201309300nor,mia,TaylJa01,tackles_solo,1,,,,,
player,201309300nor,mia,TaylJa01,tackles_assists,0,,,,,
player,201309300nor,mia,TaylJa01,tackles_loss,0,,,,,
player,201309300nor,mia,TaylJa01,qb_hits,0,,,,,
player,201309300nor,mia,TaylJa01,fumbles_rec,0,,,,,
player,201309300nor,mia,TaylJa01,fumbles_rec_yds,0,,,,,
player,201309300nor,mia,TaylJa01,fumbles_rec_td,0,,,,,
player,201309300nor,mia,TaylJa01,fumbles_forced,0,,,,,
player,201309300nor,nor,CarrCh22,def_int,1,,,,,
player,201309300nor,nor,CarrCh22,def_int_yds,0,,,,,
player,201309300nor,nor,CarrCh22,def_int_td,0,,,,,
player,201309300nor,nor,CarrCh22,def_int_long,0,,,,,
player,201309300nor,nor,CarrCh22,pass_defended,1,,,,,
player,201309300nor,nor,CarrCh22,sacks,0.0,,,,,
player,201309300nor,nor,CarrCh22,tackles_combined,4,,,,,
player,201309300nor,nor,CarrCh22,tackles_solo,2,,,,,
player,201309300nor,nor,CarrCh22,tackles_assists,2,,,,,
player,201309300nor,nor,CarrCh22,tackles_loss,0,,,,,
player,201309300nor,nor,CarrCh22,qb_hits,0,,,,,
player,201309300nor,nor,CarrCh22,fumbles_rec,0,,,,,
player,201309300nor,nor,CarrCh22,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,CarrCh22,fumbles_rec_td,0,,,,,
player,201309300nor,nor,CarrCh22,fumbles_forced,0,,,,,
player,201309300nor,nor,GreeJa22,def_int,1,,,,,
player,201309300nor,nor,GreeJa22,def_int_yds,22,,,,,
player,201309300nor,nor,GreeJa22,def_int_td,0,,,,,
player,201309300nor,nor,GreeJa22,def_int_long,22,,,,,
player,201309300nor,nor,GreeJa22,pass_defended,1,,,,,
player,201309300nor,nor,GreeJa22,sacks,0.0,,,,,
player,201309300nor,nor,GreeJa22,tackles_combined,3,,,,,
player,201309300nor,nor,GreeJa22,tackles_solo,3,,,,,
player,201309300nor,nor,GreeJa22,tackles_assists,0,,,,,
player,201309300nor,nor,GreeJa22,tackles_loss,0,,,,,
player,201309300nor,nor,GreeJa22,qb_hits,0,,,,,
player,201309300nor,nor,GreeJa22,fumbles_rec,0,,,,,
player,201309300nor,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201309300nor,nor,GreeJa22,fumbles_forced,0,,,,,
player,201309300nor,nor,HerrWi99,def_int,1,,,,,
player,201309300nor,nor,HerrWi99,def_int_yds,6,,,,,
player,201309300nor,nor,HerrWi99,def_int_td,0,,,,,
player,201309300nor,nor,HerrWi99,def_int_long,6,,,,,
player,201309300nor,nor,HerrWi99,pass_defended,1,,,,,
player,201309300nor,nor,HerrWi99,sacks,0.0,,,,,
player,201309300nor,nor,HerrWi99,tackles_combined,0,,,,,
player,201309300nor,nor,HerrWi99,tackles_solo,0,,,,,
player,201309300nor,nor,HerrWi99,tackles_assists,0,,,,,
player,201309300nor,nor,HerrWi99,tackles_loss,0,,,,,
player,201309300nor,nor,HerrWi99,qb_hits,0,,,,,
player,201309300nor,nor,HerrWi99,fumbles_rec,0,,,,,
player,201309300nor,nor,HerrWi99,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,HerrWi99,fumbles_rec_td,0,,,,,
player,201309300nor,nor,HerrWi99,fumbles_forced,0,,,,,
player,201309300nor,nor,WalkTy00,def_int,0,,,,,
player,201309300nor,nor,WalkTy00,def_int_yds,0,,,,,
player,201309300nor,nor,WalkTy00,def_int_td,0,,,,,
player,201309300nor,nor,WalkTy00,def_int_long,0,,,,,
player,201309300nor,nor,WalkTy00,pass_defended,0,,,,,
player,201309300nor,nor,WalkTy00,sacks,1.0,,,,,
player,201309300nor,nor,WalkTy00,tackles_combined,4,,,,,
player,201309300nor,nor,WalkTy00,tackles_solo,1,,,,,
player,201309300nor,nor,WalkTy00,tackles_assists,3,,,,,
player,201309300nor,nor,WalkTy00,tackles_loss,1,,,,,
player,201309300nor,nor,WalkTy00,qb_hits,1,,,,,
player,201309300nor,nor,WalkTy00,fumbles_rec,0,,,,,
player,201309300nor,nor,WalkTy00,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,WalkTy00,fumbles_rec_td,0,,,,,
player,201309300nor,nor,WalkTy00,fumbles_forced,0,,,,,
player,201309300nor,nor,GaleJu00,def_int,0,,,,,
player,201309300nor,nor,GaleJu00,def_int_yds,0,,,,,
player,201309300nor,nor,GaleJu00,def_int_td,0,,,,,
player,201309300nor,nor,GaleJu00,def_int_long,0,,,,,
player,201309300nor,nor,GaleJu00,pass_defended,1,,,,,
player,201309300nor,nor,GaleJu00,sacks,1.0,,,,,
player,201309300nor,nor,GaleJu00,tackles_combined,2,,,,,
player,201309300nor,nor,GaleJu00,tackles_solo,2,,,,,
player,201309300nor,nor,GaleJu00,tackles_assists,0,,,,,
player,201309300nor,nor,GaleJu00,tackles_loss,1,,,,,
player,201309300nor,nor,GaleJu00,qb_hits,2,,,,,
player,201309300nor,nor,GaleJu00,fumbles_rec,0,,,,,
player,201309300nor,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201309300nor,nor,GaleJu00,fumbles_forced,0,,,,,
player,201309300nor,nor,JordCa00,def_int,0,,,,,
player,201309300nor,nor,JordCa00,def_int_yds,0,,,,,
player,201309300nor,nor,JordCa00,def_int_td,0,,,,,
player,201309300nor,nor,JordCa00,def_int_long,0,,,,,
player,201309300nor,nor,JordCa00,pass_defended,0,,,,,
player,201309300nor,nor,JordCa00,sacks,1.0,,,,,
player,201309300nor,nor,JordCa00,tackles_combined,1,,,,,
player,201309300nor,nor,JordCa00,tackles_solo,1,,,,,
player,201309300nor,nor,JordCa00,tackles_assists,0,,,,,
player,201309300nor,nor,JordCa00,tackles_loss,1,,,,,
player,201309300nor,nor,JordCa00,qb_hits,3,,,,,
player,201309300nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201309300nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201309300nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201309300nor,nor,WilsMa01,def_int,0,,,,,
player,201309300nor,nor,WilsMa01,def_int_yds,0,,,,,
player,201309300nor,nor,WilsMa01,def_int_td,0,,,,,
player,201309300nor,nor,WilsMa01,def_int_long,0,,,,,
player,201309300nor,nor,WilsMa01,pass_defended,0,,,,,
player,201309300nor,nor,WilsMa01,sacks,1.0,,,,,
player,201309300nor,nor,WilsMa01,tackles_combined,1,,,,,
player,201309300nor,nor,WilsMa01,tackles_solo,1,,,,,
player,201309300nor,nor,WilsMa01,tackles_assists,0,,,,,
player,201309300nor,nor,WilsMa01,tackles_loss,1,,,,,
player,201309300nor,nor,WilsMa01,qb_hits,1,,,,,
player,201309300nor,nor,WilsMa01,fumbles_rec,0,,,,,
player,201309300nor,nor,WilsMa01,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,WilsMa01,fumbles_rec_td,0,,,,,
player,201309300nor,nor,WilsMa01,fumbles_forced,0,,,,,
player,201309300nor,nor,JenkMa99,def_int,0,,,,,
player,201309300nor,nor,JenkMa99,def_int_yds,0,,,,,
player,201309300nor,nor,JenkMa99,def_int_td,0,,,,,
player,201309300nor,nor,JenkMa99,def_int_long,0,,,,,
player,201309300nor,nor,JenkMa99,pass_defended,0,,,,,
player,201309300nor,nor,JenkMa99,sacks,0.0,,,,,
player,201309300nor,nor,JenkMa99,tackles_combined,7,,,,,
player,201309300nor,nor,JenkMa99,tackles_solo,3,,,,,
player,201309300nor,nor,JenkMa99,tackles_assists,4,,,,,
player,201309300nor,nor,JenkMa99,tackles_loss,1,,,,,
player,201309300nor,nor,JenkMa99,qb_hits,0,,,,,
player,201309300nor,nor,JenkMa99,fumbles_rec,0,,,,,
player,201309300nor,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201309300nor,nor,JenkMa99,fumbles_forced,0,,,,,
player,201309300nor,nor,LoftCu99,def_int,0,,,,,
player,201309300nor,nor,LoftCu99,def_int_yds,0,,,,,
player,201309300nor,nor,LoftCu99,def_int_td,0,,,,,
player,201309300nor,nor,LoftCu99,def_int_long,0,,,,,
player,201309300nor,nor,LoftCu99,pass_defended,1,,,,,
player,201309300nor,nor,LoftCu99,sacks,0.0,,,,,
player,201309300nor,nor,LoftCu99,tackles_combined,6,,,,,
player,201309300nor,nor,LoftCu99,tackles_solo,3,,,,,
player,201309300nor,nor,LoftCu99,tackles_assists,3,,,,,
player,201309300nor,nor,LoftCu99,tackles_loss,0,,,,,
player,201309300nor,nor,LoftCu99,qb_hits,0,,,,,
player,201309300nor,nor,LoftCu99,fumbles_rec,0,,,,,
player,201309300nor,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201309300nor,nor,LoftCu99,fumbles_forced,1,,,,,
player,201309300nor,nor,BushRa00,def_int,0,,,,,
player,201309300nor,nor,BushRa00,def_int_yds,0,,,,,
player,201309300nor,nor,BushRa00,def_int_td,0,,,,,
player,201309300nor,nor,BushRa00,def_int_long,0,,,,,
player,201309300nor,nor,BushRa00,pass_defended,1,,,,,
player,201309300nor,nor,BushRa00,sacks,0.0,,,,,
player,201309300nor,nor,BushRa00,tackles_combined,5,,,,,
player,201309300nor,nor,BushRa00,tackles_solo,3,,,,,
player,201309300nor,nor,BushRa00,tackles_assists,2,,,,,
player,201309300nor,nor,BushRa00,tackles_loss,0,,,,,
player,201309300nor,nor,BushRa00,qb_hits,0,,,,,
player,201309300nor,nor,BushRa00,fumbles_rec,1,,,,,
player,201309300nor,nor,BushRa00,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,BushRa00,fumbles_rec_td,0,,,,,
player,201309300nor,nor,BushRa00,fumbles_forced,0,,,,,
player,201309300nor,nor,HawtDa20,def_int,0,,,,,
player,201309300nor,nor,HawtDa20,def_int_yds,0,,,,,
player,201309300nor,nor,HawtDa20,def_int_td,0,,,,,
player,201309300nor,nor,HawtDa20,def_int_long,0,,,,,
player,201309300nor,nor,HawtDa20,pass_defended,0,,,,,
player,201309300nor,nor,HawtDa20,sacks,0.0,,,,,
player,201309300nor,nor,HawtDa20,tackles_combined,5,,,,,
player,201309300nor,nor,HawtDa20,tackles_solo,2,,,,,
player,201309300nor,nor,HawtDa20,tackles_assists,3,,,,,
player,201309300nor,nor,HawtDa20,tackles_loss,0,,,,,
player,201309300nor,nor,HawtDa20,qb_hits,0,,,,,
player,201309300nor,nor,HawtDa20,fumbles_rec,0,,,,,
player,201309300nor,nor,HawtDa20,fumbles_rec_yds,0,,,,,
player,201309300nor,nor,HawtDa20,fumbles_rec_td,0,,,,,
player,201309300nor,nor,HawtDa20,fumbles_forced,0,,,,,
player,201309300nor,nor,VaccKe00,def_int,0,,,,,
player,201309300nor,nor,VaccKe00,def_int_yds,0,,,,,
player,201309300nor,nor,VaccKe00,def_int_td,0,,,,,
