game,2013,8,20131027,201310270min,gnb,"Green Bay Packers",44,min,"Minnesota Vikings",31
team,201310270min,gnb,First Downs,26,,,,,,
team,201310270min,min,First Downs,15,,,,,,
team,201310270min,gnb,Rush-Yds-TDs,42-182-2,,,,,,
team,201310270min,min,Rush-Yds-TDs,19-111-3,,,,,,
team,201310270min,gnb,Cmp-Att-Yd-TD-INT,24-29-285-2-0,,,,,,
team,201310270min,min,Cmp-Att-Yd-TD-INT,14-21-145-0-0,,,,,,
team,201310270min,gnb,Sacked-Yards,2-3,,,,,,
team,201310270min,min,Sacked-Yards,3-13,,,,,,
team,201310270min,gnb,Net Pass Yards,282,,,,,,
team,201310270min,min,Net Pass Yards,132,,,,,,
team,201310270min,gnb,Total Yards,464,,,,,,
team,201310270min,min,Total Yards,243,,,,,,
team,201310270min,gnb,Fumbles-Lost,0-0,,,,,,
team,201310270min,min,Fumbles-Lost,0-0,,,,,,
team,201310270min,gnb,Turnovers,0,,,,,,
team,201310270min,min,Turnovers,0,,,,,,
team,201310270min,gnb,Penalties-Yards,6-120,,,,,,
team,201310270min,min,Penalties-Yards,7-46,,,,,,
team,201310270min,gnb,Third Down Conv.,13-18,,,,,,
team,201310270min,min,Third Down Conv.,2-8,,,,,,
team,201310270min,gnb,Fourth Down Conv.,2-2,,,,,,
team,201310270min,min,Fourth Down Conv.,0-0,,,,,,
team,201310270min,gnb,Time of Possession,40:54,,,,,,
team,201310270min,min,Time of Possession,19:06,,,,,,
player,201310270min,gnb,RodgAa00,pass_cmp,24,,,,,
player,201310270min,gnb,RodgAa00,pass_att,29,,,,,
player,201310270min,gnb,RodgAa00,pass_yds,285,,,,,
player,201310270min,gnb,RodgAa00,pass_td,2,,,,,
player,201310270min,gnb,RodgAa00,pass_int,0,,,,,
player,201310270min,gnb,RodgAa00,pass_sacked,2,,,,,
player,201310270min,gnb,RodgAa00,pass_sacked_yds,3,,,,,
player,201310270min,gnb,RodgAa00,pass_long,76,,,,,
player,201310270min,gnb,RodgAa00,pass_rating,130.6,,,,,
player,201310270min,gnb,RodgAa00,rush_att,6,,,,,
player,201310270min,gnb,RodgAa00,rush_yds,31,,,,,
player,201310270min,gnb,RodgAa00,rush_td,0,,,,,
player,201310270min,gnb,RodgAa00,rush_long,14,,,,,
player,201310270min,gnb,RodgAa00,targets,0,,,,,
player,201310270min,gnb,RodgAa00,rec,0,,,,,
player,201310270min,gnb,RodgAa00,rec_yds,0,,,,,
player,201310270min,gnb,RodgAa00,rec_td,0,,,,,
player,201310270min,gnb,RodgAa00,rec_long,0,,,,,
player,201310270min,gnb,RodgAa00,fumbles,0,,,,,
player,201310270min,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201310270min,gnb,LacyEd00,pass_cmp,0,,,,,
player,201310270min,gnb,LacyEd00,pass_att,0,,,,,
player,201310270min,gnb,LacyEd00,pass_yds,0,,,,,
player,201310270min,gnb,LacyEd00,pass_td,0,,,,,
