game,2013,8,20131027,201310270crd,atl,"Atlanta Falcons",13,crd,"Arizona Cardinals",27
player,201310270crd,atl,GonzTo00,pass_att,0,,,,,
player,201310270crd,atl,GonzTo00,pass_yds,0,,,,,
player,201310270crd,atl,GonzTo00,pass_td,0,,,,,
player,201310270crd,atl,GonzTo00,pass_int,0,,,,,
player,201310270crd,atl,GonzTo00,pass_sacked,0,,,,,
player,201310270crd,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201310270crd,atl,GonzTo00,pass_long,0,,,,,
player,201310270crd,atl,GonzTo00,pass_rating,,,,,,
player,201310270crd,atl,GonzTo00,rush_att,0,,,,,
player,201310270crd,atl,GonzTo00,rush_yds,0,,,,,
player,201310270crd,atl,GonzTo00,rush_td,0,,,,,
player,201310270crd,atl,GonzTo00,rush_long,0,,,,,
player,201310270crd,atl,GonzTo00,targets,8,,,,,
player,201310270crd,atl,GonzTo00,rec,3,,,,,
player,201310270crd,atl,GonzTo00,rec_yds,26,,,,,
player,201310270crd,atl,GonzTo00,rec_td,0,,,,,
player,201310270crd,atl,GonzTo00,rec_long,10,,,,,
player,201310270crd,atl,GonzTo00,fumbles,0,,,,,
player,201310270crd,atl,GonzTo00,fumbles_lost,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_cmp,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_att,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_yds,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_td,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_int,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_sacked,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_long,0,,,,,
player,201310270crd,atl,DiMaPa00,pass_rating,,,,,,
player,201310270crd,atl,DiMaPa00,rush_att,0,,,,,
player,201310270crd,atl,DiMaPa00,rush_yds,0,,,,,
player,201310270crd,atl,DiMaPa00,rush_td,0,,,,,
player,201310270crd,atl,DiMaPa00,rush_long,0,,,,,
player,201310270crd,atl,DiMaPa00,targets,2,,,,,
player,201310270crd,atl,DiMaPa00,rec,2,,,,,
player,201310270crd,atl,DiMaPa00,rec_yds,13,,,,,
player,201310270crd,atl,DiMaPa00,rec_td,0,,,,,
player,201310270crd,atl,DiMaPa00,rec_long,11,,,,,
player,201310270crd,atl,DiMaPa00,fumbles,0,,,,,
player,201310270crd,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201310270crd,atl,ToilLe00,pass_cmp,0,,,,,
player,201310270crd,atl,ToilLe00,pass_att,0,,,,,
player,201310270crd,atl,ToilLe00,pass_yds,0,,,,,
player,201310270crd,atl,ToilLe00,pass_td,0,,,,,
player,201310270crd,atl,ToilLe00,pass_int,0,,,,,
player,201310270crd,atl,ToilLe00,pass_sacked,0,,,,,
player,201310270crd,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201310270crd,atl,ToilLe00,pass_long,0,,,,,
player,201310270crd,atl,ToilLe00,pass_rating,,,,,,
player,201310270crd,atl,ToilLe00,rush_att,0,,,,,
player,201310270crd,atl,ToilLe00,rush_yds,0,,,,,
player,201310270crd,atl,ToilLe00,rush_td,0,,,,,
player,201310270crd,atl,ToilLe00,rush_long,0,,,,,
player,201310270crd,atl,ToilLe00,targets,3,,,,,
player,201310270crd,atl,ToilLe00,rec,3,,,,,
player,201310270crd,atl,ToilLe00,rec_yds,6,,,,,
player,201310270crd,atl,ToilLe00,rec_td,0,,,,,
player,201310270crd,atl,ToilLe00,rec_long,7,,,,,
player,201310270crd,atl,ToilLe00,fumbles,0,,,,,
player,201310270crd,atl,ToilLe00,fumbles_lost,0,,,,,
player,201310270crd,atl,CoffCh00,pass_cmp,0,,,,,
player,201310270crd,atl,CoffCh00,pass_att,0,,,,,
player,201310270crd,atl,CoffCh00,pass_yds,0,,,,,
player,201310270crd,atl,CoffCh00,pass_td,0,,,,,
player,201310270crd,atl,CoffCh00,pass_int,0,,,,,
player,201310270crd,atl,CoffCh00,pass_sacked,0,,,,,
player,201310270crd,atl,CoffCh00,pass_sacked_yds,0,,,,,
player,201310270crd,atl,CoffCh00,pass_long,0,,,,,
player,201310270crd,atl,CoffCh00,pass_rating,,,,,,
player,201310270crd,atl,CoffCh00,rush_att,0,,,,,
player,201310270crd,atl,CoffCh00,rush_yds,0,,,,,
player,201310270crd,atl,CoffCh00,rush_td,0,,,,,
player,201310270crd,atl,CoffCh00,rush_long,0,,,,,
player,201310270crd,atl,CoffCh00,targets,2,,,,,
player,201310270crd,atl,CoffCh00,rec,0,,,,,
player,201310270crd,atl,CoffCh00,rec_yds,0,,,,,
player,201310270crd,atl,CoffCh00,rec_td,0,,,,,
player,201310270crd,atl,CoffCh00,rec_long,0,,,,,
player,201310270crd,atl,CoffCh00,fumbles,0,,,,,
player,201310270crd,atl,CoffCh00,fumbles_lost,0,,,,,
player,201310270crd,atl,DaviDo02,pass_cmp,,,,,,
player,201310270crd,atl,DaviDo02,pass_att,,,,,,
player,201310270crd,atl,DaviDo02,pass_yds,,,,,,
player,201310270crd,atl,DaviDo02,pass_td,,,,,,
player,201310270crd,atl,DaviDo02,pass_int,,,,,,
player,201310270crd,atl,DaviDo02,pass_sacked,,,,,,
player,201310270crd,atl,DaviDo02,pass_sacked_yds,,,,,,
player,201310270crd,atl,DaviDo02,pass_long,,,,,,
player,201310270crd,atl,DaviDo02,pass_rating,,,,,,
player,201310270crd,atl,DaviDo02,rush_att,,,,,,
player,201310270crd,atl,DaviDo02,rush_yds,,,,,,
player,201310270crd,atl,DaviDo02,rush_td,,,,,,
player,201310270crd,atl,DaviDo02,rush_long,,,,,,
player,201310270crd,atl,DaviDo02,targets,7,,,,,
player,201310270crd,atl,DaviDo02,rec,0,,,,,
player,201310270crd,atl,DaviDo02,rec_yds,0,,,,,
player,201310270crd,atl,DaviDo02,rec_td,0,,,,,
player,201310270crd,atl,DaviDo02,rec_long,,,,,,
player,201310270crd,atl,DaviDo02,fumbles,,,,,,
player,201310270crd,atl,DaviDo02,fumbles_lost,,,,,,
player,201310270crd,crd,PalmCa00,pass_cmp,13,,,,,
player,201310270crd,crd,PalmCa00,pass_att,18,,,,,
player,201310270crd,crd,PalmCa00,pass_yds,172,,,,,
player,201310270crd,crd,PalmCa00,pass_td,2,,,,,
player,201310270crd,crd,PalmCa00,pass_int,1,,,,,
player,201310270crd,crd,PalmCa00,pass_sacked,3,,,,,
player,201310270crd,crd,PalmCa00,pass_sacked_yds,25,,,,,
player,201310270crd,crd,PalmCa00,pass_long,51,,,,,
player,201310270crd,crd,PalmCa00,pass_rating,116.0,,,,,
player,201310270crd,crd,PalmCa00,rush_att,1,,,,,
player,201310270crd,crd,PalmCa00,rush_yds,9,,,,,
player,201310270crd,crd,PalmCa00,rush_td,0,,,,,
player,201310270crd,crd,PalmCa00,rush_long,9,,,,,
player,201310270crd,crd,PalmCa00,targets,0,,,,,
player,201310270crd,crd,PalmCa00,rec,0,,,,,
player,201310270crd,crd,PalmCa00,rec_yds,0,,,,,
player,201310270crd,crd,PalmCa00,rec_td,0,,,,,
player,201310270crd,crd,PalmCa00,rec_long,0,,,,,
player,201310270crd,crd,PalmCa00,fumbles,0,,,,,
player,201310270crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201310270crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201310270crd,crd,ElliAn00,pass_att,0,,,,,
player,201310270crd,crd,ElliAn00,pass_yds,0,,,,,
player,201310270crd,crd,ElliAn00,pass_td,0,,,,,
player,201310270crd,crd,ElliAn00,pass_int,0,,,,,
player,201310270crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201310270crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201310270crd,crd,ElliAn00,pass_long,0,,,,,
player,201310270crd,crd,ElliAn00,pass_rating,,,,,,
player,201310270crd,crd,ElliAn00,rush_att,15,,,,,
player,201310270crd,crd,ElliAn00,rush_yds,154,,,,,
player,201310270crd,crd,ElliAn00,rush_td,1,,,,,
player,201310270crd,crd,ElliAn00,rush_long,80,,,,,
player,201310270crd,crd,ElliAn00,targets,2,,,,,
player,201310270crd,crd,ElliAn00,rec,2,,,,,
player,201310270crd,crd,ElliAn00,rec_yds,8,,,,,
player,201310270crd,crd,ElliAn00,rec_td,0,,,,,
player,201310270crd,crd,ElliAn00,rec_long,6,,,,,
player,201310270crd,crd,ElliAn00,fumbles,1,,,,,
player,201310270crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201310270crd,crd,TaylSt00,pass_cmp,0,,,,,
player,201310270crd,crd,TaylSt00,pass_att,0,,,,,
player,201310270crd,crd,TaylSt00,pass_yds,0,,,,,
player,201310270crd,crd,TaylSt00,pass_td,0,,,,,
player,201310270crd,crd,TaylSt00,pass_int,0,,,,,
player,201310270crd,crd,TaylSt00,pass_sacked,0,,,,,
player,201310270crd,crd,TaylSt00,pass_sacked_yds,0,,,,,
player,201310270crd,crd,TaylSt00,pass_long,0,,,,,
player,201310270crd,crd,TaylSt00,pass_rating,,,,,,
player,201310270crd,crd,TaylSt00,rush_att,14,,,,,
player,201310270crd,crd,TaylSt00,rush_yds,38,,,,,
player,201310270crd,crd,TaylSt00,rush_td,0,,,,,
player,201310270crd,crd,TaylSt00,rush_long,15,,,,,
player,201310270crd,crd,TaylSt00,targets,0,,,,,
player,201310270crd,crd,TaylSt00,rec,0,,,,,
player,201310270crd,crd,TaylSt00,rec_yds,0,,,,,
player,201310270crd,crd,TaylSt00,rec_td,0,,,,,
player,201310270crd,crd,TaylSt00,rec_long,0,,,,,
player,201310270crd,crd,TaylSt00,fumbles,0,,,,,
player,201310270crd,crd,TaylSt00,fumbles_lost,0,,,,,
player,201310270crd,crd,WillTe00,pass_cmp,0,,,,,
player,201310270crd,crd,WillTe00,pass_att,0,,,,,
player,201310270crd,crd,WillTe00,pass_yds,0,,,,,
player,201310270crd,crd,WillTe00,pass_td,0,,,,,
player,201310270crd,crd,WillTe00,pass_int,0,,,,,
player,201310270crd,crd,WillTe00,pass_sacked,0,,,,,
player,201310270crd,crd,WillTe00,pass_sacked_yds,0,,,,,
player,201310270crd,crd,WillTe00,pass_long,0,,,,,
player,201310270crd,crd,WillTe00,pass_rating,,,,,,
player,201310270crd,crd,WillTe00,rush_att,0,,,,,
player,201310270crd,crd,WillTe00,rush_yds,0,,,,,
player,201310270crd,crd,WillTe00,rush_td,0,,,,,
player,201310270crd,crd,WillTe00,rush_long,0,,,,,
player,201310270crd,crd,WillTe00,targets,1,,,,,
player,201310270crd,crd,WillTe00,rec,1,,,,,
player,201310270crd,crd,WillTe00,rec_yds,51,,,,,
player,201310270crd,crd,WillTe00,rec_td,0,,,,,
player,201310270crd,crd,WillTe00,rec_long,51,,,,,
player,201310270crd,crd,WillTe00,fumbles,0,,,,,
player,201310270crd,crd,WillTe00,fumbles_lost,0,,,,,
player,201310270crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201310270crd,crd,FitzLa00,pass_att,0,,,,,
player,201310270crd,crd,FitzLa00,pass_yds,0,,,,,
player,201310270crd,crd,FitzLa00,pass_td,0,,,,,
player,201310270crd,crd,FitzLa00,pass_int,0,,,,,
player,201310270crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201310270crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201310270crd,crd,FitzLa00,pass_long,0,,,,,
player,201310270crd,crd,FitzLa00,pass_rating,,,,,,
player,201310270crd,crd,FitzLa00,rush_att,0,,,,,
player,201310270crd,crd,FitzLa00,rush_yds,0,,,,,
player,201310270crd,crd,FitzLa00,rush_td,0,,,,,
player,201310270crd,crd,FitzLa00,rush_long,0,,,,,
player,201310270crd,crd,FitzLa00,targets,7,,,,,
player,201310270crd,crd,FitzLa00,rec,4,,,,,
player,201310270crd,crd,FitzLa00,rec_yds,48,,,,,
player,201310270crd,crd,FitzLa00,rec_td,1,,,,,
player,201310270crd,crd,FitzLa00,rec_long,20,,,,,
player,201310270crd,crd,FitzLa00,fumbles,0,,,,,
player,201310270crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201310270crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201310270crd,crd,FloyMi00,pass_att,0,,,,,
player,201310270crd,crd,FloyMi00,pass_yds,0,,,,,
player,201310270crd,crd,FloyMi00,pass_td,0,,,,,
player,201310270crd,crd,FloyMi00,pass_int,0,,,,,
player,201310270crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201310270crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201310270crd,crd,FloyMi00,pass_long,0,,,,,
player,201310270crd,crd,FloyMi00,pass_rating,,,,,,
player,201310270crd,crd,FloyMi00,rush_att,0,,,,,
player,201310270crd,crd,FloyMi00,rush_yds,0,,,,,
player,201310270crd,crd,FloyMi00,rush_td,0,,,,,
player,201310270crd,crd,FloyMi00,rush_long,0,,,,,
player,201310270crd,crd,FloyMi00,targets,4,,,,,
player,201310270crd,crd,FloyMi00,rec,3,,,,,
player,201310270crd,crd,FloyMi00,rec_yds,30,,,,,
player,201310270crd,crd,FloyMi00,rec_td,1,,,,,
player,201310270crd,crd,FloyMi00,rec_long,15,,,,,
player,201310270crd,crd,FloyMi00,fumbles,0,,,,,
player,201310270crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201310270crd,crd,HousRo01,pass_cmp,0,,,,,
player,201310270crd,crd,HousRo01,pass_att,0,,,,,
player,201310270crd,crd,HousRo01,pass_yds,0,,,,,
player,201310270crd,crd,HousRo01,pass_td,0,,,,,
player,201310270crd,crd,HousRo01,pass_int,0,,,,,
player,201310270crd,crd,HousRo01,pass_sacked,0,,,,,
player,201310270crd,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201310270crd,crd,HousRo01,pass_long,0,,,,,
player,201310270crd,crd,HousRo01,pass_rating,,,,,,
player,201310270crd,crd,HousRo01,rush_att,0,,,,,
player,201310270crd,crd,HousRo01,rush_yds,0,,,,,
player,201310270crd,crd,HousRo01,rush_td,0,,,,,
player,201310270crd,crd,HousRo01,rush_long,0,,,,,
player,201310270crd,crd,HousRo01,targets,1,,,,,
player,201310270crd,crd,HousRo01,rec,1,,,,,
player,201310270crd,crd,HousRo01,rec_yds,14,,,,,
player,201310270crd,crd,HousRo01,rec_td,0,,,,,
player,201310270crd,crd,HousRo01,rec_long,14,,,,,
player,201310270crd,crd,HousRo01,fumbles,0,,,,,
player,201310270crd,crd,HousRo01,fumbles_lost,0,,,,,
player,201310270crd,crd,PetePa00,pass_cmp,0,,,,,
player,201310270crd,crd,PetePa00,pass_att,0,,,,,
player,201310270crd,crd,PetePa00,pass_yds,0,,,,,
player,201310270crd,crd,PetePa00,pass_td,0,,,,,
player,201310270crd,crd,PetePa00,pass_int,0,,,,,
player,201310270crd,crd,PetePa00,pass_sacked,0,,,,,
player,201310270crd,crd,PetePa00,pass_sacked_yds,0,,,,,
player,201310270crd,crd,PetePa00,pass_long,0,,,,,
player,201310270crd,crd,PetePa00,pass_rating,,,,,,
player,201310270crd,crd,PetePa00,rush_att,0,,,,,
player,201310270crd,crd,PetePa00,rush_yds,0,,,,,
player,201310270crd,crd,PetePa00,rush_td,0,,,,,
player,201310270crd,crd,PetePa00,rush_long,0,,,,,
player,201310270crd,crd,PetePa00,targets,1,,,,,
player,201310270crd,crd,PetePa00,rec,1,,,,,
player,201310270crd,crd,PetePa00,rec_yds,13,,,,,
player,201310270crd,crd,PetePa00,rec_td,0,,,,,
player,201310270crd,crd,PetePa00,rec_long,13,,,,,
player,201310270crd,crd,PetePa00,fumbles,0,,,,,
player,201310270crd,crd,PetePa00,fumbles_lost,0,,,,,
player,201310270crd,crd,RobeAn00,pass_cmp,0,,,,,
player,201310270crd,crd,RobeAn00,pass_att,0,,,,,
player,201310270crd,crd,RobeAn00,pass_yds,0,,,,,
player,201310270crd,crd,RobeAn00,pass_td,0,,,,,
player,201310270crd,crd,RobeAn00,pass_int,0,,,,,
player,201310270crd,crd,RobeAn00,pass_sacked,0,,,,,
player,201310270crd,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201310270crd,crd,RobeAn00,pass_long,0,,,,,
player,201310270crd,crd,RobeAn00,pass_rating,,,,,,
player,201310270crd,crd,RobeAn00,rush_att,0,,,,,
player,201310270crd,crd,RobeAn00,rush_yds,0,,,,,
player,201310270crd,crd,RobeAn00,rush_td,0,,,,,
player,201310270crd,crd,RobeAn00,rush_long,0,,,,,
player,201310270crd,crd,RobeAn00,targets,2,,,,,
player,201310270crd,crd,RobeAn00,rec,1,,,,,
player,201310270crd,crd,RobeAn00,rec_yds,8,,,,,
player,201310270crd,crd,RobeAn00,rec_td,0,,,,,
player,201310270crd,crd,RobeAn00,rec_long,8,,,,,
player,201310270crd,crd,RobeAn00,fumbles,0,,,,,
player,201310270crd,crd,RobeAn00,fumbles_lost,0,,,,,
player,201310270crd,atl,SamuAs20,def_int,1,,,,,
player,201310270crd,atl,SamuAs20,def_int_yds,1,,,,,
player,201310270crd,atl,SamuAs20,def_int_td,0,,,,,
player,201310270crd,atl,SamuAs20,def_int_long,1,,,,,
player,201310270crd,atl,SamuAs20,pass_defended,1,,,,,
player,201310270crd,atl,SamuAs20,sacks,0.0,,,,,
player,201310270crd,atl,SamuAs20,tackles_combined,3,,,,,
player,201310270crd,atl,SamuAs20,tackles_solo,3,,,,,
player,201310270crd,atl,SamuAs20,tackles_assists,0,,,,,
player,201310270crd,atl,SamuAs20,tackles_loss,0,,,,,
player,201310270crd,atl,SamuAs20,qb_hits,0,,,,,
player,201310270crd,atl,SamuAs20,fumbles_rec,0,,,,,
player,201310270crd,atl,SamuAs20,fumbles_rec_yds,0,,,,,
player,201310270crd,atl,SamuAs20,fumbles_rec_td,0,,,,,
player,201310270crd,atl,SamuAs20,fumbles_forced,0,,,,,
player,201310270crd,atl,BabiJo20,def_int,0,,,,,
player,201310270crd,atl,BabiJo20,def_int_yds,0,,,,,
player,201310270crd,atl,BabiJo20,def_int_td,0,,,,,
player,201310270crd,atl,BabiJo20,def_int_long,0,,,,,
player,201310270crd,atl,BabiJo20,pass_defended,0,,,,,
player,201310270crd,atl,BabiJo20,sacks,1.0,,,,,
player,201310270crd,atl,BabiJo20,tackles_combined,7,,,,,
player,201310270crd,atl,BabiJo20,tackles_solo,7,,,,,
player,201310270crd,atl,BabiJo20,tackles_assists,0,,,,,
player,201310270crd,atl,BabiJo20,tackles_loss,3,,,,,
player,201310270crd,atl,BabiJo20,qb_hits,1,,,,,
player,201310270crd,atl,BabiJo20,fumbles_rec,0,,,,,
player,201310270crd,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201310270crd,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201310270crd,atl,BabiJo20,fumbles_forced,1,,,,,
player,201310270crd,atl,PeteCo00,def_int,0,,,,,
player,201310270crd,atl,PeteCo00,def_int_yds,0,,,,,
