game,2013,5,20131006,201310060clt,sea,"Seattle Seahawks",28,clt,"Indianapolis Colts",34
player,201310060clt,sea,BennMi99,pass_defended,0,,,,,
player,201310060clt,sea,BennMi99,sacks,0.0,,,,,
player,201310060clt,sea,BennMi99,tackles_combined,2,,,,,
player,201310060clt,sea,BennMi99,tackles_solo,1,,,,,
player,201310060clt,sea,BennMi99,tackles_assists,1,,,,,
player,201310060clt,sea,BennMi99,tackles_loss,0,,,,,
player,201310060clt,sea,BennMi99,qb_hits,0,,,,,
player,201310060clt,sea,BennMi99,fumbles_rec,0,,,,,
player,201310060clt,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,BennMi99,fumbles_forced,0,,,,,
player,201310060clt,sea,BrowBr00,def_int,0,,,,,
player,201310060clt,sea,BrowBr00,def_int_yds,0,,,,,
player,201310060clt,sea,BrowBr00,def_int_td,0,,,,,
player,201310060clt,sea,BrowBr00,def_int_long,0,,,,,
player,201310060clt,sea,BrowBr00,pass_defended,1,,,,,
player,201310060clt,sea,BrowBr00,sacks,0.0,,,,,
player,201310060clt,sea,BrowBr00,tackles_combined,2,,,,,
player,201310060clt,sea,BrowBr00,tackles_solo,2,,,,,
player,201310060clt,sea,BrowBr00,tackles_assists,0,,,,,
player,201310060clt,sea,BrowBr00,tackles_loss,0,,,,,
player,201310060clt,sea,BrowBr00,qb_hits,0,,,,,
player,201310060clt,sea,BrowBr00,fumbles_rec,0,,,,,
player,201310060clt,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201310060clt,sea,BrowBr00,fumbles_forced,0,,,,,
player,201310060clt,sea,BryaRe99,def_int,0,,,,,
player,201310060clt,sea,BryaRe99,def_int_yds,0,,,,,
player,201310060clt,sea,BryaRe99,def_int_td,0,,,,,
player,201310060clt,sea,BryaRe99,def_int_long,0,,,,,
player,201310060clt,sea,BryaRe99,pass_defended,0,,,,,
player,201310060clt,sea,BryaRe99,sacks,0.0,,,,,
player,201310060clt,sea,BryaRe99,tackles_combined,2,,,,,
player,201310060clt,sea,BryaRe99,tackles_solo,0,,,,,
player,201310060clt,sea,BryaRe99,tackles_assists,2,,,,,
player,201310060clt,sea,BryaRe99,tackles_loss,0,,,,,
player,201310060clt,sea,BryaRe99,qb_hits,0,,,,,
player,201310060clt,sea,BryaRe99,fumbles_rec,0,,,,,
player,201310060clt,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,BryaRe99,fumbles_forced,0,,,,,
player,201310060clt,sea,FarwHe20,def_int,0,,,,,
player,201310060clt,sea,FarwHe20,def_int_yds,0,,,,,
player,201310060clt,sea,FarwHe20,def_int_td,0,,,,,
player,201310060clt,sea,FarwHe20,def_int_long,0,,,,,
player,201310060clt,sea,FarwHe20,pass_defended,0,,,,,
player,201310060clt,sea,FarwHe20,sacks,0.0,,,,,
player,201310060clt,sea,FarwHe20,tackles_combined,2,,,,,
player,201310060clt,sea,FarwHe20,tackles_solo,0,,,,,
player,201310060clt,sea,FarwHe20,tackles_assists,2,,,,,
player,201310060clt,sea,FarwHe20,tackles_loss,0,,,,,
player,201310060clt,sea,FarwHe20,qb_hits,0,,,,,
player,201310060clt,sea,FarwHe20,fumbles_rec,0,,,,,
player,201310060clt,sea,FarwHe20,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,FarwHe20,fumbles_rec_td,0,,,,,
player,201310060clt,sea,FarwHe20,fumbles_forced,0,,,,,
player,201310060clt,sea,HillJo01,def_int,0,,,,,
player,201310060clt,sea,HillJo01,def_int_yds,0,,,,,
player,201310060clt,sea,HillJo01,def_int_td,0,,,,,
player,201310060clt,sea,HillJo01,def_int_long,0,,,,,
player,201310060clt,sea,HillJo01,pass_defended,0,,,,,
player,201310060clt,sea,HillJo01,sacks,0.0,,,,,
player,201310060clt,sea,HillJo01,tackles_combined,2,,,,,
player,201310060clt,sea,HillJo01,tackles_solo,2,,,,,
player,201310060clt,sea,HillJo01,tackles_assists,0,,,,,
player,201310060clt,sea,HillJo01,tackles_loss,0,,,,,
player,201310060clt,sea,HillJo01,qb_hits,0,,,,,
player,201310060clt,sea,HillJo01,fumbles_rec,0,,,,,
player,201310060clt,sea,HillJo01,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,HillJo01,fumbles_rec_td,0,,,,,
player,201310060clt,sea,HillJo01,fumbles_forced,0,,,,,
player,201310060clt,sea,ThurWa99,def_int,0,,,,,
player,201310060clt,sea,ThurWa99,def_int_yds,0,,,,,
player,201310060clt,sea,ThurWa99,def_int_td,0,,,,,
player,201310060clt,sea,ThurWa99,def_int_long,0,,,,,
player,201310060clt,sea,ThurWa99,pass_defended,0,,,,,
player,201310060clt,sea,ThurWa99,sacks,0.0,,,,,
player,201310060clt,sea,ThurWa99,tackles_combined,2,,,,,
player,201310060clt,sea,ThurWa99,tackles_solo,2,,,,,
player,201310060clt,sea,ThurWa99,tackles_assists,0,,,,,
player,201310060clt,sea,ThurWa99,tackles_loss,0,,,,,
player,201310060clt,sea,ThurWa99,qb_hits,0,,,,,
player,201310060clt,sea,ThurWa99,fumbles_rec,0,,,,,
player,201310060clt,sea,ThurWa99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,ThurWa99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,ThurWa99,fumbles_forced,0,,,,,
player,201310060clt,sea,WagnBo00,def_int,0,,,,,
player,201310060clt,sea,WagnBo00,def_int_yds,0,,,,,
player,201310060clt,sea,WagnBo00,def_int_td,0,,,,,
player,201310060clt,sea,WagnBo00,def_int_long,0,,,,,
player,201310060clt,sea,WagnBo00,pass_defended,0,,,,,
player,201310060clt,sea,WagnBo00,sacks,0.0,,,,,
player,201310060clt,sea,WagnBo00,tackles_combined,2,,,,,
player,201310060clt,sea,WagnBo00,tackles_solo,1,,,,,
player,201310060clt,sea,WagnBo00,tackles_assists,1,,,,,
player,201310060clt,sea,WagnBo00,tackles_loss,0,,,,,
player,201310060clt,sea,WagnBo00,qb_hits,0,,,,,
player,201310060clt,sea,WagnBo00,fumbles_rec,0,,,,,
player,201310060clt,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201310060clt,sea,WagnBo00,fumbles_forced,0,,,,,
player,201310060clt,sea,AvriCl99,def_int,0,,,,,
player,201310060clt,sea,AvriCl99,def_int_yds,0,,,,,
player,201310060clt,sea,AvriCl99,def_int_td,0,,,,,
player,201310060clt,sea,AvriCl99,def_int_long,0,,,,,
player,201310060clt,sea,AvriCl99,pass_defended,0,,,,,
player,201310060clt,sea,AvriCl99,sacks,0.0,,,,,
player,201310060clt,sea,AvriCl99,tackles_combined,1,,,,,
player,201310060clt,sea,AvriCl99,tackles_solo,0,,,,,
player,201310060clt,sea,AvriCl99,tackles_assists,1,,,,,
player,201310060clt,sea,AvriCl99,tackles_loss,0,,,,,
player,201310060clt,sea,AvriCl99,qb_hits,2,,,,,
player,201310060clt,sea,AvriCl99,fumbles_rec,1,,,,,
player,201310060clt,sea,AvriCl99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,AvriCl99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,AvriCl99,fumbles_forced,0,,,,,
player,201310060clt,sea,JohnJe02,def_int,0,,,,,
player,201310060clt,sea,JohnJe02,def_int_yds,0,,,,,
player,201310060clt,sea,JohnJe02,def_int_td,0,,,,,
player,201310060clt,sea,JohnJe02,def_int_long,0,,,,,
player,201310060clt,sea,JohnJe02,pass_defended,0,,,,,
player,201310060clt,sea,JohnJe02,sacks,0.0,,,,,
player,201310060clt,sea,JohnJe02,tackles_combined,1,,,,,
player,201310060clt,sea,JohnJe02,tackles_solo,1,,,,,
player,201310060clt,sea,JohnJe02,tackles_assists,0,,,,,
player,201310060clt,sea,JohnJe02,tackles_loss,0,,,,,
player,201310060clt,sea,JohnJe02,qb_hits,0,,,,,
player,201310060clt,sea,JohnJe02,fumbles_rec,0,,,,,
player,201310060clt,sea,JohnJe02,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,JohnJe02,fumbles_rec_td,0,,,,,
player,201310060clt,sea,JohnJe02,fumbles_forced,0,,,,,
player,201310060clt,sea,MaraCh99,def_int,0,,,,,
player,201310060clt,sea,MaraCh99,def_int_yds,0,,,,,
player,201310060clt,sea,MaraCh99,def_int_td,0,,,,,
player,201310060clt,sea,MaraCh99,def_int_long,0,,,,,
player,201310060clt,sea,MaraCh99,pass_defended,0,,,,,
player,201310060clt,sea,MaraCh99,sacks,0.0,,,,,
player,201310060clt,sea,MaraCh99,tackles_combined,1,,,,,
player,201310060clt,sea,MaraCh99,tackles_solo,0,,,,,
player,201310060clt,sea,MaraCh99,tackles_assists,1,,,,,
player,201310060clt,sea,MaraCh99,tackles_loss,0,,,,,
player,201310060clt,sea,MaraCh99,qb_hits,0,,,,,
player,201310060clt,sea,MaraCh99,fumbles_rec,0,,,,,
player,201310060clt,sea,MaraCh99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,MaraCh99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,MaraCh99,fumbles_forced,0,,,,,
player,201310060clt,sea,MaxwBy00,def_int,0,,,,,
player,201310060clt,sea,MaxwBy00,def_int_yds,0,,,,,
player,201310060clt,sea,MaxwBy00,def_int_td,0,,,,,
player,201310060clt,sea,MaxwBy00,def_int_long,0,,,,,
player,201310060clt,sea,MaxwBy00,pass_defended,0,,,,,
player,201310060clt,sea,MaxwBy00,sacks,0.0,,,,,
player,201310060clt,sea,MaxwBy00,tackles_combined,1,,,,,
player,201310060clt,sea,MaxwBy00,tackles_solo,0,,,,,
player,201310060clt,sea,MaxwBy00,tackles_assists,1,,,,,
player,201310060clt,sea,MaxwBy00,tackles_loss,0,,,,,
player,201310060clt,sea,MaxwBy00,qb_hits,0,,,,,
player,201310060clt,sea,MaxwBy00,fumbles_rec,0,,,,,
player,201310060clt,sea,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,MaxwBy00,fumbles_rec_td,0,,,,,
player,201310060clt,sea,MaxwBy00,fumbles_forced,0,,,,,
player,201310060clt,sea,McDaTo20,def_int,0,,,,,
player,201310060clt,sea,McDaTo20,def_int_yds,0,,,,,
player,201310060clt,sea,McDaTo20,def_int_td,0,,,,,
player,201310060clt,sea,McDaTo20,def_int_long,0,,,,,
player,201310060clt,sea,McDaTo20,pass_defended,0,,,,,
player,201310060clt,sea,McDaTo20,sacks,0.0,,,,,
player,201310060clt,sea,McDaTo20,tackles_combined,1,,,,,
player,201310060clt,sea,McDaTo20,tackles_solo,0,,,,,
player,201310060clt,sea,McDaTo20,tackles_assists,1,,,,,
player,201310060clt,sea,McDaTo20,tackles_loss,0,,,,,
player,201310060clt,sea,McDaTo20,qb_hits,0,,,,,
player,201310060clt,sea,McDaTo20,fumbles_rec,0,,,,,
player,201310060clt,sea,McDaTo20,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,McDaTo20,fumbles_rec_td,0,,,,,
player,201310060clt,sea,McDaTo20,fumbles_forced,0,,,,,
player,201310060clt,sea,McDoCl99,def_int,0,,,,,
player,201310060clt,sea,McDoCl99,def_int_yds,0,,,,,
player,201310060clt,sea,McDoCl99,def_int_td,0,,,,,
player,201310060clt,sea,McDoCl99,def_int_long,0,,,,,
player,201310060clt,sea,McDoCl99,pass_defended,0,,,,,
player,201310060clt,sea,McDoCl99,sacks,0.0,,,,,
player,201310060clt,sea,McDoCl99,tackles_combined,1,,,,,
player,201310060clt,sea,McDoCl99,tackles_solo,1,,,,,
player,201310060clt,sea,McDoCl99,tackles_assists,0,,,,,
player,201310060clt,sea,McDoCl99,tackles_loss,0,,,,,
player,201310060clt,sea,McDoCl99,qb_hits,1,,,,,
player,201310060clt,sea,McDoCl99,fumbles_rec,0,,,,,
player,201310060clt,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,McDoCl99,fumbles_forced,0,,,,,
player,201310060clt,sea,MorgMi00,def_int,0,,,,,
player,201310060clt,sea,MorgMi00,def_int_yds,0,,,,,
player,201310060clt,sea,MorgMi00,def_int_td,0,,,,,
player,201310060clt,sea,MorgMi00,def_int_long,0,,,,,
player,201310060clt,sea,MorgMi00,pass_defended,0,,,,,
player,201310060clt,sea,MorgMi00,sacks,0.0,,,,,
player,201310060clt,sea,MorgMi00,tackles_combined,1,,,,,
player,201310060clt,sea,MorgMi00,tackles_solo,0,,,,,
player,201310060clt,sea,MorgMi00,tackles_assists,1,,,,,
player,201310060clt,sea,MorgMi00,tackles_loss,0,,,,,
player,201310060clt,sea,MorgMi00,qb_hits,0,,,,,
player,201310060clt,sea,MorgMi00,fumbles_rec,0,,,,,
player,201310060clt,sea,MorgMi00,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,MorgMi00,fumbles_rec_td,0,,,,,
player,201310060clt,sea,MorgMi00,fumbles_forced,0,,,,,
player,201310060clt,sea,SchoOB99,def_int,0,,,,,
player,201310060clt,sea,SchoOB99,def_int_yds,0,,,,,
player,201310060clt,sea,SchoOB99,def_int_td,0,,,,,
player,201310060clt,sea,SchoOB99,def_int_long,0,,,,,
player,201310060clt,sea,SchoOB99,pass_defended,0,,,,,
player,201310060clt,sea,SchoOB99,sacks,0.0,,,,,
player,201310060clt,sea,SchoOB99,tackles_combined,0,,,,,
player,201310060clt,sea,SchoOB99,tackles_solo,0,,,,,
player,201310060clt,sea,SchoOB99,tackles_assists,0,,,,,
player,201310060clt,sea,SchoOB99,tackles_loss,0,,,,,
player,201310060clt,sea,SchoOB99,qb_hits,1,,,,,
player,201310060clt,sea,SchoOB99,fumbles_rec,0,,,,,
player,201310060clt,sea,SchoOB99,fumbles_rec_yds,0,,,,,
player,201310060clt,sea,SchoOB99,fumbles_rec_td,0,,,,,
player,201310060clt,sea,SchoOB99,fumbles_forced,0,,,,,
player,201310060clt,clt,ButlDa99,def_int,1,,,,,
player,201310060clt,clt,ButlDa99,def_int_yds,0,,,,,
player,201310060clt,clt,ButlDa99,def_int_td,0,,,,,
player,201310060clt,clt,ButlDa99,def_int_long,0,,,,,
player,201310060clt,clt,ButlDa99,pass_defended,2,,,,,
player,201310060clt,clt,ButlDa99,sacks,0.0,,,,,
player,201310060clt,clt,ButlDa99,tackles_combined,2,,,,,
player,201310060clt,clt,ButlDa99,tackles_solo,2,,,,,
player,201310060clt,clt,ButlDa99,tackles_assists,0,,,,,
player,201310060clt,clt,ButlDa99,tackles_loss,0,,,,,
player,201310060clt,clt,ButlDa99,qb_hits,0,,,,,
player,201310060clt,clt,ButlDa99,fumbles_rec,0,,,,,
player,201310060clt,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201310060clt,clt,ButlDa99,fumbles_forced,0,,,,,
player,201310060clt,clt,MathRo20,def_int,0,,,,,
player,201310060clt,clt,MathRo20,def_int_yds,0,,,,,
player,201310060clt,clt,MathRo20,def_int_td,0,,,,,
player,201310060clt,clt,MathRo20,def_int_long,0,,,,,
player,201310060clt,clt,MathRo20,pass_defended,1,,,,,
player,201310060clt,clt,MathRo20,sacks,2.0,,,,,
player,201310060clt,clt,MathRo20,tackles_combined,6,,,,,
player,201310060clt,clt,MathRo20,tackles_solo,3,,,,,
player,201310060clt,clt,MathRo20,tackles_assists,3,,,,,
player,201310060clt,clt,MathRo20,tackles_loss,0,,,,,
player,201310060clt,clt,MathRo20,qb_hits,1,,,,,
player,201310060clt,clt,MathRo20,fumbles_rec,0,,,,,
player,201310060clt,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201310060clt,clt,MathRo20,fumbles_forced,1,,,,,
player,201310060clt,clt,FreeJe00,def_int,0,,,,,
player,201310060clt,clt,FreeJe00,def_int_yds,0,,,,,
player,201310060clt,clt,FreeJe00,def_int_td,0,,,,,
player,201310060clt,clt,FreeJe00,def_int_long,0,,,,,
player,201310060clt,clt,FreeJe00,pass_defended,0,,,,,
player,201310060clt,clt,FreeJe00,sacks,0.0,,,,,
player,201310060clt,clt,FreeJe00,tackles_combined,13,,,,,
player,201310060clt,clt,FreeJe00,tackles_solo,7,,,,,
player,201310060clt,clt,FreeJe00,tackles_assists,6,,,,,
player,201310060clt,clt,FreeJe00,tackles_loss,1,,,,,
player,201310060clt,clt,FreeJe00,qb_hits,1,,,,,
player,201310060clt,clt,FreeJe00,fumbles_rec,0,,,,,
player,201310060clt,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201310060clt,clt,FreeJe00,fumbles_forced,0,,,,,
player,201310060clt,clt,ToleGr99,def_int,0,,,,,
player,201310060clt,clt,ToleGr99,def_int_yds,0,,,,,
player,201310060clt,clt,ToleGr99,def_int_td,0,,,,,
player,201310060clt,clt,ToleGr99,def_int_long,0,,,,,
player,201310060clt,clt,ToleGr99,pass_defended,1,,,,,
player,201310060clt,clt,ToleGr99,sacks,0.0,,,,,
player,201310060clt,clt,ToleGr99,tackles_combined,7,,,,,
player,201310060clt,clt,ToleGr99,tackles_solo,2,,,,,
player,201310060clt,clt,ToleGr99,tackles_assists,5,,,,,
player,201310060clt,clt,ToleGr99,tackles_loss,0,,,,,
player,201310060clt,clt,ToleGr99,qb_hits,0,,,,,
player,201310060clt,clt,ToleGr99,fumbles_rec,0,,,,,
player,201310060clt,clt,ToleGr99,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,ToleGr99,fumbles_rec_td,0,,,,,
player,201310060clt,clt,ToleGr99,fumbles_forced,0,,,,,
player,201310060clt,clt,BethAn20,def_int,0,,,,,
player,201310060clt,clt,BethAn20,def_int_yds,0,,,,,
player,201310060clt,clt,BethAn20,def_int_td,0,,,,,
player,201310060clt,clt,BethAn20,def_int_long,0,,,,,
player,201310060clt,clt,BethAn20,pass_defended,0,,,,,
player,201310060clt,clt,BethAn20,sacks,0.0,,,,,
player,201310060clt,clt,BethAn20,tackles_combined,6,,,,,
player,201310060clt,clt,BethAn20,tackles_solo,3,,,,,
player,201310060clt,clt,BethAn20,tackles_assists,3,,,,,
player,201310060clt,clt,BethAn20,tackles_loss,1,,,,,
player,201310060clt,clt,BethAn20,qb_hits,0,,,,,
player,201310060clt,clt,BethAn20,fumbles_rec,0,,,,,
player,201310060clt,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201310060clt,clt,BethAn20,fumbles_forced,0,,,,,
player,201310060clt,clt,ConnKa99,def_int,0,,,,,
player,201310060clt,clt,ConnKa99,def_int_yds,0,,,,,
player,201310060clt,clt,ConnKa99,def_int_td,0,,,,,
player,201310060clt,clt,ConnKa99,def_int_long,0,,,,,
player,201310060clt,clt,ConnKa99,pass_defended,0,,,,,
player,201310060clt,clt,ConnKa99,sacks,0.0,,,,,
player,201310060clt,clt,ConnKa99,tackles_combined,5,,,,,
player,201310060clt,clt,ConnKa99,tackles_solo,4,,,,,
player,201310060clt,clt,ConnKa99,tackles_assists,1,,,,,
player,201310060clt,clt,ConnKa99,tackles_loss,0,,,,,
player,201310060clt,clt,ConnKa99,qb_hits,0,,,,,
player,201310060clt,clt,ConnKa99,fumbles_rec,0,,,,,
player,201310060clt,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201310060clt,clt,ConnKa99,fumbles_forced,0,,,,,
player,201310060clt,clt,ReddCo20,def_int,0,,,,,
player,201310060clt,clt,ReddCo20,def_int_yds,0,,,,,
player,201310060clt,clt,ReddCo20,def_int_td,0,,,,,
player,201310060clt,clt,ReddCo20,def_int_long,0,,,,,
player,201310060clt,clt,ReddCo20,pass_defended,0,,,,,
player,201310060clt,clt,ReddCo20,sacks,0.0,,,,,
player,201310060clt,clt,ReddCo20,tackles_combined,5,,,,,
player,201310060clt,clt,ReddCo20,tackles_solo,1,,,,,
player,201310060clt,clt,ReddCo20,tackles_assists,4,,,,,
player,201310060clt,clt,ReddCo20,tackles_loss,0,,,,,
player,201310060clt,clt,ReddCo20,qb_hits,0,,,,,
player,201310060clt,clt,ReddCo20,fumbles_rec,0,,,,,
player,201310060clt,clt,ReddCo20,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,ReddCo20,fumbles_rec_td,0,,,,,
player,201310060clt,clt,ReddCo20,fumbles_forced,0,,,,,
player,201310060clt,clt,WaldEr99,def_int,0,,,,,
player,201310060clt,clt,WaldEr99,def_int_yds,0,,,,,
player,201310060clt,clt,WaldEr99,def_int_td,0,,,,,
player,201310060clt,clt,WaldEr99,def_int_long,0,,,,,
player,201310060clt,clt,WaldEr99,pass_defended,0,,,,,
player,201310060clt,clt,WaldEr99,sacks,0.0,,,,,
player,201310060clt,clt,WaldEr99,tackles_combined,4,,,,,
player,201310060clt,clt,WaldEr99,tackles_solo,3,,,,,
player,201310060clt,clt,WaldEr99,tackles_assists,1,,,,,
player,201310060clt,clt,WaldEr99,tackles_loss,0,,,,,
player,201310060clt,clt,WaldEr99,qb_hits,1,,,,,
player,201310060clt,clt,WaldEr99,fumbles_rec,1,,,,,
player,201310060clt,clt,WaldEr99,fumbles_rec_yds,10,,,,,
player,201310060clt,clt,WaldEr99,fumbles_rec_td,0,,,,,
player,201310060clt,clt,WaldEr99,fumbles_forced,0,,,,,
player,201310060clt,clt,DaviVo99,def_int,0,,,,,
player,201310060clt,clt,DaviVo99,def_int_yds,0,,,,,
player,201310060clt,clt,DaviVo99,def_int_td,0,,,,,
player,201310060clt,clt,DaviVo99,def_int_long,0,,,,,
player,201310060clt,clt,DaviVo99,pass_defended,1,,,,,
player,201310060clt,clt,DaviVo99,sacks,0.0,,,,,
player,201310060clt,clt,DaviVo99,tackles_combined,3,,,,,
player,201310060clt,clt,DaviVo99,tackles_solo,3,,,,,
player,201310060clt,clt,DaviVo99,tackles_assists,0,,,,,
player,201310060clt,clt,DaviVo99,tackles_loss,0,,,,,
player,201310060clt,clt,DaviVo99,qb_hits,0,,,,,
player,201310060clt,clt,DaviVo99,fumbles_rec,0,,,,,
player,201310060clt,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201310060clt,clt,DaviVo99,fumbles_forced,0,,,,,
player,201310060clt,clt,GuyxLa00,def_int,0,,,,,
player,201310060clt,clt,GuyxLa00,def_int_yds,0,,,,,
player,201310060clt,clt,GuyxLa00,def_int_td,0,,,,,
player,201310060clt,clt,GuyxLa00,def_int_long,0,,,,,
player,201310060clt,clt,GuyxLa00,pass_defended,1,,,,,
player,201310060clt,clt,GuyxLa00,sacks,0.0,,,,,
player,201310060clt,clt,GuyxLa00,tackles_combined,3,,,,,
player,201310060clt,clt,GuyxLa00,tackles_solo,2,,,,,
player,201310060clt,clt,GuyxLa00,tackles_assists,1,,,,,
player,201310060clt,clt,GuyxLa00,tackles_loss,1,,,,,
player,201310060clt,clt,GuyxLa00,qb_hits,1,,,,,
player,201310060clt,clt,GuyxLa00,fumbles_rec,0,,,,,
player,201310060clt,clt,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,GuyxLa00,fumbles_rec_td,0,,,,,
player,201310060clt,clt,GuyxLa00,fumbles_forced,0,,,,,
player,201310060clt,clt,HoweDe00,def_int,0,,,,,
player,201310060clt,clt,HoweDe00,def_int_yds,0,,,,,
player,201310060clt,clt,HoweDe00,def_int_td,0,,,,,
player,201310060clt,clt,HoweDe00,def_int_long,0,,,,,
player,201310060clt,clt,HoweDe00,pass_defended,0,,,,,
player,201310060clt,clt,HoweDe00,sacks,0.0,,,,,
player,201310060clt,clt,HoweDe00,tackles_combined,3,,,,,
player,201310060clt,clt,HoweDe00,tackles_solo,2,,,,,
player,201310060clt,clt,HoweDe00,tackles_assists,1,,,,,
player,201310060clt,clt,HoweDe00,tackles_loss,0,,,,,
player,201310060clt,clt,HoweDe00,qb_hits,0,,,,,
player,201310060clt,clt,HoweDe00,fumbles_rec,0,,,,,
player,201310060clt,clt,HoweDe00,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,HoweDe00,fumbles_rec_td,0,,,,,
player,201310060clt,clt,HoweDe00,fumbles_forced,0,,,,,
player,201310060clt,clt,JohnCa01,def_int,0,,,,,
player,201310060clt,clt,JohnCa01,def_int_yds,0,,,,,
player,201310060clt,clt,JohnCa01,def_int_td,0,,,,,
player,201310060clt,clt,JohnCa01,def_int_long,0,,,,,
player,201310060clt,clt,JohnCa01,pass_defended,0,,,,,
player,201310060clt,clt,JohnCa01,sacks,0.0,,,,,
player,201310060clt,clt,JohnCa01,tackles_combined,2,,,,,
player,201310060clt,clt,JohnCa01,tackles_solo,2,,,,,
player,201310060clt,clt,JohnCa01,tackles_assists,0,,,,,
player,201310060clt,clt,JohnCa01,tackles_loss,0,,,,,
player,201310060clt,clt,JohnCa01,qb_hits,0,,,,,
player,201310060clt,clt,JohnCa01,fumbles_rec,0,,,,,
player,201310060clt,clt,JohnCa01,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,JohnCa01,fumbles_rec_td,0,,,,,
player,201310060clt,clt,JohnCa01,fumbles_forced,0,,,,,
player,201310060clt,clt,MoalFi99,def_int,0,,,,,
player,201310060clt,clt,MoalFi99,def_int_yds,0,,,,,
player,201310060clt,clt,MoalFi99,def_int_td,0,,,,,
player,201310060clt,clt,MoalFi99,def_int_long,0,,,,,
player,201310060clt,clt,MoalFi99,pass_defended,0,,,,,
player,201310060clt,clt,MoalFi99,sacks,0.0,,,,,
player,201310060clt,clt,MoalFi99,tackles_combined,2,,,,,
player,201310060clt,clt,MoalFi99,tackles_solo,0,,,,,
player,201310060clt,clt,MoalFi99,tackles_assists,2,,,,,
player,201310060clt,clt,MoalFi99,tackles_loss,0,,,,,
player,201310060clt,clt,MoalFi99,qb_hits,0,,,,,
player,201310060clt,clt,MoalFi99,fumbles_rec,0,,,,,
player,201310060clt,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201310060clt,clt,MoalFi99,fumbles_forced,0,,,,,
player,201310060clt,clt,AngePa99,def_int,0,,,,,
player,201310060clt,clt,AngePa99,def_int_yds,0,,,,,
player,201310060clt,clt,AngePa99,def_int_td,0,,,,,
player,201310060clt,clt,AngePa99,def_int_long,0,,,,,
player,201310060clt,clt,AngePa99,pass_defended,0,,,,,
player,201310060clt,clt,AngePa99,sacks,0.0,,,,,
player,201310060clt,clt,AngePa99,tackles_combined,1,,,,,
player,201310060clt,clt,AngePa99,tackles_solo,0,,,,,
player,201310060clt,clt,AngePa99,tackles_assists,1,,,,,
player,201310060clt,clt,AngePa99,tackles_loss,0,,,,,
player,201310060clt,clt,AngePa99,qb_hits,0,,,,,
player,201310060clt,clt,AngePa99,fumbles_rec,0,,,,,
player,201310060clt,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201310060clt,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201310060clt,clt,AngePa99,fumbles_forced,0,,,,,
player,201310060clt,clt,FranAu20,def_int,0,,,,,
player,201310060clt,clt,FranAu20,def_int_yds,0,,,,,
player,201310060clt,clt,FranAu20,def_int_td,0,,,,,
player,201310060clt,clt,FranAu20,def_int_long,0,,,,,
player,201310060clt,clt,FranAu20,pass_defended,0,,,,,
