game,2013,16,20131222,201312220det,nyg,"New York Giants",23,det,"Detroit Lions",20
player,201312220det,nyg,CoxxMi00,pass_cmp,0,,,,,
player,201312220det,nyg,CoxxMi00,pass_att,0,,,,,
player,201312220det,nyg,CoxxMi00,pass_yds,0,,,,,
player,201312220det,nyg,CoxxMi00,pass_td,0,,,,,
player,201312220det,nyg,CoxxMi00,pass_int,0,,,,,
player,201312220det,nyg,CoxxMi00,pass_sacked,0,,,,,
player,201312220det,nyg,CoxxMi00,pass_sacked_yds,0,,,,,
player,201312220det,nyg,CoxxMi00,pass_long,0,,,,,
player,201312220det,nyg,CoxxMi00,pass_rating,,,,,,
player,201312220det,nyg,CoxxMi00,rush_att,2,,,,,
player,201312220det,nyg,CoxxMi00,rush_yds,1,,,,,
player,201312220det,nyg,CoxxMi00,rush_td,0,,,,,
player,201312220det,nyg,CoxxMi00,rush_long,1,,,,,
player,201312220det,nyg,CoxxMi00,targets,0,,,,,
player,201312220det,nyg,CoxxMi00,rec,0,,,,,
player,201312220det,nyg,CoxxMi00,rec_yds,0,,,,,
player,201312220det,nyg,CoxxMi00,rec_td,0,,,,,
player,201312220det,nyg,CoxxMi00,rec_long,0,,,,,
player,201312220det,nyg,CoxxMi00,fumbles,0,,,,,
player,201312220det,nyg,CoxxMi00,fumbles_lost,0,,,,,
player,201312220det,nyg,JernJe00,pass_cmp,0,,,,,
player,201312220det,nyg,JernJe00,pass_att,0,,,,,
player,201312220det,nyg,JernJe00,pass_yds,0,,,,,
player,201312220det,nyg,JernJe00,pass_td,0,,,,,
player,201312220det,nyg,JernJe00,pass_int,0,,,,,
player,201312220det,nyg,JernJe00,pass_sacked,0,,,,,
player,201312220det,nyg,JernJe00,pass_sacked_yds,0,,,,,
player,201312220det,nyg,JernJe00,pass_long,0,,,,,
player,201312220det,nyg,JernJe00,pass_rating,,,,,,
player,201312220det,nyg,JernJe00,rush_att,0,,,,,
player,201312220det,nyg,JernJe00,rush_yds,0,,,,,
player,201312220det,nyg,JernJe00,rush_td,0,,,,,
player,201312220det,nyg,JernJe00,rush_long,0,,,,,
player,201312220det,nyg,JernJe00,targets,12,,,,,
player,201312220det,nyg,JernJe00,rec,6,,,,,
player,201312220det,nyg,JernJe00,rec_yds,80,,,,,
player,201312220det,nyg,JernJe00,rec_td,1,,,,,
player,201312220det,nyg,JernJe00,rec_long,20,,,,,
player,201312220det,nyg,JernJe00,fumbles,0,,,,,
player,201312220det,nyg,JernJe00,fumbles_lost,0,,,,,
player,201312220det,nyg,MyerBr00,pass_cmp,0,,,,,
player,201312220det,nyg,MyerBr00,pass_att,0,,,,,
player,201312220det,nyg,MyerBr00,pass_yds,0,,,,,
player,201312220det,nyg,MyerBr00,pass_td,0,,,,,
player,201312220det,nyg,MyerBr00,pass_int,0,,,,,
player,201312220det,nyg,MyerBr00,pass_sacked,0,,,,,
player,201312220det,nyg,MyerBr00,pass_sacked_yds,0,,,,,
player,201312220det,nyg,MyerBr00,pass_long,0,,,,,
player,201312220det,nyg,MyerBr00,pass_rating,,,,,,
player,201312220det,nyg,MyerBr00,rush_att,0,,,,,
player,201312220det,nyg,MyerBr00,rush_yds,0,,,,,
player,201312220det,nyg,MyerBr00,rush_td,0,,,,,
player,201312220det,nyg,MyerBr00,rush_long,0,,,,,
player,201312220det,nyg,MyerBr00,targets,7,,,,,
player,201312220det,nyg,MyerBr00,rec,4,,,,,
player,201312220det,nyg,MyerBr00,rec_yds,53,,,,,
player,201312220det,nyg,MyerBr00,rec_td,0,,,,,
player,201312220det,nyg,MyerBr00,rec_long,25,,,,,
player,201312220det,nyg,MyerBr00,fumbles,0,,,,,
player,201312220det,nyg,MyerBr00,fumbles_lost,0,,,,,
player,201312220det,nyg,NickHa01,pass_cmp,0,,,,,
player,201312220det,nyg,NickHa01,pass_att,0,,,,,
player,201312220det,nyg,NickHa01,pass_yds,0,,,,,
player,201312220det,nyg,NickHa01,pass_td,0,,,,,
player,201312220det,nyg,NickHa01,pass_int,0,,,,,
player,201312220det,nyg,NickHa01,pass_sacked,0,,,,,
player,201312220det,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201312220det,nyg,NickHa01,pass_long,0,,,,,
player,201312220det,nyg,NickHa01,pass_rating,,,,,,
player,201312220det,nyg,NickHa01,rush_att,0,,,,,
player,201312220det,nyg,NickHa01,rush_yds,0,,,,,
player,201312220det,nyg,NickHa01,rush_td,0,,,,,
player,201312220det,nyg,NickHa01,rush_long,0,,,,,
player,201312220det,nyg,NickHa01,targets,7,,,,,
player,201312220det,nyg,NickHa01,rec,4,,,,,
player,201312220det,nyg,NickHa01,rec_yds,52,,,,,
player,201312220det,nyg,NickHa01,rec_td,0,,,,,
player,201312220det,nyg,NickHa01,rec_long,16,,,,,
player,201312220det,nyg,NickHa01,fumbles,0,,,,,
player,201312220det,nyg,NickHa01,fumbles_lost,0,,,,,
player,201312220det,nyg,RandRu00,pass_cmp,0,,,,,
player,201312220det,nyg,RandRu00,pass_att,0,,,,,
player,201312220det,nyg,RandRu00,pass_yds,0,,,,,
player,201312220det,nyg,RandRu00,pass_td,0,,,,,
player,201312220det,nyg,RandRu00,pass_int,0,,,,,
player,201312220det,nyg,RandRu00,pass_sacked,0,,,,,
player,201312220det,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201312220det,nyg,RandRu00,pass_long,0,,,,,
player,201312220det,nyg,RandRu00,pass_rating,,,,,,
player,201312220det,nyg,RandRu00,rush_att,0,,,,,
player,201312220det,nyg,RandRu00,rush_yds,0,,,,,
player,201312220det,nyg,RandRu00,rush_td,0,,,,,
player,201312220det,nyg,RandRu00,rush_long,0,,,,,
player,201312220det,nyg,RandRu00,targets,9,,,,,
player,201312220det,nyg,RandRu00,rec,4,,,,,
player,201312220det,nyg,RandRu00,rec_yds,40,,,,,
player,201312220det,nyg,RandRu00,rec_td,0,,,,,
player,201312220det,nyg,RandRu00,rec_long,26,,,,,
player,201312220det,nyg,RandRu00,fumbles,0,,,,,
player,201312220det,nyg,RandRu00,fumbles_lost,0,,,,,
player,201312220det,nyg,MurpLo00,pass_cmp,0,,,,,
player,201312220det,nyg,MurpLo00,pass_att,0,,,,,
player,201312220det,nyg,MurpLo00,pass_yds,0,,,,,
player,201312220det,nyg,MurpLo00,pass_td,0,,,,,
player,201312220det,nyg,MurpLo00,pass_int,0,,,,,
player,201312220det,nyg,MurpLo00,pass_sacked,0,,,,,
player,201312220det,nyg,MurpLo00,pass_sacked_yds,0,,,,,
player,201312220det,nyg,MurpLo00,pass_long,0,,,,,
player,201312220det,nyg,MurpLo00,pass_rating,,,,,,
player,201312220det,nyg,MurpLo00,rush_att,0,,,,,
player,201312220det,nyg,MurpLo00,rush_yds,0,,,,,
player,201312220det,nyg,MurpLo00,rush_td,0,,,,,
player,201312220det,nyg,MurpLo00,rush_long,0,,,,,
player,201312220det,nyg,MurpLo00,targets,2,,,,,
player,201312220det,nyg,MurpLo00,rec,2,,,,,
player,201312220det,nyg,MurpLo00,rec_yds,10,,,,,
player,201312220det,nyg,MurpLo00,rec_td,0,,,,,
player,201312220det,nyg,MurpLo00,rec_long,5,,,,,
player,201312220det,nyg,MurpLo00,fumbles,0,,,,,
player,201312220det,nyg,MurpLo00,fumbles_lost,0,,,,,
player,201312220det,det,StafMa00,pass_cmp,25,,,,,
player,201312220det,det,StafMa00,pass_att,42,,,,,
player,201312220det,det,StafMa00,pass_yds,222,,,,,
player,201312220det,det,StafMa00,pass_td,0,,,,,
player,201312220det,det,StafMa00,pass_int,2,,,,,
player,201312220det,det,StafMa00,pass_sacked,2,,,,,
player,201312220det,det,StafMa00,pass_sacked_yds,15,,,,,
player,201312220det,det,StafMa00,pass_long,17,,,,,
player,201312220det,det,StafMa00,pass_rating,53.9,,,,,
player,201312220det,det,StafMa00,rush_att,1,,,,,
player,201312220det,det,StafMa00,rush_yds,-1,,,,,
player,201312220det,det,StafMa00,rush_td,0,,,,,
player,201312220det,det,StafMa00,rush_long,-1,,,,,
player,201312220det,det,StafMa00,targets,0,,,,,
player,201312220det,det,StafMa00,rec,0,,,,,
player,201312220det,det,StafMa00,rec_yds,0,,,,,
player,201312220det,det,StafMa00,rec_td,0,,,,,
player,201312220det,det,StafMa00,rec_long,0,,,,,
player,201312220det,det,StafMa00,fumbles,0,,,,,
player,201312220det,det,StafMa00,fumbles_lost,0,,,,,
player,201312220det,det,BellJo01,pass_cmp,0,,,,,
player,201312220det,det,BellJo01,pass_att,0,,,,,
player,201312220det,det,BellJo01,pass_yds,0,,,,,
player,201312220det,det,BellJo01,pass_td,0,,,,,
player,201312220det,det,BellJo01,pass_int,0,,,,,
player,201312220det,det,BellJo01,pass_sacked,0,,,,,
player,201312220det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201312220det,det,BellJo01,pass_long,0,,,,,
player,201312220det,det,BellJo01,pass_rating,,,,,,
player,201312220det,det,BellJo01,rush_att,20,,,,,
player,201312220det,det,BellJo01,rush_yds,91,,,,,
player,201312220det,det,BellJo01,rush_td,1,,,,,
player,201312220det,det,BellJo01,rush_long,16,,,,,
player,201312220det,det,BellJo01,targets,10,,,,,
player,201312220det,det,BellJo01,rec,10,,,,,
player,201312220det,det,BellJo01,rec_yds,63,,,,,
player,201312220det,det,BellJo01,rec_td,0,,,,,
player,201312220det,det,BellJo01,rec_long,14,,,,,
player,201312220det,det,BellJo01,fumbles,0,,,,,
player,201312220det,det,BellJo01,fumbles_lost,0,,,,,
player,201312220det,det,BushRe00,pass_cmp,0,,,,,
player,201312220det,det,BushRe00,pass_att,0,,,,,
player,201312220det,det,BushRe00,pass_yds,0,,,,,
player,201312220det,det,BushRe00,pass_td,0,,,,,
player,201312220det,det,BushRe00,pass_int,0,,,,,
player,201312220det,det,BushRe00,pass_sacked,0,,,,,
player,201312220det,det,BushRe00,pass_sacked_yds,0,,,,,
player,201312220det,det,BushRe00,pass_long,0,,,,,
player,201312220det,det,BushRe00,pass_rating,,,,,,
player,201312220det,det,BushRe00,rush_att,12,,,,,
player,201312220det,det,BushRe00,rush_yds,34,,,,,
player,201312220det,det,BushRe00,rush_td,0,,,,,
player,201312220det,det,BushRe00,rush_long,6,,,,,
player,201312220det,det,BushRe00,targets,4,,,,,
player,201312220det,det,BushRe00,rec,2,,,,,
player,201312220det,det,BushRe00,rec_yds,10,,,,,
player,201312220det,det,BushRe00,rec_td,0,,,,,
player,201312220det,det,BushRe00,rec_long,8,,,,,
player,201312220det,det,BushRe00,fumbles,1,,,,,
player,201312220det,det,BushRe00,fumbles_lost,1,,,,,
player,201312220det,det,RossJe01,pass_cmp,0,,,,,
player,201312220det,det,RossJe01,pass_att,0,,,,,
player,201312220det,det,RossJe01,pass_yds,0,,,,,
player,201312220det,det,RossJe01,pass_td,0,,,,,
player,201312220det,det,RossJe01,pass_int,0,,,,,
player,201312220det,det,RossJe01,pass_sacked,0,,,,,
player,201312220det,det,RossJe01,pass_sacked_yds,0,,,,,
player,201312220det,det,RossJe01,pass_long,0,,,,,
player,201312220det,det,RossJe01,pass_rating,,,,,,
player,201312220det,det,RossJe01,rush_att,1,,,,,
player,201312220det,det,RossJe01,rush_yds,16,,,,,
player,201312220det,det,RossJe01,rush_td,0,,,,,
player,201312220det,det,RossJe01,rush_long,16,,,,,
player,201312220det,det,RossJe01,targets,0,,,,,
player,201312220det,det,RossJe01,rec,0,,,,,
player,201312220det,det,RossJe01,rec_yds,0,,,,,
player,201312220det,det,RossJe01,rec_td,0,,,,,
player,201312220det,det,RossJe01,rec_long,0,,,,,
player,201312220det,det,RossJe01,fumbles,0,,,,,
player,201312220det,det,RossJe01,fumbles_lost,0,,,,,
player,201312220det,det,RiddTh00,pass_cmp,0,,,,,
player,201312220det,det,RiddTh00,pass_att,0,,,,,
player,201312220det,det,RiddTh00,pass_yds,0,,,,,
player,201312220det,det,RiddTh00,pass_td,0,,,,,
player,201312220det,det,RiddTh00,pass_int,0,,,,,
player,201312220det,det,RiddTh00,pass_sacked,0,,,,,
player,201312220det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201312220det,det,RiddTh00,pass_long,0,,,,,
player,201312220det,det,RiddTh00,pass_rating,,,,,,
player,201312220det,det,RiddTh00,rush_att,2,,,,,
player,201312220det,det,RiddTh00,rush_yds,8,,,,,
player,201312220det,det,RiddTh00,rush_td,1,,,,,
player,201312220det,det,RiddTh00,rush_long,6,,,,,
player,201312220det,det,RiddTh00,targets,0,,,,,
player,201312220det,det,RiddTh00,rec,0,,,,,
player,201312220det,det,RiddTh00,rec_yds,0,,,,,
player,201312220det,det,RiddTh00,rec_td,0,,,,,
player,201312220det,det,RiddTh00,rec_long,0,,,,,
player,201312220det,det,RiddTh00,fumbles,0,,,,,
player,201312220det,det,RiddTh00,fumbles_lost,0,,,,,
player,201312220det,det,FaurJo00,pass_cmp,0,,,,,
player,201312220det,det,FaurJo00,pass_att,0,,,,,
player,201312220det,det,FaurJo00,pass_yds,0,,,,,
player,201312220det,det,FaurJo00,pass_td,0,,,,,
player,201312220det,det,FaurJo00,pass_int,0,,,,,
player,201312220det,det,FaurJo00,pass_sacked,0,,,,,
player,201312220det,det,FaurJo00,pass_sacked_yds,0,,,,,
player,201312220det,det,FaurJo00,pass_long,0,,,,,
player,201312220det,det,FaurJo00,pass_rating,,,,,,
player,201312220det,det,FaurJo00,rush_att,0,,,,,
player,201312220det,det,FaurJo00,rush_yds,0,,,,,
player,201312220det,det,FaurJo00,rush_td,0,,,,,
player,201312220det,det,FaurJo00,rush_long,0,,,,,
player,201312220det,det,FaurJo00,targets,7,,,,,
player,201312220det,det,FaurJo00,rec,3,,,,,
player,201312220det,det,FaurJo00,rec_yds,43,,,,,
player,201312220det,det,FaurJo00,rec_td,0,,,,,
player,201312220det,det,FaurJo00,rec_long,17,,,,,
player,201312220det,det,FaurJo00,fumbles,0,,,,,
player,201312220det,det,FaurJo00,fumbles_lost,0,,,,,
player,201312220det,det,JohnCa00,pass_cmp,0,,,,,
player,201312220det,det,JohnCa00,pass_att,0,,,,,
player,201312220det,det,JohnCa00,pass_yds,0,,,,,
player,201312220det,det,JohnCa00,pass_td,0,,,,,
player,201312220det,det,JohnCa00,pass_int,0,,,,,
player,201312220det,det,JohnCa00,pass_sacked,0,,,,,
player,201312220det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201312220det,det,JohnCa00,pass_long,0,,,,,
player,201312220det,det,JohnCa00,pass_rating,,,,,,
player,201312220det,det,JohnCa00,rush_att,0,,,,,
player,201312220det,det,JohnCa00,rush_yds,0,,,,,
player,201312220det,det,JohnCa00,rush_td,0,,,,,
player,201312220det,det,JohnCa00,rush_long,0,,,,,
player,201312220det,det,JohnCa00,targets,4,,,,,
player,201312220det,det,JohnCa00,rec,3,,,,,
player,201312220det,det,JohnCa00,rec_yds,43,,,,,
player,201312220det,det,JohnCa00,rec_td,0,,,,,
player,201312220det,det,JohnCa00,rec_long,17,,,,,
player,201312220det,det,JohnCa00,fumbles,0,,,,,
player,201312220det,det,JohnCa00,fumbles_lost,0,,,,,
player,201312220det,det,OgleKe00,pass_cmp,0,,,,,
player,201312220det,det,OgleKe00,pass_att,0,,,,,
player,201312220det,det,OgleKe00,pass_yds,0,,,,,
player,201312220det,det,OgleKe00,pass_td,0,,,,,
player,201312220det,det,OgleKe00,pass_int,0,,,,,
player,201312220det,det,OgleKe00,pass_sacked,0,,,,,
player,201312220det,det,OgleKe00,pass_sacked_yds,0,,,,,
player,201312220det,det,OgleKe00,pass_long,0,,,,,
player,201312220det,det,OgleKe00,pass_rating,,,,,,
player,201312220det,det,OgleKe00,rush_att,0,,,,,
player,201312220det,det,OgleKe00,rush_yds,0,,,,,
player,201312220det,det,OgleKe00,rush_td,0,,,,,
player,201312220det,det,OgleKe00,rush_long,0,,,,,
player,201312220det,det,OgleKe00,targets,4,,,,,
player,201312220det,det,OgleKe00,rec,2,,,,,
player,201312220det,det,OgleKe00,rec_yds,29,,,,,
player,201312220det,det,OgleKe00,rec_td,0,,,,,
player,201312220det,det,OgleKe00,rec_long,16,,,,,
player,201312220det,det,OgleKe00,fumbles,0,,,,,
player,201312220det,det,OgleKe00,fumbles_lost,0,,,,,
player,201312220det,det,DurhKr00,pass_cmp,0,,,,,
player,201312220det,det,DurhKr00,pass_att,0,,,,,
player,201312220det,det,DurhKr00,pass_yds,0,,,,,
player,201312220det,det,DurhKr00,pass_td,0,,,,,
player,201312220det,det,DurhKr00,pass_int,0,,,,,
player,201312220det,det,DurhKr00,pass_sacked,0,,,,,
player,201312220det,det,DurhKr00,pass_sacked_yds,0,,,,,
player,201312220det,det,DurhKr00,pass_long,0,,,,,
player,201312220det,det,DurhKr00,pass_rating,,,,,,
player,201312220det,det,DurhKr00,rush_att,0,,,,,
player,201312220det,det,DurhKr00,rush_yds,0,,,,,
player,201312220det,det,DurhKr00,rush_td,0,,,,,
player,201312220det,det,DurhKr00,rush_long,0,,,,,
player,201312220det,det,DurhKr00,targets,7,,,,,
player,201312220det,det,DurhKr00,rec,2,,,,,
player,201312220det,det,DurhKr00,rec_yds,14,,,,,
player,201312220det,det,DurhKr00,rec_td,0,,,,,
player,201312220det,det,DurhKr00,rec_long,8,,,,,
player,201312220det,det,DurhKr00,fumbles,0,,,,,
player,201312220det,det,DurhKr00,fumbles_lost,0,,,,,
player,201312220det,det,BurlNa00,pass_cmp,0,,,,,
player,201312220det,det,BurlNa00,pass_att,0,,,,,
player,201312220det,det,BurlNa00,pass_yds,0,,,,,
player,201312220det,det,BurlNa00,pass_td,0,,,,,
player,201312220det,det,BurlNa00,pass_int,0,,,,,
player,201312220det,det,BurlNa00,pass_sacked,0,,,,,
player,201312220det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201312220det,det,BurlNa00,pass_long,0,,,,,
player,201312220det,det,BurlNa00,pass_rating,,,,,,
player,201312220det,det,BurlNa00,rush_att,0,,,,,
player,201312220det,det,BurlNa00,rush_yds,0,,,,,
player,201312220det,det,BurlNa00,rush_td,0,,,,,
player,201312220det,det,BurlNa00,rush_long,0,,,,,
player,201312220det,det,BurlNa00,targets,2,,,,,
player,201312220det,det,BurlNa00,rec,2,,,,,
player,201312220det,det,BurlNa00,rec_yds,12,,,,,
player,201312220det,det,BurlNa00,rec_td,0,,,,,
player,201312220det,det,BurlNa00,rec_long,6,,,,,
player,201312220det,det,BurlNa00,fumbles,0,,,,,
player,201312220det,det,BurlNa00,fumbles_lost,0,,,,,
player,201312220det,det,DickDo00,pass_cmp,0,,,,,
player,201312220det,det,DickDo00,pass_att,0,,,,,
player,201312220det,det,DickDo00,pass_yds,0,,,,,
player,201312220det,det,DickDo00,pass_td,0,,,,,
player,201312220det,det,DickDo00,pass_int,0,,,,,
player,201312220det,det,DickDo00,pass_sacked,0,,,,,
player,201312220det,det,DickDo00,pass_sacked_yds,0,,,,,
player,201312220det,det,DickDo00,pass_long,0,,,,,
player,201312220det,det,DickDo00,pass_rating,,,,,,
player,201312220det,det,DickDo00,rush_att,0,,,,,
player,201312220det,det,DickDo00,rush_yds,0,,,,,
player,201312220det,det,DickDo00,rush_td,0,,,,,
player,201312220det,det,DickDo00,rush_long,0,,,,,
player,201312220det,det,DickDo00,targets,3,,,,,
player,201312220det,det,DickDo00,rec,1,,,,,
player,201312220det,det,DickDo00,rec_yds,8,,,,,
player,201312220det,det,DickDo00,rec_td,0,,,,,
player,201312220det,det,DickDo00,rec_long,8,,,,,
player,201312220det,det,DickDo00,fumbles,0,,,,,
player,201312220det,det,DickDo00,fumbles_lost,0,,,,,
player,201312220det,nyg,HillWi01,def_int,1,,,,,
player,201312220det,nyg,HillWi01,def_int_yds,38,,,,,
player,201312220det,nyg,HillWi01,def_int_td,1,,,,,
player,201312220det,nyg,HillWi01,def_int_long,38,,,,,
player,201312220det,nyg,HillWi01,pass_defended,1,,,,,
player,201312220det,nyg,HillWi01,sacks,0.0,,,,,
player,201312220det,nyg,HillWi01,tackles_combined,11,,,,,
player,201312220det,nyg,HillWi01,tackles_solo,6,,,,,
player,201312220det,nyg,HillWi01,tackles_assists,5,,,,,
player,201312220det,nyg,HillWi01,tackles_loss,0,,,,,
player,201312220det,nyg,HillWi01,qb_hits,0,,,,,
player,201312220det,nyg,HillWi01,fumbles_rec,0,,,,,
player,201312220det,nyg,HillWi01,fumbles_rec_yds,0,,,,,
player,201312220det,nyg,HillWi01,fumbles_rec_td,0,,,,,
player,201312220det,nyg,HillWi01,fumbles_forced,0,,,,,
player,201312220det,nyg,TuckJu20,def_int,1,,,,,
player,201312220det,nyg,TuckJu20,def_int_yds,-2,,,,,
player,201312220det,nyg,TuckJu20,def_int_td,0,,,,,
player,201312220det,nyg,TuckJu20,def_int_long,-2,,,,,
player,201312220det,nyg,TuckJu20,pass_defended,1,,,,,
player,201312220det,nyg,TuckJu20,sacks,0.0,,,,,
player,201312220det,nyg,TuckJu20,tackles_combined,2,,,,,
player,201312220det,nyg,TuckJu20,tackles_solo,2,,,,,
player,201312220det,nyg,TuckJu20,tackles_assists,0,,,,,
player,201312220det,nyg,TuckJu20,tackles_loss,0,,,,,
player,201312220det,nyg,TuckJu20,qb_hits,0,,,,,
player,201312220det,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201312220det,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201312220det,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201312220det,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201312220det,nyg,KiwaMa20,def_int,0,,,,,
player,201312220det,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201312220det,nyg,KiwaMa20,def_int_td,0,,,,,
player,201312220det,nyg,KiwaMa20,def_int_long,0,,,,,
player,201312220det,nyg,KiwaMa20,pass_defended,1,,,,,
player,201312220det,nyg,KiwaMa20,sacks,2.0,,,,,
player,201312220det,nyg,KiwaMa20,tackles_combined,6,,,,,
player,201312220det,nyg,KiwaMa20,tackles_solo,4,,,,,
player,201312220det,nyg,KiwaMa20,tackles_assists,2,,,,,
player,201312220det,nyg,KiwaMa20,tackles_loss,2,,,,,
player,201312220det,nyg,KiwaMa20,qb_hits,5,,,,,
player,201312220det,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201312220det,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201312220det,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201312220det,nyg,KiwaMa20,fumbles_forced,1,,,,,
player,201312220det,nyg,BeasJo99,def_int,0,,,,,
player,201312220det,nyg,BeasJo99,def_int_yds,0,,,,,
player,201312220det,nyg,BeasJo99,def_int_td,0,,,,,
player,201312220det,nyg,BeasJo99,def_int_long,0,,,,,
player,201312220det,nyg,BeasJo99,pass_defended,0,,,,,
