game,2013,11,20131118,201311180car,nwe,"New England Patriots",20,car,"Carolina Panthers",24
player,201311180car,car,GanoGr44,xpa,3,,,,,
player,201311180car,car,GanoGr44,fgm,1,,,,,
player,201311180car,car,GanoGr44,fga,1,,,,,
player,201311180car,car,GanoGr44,punt,0,,,,,
player,201311180car,car,GanoGr44,punt_yds,0,,,,,
player,201311180car,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201311180car,car,GanoGr44,punt_long,0,,,,,
player,201311180car,car,NortBr00,xpm,,,,,,
player,201311180car,car,NortBr00,xpa,,,,,,
player,201311180car,car,NortBr00,fgm,,,,,,
player,201311180car,car,NortBr00,fga,,,,,,
player,201311180car,car,NortBr00,punt,2,,,,,
player,201311180car,car,NortBr00,punt_yds,87,,,,,
player,201311180car,car,NortBr00,punt_yds_per_punt,43.5,,,,,
player,201311180car,car,NortBr00,punt_long,50,,,,,
player,201311180car,car,WharTr20,pos,G,,,,,
player,201311180car,car,WharTr20,offense,57,,,,,
player,201311180car,car,WharTr20,off_pct,100%,,,,,
player,201311180car,car,WharTr20,defense,0,,,,,
player,201311180car,car,WharTr20,def_pct,0%,,,,,
player,201311180car,car,WharTr20,special_teams,4,,,,,
player,201311180car,car,WharTr20,st_pct,19%,,,,,
player,201311180car,car,GrosJo20,pos,T,,,,,
player,201311180car,car,GrosJo20,offense,57,,,,,
player,201311180car,car,GrosJo20,off_pct,100%,,,,,
player,201311180car,car,GrosJo20,defense,0,,,,,
player,201311180car,car,GrosJo20,def_pct,0%,,,,,
player,201311180car,car,GrosJo20,special_teams,4,,,,,
player,201311180car,car,GrosJo20,st_pct,19%,,,,,
player,201311180car,car,ChanNa00,pos,T,,,,,
player,201311180car,car,ChanNa00,offense,57,,,,,
player,201311180car,car,ChanNa00,off_pct,100%,,,,,
player,201311180car,car,ChanNa00,defense,0,,,,,
player,201311180car,car,ChanNa00,def_pct,0%,,,,,
player,201311180car,car,ChanNa00,special_teams,4,,,,,
player,201311180car,car,ChanNa00,st_pct,19%,,,,,
player,201311180car,car,OlseGr00,pos,TE,,,,,
player,201311180car,car,OlseGr00,offense,57,,,,,
player,201311180car,car,OlseGr00,off_pct,100%,,,,,
player,201311180car,car,OlseGr00,defense,0,,,,,
player,201311180car,car,OlseGr00,def_pct,0%,,,,,
player,201311180car,car,OlseGr00,special_teams,0,,,,,
player,201311180car,car,OlseGr00,st_pct,0%,,,,,
player,201311180car,car,NewtCa00,pos,QB,,,,,
player,201311180car,car,NewtCa00,offense,57,,,,,
player,201311180car,car,NewtCa00,off_pct,100%,,,,,
player,201311180car,car,NewtCa00,defense,0,,,,,
player,201311180car,car,NewtCa00,def_pct,0%,,,,,
player,201311180car,car,NewtCa00,special_teams,0,,,,,
player,201311180car,car,NewtCa00,st_pct,0%,,,,,
player,201311180car,car,KaliRy20,pos,C,,,,,
player,201311180car,car,KaliRy20,offense,57,,,,,
player,201311180car,car,KaliRy20,off_pct,100%,,,,,
player,201311180car,car,KaliRy20,defense,0,,,,,
player,201311180car,car,KaliRy20,def_pct,0%,,,,,
player,201311180car,car,KaliRy20,special_teams,0,,,,,
player,201311180car,car,KaliRy20,st_pct,0%,,,,,
player,201311180car,car,BellBy00,pos,T,,,,,
player,201311180car,car,BellBy00,offense,54,,,,,
player,201311180car,car,BellBy00,off_pct,95%,,,,,
player,201311180car,car,BellBy00,defense,0,,,,,
player,201311180car,car,BellBy00,def_pct,0%,,,,,
player,201311180car,car,BellBy00,special_teams,4,,,,,
player,201311180car,car,BellBy00,st_pct,19%,,,,,
player,201311180car,car,LaFeBr00,pos,WR,,,,,
player,201311180car,car,LaFeBr00,offense,52,,,,,
player,201311180car,car,LaFeBr00,off_pct,91%,,,,,
player,201311180car,car,LaFeBr00,defense,0,,,,,
player,201311180car,car,LaFeBr00,def_pct,0%,,,,,
player,201311180car,car,LaFeBr00,special_teams,0,,,,,
player,201311180car,car,LaFeBr00,st_pct,0%,,,,,
player,201311180car,car,SmitSt01,pos,WR,,,,,
player,201311180car,car,SmitSt01,offense,49,,,,,
player,201311180car,car,SmitSt01,off_pct,86%,,,,,
player,201311180car,car,SmitSt01,defense,0,,,,,
player,201311180car,car,SmitSt01,def_pct,0%,,,,,
player,201311180car,car,SmitSt01,special_teams,0,,,,,
player,201311180car,car,SmitSt01,st_pct,0%,,,,,
player,201311180car,car,TolbMi00,pos,FB,,,,,
player,201311180car,car,TolbMi00,offense,31,,,,,
player,201311180car,car,TolbMi00,off_pct,54%,,,,,
player,201311180car,car,TolbMi00,defense,0,,,,,
player,201311180car,car,TolbMi00,def_pct,0%,,,,,
player,201311180car,car,TolbMi00,special_teams,5,,,,,
player,201311180car,car,TolbMi00,st_pct,24%,,,,,
player,201311180car,car,GinnTe00,pos,WR,,,,,
player,201311180car,car,GinnTe00,offense,26,,,,,
player,201311180car,car,GinnTe00,off_pct,46%,,,,,
player,201311180car,car,GinnTe00,defense,0,,,,,
player,201311180car,car,GinnTe00,def_pct,0%,,,,,
player,201311180car,car,GinnTe00,special_teams,6,,,,,
player,201311180car,car,GinnTe00,st_pct,29%,,,,,
player,201311180car,car,BrocRi00,pos,TE,,,,,
player,201311180car,car,BrocRi00,offense,24,,,,,
player,201311180car,car,BrocRi00,off_pct,42%,,,,,
player,201311180car,car,BrocRi00,defense,0,,,,,
player,201311180car,car,BrocRi00,def_pct,0%,,,,,
player,201311180car,car,BrocRi00,special_teams,16,,,,,
player,201311180car,car,BrocRi00,st_pct,76%,,,,,
player,201311180car,car,WillDe02,pos,RB,,,,,
player,201311180car,car,WillDe02,offense,22,,,,,
player,201311180car,car,WillDe02,off_pct,39%,,,,,
player,201311180car,car,WillDe02,defense,0,,,,,
player,201311180car,car,WillDe02,def_pct,0%,,,,,
player,201311180car,car,WillDe02,special_teams,0,,,,,
player,201311180car,car,WillDe02,st_pct,0%,,,,,
player,201311180car,car,StewJo00,pos,RB,,,,,
player,201311180car,car,StewJo00,offense,13,,,,,
player,201311180car,car,StewJo00,off_pct,23%,,,,,
player,201311180car,car,StewJo00,defense,0,,,,,
player,201311180car,car,StewJo00,def_pct,0%,,,,,
player,201311180car,car,StewJo00,special_teams,0,,,,,
player,201311180car,car,StewJo00,st_pct,0%,,,,,
player,201311180car,car,WillBr04,pos,TE,,,,,
player,201311180car,car,WillBr04,offense,5,,,,,
player,201311180car,car,WillBr04,off_pct,9%,,,,,
player,201311180car,car,WillBr04,defense,0,,,,,
player,201311180car,car,WillBr04,def_pct,0%,,,,,
player,201311180car,car,WillBr04,special_teams,14,,,,,
player,201311180car,car,WillBr04,st_pct,67%,,,,,
player,201311180car,car,HixoDo00,pos,WR,,,,,
player,201311180car,car,HixoDo00,offense,5,,,,,
player,201311180car,car,HixoDo00,off_pct,9%,,,,,
player,201311180car,car,HixoDo00,defense,0,,,,,
player,201311180car,car,HixoDo00,def_pct,0%,,,,,
player,201311180car,car,HixoDo00,special_teams,2,,,,,
player,201311180car,car,HixoDo00,st_pct,10%,,,,,
player,201311180car,car,HangGe20,pos,G,,,,,
player,201311180car,car,HangGe20,offense,4,,,,,
player,201311180car,car,HangGe20,off_pct,7%,,,,,
player,201311180car,car,HangGe20,defense,0,,,,,
player,201311180car,car,HangGe20,def_pct,0%,,,,,
player,201311180car,car,HangGe20,special_teams,4,,,,,
player,201311180car,car,HangGe20,st_pct,19%,,,,,
player,201311180car,car,MitcMi99,pos,SS,,,,,
player,201311180car,car,MitcMi99,offense,0,,,,,
player,201311180car,car,MitcMi99,off_pct,0%,,,,,
player,201311180car,car,MitcMi99,defense,72,,,,,
player,201311180car,car,MitcMi99,def_pct,100%,,,,,
player,201311180car,car,MitcMi99,special_teams,5,,,,,
player,201311180car,car,MitcMi99,st_pct,24%,,,,,
player,201311180car,car,KuecLu00,pos,LB,,,,,
player,201311180car,car,KuecLu00,offense,0,,,,,
player,201311180car,car,KuecLu00,off_pct,0%,,,,,
player,201311180car,car,KuecLu00,defense,72,,,,,
player,201311180car,car,KuecLu00,def_pct,100%,,,,,
player,201311180car,car,KuecLu00,special_teams,5,,,,,
player,201311180car,car,KuecLu00,st_pct,24%,,,,,
player,201311180car,car,DaviTh20,pos,LB,,,,,
player,201311180car,car,DaviTh20,offense,0,,,,,
player,201311180car,car,DaviTh20,off_pct,0%,,,,,
player,201311180car,car,DaviTh20,defense,72,,,,,
player,201311180car,car,DaviTh20,def_pct,100%,,,,,
player,201311180car,car,DaviTh20,special_teams,1,,,,,
player,201311180car,car,DaviTh20,st_pct,5%,,,,,
player,201311180car,car,WhitMe00,pos,DB,,,,,
player,201311180car,car,WhitMe00,offense,0,,,,,
player,201311180car,car,WhitMe00,off_pct,0%,,,,,
player,201311180car,car,WhitMe00,defense,69,,,,,
player,201311180car,car,WhitMe00,def_pct,96%,,,,,
player,201311180car,car,WhitMe00,special_teams,5,,,,,
player,201311180car,car,WhitMe00,st_pct,24%,,,,,
player,201311180car,car,MunnCa99,pos,CB,,,,,
player,201311180car,car,MunnCa99,offense,0,,,,,
player,201311180car,car,MunnCa99,off_pct,0%,,,,,
player,201311180car,car,MunnCa99,defense,68,,,,,
player,201311180car,car,MunnCa99,def_pct,94%,,,,,
player,201311180car,car,MunnCa99,special_teams,5,,,,,
player,201311180car,car,MunnCa99,st_pct,24%,,,,,
player,201311180car,car,HardGr99,pos,DE,,,,,
player,201311180car,car,HardGr99,offense,0,,,,,
player,201311180car,car,HardGr99,off_pct,0%,,,,,
player,201311180car,car,HardGr99,defense,66,,,,,
player,201311180car,car,HardGr99,def_pct,92%,,,,,
player,201311180car,car,HardGr99,special_teams,4,,,,,
player,201311180car,car,HardGr99,st_pct,19%,,,,,
player,201311180car,car,FlorDr20,pos,CB,,,,,
player,201311180car,car,FlorDr20,offense,0,,,,,
player,201311180car,car,FlorDr20,off_pct,0%,,,,,
player,201311180car,car,FlorDr20,defense,51,,,,,
player,201311180car,car,FlorDr20,def_pct,71%,,,,,
player,201311180car,car,FlorDr20,special_teams,0,,,,,
player,201311180car,car,FlorDr20,st_pct,0%,,,,,
player,201311180car,car,LestRo01,pos,DB,,,,,
player,201311180car,car,LestRo01,offense,0,,,,,
player,201311180car,car,LestRo01,off_pct,0%,,,,,
player,201311180car,car,LestRo01,defense,44,,,,,
player,201311180car,car,LestRo01,def_pct,61%,,,,,
player,201311180car,car,LestRo01,special_teams,5,,,,,
player,201311180car,car,LestRo01,st_pct,24%,,,,,
player,201311180car,car,JohnCh98,pos,DE,,,,,
player,201311180car,car,JohnCh98,offense,0,,,,,
player,201311180car,car,JohnCh98,off_pct,0%,,,,,
player,201311180car,car,JohnCh98,defense,42,,,,,
player,201311180car,car,JohnCh98,def_pct,58%,,,,,
player,201311180car,car,JohnCh98,special_teams,1,,,,,
player,201311180car,car,JohnCh98,st_pct,5%,,,,,
player,201311180car,car,EdwaDw20,pos,DT,,,,,
player,201311180car,car,EdwaDw20,offense,0,,,,,
player,201311180car,car,EdwaDw20,off_pct,0%,,,,,
player,201311180car,car,EdwaDw20,defense,40,,,,,
player,201311180car,car,EdwaDw20,def_pct,56%,,,,,
player,201311180car,car,EdwaDw20,special_teams,4,,,,,
player,201311180car,car,EdwaDw20,st_pct,19%,,,,,
player,201311180car,car,LotuSt00,pos,DT,,,,,
player,201311180car,car,LotuSt00,offense,0,,,,,
player,201311180car,car,LotuSt00,off_pct,0%,,,,,
player,201311180car,car,LotuSt00,defense,34,,,,,
player,201311180car,car,LotuSt00,def_pct,47%,,,,,
player,201311180car,car,LotuSt00,special_teams,5,,,,,
player,201311180car,car,LotuSt00,st_pct,24%,,,,,
player,201311180car,car,ShorKa00,pos,DT,,,,,
player,201311180car,car,ShorKa00,offense,0,,,,,
player,201311180car,car,ShorKa00,off_pct,0%,,,,,
player,201311180car,car,ShorKa00,defense,29,,,,,
player,201311180car,car,ShorKa00,def_pct,40%,,,,,
player,201311180car,car,ShorKa00,special_teams,5,,,,,
player,201311180car,car,ShorKa00,st_pct,24%,,,,,
player,201311180car,car,KleiAJ00,pos,LB,,,,,
player,201311180car,car,KleiAJ00,offense,0,,,,,
player,201311180car,car,KleiAJ00,off_pct,0%,,,,,
player,201311180car,car,KleiAJ00,defense,28,,,,,
player,201311180car,car,KleiAJ00,def_pct,39%,,,,,
player,201311180car,car,KleiAJ00,special_teams,8,,,,,
player,201311180car,car,KleiAJ00,st_pct,38%,,,,,
player,201311180car,car,MikeQu20,pos,FS,,,,,
player,201311180car,car,MikeQu20,offense,0,,,,,
player,201311180car,car,MikeQu20,off_pct,0%,,,,,
player,201311180car,car,MikeQu20,defense,28,,,,,
player,201311180car,car,MikeQu20,def_pct,39%,,,,,
player,201311180car,car,MikeQu20,special_teams,5,,,,,
player,201311180car,car,MikeQu20,st_pct,24%,,,,,
player,201311180car,car,ColeCo20,pos,DT,,,,,
player,201311180car,car,ColeCo20,offense,0,,,,,
player,201311180car,car,ColeCo20,off_pct,0%,,,,,
player,201311180car,car,ColeCo20,defense,27,,,,,
player,201311180car,car,ColeCo20,def_pct,38%,,,,,
player,201311180car,car,ColeCo20,special_teams,0,,,,,
player,201311180car,car,ColeCo20,st_pct,0%,,,,,
player,201311180car,car,AddiMa00,pos,DE,,,,,
player,201311180car,car,AddiMa00,offense,0,,,,,
player,201311180car,car,AddiMa00,off_pct,0%,,,,,
player,201311180car,car,AddiMa00,defense,25,,,,,
player,201311180car,car,AddiMa00,def_pct,35%,,,,,
player,201311180car,car,AddiMa00,special_teams,11,,,,,
player,201311180car,car,AddiMa00,st_pct,52%,,,,,
player,201311180car,car,HortWe00,pos,DE,,,,,
player,201311180car,car,HortWe00,offense,0,,,,,
player,201311180car,car,HortWe00,off_pct,0%,,,,,
player,201311180car,car,HortWe00,defense,25,,,,,
player,201311180car,car,HortWe00,def_pct,35%,,,,,
player,201311180car,car,HortWe00,special_teams,4,,,,,
player,201311180car,car,HortWe00,st_pct,19%,,,,,
player,201311180car,car,WillJa95,pos,LB,,,,,
player,201311180car,car,WillJa95,offense,0,,,,,
player,201311180car,car,WillJa95,off_pct,0%,,,,,
player,201311180car,car,WillJa95,defense,0,,,,,
player,201311180car,car,WillJa95,def_pct,0%,,,,,
player,201311180car,car,WillJa95,special_teams,16,,,,,
player,201311180car,car,WillJa95,st_pct,76%,,,,,
player,201311180car,car,SennJo00,pos,LB,,,,,
player,201311180car,car,SennJo00,offense,0,,,,,
player,201311180car,car,SennJo00,off_pct,0%,,,,,
player,201311180car,car,SennJo00,defense,0,,,,,
player,201311180car,car,SennJo00,def_pct,0%,,,,,
player,201311180car,car,SennJo00,special_teams,16,,,,,
player,201311180car,car,SennJo00,st_pct,76%,,,,,
player,201311180car,car,ThomJo01,pos,CB,,,,,
player,201311180car,car,ThomJo01,offense,0,,,,,
player,201311180car,car,ThomJo01,off_pct,0%,,,,,
player,201311180car,car,ThomJo01,defense,0,,,,,
player,201311180car,car,ThomJo01,def_pct,0%,,,,,
player,201311180car,car,ThomJo01,special_teams,12,,,,,
player,201311180car,car,ThomJo01,st_pct,57%,,,,,
player,201311180car,car,JoneCo01,pos,FS,,,,,
player,201311180car,car,JoneCo01,offense,0,,,,,
player,201311180car,car,JoneCo01,off_pct,0%,,,,,
player,201311180car,car,JoneCo01,defense,0,,,,,
player,201311180car,car,JoneCo01,def_pct,0%,,,,,
player,201311180car,car,JoneCo01,special_teams,12,,,,,
player,201311180car,car,JoneCo01,st_pct,57%,,,,,
player,201311180car,car,GanoGr44,pos,K,,,,,
player,201311180car,car,GanoGr44,offense,0,,,,,
player,201311180car,car,GanoGr44,off_pct,0%,,,,,
player,201311180car,car,GanoGr44,defense,0,,,,,
player,201311180car,car,GanoGr44,def_pct,0%,,,,,
player,201311180car,car,GanoGr44,special_teams,9,,,,,
player,201311180car,car,GanoGr44,st_pct,43%,,,,,
player,201311180car,car,ConnDa99,pos,LB,,,,,
player,201311180car,car,ConnDa99,offense,0,,,,,
player,201311180car,car,ConnDa99,off_pct,0%,,,,,
player,201311180car,car,ConnDa99,defense,0,,,,,
player,201311180car,car,ConnDa99,def_pct,0%,,,,,
player,201311180car,car,ConnDa99,special_teams,7,,,,,
player,201311180car,car,ConnDa99,st_pct,33%,,,,,
player,201311180car,car,NortBr00,pos,P,,,,,
player,201311180car,car,NortBr00,offense,0,,,,,
player,201311180car,car,NortBr00,off_pct,0%,,,,,
player,201311180car,car,NortBr00,defense,0,,,,,
player,201311180car,car,NortBr00,def_pct,0%,,,,,
player,201311180car,car,NortBr00,special_teams,6,,,,,
player,201311180car,car,NortBr00,st_pct,29%,,,,,
player,201311180car,car,JansJ.00,pos,LS,,,,,
player,201311180car,car,JansJ.00,offense,0,,,,,
player,201311180car,car,JansJ.00,off_pct,0%,,,,,
player,201311180car,car,JansJ.00,defense,0,,,,,
player,201311180car,car,JansJ.00,def_pct,0%,,,,,
player,201311180car,car,JansJ.00,special_teams,6,,,,,
player,201311180car,car,JansJ.00,st_pct,29%,,,,,
player,201311180car,car,NormJo01,pos,CB,,,,,
player,201311180car,car,NormJo01,offense,0,,,,,
player,201311180car,car,NormJo01,off_pct,0%,,,,,
player,201311180car,car,NormJo01,defense,0,,,,,
player,201311180car,car,NormJo01,def_pct,0%,,,,,
player,201311180car,car,NormJo01,special_teams,5,,,,,
player,201311180car,car,NormJo01,st_pct,24%,,,,,
player,201311180car,car,FolkBr00,pos,C,,,,,
player,201311180car,car,FolkBr00,offense,0,,,,,
player,201311180car,car,FolkBr00,off_pct,0%,,,,,
player,201311180car,car,FolkBr00,defense,0,,,,,
player,201311180car,car,FolkBr00,def_pct,0%,,,,,
player,201311180car,car,FolkBr00,special_teams,5,,,,,
player,201311180car,car,FolkBr00,st_pct,24%,,,,,
player,201311180car,nwe,CannMa00,pos,T,,,,,
player,201311180car,nwe,CannMa00,offense,72,,,,,
player,201311180car,nwe,CannMa00,off_pct,100%,,,,,
player,201311180car,nwe,CannMa00,defense,0,,,,,
player,201311180car,nwe,CannMa00,def_pct,0%,,,,,
player,201311180car,nwe,CannMa00,special_teams,4,,,,,
player,201311180car,nwe,CannMa00,st_pct,19%,,,,,
player,201311180car,nwe,WendRy20,pos,C,,,,,
player,201311180car,nwe,WendRy20,offense,72,,,,,
player,201311180car,nwe,WendRy20,off_pct,100%,,,,,
player,201311180car,nwe,WendRy20,defense,0,,,,,
player,201311180car,nwe,WendRy20,def_pct,0%,,,,,
player,201311180car,nwe,WendRy20,special_teams,4,,,,,
player,201311180car,nwe,WendRy20,st_pct,19%,,,,,
player,201311180car,nwe,MankLo20,pos,G,,,,,
player,201311180car,nwe,MankLo20,offense,72,,,,,
player,201311180car,nwe,MankLo20,off_pct,100%,,,,,
player,201311180car,nwe,MankLo20,defense,0,,,,,
player,201311180car,nwe,MankLo20,def_pct,0%,,,,,
player,201311180car,nwe,MankLo20,special_teams,4,,,,,
player,201311180car,nwe,MankLo20,st_pct,19%,,,,,
player,201311180car,nwe,SoldNa00,pos,T,,,,,
player,201311180car,nwe,SoldNa00,offense,72,,,,,
player,201311180car,nwe,SoldNa00,off_pct,100%,,,,,
player,201311180car,nwe,SoldNa00,defense,0,,,,,
player,201311180car,nwe,SoldNa00,def_pct,0%,,,,,
player,201311180car,nwe,SoldNa00,special_teams,4,,,,,
player,201311180car,nwe,SoldNa00,st_pct,19%,,,,,
player,201311180car,nwe,BradTo00,pos,QB,,,,,
player,201311180car,nwe,BradTo00,offense,72,,,,,
player,201311180car,nwe,BradTo00,off_pct,100%,,,,,
player,201311180car,nwe,BradTo00,defense,0,,,,,
player,201311180car,nwe,BradTo00,def_pct,0%,,,,,
player,201311180car,nwe,BradTo00,special_teams,0,,,,,
player,201311180car,nwe,BradTo00,st_pct,0%,,,,,
player,201311180car,nwe,ConnDa21,pos,G,,,,,
player,201311180car,nwe,ConnDa21,offense,70,,,,,
player,201311180car,nwe,ConnDa21,off_pct,97%,,,,,
player,201311180car,nwe,ConnDa21,defense,0,,,,,
player,201311180car,nwe,ConnDa21,def_pct,0%,,,,,
player,201311180car,nwe,ConnDa21,special_teams,4,,,,,
player,201311180car,nwe,ConnDa21,st_pct,19%,,,,,
player,201311180car,nwe,GronRo00,pos,TE,,,,,
player,201311180car,nwe,GronRo00,offense,63,,,,,
player,201311180car,nwe,GronRo00,off_pct,88%,,,,,
player,201311180car,nwe,GronRo00,defense,0,,,,,
player,201311180car,nwe,GronRo00,def_pct,0%,,,,,
player,201311180car,nwe,GronRo00,special_teams,0,,,,,
player,201311180car,nwe,GronRo00,st_pct,0%,,,,,
player,201311180car,nwe,EdelJu00,pos,WR,,,,,
player,201311180car,nwe,EdelJu00,offense,59,,,,,
player,201311180car,nwe,EdelJu00,off_pct,82%,,,,,
player,201311180car,nwe,EdelJu00,defense,0,,,,,
player,201311180car,nwe,EdelJu00,def_pct,0%,,,,,
player,201311180car,nwe,EdelJu00,special_teams,2,,,,,
player,201311180car,nwe,EdelJu00,st_pct,10%,,,,,
player,201311180car,nwe,DobsAa00,pos,WR,,,,,
player,201311180car,nwe,DobsAa00,offense,53,,,,,
player,201311180car,nwe,DobsAa00,off_pct,74%,,,,,
player,201311180car,nwe,DobsAa00,defense,0,,,,,
player,201311180car,nwe,DobsAa00,def_pct,0%,,,,,
player,201311180car,nwe,DobsAa00,special_teams,0,,,,,
player,201311180car,nwe,DobsAa00,st_pct,0%,,,,,
player,201311180car,nwe,AmenDa00,pos,WR,,,,,
player,201311180car,nwe,AmenDa00,offense,49,,,,,
player,201311180car,nwe,AmenDa00,off_pct,68%,,,,,
player,201311180car,nwe,AmenDa00,defense,0,,,,,
player,201311180car,nwe,AmenDa00,def_pct,0%,,,,,
player,201311180car,nwe,AmenDa00,special_teams,1,,,,,
player,201311180car,nwe,AmenDa00,st_pct,5%,,,,,
player,201311180car,nwe,VereSh00,pos,RB,,,,,
player,201311180car,nwe,VereSh00,offense,34,,,,,
player,201311180car,nwe,VereSh00,off_pct,47%,,,,,
player,201311180car,nwe,VereSh00,defense,0,,,,,
player,201311180car,nwe,VereSh00,def_pct,0%,,,,,
player,201311180car,nwe,VereSh00,special_teams,3,,,,,
player,201311180car,nwe,VereSh00,st_pct,14%,,,,,
player,201311180car,nwe,DeveJa00,pos,RB,,,,,
player,201311180car,nwe,DeveJa00,offense,19,,,,,
player,201311180car,nwe,DeveJa00,off_pct,26%,,,,,
player,201311180car,nwe,DeveJa00,defense,0,,,,,
player,201311180car,nwe,DeveJa00,def_pct,0%,,,,,
player,201311180car,nwe,DeveJa00,special_teams,6,,,,,
player,201311180car,nwe,DeveJa00,st_pct,29%,,,,,
player,201311180car,nwe,BlouLe00,pos,RB,,,,,
player,201311180car,nwe,BlouLe00,offense,19,,,,,
player,201311180car,nwe,BlouLe00,off_pct,26%,,,,,
player,201311180car,nwe,BlouLe00,defense,0,,,,,
player,201311180car,nwe,BlouLe00,def_pct,0%,,,,,
player,201311180car,nwe,BlouLe00,special_teams,0,,,,,
player,201311180car,nwe,BlouLe00,st_pct,0%,,,,,
player,201311180car,nwe,RidlSt00,pos,RB,,,,,
player,201311180car,nwe,RidlSt00,offense,19,,,,,
player,201311180car,nwe,RidlSt00,off_pct,26%,,,,,
player,201311180car,nwe,RidlSt00,defense,0,,,,,
player,201311180car,nwe,RidlSt00,def_pct,0%,,,,,
player,201311180car,nwe,RidlSt00,special_teams,0,,,,,
player,201311180car,nwe,RidlSt00,st_pct,0%,,,,,
player,201311180car,nwe,HoomMi00,pos,TE,,,,,
player,201311180car,nwe,HoomMi00,offense,15,,,,,
player,201311180car,nwe,HoomMi00,off_pct,21%,,,,,
player,201311180car,nwe,HoomMi00,defense,0,,,,,
player,201311180car,nwe,HoomMi00,def_pct,0%,,,,,
player,201311180car,nwe,HoomMi00,special_teams,2,,,,,
player,201311180car,nwe,HoomMi00,st_pct,10%,,,,,
player,201311180car,nwe,MullMa00,pos,TE,,,,,
player,201311180car,nwe,MullMa00,offense,14,,,,,
player,201311180car,nwe,MullMa00,off_pct,19%,,,,,
player,201311180car,nwe,MullMa00,defense,0,,,,,
player,201311180car,nwe,MullMa00,def_pct,0%,,,,,
player,201311180car,nwe,MullMa00,special_teams,9,,,,,
player,201311180car,nwe,MullMa00,st_pct,43%,,,,,
player,201311180car,nwe,ThomKe02,pos,WR,,,,,
player,201311180car,nwe,ThomKe02,offense,14,,,,,
player,201311180car,nwe,ThomKe02,off_pct,19%,,,,,
player,201311180car,nwe,ThomKe02,defense,0,,,,,
player,201311180car,nwe,ThomKe02,def_pct,0%,,,,,
player,201311180car,nwe,ThomKe02,special_teams,0,,,,,
player,201311180car,nwe,ThomKe02,st_pct,0%,,,,,
player,201311180car,nwe,BoycJo00,pos,WR,,,,,
player,201311180car,nwe,BoycJo00,offense,2,,,,,
player,201311180car,nwe,BoycJo00,off_pct,3%,,,,,
player,201311180car,nwe,BoycJo00,defense,0,,,,,
player,201311180car,nwe,BoycJo00,def_pct,0%,,,,,
player,201311180car,nwe,BoycJo00,special_teams,5,,,,,
player,201311180car,nwe,BoycJo00,st_pct,24%,,,,,
player,201311180car,nwe,SvitWi20,pos,T,,,,,
player,201311180car,nwe,SvitWi20,offense,2,,,,,
player,201311180car,nwe,SvitWi20,off_pct,3%,,,,,
player,201311180car,nwe,SvitWi20,defense,0,,,,,
player,201311180car,nwe,SvitWi20,def_pct,0%,,,,,
player,201311180car,nwe,SvitWi20,special_teams,4,,,,,
player,201311180car,nwe,SvitWi20,st_pct,19%,,,,,
player,201311180car,nwe,JoneCh03,pos,DE,,,,,
player,201311180car,nwe,JoneCh03,offense,0,,,,,
player,201311180car,nwe,JoneCh03,off_pct,0%,,,,,
player,201311180car,nwe,JoneCh03,defense,57,,,,,
player,201311180car,nwe,JoneCh03,def_pct,100%,,,,,
player,201311180car,nwe,JoneCh03,special_teams,8,,,,,
player,201311180car,nwe,JoneCh03,st_pct,38%,,,,,
player,201311180car,nwe,McCoDe99,pos,SS,,,,,
player,201311180car,nwe,McCoDe99,offense,0,,,,,
player,201311180car,nwe,McCoDe99,off_pct,0%,,,,,
player,201311180car,nwe,McCoDe99,defense,57,,,,,
player,201311180car,nwe,McCoDe99,def_pct,100%,,,,,
player,201311180car,nwe,McCoDe99,special_teams,7,,,,,
player,201311180car,nwe,McCoDe99,st_pct,33%,,,,,
player,201311180car,nwe,HighDo01,pos,LB,,,,,
player,201311180car,nwe,HighDo01,offense,0,,,,,
player,201311180car,nwe,HighDo01,off_pct,0%,,,,,
player,201311180car,nwe,HighDo01,defense,57,,,,,
player,201311180car,nwe,HighDo01,def_pct,100%,,,,,
player,201311180car,nwe,HighDo01,special_teams,4,,,,,
player,201311180car,nwe,HighDo01,st_pct,19%,,,,,
player,201311180car,nwe,NinkRo20,pos,DE,,,,,
player,201311180car,nwe,NinkRo20,offense,0,,,,,
player,201311180car,nwe,NinkRo20,off_pct,0%,,,,,
player,201311180car,nwe,NinkRo20,defense,57,,,,,
player,201311180car,nwe,NinkRo20,def_pct,100%,,,,,
player,201311180car,nwe,NinkRo20,special_teams,4,,,,,
player,201311180car,nwe,NinkRo20,st_pct,19%,,,,,
player,201311180car,nwe,JoneCh04,pos,DT,,,,,
player,201311180car,nwe,JoneCh04,offense,0,,,,,
player,201311180car,nwe,JoneCh04,off_pct,0%,,,,,
player,201311180car,nwe,JoneCh04,defense,53,,,,,
player,201311180car,nwe,JoneCh04,def_pct,93%,,,,,
player,201311180car,nwe,JoneCh04,special_teams,4,,,,,
player,201311180car,nwe,JoneCh04,st_pct,19%,,,,,
player,201311180car,nwe,ArriKy00,pos,CB,,,,,
player,201311180car,nwe,ArriKy00,offense,0,,,,,
player,201311180car,nwe,ArriKy00,off_pct,0%,,,,,
player,201311180car,nwe,ArriKy00,defense,49,,,,,
player,201311180car,nwe,ArriKy00,def_pct,86%,,,,,
