game,2013,11,20131117,201311170nyg,gnb,"Green Bay Packers",13,nyg,"New York Giants",27
player,201311170nyg,gnb,LacyEd00,fumbles,0,,,,,
player,201311170nyg,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_att,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_yds,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_td,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_int,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_long,0,,,,,
player,201311170nyg,gnb,KuhnJo00,pass_rating,,,,,,
player,201311170nyg,gnb,KuhnJo00,rush_att,1,,,,,
player,201311170nyg,gnb,KuhnJo00,rush_yds,12,,,,,
player,201311170nyg,gnb,KuhnJo00,rush_td,0,,,,,
player,201311170nyg,gnb,KuhnJo00,rush_long,12,,,,,
player,201311170nyg,gnb,KuhnJo00,targets,3,,,,,
player,201311170nyg,gnb,KuhnJo00,rec,3,,,,,
player,201311170nyg,gnb,KuhnJo00,rec_yds,11,,,,,
player,201311170nyg,gnb,KuhnJo00,rec_td,0,,,,,
player,201311170nyg,gnb,KuhnJo00,rec_long,6,,,,,
player,201311170nyg,gnb,KuhnJo00,fumbles,0,,,,,
player,201311170nyg,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_cmp,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_att,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_yds,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_td,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_int,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_sacked,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_sacked_yds,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_long,0,,,,,
player,201311170nyg,gnb,JennM.00,pass_rating,,,,,,
player,201311170nyg,gnb,JennM.00,rush_att,1,,,,,
player,201311170nyg,gnb,JennM.00,rush_yds,6,,,,,
player,201311170nyg,gnb,JennM.00,rush_td,0,,,,,
player,201311170nyg,gnb,JennM.00,rush_long,6,,,,,
player,201311170nyg,gnb,JennM.00,targets,0,,,,,
player,201311170nyg,gnb,JennM.00,rec,0,,,,,
player,201311170nyg,gnb,JennM.00,rec_yds,0,,,,,
player,201311170nyg,gnb,JennM.00,rec_td,0,,,,,
player,201311170nyg,gnb,JennM.00,rec_long,0,,,,,
player,201311170nyg,gnb,JennM.00,fumbles,0,,,,,
player,201311170nyg,gnb,JennM.00,fumbles_lost,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_cmp,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_att,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_yds,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_td,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_int,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_sacked,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_long,0,,,,,
player,201311170nyg,gnb,NelsJo00,pass_rating,,,,,,
player,201311170nyg,gnb,NelsJo00,rush_att,0,,,,,
player,201311170nyg,gnb,NelsJo00,rush_yds,0,,,,,
player,201311170nyg,gnb,NelsJo00,rush_td,0,,,,,
player,201311170nyg,gnb,NelsJo00,rush_long,0,,,,,
player,201311170nyg,gnb,NelsJo00,targets,9,,,,,
player,201311170nyg,gnb,NelsJo00,rec,8,,,,,
player,201311170nyg,gnb,NelsJo00,rec_yds,117,,,,,
player,201311170nyg,gnb,NelsJo00,rec_td,0,,,,,
player,201311170nyg,gnb,NelsJo00,rec_long,29,,,,,
player,201311170nyg,gnb,NelsJo00,fumbles,0,,,,,
player,201311170nyg,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_cmp,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_att,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_yds,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_td,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_int,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_sacked,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_sacked_yds,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_long,0,,,,,
player,201311170nyg,gnb,BoykJa00,pass_rating,,,,,,
player,201311170nyg,gnb,BoykJa00,rush_att,0,,,,,
player,201311170nyg,gnb,BoykJa00,rush_yds,0,,,,,
player,201311170nyg,gnb,BoykJa00,rush_td,0,,,,,
player,201311170nyg,gnb,BoykJa00,rush_long,0,,,,,
player,201311170nyg,gnb,BoykJa00,targets,8,,,,,
player,201311170nyg,gnb,BoykJa00,rec,6,,,,,
player,201311170nyg,gnb,BoykJa00,rec_yds,91,,,,,
player,201311170nyg,gnb,BoykJa00,rec_td,0,,,,,
player,201311170nyg,gnb,BoykJa00,rec_long,52,,,,,
player,201311170nyg,gnb,BoykJa00,fumbles,0,,,,,
player,201311170nyg,gnb,BoykJa00,fumbles_lost,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_cmp,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_att,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_yds,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_td,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_int,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_sacked,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_long,0,,,,,
player,201311170nyg,gnb,JoneJa04,pass_rating,,,,,,
player,201311170nyg,gnb,JoneJa04,rush_att,0,,,,,
player,201311170nyg,gnb,JoneJa04,rush_yds,0,,,,,
player,201311170nyg,gnb,JoneJa04,rush_td,0,,,,,
player,201311170nyg,gnb,JoneJa04,rush_long,0,,,,,
player,201311170nyg,gnb,JoneJa04,targets,6,,,,,
player,201311170nyg,gnb,JoneJa04,rec,2,,,,,
player,201311170nyg,gnb,JoneJa04,rec_yds,55,,,,,
player,201311170nyg,gnb,JoneJa04,rec_td,0,,,,,
player,201311170nyg,gnb,JoneJa04,rec_long,45,,,,,
player,201311170nyg,gnb,JoneJa04,fumbles,0,,,,,
player,201311170nyg,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_cmp,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_att,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_yds,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_td,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_int,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_sacked,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_sacked_yds,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_long,0,,,,,
player,201311170nyg,gnb,BostBr00,pass_rating,,,,,,
player,201311170nyg,gnb,BostBr00,rush_att,0,,,,,
player,201311170nyg,gnb,BostBr00,rush_yds,0,,,,,
player,201311170nyg,gnb,BostBr00,rush_td,0,,,,,
player,201311170nyg,gnb,BostBr00,rush_long,0,,,,,
player,201311170nyg,gnb,BostBr00,targets,1,,,,,
player,201311170nyg,gnb,BostBr00,rec,1,,,,,
player,201311170nyg,gnb,BostBr00,rec_yds,26,,,,,
player,201311170nyg,gnb,BostBr00,rec_td,0,,,,,
player,201311170nyg,gnb,BostBr00,rec_long,26,,,,,
player,201311170nyg,gnb,BostBr00,fumbles,0,,,,,
player,201311170nyg,gnb,BostBr00,fumbles_lost,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_cmp,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_att,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_yds,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_td,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_int,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_sacked,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_long,0,,,,,
player,201311170nyg,gnb,QuarAn00,pass_rating,,,,,,
player,201311170nyg,gnb,QuarAn00,rush_att,0,,,,,
player,201311170nyg,gnb,QuarAn00,rush_yds,0,,,,,
player,201311170nyg,gnb,QuarAn00,rush_td,0,,,,,
player,201311170nyg,gnb,QuarAn00,rush_long,0,,,,,
player,201311170nyg,gnb,QuarAn00,targets,3,,,,,
player,201311170nyg,gnb,QuarAn00,rec,2,,,,,
player,201311170nyg,gnb,QuarAn00,rec_yds,18,,,,,
player,201311170nyg,gnb,QuarAn00,rec_td,0,,,,,
player,201311170nyg,gnb,QuarAn00,rec_long,19,,,,,
player,201311170nyg,gnb,QuarAn00,fumbles,0,,,,,
player,201311170nyg,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_cmp,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_att,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_yds,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_td,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_int,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_sacked,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_long,0,,,,,
player,201311170nyg,gnb,StarJa00,pass_rating,,,,,,
player,201311170nyg,gnb,StarJa00,rush_att,2,,,,,
player,201311170nyg,gnb,StarJa00,rush_yds,-1,,,,,
player,201311170nyg,gnb,StarJa00,rush_td,0,,,,,
player,201311170nyg,gnb,StarJa00,rush_long,0,,,,,
player,201311170nyg,gnb,StarJa00,targets,0,,,,,
player,201311170nyg,gnb,StarJa00,rec,0,,,,,
player,201311170nyg,gnb,StarJa00,rec_yds,0,,,,,
player,201311170nyg,gnb,StarJa00,rec_td,0,,,,,
player,201311170nyg,gnb,StarJa00,rec_long,0,,,,,
player,201311170nyg,gnb,StarJa00,fumbles,0,,,,,
player,201311170nyg,gnb,StarJa00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,MannEl00,pass_cmp,25,,,,,
player,201311170nyg,nyg,MannEl00,pass_att,35,,,,,
player,201311170nyg,nyg,MannEl00,pass_yds,279,,,,,
player,201311170nyg,nyg,MannEl00,pass_td,1,,,,,
player,201311170nyg,nyg,MannEl00,pass_int,1,,,,,
player,201311170nyg,nyg,MannEl00,pass_sacked,4,,,,,
player,201311170nyg,nyg,MannEl00,pass_sacked_yds,23,,,,,
player,201311170nyg,nyg,MannEl00,pass_long,35,,,,,
player,201311170nyg,nyg,MannEl00,pass_rating,92.4,,,,,
player,201311170nyg,nyg,MannEl00,rush_att,1,,,,,
player,201311170nyg,nyg,MannEl00,rush_yds,3,,,,,
player,201311170nyg,nyg,MannEl00,rush_td,0,,,,,
player,201311170nyg,nyg,MannEl00,rush_long,3,,,,,
player,201311170nyg,nyg,MannEl00,targets,0,,,,,
player,201311170nyg,nyg,MannEl00,rec,0,,,,,
player,201311170nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201311170nyg,nyg,MannEl00,rec_td,0,,,,,
player,201311170nyg,nyg,MannEl00,rec_long,0,,,,,
player,201311170nyg,nyg,MannEl00,fumbles,0,,,,,
player,201311170nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_cmp,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_att,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_yds,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_td,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_int,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_sacked,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_long,0,,,,,
player,201311170nyg,nyg,BrowAn03,pass_rating,,,,,,
player,201311170nyg,nyg,BrowAn03,rush_att,18,,,,,
player,201311170nyg,nyg,BrowAn03,rush_yds,66,,,,,
player,201311170nyg,nyg,BrowAn03,rush_td,0,,,,,
player,201311170nyg,nyg,BrowAn03,rush_long,12,,,,,
player,201311170nyg,nyg,BrowAn03,targets,5,,,,,
player,201311170nyg,nyg,BrowAn03,rec,3,,,,,
player,201311170nyg,nyg,BrowAn03,rec_yds,27,,,,,
player,201311170nyg,nyg,BrowAn03,rec_td,0,,,,,
player,201311170nyg,nyg,BrowAn03,rec_long,12,,,,,
player,201311170nyg,nyg,BrowAn03,fumbles,0,,,,,
player,201311170nyg,nyg,BrowAn03,fumbles_lost,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_cmp,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_att,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_yds,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_td,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_int,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_sacked,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_long,0,,,,,
player,201311170nyg,nyg,JacoBr00,pass_rating,,,,,,
player,201311170nyg,nyg,JacoBr00,rush_att,5,,,,,
player,201311170nyg,nyg,JacoBr00,rush_yds,9,,,,,
player,201311170nyg,nyg,JacoBr00,rush_td,1,,,,,
player,201311170nyg,nyg,JacoBr00,rush_long,5,,,,,
player,201311170nyg,nyg,JacoBr00,targets,0,,,,,
player,201311170nyg,nyg,JacoBr00,rec,0,,,,,
player,201311170nyg,nyg,JacoBr00,rec_yds,0,,,,,
player,201311170nyg,nyg,JacoBr00,rec_td,0,,,,,
player,201311170nyg,nyg,JacoBr00,rec_long,0,,,,,
player,201311170nyg,nyg,JacoBr00,fumbles,0,,,,,
player,201311170nyg,nyg,JacoBr00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201311170nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201311170nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201311170nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201311170nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201311170nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201311170nyg,nyg,CruzVi00,targets,11,,,,,
player,201311170nyg,nyg,CruzVi00,rec,8,,,,,
player,201311170nyg,nyg,CruzVi00,rec_yds,110,,,,,
player,201311170nyg,nyg,CruzVi00,rec_td,0,,,,,
player,201311170nyg,nyg,CruzVi00,rec_long,30,,,,,
player,201311170nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201311170nyg,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_att,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_td,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_int,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_long,0,,,,,
player,201311170nyg,nyg,NickHa01,pass_rating,,,,,,
player,201311170nyg,nyg,NickHa01,rush_att,0,,,,,
player,201311170nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201311170nyg,nyg,NickHa01,rush_td,0,,,,,
player,201311170nyg,nyg,NickHa01,rush_long,0,,,,,
player,201311170nyg,nyg,NickHa01,targets,5,,,,,
player,201311170nyg,nyg,NickHa01,rec,4,,,,,
player,201311170nyg,nyg,NickHa01,rec_yds,50,,,,,
player,201311170nyg,nyg,NickHa01,rec_td,0,,,,,
player,201311170nyg,nyg,NickHa01,rec_long,35,,,,,
player,201311170nyg,nyg,NickHa01,fumbles,0,,,,,
player,201311170nyg,nyg,NickHa01,fumbles_lost,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_att,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_td,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_int,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_long,0,,,,,
player,201311170nyg,nyg,RandRu00,pass_rating,,,,,,
player,201311170nyg,nyg,RandRu00,rush_att,0,,,,,
player,201311170nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201311170nyg,nyg,RandRu00,rush_td,0,,,,,
player,201311170nyg,nyg,RandRu00,rush_long,0,,,,,
player,201311170nyg,nyg,RandRu00,targets,3,,,,,
player,201311170nyg,nyg,RandRu00,rec,3,,,,,
player,201311170nyg,nyg,RandRu00,rec_yds,37,,,,,
player,201311170nyg,nyg,RandRu00,rec_td,1,,,,,
player,201311170nyg,nyg,RandRu00,rec_long,26,,,,,
player,201311170nyg,nyg,RandRu00,fumbles,0,,,,,
player,201311170nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_cmp,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_att,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_yds,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_td,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_int,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_sacked,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_long,0,,,,,
player,201311170nyg,nyg,MyerBr00,pass_rating,,,,,,
player,201311170nyg,nyg,MyerBr00,rush_att,0,,,,,
player,201311170nyg,nyg,MyerBr00,rush_yds,0,,,,,
player,201311170nyg,nyg,MyerBr00,rush_td,0,,,,,
player,201311170nyg,nyg,MyerBr00,rush_long,0,,,,,
player,201311170nyg,nyg,MyerBr00,targets,4,,,,,
player,201311170nyg,nyg,MyerBr00,rec,3,,,,,
player,201311170nyg,nyg,MyerBr00,rec_yds,32,,,,,
player,201311170nyg,nyg,MyerBr00,rec_td,0,,,,,
player,201311170nyg,nyg,MyerBr00,rec_long,15,,,,,
player,201311170nyg,nyg,MyerBr00,fumbles,0,,,,,
player,201311170nyg,nyg,MyerBr00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_cmp,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_att,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_yds,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_td,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_int,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_sacked,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_long,0,,,,,
player,201311170nyg,nyg,JernJe00,pass_rating,,,,,,
player,201311170nyg,nyg,JernJe00,rush_att,0,,,,,
player,201311170nyg,nyg,JernJe00,rush_yds,0,,,,,
player,201311170nyg,nyg,JernJe00,rush_td,0,,,,,
player,201311170nyg,nyg,JernJe00,rush_long,0,,,,,
player,201311170nyg,nyg,JernJe00,targets,2,,,,,
player,201311170nyg,nyg,JernJe00,rec,2,,,,,
player,201311170nyg,nyg,JernJe00,rec_yds,21,,,,,
player,201311170nyg,nyg,JernJe00,rec_td,0,,,,,
player,201311170nyg,nyg,JernJe00,rec_long,13,,,,,
player,201311170nyg,nyg,JernJe00,fumbles,0,,,,,
player,201311170nyg,nyg,JernJe00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_cmp,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_att,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_yds,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_td,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_int,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_sacked,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_long,0,,,,,
player,201311170nyg,nyg,ConnJo00,pass_rating,,,,,,
player,201311170nyg,nyg,ConnJo00,rush_att,0,,,,,
player,201311170nyg,nyg,ConnJo00,rush_yds,0,,,,,
player,201311170nyg,nyg,ConnJo00,rush_td,0,,,,,
player,201311170nyg,nyg,ConnJo00,rush_long,0,,,,,
player,201311170nyg,nyg,ConnJo00,targets,3,,,,,
player,201311170nyg,nyg,ConnJo00,rec,2,,,,,
player,201311170nyg,nyg,ConnJo00,rec_yds,2,,,,,
player,201311170nyg,nyg,ConnJo00,rec_td,0,,,,,
player,201311170nyg,nyg,ConnJo00,rec_long,2,,,,,
player,201311170nyg,nyg,ConnJo00,fumbles,0,,,,,
player,201311170nyg,nyg,ConnJo00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_cmp,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_att,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_yds,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_td,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_int,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_sacked,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_sacked_yds,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_long,0,,,,,
player,201311170nyg,nyg,MurpLo00,pass_rating,,,,,,
player,201311170nyg,nyg,MurpLo00,rush_att,0,,,,,
player,201311170nyg,nyg,MurpLo00,rush_yds,0,,,,,
player,201311170nyg,nyg,MurpLo00,rush_td,0,,,,,
player,201311170nyg,nyg,MurpLo00,rush_long,0,,,,,
player,201311170nyg,nyg,MurpLo00,targets,1,,,,,
player,201311170nyg,nyg,MurpLo00,rec,0,,,,,
player,201311170nyg,nyg,MurpLo00,rec_yds,0,,,,,
player,201311170nyg,nyg,MurpLo00,rec_td,0,,,,,
player,201311170nyg,nyg,MurpLo00,rec_long,0,,,,,
player,201311170nyg,nyg,MurpLo00,fumbles,0,,,,,
player,201311170nyg,nyg,MurpLo00,fumbles_lost,0,,,,,
player,201311170nyg,nyg,PascBe00,pass_cmp,0,,,,,
player,201311170nyg,nyg,PascBe00,pass_att,0,,,,,
player,201311170nyg,nyg,PascBe00,pass_yds,0,,,,,
player,201311170nyg,nyg,PascBe00,pass_td,0,,,,,
player,201311170nyg,nyg,PascBe00,pass_int,0,,,,,
player,201311170nyg,nyg,PascBe00,pass_sacked,0,,,,,
