game,2013,3,20130922,201309220was,det,"Detroit Lions",27,was,"Washington Redskins",20
player,201309220was,det,BurlNa00,pass_cmp,0,,,,,
player,201309220was,det,BurlNa00,pass_att,0,,,,,
player,201309220was,det,BurlNa00,pass_yds,0,,,,,
player,201309220was,det,BurlNa00,pass_td,0,,,,,
player,201309220was,det,BurlNa00,pass_int,0,,,,,
player,201309220was,det,BurlNa00,pass_sacked,0,,,,,
player,201309220was,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201309220was,det,BurlNa00,pass_long,0,,,,,
player,201309220was,det,BurlNa00,pass_rating,,,,,,
player,201309220was,det,BurlNa00,rush_att,0,,,,,
player,201309220was,det,BurlNa00,rush_yds,0,,,,,
player,201309220was,det,BurlNa00,rush_td,0,,,,,
player,201309220was,det,BurlNa00,rush_long,0,,,,,
player,201309220was,det,BurlNa00,targets,9,,,,,
player,201309220was,det,BurlNa00,rec,6,,,,,
player,201309220was,det,BurlNa00,rec_yds,116,,,,,
player,201309220was,det,BurlNa00,rec_td,0,,,,,
player,201309220was,det,BurlNa00,rec_long,47,,,,,
player,201309220was,det,BurlNa00,fumbles,0,,,,,
player,201309220was,det,BurlNa00,fumbles_lost,0,,,,,
player,201309220was,det,JohnCa00,pass_cmp,0,,,,,
player,201309220was,det,JohnCa00,pass_att,0,,,,,
player,201309220was,det,JohnCa00,pass_yds,0,,,,,
player,201309220was,det,JohnCa00,pass_td,0,,,,,
player,201309220was,det,JohnCa00,pass_int,0,,,,,
player,201309220was,det,JohnCa00,pass_sacked,0,,,,,
player,201309220was,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201309220was,det,JohnCa00,pass_long,0,,,,,
player,201309220was,det,JohnCa00,pass_rating,,,,,,
player,201309220was,det,JohnCa00,rush_att,0,,,,,
player,201309220was,det,JohnCa00,rush_yds,0,,,,,
player,201309220was,det,JohnCa00,rush_td,0,,,,,
player,201309220was,det,JohnCa00,rush_long,0,,,,,
player,201309220was,det,JohnCa00,targets,13,,,,,
player,201309220was,det,JohnCa00,rec,7,,,,,
player,201309220was,det,JohnCa00,rec_yds,115,,,,,
player,201309220was,det,JohnCa00,rec_td,1,,,,,
player,201309220was,det,JohnCa00,rec_long,23,,,,,
player,201309220was,det,JohnCa00,fumbles,0,,,,,
player,201309220was,det,JohnCa00,fumbles_lost,0,,,,,
player,201309220was,det,BroyRy00,pass_cmp,0,,,,,
player,201309220was,det,BroyRy00,pass_att,0,,,,,
player,201309220was,det,BroyRy00,pass_yds,0,,,,,
player,201309220was,det,BroyRy00,pass_td,0,,,,,
player,201309220was,det,BroyRy00,pass_int,0,,,,,
player,201309220was,det,BroyRy00,pass_sacked,0,,,,,
player,201309220was,det,BroyRy00,pass_sacked_yds,0,,,,,
player,201309220was,det,BroyRy00,pass_long,0,,,,,
player,201309220was,det,BroyRy00,pass_rating,,,,,,
player,201309220was,det,BroyRy00,rush_att,0,,,,,
player,201309220was,det,BroyRy00,rush_yds,0,,,,,
player,201309220was,det,BroyRy00,rush_td,0,,,,,
player,201309220was,det,BroyRy00,rush_long,0,,,,,
player,201309220was,det,BroyRy00,targets,3,,,,,
player,201309220was,det,BroyRy00,rec,3,,,,,
player,201309220was,det,BroyRy00,rec_yds,34,,,,,
player,201309220was,det,BroyRy00,rec_td,0,,,,,
player,201309220was,det,BroyRy00,rec_long,17,,,,,
player,201309220was,det,BroyRy00,fumbles,0,,,,,
player,201309220was,det,BroyRy00,fumbles_lost,0,,,,,
player,201309220was,det,DurhKr00,pass_cmp,0,,,,,
player,201309220was,det,DurhKr00,pass_att,0,,,,,
player,201309220was,det,DurhKr00,pass_yds,0,,,,,
player,201309220was,det,DurhKr00,pass_td,0,,,,,
player,201309220was,det,DurhKr00,pass_int,0,,,,,
player,201309220was,det,DurhKr00,pass_sacked,0,,,,,
player,201309220was,det,DurhKr00,pass_sacked_yds,0,,,,,
player,201309220was,det,DurhKr00,pass_long,0,,,,,
player,201309220was,det,DurhKr00,pass_rating,,,,,,
player,201309220was,det,DurhKr00,rush_att,0,,,,,
player,201309220was,det,DurhKr00,rush_yds,0,,,,,
player,201309220was,det,DurhKr00,rush_td,0,,,,,
player,201309220was,det,DurhKr00,rush_long,0,,,,,
player,201309220was,det,DurhKr00,targets,3,,,,,
player,201309220was,det,DurhKr00,rec,1,,,,,
player,201309220was,det,DurhKr00,rec_yds,33,,,,,
player,201309220was,det,DurhKr00,rec_td,0,,,,,
player,201309220was,det,DurhKr00,rec_long,33,,,,,
player,201309220was,det,DurhKr00,fumbles,0,,,,,
player,201309220was,det,DurhKr00,fumbles_lost,0,,,,,
player,201309220was,det,FaurJo00,pass_cmp,0,,,,,
player,201309220was,det,FaurJo00,pass_att,0,,,,,
player,201309220was,det,FaurJo00,pass_yds,0,,,,,
player,201309220was,det,FaurJo00,pass_td,0,,,,,
player,201309220was,det,FaurJo00,pass_int,0,,,,,
player,201309220was,det,FaurJo00,pass_sacked,0,,,,,
player,201309220was,det,FaurJo00,pass_sacked_yds,0,,,,,
player,201309220was,det,FaurJo00,pass_long,0,,,,,
player,201309220was,det,FaurJo00,pass_rating,,,,,,
player,201309220was,det,FaurJo00,rush_att,0,,,,,
player,201309220was,det,FaurJo00,rush_yds,0,,,,,
player,201309220was,det,FaurJo00,rush_td,0,,,,,
player,201309220was,det,FaurJo00,rush_long,0,,,,,
player,201309220was,det,FaurJo00,targets,3,,,,,
player,201309220was,det,FaurJo00,rec,1,,,,,
player,201309220was,det,FaurJo00,rec_yds,5,,,,,
player,201309220was,det,FaurJo00,rec_td,1,,,,,
player,201309220was,det,FaurJo00,rec_long,5,,,,,
player,201309220was,det,FaurJo00,fumbles,0,,,,,
player,201309220was,det,FaurJo00,fumbles_lost,0,,,,,
player,201309220was,det,ScheTo00,pass_cmp,0,,,,,
player,201309220was,det,ScheTo00,pass_att,0,,,,,
player,201309220was,det,ScheTo00,pass_yds,0,,,,,
player,201309220was,det,ScheTo00,pass_td,0,,,,,
player,201309220was,det,ScheTo00,pass_int,0,,,,,
player,201309220was,det,ScheTo00,pass_sacked,0,,,,,
player,201309220was,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201309220was,det,ScheTo00,pass_long,0,,,,,
player,201309220was,det,ScheTo00,pass_rating,,,,,,
player,201309220was,det,ScheTo00,rush_att,0,,,,,
player,201309220was,det,ScheTo00,rush_yds,0,,,,,
player,201309220was,det,ScheTo00,rush_td,0,,,,,
player,201309220was,det,ScheTo00,rush_long,0,,,,,
player,201309220was,det,ScheTo00,targets,2,,,,,
player,201309220was,det,ScheTo00,rec,2,,,,,
player,201309220was,det,ScheTo00,rec_yds,5,,,,,
player,201309220was,det,ScheTo00,rec_td,0,,,,,
player,201309220was,det,ScheTo00,rec_long,6,,,,,
player,201309220was,det,ScheTo00,fumbles,0,,,,,
player,201309220was,det,ScheTo00,fumbles_lost,0,,,,,
player,201309220was,det,PettBr00,pass_cmp,0,,,,,
player,201309220was,det,PettBr00,pass_att,0,,,,,
player,201309220was,det,PettBr00,pass_yds,0,,,,,
player,201309220was,det,PettBr00,pass_td,0,,,,,
player,201309220was,det,PettBr00,pass_int,0,,,,,
player,201309220was,det,PettBr00,pass_sacked,0,,,,,
player,201309220was,det,PettBr00,pass_sacked_yds,0,,,,,
player,201309220was,det,PettBr00,pass_long,0,,,,,
player,201309220was,det,PettBr00,pass_rating,,,,,,
player,201309220was,det,PettBr00,rush_att,0,,,,,
player,201309220was,det,PettBr00,rush_yds,0,,,,,
player,201309220was,det,PettBr00,rush_td,0,,,,,
player,201309220was,det,PettBr00,rush_long,0,,,,,
player,201309220was,det,PettBr00,targets,2,,,,,
player,201309220was,det,PettBr00,rec,0,,,,,
player,201309220was,det,PettBr00,rec_yds,0,,,,,
player,201309220was,det,PettBr00,rec_td,0,,,,,
player,201309220was,det,PettBr00,rec_long,0,,,,,
player,201309220was,det,PettBr00,fumbles,0,,,,,
player,201309220was,det,PettBr00,fumbles_lost,0,,,,,
player,201309220was,det,RiddTh00,pass_cmp,0,,,,,
player,201309220was,det,RiddTh00,pass_att,0,,,,,
player,201309220was,det,RiddTh00,pass_yds,0,,,,,
player,201309220was,det,RiddTh00,pass_td,0,,,,,
player,201309220was,det,RiddTh00,pass_int,0,,,,,
player,201309220was,det,RiddTh00,pass_sacked,0,,,,,
player,201309220was,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201309220was,det,RiddTh00,pass_long,0,,,,,
player,201309220was,det,RiddTh00,pass_rating,,,,,,
player,201309220was,det,RiddTh00,rush_att,2,,,,,
player,201309220was,det,RiddTh00,rush_yds,-2,,,,,
player,201309220was,det,RiddTh00,rush_td,0,,,,,
player,201309220was,det,RiddTh00,rush_long,2,,,,,
player,201309220was,det,RiddTh00,targets,2,,,,,
player,201309220was,det,RiddTh00,rec,1,,,,,
player,201309220was,det,RiddTh00,rec_yds,8,,,,,
player,201309220was,det,RiddTh00,rec_td,0,,,,,
player,201309220was,det,RiddTh00,rec_long,8,,,,,
player,201309220was,det,RiddTh00,fumbles,0,,,,,
player,201309220was,det,RiddTh00,fumbles_lost,0,,,,,
player,201309220was,was,GrifRo01,pass_cmp,32,,,,,
player,201309220was,was,GrifRo01,pass_att,50,,,,,
player,201309220was,was,GrifRo01,pass_yds,326,,,,,
player,201309220was,was,GrifRo01,pass_td,0,,,,,
player,201309220was,was,GrifRo01,pass_int,1,,,,,
player,201309220was,was,GrifRo01,pass_sacked,2,,,,,
player,201309220was,was,GrifRo01,pass_sacked_yds,26,,,,,
player,201309220was,was,GrifRo01,pass_long,27,,,,,
player,201309220was,was,GrifRo01,pass_rating,74.2,,,,,
player,201309220was,was,GrifRo01,rush_att,6,,,,,
player,201309220was,was,GrifRo01,rush_yds,37,,,,,
player,201309220was,was,GrifRo01,rush_td,0,,,,,
player,201309220was,was,GrifRo01,rush_long,21,,,,,
player,201309220was,was,GrifRo01,targets,0,,,,,
player,201309220was,was,GrifRo01,rec,0,,,,,
player,201309220was,was,GrifRo01,rec_yds,0,,,,,
player,201309220was,was,GrifRo01,rec_td,0,,,,,
player,201309220was,was,GrifRo01,rec_long,0,,,,,
player,201309220was,was,GrifRo01,fumbles,3,,,,,
player,201309220was,was,GrifRo01,fumbles_lost,1,,,,,
player,201309220was,was,MorrAl00,pass_cmp,0,,,,,
player,201309220was,was,MorrAl00,pass_att,0,,,,,
player,201309220was,was,MorrAl00,pass_yds,0,,,,,
player,201309220was,was,MorrAl00,pass_td,0,,,,,
player,201309220was,was,MorrAl00,pass_int,0,,,,,
player,201309220was,was,MorrAl00,pass_sacked,0,,,,,
player,201309220was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201309220was,was,MorrAl00,pass_long,0,,,,,
player,201309220was,was,MorrAl00,pass_rating,,,,,,
player,201309220was,was,MorrAl00,rush_att,15,,,,,
player,201309220was,was,MorrAl00,rush_yds,73,,,,,
player,201309220was,was,MorrAl00,rush_td,1,,,,,
player,201309220was,was,MorrAl00,rush_long,30,,,,,
player,201309220was,was,MorrAl00,targets,1,,,,,
player,201309220was,was,MorrAl00,rec,0,,,,,
player,201309220was,was,MorrAl00,rec_yds,0,,,,,
player,201309220was,was,MorrAl00,rec_td,0,,,,,
player,201309220was,was,MorrAl00,rec_long,0,,,,,
player,201309220was,was,MorrAl00,fumbles,0,,,,,
player,201309220was,was,MorrAl00,fumbles_lost,0,,,,,
player,201309220was,was,GarcPi00,pass_cmp,0,,,,,
player,201309220was,was,GarcPi00,pass_att,0,,,,,
player,201309220was,was,GarcPi00,pass_yds,0,,,,,
player,201309220was,was,GarcPi00,pass_td,0,,,,,
player,201309220was,was,GarcPi00,pass_int,0,,,,,
player,201309220was,was,GarcPi00,pass_sacked,0,,,,,
player,201309220was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201309220was,was,GarcPi00,pass_long,0,,,,,
player,201309220was,was,GarcPi00,pass_rating,,,,,,
player,201309220was,was,GarcPi00,rush_att,1,,,,,
player,201309220was,was,GarcPi00,rush_yds,10,,,,,
player,201309220was,was,GarcPi00,rush_td,0,,,,,
player,201309220was,was,GarcPi00,rush_long,10,,,,,
player,201309220was,was,GarcPi00,targets,13,,,,,
player,201309220was,was,GarcPi00,rec,8,,,,,
player,201309220was,was,GarcPi00,rec_yds,73,,,,,
player,201309220was,was,GarcPi00,rec_td,0,,,,,
player,201309220was,was,GarcPi00,rec_long,27,,,,,
player,201309220was,was,GarcPi00,fumbles,0,,,,,
player,201309220was,was,GarcPi00,fumbles_lost,0,,,,,
player,201309220was,was,MossSa00,pass_cmp,0,,,,,
player,201309220was,was,MossSa00,pass_att,0,,,,,
player,201309220was,was,MossSa00,pass_yds,0,,,,,
player,201309220was,was,MossSa00,pass_td,0,,,,,
player,201309220was,was,MossSa00,pass_int,0,,,,,
player,201309220was,was,MossSa00,pass_sacked,0,,,,,
player,201309220was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201309220was,was,MossSa00,pass_long,0,,,,,
player,201309220was,was,MossSa00,pass_rating,,,,,,
player,201309220was,was,MossSa00,rush_att,0,,,,,
player,201309220was,was,MossSa00,rush_yds,0,,,,,
player,201309220was,was,MossSa00,rush_td,0,,,,,
player,201309220was,was,MossSa00,rush_long,0,,,,,
player,201309220was,was,MossSa00,targets,9,,,,,
player,201309220was,was,MossSa00,rec,7,,,,,
player,201309220was,was,MossSa00,rec_yds,77,,,,,
player,201309220was,was,MossSa00,rec_td,0,,,,,
player,201309220was,was,MossSa00,rec_long,18,,,,,
player,201309220was,was,MossSa00,fumbles,0,,,,,
player,201309220was,was,MossSa00,fumbles_lost,0,,,,,
player,201309220was,was,PaulLo00,pass_cmp,0,,,,,
player,201309220was,was,PaulLo00,pass_att,0,,,,,
player,201309220was,was,PaulLo00,pass_yds,0,,,,,
player,201309220was,was,PaulLo00,pass_td,0,,,,,
player,201309220was,was,PaulLo00,pass_int,0,,,,,
player,201309220was,was,PaulLo00,pass_sacked,0,,,,,
player,201309220was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201309220was,was,PaulLo00,pass_long,0,,,,,
player,201309220was,was,PaulLo00,pass_rating,,,,,,
player,201309220was,was,PaulLo00,rush_att,0,,,,,
player,201309220was,was,PaulLo00,rush_yds,0,,,,,
player,201309220was,was,PaulLo00,rush_td,0,,,,,
player,201309220was,was,PaulLo00,rush_long,0,,,,,
player,201309220was,was,PaulLo00,targets,6,,,,,
player,201309220was,was,PaulLo00,rec,4,,,,,
player,201309220was,was,PaulLo00,rec_yds,51,,,,,
player,201309220was,was,PaulLo00,rec_td,0,,,,,
player,201309220was,was,PaulLo00,rec_long,19,,,,,
player,201309220was,was,PaulLo00,fumbles,0,,,,,
player,201309220was,was,PaulLo00,fumbles_lost,0,,,,,
player,201309220was,was,ReedJo02,pass_cmp,0,,,,,
player,201309220was,was,ReedJo02,pass_att,0,,,,,
player,201309220was,was,ReedJo02,pass_yds,0,,,,,
player,201309220was,was,ReedJo02,pass_td,0,,,,,
player,201309220was,was,ReedJo02,pass_int,0,,,,,
player,201309220was,was,ReedJo02,pass_sacked,0,,,,,
player,201309220was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201309220was,was,ReedJo02,pass_long,0,,,,,
player,201309220was,was,ReedJo02,pass_rating,,,,,,
player,201309220was,was,ReedJo02,rush_att,0,,,,,
player,201309220was,was,ReedJo02,rush_yds,0,,,,,
player,201309220was,was,ReedJo02,rush_td,0,,,,,
player,201309220was,was,ReedJo02,rush_long,0,,,,,
player,201309220was,was,ReedJo02,targets,6,,,,,
player,201309220was,was,ReedJo02,rec,5,,,,,
player,201309220was,was,ReedJo02,rec_yds,50,,,,,
player,201309220was,was,ReedJo02,rec_td,0,,,,,
player,201309220was,was,ReedJo02,rec_long,12,,,,,
player,201309220was,was,ReedJo02,fumbles,0,,,,,
player,201309220was,was,ReedJo02,fumbles_lost,0,,,,,
player,201309220was,was,HeluRo00,pass_cmp,0,,,,,
player,201309220was,was,HeluRo00,pass_att,0,,,,,
player,201309220was,was,HeluRo00,pass_yds,0,,,,,
player,201309220was,was,HeluRo00,pass_td,0,,,,,
player,201309220was,was,HeluRo00,pass_int,0,,,,,
player,201309220was,was,HeluRo00,pass_sacked,0,,,,,
player,201309220was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201309220was,was,HeluRo00,pass_long,0,,,,,
player,201309220was,was,HeluRo00,pass_rating,,,,,,
player,201309220was,was,HeluRo00,rush_att,0,,,,,
player,201309220was,was,HeluRo00,rush_yds,0,,,,,
player,201309220was,was,HeluRo00,rush_td,0,,,,,
player,201309220was,was,HeluRo00,rush_long,0,,,,,
player,201309220was,was,HeluRo00,targets,3,,,,,
player,201309220was,was,HeluRo00,rec,3,,,,,
player,201309220was,was,HeluRo00,rec_yds,35,,,,,
player,201309220was,was,HeluRo00,rec_td,0,,,,,
player,201309220was,was,HeluRo00,rec_long,15,,,,,
player,201309220was,was,HeluRo00,fumbles,0,,,,,
player,201309220was,was,HeluRo00,fumbles_lost,0,,,,,
player,201309220was,was,HankLe00,pass_cmp,0,,,,,
player,201309220was,was,HankLe00,pass_att,0,,,,,
player,201309220was,was,HankLe00,pass_yds,0,,,,,
player,201309220was,was,HankLe00,pass_td,0,,,,,
player,201309220was,was,HankLe00,pass_int,0,,,,,
player,201309220was,was,HankLe00,pass_sacked,0,,,,,
player,201309220was,was,HankLe00,pass_sacked_yds,0,,,,,
player,201309220was,was,HankLe00,pass_long,0,,,,,
player,201309220was,was,HankLe00,pass_rating,,,,,,
player,201309220was,was,HankLe00,rush_att,0,,,,,
player,201309220was,was,HankLe00,rush_yds,0,,,,,
player,201309220was,was,HankLe00,rush_td,0,,,,,
player,201309220was,was,HankLe00,rush_long,0,,,,,
player,201309220was,was,HankLe00,targets,7,,,,,
player,201309220was,was,HankLe00,rec,3,,,,,
player,201309220was,was,HankLe00,rec_yds,21,,,,,
player,201309220was,was,HankLe00,rec_td,0,,,,,
player,201309220was,was,HankLe00,rec_long,10,,,,,
player,201309220was,was,HankLe00,fumbles,0,,,,,
player,201309220was,was,HankLe00,fumbles_lost,0,,,,,
player,201309220was,was,MorgJo00,pass_cmp,0,,,,,
player,201309220was,was,MorgJo00,pass_att,0,,,,,
player,201309220was,was,MorgJo00,pass_yds,0,,,,,
player,201309220was,was,MorgJo00,pass_td,0,,,,,
player,201309220was,was,MorgJo00,pass_int,0,,,,,
player,201309220was,was,MorgJo00,pass_sacked,0,,,,,
player,201309220was,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201309220was,was,MorgJo00,pass_long,0,,,,,
player,201309220was,was,MorgJo00,pass_rating,,,,,,
player,201309220was,was,MorgJo00,rush_att,0,,,,,
player,201309220was,was,MorgJo00,rush_yds,0,,,,,
player,201309220was,was,MorgJo00,rush_td,0,,,,,
player,201309220was,was,MorgJo00,rush_long,0,,,,,
player,201309220was,was,MorgJo00,targets,2,,,,,
player,201309220was,was,MorgJo00,rec,2,,,,,
player,201309220was,was,MorgJo00,rec_yds,19,,,,,
player,201309220was,was,MorgJo00,rec_td,0,,,,,
player,201309220was,was,MorgJo00,rec_long,12,,,,,
player,201309220was,was,MorgJo00,fumbles,0,,,,,
player,201309220was,was,MorgJo00,fumbles_lost,0,,,,,
player,201309220was,was,PaulNi00,pass_cmp,0,,,,,
player,201309220was,was,PaulNi00,pass_att,0,,,,,
player,201309220was,was,PaulNi00,pass_yds,0,,,,,
player,201309220was,was,PaulNi00,pass_td,0,,,,,
player,201309220was,was,PaulNi00,pass_int,0,,,,,
player,201309220was,was,PaulNi00,pass_sacked,0,,,,,
player,201309220was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201309220was,was,PaulNi00,pass_long,0,,,,,
player,201309220was,was,PaulNi00,pass_rating,,,,,,
player,201309220was,was,PaulNi00,rush_att,0,,,,,
player,201309220was,was,PaulNi00,rush_yds,0,,,,,
player,201309220was,was,PaulNi00,rush_td,0,,,,,
player,201309220was,was,PaulNi00,rush_long,0,,,,,
player,201309220was,was,PaulNi00,targets,1,,,,,
player,201309220was,was,PaulNi00,rec,0,,,,,
player,201309220was,was,PaulNi00,rec_yds,0,,,,,
player,201309220was,was,PaulNi00,rec_td,0,,,,,
player,201309220was,was,PaulNi00,rec_long,0,,,,,
player,201309220was,was,PaulNi00,fumbles,0,,,,,
player,201309220was,was,PaulNi00,fumbles_lost,0,,,,,
player,201309220was,was,RobiAl00,pass_cmp,0,,,,,
player,201309220was,was,RobiAl00,pass_att,0,,,,,
player,201309220was,was,RobiAl00,pass_yds,0,,,,,
player,201309220was,was,RobiAl00,pass_td,0,,,,,
player,201309220was,was,RobiAl00,pass_int,0,,,,,
player,201309220was,was,RobiAl00,pass_sacked,0,,,,,
player,201309220was,was,RobiAl00,pass_sacked_yds,0,,,,,
player,201309220was,was,RobiAl00,pass_long,0,,,,,
player,201309220was,was,RobiAl00,pass_rating,,,,,,
player,201309220was,was,RobiAl00,rush_att,0,,,,,
player,201309220was,was,RobiAl00,rush_yds,0,,,,,
player,201309220was,was,RobiAl00,rush_td,0,,,,,
player,201309220was,was,RobiAl00,rush_long,0,,,,,
player,201309220was,was,RobiAl00,targets,2,,,,,
player,201309220was,was,RobiAl00,rec,0,,,,,
player,201309220was,was,RobiAl00,rec_yds,0,,,,,
player,201309220was,was,RobiAl00,rec_td,0,,,,,
player,201309220was,was,RobiAl00,rec_long,0,,,,,
player,201309220was,was,RobiAl00,fumbles,0,,,,,
player,201309220was,was,RobiAl00,fumbles_lost,0,,,,,
player,201309220was,det,HousCh99,def_int,1,,,,,
player,201309220was,det,HousCh99,def_int_yds,4,,,,,
player,201309220was,det,HousCh99,def_int_td,0,,,,,
player,201309220was,det,HousCh99,def_int_long,4,,,,,
player,201309220was,det,HousCh99,pass_defended,2,,,,,
player,201309220was,det,HousCh99,sacks,0.0,,,,,
player,201309220was,det,HousCh99,tackles_combined,7,,,,,
player,201309220was,det,HousCh99,tackles_solo,5,,,,,
player,201309220was,det,HousCh99,tackles_assists,2,,,,,
player,201309220was,det,HousCh99,tackles_loss,0,,,,,
player,201309220was,det,HousCh99,qb_hits,0,,,,,
player,201309220was,det,HousCh99,fumbles_rec,0,,,,,
player,201309220was,det,HousCh99,fumbles_rec_yds,0,,,,,
player,201309220was,det,HousCh99,fumbles_rec_td,0,,,,,
player,201309220was,det,HousCh99,fumbles_forced,0,,,,,
player,201309220was,det,AnsaEz00,def_int,0,,,,,
player,201309220was,det,AnsaEz00,def_int_yds,0,,,,,
player,201309220was,det,AnsaEz00,def_int_td,0,,,,,
player,201309220was,det,AnsaEz00,def_int_long,0,,,,,
player,201309220was,det,AnsaEz00,pass_defended,0,,,,,
player,201309220was,det,AnsaEz00,sacks,2.0,,,,,
player,201309220was,det,AnsaEz00,tackles_combined,7,,,,,
player,201309220was,det,AnsaEz00,tackles_solo,4,,,,,
player,201309220was,det,AnsaEz00,tackles_assists,3,,,,,
player,201309220was,det,AnsaEz00,tackles_loss,1,,,,,
player,201309220was,det,AnsaEz00,qb_hits,2,,,,,
player,201309220was,det,AnsaEz00,fumbles_rec,0,,,,,
player,201309220was,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201309220was,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201309220was,det,AnsaEz00,fumbles_forced,1,,,,,
player,201309220was,det,LevyDe99,def_int,0,,,,,
player,201309220was,det,LevyDe99,def_int_yds,0,,,,,
player,201309220was,det,LevyDe99,def_int_td,0,,,,,
player,201309220was,det,LevyDe99,def_int_long,0,,,,,
player,201309220was,det,LevyDe99,pass_defended,0,,,,,
player,201309220was,det,LevyDe99,sacks,0.0,,,,,
player,201309220was,det,LevyDe99,tackles_combined,9,,,,,
player,201309220was,det,LevyDe99,tackles_solo,6,,,,,
player,201309220was,det,LevyDe99,tackles_assists,3,,,,,
player,201309220was,det,LevyDe99,tackles_loss,0,,,,,
player,201309220was,det,LevyDe99,qb_hits,0,,,,,
player,201309220was,det,LevyDe99,fumbles_rec,0,,,,,
player,201309220was,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201309220was,det,LevyDe99,fumbles_rec_td,0,,,,,
