game,2013,17,20131229,201312290oti,htx,"Houston Texans",10,oti,"Tennessee Titans",16
team,201312290oti,htx,First Downs,19,,,,,,
team,201312290oti,oti,First Downs,17,,,,,,
team,201312290oti,htx,Rush-Yds-TDs,22-65-1,,,,,,
team,201312290oti,oti,Rush-Yds-TDs,36-151-1,,,,,,
team,201312290oti,htx,Cmp-Att-Yd-TD-INT,22-34-229-0-2,,,,,,
team,201312290oti,oti,Cmp-Att-Yd-TD-INT,15-24-166-0-1,,,,,,
team,201312290oti,htx,Sacked-Yards,1-6,,,,,,
team,201312290oti,oti,Sacked-Yards,1-6,,,,,,
team,201312290oti,htx,Net Pass Yards,223,,,,,,
team,201312290oti,oti,Net Pass Yards,160,,,,,,
team,201312290oti,htx,Total Yards,288,,,,,,
team,201312290oti,oti,Total Yards,311,,,,,,
team,201312290oti,htx,Fumbles-Lost,2-2,,,,,,
team,201312290oti,oti,Fumbles-Lost,2-0,,,,,,
team,201312290oti,htx,Turnovers,4,,,,,,
team,201312290oti,oti,Turnovers,1,,,,,,
team,201312290oti,htx,Penalties-Yards,5-55,,,,,,
team,201312290oti,oti,Penalties-Yards,7-76,,,,,,
team,201312290oti,htx,Third Down Conv.,4-10,,,,,,
team,201312290oti,oti,Third Down Conv.,4-14,,,,,,
team,201312290oti,htx,Fourth Down Conv.,0-0,,,,,,
team,201312290oti,oti,Fourth Down Conv.,0-0,,,,,,
team,201312290oti,htx,Time of Possession,27:45,,,,,,
team,201312290oti,oti,Time of Possession,32:15,,,,,,
player,201312290oti,htx,SchaMa00,pass_cmp,22,,,,,
player,201312290oti,htx,SchaMa00,pass_att,34,,,,,
player,201312290oti,htx,SchaMa00,pass_yds,229,,,,,
player,201312290oti,htx,SchaMa00,pass_td,0,,,,,
player,201312290oti,htx,SchaMa00,pass_int,2,,,,,
player,201312290oti,htx,SchaMa00,pass_sacked,1,,,,,
player,201312290oti,htx,SchaMa00,pass_sacked_yds,6,,,,,
player,201312290oti,htx,SchaMa00,pass_long,31,,,,,
player,201312290oti,htx,SchaMa00,pass_rating,59.6,,,,,
player,201312290oti,htx,SchaMa00,rush_att,2,,,,,
player,201312290oti,htx,SchaMa00,rush_yds,7,,,,,
player,201312290oti,htx,SchaMa00,rush_td,0,,,,,
player,201312290oti,htx,SchaMa00,rush_long,7,,,,,
player,201312290oti,htx,SchaMa00,targets,0,,,,,
player,201312290oti,htx,SchaMa00,rec,0,,,,,
player,201312290oti,htx,SchaMa00,rec_yds,0,,,,,
player,201312290oti,htx,SchaMa00,rec_td,0,,,,,
player,201312290oti,htx,SchaMa00,rec_long,0,,,,,
player,201312290oti,htx,SchaMa00,fumbles,1,,,,,
player,201312290oti,htx,SchaMa00,fumbles_lost,1,,,,,
player,201312290oti,htx,GrimJo01,pass_cmp,0,,,,,
player,201312290oti,htx,GrimJo01,pass_att,0,,,,,
player,201312290oti,htx,GrimJo01,pass_yds,0,,,,,
player,201312290oti,htx,GrimJo01,pass_td,0,,,,,
player,201312290oti,htx,GrimJo01,pass_int,0,,,,,
player,201312290oti,htx,GrimJo01,pass_sacked,0,,,,,
player,201312290oti,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201312290oti,htx,GrimJo01,pass_long,0,,,,,
player,201312290oti,htx,GrimJo01,pass_rating,,,,,,
player,201312290oti,htx,GrimJo01,rush_att,16,,,,,
player,201312290oti,htx,GrimJo01,rush_yds,50,,,,,
player,201312290oti,htx,GrimJo01,rush_td,1,,,,,
player,201312290oti,htx,GrimJo01,rush_long,12,,,,,
player,201312290oti,htx,GrimJo01,targets,6,,,,,
player,201312290oti,htx,GrimJo01,rec,6,,,,,
player,201312290oti,htx,GrimJo01,rec_yds,76,,,,,
player,201312290oti,htx,GrimJo01,rec_td,0,,,,,
player,201312290oti,htx,GrimJo01,rec_long,31,,,,,
player,201312290oti,htx,GrimJo01,fumbles,1,,,,,
player,201312290oti,htx,GrimJo01,fumbles_lost,1,,,,,
player,201312290oti,htx,GrahRa00,pass_cmp,0,,,,,
player,201312290oti,htx,GrahRa00,pass_att,0,,,,,
player,201312290oti,htx,GrahRa00,pass_yds,0,,,,,
player,201312290oti,htx,GrahRa00,pass_td,0,,,,,
player,201312290oti,htx,GrahRa00,pass_int,0,,,,,
player,201312290oti,htx,GrahRa00,pass_sacked,0,,,,,
player,201312290oti,htx,GrahRa00,pass_sacked_yds,0,,,,,
player,201312290oti,htx,GrahRa00,pass_long,0,,,,,
player,201312290oti,htx,GrahRa00,pass_rating,,,,,,
player,201312290oti,htx,GrahRa00,rush_att,4,,,,,
player,201312290oti,htx,GrahRa00,rush_yds,8,,,,,
player,201312290oti,htx,GrahRa00,rush_td,0,,,,,
player,201312290oti,htx,GrahRa00,rush_long,4,,,,,
player,201312290oti,htx,GrahRa00,targets,3,,,,,
player,201312290oti,htx,GrahRa00,rec,1,,,,,
player,201312290oti,htx,GrahRa00,rec_yds,12,,,,,
player,201312290oti,htx,GrahRa00,rec_td,0,,,,,
player,201312290oti,htx,GrahRa00,rec_long,12,,,,,
