game,2013,16,20131222,201312220sdg,rai,"Oakland Raiders",13,sdg,"San Diego Chargers",26
player,201312220sdg,rai,McGlMa01,rush_att,1,,,,,
player,201312220sdg,rai,McGlMa01,rush_yds,5,,,,,
player,201312220sdg,rai,McGlMa01,rush_td,0,,,,,
player,201312220sdg,rai,McGlMa01,rush_long,5,,,,,
player,201312220sdg,rai,McGlMa01,targets,0,,,,,
player,201312220sdg,rai,McGlMa01,rec,0,,,,,
player,201312220sdg,rai,McGlMa01,rec_yds,0,,,,,
player,201312220sdg,rai,McGlMa01,rec_td,0,,,,,
player,201312220sdg,rai,McGlMa01,rec_long,0,,,,,
player,201312220sdg,rai,McGlMa01,fumbles,1,,,,,
player,201312220sdg,rai,McGlMa01,fumbles_lost,0,,,,,
player,201312220sdg,rai,JennRa00,pass_cmp,0,,,,,
player,201312220sdg,rai,JennRa00,pass_att,0,,,,,
player,201312220sdg,rai,JennRa00,pass_yds,0,,,,,
player,201312220sdg,rai,JennRa00,pass_td,0,,,,,
player,201312220sdg,rai,JennRa00,pass_int,0,,,,,
player,201312220sdg,rai,JennRa00,pass_sacked,,,,,,
player,201312220sdg,rai,JennRa00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,JennRa00,pass_long,0,,,,,
player,201312220sdg,rai,JennRa00,pass_rating,,,,,,
player,201312220sdg,rai,JennRa00,rush_att,10,,,,,
player,201312220sdg,rai,JennRa00,rush_yds,45,,,,,
player,201312220sdg,rai,JennRa00,rush_td,0,,,,,
player,201312220sdg,rai,JennRa00,rush_long,9,,,,,
player,201312220sdg,rai,JennRa00,targets,4,,,,,
player,201312220sdg,rai,JennRa00,rec,3,,,,,
player,201312220sdg,rai,JennRa00,rec_yds,27,,,,,
player,201312220sdg,rai,JennRa00,rec_td,0,,,,,
player,201312220sdg,rai,JennRa00,rec_long,16,,,,,
player,201312220sdg,rai,JennRa00,fumbles,0,,,,,
player,201312220sdg,rai,JennRa00,fumbles_lost,0,,,,,
player,201312220sdg,rai,McFaDa00,pass_cmp,0,,,,,
player,201312220sdg,rai,McFaDa00,pass_att,0,,,,,
player,201312220sdg,rai,McFaDa00,pass_yds,0,,,,,
player,201312220sdg,rai,McFaDa00,pass_td,0,,,,,
player,201312220sdg,rai,McFaDa00,pass_int,0,,,,,
player,201312220sdg,rai,McFaDa00,pass_sacked,,,,,,
player,201312220sdg,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,McFaDa00,pass_long,0,,,,,
player,201312220sdg,rai,McFaDa00,pass_rating,,,,,,
player,201312220sdg,rai,McFaDa00,rush_att,4,,,,,
player,201312220sdg,rai,McFaDa00,rush_yds,8,,,,,
player,201312220sdg,rai,McFaDa00,rush_td,1,,,,,
player,201312220sdg,rai,McFaDa00,rush_long,5,,,,,
player,201312220sdg,rai,McFaDa00,targets,3,,,,,
player,201312220sdg,rai,McFaDa00,rec,1,,,,,
player,201312220sdg,rai,McFaDa00,rec_yds,8,,,,,
player,201312220sdg,rai,McFaDa00,rec_td,0,,,,,
player,201312220sdg,rai,McFaDa00,rec_long,8,,,,,
player,201312220sdg,rai,McFaDa00,fumbles,0,,,,,
player,201312220sdg,rai,McFaDa00,fumbles_lost,0,,,,,
player,201312220sdg,rai,JoneTa00,pass_cmp,0,,,,,
player,201312220sdg,rai,JoneTa00,pass_att,0,,,,,
player,201312220sdg,rai,JoneTa00,pass_yds,0,,,,,
player,201312220sdg,rai,JoneTa00,pass_td,0,,,,,
player,201312220sdg,rai,JoneTa00,pass_int,0,,,,,
player,201312220sdg,rai,JoneTa00,pass_sacked,,,,,,
player,201312220sdg,rai,JoneTa00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,JoneTa00,pass_long,0,,,,,
player,201312220sdg,rai,JoneTa00,pass_rating,,,,,,
player,201312220sdg,rai,JoneTa00,rush_att,2,,,,,
player,201312220sdg,rai,JoneTa00,rush_yds,1,,,,,
player,201312220sdg,rai,JoneTa00,rush_td,0,,,,,
player,201312220sdg,rai,JoneTa00,rush_long,1,,,,,
player,201312220sdg,rai,JoneTa00,targets,0,,,,,
player,201312220sdg,rai,JoneTa00,rec,0,,,,,
player,201312220sdg,rai,JoneTa00,rec_yds,0,,,,,
player,201312220sdg,rai,JoneTa00,rec_td,0,,,,,
player,201312220sdg,rai,JoneTa00,rec_long,0,,,,,
player,201312220sdg,rai,JoneTa00,fumbles,0,,,,,
player,201312220sdg,rai,JoneTa00,fumbles_lost,0,,,,,
player,201312220sdg,rai,HolmAn00,pass_cmp,0,,,,,
player,201312220sdg,rai,HolmAn00,pass_att,0,,,,,
player,201312220sdg,rai,HolmAn00,pass_yds,0,,,,,
player,201312220sdg,rai,HolmAn00,pass_td,0,,,,,
player,201312220sdg,rai,HolmAn00,pass_int,0,,,,,
player,201312220sdg,rai,HolmAn00,pass_sacked,,,,,,
player,201312220sdg,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,HolmAn00,pass_long,0,,,,,
player,201312220sdg,rai,HolmAn00,pass_rating,,,,,,
player,201312220sdg,rai,HolmAn00,rush_att,0,,,,,
player,201312220sdg,rai,HolmAn00,rush_yds,0,,,,,
player,201312220sdg,rai,HolmAn00,rush_td,0,,,,,
player,201312220sdg,rai,HolmAn00,rush_long,0,,,,,
player,201312220sdg,rai,HolmAn00,targets,8,,,,,
player,201312220sdg,rai,HolmAn00,rec,5,,,,,
player,201312220sdg,rai,HolmAn00,rec_yds,71,,,,,
player,201312220sdg,rai,HolmAn00,rec_td,0,,,,,
player,201312220sdg,rai,HolmAn00,rec_long,24,,,,,
player,201312220sdg,rai,HolmAn00,fumbles,0,,,,,
player,201312220sdg,rai,HolmAn00,fumbles_lost,0,,,,,
player,201312220sdg,rai,RiveMy00,pass_cmp,0,,,,,
player,201312220sdg,rai,RiveMy00,pass_att,0,,,,,
player,201312220sdg,rai,RiveMy00,pass_yds,0,,,,,
player,201312220sdg,rai,RiveMy00,pass_td,0,,,,,
player,201312220sdg,rai,RiveMy00,pass_int,0,,,,,
player,201312220sdg,rai,RiveMy00,pass_sacked,,,,,,
player,201312220sdg,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,RiveMy00,pass_long,0,,,,,
player,201312220sdg,rai,RiveMy00,pass_rating,,,,,,
player,201312220sdg,rai,RiveMy00,rush_att,0,,,,,
player,201312220sdg,rai,RiveMy00,rush_yds,0,,,,,
player,201312220sdg,rai,RiveMy00,rush_td,0,,,,,
player,201312220sdg,rai,RiveMy00,rush_long,0,,,,,
player,201312220sdg,rai,RiveMy00,targets,3,,,,,
player,201312220sdg,rai,RiveMy00,rec,2,,,,,
player,201312220sdg,rai,RiveMy00,rec_yds,43,,,,,
player,201312220sdg,rai,RiveMy00,rec_td,0,,,,,
player,201312220sdg,rai,RiveMy00,rec_long,37,,,,,
player,201312220sdg,rai,RiveMy00,fumbles,0,,,,,
player,201312220sdg,rai,RiveMy00,fumbles_lost,0,,,,,
player,201312220sdg,rai,ReecMa00,pass_cmp,0,,,,,
player,201312220sdg,rai,ReecMa00,pass_att,0,,,,,
player,201312220sdg,rai,ReecMa00,pass_yds,0,,,,,
player,201312220sdg,rai,ReecMa00,pass_td,0,,,,,
player,201312220sdg,rai,ReecMa00,pass_int,0,,,,,
player,201312220sdg,rai,ReecMa00,pass_sacked,,,,,,
player,201312220sdg,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,ReecMa00,pass_long,0,,,,,
player,201312220sdg,rai,ReecMa00,pass_rating,,,,,,
player,201312220sdg,rai,ReecMa00,rush_att,0,,,,,
player,201312220sdg,rai,ReecMa00,rush_yds,0,,,,,
player,201312220sdg,rai,ReecMa00,rush_td,0,,,,,
player,201312220sdg,rai,ReecMa00,rush_long,0,,,,,
player,201312220sdg,rai,ReecMa00,targets,6,,,,,
player,201312220sdg,rai,ReecMa00,rec,4,,,,,
player,201312220sdg,rai,ReecMa00,rec_yds,26,,,,,
player,201312220sdg,rai,ReecMa00,rec_td,0,,,,,
player,201312220sdg,rai,ReecMa00,rec_long,14,,,,,
player,201312220sdg,rai,ReecMa00,fumbles,0,,,,,
player,201312220sdg,rai,ReecMa00,fumbles_lost,0,,,,,
player,201312220sdg,rai,MoorDe02,pass_cmp,0,,,,,
player,201312220sdg,rai,MoorDe02,pass_att,0,,,,,
player,201312220sdg,rai,MoorDe02,pass_yds,0,,,,,
player,201312220sdg,rai,MoorDe02,pass_td,0,,,,,
player,201312220sdg,rai,MoorDe02,pass_int,0,,,,,
player,201312220sdg,rai,MoorDe02,pass_sacked,,,,,,
player,201312220sdg,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,MoorDe02,pass_long,0,,,,,
player,201312220sdg,rai,MoorDe02,pass_rating,,,,,,
player,201312220sdg,rai,MoorDe02,rush_att,0,,,,,
player,201312220sdg,rai,MoorDe02,rush_yds,0,,,,,
player,201312220sdg,rai,MoorDe02,rush_td,0,,,,,
player,201312220sdg,rai,MoorDe02,rush_long,0,,,,,
player,201312220sdg,rai,MoorDe02,targets,3,,,,,
player,201312220sdg,rai,MoorDe02,rec,3,,,,,
player,201312220sdg,rai,MoorDe02,rec_yds,17,,,,,
player,201312220sdg,rai,MoorDe02,rec_td,0,,,,,
player,201312220sdg,rai,MoorDe02,rec_long,11,,,,,
player,201312220sdg,rai,MoorDe02,fumbles,0,,,,,
player,201312220sdg,rai,MoorDe02,fumbles_lost,0,,,,,
player,201312220sdg,rai,MastJe20,pass_cmp,0,,,,,
player,201312220sdg,rai,MastJe20,pass_att,0,,,,,
player,201312220sdg,rai,MastJe20,pass_yds,0,,,,,
player,201312220sdg,rai,MastJe20,pass_td,0,,,,,
player,201312220sdg,rai,MastJe20,pass_int,0,,,,,
player,201312220sdg,rai,MastJe20,pass_sacked,,,,,,
player,201312220sdg,rai,MastJe20,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,MastJe20,pass_long,0,,,,,
player,201312220sdg,rai,MastJe20,pass_rating,,,,,,
player,201312220sdg,rai,MastJe20,rush_att,0,,,,,
player,201312220sdg,rai,MastJe20,rush_yds,0,,,,,
player,201312220sdg,rai,MastJe20,rush_td,0,,,,,
player,201312220sdg,rai,MastJe20,rush_long,0,,,,,
player,201312220sdg,rai,MastJe20,targets,3,,,,,
player,201312220sdg,rai,MastJe20,rec,1,,,,,
player,201312220sdg,rai,MastJe20,rec_yds,12,,,,,
player,201312220sdg,rai,MastJe20,rec_td,0,,,,,
player,201312220sdg,rai,MastJe20,rec_long,12,,,,,
player,201312220sdg,rai,MastJe20,fumbles,0,,,,,
player,201312220sdg,rai,MastJe20,fumbles_lost,0,,,,,
player,201312220sdg,rai,StreRo00,pass_cmp,0,,,,,
player,201312220sdg,rai,StreRo00,pass_att,0,,,,,
player,201312220sdg,rai,StreRo00,pass_yds,0,,,,,
player,201312220sdg,rai,StreRo00,pass_td,0,,,,,
player,201312220sdg,rai,StreRo00,pass_int,0,,,,,
player,201312220sdg,rai,StreRo00,pass_sacked,,,,,,
player,201312220sdg,rai,StreRo00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,StreRo00,pass_long,0,,,,,
player,201312220sdg,rai,StreRo00,pass_rating,,,,,,
player,201312220sdg,rai,StreRo00,rush_att,0,,,,,
player,201312220sdg,rai,StreRo00,rush_yds,0,,,,,
player,201312220sdg,rai,StreRo00,rush_td,0,,,,,
player,201312220sdg,rai,StreRo00,rush_long,0,,,,,
player,201312220sdg,rai,StreRo00,targets,5,,,,,
player,201312220sdg,rai,StreRo00,rec,1,,,,,
player,201312220sdg,rai,StreRo00,rec_yds,2,,,,,
player,201312220sdg,rai,StreRo00,rec_td,0,,,,,
player,201312220sdg,rai,StreRo00,rec_long,2,,,,,
player,201312220sdg,rai,StreRo00,fumbles,0,,,,,
player,201312220sdg,rai,StreRo00,fumbles_lost,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_cmp,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_att,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_yds,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_td,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_int,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_sacked,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_long,0,,,,,
player,201312220sdg,rai,OlawJa00,pass_rating,,,,,,
player,201312220sdg,rai,OlawJa00,rush_att,0,,,,,
player,201312220sdg,rai,OlawJa00,rush_yds,0,,,,,
player,201312220sdg,rai,OlawJa00,rush_td,0,,,,,
player,201312220sdg,rai,OlawJa00,rush_long,0,,,,,
player,201312220sdg,rai,OlawJa00,targets,1,,,,,
player,201312220sdg,rai,OlawJa00,rec,0,,,,,
player,201312220sdg,rai,OlawJa00,rec_yds,0,,,,,
player,201312220sdg,rai,OlawJa00,rec_td,0,,,,,
player,201312220sdg,rai,OlawJa00,rec_long,0,,,,,
player,201312220sdg,rai,OlawJa00,fumbles,0,,,,,
player,201312220sdg,rai,OlawJa00,fumbles_lost,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_cmp,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_att,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_yds,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_td,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_int,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_sacked,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_sacked_yds,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_long,0,,,,,
player,201312220sdg,rai,JenkGr00,pass_rating,,,,,,
player,201312220sdg,rai,JenkGr00,rush_att,0,,,,,
player,201312220sdg,rai,JenkGr00,rush_yds,0,,,,,
player,201312220sdg,rai,JenkGr00,rush_td,0,,,,,
player,201312220sdg,rai,JenkGr00,rush_long,0,,,,,
player,201312220sdg,rai,JenkGr00,targets,1,,,,,
player,201312220sdg,rai,JenkGr00,rec,0,,,,,
player,201312220sdg,rai,JenkGr00,rec_yds,0,,,,,
player,201312220sdg,rai,JenkGr00,rec_td,0,,,,,
player,201312220sdg,rai,JenkGr00,rec_long,0,,,,,
player,201312220sdg,rai,JenkGr00,fumbles,1,,,,,
player,201312220sdg,rai,JenkGr00,fumbles_lost,1,,,,,
player,201312220sdg,sdg,RivePh00,pass_cmp,19,,,,,
player,201312220sdg,sdg,RivePh00,pass_att,29,,,,,
player,201312220sdg,sdg,RivePh00,pass_yds,201,,,,,
player,201312220sdg,sdg,RivePh00,pass_td,1,,,,,
player,201312220sdg,sdg,RivePh00,pass_int,1,,,,,
player,201312220sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201312220sdg,sdg,RivePh00,pass_sacked_yds,5,,,,,
player,201312220sdg,sdg,RivePh00,pass_long,24,,,,,
player,201312220sdg,sdg,RivePh00,pass_rating,82.7,,,,,
player,201312220sdg,sdg,RivePh00,rush_att,4,,,,,
player,201312220sdg,sdg,RivePh00,rush_yds,-3,,,,,
player,201312220sdg,sdg,RivePh00,rush_td,0,,,,,
player,201312220sdg,sdg,RivePh00,rush_long,0,,,,,
player,201312220sdg,sdg,RivePh00,targets,0,,,,,
player,201312220sdg,sdg,RivePh00,rec,0,,,,,
player,201312220sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201312220sdg,sdg,RivePh00,rec_td,0,,,,,
player,201312220sdg,sdg,RivePh00,rec_long,0,,,,,
player,201312220sdg,sdg,RivePh00,fumbles,1,,,,,
player,201312220sdg,sdg,RivePh00,fumbles_lost,1,,,,,
player,201312220sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201312220sdg,sdg,MathRy00,pass_att,0,,,,,
player,201312220sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201312220sdg,sdg,MathRy00,pass_td,0,,,,,
player,201312220sdg,sdg,MathRy00,pass_int,0,,,,,
player,201312220sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201312220sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201312220sdg,sdg,MathRy00,pass_long,0,,,,,
player,201312220sdg,sdg,MathRy00,pass_rating,,,,,,
player,201312220sdg,sdg,MathRy00,rush_att,25,,,,,
player,201312220sdg,sdg,MathRy00,rush_yds,99,,,,,
player,201312220sdg,sdg,MathRy00,rush_td,1,,,,,
player,201312220sdg,sdg,MathRy00,rush_long,34,,,,,
player,201312220sdg,sdg,MathRy00,targets,5,,,,,
player,201312220sdg,sdg,MathRy00,rec,3,,,,,
player,201312220sdg,sdg,MathRy00,rec_yds,20,,,,,
player,201312220sdg,sdg,MathRy00,rec_td,0,,,,,
player,201312220sdg,sdg,MathRy00,rec_long,9,,,,,
player,201312220sdg,sdg,MathRy00,fumbles,0,,,,,
player,201312220sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_cmp,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_att,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_yds,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_td,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_int,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_sacked,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_long,0,,,,,
player,201312220sdg,sdg,WoodDa02,pass_rating,,,,,,
player,201312220sdg,sdg,WoodDa02,rush_att,8,,,,,
player,201312220sdg,sdg,WoodDa02,rush_yds,52,,,,,
player,201312220sdg,sdg,WoodDa02,rush_td,0,,,,,
player,201312220sdg,sdg,WoodDa02,rush_long,13,,,,,
player,201312220sdg,sdg,WoodDa02,targets,3,,,,,
player,201312220sdg,sdg,WoodDa02,rec,3,,,,,
player,201312220sdg,sdg,WoodDa02,rec_yds,16,,,,,
player,201312220sdg,sdg,WoodDa02,rec_td,0,,,,,
player,201312220sdg,sdg,WoodDa02,rec_long,9,,,,,
player,201312220sdg,sdg,WoodDa02,fumbles,0,,,,,
player,201312220sdg,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_att,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_yds,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_td,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_int,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_long,0,,,,,
player,201312220sdg,sdg,RoyaEd00,pass_rating,,,,,,
player,201312220sdg,sdg,RoyaEd00,rush_att,0,,,,,
player,201312220sdg,sdg,RoyaEd00,rush_yds,0,,,,,
player,201312220sdg,sdg,RoyaEd00,rush_td,0,,,,,
player,201312220sdg,sdg,RoyaEd00,rush_long,0,,,,,
player,201312220sdg,sdg,RoyaEd00,targets,4,,,,,
player,201312220sdg,sdg,RoyaEd00,rec,4,,,,,
player,201312220sdg,sdg,RoyaEd00,rec_yds,54,,,,,
player,201312220sdg,sdg,RoyaEd00,rec_td,0,,,,,
player,201312220sdg,sdg,RoyaEd00,rec_long,22,,,,,
player,201312220sdg,sdg,RoyaEd00,fumbles,0,,,,,
player,201312220sdg,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_att,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_td,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_int,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_long,0,,,,,
player,201312220sdg,sdg,GateAn00,pass_rating,,,,,,
player,201312220sdg,sdg,GateAn00,rush_att,0,,,,,
player,201312220sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201312220sdg,sdg,GateAn00,rush_td,0,,,,,
player,201312220sdg,sdg,GateAn00,rush_long,0,,,,,
player,201312220sdg,sdg,GateAn00,targets,3,,,,,
player,201312220sdg,sdg,GateAn00,rec,3,,,,,
player,201312220sdg,sdg,GateAn00,rec_yds,42,,,,,
player,201312220sdg,sdg,GateAn00,rec_td,0,,,,,
player,201312220sdg,sdg,GateAn00,rec_long,16,,,,,
player,201312220sdg,sdg,GateAn00,fumbles,0,,,,,
player,201312220sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201312220sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201312220sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201312220sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201312220sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201312220sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201312220sdg,sdg,BrowVi00,targets,5,,,,,
player,201312220sdg,sdg,BrowVi00,rec,2,,,,,
player,201312220sdg,sdg,BrowVi00,rec_yds,38,,,,,
player,201312220sdg,sdg,BrowVi00,rec_td,0,,,,,
player,201312220sdg,sdg,BrowVi00,rec_long,24,,,,,
player,201312220sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201312220sdg,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201312220sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201312220sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201312220sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201312220sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201312220sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201312220sdg,sdg,AlleKe00,targets,7,,,,,
player,201312220sdg,sdg,AlleKe00,rec,3,,,,,
player,201312220sdg,sdg,AlleKe00,rec_yds,26,,,,,
player,201312220sdg,sdg,AlleKe00,rec_td,1,,,,,
player,201312220sdg,sdg,AlleKe00,rec_long,18,,,,,
player,201312220sdg,sdg,AlleKe00,fumbles,1,,,,,
player,201312220sdg,sdg,AlleKe00,fumbles_lost,1,,,,,
player,201312220sdg,sdg,PhilJo00,pass_cmp,0,,,,,
player,201312220sdg,sdg,PhilJo00,pass_att,0,,,,,
player,201312220sdg,sdg,PhilJo00,pass_yds,0,,,,,
player,201312220sdg,sdg,PhilJo00,pass_td,0,,,,,
player,201312220sdg,sdg,PhilJo00,pass_int,0,,,,,
player,201312220sdg,sdg,PhilJo00,pass_sacked,0,,,,,
player,201312220sdg,sdg,PhilJo00,pass_sacked_yds,0,,,,,
player,201312220sdg,sdg,PhilJo00,pass_long,0,,,,,
player,201312220sdg,sdg,PhilJo00,pass_rating,,,,,,
player,201312220sdg,sdg,PhilJo00,rush_att,0,,,,,
player,201312220sdg,sdg,PhilJo00,rush_yds,0,,,,,
player,201312220sdg,sdg,PhilJo00,rush_td,0,,,,,
player,201312220sdg,sdg,PhilJo00,rush_long,0,,,,,
player,201312220sdg,sdg,PhilJo00,targets,1,,,,,
player,201312220sdg,sdg,PhilJo00,rec,1,,,,,
player,201312220sdg,sdg,PhilJo00,rec_yds,5,,,,,
player,201312220sdg,sdg,PhilJo00,rec_td,0,,,,,
player,201312220sdg,sdg,PhilJo00,rec_long,5,,,,,
player,201312220sdg,sdg,PhilJo00,fumbles,0,,,,,
player,201312220sdg,sdg,PhilJo00,fumbles_lost,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_cmp,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_att,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_yds,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_td,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_int,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_sacked,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_long,0,,,,,
player,201312220sdg,sdg,GreeLa00,pass_rating,,,,,,
player,201312220sdg,sdg,GreeLa00,rush_att,0,,,,,
player,201312220sdg,sdg,GreeLa00,rush_yds,0,,,,,
player,201312220sdg,sdg,GreeLa00,rush_td,0,,,,,
player,201312220sdg,sdg,GreeLa00,rush_long,0,,,,,
player,201312220sdg,sdg,GreeLa00,targets,1,,,,,
