game,2013,6,20131013,201310130sea,oti,"Tennessee Titans",13,sea,"Seattle Seahawks",20
player,201310130sea,sea,ThurWa99,pass_defended,2,,,,,
player,201310130sea,sea,ThurWa99,sacks,0.0,,,,,
player,201310130sea,sea,ThurWa99,tackles_combined,3,,,,,
player,201310130sea,sea,ThurWa99,tackles_solo,0,,,,,
player,201310130sea,sea,ThurWa99,tackles_assists,3,,,,,
player,201310130sea,sea,ThurWa99,tackles_loss,0,,,,,
player,201310130sea,sea,ThurWa99,qb_hits,0,,,,,
player,201310130sea,sea,ThurWa99,fumbles_rec,0,,,,,
player,201310130sea,sea,ThurWa99,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,ThurWa99,fumbles_rec_td,0,,,,,
player,201310130sea,sea,ThurWa99,fumbles_forced,0,,,,,
player,201310130sea,sea,BryaRe99,def_int,0,,,,,
player,201310130sea,sea,BryaRe99,def_int_yds,0,,,,,
player,201310130sea,sea,BryaRe99,def_int_td,0,,,,,
player,201310130sea,sea,BryaRe99,def_int_long,0,,,,,
player,201310130sea,sea,BryaRe99,pass_defended,0,,,,,
player,201310130sea,sea,BryaRe99,sacks,0.0,,,,,
player,201310130sea,sea,BryaRe99,tackles_combined,2,,,,,
player,201310130sea,sea,BryaRe99,tackles_solo,1,,,,,
player,201310130sea,sea,BryaRe99,tackles_assists,1,,,,,
player,201310130sea,sea,BryaRe99,tackles_loss,1,,,,,
player,201310130sea,sea,BryaRe99,qb_hits,0,,,,,
player,201310130sea,sea,BryaRe99,fumbles_rec,0,,,,,
player,201310130sea,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201310130sea,sea,BryaRe99,fumbles_forced,0,,,,,
player,201310130sea,sea,ColeDe00,def_int,0,,,,,
player,201310130sea,sea,ColeDe00,def_int_yds,0,,,,,
player,201310130sea,sea,ColeDe00,def_int_td,0,,,,,
player,201310130sea,sea,ColeDe00,def_int_long,0,,,,,
player,201310130sea,sea,ColeDe00,pass_defended,0,,,,,
player,201310130sea,sea,ColeDe00,sacks,0.0,,,,,
player,201310130sea,sea,ColeDe00,tackles_combined,2,,,,,
player,201310130sea,sea,ColeDe00,tackles_solo,1,,,,,
player,201310130sea,sea,ColeDe00,tackles_assists,1,,,,,
player,201310130sea,sea,ColeDe00,tackles_loss,0,,,,,
player,201310130sea,sea,ColeDe00,qb_hits,0,,,,,
player,201310130sea,sea,ColeDe00,fumbles_rec,0,,,,,
player,201310130sea,sea,ColeDe00,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,ColeDe00,fumbles_rec_td,0,,,,,
player,201310130sea,sea,ColeDe00,fumbles_forced,0,,,,,
player,201310130sea,sea,IrviBr00,def_int,0,,,,,
player,201310130sea,sea,IrviBr00,def_int_yds,0,,,,,
player,201310130sea,sea,IrviBr00,def_int_td,0,,,,,
player,201310130sea,sea,IrviBr00,def_int_long,0,,,,,
player,201310130sea,sea,IrviBr00,pass_defended,0,,,,,
player,201310130sea,sea,IrviBr00,sacks,0.0,,,,,
player,201310130sea,sea,IrviBr00,tackles_combined,2,,,,,
player,201310130sea,sea,IrviBr00,tackles_solo,1,,,,,
player,201310130sea,sea,IrviBr00,tackles_assists,1,,,,,
player,201310130sea,sea,IrviBr00,tackles_loss,0,,,,,
player,201310130sea,sea,IrviBr00,qb_hits,0,,,,,
player,201310130sea,sea,IrviBr00,fumbles_rec,0,,,,,
player,201310130sea,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201310130sea,sea,IrviBr00,fumbles_forced,0,,,,,
player,201310130sea,sea,JohnJe02,def_int,0,,,,,
player,201310130sea,sea,JohnJe02,def_int_yds,0,,,,,
player,201310130sea,sea,JohnJe02,def_int_td,0,,,,,
player,201310130sea,sea,JohnJe02,def_int_long,0,,,,,
player,201310130sea,sea,JohnJe02,pass_defended,0,,,,,
player,201310130sea,sea,JohnJe02,sacks,0.0,,,,,
player,201310130sea,sea,JohnJe02,tackles_combined,2,,,,,
player,201310130sea,sea,JohnJe02,tackles_solo,0,,,,,
player,201310130sea,sea,JohnJe02,tackles_assists,2,,,,,
player,201310130sea,sea,JohnJe02,tackles_loss,0,,,,,
player,201310130sea,sea,JohnJe02,qb_hits,0,,,,,
player,201310130sea,sea,JohnJe02,fumbles_rec,0,,,,,
player,201310130sea,sea,JohnJe02,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,JohnJe02,fumbles_rec_td,0,,,,,
player,201310130sea,sea,JohnJe02,fumbles_forced,0,,,,,
player,201310130sea,sea,MaxwBy00,def_int,0,,,,,
player,201310130sea,sea,MaxwBy00,def_int_yds,0,,,,,
player,201310130sea,sea,MaxwBy00,def_int_td,0,,,,,
player,201310130sea,sea,MaxwBy00,def_int_long,0,,,,,
player,201310130sea,sea,MaxwBy00,pass_defended,0,,,,,
player,201310130sea,sea,MaxwBy00,sacks,0.0,,,,,
player,201310130sea,sea,MaxwBy00,tackles_combined,2,,,,,
player,201310130sea,sea,MaxwBy00,tackles_solo,2,,,,,
player,201310130sea,sea,MaxwBy00,tackles_assists,0,,,,,
player,201310130sea,sea,MaxwBy00,tackles_loss,0,,,,,
player,201310130sea,sea,MaxwBy00,qb_hits,0,,,,,
player,201310130sea,sea,MaxwBy00,fumbles_rec,0,,,,,
player,201310130sea,sea,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,MaxwBy00,fumbles_rec_td,0,,,,,
player,201310130sea,sea,MaxwBy00,fumbles_forced,0,,,,,
player,201310130sea,sea,McDoCl99,def_int,0,,,,,
player,201310130sea,sea,McDoCl99,def_int_yds,0,,,,,
player,201310130sea,sea,McDoCl99,def_int_td,0,,,,,
player,201310130sea,sea,McDoCl99,def_int_long,0,,,,,
player,201310130sea,sea,McDoCl99,pass_defended,1,,,,,
player,201310130sea,sea,McDoCl99,sacks,0.0,,,,,
player,201310130sea,sea,McDoCl99,tackles_combined,2,,,,,
player,201310130sea,sea,McDoCl99,tackles_solo,0,,,,,
player,201310130sea,sea,McDoCl99,tackles_assists,2,,,,,
player,201310130sea,sea,McDoCl99,tackles_loss,0,,,,,
player,201310130sea,sea,McDoCl99,qb_hits,1,,,,,
player,201310130sea,sea,McDoCl99,fumbles_rec,0,,,,,
player,201310130sea,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201310130sea,sea,McDoCl99,fumbles_forced,0,,,,,
player,201310130sea,sea,FarwHe20,def_int,0,,,,,
player,201310130sea,sea,FarwHe20,def_int_yds,0,,,,,
player,201310130sea,sea,FarwHe20,def_int_td,0,,,,,
player,201310130sea,sea,FarwHe20,def_int_long,0,,,,,
player,201310130sea,sea,FarwHe20,pass_defended,0,,,,,
player,201310130sea,sea,FarwHe20,sacks,0.0,,,,,
player,201310130sea,sea,FarwHe20,tackles_combined,1,,,,,
player,201310130sea,sea,FarwHe20,tackles_solo,1,,,,,
player,201310130sea,sea,FarwHe20,tackles_assists,0,,,,,
player,201310130sea,sea,FarwHe20,tackles_loss,0,,,,,
player,201310130sea,sea,FarwHe20,qb_hits,0,,,,,
player,201310130sea,sea,FarwHe20,fumbles_rec,0,,,,,
player,201310130sea,sea,FarwHe20,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,FarwHe20,fumbles_rec_td,0,,,,,
player,201310130sea,sea,FarwHe20,fumbles_forced,0,,,,,
player,201310130sea,sea,MaraCh99,def_int,0,,,,,
player,201310130sea,sea,MaraCh99,def_int_yds,0,,,,,
player,201310130sea,sea,MaraCh99,def_int_td,0,,,,,
player,201310130sea,sea,MaraCh99,def_int_long,0,,,,,
player,201310130sea,sea,MaraCh99,pass_defended,0,,,,,
player,201310130sea,sea,MaraCh99,sacks,0.0,,,,,
player,201310130sea,sea,MaraCh99,tackles_combined,1,,,,,
player,201310130sea,sea,MaraCh99,tackles_solo,1,,,,,
player,201310130sea,sea,MaraCh99,tackles_assists,0,,,,,
player,201310130sea,sea,MaraCh99,tackles_loss,1,,,,,
player,201310130sea,sea,MaraCh99,qb_hits,0,,,,,
player,201310130sea,sea,MaraCh99,fumbles_rec,0,,,,,
player,201310130sea,sea,MaraCh99,fumbles_rec_yds,-19,,,,,
player,201310130sea,sea,MaraCh99,fumbles_rec_td,0,,,,,
player,201310130sea,sea,MaraCh99,fumbles_forced,0,,,,,
player,201310130sea,sea,MebaBr99,def_int,0,,,,,
player,201310130sea,sea,MebaBr99,def_int_yds,0,,,,,
player,201310130sea,sea,MebaBr99,def_int_td,0,,,,,
player,201310130sea,sea,MebaBr99,def_int_long,0,,,,,
player,201310130sea,sea,MebaBr99,pass_defended,0,,,,,
player,201310130sea,sea,MebaBr99,sacks,0.0,,,,,
player,201310130sea,sea,MebaBr99,tackles_combined,1,,,,,
player,201310130sea,sea,MebaBr99,tackles_solo,1,,,,,
player,201310130sea,sea,MebaBr99,tackles_assists,0,,,,,
player,201310130sea,sea,MebaBr99,tackles_loss,0,,,,,
player,201310130sea,sea,MebaBr99,qb_hits,1,,,,,
player,201310130sea,sea,MebaBr99,fumbles_rec,0,,,,,
player,201310130sea,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201310130sea,sea,MebaBr99,fumbles_forced,0,,,,,
player,201310130sea,sea,MorgMi00,def_int,0,,,,,
player,201310130sea,sea,MorgMi00,def_int_yds,0,,,,,
player,201310130sea,sea,MorgMi00,def_int_td,0,,,,,
player,201310130sea,sea,MorgMi00,def_int_long,0,,,,,
player,201310130sea,sea,MorgMi00,pass_defended,0,,,,,
player,201310130sea,sea,MorgMi00,sacks,0.0,,,,,
player,201310130sea,sea,MorgMi00,tackles_combined,1,,,,,
player,201310130sea,sea,MorgMi00,tackles_solo,0,,,,,
player,201310130sea,sea,MorgMi00,tackles_assists,1,,,,,
player,201310130sea,sea,MorgMi00,tackles_loss,0,,,,,
player,201310130sea,sea,MorgMi00,qb_hits,0,,,,,
player,201310130sea,sea,MorgMi00,fumbles_rec,0,,,,,
player,201310130sea,sea,MorgMi00,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,MorgMi00,fumbles_rec_td,0,,,,,
player,201310130sea,sea,MorgMi00,fumbles_forced,0,,,,,
player,201310130sea,oti,ReynDa00,kick_ret,4,,,,,
player,201310130sea,oti,ReynDa00,kick_ret_yds,121,,,,,
player,201310130sea,oti,ReynDa00,kick_ret_yds_per_ret,30.3,,,,,
player,201310130sea,oti,ReynDa00,kick_ret_td,0,,,,,
player,201310130sea,oti,ReynDa00,kick_ret_long,40,,,,,
player,201310130sea,oti,ReynDa00,punt_ret,0,,,,,
player,201310130sea,oti,ReynDa00,punt_ret_yds,0,,,,,
player,201310130sea,oti,ReynDa00,punt_ret_yds_per_ret,,,,,,
player,201310130sea,oti,ReynDa00,punt_ret_td,0,,,,,
player,201310130sea,oti,ReynDa00,punt_ret_long,0,,,,,
player,201310130sea,sea,TateGo00,kick_ret,0,,,,,
player,201310130sea,sea,TateGo00,kick_ret_yds,0,,,,,
player,201310130sea,sea,TateGo00,kick_ret_yds_per_ret,,,,,,
player,201310130sea,sea,TateGo00,kick_ret_td,0,,,,,
player,201310130sea,sea,TateGo00,kick_ret_long,0,,,,,
player,201310130sea,sea,TateGo00,punt_ret,2,,,,,
player,201310130sea,sea,TateGo00,punt_ret_yds,15,,,,,
player,201310130sea,sea,TateGo00,punt_ret_yds_per_ret,7.5,,,,,
player,201310130sea,sea,TateGo00,punt_ret_td,0,,,,,
player,201310130sea,sea,TateGo00,punt_ret_long,11,,,,,
player,201310130sea,sea,KearJe01,kick_ret,3,,,,,
player,201310130sea,sea,KearJe01,kick_ret_yds,95,,,,,
player,201310130sea,sea,KearJe01,kick_ret_yds_per_ret,31.7,,,,,
player,201310130sea,sea,KearJe01,kick_ret_td,0,,,,,
player,201310130sea,sea,KearJe01,kick_ret_long,40,,,,,
player,201310130sea,sea,KearJe01,punt_ret,0,,,,,
player,201310130sea,sea,KearJe01,punt_ret_yds,0,,,,,
player,201310130sea,sea,KearJe01,punt_ret_yds_per_ret,,,,,,
player,201310130sea,sea,KearJe01,punt_ret_td,0,,,,,
player,201310130sea,sea,KearJe01,punt_ret_long,0,,,,,
player,201310130sea,oti,bironrob01,xpm,1,,,,,
player,201310130sea,oti,bironrob01,xpa,1,,,,,
player,201310130sea,oti,bironrob01,fgm,2,,,,,
player,201310130sea,oti,bironrob01,fga,2,,,,,
player,201310130sea,oti,bironrob01,punt,0,,,,,
player,201310130sea,oti,bironrob01,punt_yds,0,,,,,
player,201310130sea,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201310130sea,oti,bironrob01,punt_long,0,,,,,
player,201310130sea,oti,KernBr20,xpm,,,,,,
player,201310130sea,oti,KernBr20,xpa,,,,,,
player,201310130sea,oti,KernBr20,fgm,,,,,,
player,201310130sea,oti,KernBr20,fga,,,,,,
player,201310130sea,oti,KernBr20,punt,4,,,,,
player,201310130sea,oti,KernBr20,punt_yds,140,,,,,
player,201310130sea,oti,KernBr20,punt_yds_per_punt,35.0,,,,,
player,201310130sea,oti,KernBr20,punt_long,46,,,,,
player,201310130sea,sea,HausSt00,xpm,2,,,,,
player,201310130sea,sea,HausSt00,xpa,2,,,,,
player,201310130sea,sea,HausSt00,fgm,2,,,,,
player,201310130sea,sea,HausSt00,fga,2,,,,,
player,201310130sea,sea,HausSt00,punt,0,,,,,
player,201310130sea,sea,HausSt00,punt_yds,0,,,,,
player,201310130sea,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201310130sea,sea,HausSt00,punt_long,0,,,,,
player,201310130sea,sea,RyanJo21,xpm,,,,,,
player,201310130sea,sea,RyanJo21,xpa,,,,,,
player,201310130sea,sea,RyanJo21,fgm,,,,,,
player,201310130sea,sea,RyanJo21,fga,,,,,,
player,201310130sea,sea,RyanJo21,punt,3,,,,,
player,201310130sea,sea,RyanJo21,punt_yds,146,,,,,
player,201310130sea,sea,RyanJo21,punt_yds_per_punt,48.7,,,,,
player,201310130sea,sea,RyanJo21,punt_long,61,,,,,
player,201310130sea,sea,SweeJ.00,pos,G,,,,,
player,201310130sea,sea,SweeJ.00,offense,68,,,,,
player,201310130sea,sea,SweeJ.00,off_pct,100%,,,,,
player,201310130sea,sea,SweeJ.00,defense,0,,,,,
player,201310130sea,sea,SweeJ.00,def_pct,0%,,,,,
player,201310130sea,sea,SweeJ.00,special_teams,7,,,,,
player,201310130sea,sea,SweeJ.00,st_pct,29%,,,,,
player,201310130sea,sea,BowiMi00,pos,T,,,,,
player,201310130sea,sea,BowiMi00,offense,68,,,,,
player,201310130sea,sea,BowiMi00,off_pct,100%,,,,,
player,201310130sea,sea,BowiMi00,defense,0,,,,,
player,201310130sea,sea,BowiMi00,def_pct,0%,,,,,
player,201310130sea,sea,BowiMi00,special_teams,5,,,,,
player,201310130sea,sea,BowiMi00,st_pct,21%,,,,,
player,201310130sea,sea,McQuPa21,pos,G,,,,,
player,201310130sea,sea,McQuPa21,offense,68,,,,,
player,201310130sea,sea,McQuPa21,off_pct,100%,,,,,
player,201310130sea,sea,McQuPa21,defense,0,,,,,
player,201310130sea,sea,McQuPa21,def_pct,0%,,,,,
player,201310130sea,sea,McQuPa21,special_teams,5,,,,,
player,201310130sea,sea,McQuPa21,st_pct,21%,,,,,
player,201310130sea,sea,CarpJa00,pos,G,,,,,
player,201310130sea,sea,CarpJa00,offense,68,,,,,
player,201310130sea,sea,CarpJa00,off_pct,100%,,,,,
player,201310130sea,sea,CarpJa00,defense,0,,,,,
player,201310130sea,sea,CarpJa00,def_pct,0%,,,,,
player,201310130sea,sea,CarpJa00,special_teams,5,,,,,
player,201310130sea,sea,CarpJa00,st_pct,21%,,,,,
player,201310130sea,sea,UngeMa20,pos,C,,,,,
player,201310130sea,sea,UngeMa20,offense,68,,,,,
player,201310130sea,sea,UngeMa20,off_pct,100%,,,,,
player,201310130sea,sea,UngeMa20,defense,0,,,,,
player,201310130sea,sea,UngeMa20,def_pct,0%,,,,,
player,201310130sea,sea,UngeMa20,special_teams,0,,,,,
player,201310130sea,sea,UngeMa20,st_pct,0%,,,,,
player,201310130sea,sea,WilsRu00,pos,QB,,,,,
player,201310130sea,sea,WilsRu00,offense,68,,,,,
player,201310130sea,sea,WilsRu00,off_pct,100%,,,,,
player,201310130sea,sea,WilsRu00,defense,0,,,,,
player,201310130sea,sea,WilsRu00,def_pct,0%,,,,,
player,201310130sea,sea,WilsRu00,special_teams,0,,,,,
player,201310130sea,sea,WilsRu00,st_pct,0%,,,,,
player,201310130sea,sea,WillLu00,pos,TE,,,,,
player,201310130sea,sea,WillLu00,offense,61,,,,,
player,201310130sea,sea,WillLu00,off_pct,90%,,,,,
player,201310130sea,sea,WillLu00,defense,0,,,,,
player,201310130sea,sea,WillLu00,def_pct,0%,,,,,
player,201310130sea,sea,WillLu00,special_teams,6,,,,,
player,201310130sea,sea,WillLu00,st_pct,25%,,,,,
player,201310130sea,sea,TateGo00,pos,WR,,,,,
player,201310130sea,sea,TateGo00,offense,57,,,,,
player,201310130sea,sea,TateGo00,off_pct,84%,,,,,
player,201310130sea,sea,TateGo00,defense,0,,,,,
player,201310130sea,sea,TateGo00,def_pct,0%,,,,,
player,201310130sea,sea,TateGo00,special_teams,6,,,,,
player,201310130sea,sea,TateGo00,st_pct,25%,,,,,
player,201310130sea,sea,LyncMa00,pos,RB,,,,,
player,201310130sea,sea,LyncMa00,offense,51,,,,,
player,201310130sea,sea,LyncMa00,off_pct,75%,,,,,
player,201310130sea,sea,LyncMa00,defense,0,,,,,
player,201310130sea,sea,LyncMa00,def_pct,0%,,,,,
player,201310130sea,sea,LyncMa00,special_teams,0,,,,,
player,201310130sea,sea,LyncMa00,st_pct,0%,,,,,
player,201310130sea,sea,RiceSi01,pos,WR,,,,,
player,201310130sea,sea,RiceSi01,offense,49,,,,,
player,201310130sea,sea,RiceSi01,off_pct,72%,,,,,
player,201310130sea,sea,RiceSi01,defense,0,,,,,
player,201310130sea,sea,RiceSi01,def_pct,0%,,,,,
player,201310130sea,sea,RiceSi01,special_teams,1,,,,,
player,201310130sea,sea,RiceSi01,st_pct,4%,,,,,
player,201310130sea,sea,BaldDo00,pos,WR,,,,,
player,201310130sea,sea,BaldDo00,offense,41,,,,,
player,201310130sea,sea,BaldDo00,off_pct,60%,,,,,
player,201310130sea,sea,BaldDo00,defense,0,,,,,
player,201310130sea,sea,BaldDo00,def_pct,0%,,,,,
player,201310130sea,sea,BaldDo00,special_teams,6,,,,,
player,201310130sea,sea,BaldDo00,st_pct,25%,,,,,
player,201310130sea,sea,KearJe01,pos,WR,,,,,
player,201310130sea,sea,KearJe01,offense,25,,,,,
player,201310130sea,sea,KearJe01,off_pct,37%,,,,,
player,201310130sea,sea,KearJe01,defense,0,,,,,
player,201310130sea,sea,KearJe01,def_pct,0%,,,,,
player,201310130sea,sea,KearJe01,special_teams,11,,,,,
player,201310130sea,sea,KearJe01,st_pct,46%,,,,,
player,201310130sea,sea,DaviKe01,pos,TE,,,,,
player,201310130sea,sea,DaviKe01,offense,21,,,,,
player,201310130sea,sea,DaviKe01,off_pct,31%,,,,,
player,201310130sea,sea,DaviKe01,defense,0,,,,,
player,201310130sea,sea,DaviKe01,def_pct,0%,,,,,
player,201310130sea,sea,DaviKe01,special_teams,6,,,,,
player,201310130sea,sea,DaviKe01,st_pct,25%,,,,,
player,201310130sea,sea,ColeDe00,pos,FB,,,,,
player,201310130sea,sea,ColeDe00,offense,15,,,,,
player,201310130sea,sea,ColeDe00,off_pct,22%,,,,,
player,201310130sea,sea,ColeDe00,defense,0,,,,,
player,201310130sea,sea,ColeDe00,def_pct,0%,,,,,
player,201310130sea,sea,ColeDe00,special_teams,15,,,,,
player,201310130sea,sea,ColeDe00,st_pct,62%,,,,,
player,201310130sea,sea,TurbRo00,pos,RB,,,,,
player,201310130sea,sea,TurbRo00,offense,14,,,,,
player,201310130sea,sea,TurbRo00,off_pct,21%,,,,,
player,201310130sea,sea,TurbRo00,defense,0,,,,,
player,201310130sea,sea,TurbRo00,def_pct,0%,,,,,
player,201310130sea,sea,TurbRo00,special_teams,5,,,,,
player,201310130sea,sea,TurbRo00,st_pct,21%,,,,,
player,201310130sea,sea,WaltBr00,pos,WR,,,,,
player,201310130sea,sea,WaltBr00,offense,6,,,,,
player,201310130sea,sea,WaltBr00,off_pct,9%,,,,,
player,201310130sea,sea,WaltBr00,defense,0,,,,,
player,201310130sea,sea,WaltBr00,def_pct,0%,,,,,
player,201310130sea,sea,WaltBr00,special_teams,0,,,,,
player,201310130sea,sea,WaltBr00,st_pct,0%,,,,,
player,201310130sea,sea,ChanKa99,pos,SS,,,,,
player,201310130sea,sea,ChanKa99,offense,0,,,,,
player,201310130sea,sea,ChanKa99,off_pct,0%,,,,,
player,201310130sea,sea,ChanKa99,defense,52,,,,,
player,201310130sea,sea,ChanKa99,def_pct,100%,,,,,
player,201310130sea,sea,ChanKa99,special_teams,9,,,,,
player,201310130sea,sea,ChanKa99,st_pct,38%,,,,,
player,201310130sea,sea,WrigK.00,pos,LB,,,,,
player,201310130sea,sea,WrigK.00,offense,0,,,,,
player,201310130sea,sea,WrigK.00,off_pct,0%,,,,,
player,201310130sea,sea,WrigK.00,defense,52,,,,,
player,201310130sea,sea,WrigK.00,def_pct,100%,,,,,
player,201310130sea,sea,WrigK.00,special_teams,7,,,,,
player,201310130sea,sea,WrigK.00,st_pct,29%,,,,,
player,201310130sea,sea,ThomEa99,pos,FS,,,,,
player,201310130sea,sea,ThomEa99,offense,0,,,,,
player,201310130sea,sea,ThomEa99,off_pct,0%,,,,,
player,201310130sea,sea,ThomEa99,defense,52,,,,,
player,201310130sea,sea,ThomEa99,def_pct,100%,,,,,
player,201310130sea,sea,ThomEa99,special_teams,5,,,,,
player,201310130sea,sea,ThomEa99,st_pct,21%,,,,,
player,201310130sea,sea,SherRi00,pos,CB,,,,,
player,201310130sea,sea,SherRi00,offense,0,,,,,
player,201310130sea,sea,SherRi00,off_pct,0%,,,,,
player,201310130sea,sea,SherRi00,defense,52,,,,,
player,201310130sea,sea,SherRi00,def_pct,100%,,,,,
player,201310130sea,sea,SherRi00,special_teams,3,,,,,
player,201310130sea,sea,SherRi00,st_pct,12%,,,,,
player,201310130sea,sea,SmitMa02,pos,LB,,,,,
player,201310130sea,sea,SmitMa02,offense,0,,,,,
player,201310130sea,sea,SmitMa02,off_pct,0%,,,,,
player,201310130sea,sea,SmitMa02,defense,48,,,,,
player,201310130sea,sea,SmitMa02,def_pct,92%,,,,,
player,201310130sea,sea,SmitMa02,special_teams,7,,,,,
player,201310130sea,sea,SmitMa02,st_pct,29%,,,,,
player,201310130sea,sea,BrowBr00,pos,CB,,,,,
player,201310130sea,sea,BrowBr00,offense,0,,,,,
player,201310130sea,sea,BrowBr00,off_pct,0%,,,,,
player,201310130sea,sea,BrowBr00,defense,37,,,,,
player,201310130sea,sea,BrowBr00,def_pct,71%,,,,,
player,201310130sea,sea,BrowBr00,special_teams,3,,,,,
player,201310130sea,sea,BrowBr00,st_pct,12%,,,,,
player,201310130sea,sea,ThurWa99,pos,CB,,,,,
player,201310130sea,sea,ThurWa99,offense,0,,,,,
player,201310130sea,sea,ThurWa99,off_pct,0%,,,,,
player,201310130sea,sea,ThurWa99,defense,35,,,,,
player,201310130sea,sea,ThurWa99,def_pct,67%,,,,,
player,201310130sea,sea,ThurWa99,special_teams,0,,,,,
player,201310130sea,sea,ThurWa99,st_pct,0%,,,,,
player,201310130sea,sea,AvriCl99,pos,DE,,,,,
player,201310130sea,sea,AvriCl99,offense,0,,,,,
player,201310130sea,sea,AvriCl99,off_pct,0%,,,,,
player,201310130sea,sea,AvriCl99,defense,30,,,,,
player,201310130sea,sea,AvriCl99,def_pct,58%,,,,,
player,201310130sea,sea,AvriCl99,special_teams,0,,,,,
player,201310130sea,sea,AvriCl99,st_pct,0%,,,,,
player,201310130sea,sea,ClemCh23,pos,DE,,,,,
player,201310130sea,sea,ClemCh23,offense,0,,,,,
player,201310130sea,sea,ClemCh23,off_pct,0%,,,,,
player,201310130sea,sea,ClemCh23,defense,29,,,,,
player,201310130sea,sea,ClemCh23,def_pct,56%,,,,,
player,201310130sea,sea,ClemCh23,special_teams,2,,,,,
player,201310130sea,sea,ClemCh23,st_pct,8%,,,,,
player,201310130sea,sea,IrviBr00,pos,DE,,,,,
player,201310130sea,sea,IrviBr00,offense,0,,,,,
player,201310130sea,sea,IrviBr00,off_pct,0%,,,,,
player,201310130sea,sea,IrviBr00,defense,29,,,,,
player,201310130sea,sea,IrviBr00,def_pct,56%,,,,,
player,201310130sea,sea,IrviBr00,special_teams,0,,,,,
player,201310130sea,sea,IrviBr00,st_pct,0%,,,,,
player,201310130sea,sea,McDaTo20,pos,DT,,,,,
player,201310130sea,sea,McDaTo20,offense,0,,,,,
player,201310130sea,sea,McDaTo20,off_pct,0%,,,,,
player,201310130sea,sea,McDaTo20,defense,28,,,,,
player,201310130sea,sea,McDaTo20,def_pct,54%,,,,,
player,201310130sea,sea,McDaTo20,special_teams,3,,,,,
player,201310130sea,sea,McDaTo20,st_pct,12%,,,,,
player,201310130sea,sea,McDoCl99,pos,DT,,,,,
player,201310130sea,sea,McDoCl99,offense,0,,,,,
player,201310130sea,sea,McDoCl99,off_pct,0%,,,,,
player,201310130sea,sea,McDoCl99,defense,25,,,,,
player,201310130sea,sea,McDoCl99,def_pct,48%,,,,,
player,201310130sea,sea,McDoCl99,special_teams,0,,,,,
player,201310130sea,sea,McDoCl99,st_pct,0%,,,,,
player,201310130sea,sea,BennMi99,pos,DE,,,,,
player,201310130sea,sea,BennMi99,offense,0,,,,,
player,201310130sea,sea,BennMi99,off_pct,0%,,,,,
player,201310130sea,sea,BennMi99,defense,24,,,,,
player,201310130sea,sea,BennMi99,def_pct,46%,,,,,
player,201310130sea,sea,BennMi99,special_teams,3,,,,,
player,201310130sea,sea,BennMi99,st_pct,12%,,,,,
player,201310130sea,sea,HillJo01,pos,DT,,,,,
player,201310130sea,sea,HillJo01,offense,0,,,,,
player,201310130sea,sea,HillJo01,off_pct,0%,,,,,
player,201310130sea,sea,HillJo01,defense,22,,,,,
player,201310130sea,sea,HillJo01,def_pct,42%,,,,,
player,201310130sea,sea,HillJo01,special_teams,0,,,,,
player,201310130sea,sea,HillJo01,st_pct,0%,,,,,
player,201310130sea,sea,BryaRe99,pos,DE,,,,,
player,201310130sea,sea,BryaRe99,offense,0,,,,,
player,201310130sea,sea,BryaRe99,off_pct,0%,,,,,
player,201310130sea,sea,BryaRe99,defense,21,,,,,
player,201310130sea,sea,BryaRe99,def_pct,40%,,,,,
player,201310130sea,sea,BryaRe99,special_teams,3,,,,,
player,201310130sea,sea,BryaRe99,st_pct,12%,,,,,
player,201310130sea,sea,MebaBr99,pos,DT,,,,,
player,201310130sea,sea,MebaBr99,offense,0,,,,,
player,201310130sea,sea,MebaBr99,off_pct,0%,,,,,
player,201310130sea,sea,MebaBr99,defense,20,,,,,
player,201310130sea,sea,MebaBr99,def_pct,38%,,,,,
player,201310130sea,sea,MebaBr99,special_teams,0,,,,,
player,201310130sea,sea,MebaBr99,st_pct,0%,,,,,
player,201310130sea,sea,MaxwBy00,pos,CB,,,,,
player,201310130sea,sea,MaxwBy00,offense,0,,,,,
player,201310130sea,sea,MaxwBy00,off_pct,0%,,,,,
player,201310130sea,sea,MaxwBy00,defense,9,,,,,
player,201310130sea,sea,MaxwBy00,def_pct,17%,,,,,
player,201310130sea,sea,MaxwBy00,special_teams,16,,,,,
player,201310130sea,sea,MaxwBy00,st_pct,67%,,,,,
