game,2013,16,20131222,201312220gnb,pit,"Pittsburgh Steelers",38,gnb,"Green Bay Packers",31
player,201312220gnb,pit,McBrMa20,rec_long,0,,,,,
player,201312220gnb,pit,McBrMa20,fumbles,0,,,,,
player,201312220gnb,pit,McBrMa20,fumbles_lost,0,,,,,
player,201312220gnb,pit,BellLe00,pass_cmp,0,,,,,
player,201312220gnb,pit,BellLe00,pass_att,0,,,,,
player,201312220gnb,pit,BellLe00,pass_yds,0,,,,,
player,201312220gnb,pit,BellLe00,pass_td,0,,,,,
player,201312220gnb,pit,BellLe00,pass_int,0,,,,,
player,201312220gnb,pit,BellLe00,pass_sacked,0,,,,,
player,201312220gnb,pit,BellLe00,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,BellLe00,pass_long,0,,,,,
player,201312220gnb,pit,BellLe00,pass_rating,,,,,,
player,201312220gnb,pit,BellLe00,rush_att,26,,,,,
player,201312220gnb,pit,BellLe00,rush_yds,124,,,,,
player,201312220gnb,pit,BellLe00,rush_td,1,,,,,
player,201312220gnb,pit,BellLe00,rush_long,25,,,,,
player,201312220gnb,pit,BellLe00,targets,3,,,,,
player,201312220gnb,pit,BellLe00,rec,1,,,,,
player,201312220gnb,pit,BellLe00,rec_yds,5,,,,,
player,201312220gnb,pit,BellLe00,rec_td,0,,,,,
player,201312220gnb,pit,BellLe00,rec_long,5,,,,,
player,201312220gnb,pit,BellLe00,fumbles,1,,,,,
player,201312220gnb,pit,BellLe00,fumbles_lost,1,,,,,
player,201312220gnb,pit,DwyeJo00,pass_cmp,0,,,,,
player,201312220gnb,pit,DwyeJo00,pass_att,0,,,,,
player,201312220gnb,pit,DwyeJo00,pass_yds,0,,,,,
player,201312220gnb,pit,DwyeJo00,pass_td,0,,,,,
player,201312220gnb,pit,DwyeJo00,pass_int,0,,,,,
player,201312220gnb,pit,DwyeJo00,pass_sacked,0,,,,,
player,201312220gnb,pit,DwyeJo00,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,DwyeJo00,pass_long,0,,,,,
player,201312220gnb,pit,DwyeJo00,pass_rating,,,,,,
player,201312220gnb,pit,DwyeJo00,rush_att,1,,,,,
player,201312220gnb,pit,DwyeJo00,rush_yds,7,,,,,
player,201312220gnb,pit,DwyeJo00,rush_td,0,,,,,
player,201312220gnb,pit,DwyeJo00,rush_long,7,,,,,
player,201312220gnb,pit,DwyeJo00,targets,1,,,,,
player,201312220gnb,pit,DwyeJo00,rec,1,,,,,
player,201312220gnb,pit,DwyeJo00,rec_yds,7,,,,,
player,201312220gnb,pit,DwyeJo00,rec_td,0,,,,,
player,201312220gnb,pit,DwyeJo00,rec_long,7,,,,,
player,201312220gnb,pit,DwyeJo00,fumbles,0,,,,,
player,201312220gnb,pit,DwyeJo00,fumbles_lost,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_cmp,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_att,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_yds,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_td,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_int,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_sacked,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_long,0,,,,,
player,201312220gnb,pit,JoneFe00,pass_rating,,,,,,
player,201312220gnb,pit,JoneFe00,rush_att,1,,,,,
player,201312220gnb,pit,JoneFe00,rush_yds,7,,,,,
player,201312220gnb,pit,JoneFe00,rush_td,0,,,,,
player,201312220gnb,pit,JoneFe00,rush_long,7,,,,,
player,201312220gnb,pit,JoneFe00,targets,1,,,,,
player,201312220gnb,pit,JoneFe00,rec,0,,,,,
player,201312220gnb,pit,JoneFe00,rec_yds,0,,,,,
player,201312220gnb,pit,JoneFe00,rec_td,0,,,,,
player,201312220gnb,pit,JoneFe00,rec_long,0,,,,,
player,201312220gnb,pit,JoneFe00,fumbles,0,,,,,
player,201312220gnb,pit,JoneFe00,fumbles_lost,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_cmp,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_att,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_yds,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_td,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_int,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_sacked,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_long,0,,,,,
player,201312220gnb,pit,BrowAn04,pass_rating,,,,,,
player,201312220gnb,pit,BrowAn04,rush_att,0,,,,,
player,201312220gnb,pit,BrowAn04,rush_yds,0,,,,,
player,201312220gnb,pit,BrowAn04,rush_td,0,,,,,
player,201312220gnb,pit,BrowAn04,rush_long,0,,,,,
player,201312220gnb,pit,BrowAn04,targets,13,,,,,
player,201312220gnb,pit,BrowAn04,rec,6,,,,,
player,201312220gnb,pit,BrowAn04,rec_yds,105,,,,,
player,201312220gnb,pit,BrowAn04,rec_td,0,,,,,
player,201312220gnb,pit,BrowAn04,rec_long,36,,,,,
player,201312220gnb,pit,BrowAn04,fumbles,1,,,,,
player,201312220gnb,pit,BrowAn04,fumbles_lost,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_cmp,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_att,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_yds,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_td,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_int,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_sacked,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_long,0,,,,,
player,201312220gnb,pit,PaulDa01,pass_rating,,,,,,
player,201312220gnb,pit,PaulDa01,rush_att,0,,,,,
player,201312220gnb,pit,PaulDa01,rush_yds,0,,,,,
player,201312220gnb,pit,PaulDa01,rush_td,0,,,,,
player,201312220gnb,pit,PaulDa01,rush_long,0,,,,,
player,201312220gnb,pit,PaulDa01,targets,1,,,,,
player,201312220gnb,pit,PaulDa01,rec,1,,,,,
player,201312220gnb,pit,PaulDa01,rec_yds,30,,,,,
player,201312220gnb,pit,PaulDa01,rec_td,0,,,,,
player,201312220gnb,pit,PaulDa01,rec_long,30,,,,,
player,201312220gnb,pit,PaulDa01,fumbles,0,,,,,
player,201312220gnb,pit,PaulDa01,fumbles_lost,0,,,,,
player,201312220gnb,pit,MillHe00,pass_cmp,0,,,,,
player,201312220gnb,pit,MillHe00,pass_att,0,,,,,
player,201312220gnb,pit,MillHe00,pass_yds,0,,,,,
player,201312220gnb,pit,MillHe00,pass_td,0,,,,,
player,201312220gnb,pit,MillHe00,pass_int,0,,,,,
player,201312220gnb,pit,MillHe00,pass_sacked,0,,,,,
player,201312220gnb,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,MillHe00,pass_long,0,,,,,
player,201312220gnb,pit,MillHe00,pass_rating,,,,,,
player,201312220gnb,pit,MillHe00,rush_att,0,,,,,
player,201312220gnb,pit,MillHe00,rush_yds,0,,,,,
player,201312220gnb,pit,MillHe00,rush_td,0,,,,,
player,201312220gnb,pit,MillHe00,rush_long,0,,,,,
player,201312220gnb,pit,MillHe00,targets,4,,,,,
player,201312220gnb,pit,MillHe00,rec,3,,,,,
player,201312220gnb,pit,MillHe00,rec_yds,17,,,,,
player,201312220gnb,pit,MillHe00,rec_td,0,,,,,
player,201312220gnb,pit,MillHe00,rec_long,6,,,,,
player,201312220gnb,pit,MillHe00,fumbles,0,,,,,
player,201312220gnb,pit,MillHe00,fumbles_lost,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_cmp,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_att,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_yds,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_td,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_int,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_sacked,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_long,0,,,,,
player,201312220gnb,pit,SpaeMa00,pass_rating,,,,,,
player,201312220gnb,pit,SpaeMa00,rush_att,0,,,,,
player,201312220gnb,pit,SpaeMa00,rush_yds,0,,,,,
player,201312220gnb,pit,SpaeMa00,rush_td,0,,,,,
player,201312220gnb,pit,SpaeMa00,rush_long,0,,,,,
player,201312220gnb,pit,SpaeMa00,targets,1,,,,,
player,201312220gnb,pit,SpaeMa00,rec,1,,,,,
player,201312220gnb,pit,SpaeMa00,rec_yds,11,,,,,
player,201312220gnb,pit,SpaeMa00,rec_td,1,,,,,
player,201312220gnb,pit,SpaeMa00,rec_long,11,,,,,
player,201312220gnb,pit,SpaeMa00,fumbles,0,,,,,
player,201312220gnb,pit,SpaeMa00,fumbles_lost,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_cmp,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_att,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_yds,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_td,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_int,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_sacked,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_long,0,,,,,
player,201312220gnb,pit,CotcJe00,pass_rating,,,,,,
player,201312220gnb,pit,CotcJe00,rush_att,0,,,,,
player,201312220gnb,pit,CotcJe00,rush_yds,0,,,,,
player,201312220gnb,pit,CotcJe00,rush_td,0,,,,,
player,201312220gnb,pit,CotcJe00,rush_long,0,,,,,
player,201312220gnb,pit,CotcJe00,targets,2,,,,,
player,201312220gnb,pit,CotcJe00,rec,1,,,,,
player,201312220gnb,pit,CotcJe00,rec_yds,9,,,,,
player,201312220gnb,pit,CotcJe00,rec_td,0,,,,,
player,201312220gnb,pit,CotcJe00,rec_long,9,,,,,
player,201312220gnb,pit,CotcJe00,fumbles,0,,,,,
player,201312220gnb,pit,CotcJe00,fumbles_lost,0,,,,,
player,201312220gnb,pit,SandEm00,pass_cmp,0,,,,,
player,201312220gnb,pit,SandEm00,pass_att,0,,,,,
player,201312220gnb,pit,SandEm00,pass_yds,0,,,,,
player,201312220gnb,pit,SandEm00,pass_td,0,,,,,
player,201312220gnb,pit,SandEm00,pass_int,0,,,,,
player,201312220gnb,pit,SandEm00,pass_sacked,0,,,,,
player,201312220gnb,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,SandEm00,pass_long,0,,,,,
player,201312220gnb,pit,SandEm00,pass_rating,,,,,,
player,201312220gnb,pit,SandEm00,rush_att,0,,,,,
player,201312220gnb,pit,SandEm00,rush_yds,0,,,,,
player,201312220gnb,pit,SandEm00,rush_td,0,,,,,
player,201312220gnb,pit,SandEm00,rush_long,0,,,,,
player,201312220gnb,pit,SandEm00,targets,2,,,,,
player,201312220gnb,pit,SandEm00,rec,2,,,,,
player,201312220gnb,pit,SandEm00,rec_yds,7,,,,,
player,201312220gnb,pit,SandEm00,rec_td,1,,,,,
player,201312220gnb,pit,SandEm00,rec_long,6,,,,,
player,201312220gnb,pit,SandEm00,fumbles,0,,,,,
player,201312220gnb,pit,SandEm00,fumbles_lost,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_cmp,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_att,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_yds,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_td,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_int,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_sacked,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_sacked_yds,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_long,0,,,,,
player,201312220gnb,pit,JohnWi00,pass_rating,,,,,,
player,201312220gnb,pit,JohnWi00,rush_att,0,,,,,
player,201312220gnb,pit,JohnWi00,rush_yds,0,,,,,
player,201312220gnb,pit,JohnWi00,rush_td,0,,,,,
player,201312220gnb,pit,JohnWi00,rush_long,0,,,,,
player,201312220gnb,pit,JohnWi00,targets,1,,,,,
player,201312220gnb,pit,JohnWi00,rec,1,,,,,
player,201312220gnb,pit,JohnWi00,rec_yds,6,,,,,
player,201312220gnb,pit,JohnWi00,rec_td,0,,,,,
player,201312220gnb,pit,JohnWi00,rec_long,6,,,,,
player,201312220gnb,pit,JohnWi00,fumbles,0,,,,,
player,201312220gnb,pit,JohnWi00,fumbles_lost,0,,,,,
player,201312220gnb,gnb,FlynMa00,pass_cmp,21,,,,,
player,201312220gnb,gnb,FlynMa00,pass_att,39,,,,,
player,201312220gnb,gnb,FlynMa00,pass_yds,232,,,,,
player,201312220gnb,gnb,FlynMa00,pass_td,1,,,,,
player,201312220gnb,gnb,FlynMa00,pass_int,1,,,,,
player,201312220gnb,gnb,FlynMa00,pass_sacked,3,,,,,
player,201312220gnb,gnb,FlynMa00,pass_sacked_yds,13,,,,,
player,201312220gnb,gnb,FlynMa00,pass_long,31,,,,,
player,201312220gnb,gnb,FlynMa00,pass_rating,69.6,,,,,
player,201312220gnb,gnb,FlynMa00,rush_att,2,,,,,
player,201312220gnb,gnb,FlynMa00,rush_yds,8,,,,,
player,201312220gnb,gnb,FlynMa00,rush_td,0,,,,,
player,201312220gnb,gnb,FlynMa00,rush_long,7,,,,,
player,201312220gnb,gnb,FlynMa00,targets,0,,,,,
player,201312220gnb,gnb,FlynMa00,rec,0,,,,,
player,201312220gnb,gnb,FlynMa00,rec_yds,0,,,,,
player,201312220gnb,gnb,FlynMa00,rec_td,0,,,,,
player,201312220gnb,gnb,FlynMa00,rec_long,0,,,,,
player,201312220gnb,gnb,FlynMa00,fumbles,1,,,,,
player,201312220gnb,gnb,FlynMa00,fumbles_lost,1,,,,,
player,201312220gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201312220gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201312220gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201312220gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201312220gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201312220gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201312220gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201312220gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201312220gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201312220gnb,gnb,LacyEd00,rush_att,15,,,,,
player,201312220gnb,gnb,LacyEd00,rush_yds,84,,,,,
player,201312220gnb,gnb,LacyEd00,rush_td,2,,,,,
player,201312220gnb,gnb,LacyEd00,rush_long,14,,,,,
player,201312220gnb,gnb,LacyEd00,targets,3,,,,,
player,201312220gnb,gnb,LacyEd00,rec,2,,,,,
player,201312220gnb,gnb,LacyEd00,rec_yds,6,,,,,
player,201312220gnb,gnb,LacyEd00,rec_td,0,,,,,
player,201312220gnb,gnb,LacyEd00,rec_long,5,,,,,
player,201312220gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201312220gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_att,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_td,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_int,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_long,0,,,,,
player,201312220gnb,gnb,StarJa00,pass_rating,,,,,,
player,201312220gnb,gnb,StarJa00,rush_att,10,,,,,
player,201312220gnb,gnb,StarJa00,rush_yds,47,,,,,
player,201312220gnb,gnb,StarJa00,rush_td,0,,,,,
player,201312220gnb,gnb,StarJa00,rush_long,9,,,,,
player,201312220gnb,gnb,StarJa00,targets,1,,,,,
player,201312220gnb,gnb,StarJa00,rec,1,,,,,
player,201312220gnb,gnb,StarJa00,rec_yds,23,,,,,
player,201312220gnb,gnb,StarJa00,rec_td,0,,,,,
player,201312220gnb,gnb,StarJa00,rec_long,23,,,,,
player,201312220gnb,gnb,StarJa00,fumbles,0,,,,,
player,201312220gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201312220gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201312220gnb,gnb,KuhnJo00,rush_att,3,,,,,
player,201312220gnb,gnb,KuhnJo00,rush_yds,12,,,,,
player,201312220gnb,gnb,KuhnJo00,rush_td,1,,,,,
player,201312220gnb,gnb,KuhnJo00,rush_long,9,,,,,
player,201312220gnb,gnb,KuhnJo00,targets,1,,,,,
player,201312220gnb,gnb,KuhnJo00,rec,0,,,,,
player,201312220gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201312220gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201312220gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201312220gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201312220gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201312220gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201312220gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201312220gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201312220gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201312220gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201312220gnb,gnb,JoneJa04,targets,12,,,,,
player,201312220gnb,gnb,JoneJa04,rec,9,,,,,
player,201312220gnb,gnb,JoneJa04,rec_yds,84,,,,,
player,201312220gnb,gnb,JoneJa04,rec_td,0,,,,,
player,201312220gnb,gnb,JoneJa04,rec_long,21,,,,,
player,201312220gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201312220gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_cmp,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_att,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_yds,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_td,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_int,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_sacked,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_sacked_yds,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_long,0,,,,,
player,201312220gnb,gnb,BoykJa00,pass_rating,,,,,,
player,201312220gnb,gnb,BoykJa00,rush_att,0,,,,,
player,201312220gnb,gnb,BoykJa00,rush_yds,0,,,,,
player,201312220gnb,gnb,BoykJa00,rush_td,0,,,,,
player,201312220gnb,gnb,BoykJa00,rush_long,0,,,,,
player,201312220gnb,gnb,BoykJa00,targets,13,,,,,
player,201312220gnb,gnb,BoykJa00,rec,5,,,,,
player,201312220gnb,gnb,BoykJa00,rec_yds,54,,,,,
player,201312220gnb,gnb,BoykJa00,rec_td,1,,,,,
player,201312220gnb,gnb,BoykJa00,rec_long,21,,,,,
player,201312220gnb,gnb,BoykJa00,fumbles,0,,,,,
player,201312220gnb,gnb,BoykJa00,fumbles_lost,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201312220gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201312220gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201312220gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201312220gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201312220gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201312220gnb,gnb,NelsJo00,targets,5,,,,,
player,201312220gnb,gnb,NelsJo00,rec,3,,,,,
player,201312220gnb,gnb,NelsJo00,rec_yds,46,,,,,
player,201312220gnb,gnb,NelsJo00,rec_td,0,,,,,
player,201312220gnb,gnb,NelsJo00,rec_long,31,,,,,
player,201312220gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201312220gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_cmp,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_att,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_yds,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_td,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_int,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_sacked,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_long,0,,,,,
player,201312220gnb,gnb,QuarAn00,pass_rating,,,,,,
player,201312220gnb,gnb,QuarAn00,rush_att,0,,,,,
player,201312220gnb,gnb,QuarAn00,rush_yds,0,,,,,
player,201312220gnb,gnb,QuarAn00,rush_td,0,,,,,
player,201312220gnb,gnb,QuarAn00,rush_long,0,,,,,
player,201312220gnb,gnb,QuarAn00,targets,4,,,,,
player,201312220gnb,gnb,QuarAn00,rec,1,,,,,
player,201312220gnb,gnb,QuarAn00,rec_yds,19,,,,,
player,201312220gnb,gnb,QuarAn00,rec_td,0,,,,,
player,201312220gnb,gnb,QuarAn00,rec_long,19,,,,,
player,201312220gnb,gnb,QuarAn00,fumbles,0,,,,,
player,201312220gnb,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201312220gnb,pit,AlleCo00,def_int,1,,,,,
player,201312220gnb,pit,AlleCo00,def_int_yds,40,,,,,
player,201312220gnb,pit,AlleCo00,def_int_td,1,,,,,
player,201312220gnb,pit,AlleCo00,def_int_long,40,,,,,
player,201312220gnb,pit,AlleCo00,pass_defended,2,,,,,
player,201312220gnb,pit,AlleCo00,sacks,0.0,,,,,
player,201312220gnb,pit,AlleCo00,tackles_combined,6,,,,,
player,201312220gnb,pit,AlleCo00,tackles_solo,5,,,,,
player,201312220gnb,pit,AlleCo00,tackles_assists,1,,,,,
player,201312220gnb,pit,AlleCo00,tackles_loss,0,,,,,
player,201312220gnb,pit,AlleCo00,qb_hits,0,,,,,
