game,2013,6,20131013,201310130cle,det,"Detroit Lions",31,cle,"Cleveland Browns",17
player,201310130cle,det,LevyDe99,pass_defended,2,,,,,
player,201310130cle,det,LevyDe99,sacks,0.0,,,,,
player,201310130cle,det,LevyDe99,tackles_combined,8,,,,,
player,201310130cle,det,LevyDe99,tackles_solo,7,,,,,
player,201310130cle,det,LevyDe99,tackles_assists,1,,,,,
player,201310130cle,det,LevyDe99,tackles_loss,0,,,,,
player,201310130cle,det,LevyDe99,qb_hits,0,,,,,
player,201310130cle,det,LevyDe99,fumbles_rec,0,,,,,
player,201310130cle,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201310130cle,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201310130cle,det,LevyDe99,fumbles_forced,0,,,,,
player,201310130cle,det,YounWi99,def_int,0,,,,,
player,201310130cle,det,YounWi99,def_int_yds,0,,,,,
player,201310130cle,det,YounWi99,def_int_td,0,,,,,
player,201310130cle,det,YounWi99,def_int_long,0,,,,,
player,201310130cle,det,YounWi99,pass_defended,0,,,,,
player,201310130cle,det,YounWi99,sacks,1.0,,,,,
player,201310130cle,det,YounWi99,tackles_combined,5,,,,,
player,201310130cle,det,YounWi99,tackles_solo,3,,,,,
player,201310130cle,det,YounWi99,tackles_assists,2,,,,,
player,201310130cle,det,YounWi99,tackles_loss,1,,,,,
player,201310130cle,det,YounWi99,qb_hits,2,,,,,
player,201310130cle,det,YounWi99,fumbles_rec,0,,,,,
player,201310130cle,det,YounWi99,fumbles_rec_yds,0,,,,,
player,201310130cle,det,YounWi99,fumbles_rec_td,0,,,,,
player,201310130cle,det,YounWi99,fumbles_forced,0,,,,,
player,201310130cle,det,TaylDe00,def_int,0,,,,,
player,201310130cle,det,TaylDe00,def_int_yds,0,,,,,
player,201310130cle,det,TaylDe00,def_int_td,0,,,,,
player,201310130cle,det,TaylDe00,def_int_long,0,,,,,
player,201310130cle,det,TaylDe00,pass_defended,0,,,,,
player,201310130cle,det,TaylDe00,sacks,1.0,,,,,
player,201310130cle,det,TaylDe00,tackles_combined,3,,,,,
player,201310130cle,det,TaylDe00,tackles_solo,2,,,,,
player,201310130cle,det,TaylDe00,tackles_assists,1,,,,,
player,201310130cle,det,TaylDe00,tackles_loss,0,,,,,
player,201310130cle,det,TaylDe00,qb_hits,1,,,,,
player,201310130cle,det,TaylDe00,fumbles_rec,0,,,,,
player,201310130cle,det,TaylDe00,fumbles_rec_yds,0,,,,,
player,201310130cle,det,TaylDe00,fumbles_rec_td,0,,,,,
player,201310130cle,det,TaylDe00,fumbles_forced,1,,,,,
player,201310130cle,det,HousCh99,def_int,0,,,,,
player,201310130cle,det,HousCh99,def_int_yds,0,,,,,
player,201310130cle,det,HousCh99,def_int_td,0,,,,,
player,201310130cle,det,HousCh99,def_int_long,0,,,,,
player,201310130cle,det,HousCh99,pass_defended,0,,,,,
player,201310130cle,det,HousCh99,sacks,0.0,,,,,
player,201310130cle,det,HousCh99,tackles_combined,6,,,,,
player,201310130cle,det,HousCh99,tackles_solo,4,,,,,
player,201310130cle,det,HousCh99,tackles_assists,2,,,,,
player,201310130cle,det,HousCh99,tackles_loss,0,,,,,
player,201310130cle,det,HousCh99,qb_hits,0,,,,,
player,201310130cle,det,HousCh99,fumbles_rec,0,,,,,
player,201310130cle,det,HousCh99,fumbles_rec_yds,0,,,,,
player,201310130cle,det,HousCh99,fumbles_rec_td,0,,,,,
player,201310130cle,det,HousCh99,fumbles_forced,0,,,,,
player,201310130cle,det,TullSt20,def_int,0,,,,,
player,201310130cle,det,TullSt20,def_int_yds,0,,,,,
player,201310130cle,det,TullSt20,def_int_td,0,,,,,
player,201310130cle,det,TullSt20,def_int_long,0,,,,,
player,201310130cle,det,TullSt20,pass_defended,1,,,,,
player,201310130cle,det,TullSt20,sacks,0.0,,,,,
player,201310130cle,det,TullSt20,tackles_combined,6,,,,,
player,201310130cle,det,TullSt20,tackles_solo,4,,,,,
player,201310130cle,det,TullSt20,tackles_assists,2,,,,,
player,201310130cle,det,TullSt20,tackles_loss,0,,,,,
player,201310130cle,det,TullSt20,qb_hits,1,,,,,
player,201310130cle,det,TullSt20,fumbles_rec,0,,,,,
player,201310130cle,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201310130cle,det,TullSt20,fumbles_rec_td,0,,,,,
player,201310130cle,det,TullSt20,fumbles_forced,0,,,,,
player,201310130cle,det,BentBi00,def_int,0,,,,,
player,201310130cle,det,BentBi00,def_int_yds,0,,,,,
player,201310130cle,det,BentBi00,def_int_td,0,,,,,
player,201310130cle,det,BentBi00,def_int_long,0,,,,,
player,201310130cle,det,BentBi00,pass_defended,1,,,,,
player,201310130cle,det,BentBi00,sacks,0.0,,,,,
player,201310130cle,det,BentBi00,tackles_combined,5,,,,,
player,201310130cle,det,BentBi00,tackles_solo,2,,,,,
player,201310130cle,det,BentBi00,tackles_assists,3,,,,,
player,201310130cle,det,BentBi00,tackles_loss,,,,,,
player,201310130cle,det,BentBi00,qb_hits,,,,,,
player,201310130cle,det,BentBi00,fumbles_rec,0,,,,,
player,201310130cle,det,BentBi00,fumbles_rec_yds,0,,,,,
player,201310130cle,det,BentBi00,fumbles_rec_td,0,,,,,
player,201310130cle,det,BentBi00,fumbles_forced,0,,,,,
player,201310130cle,det,DelmLo99,def_int,0,,,,,
player,201310130cle,det,DelmLo99,def_int_yds,0,,,,,
player,201310130cle,det,DelmLo99,def_int_td,0,,,,,
player,201310130cle,det,DelmLo99,def_int_long,0,,,,,
player,201310130cle,det,DelmLo99,pass_defended,0,,,,,
player,201310130cle,det,DelmLo99,sacks,0.0,,,,,
player,201310130cle,det,DelmLo99,tackles_combined,5,,,,,
player,201310130cle,det,DelmLo99,tackles_solo,4,,,,,
player,201310130cle,det,DelmLo99,tackles_assists,1,,,,,
player,201310130cle,det,DelmLo99,tackles_loss,0,,,,,
player,201310130cle,det,DelmLo99,qb_hits,0,,,,,
player,201310130cle,det,DelmLo99,fumbles_rec,0,,,,,
player,201310130cle,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201310130cle,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201310130cle,det,DelmLo99,fumbles_forced,0,,,,,
player,201310130cle,det,SlayDa00,def_int,0,,,,,
player,201310130cle,det,SlayDa00,def_int_yds,0,,,,,
player,201310130cle,det,SlayDa00,def_int_td,0,,,,,
player,201310130cle,det,SlayDa00,def_int_long,0,,,,,
player,201310130cle,det,SlayDa00,pass_defended,0,,,,,
player,201310130cle,det,SlayDa00,sacks,0.0,,,,,
player,201310130cle,det,SlayDa00,tackles_combined,5,,,,,
player,201310130cle,det,SlayDa00,tackles_solo,3,,,,,
player,201310130cle,det,SlayDa00,tackles_assists,2,,,,,
player,201310130cle,det,SlayDa00,tackles_loss,0,,,,,
player,201310130cle,det,SlayDa00,qb_hits,0,,,,,
player,201310130cle,det,SlayDa00,fumbles_rec,0,,,,,
player,201310130cle,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201310130cle,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201310130cle,det,SlayDa00,fumbles_forced,0,,,,,
player,201310130cle,det,QuinGl99,def_int,0,,,,,
player,201310130cle,det,QuinGl99,def_int_yds,0,,,,,
player,201310130cle,det,QuinGl99,def_int_td,0,,,,,
player,201310130cle,det,QuinGl99,def_int_long,0,,,,,
player,201310130cle,det,QuinGl99,pass_defended,0,,,,,
player,201310130cle,det,QuinGl99,sacks,0.0,,,,,
player,201310130cle,det,QuinGl99,tackles_combined,4,,,,,
player,201310130cle,det,QuinGl99,tackles_solo,1,,,,,
player,201310130cle,det,QuinGl99,tackles_assists,3,,,,,
player,201310130cle,det,QuinGl99,tackles_loss,0,,,,,
player,201310130cle,det,QuinGl99,qb_hits,0,,,,,
player,201310130cle,det,QuinGl99,fumbles_rec,0,,,,,
player,201310130cle,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201310130cle,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201310130cle,det,QuinGl99,fumbles_forced,0,,,,,
player,201310130cle,det,AnsaEz00,def_int,0,,,,,
player,201310130cle,det,AnsaEz00,def_int_yds,0,,,,,
player,201310130cle,det,AnsaEz00,def_int_td,0,,,,,
player,201310130cle,det,AnsaEz00,def_int_long,0,,,,,
player,201310130cle,det,AnsaEz00,pass_defended,0,,,,,
player,201310130cle,det,AnsaEz00,sacks,0.0,,,,,
player,201310130cle,det,AnsaEz00,tackles_combined,3,,,,,
player,201310130cle,det,AnsaEz00,tackles_solo,0,,,,,
player,201310130cle,det,AnsaEz00,tackles_assists,3,,,,,
player,201310130cle,det,AnsaEz00,tackles_loss,0,,,,,
player,201310130cle,det,AnsaEz00,qb_hits,0,,,,,
player,201310130cle,det,AnsaEz00,fumbles_rec,0,,,,,
player,201310130cle,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201310130cle,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201310130cle,det,AnsaEz00,fumbles_forced,0,,,,,
player,201310130cle,det,FairNi00,def_int,0,,,,,
player,201310130cle,det,FairNi00,def_int_yds,0,,,,,
player,201310130cle,det,FairNi00,def_int_td,0,,,,,
player,201310130cle,det,FairNi00,def_int_long,0,,,,,
player,201310130cle,det,FairNi00,pass_defended,0,,,,,
player,201310130cle,det,FairNi00,sacks,0.0,,,,,
player,201310130cle,det,FairNi00,tackles_combined,3,,,,,
player,201310130cle,det,FairNi00,tackles_solo,2,,,,,
player,201310130cle,det,FairNi00,tackles_assists,1,,,,,
player,201310130cle,det,FairNi00,tackles_loss,0,,,,,
player,201310130cle,det,FairNi00,qb_hits,1,,,,,
player,201310130cle,det,FairNi00,fumbles_rec,0,,,,,
player,201310130cle,det,FairNi00,fumbles_rec_yds,0,,,,,
player,201310130cle,det,FairNi00,fumbles_rec_td,0,,,,,
player,201310130cle,det,FairNi00,fumbles_forced,0,,,,,
player,201310130cle,det,PalmAs99,def_int,0,,,,,
player,201310130cle,det,PalmAs99,def_int_yds,0,,,,,
player,201310130cle,det,PalmAs99,def_int_td,0,,,,,
player,201310130cle,det,PalmAs99,def_int_long,0,,,,,
player,201310130cle,det,PalmAs99,pass_defended,0,,,,,
player,201310130cle,det,PalmAs99,sacks,0.0,,,,,
player,201310130cle,det,PalmAs99,tackles_combined,3,,,,,
player,201310130cle,det,PalmAs99,tackles_solo,1,,,,,
player,201310130cle,det,PalmAs99,tackles_assists,2,,,,,
player,201310130cle,det,PalmAs99,tackles_loss,0,,,,,
player,201310130cle,det,PalmAs99,qb_hits,1,,,,,
player,201310130cle,det,PalmAs99,fumbles_rec,0,,,,,
player,201310130cle,det,PalmAs99,fumbles_rec_yds,0,,,,,
player,201310130cle,det,PalmAs99,fumbles_rec_td,0,,,,,
player,201310130cle,det,PalmAs99,fumbles_forced,0,,,,,
player,201310130cle,det,CareDo00,def_int,0,,,,,
player,201310130cle,det,CareDo00,def_int_yds,0,,,,,
player,201310130cle,det,CareDo00,def_int_td,0,,,,,
player,201310130cle,det,CareDo00,def_int_long,0,,,,,
player,201310130cle,det,CareDo00,pass_defended,0,,,,,
player,201310130cle,det,CareDo00,sacks,0.0,,,,,
player,201310130cle,det,CareDo00,tackles_combined,2,,,,,
player,201310130cle,det,CareDo00,tackles_solo,2,,,,,
player,201310130cle,det,CareDo00,tackles_assists,0,,,,,
player,201310130cle,det,CareDo00,tackles_loss,0,,,,,
player,201310130cle,det,CareDo00,qb_hits,0,,,,,
player,201310130cle,det,CareDo00,fumbles_rec,0,,,,,
player,201310130cle,det,CareDo00,fumbles_rec_yds,0,,,,,
player,201310130cle,det,CareDo00,fumbles_rec_td,0,,,,,
player,201310130cle,det,CareDo00,fumbles_forced,0,,,,,
player,201310130cle,det,MathRa99,def_int,0,,,,,
player,201310130cle,det,MathRa99,def_int_yds,0,,,,,
player,201310130cle,det,MathRa99,def_int_td,0,,,,,
player,201310130cle,det,MathRa99,def_int_long,0,,,,,
player,201310130cle,det,MathRa99,pass_defended,0,,,,,
player,201310130cle,det,MathRa99,sacks,0.0,,,,,
player,201310130cle,det,MathRa99,tackles_combined,2,,,,,
player,201310130cle,det,MathRa99,tackles_solo,1,,,,,
player,201310130cle,det,MathRa99,tackles_assists,1,,,,,
player,201310130cle,det,MathRa99,tackles_loss,0,,,,,
player,201310130cle,det,MathRa99,qb_hits,0,,,,,
player,201310130cle,det,MathRa99,fumbles_rec,0,,,,,
player,201310130cle,det,MathRa99,fumbles_rec_yds,0,,,,,
player,201310130cle,det,MathRa99,fumbles_rec_td,0,,,,,
player,201310130cle,det,MathRa99,fumbles_forced,0,,,,,
player,201310130cle,det,McInRo20,def_int,0,,,,,
player,201310130cle,det,McInRo20,def_int_yds,0,,,,,
player,201310130cle,det,McInRo20,def_int_td,0,,,,,
player,201310130cle,det,McInRo20,def_int_long,0,,,,,
player,201310130cle,det,McInRo20,pass_defended,0,,,,,
player,201310130cle,det,McInRo20,sacks,0.0,,,,,
player,201310130cle,det,McInRo20,tackles_combined,1,,,,,
player,201310130cle,det,McInRo20,tackles_solo,0,,,,,
player,201310130cle,det,McInRo20,tackles_assists,1,,,,,
player,201310130cle,det,McInRo20,tackles_loss,,,,,,
player,201310130cle,det,McInRo20,qb_hits,,,,,,
player,201310130cle,det,McInRo20,fumbles_rec,0,,,,,
player,201310130cle,det,McInRo20,fumbles_rec_yds,0,,,,,
player,201310130cle,det,McInRo20,fumbles_rec_td,0,,,,,
player,201310130cle,det,McInRo20,fumbles_forced,0,,,,,
player,201310130cle,det,MoslC.20,def_int,0,,,,,
player,201310130cle,det,MoslC.20,def_int_yds,0,,,,,
player,201310130cle,det,MoslC.20,def_int_td,0,,,,,
player,201310130cle,det,MoslC.20,def_int_long,0,,,,,
player,201310130cle,det,MoslC.20,pass_defended,0,,,,,
player,201310130cle,det,MoslC.20,sacks,0.0,,,,,
player,201310130cle,det,MoslC.20,tackles_combined,1,,,,,
player,201310130cle,det,MoslC.20,tackles_solo,1,,,,,
player,201310130cle,det,MoslC.20,tackles_assists,0,,,,,
player,201310130cle,det,MoslC.20,tackles_loss,0,,,,,
player,201310130cle,det,MoslC.20,qb_hits,0,,,,,
player,201310130cle,det,MoslC.20,fumbles_rec,0,,,,,
player,201310130cle,det,MoslC.20,fumbles_rec_yds,0,,,,,
player,201310130cle,det,MoslC.20,fumbles_rec_td,0,,,,,
player,201310130cle,det,MoslC.20,fumbles_forced,0,,,,,
player,201310130cle,det,StafMa00,def_int,0,,,,,
player,201310130cle,det,StafMa00,def_int_yds,0,,,,,
player,201310130cle,det,StafMa00,def_int_td,0,,,,,
player,201310130cle,det,StafMa00,def_int_long,0,,,,,
player,201310130cle,det,StafMa00,pass_defended,0,,,,,
player,201310130cle,det,StafMa00,sacks,0.0,,,,,
player,201310130cle,det,StafMa00,tackles_combined,1,,,,,
player,201310130cle,det,StafMa00,tackles_solo,0,,,,,
player,201310130cle,det,StafMa00,tackles_assists,1,,,,,
player,201310130cle,det,StafMa00,tackles_loss,,,,,,
player,201310130cle,det,StafMa00,qb_hits,,,,,,
player,201310130cle,det,StafMa00,fumbles_rec,0,,,,,
player,201310130cle,det,StafMa00,fumbles_rec_yds,0,,,,,
player,201310130cle,det,StafMa00,fumbles_rec_td,0,,,,,
player,201310130cle,det,StafMa00,fumbles_forced,0,,,,,
player,201310130cle,det,SuhxNd99,def_int,0,,,,,
player,201310130cle,det,SuhxNd99,def_int_yds,0,,,,,
player,201310130cle,det,SuhxNd99,def_int_td,0,,,,,
player,201310130cle,det,SuhxNd99,def_int_long,0,,,,,
player,201310130cle,det,SuhxNd99,pass_defended,0,,,,,
player,201310130cle,det,SuhxNd99,sacks,0.0,,,,,
player,201310130cle,det,SuhxNd99,tackles_combined,1,,,,,
player,201310130cle,det,SuhxNd99,tackles_solo,1,,,,,
player,201310130cle,det,SuhxNd99,tackles_assists,0,,,,,
player,201310130cle,det,SuhxNd99,tackles_loss,0,,,,,
player,201310130cle,det,SuhxNd99,qb_hits,1,,,,,
player,201310130cle,det,SuhxNd99,fumbles_rec,0,,,,,
player,201310130cle,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201310130cle,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201310130cle,det,SuhxNd99,fumbles_forced,0,,,,,
player,201310130cle,det,IdonIs20,def_int,,,,,,
player,201310130cle,det,IdonIs20,def_int_yds,,,,,,
player,201310130cle,det,IdonIs20,def_int_td,,,,,,
player,201310130cle,det,IdonIs20,def_int_long,,,,,,
player,201310130cle,det,IdonIs20,pass_defended,,,,,,
player,201310130cle,det,IdonIs20,sacks,0.0,,,,,
player,201310130cle,det,IdonIs20,tackles_combined,,,,,,
player,201310130cle,det,IdonIs20,tackles_solo,,,,,,
player,201310130cle,det,IdonIs20,tackles_assists,,,,,,
player,201310130cle,det,IdonIs20,tackles_loss,0,,,,,
player,201310130cle,det,IdonIs20,qb_hits,1,,,,,
player,201310130cle,det,IdonIs20,fumbles_rec,,,,,,
player,201310130cle,det,IdonIs20,fumbles_rec_yds,,,,,,
player,201310130cle,det,IdonIs20,fumbles_rec_td,,,,,,
player,201310130cle,det,IdonIs20,fumbles_forced,,,,,,
player,201310130cle,cle,GipsTa00,def_int,1,,,,,
player,201310130cle,cle,GipsTa00,def_int_yds,35,,,,,
player,201310130cle,cle,GipsTa00,def_int_td,0,,,,,
player,201310130cle,cle,GipsTa00,def_int_long,35,,,,,
player,201310130cle,cle,GipsTa00,pass_defended,1,,,,,
player,201310130cle,cle,GipsTa00,sacks,0.0,,,,,
player,201310130cle,cle,GipsTa00,tackles_combined,7,,,,,
player,201310130cle,cle,GipsTa00,tackles_solo,4,,,,,
player,201310130cle,cle,GipsTa00,tackles_assists,3,,,,,
player,201310130cle,cle,GipsTa00,tackles_loss,0,,,,,
player,201310130cle,cle,GipsTa00,qb_hits,0,,,,,
player,201310130cle,cle,GipsTa00,fumbles_rec,0,,,,,
player,201310130cle,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,GipsTa00,fumbles_forced,0,,,,,
player,201310130cle,cle,RobeCr00,def_int,0,,,,,
player,201310130cle,cle,RobeCr00,def_int_yds,0,,,,,
player,201310130cle,cle,RobeCr00,def_int_td,0,,,,,
player,201310130cle,cle,RobeCr00,def_int_long,0,,,,,
player,201310130cle,cle,RobeCr00,pass_defended,0,,,,,
player,201310130cle,cle,RobeCr00,sacks,1.0,,,,,
player,201310130cle,cle,RobeCr00,tackles_combined,8,,,,,
player,201310130cle,cle,RobeCr00,tackles_solo,6,,,,,
player,201310130cle,cle,RobeCr00,tackles_assists,2,,,,,
player,201310130cle,cle,RobeCr00,tackles_loss,0,,,,,
player,201310130cle,cle,RobeCr00,qb_hits,0,,,,,
player,201310130cle,cle,RobeCr00,fumbles_rec,0,,,,,
player,201310130cle,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,RobeCr00,fumbles_forced,0,,,,,
player,201310130cle,cle,WardT.99,def_int,0,,,,,
player,201310130cle,cle,WardT.99,def_int_yds,0,,,,,
player,201310130cle,cle,WardT.99,def_int_td,0,,,,,
player,201310130cle,cle,WardT.99,def_int_long,0,,,,,
player,201310130cle,cle,WardT.99,pass_defended,1,,,,,
player,201310130cle,cle,WardT.99,sacks,0.0,,,,,
player,201310130cle,cle,WardT.99,tackles_combined,11,,,,,
player,201310130cle,cle,WardT.99,tackles_solo,8,,,,,
player,201310130cle,cle,WardT.99,tackles_assists,3,,,,,
player,201310130cle,cle,WardT.99,tackles_loss,1,,,,,
player,201310130cle,cle,WardT.99,qb_hits,0,,,,,
player,201310130cle,cle,WardT.99,fumbles_rec,0,,,,,
player,201310130cle,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201310130cle,cle,WardT.99,fumbles_forced,0,,,,,
player,201310130cle,cle,JackDQ20,def_int,0,,,,,
player,201310130cle,cle,JackDQ20,def_int_yds,0,,,,,
player,201310130cle,cle,JackDQ20,def_int_td,0,,,,,
player,201310130cle,cle,JackDQ20,def_int_long,0,,,,,
player,201310130cle,cle,JackDQ20,pass_defended,0,,,,,
player,201310130cle,cle,JackDQ20,sacks,0.0,,,,,
player,201310130cle,cle,JackDQ20,tackles_combined,8,,,,,
player,201310130cle,cle,JackDQ20,tackles_solo,3,,,,,
player,201310130cle,cle,JackDQ20,tackles_assists,5,,,,,
player,201310130cle,cle,JackDQ20,tackles_loss,0,,,,,
player,201310130cle,cle,JackDQ20,qb_hits,0,,,,,
player,201310130cle,cle,JackDQ20,fumbles_rec,0,,,,,
player,201310130cle,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201310130cle,cle,JackDQ20,fumbles_forced,0,,,,,
player,201310130cle,cle,RubiAh99,def_int,0,,,,,
player,201310130cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201310130cle,cle,RubiAh99,def_int_td,0,,,,,
player,201310130cle,cle,RubiAh99,def_int_long,0,,,,,
player,201310130cle,cle,RubiAh99,pass_defended,0,,,,,
player,201310130cle,cle,RubiAh99,sacks,0.0,,,,,
player,201310130cle,cle,RubiAh99,tackles_combined,7,,,,,
player,201310130cle,cle,RubiAh99,tackles_solo,1,,,,,
player,201310130cle,cle,RubiAh99,tackles_assists,6,,,,,
player,201310130cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201310130cle,cle,RubiAh99,qb_hits,0,,,,,
player,201310130cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201310130cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201310130cle,cle,RubiAh99,fumbles_forced,0,,,,,
player,201310130cle,cle,OwenCh99,def_int,0,,,,,
player,201310130cle,cle,OwenCh99,def_int_yds,0,,,,,
player,201310130cle,cle,OwenCh99,def_int_td,0,,,,,
player,201310130cle,cle,OwenCh99,def_int_long,0,,,,,
player,201310130cle,cle,OwenCh99,pass_defended,1,,,,,
player,201310130cle,cle,OwenCh99,sacks,0.0,,,,,
player,201310130cle,cle,OwenCh99,tackles_combined,5,,,,,
player,201310130cle,cle,OwenCh99,tackles_solo,3,,,,,
player,201310130cle,cle,OwenCh99,tackles_assists,2,,,,,
player,201310130cle,cle,OwenCh99,tackles_loss,0,,,,,
player,201310130cle,cle,OwenCh99,qb_hits,0,,,,,
player,201310130cle,cle,OwenCh99,fumbles_rec,0,,,,,
player,201310130cle,cle,OwenCh99,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,OwenCh99,fumbles_rec_td,0,,,,,
player,201310130cle,cle,OwenCh99,fumbles_forced,0,,,,,
player,201310130cle,cle,SkriBu00,def_int,0,,,,,
player,201310130cle,cle,SkriBu00,def_int_yds,0,,,,,
player,201310130cle,cle,SkriBu00,def_int_td,0,,,,,
player,201310130cle,cle,SkriBu00,def_int_long,0,,,,,
player,201310130cle,cle,SkriBu00,pass_defended,2,,,,,
player,201310130cle,cle,SkriBu00,sacks,0.0,,,,,
player,201310130cle,cle,SkriBu00,tackles_combined,4,,,,,
player,201310130cle,cle,SkriBu00,tackles_solo,4,,,,,
player,201310130cle,cle,SkriBu00,tackles_assists,0,,,,,
player,201310130cle,cle,SkriBu00,tackles_loss,0,,,,,
player,201310130cle,cle,SkriBu00,qb_hits,0,,,,,
player,201310130cle,cle,SkriBu00,fumbles_rec,0,,,,,
player,201310130cle,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,SkriBu00,fumbles_forced,0,,,,,
player,201310130cle,cle,BryaDe00,def_int,0,,,,,
player,201310130cle,cle,BryaDe00,def_int_yds,0,,,,,
player,201310130cle,cle,BryaDe00,def_int_td,0,,,,,
player,201310130cle,cle,BryaDe00,def_int_long,0,,,,,
player,201310130cle,cle,BryaDe00,pass_defended,0,,,,,
player,201310130cle,cle,BryaDe00,sacks,0.0,,,,,
player,201310130cle,cle,BryaDe00,tackles_combined,3,,,,,
player,201310130cle,cle,BryaDe00,tackles_solo,1,,,,,
player,201310130cle,cle,BryaDe00,tackles_assists,2,,,,,
player,201310130cle,cle,BryaDe00,tackles_loss,0,,,,,
player,201310130cle,cle,BryaDe00,qb_hits,1,,,,,
player,201310130cle,cle,BryaDe00,fumbles_rec,0,,,,,
player,201310130cle,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,BryaDe00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,BryaDe00,fumbles_forced,0,,,,,
player,201310130cle,cle,HadeJo99,def_int,0,,,,,
player,201310130cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201310130cle,cle,HadeJo99,def_int_td,0,,,,,
player,201310130cle,cle,HadeJo99,def_int_long,0,,,,,
player,201310130cle,cle,HadeJo99,pass_defended,1,,,,,
player,201310130cle,cle,HadeJo99,sacks,0.0,,,,,
player,201310130cle,cle,HadeJo99,tackles_combined,3,,,,,
player,201310130cle,cle,HadeJo99,tackles_solo,3,,,,,
player,201310130cle,cle,HadeJo99,tackles_assists,0,,,,,
player,201310130cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201310130cle,cle,HadeJo99,qb_hits,0,,,,,
player,201310130cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201310130cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201310130cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201310130cle,cle,MingBa00,def_int,0,,,,,
player,201310130cle,cle,MingBa00,def_int_yds,0,,,,,
player,201310130cle,cle,MingBa00,def_int_td,0,,,,,
player,201310130cle,cle,MingBa00,def_int_long,0,,,,,
player,201310130cle,cle,MingBa00,pass_defended,0,,,,,
player,201310130cle,cle,MingBa00,sacks,0.0,,,,,
player,201310130cle,cle,MingBa00,tackles_combined,3,,,,,
player,201310130cle,cle,MingBa00,tackles_solo,2,,,,,
player,201310130cle,cle,MingBa00,tackles_assists,1,,,,,
player,201310130cle,cle,MingBa00,tackles_loss,1,,,,,
player,201310130cle,cle,MingBa00,qb_hits,0,,,,,
player,201310130cle,cle,MingBa00,fumbles_rec,0,,,,,
player,201310130cle,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,MingBa00,fumbles_forced,0,,,,,
player,201310130cle,cle,CardTa00,def_int,0,,,,,
player,201310130cle,cle,CardTa00,def_int_yds,0,,,,,
player,201310130cle,cle,CardTa00,def_int_td,0,,,,,
player,201310130cle,cle,CardTa00,def_int_long,0,,,,,
player,201310130cle,cle,CardTa00,pass_defended,0,,,,,
player,201310130cle,cle,CardTa00,sacks,0.0,,,,,
player,201310130cle,cle,CardTa00,tackles_combined,2,,,,,
player,201310130cle,cle,CardTa00,tackles_solo,1,,,,,
player,201310130cle,cle,CardTa00,tackles_assists,1,,,,,
player,201310130cle,cle,CardTa00,tackles_loss,0,,,,,
player,201310130cle,cle,CardTa00,qb_hits,0,,,,,
player,201310130cle,cle,CardTa00,fumbles_rec,0,,,,,
player,201310130cle,cle,CardTa00,fumbles_rec_yds,0,,,,,
player,201310130cle,cle,CardTa00,fumbles_rec_td,0,,,,,
player,201310130cle,cle,CardTa00,fumbles_forced,0,,,,,
player,201310130cle,cle,BadeJo00,def_int,0,,,,,
player,201310130cle,cle,BadeJo00,def_int_yds,0,,,,,
player,201310130cle,cle,BadeJo00,def_int_td,0,,,,,
