game,2013,2,20130915,201309150sea,sfo,"San Francisco 49ers",3,sea,"Seattle Seahawks",29
team,201309150sea,sfo,First Downs,12,,,,,,
team,201309150sea,sea,First Downs,19,,,,,,
team,201309150sea,sfo,Rush-Yds-TDs,20-100-0,,,,,,
team,201309150sea,sea,Rush-Yds-TDs,47-172-2,,,,,,
team,201309150sea,sfo,Cmp-Att-Yd-TD-INT,13-28-127-0-3,,,,,,
team,201309150sea,sea,Cmp-Att-Yd-TD-INT,8-19-142-1-1,,,,,,
team,201309150sea,sfo,Sacked-Yards,3-20,,,,,,
team,201309150sea,sea,Sacked-Yards,4-24,,,,,,
team,201309150sea,sfo,Net Pass Yards,107,,,,,,
team,201309150sea,sea,Net Pass Yards,118,,,,,,
team,201309150sea,sfo,Total Yards,207,,,,,,
team,201309150sea,sea,Total Yards,290,,,,,,
team,201309150sea,sfo,Fumbles-Lost,2-2,,,,,,
team,201309150sea,sea,Fumbles-Lost,1-0,,,,,,
team,201309150sea,sfo,Turnovers,5,,,,,,
team,201309150sea,sea,Turnovers,1,,,,,,
team,201309150sea,sfo,Penalties-Yards,12-121,,,,,,
team,201309150sea,sea,Penalties-Yards,10-84,,,,,,
team,201309150sea,sfo,Third Down Conv.,3-12,,,,,,
team,201309150sea,sea,Third Down Conv.,5-16,,,,,,
team,201309150sea,sfo,Fourth Down Conv.,0-1,,,,,,
team,201309150sea,sea,Fourth Down Conv.,1-2,,,,,,
team,201309150sea,sfo,Time of Possession,23:17,,,,,,
team,201309150sea,sea,Time of Possession,36:43,,,,,,
player,201309150sea,sfo,KaepCo00,pass_cmp,13,,,,,
player,201309150sea,sfo,KaepCo00,pass_att,28,,,,,
player,201309150sea,sfo,KaepCo00,pass_yds,127,,,,,
player,201309150sea,sfo,KaepCo00,pass_td,0,,,,,
player,201309150sea,sfo,KaepCo00,pass_int,3,,,,,
player,201309150sea,sfo,KaepCo00,pass_sacked,3,,,,,
player,201309150sea,sfo,KaepCo00,pass_sacked_yds,20,,,,,
player,201309150sea,sfo,KaepCo00,pass_long,19,,,,,
player,201309150sea,sfo,KaepCo00,pass_rating,20.1,,,,,
player,201309150sea,sfo,KaepCo00,rush_att,9,,,,,
player,201309150sea,sfo,KaepCo00,rush_yds,87,,,,,
player,201309150sea,sfo,KaepCo00,rush_td,0,,,,,
player,201309150sea,sfo,KaepCo00,rush_long,28,,,,,
player,201309150sea,sfo,KaepCo00,targets,0,,,,,
player,201309150sea,sfo,KaepCo00,rec,0,,,,,
player,201309150sea,sfo,KaepCo00,rec_yds,0,,,,,
player,201309150sea,sfo,KaepCo00,rec_td,0,,,,,
player,201309150sea,sfo,KaepCo00,rec_long,0,,,,,
player,201309150sea,sfo,KaepCo00,fumbles,1,,,,,
player,201309150sea,sfo,KaepCo00,fumbles_lost,1,,,,,
player,201309150sea,sfo,GoreFr00,pass_cmp,0,,,,,
player,201309150sea,sfo,GoreFr00,pass_att,0,,,,,
player,201309150sea,sfo,GoreFr00,pass_yds,0,,,,,
player,201309150sea,sfo,GoreFr00,pass_td,0,,,,,
player,201309150sea,sfo,GoreFr00,pass_int,0,,,,,
player,201309150sea,sfo,GoreFr00,pass_sacked,0,,,,,
player,201309150sea,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201309150sea,sfo,GoreFr00,pass_long,0,,,,,
player,201309150sea,sfo,GoreFr00,pass_rating,,,,,,
player,201309150sea,sfo,GoreFr00,rush_att,9,,,,,
player,201309150sea,sfo,GoreFr00,rush_yds,16,,,,,
player,201309150sea,sfo,GoreFr00,rush_td,0,,,,,
player,201309150sea,sfo,GoreFr00,rush_long,5,,,,,
player,201309150sea,sfo,GoreFr00,targets,4,,,,,
player,201309150sea,sfo,GoreFr00,rec,1,,,,,
player,201309150sea,sfo,GoreFr00,rec_yds,14,,,,,
player,201309150sea,sfo,GoreFr00,rec_td,0,,,,,
player,201309150sea,sfo,GoreFr00,rec_long,14,,,,,
player,201309150sea,sfo,GoreFr00,fumbles,0,,,,,
player,201309150sea,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_cmp,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_att,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_yds,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_td,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_int,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_sacked,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_sacked_yds,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_long,0,,,,,
player,201309150sea,sfo,DixoAn00,pass_rating,,,,,,
player,201309150sea,sfo,DixoAn00,rush_att,1,,,,,
player,201309150sea,sfo,DixoAn00,rush_yds,4,,,,,
player,201309150sea,sfo,DixoAn00,rush_td,0,,,,,
player,201309150sea,sfo,DixoAn00,rush_long,4,,,,,
player,201309150sea,sfo,DixoAn00,targets,0,,,,,
player,201309150sea,sfo,DixoAn00,rec,0,,,,,
player,201309150sea,sfo,DixoAn00,rec_yds,0,,,,,
player,201309150sea,sfo,DixoAn00,rec_td,0,,,,,
player,201309150sea,sfo,DixoAn00,rec_long,0,,,,,
player,201309150sea,sfo,DixoAn00,fumbles,0,,,,,
player,201309150sea,sfo,DixoAn00,fumbles_lost,0,,,,,
player,201309150sea,sfo,WillKy01,pass_cmp,0,,,,,
player,201309150sea,sfo,WillKy01,pass_att,0,,,,,
player,201309150sea,sfo,WillKy01,pass_yds,0,,,,,
player,201309150sea,sfo,WillKy01,pass_td,0,,,,,
player,201309150sea,sfo,WillKy01,pass_int,0,,,,,
player,201309150sea,sfo,WillKy01,pass_sacked,0,,,,,
player,201309150sea,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201309150sea,sfo,WillKy01,pass_long,0,,,,,
player,201309150sea,sfo,WillKy01,pass_rating,,,,,,
player,201309150sea,sfo,WillKy01,rush_att,0,,,,,
player,201309150sea,sfo,WillKy01,rush_yds,0,,,,,
player,201309150sea,sfo,WillKy01,rush_td,0,,,,,
player,201309150sea,sfo,WillKy01,rush_long,0,,,,,
player,201309150sea,sfo,WillKy01,targets,6,,,,,
player,201309150sea,sfo,WillKy01,rec,4,,,,,
player,201309150sea,sfo,WillKy01,rec_yds,39,,,,,
player,201309150sea,sfo,WillKy01,rec_td,0,,,,,
player,201309150sea,sfo,WillKy01,rec_long,14,,,,,
player,201309150sea,sfo,WillKy01,fumbles,0,,,,,
player,201309150sea,sfo,WillKy01,fumbles_lost,0,,,,,
player,201309150sea,sfo,MillBr02,pass_cmp,0,,,,,
player,201309150sea,sfo,MillBr02,pass_att,0,,,,,
player,201309150sea,sfo,MillBr02,pass_yds,0,,,,,
player,201309150sea,sfo,MillBr02,pass_td,0,,,,,
player,201309150sea,sfo,MillBr02,pass_int,0,,,,,
player,201309150sea,sfo,MillBr02,pass_sacked,0,,,,,
player,201309150sea,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201309150sea,sfo,MillBr02,pass_long,0,,,,,
player,201309150sea,sfo,MillBr02,pass_rating,,,,,,
player,201309150sea,sfo,MillBr02,rush_att,0,,,,,
player,201309150sea,sfo,MillBr02,rush_yds,0,,,,,
player,201309150sea,sfo,MillBr02,rush_td,0,,,,,
player,201309150sea,sfo,MillBr02,rush_long,0,,,,,
player,201309150sea,sfo,MillBr02,targets,5,,,,,
player,201309150sea,sfo,MillBr02,rec,2,,,,,
player,201309150sea,sfo,MillBr02,rec_yds,22,,,,,
player,201309150sea,sfo,MillBr02,rec_td,0,,,,,
player,201309150sea,sfo,MillBr02,rec_long,17,,,,,
player,201309150sea,sfo,MillBr02,fumbles,0,,,,,
player,201309150sea,sfo,MillBr02,fumbles_lost,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_cmp,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_att,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_yds,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_td,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_int,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_sacked,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_long,0,,,,,
player,201309150sea,sfo,DaviVe00,pass_rating,,,,,,
player,201309150sea,sfo,DaviVe00,rush_att,0,,,,,
player,201309150sea,sfo,DaviVe00,rush_yds,0,,,,,
player,201309150sea,sfo,DaviVe00,rush_td,0,,,,,
player,201309150sea,sfo,DaviVe00,rush_long,0,,,,,
player,201309150sea,sfo,DaviVe00,targets,5,,,,,
player,201309150sea,sfo,DaviVe00,rec,3,,,,,
player,201309150sea,sfo,DaviVe00,rec_yds,20,,,,,
player,201309150sea,sfo,DaviVe00,rec_td,0,,,,,
player,201309150sea,sfo,DaviVe00,rec_long,8,,,,,
player,201309150sea,sfo,DaviVe00,fumbles,0,,,,,
player,201309150sea,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201309150sea,sfo,McDoVa00,pass_cmp,0,,,,,
