game,2013,17,20131229,201312290atl,car,"Carolina Panthers",21,atl,"Atlanta Falcons",20
team,201312290atl,car,First Downs,16,,,,,,
team,201312290atl,atl,First Downs,20,,,,,,
team,201312290atl,car,Rush-Yds-TDs,29-134-0,,,,,,
team,201312290atl,atl,Rush-Yds-TDs,20-76-0,,,,,,
team,201312290atl,car,Cmp-Att-Yd-TD-INT,15-27-149-2-1,,,,,,
team,201312290atl,atl,Cmp-Att-Yd-TD-INT,28-40-280-2-1,,,,,,
team,201312290atl,car,Sacked-Yards,1-0,,,,,,
team,201312290atl,atl,Sacked-Yards,9-49,,,,,,
team,201312290atl,car,Net Pass Yards,149,,,,,,
team,201312290atl,atl,Net Pass Yards,231,,,,,,
team,201312290atl,car,Total Yards,283,,,,,,
team,201312290atl,atl,Total Yards,307,,,,,,
team,201312290atl,car,Fumbles-Lost,1-1,,,,,,
team,201312290atl,atl,Fumbles-Lost,1-0,,,,,,
team,201312290atl,car,Turnovers,2,,,,,,
team,201312290atl,atl,Turnovers,1,,,,,,
team,201312290atl,car,Penalties-Yards,4-38,,,,,,
team,201312290atl,atl,Penalties-Yards,5-56,,,,,,
team,201312290atl,car,Third Down Conv.,7-15,,,,,,
team,201312290atl,atl,Third Down Conv.,7-16,,,,,,
team,201312290atl,car,Fourth Down Conv.,0-0,,,,,,
team,201312290atl,atl,Fourth Down Conv.,1-1,,,,,,
team,201312290atl,car,Time of Possession,25:34,,,,,,
team,201312290atl,atl,Time of Possession,34:26,,,,,,
player,201312290atl,car,NewtCa00,pass_cmp,15,,,,,
player,201312290atl,car,NewtCa00,pass_att,27,,,,,
player,201312290atl,car,NewtCa00,pass_yds,149,,,,,
player,201312290atl,car,NewtCa00,pass_td,2,,,,,
player,201312290atl,car,NewtCa00,pass_int,1,,,,,
player,201312290atl,car,NewtCa00,pass_sacked,1,,,,,
player,201312290atl,car,NewtCa00,pass_sacked_yds,0,,,,,
player,201312290atl,car,NewtCa00,pass_long,56,,,,,
player,201312290atl,car,NewtCa00,pass_rating,80.6,,,,,
player,201312290atl,car,NewtCa00,rush_att,12,,,,,
player,201312290atl,car,NewtCa00,rush_yds,72,,,,,
player,201312290atl,car,NewtCa00,rush_td,0,,,,,
player,201312290atl,car,NewtCa00,rush_long,16,,,,,
player,201312290atl,car,NewtCa00,targets,0,,,,,
player,201312290atl,car,NewtCa00,rec,0,,,,,
player,201312290atl,car,NewtCa00,rec_yds,0,,,,,
player,201312290atl,car,NewtCa00,rec_td,0,,,,,
player,201312290atl,car,NewtCa00,rec_long,0,,,,,
player,201312290atl,car,NewtCa00,fumbles,0,,,,,
player,201312290atl,car,NewtCa00,fumbles_lost,0,,,,,
player,201312290atl,car,WillDe02,pass_cmp,0,,,,,
player,201312290atl,car,WillDe02,pass_att,0,,,,,
