game,2013,16,20131222,201312220ram,tam,"Tampa Bay Buccaneers",13,ram,"St. Louis Rams",23
player,201312220ram,tam,GlenMi00,rec,0,,,,,
player,201312220ram,tam,GlenMi00,rec_yds,0,,,,,
player,201312220ram,tam,GlenMi00,rec_td,0,,,,,
player,201312220ram,tam,GlenMi00,rec_long,0,,,,,
player,201312220ram,tam,GlenMi00,fumbles,1,,,,,
player,201312220ram,tam,GlenMi00,fumbles_lost,1,,,,,
player,201312220ram,tam,RainBo00,pass_cmp,0,,,,,
player,201312220ram,tam,RainBo00,pass_att,0,,,,,
player,201312220ram,tam,RainBo00,pass_yds,0,,,,,
player,201312220ram,tam,RainBo00,pass_td,0,,,,,
player,201312220ram,tam,RainBo00,pass_int,0,,,,,
player,201312220ram,tam,RainBo00,pass_sacked,0,,,,,
player,201312220ram,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201312220ram,tam,RainBo00,pass_long,0,,,,,
player,201312220ram,tam,RainBo00,pass_rating,,,,,,
player,201312220ram,tam,RainBo00,rush_att,20,,,,,
player,201312220ram,tam,RainBo00,rush_yds,37,,,,,
player,201312220ram,tam,RainBo00,rush_td,1,,,,,
player,201312220ram,tam,RainBo00,rush_long,11,,,,,
player,201312220ram,tam,RainBo00,targets,1,,,,,
player,201312220ram,tam,RainBo00,rec,1,,,,,
player,201312220ram,tam,RainBo00,rec_yds,4,,,,,
player,201312220ram,tam,RainBo00,rec_td,0,,,,,
player,201312220ram,tam,RainBo00,rec_long,4,,,,,
player,201312220ram,tam,RainBo00,fumbles,1,,,,,
player,201312220ram,tam,RainBo00,fumbles_lost,1,,,,,
player,201312220ram,tam,PageEr00,pass_cmp,0,,,,,
player,201312220ram,tam,PageEr00,pass_att,0,,,,,
player,201312220ram,tam,PageEr00,pass_yds,0,,,,,
player,201312220ram,tam,PageEr00,pass_td,0,,,,,
player,201312220ram,tam,PageEr00,pass_int,0,,,,,
player,201312220ram,tam,PageEr00,pass_sacked,0,,,,,
player,201312220ram,tam,PageEr00,pass_sacked_yds,0,,,,,
player,201312220ram,tam,PageEr00,pass_long,0,,,,,
player,201312220ram,tam,PageEr00,pass_rating,,,,,,
player,201312220ram,tam,PageEr00,rush_att,1,,,,,
player,201312220ram,tam,PageEr00,rush_yds,19,,,,,
player,201312220ram,tam,PageEr00,rush_td,0,,,,,
player,201312220ram,tam,PageEr00,rush_long,19,,,,,
player,201312220ram,tam,PageEr00,targets,0,,,,,
player,201312220ram,tam,PageEr00,rec,0,,,,,
player,201312220ram,tam,PageEr00,rec_yds,0,,,,,
player,201312220ram,tam,PageEr00,rec_td,0,,,,,
player,201312220ram,tam,PageEr00,rec_long,0,,,,,
player,201312220ram,tam,PageEr00,fumbles,0,,,,,
player,201312220ram,tam,PageEr00,fumbles_lost,0,,,,,
player,201312220ram,tam,JackVi00,pass_cmp,0,,,,,
player,201312220ram,tam,JackVi00,pass_att,0,,,,,
player,201312220ram,tam,JackVi00,pass_yds,0,,,,,
player,201312220ram,tam,JackVi00,pass_td,0,,,,,
player,201312220ram,tam,JackVi00,pass_int,0,,,,,
player,201312220ram,tam,JackVi00,pass_sacked,0,,,,,
player,201312220ram,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201312220ram,tam,JackVi00,pass_long,0,,,,,
player,201312220ram,tam,JackVi00,pass_rating,,,,,,
player,201312220ram,tam,JackVi00,rush_att,0,,,,,
player,201312220ram,tam,JackVi00,rush_yds,0,,,,,
player,201312220ram,tam,JackVi00,rush_td,0,,,,,
player,201312220ram,tam,JackVi00,rush_long,0,,,,,
player,201312220ram,tam,JackVi00,targets,10,,,,,
player,201312220ram,tam,JackVi00,rec,5,,,,,
player,201312220ram,tam,JackVi00,rec_yds,98,,,,,
player,201312220ram,tam,JackVi00,rec_td,0,,,,,
player,201312220ram,tam,JackVi00,rec_long,30,,,,,
player,201312220ram,tam,JackVi00,fumbles,0,,,,,
player,201312220ram,tam,JackVi00,fumbles_lost,0,,,,,
player,201312220ram,tam,WrigTi01,pass_cmp,0,,,,,
player,201312220ram,tam,WrigTi01,pass_att,0,,,,,
player,201312220ram,tam,WrigTi01,pass_yds,0,,,,,
player,201312220ram,tam,WrigTi01,pass_td,0,,,,,
player,201312220ram,tam,WrigTi01,pass_int,0,,,,,
player,201312220ram,tam,WrigTi01,pass_sacked,0,,,,,
player,201312220ram,tam,WrigTi01,pass_sacked_yds,0,,,,,
player,201312220ram,tam,WrigTi01,pass_long,0,,,,,
player,201312220ram,tam,WrigTi01,pass_rating,,,,,,
player,201312220ram,tam,WrigTi01,rush_att,0,,,,,
player,201312220ram,tam,WrigTi01,rush_yds,0,,,,,
player,201312220ram,tam,WrigTi01,rush_td,0,,,,,
player,201312220ram,tam,WrigTi01,rush_long,0,,,,,
player,201312220ram,tam,WrigTi01,targets,6,,,,,
player,201312220ram,tam,WrigTi01,rec,4,,,,,
player,201312220ram,tam,WrigTi01,rec_yds,27,,,,,
player,201312220ram,tam,WrigTi01,rec_td,0,,,,,
player,201312220ram,tam,WrigTi01,rec_long,8,,,,,
player,201312220ram,tam,WrigTi01,fumbles,0,,,,,
player,201312220ram,tam,WrigTi01,fumbles_lost,0,,,,,
player,201312220ram,tam,OwusCh00,pass_cmp,0,,,,,
player,201312220ram,tam,OwusCh00,pass_att,0,,,,,
player,201312220ram,tam,OwusCh00,pass_yds,0,,,,,
player,201312220ram,tam,OwusCh00,pass_td,0,,,,,
player,201312220ram,tam,OwusCh00,pass_int,0,,,,,
player,201312220ram,tam,OwusCh00,pass_sacked,0,,,,,
player,201312220ram,tam,OwusCh00,pass_sacked_yds,0,,,,,
player,201312220ram,tam,OwusCh00,pass_long,0,,,,,
player,201312220ram,tam,OwusCh00,pass_rating,,,,,,
player,201312220ram,tam,OwusCh00,rush_att,0,,,,,
player,201312220ram,tam,OwusCh00,rush_yds,0,,,,,
player,201312220ram,tam,OwusCh00,rush_td,0,,,,,
player,201312220ram,tam,OwusCh00,rush_long,0,,,,,
player,201312220ram,tam,OwusCh00,targets,3,,,,,
player,201312220ram,tam,OwusCh00,rec,2,,,,,
player,201312220ram,tam,OwusCh00,rec_yds,13,,,,,
player,201312220ram,tam,OwusCh00,rec_td,0,,,,,
player,201312220ram,tam,OwusCh00,rec_long,9,,,,,
player,201312220ram,tam,OwusCh00,fumbles,0,,,,,
player,201312220ram,tam,OwusCh00,fumbles_lost,0,,,,,
player,201312220ram,tam,UndeTi00,pass_cmp,0,,,,,
player,201312220ram,tam,UndeTi00,pass_att,0,,,,,
player,201312220ram,tam,UndeTi00,pass_yds,0,,,,,
player,201312220ram,tam,UndeTi00,pass_td,0,,,,,
player,201312220ram,tam,UndeTi00,pass_int,0,,,,,
player,201312220ram,tam,UndeTi00,pass_sacked,0,,,,,
player,201312220ram,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201312220ram,tam,UndeTi00,pass_long,0,,,,,
player,201312220ram,tam,UndeTi00,pass_rating,,,,,,
player,201312220ram,tam,UndeTi00,rush_att,0,,,,,
player,201312220ram,tam,UndeTi00,rush_yds,0,,,,,
player,201312220ram,tam,UndeTi00,rush_td,0,,,,,
player,201312220ram,tam,UndeTi00,rush_long,0,,,,,
player,201312220ram,tam,UndeTi00,targets,2,,,,,
player,201312220ram,tam,UndeTi00,rec,1,,,,,
player,201312220ram,tam,UndeTi00,rec_yds,7,,,,,
player,201312220ram,tam,UndeTi00,rec_td,0,,,,,
player,201312220ram,tam,UndeTi00,rec_long,7,,,,,
player,201312220ram,tam,UndeTi00,fumbles,0,,,,,
player,201312220ram,tam,UndeTi00,fumbles_lost,0,,,,,
player,201312220ram,tam,LoriEr99,pass_cmp,0,,,,,
player,201312220ram,tam,LoriEr99,pass_att,0,,,,,
player,201312220ram,tam,LoriEr99,pass_yds,0,,,,,
player,201312220ram,tam,LoriEr99,pass_td,0,,,,,
player,201312220ram,tam,LoriEr99,pass_int,0,,,,,
player,201312220ram,tam,LoriEr99,pass_sacked,0,,,,,
player,201312220ram,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201312220ram,tam,LoriEr99,pass_long,0,,,,,
player,201312220ram,tam,LoriEr99,pass_rating,,,,,,
player,201312220ram,tam,LoriEr99,rush_att,0,,,,,
player,201312220ram,tam,LoriEr99,rush_yds,0,,,,,
player,201312220ram,tam,LoriEr99,rush_td,0,,,,,
player,201312220ram,tam,LoriEr99,rush_long,0,,,,,
player,201312220ram,tam,LoriEr99,targets,2,,,,,
player,201312220ram,tam,LoriEr99,rec,2,,,,,
player,201312220ram,tam,LoriEr99,rec_yds,5,,,,,
player,201312220ram,tam,LoriEr99,rec_td,0,,,,,
player,201312220ram,tam,LoriEr99,rec_long,4,,,,,
player,201312220ram,tam,LoriEr99,fumbles,0,,,,,
player,201312220ram,tam,LoriEr99,fumbles_lost,0,,,,,
player,201312220ram,tam,LeonBr00,pass_cmp,0,,,,,
player,201312220ram,tam,LeonBr00,pass_att,0,,,,,
player,201312220ram,tam,LeonBr00,pass_yds,0,,,,,
player,201312220ram,tam,LeonBr00,pass_td,0,,,,,
player,201312220ram,tam,LeonBr00,pass_int,0,,,,,
player,201312220ram,tam,LeonBr00,pass_sacked,0,,,,,
player,201312220ram,tam,LeonBr00,pass_sacked_yds,0,,,,,
player,201312220ram,tam,LeonBr00,pass_long,0,,,,,
player,201312220ram,tam,LeonBr00,pass_rating,,,,,,
player,201312220ram,tam,LeonBr00,rush_att,0,,,,,
player,201312220ram,tam,LeonBr00,rush_yds,0,,,,,
player,201312220ram,tam,LeonBr00,rush_td,0,,,,,
player,201312220ram,tam,LeonBr00,rush_long,0,,,,,
player,201312220ram,tam,LeonBr00,targets,1,,,,,
player,201312220ram,tam,LeonBr00,rec,1,,,,,
player,201312220ram,tam,LeonBr00,rec_yds,4,,,,,
player,201312220ram,tam,LeonBr00,rec_td,0,,,,,
player,201312220ram,tam,LeonBr00,rec_long,4,,,,,
player,201312220ram,tam,LeonBr00,fumbles,0,,,,,
player,201312220ram,tam,LeonBr00,fumbles_lost,0,,,,,
player,201312220ram,ram,ClemKe00,pass_cmp,16,,,,,
player,201312220ram,ram,ClemKe00,pass_att,20,,,,,
player,201312220ram,ram,ClemKe00,pass_yds,158,,,,,
player,201312220ram,ram,ClemKe00,pass_td,0,,,,,
player,201312220ram,ram,ClemKe00,pass_int,0,,,,,
player,201312220ram,ram,ClemKe00,pass_sacked,1,,,,,
player,201312220ram,ram,ClemKe00,pass_sacked_yds,10,,,,,
player,201312220ram,ram,ClemKe00,pass_long,28,,,,,
player,201312220ram,ram,ClemKe00,pass_rating,99.6,,,,,
player,201312220ram,ram,ClemKe00,rush_att,4,,,,,
player,201312220ram,ram,ClemKe00,rush_yds,0,,,,,
player,201312220ram,ram,ClemKe00,rush_td,0,,,,,
player,201312220ram,ram,ClemKe00,rush_long,5,,,,,
player,201312220ram,ram,ClemKe00,targets,0,,,,,
player,201312220ram,ram,ClemKe00,rec,0,,,,,
player,201312220ram,ram,ClemKe00,rec_yds,0,,,,,
player,201312220ram,ram,ClemKe00,rec_td,0,,,,,
player,201312220ram,ram,ClemKe00,rec_long,0,,,,,
player,201312220ram,ram,ClemKe00,fumbles,1,,,,,
player,201312220ram,ram,ClemKe00,fumbles_lost,1,,,,,
player,201312220ram,ram,StacZa00,pass_cmp,0,,,,,
player,201312220ram,ram,StacZa00,pass_att,0,,,,,
player,201312220ram,ram,StacZa00,pass_yds,0,,,,,
player,201312220ram,ram,StacZa00,pass_td,0,,,,,
player,201312220ram,ram,StacZa00,pass_int,0,,,,,
player,201312220ram,ram,StacZa00,pass_sacked,0,,,,,
player,201312220ram,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201312220ram,ram,StacZa00,pass_long,0,,,,,
player,201312220ram,ram,StacZa00,pass_rating,,,,,,
player,201312220ram,ram,StacZa00,rush_att,33,,,,,
player,201312220ram,ram,StacZa00,rush_yds,104,,,,,
player,201312220ram,ram,StacZa00,rush_td,1,,,,,
player,201312220ram,ram,StacZa00,rush_long,19,,,,,
player,201312220ram,ram,StacZa00,targets,1,,,,,
player,201312220ram,ram,StacZa00,rec,1,,,,,
player,201312220ram,ram,StacZa00,rec_yds,5,,,,,
player,201312220ram,ram,StacZa00,rec_td,0,,,,,
player,201312220ram,ram,StacZa00,rec_long,5,,,,,
player,201312220ram,ram,StacZa00,fumbles,1,,,,,
player,201312220ram,ram,StacZa00,fumbles_lost,1,,,,,
player,201312220ram,ram,BailSt01,pass_cmp,0,,,,,
player,201312220ram,ram,BailSt01,pass_att,0,,,,,
player,201312220ram,ram,BailSt01,pass_yds,0,,,,,
player,201312220ram,ram,BailSt01,pass_td,0,,,,,
player,201312220ram,ram,BailSt01,pass_int,0,,,,,
player,201312220ram,ram,BailSt01,pass_sacked,0,,,,,
player,201312220ram,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201312220ram,ram,BailSt01,pass_long,0,,,,,
player,201312220ram,ram,BailSt01,pass_rating,,,,,,
player,201312220ram,ram,BailSt01,rush_att,1,,,,,
player,201312220ram,ram,BailSt01,rush_yds,27,,,,,
player,201312220ram,ram,BailSt01,rush_td,1,,,,,
player,201312220ram,ram,BailSt01,rush_long,27,,,,,
player,201312220ram,ram,BailSt01,targets,5,,,,,
player,201312220ram,ram,BailSt01,rec,3,,,,,
player,201312220ram,ram,BailSt01,rec_yds,44,,,,,
player,201312220ram,ram,BailSt01,rec_td,0,,,,,
player,201312220ram,ram,BailSt01,rec_long,28,,,,,
player,201312220ram,ram,BailSt01,fumbles,0,,,,,
player,201312220ram,ram,BailSt01,fumbles_lost,0,,,,,
player,201312220ram,ram,CookJa02,pass_cmp,0,,,,,
player,201312220ram,ram,CookJa02,pass_att,0,,,,,
player,201312220ram,ram,CookJa02,pass_yds,0,,,,,
player,201312220ram,ram,CookJa02,pass_td,0,,,,,
player,201312220ram,ram,CookJa02,pass_int,0,,,,,
player,201312220ram,ram,CookJa02,pass_sacked,0,,,,,
player,201312220ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201312220ram,ram,CookJa02,pass_long,0,,,,,
player,201312220ram,ram,CookJa02,pass_rating,,,,,,
player,201312220ram,ram,CookJa02,rush_att,0,,,,,
player,201312220ram,ram,CookJa02,rush_yds,0,,,,,
player,201312220ram,ram,CookJa02,rush_td,0,,,,,
player,201312220ram,ram,CookJa02,rush_long,0,,,,,
player,201312220ram,ram,CookJa02,targets,2,,,,,
player,201312220ram,ram,CookJa02,rec,2,,,,,
player,201312220ram,ram,CookJa02,rec_yds,27,,,,,
player,201312220ram,ram,CookJa02,rec_td,0,,,,,
player,201312220ram,ram,CookJa02,rec_long,18,,,,,
player,201312220ram,ram,CookJa02,fumbles,0,,,,,
player,201312220ram,ram,CookJa02,fumbles_lost,0,,,,,
player,201312220ram,ram,GiveCh00,pass_cmp,0,,,,,
player,201312220ram,ram,GiveCh00,pass_att,0,,,,,
player,201312220ram,ram,GiveCh00,pass_yds,0,,,,,
player,201312220ram,ram,GiveCh00,pass_td,0,,,,,
player,201312220ram,ram,GiveCh00,pass_int,0,,,,,
player,201312220ram,ram,GiveCh00,pass_sacked,0,,,,,
player,201312220ram,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201312220ram,ram,GiveCh00,pass_long,0,,,,,
player,201312220ram,ram,GiveCh00,pass_rating,,,,,,
player,201312220ram,ram,GiveCh00,rush_att,0,,,,,
player,201312220ram,ram,GiveCh00,rush_yds,0,,,,,
player,201312220ram,ram,GiveCh00,rush_td,0,,,,,
player,201312220ram,ram,GiveCh00,rush_long,0,,,,,
player,201312220ram,ram,GiveCh00,targets,3,,,,,
player,201312220ram,ram,GiveCh00,rec,2,,,,,
player,201312220ram,ram,GiveCh00,rec_yds,24,,,,,
player,201312220ram,ram,GiveCh00,rec_td,0,,,,,
player,201312220ram,ram,GiveCh00,rec_long,21,,,,,
player,201312220ram,ram,GiveCh00,fumbles,0,,,,,
player,201312220ram,ram,GiveCh00,fumbles_lost,0,,,,,
player,201312220ram,ram,HarkCo00,pass_cmp,0,,,,,
player,201312220ram,ram,HarkCo00,pass_att,0,,,,,
player,201312220ram,ram,HarkCo00,pass_yds,0,,,,,
player,201312220ram,ram,HarkCo00,pass_td,0,,,,,
player,201312220ram,ram,HarkCo00,pass_int,0,,,,,
player,201312220ram,ram,HarkCo00,pass_sacked,0,,,,,
player,201312220ram,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201312220ram,ram,HarkCo00,pass_long,0,,,,,
player,201312220ram,ram,HarkCo00,pass_rating,,,,,,
player,201312220ram,ram,HarkCo00,rush_att,0,,,,,
player,201312220ram,ram,HarkCo00,rush_yds,0,,,,,
player,201312220ram,ram,HarkCo00,rush_td,0,,,,,
player,201312220ram,ram,HarkCo00,rush_long,0,,,,,
player,201312220ram,ram,HarkCo00,targets,3,,,,,
player,201312220ram,ram,HarkCo00,rec,3,,,,,
player,201312220ram,ram,HarkCo00,rec_yds,22,,,,,
player,201312220ram,ram,HarkCo00,rec_td,0,,,,,
player,201312220ram,ram,HarkCo00,rec_long,10,,,,,
player,201312220ram,ram,HarkCo00,fumbles,0,,,,,
player,201312220ram,ram,HarkCo00,fumbles_lost,0,,,,,
player,201312220ram,ram,QuicBr00,pass_cmp,0,,,,,
player,201312220ram,ram,QuicBr00,pass_att,0,,,,,
player,201312220ram,ram,QuicBr00,pass_yds,0,,,,,
player,201312220ram,ram,QuicBr00,pass_td,0,,,,,
player,201312220ram,ram,QuicBr00,pass_int,0,,,,,
player,201312220ram,ram,QuicBr00,pass_sacked,0,,,,,
player,201312220ram,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201312220ram,ram,QuicBr00,pass_long,0,,,,,
player,201312220ram,ram,QuicBr00,pass_rating,,,,,,
player,201312220ram,ram,QuicBr00,rush_att,0,,,,,
player,201312220ram,ram,QuicBr00,rush_yds,0,,,,,
player,201312220ram,ram,QuicBr00,rush_td,0,,,,,
player,201312220ram,ram,QuicBr00,rush_long,0,,,,,
player,201312220ram,ram,QuicBr00,targets,2,,,,,
player,201312220ram,ram,QuicBr00,rec,2,,,,,
player,201312220ram,ram,QuicBr00,rec_yds,16,,,,,
player,201312220ram,ram,QuicBr00,rec_td,0,,,,,
player,201312220ram,ram,QuicBr00,rec_long,9,,,,,
player,201312220ram,ram,QuicBr00,fumbles,0,,,,,
player,201312220ram,ram,QuicBr00,fumbles_lost,0,,,,,
player,201312220ram,ram,PettAu00,pass_cmp,0,,,,,
player,201312220ram,ram,PettAu00,pass_att,0,,,,,
player,201312220ram,ram,PettAu00,pass_yds,0,,,,,
player,201312220ram,ram,PettAu00,pass_td,0,,,,,
player,201312220ram,ram,PettAu00,pass_int,0,,,,,
player,201312220ram,ram,PettAu00,pass_sacked,0,,,,,
player,201312220ram,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201312220ram,ram,PettAu00,pass_long,0,,,,,
player,201312220ram,ram,PettAu00,pass_rating,,,,,,
player,201312220ram,ram,PettAu00,rush_att,0,,,,,
player,201312220ram,ram,PettAu00,rush_yds,0,,,,,
player,201312220ram,ram,PettAu00,rush_td,0,,,,,
player,201312220ram,ram,PettAu00,rush_long,0,,,,,
player,201312220ram,ram,PettAu00,targets,2,,,,,
player,201312220ram,ram,PettAu00,rec,2,,,,,
player,201312220ram,ram,PettAu00,rec_yds,16,,,,,
player,201312220ram,ram,PettAu00,rec_td,0,,,,,
player,201312220ram,ram,PettAu00,rec_long,9,,,,,
player,201312220ram,ram,PettAu00,fumbles,0,,,,,
player,201312220ram,ram,PettAu00,fumbles_lost,0,,,,,
player,201312220ram,ram,KendLa00,pass_cmp,0,,,,,
player,201312220ram,ram,KendLa00,pass_att,0,,,,,
player,201312220ram,ram,KendLa00,pass_yds,0,,,,,
player,201312220ram,ram,KendLa00,pass_td,0,,,,,
player,201312220ram,ram,KendLa00,pass_int,0,,,,,
player,201312220ram,ram,KendLa00,pass_sacked,0,,,,,
player,201312220ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201312220ram,ram,KendLa00,pass_long,0,,,,,
player,201312220ram,ram,KendLa00,pass_rating,,,,,,
player,201312220ram,ram,KendLa00,rush_att,0,,,,,
player,201312220ram,ram,KendLa00,rush_yds,0,,,,,
player,201312220ram,ram,KendLa00,rush_td,0,,,,,
player,201312220ram,ram,KendLa00,rush_long,0,,,,,
player,201312220ram,ram,KendLa00,targets,1,,,,,
player,201312220ram,ram,KendLa00,rec,1,,,,,
player,201312220ram,ram,KendLa00,rec_yds,4,,,,,
player,201312220ram,ram,KendLa00,rec_td,0,,,,,
player,201312220ram,ram,KendLa00,rec_long,4,,,,,
player,201312220ram,ram,KendLa00,fumbles,0,,,,,
player,201312220ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201312220ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201312220ram,ram,CunnBe01,pass_att,0,,,,,
player,201312220ram,ram,CunnBe01,pass_yds,0,,,,,
player,201312220ram,ram,CunnBe01,pass_td,0,,,,,
player,201312220ram,ram,CunnBe01,pass_int,0,,,,,
player,201312220ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201312220ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201312220ram,ram,CunnBe01,pass_long,0,,,,,
player,201312220ram,ram,CunnBe01,pass_rating,,,,,,
player,201312220ram,ram,CunnBe01,rush_att,1,,,,,
player,201312220ram,ram,CunnBe01,rush_yds,-2,,,,,
player,201312220ram,ram,CunnBe01,rush_td,0,,,,,
player,201312220ram,ram,CunnBe01,rush_long,-2,,,,,
player,201312220ram,ram,CunnBe01,targets,1,,,,,
player,201312220ram,ram,CunnBe01,rec,0,,,,,
player,201312220ram,ram,CunnBe01,rec_yds,0,,,,,
player,201312220ram,ram,CunnBe01,rec_td,0,,,,,
player,201312220ram,ram,CunnBe01,rec_long,0,,,,,
player,201312220ram,ram,CunnBe01,fumbles,0,,,,,
player,201312220ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201312220ram,tam,McCoGe99,def_int,0,,,,,
player,201312220ram,tam,McCoGe99,def_int_yds,0,,,,,
player,201312220ram,tam,McCoGe99,def_int_td,0,,,,,
player,201312220ram,tam,McCoGe99,def_int_long,0,,,,,
player,201312220ram,tam,McCoGe99,pass_defended,0,,,,,
player,201312220ram,tam,McCoGe99,sacks,1.0,,,,,
player,201312220ram,tam,McCoGe99,tackles_combined,6,,,,,
player,201312220ram,tam,McCoGe99,tackles_solo,4,,,,,
player,201312220ram,tam,McCoGe99,tackles_assists,2,,,,,
player,201312220ram,tam,McCoGe99,tackles_loss,1,,,,,
player,201312220ram,tam,McCoGe99,qb_hits,1,,,,,
player,201312220ram,tam,McCoGe99,fumbles_rec,0,,,,,
player,201312220ram,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201312220ram,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201312220ram,tam,McCoGe99,fumbles_forced,0,,,,,
player,201312220ram,tam,DaviLa00,def_int,0,,,,,
player,201312220ram,tam,DaviLa00,def_int_yds,0,,,,,
player,201312220ram,tam,DaviLa00,def_int_td,0,,,,,
player,201312220ram,tam,DaviLa00,def_int_long,0,,,,,
player,201312220ram,tam,DaviLa00,pass_defended,0,,,,,
player,201312220ram,tam,DaviLa00,sacks,0.0,,,,,
player,201312220ram,tam,DaviLa00,tackles_combined,11,,,,,
player,201312220ram,tam,DaviLa00,tackles_solo,10,,,,,
player,201312220ram,tam,DaviLa00,tackles_assists,1,,,,,
player,201312220ram,tam,DaviLa00,tackles_loss,2,,,,,
player,201312220ram,tam,DaviLa00,qb_hits,1,,,,,
player,201312220ram,tam,DaviLa00,fumbles_rec,1,,,,,
player,201312220ram,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201312220ram,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201312220ram,tam,DaviLa00,fumbles_forced,0,,,,,
player,201312220ram,tam,FostMa00,def_int,0,,,,,
player,201312220ram,tam,FostMa00,def_int_yds,0,,,,,
player,201312220ram,tam,FostMa00,def_int_td,0,,,,,
player,201312220ram,tam,FostMa00,def_int_long,0,,,,,
player,201312220ram,tam,FostMa00,pass_defended,0,,,,,
player,201312220ram,tam,FostMa00,sacks,0.0,,,,,
player,201312220ram,tam,FostMa00,tackles_combined,7,,,,,
player,201312220ram,tam,FostMa00,tackles_solo,5,,,,,
player,201312220ram,tam,FostMa00,tackles_assists,2,,,,,
player,201312220ram,tam,FostMa00,tackles_loss,2,,,,,
player,201312220ram,tam,FostMa00,qb_hits,0,,,,,
player,201312220ram,tam,FostMa00,fumbles_rec,0,,,,,
player,201312220ram,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201312220ram,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201312220ram,tam,FostMa00,fumbles_forced,0,,,,,
player,201312220ram,tam,TandKe00,def_int,0,,,,,
player,201312220ram,tam,TandKe00,def_int_yds,0,,,,,
player,201312220ram,tam,TandKe00,def_int_td,0,,,,,
player,201312220ram,tam,TandKe00,def_int_long,0,,,,,
player,201312220ram,tam,TandKe00,pass_defended,0,,,,,
player,201312220ram,tam,TandKe00,sacks,0.0,,,,,
player,201312220ram,tam,TandKe00,tackles_combined,7,,,,,
player,201312220ram,tam,TandKe00,tackles_solo,6,,,,,
player,201312220ram,tam,TandKe00,tackles_assists,1,,,,,
