game,2013,9,20131103,201311030nwe,pit,"Pittsburgh Steelers",31,nwe,"New England Patriots",55
player,201311030nwe,pit,ClarRy20,sacks,0.0,,,,,
player,201311030nwe,pit,ClarRy20,tackles_combined,10,,,,,
player,201311030nwe,pit,ClarRy20,tackles_solo,4,,,,,
player,201311030nwe,pit,ClarRy20,tackles_assists,6,,,,,
player,201311030nwe,pit,ClarRy20,tackles_loss,0,,,,,
player,201311030nwe,pit,ClarRy20,qb_hits,0,,,,,
player,201311030nwe,pit,ClarRy20,fumbles_rec,0,,,,,
player,201311030nwe,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,ClarRy20,fumbles_forced,0,,,,,
player,201311030nwe,pit,ThomSh00,def_int,0,,,,,
player,201311030nwe,pit,ThomSh00,def_int_yds,0,,,,,
player,201311030nwe,pit,ThomSh00,def_int_td,0,,,,,
player,201311030nwe,pit,ThomSh00,def_int_long,0,,,,,
player,201311030nwe,pit,ThomSh00,pass_defended,0,,,,,
player,201311030nwe,pit,ThomSh00,sacks,0.0,,,,,
player,201311030nwe,pit,ThomSh00,tackles_combined,8,,,,,
player,201311030nwe,pit,ThomSh00,tackles_solo,7,,,,,
player,201311030nwe,pit,ThomSh00,tackles_assists,1,,,,,
player,201311030nwe,pit,ThomSh00,tackles_loss,0,,,,,
player,201311030nwe,pit,ThomSh00,qb_hits,0,,,,,
player,201311030nwe,pit,ThomSh00,fumbles_rec,0,,,,,
player,201311030nwe,pit,ThomSh00,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,ThomSh00,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,ThomSh00,fumbles_forced,0,,,,,
player,201311030nwe,pit,WoodLa99,def_int,0,,,,,
player,201311030nwe,pit,WoodLa99,def_int_yds,0,,,,,
player,201311030nwe,pit,WoodLa99,def_int_td,0,,,,,
player,201311030nwe,pit,WoodLa99,def_int_long,0,,,,,
player,201311030nwe,pit,WoodLa99,pass_defended,0,,,,,
player,201311030nwe,pit,WoodLa99,sacks,0.0,,,,,
player,201311030nwe,pit,WoodLa99,tackles_combined,8,,,,,
player,201311030nwe,pit,WoodLa99,tackles_solo,2,,,,,
player,201311030nwe,pit,WoodLa99,tackles_assists,6,,,,,
player,201311030nwe,pit,WoodLa99,tackles_loss,0,,,,,
player,201311030nwe,pit,WoodLa99,qb_hits,0,,,,,
player,201311030nwe,pit,WoodLa99,fumbles_rec,1,,,,,
player,201311030nwe,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,WoodLa99,fumbles_forced,0,,,,,
player,201311030nwe,pit,PolaTr99,def_int,0,,,,,
player,201311030nwe,pit,PolaTr99,def_int_yds,0,,,,,
player,201311030nwe,pit,PolaTr99,def_int_td,0,,,,,
player,201311030nwe,pit,PolaTr99,def_int_long,0,,,,,
player,201311030nwe,pit,PolaTr99,pass_defended,0,,,,,
player,201311030nwe,pit,PolaTr99,sacks,0.0,,,,,
player,201311030nwe,pit,PolaTr99,tackles_combined,7,,,,,
player,201311030nwe,pit,PolaTr99,tackles_solo,5,,,,,
player,201311030nwe,pit,PolaTr99,tackles_assists,2,,,,,
player,201311030nwe,pit,PolaTr99,tackles_loss,0,,,,,
player,201311030nwe,pit,PolaTr99,qb_hits,0,,,,,
player,201311030nwe,pit,PolaTr99,fumbles_rec,0,,,,,
player,201311030nwe,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,PolaTr99,fumbles_forced,1,,,,,
player,201311030nwe,pit,GayxWi99,def_int,0,,,,,
player,201311030nwe,pit,GayxWi99,def_int_yds,0,,,,,
player,201311030nwe,pit,GayxWi99,def_int_td,0,,,,,
player,201311030nwe,pit,GayxWi99,def_int_long,0,,,,,
player,201311030nwe,pit,GayxWi99,pass_defended,0,,,,,
player,201311030nwe,pit,GayxWi99,sacks,0.0,,,,,
player,201311030nwe,pit,GayxWi99,tackles_combined,4,,,,,
player,201311030nwe,pit,GayxWi99,tackles_solo,3,,,,,
player,201311030nwe,pit,GayxWi99,tackles_assists,1,,,,,
player,201311030nwe,pit,GayxWi99,tackles_loss,0,,,,,
player,201311030nwe,pit,GayxWi99,qb_hits,0,,,,,
player,201311030nwe,pit,GayxWi99,fumbles_rec,0,,,,,
player,201311030nwe,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,GayxWi99,fumbles_forced,0,,,,,
player,201311030nwe,pit,AlleCo00,def_int,0,,,,,
player,201311030nwe,pit,AlleCo00,def_int_yds,0,,,,,
player,201311030nwe,pit,AlleCo00,def_int_td,0,,,,,
player,201311030nwe,pit,AlleCo00,def_int_long,0,,,,,
player,201311030nwe,pit,AlleCo00,pass_defended,0,,,,,
player,201311030nwe,pit,AlleCo00,sacks,0.0,,,,,
player,201311030nwe,pit,AlleCo00,tackles_combined,3,,,,,
player,201311030nwe,pit,AlleCo00,tackles_solo,1,,,,,
player,201311030nwe,pit,AlleCo00,tackles_assists,2,,,,,
player,201311030nwe,pit,AlleCo00,tackles_loss,0,,,,,
player,201311030nwe,pit,AlleCo00,qb_hits,0,,,,,
player,201311030nwe,pit,AlleCo00,fumbles_rec,0,,,,,
player,201311030nwe,pit,AlleCo00,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,AlleCo00,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,AlleCo00,fumbles_forced,0,,,,,
player,201311030nwe,pit,BlakAn00,def_int,0,,,,,
player,201311030nwe,pit,BlakAn00,def_int_yds,0,,,,,
player,201311030nwe,pit,BlakAn00,def_int_td,0,,,,,
player,201311030nwe,pit,BlakAn00,def_int_long,0,,,,,
player,201311030nwe,pit,BlakAn00,pass_defended,0,,,,,
player,201311030nwe,pit,BlakAn00,sacks,0.0,,,,,
player,201311030nwe,pit,BlakAn00,tackles_combined,3,,,,,
player,201311030nwe,pit,BlakAn00,tackles_solo,2,,,,,
player,201311030nwe,pit,BlakAn00,tackles_assists,1,,,,,
player,201311030nwe,pit,BlakAn00,tackles_loss,0,,,,,
player,201311030nwe,pit,BlakAn00,qb_hits,0,,,,,
player,201311030nwe,pit,BlakAn00,fumbles_rec,0,,,,,
player,201311030nwe,pit,BlakAn00,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,BlakAn00,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,BlakAn00,fumbles_forced,0,,,,,
player,201311030nwe,pit,TaylIk20,def_int,0,,,,,
player,201311030nwe,pit,TaylIk20,def_int_yds,0,,,,,
player,201311030nwe,pit,TaylIk20,def_int_td,0,,,,,
player,201311030nwe,pit,TaylIk20,def_int_long,0,,,,,
player,201311030nwe,pit,TaylIk20,pass_defended,0,,,,,
player,201311030nwe,pit,TaylIk20,sacks,0.0,,,,,
player,201311030nwe,pit,TaylIk20,tackles_combined,3,,,,,
player,201311030nwe,pit,TaylIk20,tackles_solo,1,,,,,
player,201311030nwe,pit,TaylIk20,tackles_assists,2,,,,,
player,201311030nwe,pit,TaylIk20,tackles_loss,0,,,,,
player,201311030nwe,pit,TaylIk20,qb_hits,0,,,,,
player,201311030nwe,pit,TaylIk20,fumbles_rec,0,,,,,
player,201311030nwe,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,TaylIk20,fumbles_forced,0,,,,,
player,201311030nwe,pit,WillVi01,def_int,0,,,,,
player,201311030nwe,pit,WillVi01,def_int_yds,0,,,,,
player,201311030nwe,pit,WillVi01,def_int_td,0,,,,,
player,201311030nwe,pit,WillVi01,def_int_long,0,,,,,
player,201311030nwe,pit,WillVi01,pass_defended,0,,,,,
player,201311030nwe,pit,WillVi01,sacks,0.0,,,,,
player,201311030nwe,pit,WillVi01,tackles_combined,3,,,,,
player,201311030nwe,pit,WillVi01,tackles_solo,2,,,,,
player,201311030nwe,pit,WillVi01,tackles_assists,1,,,,,
player,201311030nwe,pit,WillVi01,tackles_loss,0,,,,,
player,201311030nwe,pit,WillVi01,qb_hits,0,,,,,
player,201311030nwe,pit,WillVi01,fumbles_rec,0,,,,,
player,201311030nwe,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,WillVi01,fumbles_forced,0,,,,,
player,201311030nwe,pit,JoneJa05,def_int,0,,,,,
player,201311030nwe,pit,JoneJa05,def_int_yds,0,,,,,
player,201311030nwe,pit,JoneJa05,def_int_td,0,,,,,
player,201311030nwe,pit,JoneJa05,def_int_long,0,,,,,
player,201311030nwe,pit,JoneJa05,pass_defended,0,,,,,
player,201311030nwe,pit,JoneJa05,sacks,0.0,,,,,
player,201311030nwe,pit,JoneJa05,tackles_combined,2,,,,,
player,201311030nwe,pit,JoneJa05,tackles_solo,0,,,,,
player,201311030nwe,pit,JoneJa05,tackles_assists,2,,,,,
player,201311030nwe,pit,JoneJa05,tackles_loss,0,,,,,
player,201311030nwe,pit,JoneJa05,qb_hits,0,,,,,
player,201311030nwe,pit,JoneJa05,fumbles_rec,0,,,,,
player,201311030nwe,pit,JoneJa05,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,JoneJa05,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,JoneJa05,fumbles_forced,0,,,,,
player,201311030nwe,pit,suishsha01,def_int,0,,,,,
player,201311030nwe,pit,suishsha01,def_int_yds,0,,,,,
player,201311030nwe,pit,suishsha01,def_int_td,0,,,,,
player,201311030nwe,pit,suishsha01,def_int_long,0,,,,,
player,201311030nwe,pit,suishsha01,pass_defended,0,,,,,
player,201311030nwe,pit,suishsha01,sacks,0.0,,,,,
player,201311030nwe,pit,suishsha01,tackles_combined,2,,,,,
player,201311030nwe,pit,suishsha01,tackles_solo,1,,,,,
player,201311030nwe,pit,suishsha01,tackles_assists,1,,,,,
player,201311030nwe,pit,suishsha01,tackles_loss,0,,,,,
player,201311030nwe,pit,suishsha01,qb_hits,0,,,,,
player,201311030nwe,pit,suishsha01,fumbles_rec,0,,,,,
player,201311030nwe,pit,suishsha01,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,suishsha01,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,suishsha01,fumbles_forced,0,,,,,
player,201311030nwe,pit,SylvSt99,def_int,0,,,,,
player,201311030nwe,pit,SylvSt99,def_int_yds,0,,,,,
player,201311030nwe,pit,SylvSt99,def_int_td,0,,,,,
player,201311030nwe,pit,SylvSt99,def_int_long,0,,,,,
player,201311030nwe,pit,SylvSt99,pass_defended,0,,,,,
player,201311030nwe,pit,SylvSt99,sacks,0.0,,,,,
player,201311030nwe,pit,SylvSt99,tackles_combined,2,,,,,
player,201311030nwe,pit,SylvSt99,tackles_solo,0,,,,,
player,201311030nwe,pit,SylvSt99,tackles_assists,2,,,,,
player,201311030nwe,pit,SylvSt99,tackles_loss,0,,,,,
player,201311030nwe,pit,SylvSt99,qb_hits,0,,,,,
player,201311030nwe,pit,SylvSt99,fumbles_rec,0,,,,,
player,201311030nwe,pit,SylvSt99,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,SylvSt99,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,SylvSt99,fumbles_forced,0,,,,,
player,201311030nwe,pit,HoodEv99,def_int,0,,,,,
player,201311030nwe,pit,HoodEv99,def_int_yds,0,,,,,
player,201311030nwe,pit,HoodEv99,def_int_td,0,,,,,
player,201311030nwe,pit,HoodEv99,def_int_long,0,,,,,
player,201311030nwe,pit,HoodEv99,pass_defended,0,,,,,
player,201311030nwe,pit,HoodEv99,sacks,0.0,,,,,
player,201311030nwe,pit,HoodEv99,tackles_combined,1,,,,,
player,201311030nwe,pit,HoodEv99,tackles_solo,0,,,,,
player,201311030nwe,pit,HoodEv99,tackles_assists,1,,,,,
player,201311030nwe,pit,HoodEv99,tackles_loss,0,,,,,
player,201311030nwe,pit,HoodEv99,qb_hits,0,,,,,
player,201311030nwe,pit,HoodEv99,fumbles_rec,0,,,,,
player,201311030nwe,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,HoodEv99,fumbles_forced,0,,,,,
player,201311030nwe,pit,KeisBr20,def_int,0,,,,,
player,201311030nwe,pit,KeisBr20,def_int_yds,0,,,,,
player,201311030nwe,pit,KeisBr20,def_int_td,0,,,,,
player,201311030nwe,pit,KeisBr20,def_int_long,0,,,,,
player,201311030nwe,pit,KeisBr20,pass_defended,0,,,,,
player,201311030nwe,pit,KeisBr20,sacks,0.0,,,,,
player,201311030nwe,pit,KeisBr20,tackles_combined,1,,,,,
player,201311030nwe,pit,KeisBr20,tackles_solo,0,,,,,
player,201311030nwe,pit,KeisBr20,tackles_assists,1,,,,,
player,201311030nwe,pit,KeisBr20,tackles_loss,0,,,,,
player,201311030nwe,pit,KeisBr20,qb_hits,1,,,,,
player,201311030nwe,pit,KeisBr20,fumbles_rec,0,,,,,
player,201311030nwe,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,KeisBr20,fumbles_forced,0,,,,,
player,201311030nwe,pit,McLeSt00,def_int,0,,,,,
player,201311030nwe,pit,McLeSt00,def_int_yds,0,,,,,
player,201311030nwe,pit,McLeSt00,def_int_td,0,,,,,
player,201311030nwe,pit,McLeSt00,def_int_long,0,,,,,
player,201311030nwe,pit,McLeSt00,pass_defended,0,,,,,
player,201311030nwe,pit,McLeSt00,sacks,0.0,,,,,
player,201311030nwe,pit,McLeSt00,tackles_combined,1,,,,,
player,201311030nwe,pit,McLeSt00,tackles_solo,0,,,,,
player,201311030nwe,pit,McLeSt00,tackles_assists,1,,,,,
player,201311030nwe,pit,McLeSt00,tackles_loss,0,,,,,
player,201311030nwe,pit,McLeSt00,qb_hits,0,,,,,
player,201311030nwe,pit,McLeSt00,fumbles_rec,0,,,,,
player,201311030nwe,pit,McLeSt00,fumbles_rec_yds,0,,,,,
player,201311030nwe,pit,McLeSt00,fumbles_rec_td,0,,,,,
player,201311030nwe,pit,McLeSt00,fumbles_forced,0,,,,,
player,201311030nwe,nwe,McCoDe99,def_int,1,,,,,
player,201311030nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201311030nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201311030nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201311030nwe,nwe,McCoDe99,pass_defended,1,,,,,
player,201311030nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201311030nwe,nwe,McCoDe99,tackles_combined,6,,,,,
player,201311030nwe,nwe,McCoDe99,tackles_solo,4,,,,,
player,201311030nwe,nwe,McCoDe99,tackles_assists,2,,,,,
player,201311030nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201311030nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201311030nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201311030nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201311030nwe,nwe,HarmDu00,def_int,1,,,,,
player,201311030nwe,nwe,HarmDu00,def_int_yds,42,,,,,
player,201311030nwe,nwe,HarmDu00,def_int_td,0,,,,,
player,201311030nwe,nwe,HarmDu00,def_int_long,42,,,,,
player,201311030nwe,nwe,HarmDu00,pass_defended,1,,,,,
player,201311030nwe,nwe,HarmDu00,sacks,0.0,,,,,
player,201311030nwe,nwe,HarmDu00,tackles_combined,4,,,,,
player,201311030nwe,nwe,HarmDu00,tackles_solo,3,,,,,
player,201311030nwe,nwe,HarmDu00,tackles_assists,1,,,,,
player,201311030nwe,nwe,HarmDu00,tackles_loss,0,,,,,
player,201311030nwe,nwe,HarmDu00,qb_hits,0,,,,,
player,201311030nwe,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201311030nwe,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201311030nwe,nwe,JoneCh03,def_int,0,,,,,
player,201311030nwe,nwe,JoneCh03,def_int_yds,0,,,,,
player,201311030nwe,nwe,JoneCh03,def_int_td,0,,,,,
player,201311030nwe,nwe,JoneCh03,def_int_long,0,,,,,
player,201311030nwe,nwe,JoneCh03,pass_defended,0,,,,,
player,201311030nwe,nwe,JoneCh03,sacks,2.0,,,,,
player,201311030nwe,nwe,JoneCh03,tackles_combined,6,,,,,
player,201311030nwe,nwe,JoneCh03,tackles_solo,3,,,,,
player,201311030nwe,nwe,JoneCh03,tackles_assists,3,,,,,
player,201311030nwe,nwe,JoneCh03,tackles_loss,2,,,,,
player,201311030nwe,nwe,JoneCh03,qb_hits,3,,,,,
player,201311030nwe,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201311030nwe,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201311030nwe,nwe,NinkRo20,def_int,0,,,,,
player,201311030nwe,nwe,NinkRo20,def_int_yds,0,,,,,
player,201311030nwe,nwe,NinkRo20,def_int_td,0,,,,,
player,201311030nwe,nwe,NinkRo20,def_int_long,0,,,,,
player,201311030nwe,nwe,NinkRo20,pass_defended,0,,,,,
player,201311030nwe,nwe,NinkRo20,sacks,1.0,,,,,
player,201311030nwe,nwe,NinkRo20,tackles_combined,5,,,,,
player,201311030nwe,nwe,NinkRo20,tackles_solo,3,,,,,
player,201311030nwe,nwe,NinkRo20,tackles_assists,2,,,,,
player,201311030nwe,nwe,NinkRo20,tackles_loss,1,,,,,
player,201311030nwe,nwe,NinkRo20,qb_hits,0,,,,,
player,201311030nwe,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201311030nwe,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,NinkRo20,fumbles_forced,1,,,,,
player,201311030nwe,nwe,FletDa00,def_int,0,,,,,
player,201311030nwe,nwe,FletDa00,def_int_yds,0,,,,,
player,201311030nwe,nwe,FletDa00,def_int_td,0,,,,,
player,201311030nwe,nwe,FletDa00,def_int_long,0,,,,,
player,201311030nwe,nwe,FletDa00,pass_defended,0,,,,,
player,201311030nwe,nwe,FletDa00,sacks,1.0,,,,,
player,201311030nwe,nwe,FletDa00,tackles_combined,2,,,,,
player,201311030nwe,nwe,FletDa00,tackles_solo,2,,,,,
player,201311030nwe,nwe,FletDa00,tackles_assists,0,,,,,
player,201311030nwe,nwe,FletDa00,tackles_loss,1,,,,,
player,201311030nwe,nwe,FletDa00,qb_hits,1,,,,,
player,201311030nwe,nwe,FletDa00,fumbles_rec,0,,,,,
player,201311030nwe,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,FletDa00,fumbles_forced,0,,,,,
player,201311030nwe,nwe,CartAn20,def_int,0,,,,,
player,201311030nwe,nwe,CartAn20,def_int_yds,0,,,,,
player,201311030nwe,nwe,CartAn20,def_int_td,0,,,,,
player,201311030nwe,nwe,CartAn20,def_int_long,0,,,,,
player,201311030nwe,nwe,CartAn20,pass_defended,0,,,,,
player,201311030nwe,nwe,CartAn20,sacks,1.0,,,,,
player,201311030nwe,nwe,CartAn20,tackles_combined,1,,,,,
player,201311030nwe,nwe,CartAn20,tackles_solo,1,,,,,
player,201311030nwe,nwe,CartAn20,tackles_assists,0,,,,,
player,201311030nwe,nwe,CartAn20,tackles_loss,1,,,,,
player,201311030nwe,nwe,CartAn20,qb_hits,3,,,,,
player,201311030nwe,nwe,CartAn20,fumbles_rec,0,,,,,
player,201311030nwe,nwe,CartAn20,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,CartAn20,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,CartAn20,fumbles_forced,0,,,,,
player,201311030nwe,nwe,GregSt20,def_int,0,,,,,
player,201311030nwe,nwe,GregSt20,def_int_yds,0,,,,,
player,201311030nwe,nwe,GregSt20,def_int_td,0,,,,,
player,201311030nwe,nwe,GregSt20,def_int_long,0,,,,,
player,201311030nwe,nwe,GregSt20,pass_defended,0,,,,,
player,201311030nwe,nwe,GregSt20,sacks,0.0,,,,,
player,201311030nwe,nwe,GregSt20,tackles_combined,6,,,,,
player,201311030nwe,nwe,GregSt20,tackles_solo,1,,,,,
player,201311030nwe,nwe,GregSt20,tackles_assists,5,,,,,
player,201311030nwe,nwe,GregSt20,tackles_loss,0,,,,,
player,201311030nwe,nwe,GregSt20,qb_hits,0,,,,,
player,201311030nwe,nwe,GregSt20,fumbles_rec,0,,,,,
player,201311030nwe,nwe,GregSt20,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,GregSt20,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,GregSt20,fumbles_forced,0,,,,,
player,201311030nwe,nwe,ArriKy00,def_int,0,,,,,
player,201311030nwe,nwe,ArriKy00,def_int_yds,0,,,,,
player,201311030nwe,nwe,ArriKy00,def_int_td,0,,,,,
player,201311030nwe,nwe,ArriKy00,def_int_long,0,,,,,
player,201311030nwe,nwe,ArriKy00,pass_defended,1,,,,,
player,201311030nwe,nwe,ArriKy00,sacks,0.0,,,,,
player,201311030nwe,nwe,ArriKy00,tackles_combined,5,,,,,
player,201311030nwe,nwe,ArriKy00,tackles_solo,5,,,,,
player,201311030nwe,nwe,ArriKy00,tackles_assists,0,,,,,
player,201311030nwe,nwe,ArriKy00,tackles_loss,0,,,,,
player,201311030nwe,nwe,ArriKy00,qb_hits,0,,,,,
player,201311030nwe,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201311030nwe,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201311030nwe,nwe,ColeMa01,def_int,0,,,,,
player,201311030nwe,nwe,ColeMa01,def_int_yds,0,,,,,
player,201311030nwe,nwe,ColeMa01,def_int_td,0,,,,,
player,201311030nwe,nwe,ColeMa01,def_int_long,0,,,,,
player,201311030nwe,nwe,ColeMa01,pass_defended,0,,,,,
player,201311030nwe,nwe,ColeMa01,sacks,0.0,,,,,
player,201311030nwe,nwe,ColeMa01,tackles_combined,4,,,,,
player,201311030nwe,nwe,ColeMa01,tackles_solo,3,,,,,
player,201311030nwe,nwe,ColeMa01,tackles_assists,1,,,,,
player,201311030nwe,nwe,ColeMa01,tackles_loss,0,,,,,
player,201311030nwe,nwe,ColeMa01,qb_hits,0,,,,,
player,201311030nwe,nwe,ColeMa01,fumbles_rec,0,,,,,
player,201311030nwe,nwe,ColeMa01,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,ColeMa01,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,ColeMa01,fumbles_forced,0,,,,,
player,201311030nwe,nwe,HighDo01,def_int,0,,,,,
player,201311030nwe,nwe,HighDo01,def_int_yds,0,,,,,
player,201311030nwe,nwe,HighDo01,def_int_td,0,,,,,
player,201311030nwe,nwe,HighDo01,def_int_long,0,,,,,
player,201311030nwe,nwe,HighDo01,pass_defended,1,,,,,
player,201311030nwe,nwe,HighDo01,sacks,0.0,,,,,
player,201311030nwe,nwe,HighDo01,tackles_combined,4,,,,,
player,201311030nwe,nwe,HighDo01,tackles_solo,2,,,,,
player,201311030nwe,nwe,HighDo01,tackles_assists,2,,,,,
player,201311030nwe,nwe,HighDo01,tackles_loss,0,,,,,
player,201311030nwe,nwe,HighDo01,qb_hits,0,,,,,
player,201311030nwe,nwe,HighDo01,fumbles_rec,0,,,,,
player,201311030nwe,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,HighDo01,fumbles_forced,0,,,,,
player,201311030nwe,nwe,JoneCh04,def_int,0,,,,,
player,201311030nwe,nwe,JoneCh04,def_int_yds,0,,,,,
player,201311030nwe,nwe,JoneCh04,def_int_td,0,,,,,
player,201311030nwe,nwe,JoneCh04,def_int_long,0,,,,,
player,201311030nwe,nwe,JoneCh04,pass_defended,0,,,,,
player,201311030nwe,nwe,JoneCh04,sacks,0.0,,,,,
player,201311030nwe,nwe,JoneCh04,tackles_combined,4,,,,,
player,201311030nwe,nwe,JoneCh04,tackles_solo,2,,,,,
player,201311030nwe,nwe,JoneCh04,tackles_assists,2,,,,,
player,201311030nwe,nwe,JoneCh04,tackles_loss,0,,,,,
player,201311030nwe,nwe,JoneCh04,qb_hits,0,,,,,
player,201311030nwe,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201311030nwe,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201311030nwe,nwe,DennAl00,def_int,0,,,,,
player,201311030nwe,nwe,DennAl00,def_int_yds,0,,,,,
player,201311030nwe,nwe,DennAl00,def_int_td,0,,,,,
player,201311030nwe,nwe,DennAl00,def_int_long,0,,,,,
player,201311030nwe,nwe,DennAl00,pass_defended,1,,,,,
player,201311030nwe,nwe,DennAl00,sacks,0.0,,,,,
player,201311030nwe,nwe,DennAl00,tackles_combined,3,,,,,
player,201311030nwe,nwe,DennAl00,tackles_solo,3,,,,,
player,201311030nwe,nwe,DennAl00,tackles_assists,0,,,,,
player,201311030nwe,nwe,DennAl00,tackles_loss,0,,,,,
player,201311030nwe,nwe,DennAl00,qb_hits,0,,,,,
player,201311030nwe,nwe,DennAl00,fumbles_rec,0,,,,,
player,201311030nwe,nwe,DennAl00,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,DennAl00,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,DennAl00,fumbles_forced,0,,,,,
player,201311030nwe,nwe,RyanLo00,def_int,0,,,,,
player,201311030nwe,nwe,RyanLo00,def_int_yds,0,,,,,
player,201311030nwe,nwe,RyanLo00,def_int_td,0,,,,,
player,201311030nwe,nwe,RyanLo00,def_int_long,0,,,,,
player,201311030nwe,nwe,RyanLo00,pass_defended,0,,,,,
player,201311030nwe,nwe,RyanLo00,sacks,0.0,,,,,
player,201311030nwe,nwe,RyanLo00,tackles_combined,3,,,,,
player,201311030nwe,nwe,RyanLo00,tackles_solo,3,,,,,
player,201311030nwe,nwe,RyanLo00,tackles_assists,0,,,,,
player,201311030nwe,nwe,RyanLo00,tackles_loss,0,,,,,
player,201311030nwe,nwe,RyanLo00,qb_hits,0,,,,,
player,201311030nwe,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201311030nwe,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201311030nwe,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201311030nwe,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201311030nwe,nwe,SpikBr99,def_int,0,,,,,
player,201311030nwe,nwe,SpikBr99,def_int_yds,0,,,,,
player,201311030nwe,nwe,SpikBr99,def_int_td,0,,,,,
player,201311030nwe,nwe,SpikBr99,def_int_long,0,,,,,
