game,2013,13,20131201,201312010htx,nwe,"New England Patriots",34,htx,"Houston Texans",31
player,201312010htx,htx,SmitAn22,def_int_long,0,,,,,
player,201312010htx,htx,SmitAn22,pass_defended,0,,,,,
player,201312010htx,htx,SmitAn22,sacks,0.0,,,,,
player,201312010htx,htx,SmitAn22,tackles_combined,2,,,,,
player,201312010htx,htx,SmitAn22,tackles_solo,2,,,,,
player,201312010htx,htx,SmitAn22,tackles_assists,0,,,,,
player,201312010htx,htx,SmitAn22,tackles_loss,1,,,,,
player,201312010htx,htx,SmitAn22,qb_hits,0,,,,,
player,201312010htx,htx,SmitAn22,fumbles_rec,0,,,,,
player,201312010htx,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201312010htx,htx,SmitAn22,fumbles_forced,0,,,,,
player,201312010htx,htx,BramBr00,def_int,0,,,,,
player,201312010htx,htx,BramBr00,def_int_yds,0,,,,,
player,201312010htx,htx,BramBr00,def_int_td,0,,,,,
player,201312010htx,htx,BramBr00,def_int_long,0,,,,,
player,201312010htx,htx,BramBr00,pass_defended,0,,,,,
player,201312010htx,htx,BramBr00,sacks,0.0,,,,,
player,201312010htx,htx,BramBr00,tackles_combined,1,,,,,
player,201312010htx,htx,BramBr00,tackles_solo,1,,,,,
player,201312010htx,htx,BramBr00,tackles_assists,0,,,,,
player,201312010htx,htx,BramBr00,tackles_loss,0,,,,,
player,201312010htx,htx,BramBr00,qb_hits,0,,,,,
player,201312010htx,htx,BramBr00,fumbles_rec,0,,,,,
player,201312010htx,htx,BramBr00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,BramBr00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,BramBr00,fumbles_forced,0,,,,,
player,201312010htx,htx,GrifRy00,def_int,0,,,,,
player,201312010htx,htx,GrifRy00,def_int_yds,0,,,,,
player,201312010htx,htx,GrifRy00,def_int_td,0,,,,,
player,201312010htx,htx,GrifRy00,def_int_long,0,,,,,
player,201312010htx,htx,GrifRy00,pass_defended,0,,,,,
player,201312010htx,htx,GrifRy00,sacks,0.0,,,,,
player,201312010htx,htx,GrifRy00,tackles_combined,1,,,,,
player,201312010htx,htx,GrifRy00,tackles_solo,1,,,,,
player,201312010htx,htx,GrifRy00,tackles_assists,0,,,,,
player,201312010htx,htx,GrifRy00,tackles_loss,0,,,,,
player,201312010htx,htx,GrifRy00,qb_hits,0,,,,,
player,201312010htx,htx,GrifRy00,fumbles_rec,0,,,,,
player,201312010htx,htx,GrifRy00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,GrifRy00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,GrifRy00,fumbles_forced,0,,,,,
player,201312010htx,htx,HarrBr00,def_int,0,,,,,
player,201312010htx,htx,HarrBr00,def_int_yds,0,,,,,
player,201312010htx,htx,HarrBr00,def_int_td,0,,,,,
player,201312010htx,htx,HarrBr00,def_int_long,0,,,,,
player,201312010htx,htx,HarrBr00,pass_defended,1,,,,,
player,201312010htx,htx,HarrBr00,sacks,0.0,,,,,
player,201312010htx,htx,HarrBr00,tackles_combined,1,,,,,
player,201312010htx,htx,HarrBr00,tackles_solo,1,,,,,
player,201312010htx,htx,HarrBr00,tackles_assists,0,,,,,
player,201312010htx,htx,HarrBr00,tackles_loss,0,,,,,
player,201312010htx,htx,HarrBr00,qb_hits,0,,,,,
player,201312010htx,htx,HarrBr00,fumbles_rec,0,,,,,
player,201312010htx,htx,HarrBr00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,HarrBr00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,HarrBr00,fumbles_forced,0,,,,,
player,201312010htx,htx,TuggJu00,def_int,0,,,,,
player,201312010htx,htx,TuggJu00,def_int_yds,0,,,,,
player,201312010htx,htx,TuggJu00,def_int_td,0,,,,,
player,201312010htx,htx,TuggJu00,def_int_long,0,,,,,
player,201312010htx,htx,TuggJu00,pass_defended,0,,,,,
player,201312010htx,htx,TuggJu00,sacks,0.0,,,,,
player,201312010htx,htx,TuggJu00,tackles_combined,1,,,,,
player,201312010htx,htx,TuggJu00,tackles_solo,1,,,,,
player,201312010htx,htx,TuggJu00,tackles_assists,0,,,,,
player,201312010htx,htx,TuggJu00,tackles_loss,0,,,,,
player,201312010htx,htx,TuggJu00,qb_hits,0,,,,,
player,201312010htx,htx,TuggJu00,fumbles_rec,0,,,,,
player,201312010htx,htx,TuggJu00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,TuggJu00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,TuggJu00,fumbles_forced,0,,,,,
player,201312010htx,htx,VictJo00,def_int,0,,,,,
player,201312010htx,htx,VictJo00,def_int_yds,0,,,,,
player,201312010htx,htx,VictJo00,def_int_td,0,,,,,
player,201312010htx,htx,VictJo00,def_int_long,0,,,,,
player,201312010htx,htx,VictJo00,pass_defended,0,,,,,
player,201312010htx,htx,VictJo00,sacks,0.0,,,,,
player,201312010htx,htx,VictJo00,tackles_combined,1,,,,,
player,201312010htx,htx,VictJo00,tackles_solo,0,,,,,
player,201312010htx,htx,VictJo00,tackles_assists,1,,,,,
player,201312010htx,htx,VictJo00,tackles_loss,0,,,,,
player,201312010htx,htx,VictJo00,qb_hits,0,,,,,
player,201312010htx,htx,VictJo00,fumbles_rec,0,,,,,
player,201312010htx,htx,VictJo00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,VictJo00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,VictJo00,fumbles_forced,0,,,,,
player,201312010htx,nwe,EdelJu00,kick_ret,0,,,,,
player,201312010htx,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201312010htx,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201312010htx,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201312010htx,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201312010htx,nwe,EdelJu00,punt_ret,1,,,,,
player,201312010htx,nwe,EdelJu00,punt_ret_yds,11,,,,,
player,201312010htx,nwe,EdelJu00,punt_ret_yds_per_ret,11.0,,,,,
player,201312010htx,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201312010htx,nwe,EdelJu00,punt_ret_long,11,,,,,
player,201312010htx,nwe,BoycJo00,kick_ret,6,,,,,
player,201312010htx,nwe,BoycJo00,kick_ret_yds,149,,,,,
player,201312010htx,nwe,BoycJo00,kick_ret_yds_per_ret,24.8,,,,,
player,201312010htx,nwe,BoycJo00,kick_ret_td,0,,,,,
player,201312010htx,nwe,BoycJo00,kick_ret_long,41,,,,,
player,201312010htx,nwe,BoycJo00,punt_ret,0,,,,,
player,201312010htx,nwe,BoycJo00,punt_ret_yds,0,,,,,
player,201312010htx,nwe,BoycJo00,punt_ret_yds_per_ret,,,,,,
player,201312010htx,nwe,BoycJo00,punt_ret_td,0,,,,,
player,201312010htx,nwe,BoycJo00,punt_ret_long,0,,,,,
player,201312010htx,htx,MartKe01,kick_ret,2,,,,,
player,201312010htx,htx,MartKe01,kick_ret_yds,71,,,,,
player,201312010htx,htx,MartKe01,kick_ret_yds_per_ret,35.5,,,,,
player,201312010htx,htx,MartKe01,kick_ret_td,0,,,,,
player,201312010htx,htx,MartKe01,kick_ret_long,50,,,,,
player,201312010htx,htx,MartKe01,punt_ret,1,,,,,
player,201312010htx,htx,MartKe01,punt_ret_yds,6,,,,,
player,201312010htx,htx,MartKe01,punt_ret_yds_per_ret,6.0,,,,,
player,201312010htx,htx,MartKe01,punt_ret_td,0,,,,,
player,201312010htx,htx,MartKe01,punt_ret_long,6,,,,,
player,201312010htx,nwe,GostSt20,xpm,4,,,,,
player,201312010htx,nwe,GostSt20,xpa,4,,,,,
player,201312010htx,nwe,GostSt20,fgm,2,,,,,
player,201312010htx,nwe,GostSt20,fga,3,,,,,
player,201312010htx,nwe,GostSt20,punt,0,,,,,
player,201312010htx,nwe,GostSt20,punt_yds,0,,,,,
player,201312010htx,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201312010htx,nwe,GostSt20,punt_long,0,,,,,
player,201312010htx,nwe,AlleRy01,xpm,,,,,,
player,201312010htx,nwe,AlleRy01,xpa,,,,,,
player,201312010htx,nwe,AlleRy01,fgm,,,,,,
player,201312010htx,nwe,AlleRy01,fga,,,,,,
player,201312010htx,nwe,AlleRy01,punt,3,,,,,
player,201312010htx,nwe,AlleRy01,punt_yds,132,,,,,
player,201312010htx,nwe,AlleRy01,punt_yds_per_punt,44.0,,,,,
player,201312010htx,nwe,AlleRy01,punt_long,51,,,,,
player,201312010htx,htx,BullRa00,xpm,4,,,,,
player,201312010htx,htx,BullRa00,xpa,4,,,,,
player,201312010htx,htx,BullRa00,fgm,1,,,,,
player,201312010htx,htx,BullRa00,fga,1,,,,,
player,201312010htx,htx,BullRa00,punt,0,,,,,
player,201312010htx,htx,BullRa00,punt_yds,0,,,,,
player,201312010htx,htx,BullRa00,punt_yds_per_punt,,,,,,
player,201312010htx,htx,BullRa00,punt_long,0,,,,,
player,201312010htx,htx,LechSh20,xpm,,,,,,
player,201312010htx,htx,LechSh20,xpa,,,,,,
player,201312010htx,htx,LechSh20,fgm,,,,,,
player,201312010htx,htx,LechSh20,fga,,,,,,
player,201312010htx,htx,LechSh20,punt,3,,,,,
player,201312010htx,htx,LechSh20,punt_yds,134,,,,,
player,201312010htx,htx,LechSh20,punt_yds_per_punt,44.7,,,,,
player,201312010htx,htx,LechSh20,punt_long,55,,,,,
player,201312010htx,htx,BrooBr00,pos,G,,,,,
player,201312010htx,htx,BrooBr00,offense,60,,,,,
player,201312010htx,htx,BrooBr00,off_pct,100%,,,,,
player,201312010htx,htx,BrooBr00,defense,0,,,,,
player,201312010htx,htx,BrooBr00,def_pct,0%,,,,,
player,201312010htx,htx,BrooBr00,special_teams,5,,,,,
player,201312010htx,htx,BrooBr00,st_pct,16%,,,,,
player,201312010htx,htx,BrowDu20,pos,T,,,,,
player,201312010htx,htx,BrowDu20,offense,60,,,,,
player,201312010htx,htx,BrowDu20,off_pct,100%,,,,,
player,201312010htx,htx,BrowDu20,defense,0,,,,,
player,201312010htx,htx,BrowDu20,def_pct,0%,,,,,
player,201312010htx,htx,BrowDu20,special_teams,5,,,,,
player,201312010htx,htx,BrowDu20,st_pct,16%,,,,,
player,201312010htx,htx,MyerCh20,pos,C,,,,,
player,201312010htx,htx,MyerCh20,offense,60,,,,,
player,201312010htx,htx,MyerCh20,off_pct,100%,,,,,
player,201312010htx,htx,MyerCh20,defense,0,,,,,
player,201312010htx,htx,MyerCh20,def_pct,0%,,,,,
player,201312010htx,htx,MyerCh20,special_teams,0,,,,,
player,201312010htx,htx,MyerCh20,st_pct,0%,,,,,
player,201312010htx,htx,KeenCa00,pos,QB,,,,,
player,201312010htx,htx,KeenCa00,offense,60,,,,,
player,201312010htx,htx,KeenCa00,off_pct,100%,,,,,
player,201312010htx,htx,KeenCa00,defense,0,,,,,
player,201312010htx,htx,KeenCa00,def_pct,0%,,,,,
player,201312010htx,htx,KeenCa00,special_teams,0,,,,,
player,201312010htx,htx,KeenCa00,st_pct,0%,,,,,
player,201312010htx,htx,GrahGa00,pos,TE,,,,,
player,201312010htx,htx,GrahGa00,offense,60,,,,,
player,201312010htx,htx,GrahGa00,off_pct,100%,,,,,
player,201312010htx,htx,GrahGa00,defense,0,,,,,
player,201312010htx,htx,GrahGa00,def_pct,0%,,,,,
player,201312010htx,htx,GrahGa00,special_teams,0,,,,,
player,201312010htx,htx,GrahGa00,st_pct,0%,,,,,
player,201312010htx,htx,JohnAn02,pos,WR,,,,,
player,201312010htx,htx,JohnAn02,offense,58,,,,,
player,201312010htx,htx,JohnAn02,off_pct,97%,,,,,
player,201312010htx,htx,JohnAn02,defense,0,,,,,
player,201312010htx,htx,JohnAn02,def_pct,0%,,,,,
player,201312010htx,htx,JohnAn02,special_teams,0,,,,,
player,201312010htx,htx,JohnAn02,st_pct,0%,,,,,
player,201312010htx,htx,HopkDe00,pos,WR,,,,,
player,201312010htx,htx,HopkDe00,offense,56,,,,,
player,201312010htx,htx,HopkDe00,off_pct,93%,,,,,
player,201312010htx,htx,HopkDe00,defense,0,,,,,
player,201312010htx,htx,HopkDe00,def_pct,0%,,,,,
player,201312010htx,htx,HopkDe00,special_teams,0,,,,,
player,201312010htx,htx,HopkDe00,st_pct,0%,,,,,
player,201312010htx,htx,TateBe00,pos,RB,,,,,
player,201312010htx,htx,TateBe00,offense,49,,,,,
player,201312010htx,htx,TateBe00,off_pct,82%,,,,,
player,201312010htx,htx,TateBe00,defense,0,,,,,
player,201312010htx,htx,TateBe00,def_pct,0%,,,,,
player,201312010htx,htx,TateBe00,special_teams,0,,,,,
player,201312010htx,htx,TateBe00,st_pct,0%,,,,,
player,201312010htx,htx,NewtDe00,pos,T,,,,,
player,201312010htx,htx,NewtDe00,offense,33,,,,,
player,201312010htx,htx,NewtDe00,off_pct,55%,,,,,
player,201312010htx,htx,NewtDe00,defense,0,,,,,
player,201312010htx,htx,NewtDe00,def_pct,0%,,,,,
player,201312010htx,htx,NewtDe00,special_teams,5,,,,,
player,201312010htx,htx,NewtDe00,st_pct,16%,,,,,
player,201312010htx,htx,SmitWa21,pos,G,,,,,
player,201312010htx,htx,SmitWa21,offense,33,,,,,
player,201312010htx,htx,SmitWa21,off_pct,55%,,,,,
player,201312010htx,htx,SmitWa21,defense,0,,,,,
player,201312010htx,htx,SmitWa21,def_pct,0%,,,,,
player,201312010htx,htx,SmitWa21,special_teams,5,,,,,
player,201312010htx,htx,SmitWa21,st_pct,16%,,,,,
player,201312010htx,htx,JoneBe01,pos,C,,,,,
player,201312010htx,htx,JoneBe01,offense,27,,,,,
player,201312010htx,htx,JoneBe01,off_pct,45%,,,,,
player,201312010htx,htx,JoneBe01,defense,0,,,,,
player,201312010htx,htx,JoneBe01,def_pct,0%,,,,,
player,201312010htx,htx,JoneBe01,special_teams,12,,,,,
player,201312010htx,htx,JoneBe01,st_pct,39%,,,,,
player,201312010htx,htx,HarrRy20,pos,T,,,,,
player,201312010htx,htx,HarrRy20,offense,27,,,,,
player,201312010htx,htx,HarrRy20,off_pct,45%,,,,,
player,201312010htx,htx,HarrRy20,defense,0,,,,,
player,201312010htx,htx,HarrRy20,def_pct,0%,,,,,
player,201312010htx,htx,HarrRy20,special_teams,5,,,,,
player,201312010htx,htx,HarrRy20,st_pct,16%,,,,,
player,201312010htx,htx,MartKe01,pos,WR,,,,,
player,201312010htx,htx,MartKe01,offense,24,,,,,
player,201312010htx,htx,MartKe01,off_pct,40%,,,,,
player,201312010htx,htx,MartKe01,defense,0,,,,,
player,201312010htx,htx,MartKe01,def_pct,0%,,,,,
player,201312010htx,htx,MartKe01,special_teams,10,,,,,
player,201312010htx,htx,MartKe01,st_pct,32%,,,,,
player,201312010htx,htx,GrifRy00,pos,TE,,,,,
player,201312010htx,htx,GrifRy00,offense,22,,,,,
player,201312010htx,htx,GrifRy00,off_pct,37%,,,,,
player,201312010htx,htx,GrifRy00,defense,0,,,,,
player,201312010htx,htx,GrifRy00,def_pct,0%,,,,,
player,201312010htx,htx,GrifRy00,special_teams,23,,,,,
player,201312010htx,htx,GrifRy00,st_pct,74%,,,,,
player,201312010htx,htx,JoneGr01,pos,FB,,,,,
player,201312010htx,htx,JoneGr01,offense,16,,,,,
player,201312010htx,htx,JoneGr01,off_pct,27%,,,,,
player,201312010htx,htx,JoneGr01,defense,0,,,,,
player,201312010htx,htx,JoneGr01,def_pct,0%,,,,,
player,201312010htx,htx,JoneGr01,special_teams,10,,,,,
player,201312010htx,htx,JoneGr01,st_pct,32%,,,,,
player,201312010htx,htx,JohnDe02,pos,RB,,,,,
player,201312010htx,htx,JohnDe02,offense,11,,,,,
player,201312010htx,htx,JohnDe02,off_pct,18%,,,,,
player,201312010htx,htx,JohnDe02,defense,0,,,,,
player,201312010htx,htx,JohnDe02,def_pct,0%,,,,,
player,201312010htx,htx,JohnDe02,special_teams,0,,,,,
player,201312010htx,htx,JohnDe02,st_pct,0%,,,,,
player,201312010htx,htx,PoseDe00,pos,WR,,,,,
player,201312010htx,htx,PoseDe00,offense,3,,,,,
player,201312010htx,htx,PoseDe00,off_pct,5%,,,,,
player,201312010htx,htx,PoseDe00,defense,0,,,,,
player,201312010htx,htx,PoseDe00,def_pct,0%,,,,,
player,201312010htx,htx,PoseDe00,special_teams,0,,,,,
player,201312010htx,htx,PoseDe00,st_pct,0%,,,,,
player,201312010htx,htx,ByrnJa00,pos,TE,,,,,
player,201312010htx,htx,ByrnJa00,offense,1,,,,,
player,201312010htx,htx,ByrnJa00,off_pct,2%,,,,,
player,201312010htx,htx,ByrnJa00,defense,0,,,,,
player,201312010htx,htx,ByrnJa00,def_pct,0%,,,,,
player,201312010htx,htx,ByrnJa00,special_teams,5,,,,,
player,201312010htx,htx,ByrnJa00,st_pct,16%,,,,,
player,201312010htx,htx,ReedBr00,pos,LB,,,,,
player,201312010htx,htx,ReedBr00,offense,0,,,,,
player,201312010htx,htx,ReedBr00,off_pct,0%,,,,,
player,201312010htx,htx,ReedBr00,defense,70,,,,,
player,201312010htx,htx,ReedBr00,def_pct,100%,,,,,
player,201312010htx,htx,ReedBr00,special_teams,8,,,,,
player,201312010htx,htx,ReedBr00,st_pct,26%,,,,,
player,201312010htx,htx,KeoxSh00,pos,FS,,,,,
player,201312010htx,htx,KeoxSh00,offense,0,,,,,
player,201312010htx,htx,KeoxSh00,off_pct,0%,,,,,
player,201312010htx,htx,KeoxSh00,defense,70,,,,,
player,201312010htx,htx,KeoxSh00,def_pct,100%,,,,,
player,201312010htx,htx,KeoxSh00,special_teams,6,,,,,
player,201312010htx,htx,KeoxSh00,st_pct,19%,,,,,
player,201312010htx,htx,MercWh00,pos,LB,,,,,
player,201312010htx,htx,MercWh00,offense,0,,,,,
player,201312010htx,htx,MercWh00,off_pct,0%,,,,,
player,201312010htx,htx,MercWh00,defense,69,,,,,
player,201312010htx,htx,MercWh00,def_pct,99%,,,,,
player,201312010htx,htx,MercWh00,special_teams,8,,,,,
player,201312010htx,htx,MercWh00,st_pct,26%,,,,,
player,201312010htx,htx,WattJ.00,pos,DE,,,,,
player,201312010htx,htx,WattJ.00,offense,0,,,,,
player,201312010htx,htx,WattJ.00,off_pct,0%,,,,,
player,201312010htx,htx,WattJ.00,defense,67,,,,,
player,201312010htx,htx,WattJ.00,def_pct,96%,,,,,
player,201312010htx,htx,WattJ.00,special_teams,8,,,,,
player,201312010htx,htx,WattJ.00,st_pct,26%,,,,,
player,201312010htx,htx,JoseJo20,pos,CB,,,,,
player,201312010htx,htx,JoseJo20,offense,0,,,,,
player,201312010htx,htx,JoseJo20,off_pct,0%,,,,,
player,201312010htx,htx,JoseJo20,defense,66,,,,,
player,201312010htx,htx,JoseJo20,def_pct,94%,,,,,
player,201312010htx,htx,JoseJo20,special_teams,3,,,,,
player,201312010htx,htx,JoseJo20,st_pct,10%,,,,,
player,201312010htx,htx,SweaDJ00,pos,FS,,,,,
player,201312010htx,htx,SweaDJ00,offense,0,,,,,
player,201312010htx,htx,SweaDJ00,off_pct,0%,,,,,
player,201312010htx,htx,SweaDJ00,defense,64,,,,,
player,201312010htx,htx,SweaDJ00,def_pct,91%,,,,,
player,201312010htx,htx,SweaDJ00,special_teams,7,,,,,
player,201312010htx,htx,SweaDJ00,st_pct,23%,,,,,
player,201312010htx,htx,JackKa99,pos,CB,,,,,
player,201312010htx,htx,JackKa99,offense,0,,,,,
player,201312010htx,htx,JackKa99,off_pct,0%,,,,,
player,201312010htx,htx,JackKa99,defense,63,,,,,
player,201312010htx,htx,JackKa99,def_pct,90%,,,,,
player,201312010htx,htx,JackKa99,special_teams,4,,,,,
player,201312010htx,htx,JackKa99,st_pct,13%,,,,,
player,201312010htx,htx,SmitAn22,pos,DE,,,,,
player,201312010htx,htx,SmitAn22,offense,0,,,,,
player,201312010htx,htx,SmitAn22,off_pct,0%,,,,,
player,201312010htx,htx,SmitAn22,defense,59,,,,,
player,201312010htx,htx,SmitAn22,def_pct,84%,,,,,
player,201312010htx,htx,SmitAn22,special_teams,8,,,,,
player,201312010htx,htx,SmitAn22,st_pct,26%,,,,,
player,201312010htx,htx,SharDa01,pos,LB,,,,,
player,201312010htx,htx,SharDa01,offense,0,,,,,
player,201312010htx,htx,SharDa01,off_pct,0%,,,,,
player,201312010htx,htx,SharDa01,defense,55,,,,,
player,201312010htx,htx,SharDa01,def_pct,79%,,,,,
player,201312010htx,htx,SharDa01,special_teams,8,,,,,
player,201312010htx,htx,SharDa01,st_pct,26%,,,,,
player,201312010htx,htx,MaysJo99,pos,LB,,,,,
player,201312010htx,htx,MaysJo99,offense,0,,,,,
player,201312010htx,htx,MaysJo99,off_pct,0%,,,,,
player,201312010htx,htx,MaysJo99,defense,45,,,,,
player,201312010htx,htx,MaysJo99,def_pct,64%,,,,,
player,201312010htx,htx,MaysJo99,special_teams,1,,,,,
player,201312010htx,htx,MaysJo99,st_pct,3%,,,,,
player,201312010htx,htx,McCaBr99,pos,CB,,,,,
player,201312010htx,htx,McCaBr99,offense,0,,,,,
player,201312010htx,htx,McCaBr99,off_pct,0%,,,,,
player,201312010htx,htx,McCaBr99,defense,36,,,,,
player,201312010htx,htx,McCaBr99,def_pct,51%,,,,,
player,201312010htx,htx,McCaBr99,special_teams,7,,,,,
player,201312010htx,htx,McCaBr99,st_pct,23%,,,,,
player,201312010htx,htx,MitcEa99,pos,NT,,,,,
player,201312010htx,htx,MitcEa99,offense,0,,,,,
player,201312010htx,htx,MitcEa99,off_pct,0%,,,,,
player,201312010htx,htx,MitcEa99,defense,34,,,,,
player,201312010htx,htx,MitcEa99,def_pct,49%,,,,,
player,201312010htx,htx,MitcEa99,special_teams,8,,,,,
player,201312010htx,htx,MitcEa99,st_pct,26%,,,,,
player,201312010htx,htx,TarpJe00,pos,LB,,,,,
player,201312010htx,htx,TarpJe00,offense,0,,,,,
player,201312010htx,htx,TarpJe00,off_pct,0%,,,,,
player,201312010htx,htx,TarpJe00,defense,27,,,,,
player,201312010htx,htx,TarpJe00,def_pct,39%,,,,,
player,201312010htx,htx,TarpJe00,special_teams,18,,,,,
player,201312010htx,htx,TarpJe00,st_pct,58%,,,,,
player,201312010htx,htx,PleaEd00,pos,SS,,,,,
player,201312010htx,htx,PleaEd00,offense,0,,,,,
player,201312010htx,htx,PleaEd00,off_pct,0%,,,,,
player,201312010htx,htx,PleaEd00,defense,24,,,,,
player,201312010htx,htx,PleaEd00,def_pct,34%,,,,,
player,201312010htx,htx,PleaEd00,special_teams,15,,,,,
player,201312010htx,htx,PleaEd00,st_pct,48%,,,,,
player,201312010htx,htx,CricJa00,pos,DE,,,,,
player,201312010htx,htx,CricJa00,offense,0,,,,,
player,201312010htx,htx,CricJa00,off_pct,0%,,,,,
player,201312010htx,htx,CricJa00,defense,12,,,,,
player,201312010htx,htx,CricJa00,def_pct,17%,,,,,
player,201312010htx,htx,CricJa00,special_teams,16,,,,,
player,201312010htx,htx,CricJa00,st_pct,52%,,,,,
player,201312010htx,htx,McClTe00,pos,DT,,,,,
player,201312010htx,htx,McClTe00,offense,0,,,,,
player,201312010htx,htx,McClTe00,off_pct,0%,,,,,
player,201312010htx,htx,McClTe00,defense,5,,,,,
player,201312010htx,htx,McClTe00,def_pct,7%,,,,,
player,201312010htx,htx,McClTe00,special_teams,0,,,,,
player,201312010htx,htx,McClTe00,st_pct,0%,,,,,
player,201312010htx,htx,HarrBr00,pos,CB,,,,,
player,201312010htx,htx,HarrBr00,offense,0,,,,,
player,201312010htx,htx,HarrBr00,off_pct,0%,,,,,
player,201312010htx,htx,HarrBr00,defense,3,,,,,
player,201312010htx,htx,HarrBr00,def_pct,4%,,,,,
player,201312010htx,htx,HarrBr00,special_teams,10,,,,,
player,201312010htx,htx,HarrBr00,st_pct,32%,,,,,
player,201312010htx,htx,BramBr00,pos,LB,,,,,
player,201312010htx,htx,BramBr00,offense,0,,,,,
player,201312010htx,htx,BramBr00,off_pct,0%,,,,,
player,201312010htx,htx,BramBr00,defense,1,,,,,
player,201312010htx,htx,BramBr00,def_pct,1%,,,,,
player,201312010htx,htx,BramBr00,special_teams,18,,,,,
player,201312010htx,htx,BramBr00,st_pct,58%,,,,,
player,201312010htx,htx,MohaMi00,pos,LB,,,,,
player,201312010htx,htx,MohaMi00,offense,0,,,,,
player,201312010htx,htx,MohaMi00,off_pct,0%,,,,,
player,201312010htx,htx,MohaMi00,defense,0,,,,,
player,201312010htx,htx,MohaMi00,def_pct,0%,,,,,
player,201312010htx,htx,MohaMi00,special_teams,18,,,,,
player,201312010htx,htx,MohaMi00,st_pct,58%,,,,,
player,201312010htx,htx,VictJo00,pos,DB,,,,,
player,201312010htx,htx,VictJo00,offense,0,,,,,
player,201312010htx,htx,VictJo00,off_pct,0%,,,,,
player,201312010htx,htx,VictJo00,defense,0,,,,,
player,201312010htx,htx,VictJo00,def_pct,0%,,,,,
player,201312010htx,htx,VictJo00,special_teams,17,,,,,
player,201312010htx,htx,VictJo00,st_pct,55%,,,,,
player,201312010htx,htx,TuggJu00,pos,LB,,,,,
player,201312010htx,htx,TuggJu00,offense,0,,,,,
player,201312010htx,htx,TuggJu00,off_pct,0%,,,,,
player,201312010htx,htx,TuggJu00,defense,0,,,,,
player,201312010htx,htx,TuggJu00,def_pct,0%,,,,,
player,201312010htx,htx,TuggJu00,special_teams,16,,,,,
player,201312010htx,htx,TuggJu00,st_pct,52%,,,,,
player,201312010htx,htx,BullRa00,pos,K,,,,,
player,201312010htx,htx,BullRa00,offense,0,,,,,
player,201312010htx,htx,BullRa00,off_pct,0%,,,,,
player,201312010htx,htx,BullRa00,defense,0,,,,,
player,201312010htx,htx,BullRa00,def_pct,0%,,,,,
player,201312010htx,htx,BullRa00,special_teams,11,,,,,
player,201312010htx,htx,BullRa00,st_pct,35%,,,,,
player,201312010htx,htx,MackEl20,pos,CB,,,,,
player,201312010htx,htx,MackEl20,offense,0,,,,,
player,201312010htx,htx,MackEl20,off_pct,0%,,,,,
player,201312010htx,htx,MackEl20,defense,0,,,,,
player,201312010htx,htx,MackEl20,def_pct,0%,,,,,
player,201312010htx,htx,MackEl20,special_teams,11,,,,,
player,201312010htx,htx,MackEl20,st_pct,35%,,,,,
player,201312010htx,htx,KariDe00,pos,RB,,,,,
player,201312010htx,htx,KariDe00,offense,0,,,,,
player,201312010htx,htx,KariDe00,off_pct,0%,,,,,
player,201312010htx,htx,KariDe00,defense,0,,,,,
player,201312010htx,htx,KariDe00,def_pct,0%,,,,,
player,201312010htx,htx,KariDe00,special_teams,10,,,,,
player,201312010htx,htx,KariDe00,st_pct,32%,,,,,
player,201312010htx,htx,WeekJo00,pos,LS,,,,,
player,201312010htx,htx,WeekJo00,offense,0,,,,,
player,201312010htx,htx,WeekJo00,off_pct,0%,,,,,
player,201312010htx,htx,WeekJo00,defense,0,,,,,
player,201312010htx,htx,WeekJo00,def_pct,0%,,,,,
player,201312010htx,htx,WeekJo00,special_teams,8,,,,,
player,201312010htx,htx,WeekJo00,st_pct,26%,,,,,
player,201312010htx,htx,LechSh20,pos,P,,,,,
player,201312010htx,htx,LechSh20,offense,0,,,,,
player,201312010htx,htx,LechSh20,off_pct,0%,,,,,
player,201312010htx,htx,LechSh20,defense,0,,,,,
player,201312010htx,htx,LechSh20,def_pct,0%,,,,,
player,201312010htx,htx,LechSh20,special_teams,8,,,,,
player,201312010htx,htx,LechSh20,st_pct,26%,,,,,
player,201312010htx,htx,JeanLe01,pos,WR,,,,,
player,201312010htx,htx,JeanLe01,offense,0,,,,,
player,201312010htx,htx,JeanLe01,off_pct,0%,,,,,
player,201312010htx,htx,JeanLe01,defense,0,,,,,
