game,2013,5,20131006,201310060dal,den,"Denver Broncos",51,dal,"Dallas Cowboys",48
player,201310060dal,den,BallMo00,rush_td,0,,,,,
player,201310060dal,den,BallMo00,rush_long,1,,,,,
player,201310060dal,den,BallMo00,targets,0,,,,,
player,201310060dal,den,BallMo00,rec,0,,,,,
player,201310060dal,den,BallMo00,rec_yds,0,,,,,
player,201310060dal,den,BallMo00,rec_td,0,,,,,
player,201310060dal,den,BallMo00,rec_long,0,,,,,
player,201310060dal,den,BallMo00,fumbles,0,,,,,
player,201310060dal,den,BallMo00,fumbles_lost,0,,,,,
player,201310060dal,den,ThomJu00,pass_cmp,0,,,,,
player,201310060dal,den,ThomJu00,pass_att,0,,,,,
player,201310060dal,den,ThomJu00,pass_yds,0,,,,,
player,201310060dal,den,ThomJu00,pass_td,0,,,,,
player,201310060dal,den,ThomJu00,pass_int,0,,,,,
player,201310060dal,den,ThomJu00,pass_sacked,0,,,,,
player,201310060dal,den,ThomJu00,pass_sacked_yds,0,,,,,
player,201310060dal,den,ThomJu00,pass_long,0,,,,,
player,201310060dal,den,ThomJu00,pass_rating,,,,,,
player,201310060dal,den,ThomJu00,rush_att,0,,,,,
player,201310060dal,den,ThomJu00,rush_yds,0,,,,,
player,201310060dal,den,ThomJu00,rush_td,0,,,,,
player,201310060dal,den,ThomJu00,rush_long,0,,,,,
player,201310060dal,den,ThomJu00,targets,12,,,,,
player,201310060dal,den,ThomJu00,rec,9,,,,,
player,201310060dal,den,ThomJu00,rec_yds,122,,,,,
player,201310060dal,den,ThomJu00,rec_td,2,,,,,
player,201310060dal,den,ThomJu00,rec_long,29,,,,,
player,201310060dal,den,ThomJu00,fumbles,0,,,,,
player,201310060dal,den,ThomJu00,fumbles_lost,0,,,,,
player,201310060dal,den,DeckEr00,pass_cmp,0,,,,,
player,201310060dal,den,DeckEr00,pass_att,0,,,,,
player,201310060dal,den,DeckEr00,pass_yds,0,,,,,
player,201310060dal,den,DeckEr00,pass_td,0,,,,,
player,201310060dal,den,DeckEr00,pass_int,0,,,,,
player,201310060dal,den,DeckEr00,pass_sacked,0,,,,,
player,201310060dal,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201310060dal,den,DeckEr00,pass_long,0,,,,,
player,201310060dal,den,DeckEr00,pass_rating,,,,,,
player,201310060dal,den,DeckEr00,rush_att,0,,,,,
player,201310060dal,den,DeckEr00,rush_yds,0,,,,,
player,201310060dal,den,DeckEr00,rush_td,0,,,,,
player,201310060dal,den,DeckEr00,rush_long,0,,,,,
player,201310060dal,den,DeckEr00,targets,8,,,,,
player,201310060dal,den,DeckEr00,rec,5,,,,,
player,201310060dal,den,DeckEr00,rec_yds,87,,,,,
player,201310060dal,den,DeckEr00,rec_td,1,,,,,
player,201310060dal,den,DeckEr00,rec_long,57,,,,,
player,201310060dal,den,DeckEr00,fumbles,1,,,,,
player,201310060dal,den,DeckEr00,fumbles_lost,1,,,,,
player,201310060dal,den,ThomDe03,pass_cmp,0,,,,,
player,201310060dal,den,ThomDe03,pass_att,0,,,,,
player,201310060dal,den,ThomDe03,pass_yds,0,,,,,
player,201310060dal,den,ThomDe03,pass_td,0,,,,,
player,201310060dal,den,ThomDe03,pass_int,0,,,,,
player,201310060dal,den,ThomDe03,pass_sacked,0,,,,,
player,201310060dal,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201310060dal,den,ThomDe03,pass_long,0,,,,,
player,201310060dal,den,ThomDe03,pass_rating,,,,,,
player,201310060dal,den,ThomDe03,rush_att,0,,,,,
player,201310060dal,den,ThomDe03,rush_yds,0,,,,,
player,201310060dal,den,ThomDe03,rush_td,0,,,,,
player,201310060dal,den,ThomDe03,rush_long,0,,,,,
player,201310060dal,den,ThomDe03,targets,6,,,,,
player,201310060dal,den,ThomDe03,rec,5,,,,,
player,201310060dal,den,ThomDe03,rec_yds,57,,,,,
player,201310060dal,den,ThomDe03,rec_td,0,,,,,
player,201310060dal,den,ThomDe03,rec_long,26,,,,,
player,201310060dal,den,ThomDe03,fumbles,0,,,,,
player,201310060dal,den,ThomDe03,fumbles_lost,0,,,,,
player,201310060dal,den,WelkWe00,pass_cmp,0,,,,,
player,201310060dal,den,WelkWe00,pass_att,0,,,,,
player,201310060dal,den,WelkWe00,pass_yds,0,,,,,
player,201310060dal,den,WelkWe00,pass_td,0,,,,,
player,201310060dal,den,WelkWe00,pass_int,0,,,,,
player,201310060dal,den,WelkWe00,pass_sacked,0,,,,,
player,201310060dal,den,WelkWe00,pass_sacked_yds,0,,,,,
player,201310060dal,den,WelkWe00,pass_long,0,,,,,
player,201310060dal,den,WelkWe00,pass_rating,,,,,,
player,201310060dal,den,WelkWe00,rush_att,0,,,,,
player,201310060dal,den,WelkWe00,rush_yds,0,,,,,
player,201310060dal,den,WelkWe00,rush_td,0,,,,,
player,201310060dal,den,WelkWe00,rush_long,0,,,,,
player,201310060dal,den,WelkWe00,targets,6,,,,,
player,201310060dal,den,WelkWe00,rec,5,,,,,
player,201310060dal,den,WelkWe00,rec_yds,49,,,,,
player,201310060dal,den,WelkWe00,rec_td,1,,,,,
player,201310060dal,den,WelkWe00,rec_long,16,,,,,
player,201310060dal,den,WelkWe00,fumbles,0,,,,,
player,201310060dal,den,WelkWe00,fumbles_lost,0,,,,,
player,201310060dal,dal,RomoTo00,pass_cmp,25,,,,,
player,201310060dal,dal,RomoTo00,pass_att,36,,,,,
player,201310060dal,dal,RomoTo00,pass_yds,506,,,,,
player,201310060dal,dal,RomoTo00,pass_td,5,,,,,
player,201310060dal,dal,RomoTo00,pass_int,1,,,,,
player,201310060dal,dal,RomoTo00,pass_sacked,4,,,,,
player,201310060dal,dal,RomoTo00,pass_sacked_yds,36,,,,,
player,201310060dal,dal,RomoTo00,pass_long,82,,,,,
player,201310060dal,dal,RomoTo00,pass_rating,140.0,,,,,
player,201310060dal,dal,RomoTo00,rush_att,1,,,,,
player,201310060dal,dal,RomoTo00,rush_yds,7,,,,,
player,201310060dal,dal,RomoTo00,rush_td,0,,,,,
player,201310060dal,dal,RomoTo00,rush_long,7,,,,,
player,201310060dal,dal,RomoTo00,targets,0,,,,,
player,201310060dal,dal,RomoTo00,rec,0,,,,,
player,201310060dal,dal,RomoTo00,rec_yds,0,,,,,
player,201310060dal,dal,RomoTo00,rec_td,0,,,,,
player,201310060dal,dal,RomoTo00,rec_long,0,,,,,
player,201310060dal,dal,RomoTo00,fumbles,0,,,,,
player,201310060dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201310060dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201310060dal,dal,MurrDe00,pass_att,0,,,,,
player,201310060dal,dal,MurrDe00,pass_yds,0,,,,,
player,201310060dal,dal,MurrDe00,pass_td,0,,,,,
player,201310060dal,dal,MurrDe00,pass_int,0,,,,,
player,201310060dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201310060dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201310060dal,dal,MurrDe00,pass_long,0,,,,,
player,201310060dal,dal,MurrDe00,pass_rating,,,,,,
player,201310060dal,dal,MurrDe00,rush_att,12,,,,,
player,201310060dal,dal,MurrDe00,rush_yds,43,,,,,
player,201310060dal,dal,MurrDe00,rush_td,1,,,,,
player,201310060dal,dal,MurrDe00,rush_long,13,,,,,
player,201310060dal,dal,MurrDe00,targets,1,,,,,
player,201310060dal,dal,MurrDe00,rec,1,,,,,
player,201310060dal,dal,MurrDe00,rec_yds,5,,,,,
player,201310060dal,dal,MurrDe00,rec_td,0,,,,,
player,201310060dal,dal,MurrDe00,rec_long,5,,,,,
player,201310060dal,dal,MurrDe00,fumbles,0,,,,,
player,201310060dal,dal,MurrDe00,fumbles_lost,0,,,,,
player,201310060dal,dal,WillTe01,pass_cmp,0,,,,,
player,201310060dal,dal,WillTe01,pass_att,0,,,,,
player,201310060dal,dal,WillTe01,pass_yds,0,,,,,
player,201310060dal,dal,WillTe01,pass_td,0,,,,,
player,201310060dal,dal,WillTe01,pass_int,0,,,,,
player,201310060dal,dal,WillTe01,pass_sacked,0,,,,,
player,201310060dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201310060dal,dal,WillTe01,pass_long,0,,,,,
player,201310060dal,dal,WillTe01,pass_rating,,,,,,
player,201310060dal,dal,WillTe01,rush_att,1,,,,,
player,201310060dal,dal,WillTe01,rush_yds,2,,,,,
player,201310060dal,dal,WillTe01,rush_td,0,,,,,
player,201310060dal,dal,WillTe01,rush_long,2,,,,,
player,201310060dal,dal,WillTe01,targets,4,,,,,
player,201310060dal,dal,WillTe01,rec,4,,,,,
player,201310060dal,dal,WillTe01,rec_yds,151,,,,,
player,201310060dal,dal,WillTe01,rec_td,1,,,,,
player,201310060dal,dal,WillTe01,rec_long,82,,,,,
player,201310060dal,dal,WillTe01,fumbles,0,,,,,
player,201310060dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201310060dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201310060dal,dal,BryaDe01,pass_att,0,,,,,
player,201310060dal,dal,BryaDe01,pass_yds,0,,,,,
player,201310060dal,dal,BryaDe01,pass_td,0,,,,,
player,201310060dal,dal,BryaDe01,pass_int,0,,,,,
player,201310060dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201310060dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201310060dal,dal,BryaDe01,pass_long,0,,,,,
player,201310060dal,dal,BryaDe01,pass_rating,,,,,,
player,201310060dal,dal,BryaDe01,rush_att,0,,,,,
player,201310060dal,dal,BryaDe01,rush_yds,0,,,,,
player,201310060dal,dal,BryaDe01,rush_td,0,,,,,
player,201310060dal,dal,BryaDe01,rush_long,0,,,,,
player,201310060dal,dal,BryaDe01,targets,10,,,,,
player,201310060dal,dal,BryaDe01,rec,6,,,,,
player,201310060dal,dal,BryaDe01,rec_yds,141,,,,,
player,201310060dal,dal,BryaDe01,rec_td,2,,,,,
player,201310060dal,dal,BryaDe01,rec_long,79,,,,,
player,201310060dal,dal,BryaDe01,fumbles,1,,,,,
player,201310060dal,dal,BryaDe01,fumbles_lost,1,,,,,
player,201310060dal,dal,WittJa00,pass_cmp,0,,,,,
player,201310060dal,dal,WittJa00,pass_att,0,,,,,
player,201310060dal,dal,WittJa00,pass_yds,0,,,,,
player,201310060dal,dal,WittJa00,pass_td,0,,,,,
player,201310060dal,dal,WittJa00,pass_int,0,,,,,
player,201310060dal,dal,WittJa00,pass_sacked,0,,,,,
player,201310060dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201310060dal,dal,WittJa00,pass_long,0,,,,,
player,201310060dal,dal,WittJa00,pass_rating,,,,,,
player,201310060dal,dal,WittJa00,rush_att,0,,,,,
player,201310060dal,dal,WittJa00,rush_yds,0,,,,,
player,201310060dal,dal,WittJa00,rush_td,0,,,,,
player,201310060dal,dal,WittJa00,rush_long,0,,,,,
player,201310060dal,dal,WittJa00,targets,10,,,,,
player,201310060dal,dal,WittJa00,rec,7,,,,,
player,201310060dal,dal,WittJa00,rec_yds,121,,,,,
player,201310060dal,dal,WittJa00,rec_td,1,,,,,
player,201310060dal,dal,WittJa00,rec_long,27,,,,,
player,201310060dal,dal,WittJa00,fumbles,0,,,,,
player,201310060dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201310060dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201310060dal,dal,BeasCo00,pass_att,0,,,,,
player,201310060dal,dal,BeasCo00,pass_yds,0,,,,,
player,201310060dal,dal,BeasCo00,pass_td,0,,,,,
player,201310060dal,dal,BeasCo00,pass_int,0,,,,,
player,201310060dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201310060dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201310060dal,dal,BeasCo00,pass_long,0,,,,,
player,201310060dal,dal,BeasCo00,pass_rating,,,,,,
player,201310060dal,dal,BeasCo00,rush_att,0,,,,,
player,201310060dal,dal,BeasCo00,rush_yds,0,,,,,
player,201310060dal,dal,BeasCo00,rush_td,0,,,,,
player,201310060dal,dal,BeasCo00,rush_long,0,,,,,
player,201310060dal,dal,BeasCo00,targets,4,,,,,
player,201310060dal,dal,BeasCo00,rec,4,,,,,
player,201310060dal,dal,BeasCo00,rec_yds,47,,,,,
player,201310060dal,dal,BeasCo00,rec_td,1,,,,,
player,201310060dal,dal,BeasCo00,rec_long,23,,,,,
player,201310060dal,dal,BeasCo00,fumbles,0,,,,,
player,201310060dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201310060dal,dal,EscoGa00,pass_cmp,0,,,,,
player,201310060dal,dal,EscoGa00,pass_att,0,,,,,
player,201310060dal,dal,EscoGa00,pass_yds,0,,,,,
player,201310060dal,dal,EscoGa00,pass_td,0,,,,,
player,201310060dal,dal,EscoGa00,pass_int,0,,,,,
player,201310060dal,dal,EscoGa00,pass_sacked,0,,,,,
player,201310060dal,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201310060dal,dal,EscoGa00,pass_long,0,,,,,
player,201310060dal,dal,EscoGa00,pass_rating,,,,,,
player,201310060dal,dal,EscoGa00,rush_att,0,,,,,
player,201310060dal,dal,EscoGa00,rush_yds,0,,,,,
player,201310060dal,dal,EscoGa00,rush_td,0,,,,,
player,201310060dal,dal,EscoGa00,rush_long,0,,,,,
player,201310060dal,dal,EscoGa00,targets,3,,,,,
player,201310060dal,dal,EscoGa00,rec,1,,,,,
player,201310060dal,dal,EscoGa00,rec_yds,25,,,,,
player,201310060dal,dal,EscoGa00,rec_td,0,,,,,
player,201310060dal,dal,EscoGa00,rec_long,25,,,,,
player,201310060dal,dal,EscoGa00,fumbles,0,,,,,
player,201310060dal,dal,EscoGa00,fumbles_lost,0,,,,,
player,201310060dal,dal,HarrDw00,pass_cmp,0,,,,,
player,201310060dal,dal,HarrDw00,pass_att,0,,,,,
player,201310060dal,dal,HarrDw00,pass_yds,0,,,,,
player,201310060dal,dal,HarrDw00,pass_td,0,,,,,
player,201310060dal,dal,HarrDw00,pass_int,0,,,,,
player,201310060dal,dal,HarrDw00,pass_sacked,0,,,,,
player,201310060dal,dal,HarrDw00,pass_sacked_yds,0,,,,,
player,201310060dal,dal,HarrDw00,pass_long,0,,,,,
player,201310060dal,dal,HarrDw00,pass_rating,,,,,,
player,201310060dal,dal,HarrDw00,rush_att,0,,,,,
player,201310060dal,dal,HarrDw00,rush_yds,0,,,,,
player,201310060dal,dal,HarrDw00,rush_td,0,,,,,
player,201310060dal,dal,HarrDw00,rush_long,0,,,,,
player,201310060dal,dal,HarrDw00,targets,2,,,,,
player,201310060dal,dal,HarrDw00,rec,1,,,,,
player,201310060dal,dal,HarrDw00,rec_yds,13,,,,,
player,201310060dal,dal,HarrDw00,rec_td,0,,,,,
player,201310060dal,dal,HarrDw00,rec_long,13,,,,,
player,201310060dal,dal,HarrDw00,fumbles,0,,,,,
player,201310060dal,dal,HarrDw00,fumbles_lost,0,,,,,
player,201310060dal,dal,HannJa00,pass_cmp,0,,,,,
player,201310060dal,dal,HannJa00,pass_att,0,,,,,
player,201310060dal,dal,HannJa00,pass_yds,0,,,,,
player,201310060dal,dal,HannJa00,pass_td,0,,,,,
player,201310060dal,dal,HannJa00,pass_int,0,,,,,
player,201310060dal,dal,HannJa00,pass_sacked,0,,,,,
player,201310060dal,dal,HannJa00,pass_sacked_yds,0,,,,,
player,201310060dal,dal,HannJa00,pass_long,0,,,,,
player,201310060dal,dal,HannJa00,pass_rating,,,,,,
player,201310060dal,dal,HannJa00,rush_att,0,,,,,
player,201310060dal,dal,HannJa00,rush_yds,0,,,,,
player,201310060dal,dal,HannJa00,rush_td,0,,,,,
player,201310060dal,dal,HannJa00,rush_long,0,,,,,
player,201310060dal,dal,HannJa00,targets,1,,,,,
player,201310060dal,dal,HannJa00,rec,1,,,,,
player,201310060dal,dal,HannJa00,rec_yds,3,,,,,
player,201310060dal,dal,HannJa00,rec_td,0,,,,,
player,201310060dal,dal,HannJa00,rec_long,3,,,,,
player,201310060dal,dal,HannJa00,fumbles,0,,,,,
player,201310060dal,dal,HannJa00,fumbles_lost,0,,,,,
player,201310060dal,den,TrevDa00,def_int,1,,,,,
player,201310060dal,den,TrevDa00,def_int_yds,0,,,,,
player,201310060dal,den,TrevDa00,def_int_td,0,,,,,
player,201310060dal,den,TrevDa00,def_int_long,0,,,,,
player,201310060dal,den,TrevDa00,pass_defended,1,,,,,
player,201310060dal,den,TrevDa00,sacks,0.0,,,,,
player,201310060dal,den,TrevDa00,tackles_combined,5,,,,,
player,201310060dal,den,TrevDa00,tackles_solo,4,,,,,
player,201310060dal,den,TrevDa00,tackles_assists,1,,,,,
player,201310060dal,den,TrevDa00,tackles_loss,0,,,,,
player,201310060dal,den,TrevDa00,qb_hits,0,,,,,
player,201310060dal,den,TrevDa00,fumbles_rec,0,,,,,
player,201310060dal,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201310060dal,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201310060dal,den,TrevDa00,fumbles_forced,0,,,,,
player,201310060dal,den,PhilSh20,def_int,0,,,,,
player,201310060dal,den,PhilSh20,def_int_yds,0,,,,,
player,201310060dal,den,PhilSh20,def_int_td,0,,,,,
player,201310060dal,den,PhilSh20,def_int_long,0,,,,,
player,201310060dal,den,PhilSh20,pass_defended,0,,,,,
player,201310060dal,den,PhilSh20,sacks,2.0,,,,,
player,201310060dal,den,PhilSh20,tackles_combined,3,,,,,
player,201310060dal,den,PhilSh20,tackles_solo,3,,,,,
player,201310060dal,den,PhilSh20,tackles_assists,0,,,,,
player,201310060dal,den,PhilSh20,tackles_loss,2,,,,,
player,201310060dal,den,PhilSh20,qb_hits,2,,,,,
player,201310060dal,den,PhilSh20,fumbles_rec,0,,,,,
player,201310060dal,den,PhilSh20,fumbles_rec_yds,0,,,,,
player,201310060dal,den,PhilSh20,fumbles_rec_td,0,,,,,
player,201310060dal,den,PhilSh20,fumbles_forced,0,,,,,
player,201310060dal,den,AyerRo99,def_int,0,,,,,
player,201310060dal,den,AyerRo99,def_int_yds,0,,,,,
player,201310060dal,den,AyerRo99,def_int_td,0,,,,,
player,201310060dal,den,AyerRo99,def_int_long,0,,,,,
player,201310060dal,den,AyerRo99,pass_defended,0,,,,,
player,201310060dal,den,AyerRo99,sacks,1.0,,,,,
player,201310060dal,den,AyerRo99,tackles_combined,2,,,,,
player,201310060dal,den,AyerRo99,tackles_solo,1,,,,,
player,201310060dal,den,AyerRo99,tackles_assists,1,,,,,
player,201310060dal,den,AyerRo99,tackles_loss,1,,,,,
player,201310060dal,den,AyerRo99,qb_hits,1,,,,,
player,201310060dal,den,AyerRo99,fumbles_rec,0,,,,,
player,201310060dal,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201310060dal,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201310060dal,den,AyerRo99,fumbles_forced,0,,,,,
player,201310060dal,den,JackMa02,def_int,0,,,,,
player,201310060dal,den,JackMa02,def_int_yds,0,,,,,
player,201310060dal,den,JackMa02,def_int_td,0,,,,,
player,201310060dal,den,JackMa02,def_int_long,0,,,,,
player,201310060dal,den,JackMa02,pass_defended,0,,,,,
player,201310060dal,den,JackMa02,sacks,1.0,,,,,
player,201310060dal,den,JackMa02,tackles_combined,2,,,,,
player,201310060dal,den,JackMa02,tackles_solo,1,,,,,
player,201310060dal,den,JackMa02,tackles_assists,1,,,,,
player,201310060dal,den,JackMa02,tackles_loss,1,,,,,
player,201310060dal,den,JackMa02,qb_hits,2,,,,,
player,201310060dal,den,JackMa02,fumbles_rec,0,,,,,
player,201310060dal,den,JackMa02,fumbles_rec_yds,0,,,,,
player,201310060dal,den,JackMa02,fumbles_rec_td,0,,,,,
player,201310060dal,den,JackMa02,fumbles_forced,0,,,,,
player,201310060dal,den,MoorRa00,def_int,0,,,,,
player,201310060dal,den,MoorRa00,def_int_yds,0,,,,,
player,201310060dal,den,MoorRa00,def_int_td,0,,,,,
player,201310060dal,den,MoorRa00,def_int_long,0,,,,,
player,201310060dal,den,MoorRa00,pass_defended,0,,,,,
player,201310060dal,den,MoorRa00,sacks,0.0,,,,,
player,201310060dal,den,MoorRa00,tackles_combined,6,,,,,
player,201310060dal,den,MoorRa00,tackles_solo,5,,,,,
player,201310060dal,den,MoorRa00,tackles_assists,1,,,,,
player,201310060dal,den,MoorRa00,tackles_loss,0,,,,,
player,201310060dal,den,MoorRa00,qb_hits,0,,,,,
player,201310060dal,den,MoorRa00,fumbles_rec,0,,,,,
player,201310060dal,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201310060dal,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201310060dal,den,MoorRa00,fumbles_forced,0,,,,,
player,201310060dal,den,AdamMi21,def_int,0,,,,,
player,201310060dal,den,AdamMi21,def_int_yds,0,,,,,
player,201310060dal,den,AdamMi21,def_int_td,0,,,,,
player,201310060dal,den,AdamMi21,def_int_long,0,,,,,
player,201310060dal,den,AdamMi21,pass_defended,0,,,,,
player,201310060dal,den,AdamMi21,sacks,0.0,,,,,
player,201310060dal,den,AdamMi21,tackles_combined,5,,,,,
player,201310060dal,den,AdamMi21,tackles_solo,4,,,,,
player,201310060dal,den,AdamMi21,tackles_assists,1,,,,,
player,201310060dal,den,AdamMi21,tackles_loss,0,,,,,
player,201310060dal,den,AdamMi21,qb_hits,0,,,,,
player,201310060dal,den,AdamMi21,fumbles_rec,0,,,,,
player,201310060dal,den,AdamMi21,fumbles_rec_yds,0,,,,,
player,201310060dal,den,AdamMi21,fumbles_rec_td,0,,,,,
player,201310060dal,den,AdamMi21,fumbles_forced,0,,,,,
player,201310060dal,den,HarrCh01,def_int,0,,,,,
player,201310060dal,den,HarrCh01,def_int_yds,0,,,,,
player,201310060dal,den,HarrCh01,def_int_td,0,,,,,
player,201310060dal,den,HarrCh01,def_int_long,0,,,,,
player,201310060dal,den,HarrCh01,pass_defended,0,,,,,
player,201310060dal,den,HarrCh01,sacks,0.0,,,,,
player,201310060dal,den,HarrCh01,tackles_combined,4,,,,,
player,201310060dal,den,HarrCh01,tackles_solo,4,,,,,
player,201310060dal,den,HarrCh01,tackles_assists,0,,,,,
